propuesta_id	run_id	relacion_id	tarea_observacion_id	input_inspector_ref	input_inspector_sha256	reporte_neutral_ref	reporte_neutral_sha256	input_curador_ref	input_curador_sha256	activo_id	fuente	snapshot_t0_sha256	baseline_sha256	accion_curador	adjudicacion_propuesta	estado_cierre	accion_original	accion_original_sha256	input_requerido_original	reserva_original	evidencia_ref_original	criterio_cierre_individual	evidencia_ref_accion_original	evidencia_ref_evidencia_original	resultado_contrastado	expediente_integrable	modifica_baseline	reserva_curador
SEMPROP-7200dd2849f81618d1c6cded	SEMRUN-354ccb9dc1023a0bd420d48f	REL-2a1cc2aeaa3a0d0f5e1e49d2	TOBS-SEM-be389b408c606b6c7fcb528f	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-be389b408c606b6c7fcb528f.json	acf6f307c8320d542c2dca590eaeb89fb28b4664f26a2ae16665d0c3fe1699fc	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-be389b408c606b6c7fcb528f.json	0a4306167b7c23e86c333d60f1a91daba501fdbb354e66a74f1d7d818736783d	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-be389b408c606b6c7fcb528f.json	1198f04dcc8cf8c9ba3021a4c5c6790e6204b35597d05ae9b0c5690743341275	NO_DETERMINADO	UCDP	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	NO_DETERMINADO	CANDIDATA	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	Abrir GED codebook.	623a70ad87a08b2702c4109b04f42746a3983ae4b1a6f4de155544695aa5872e	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L14	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L14	MAIN:data/mapa-ext-general-2026-08-06.tsv:L14	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	NO	NO	La ejecución produjo un terminal operativo, no evidencia suficiente para cambiar adjudicación; el baseline se conserva.
SEMPROP-853606a8d585666258b5a9b3	SEMRUN-354ccb9dc1023a0bd420d48f	REL-2d58abfc1b418484af3f2f7d	TOBS-SEM-43c56dbcb4646997818bdbf2	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-43c56dbcb4646997818bdbf2.json	c9b05ef09519ad9d8dce6ed5f46d7dc3a830b28fe3ee1b05bc4dc03ace187ee4	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-43c56dbcb4646997818bdbf2.json	400650b791af29b32a9b60a63105c86a4d908b92236b87460bdf7199a6a758bd	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-43c56dbcb4646997818bdbf2.json	df8f3156e6b49b577159d15e8b9b7291abd6f3722436976e08a794ce017a7507	NO_DETERMINADO	ENFIH	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	NO_DETERMINADO	CANDIDATA	EJECUTADA_CON_RESULTADO	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	eba3e0df63b8ce6ed4d6ac7d49ae306643848764635e477c17ceebb3784f12b9	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:data/abrir4-variables-2026-08-08.tsv	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	MAIN:AGENTS.md;MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md	MAIN:data/abrir4-variables-2026-08-08.tsv	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	NO	NO	La ejecución produjo un terminal operativo, no evidencia suficiente para cambiar adjudicación; el baseline se conserva.
SEMPROP-d9cc7c68235b62072d17e697	SEMRUN-354ccb9dc1023a0bd420d48f	REL-2fab7f66a0e6963788542b3a	TOBS-SEM-e08e77874f8fdee4962d27d3	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-e08e77874f8fdee4962d27d3.json	e31a0108a87505209d0cbd7586cc488f8e33f3b393733a9ed14fca6711a1e6ad	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-e08e77874f8fdee4962d27d3.json	77b78696bdbc4c349c223337d1cecfafb5c0164b57fa519f5c4fba95eb05a838	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-e08e77874f8fdee4962d27d3.json	caf8e1e793d180f70c4fbfe45a2369d29e6c54da2becd40b6ae04bda4eb77e83	NO_DETERMINADO	ENCOAP	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	NO_DETERMINADO	CANDIDATA	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.	b8bdc9d6e9a1fb98030c092a30fba2d89ad270f5454126a743d3d1ff00a342ae	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L4	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L4	MAIN:data/mapa-ext-general-2026-08-06.tsv:L4	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	NO	NO	La ejecución produjo un terminal operativo, no evidencia suficiente para cambiar adjudicación; el baseline se conserva.
SEMPROP-b99b04092dc73122b91e37dd	SEMRUN-354ccb9dc1023a0bd420d48f	REL-2fbf749b083e578d4462b842	TOBS-SEM-c0280be4c75f4b57c0967cb6	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-c0280be4c75f4b57c0967cb6.json	61c0afbb3891fa19205523ccc3d2310d1b232bad9af6f7a65e59e54bc9b5842c	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-c0280be4c75f4b57c0967cb6.json	e9fb84f8bccdf53fd133dd391b2c71a02a7e275560ef5ee8b7f3764c13ae01e5	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-c0280be4c75f4b57c0967cb6.json	9102c5df3fcfb264041a93cfada56449f2db6f2eec394ec035921d7fe5bcfac2	NO_DETERMINADO	FINANZAS	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	NO_DETERMINADO	CANDIDATA	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	Resolver la etiqueta FINANZAS a una fuente canónica concreta ya reunida y abrir su instrumento contra el par requerido.	c5b344f3f2a9867317cc96ec459a437373e5f98668ace2f235f09acb7eb413b6	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	NO	NO	La ejecución produjo un terminal operativo, no evidencia suficiente para cambiar adjudicación; el baseline se conserva.
SEMPROP-2906efe7c76c5bfa766b174b	SEMRUN-354ccb9dc1023a0bd420d48f	REL-32afb54be292bc8e3070dfca	TOBS-SEM-4271521b2dd8123304de22ad	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-4271521b2dd8123304de22ad.json	fd1b04c5cb2a3039579781baa9c15c9997069de585896b1641c126ac225575e2	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-4271521b2dd8123304de22ad.json	ed114a2fabf3885d13b80a942a6745318795be4171e4382401f3389b82ba85a4	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-4271521b2dd8123304de22ad.json	fd02b5e655fc997d1a6ea0722ca42017d538199fb767363e601ed639542eee67	NO_DETERMINADO	ENVIPE	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	NO_DETERMINADO	CANDIDATA	EJECUTADA_CON_RESULTADO	Abrir reactivos conjuntos.	26b86d28d003715f1f89ac9cfafe46b35291f7befbaf05a2da3c0de37ad9289f	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:forense/matriz-impacto-universal-2026-08-06.md:L82	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md	MAIN:forense/matriz-impacto-universal-2026-08-06.md:L82	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	NO	NO	La ejecución produjo un terminal operativo, no evidencia suficiente para cambiar adjudicación; el baseline se conserva.
SEMPROP-da4028842472a23dc8ee5bb6	SEMRUN-354ccb9dc1023a0bd420d48f	REL-32d05d4dc466d048e2961f7b	TOBS-SEM-f3396d8cacc7f843fc26bef0	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-f3396d8cacc7f843fc26bef0.json	c7ba27e2e7f7344e0404cd848cf070200a4bf559f1325472e00396f105dd6f9f	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-f3396d8cacc7f843fc26bef0.json	8e6db5bd0675f38e83fae7a3be4d28f11f24d60a337c252b730226f9ba60d843	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-f3396d8cacc7f843fc26bef0.json	8fbbcaf71f53a23aef9df3ed9d35e20d21afe9a5a13e46c2e1c0775005fbc619	NO_DETERMINADO	MASS_MOBILIZATION_DATA_PROJECT_EVENTOS_MEXICO	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	NO_DETERMINADO	CANDIDATA	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	Obtener archivo y codebook del proyecto; verificar evento, actor, demanda, respuesta, geografía y cobertura temporal para México.	9ad341e8331316a8cb8c8fda7ae8779a3c69b15482a8efcd5bccf545be8fe70b	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L11	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L11	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L11	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	NO	NO	La ejecución produjo un terminal operativo, no evidencia suficiente para cambiar adjudicación; el baseline se conserva.
SEMPROP-2d1195bb41c0f07b6de0b508	SEMRUN-354ccb9dc1023a0bd420d48f	REL-350211bc943be8bae0c8eea2	TOBS-SEM-069a339311b89d89771969d2	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-069a339311b89d89771969d2.json	826573073f1e6b88bd6ec05ea535611594d4eaf1a646a8b32c9567355bf51638	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-069a339311b89d89771969d2.json	98ef306647d79748b191abf43704ad80ed7f27bbd608fbcdc31de1c177bc34f4	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-069a339311b89d89771969d2.json	4d7068b52c361446e09e045012e057f889961639bdbe0bc535325ffc9e63a203	NO_DETERMINADO	MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	NO_DETERMINADO	CANDIDATA	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	Abrir diccionario y archivo panel; comprobar dos observaciones por idPANEL2006 y mapear predictor y desenlace requeridos.	e6132f567607fb339cb3c907e9b29072e9c2d5d7cabb00cde3709c1779a00e4f	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L7	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L7	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L7	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	NO	NO	La ejecución produjo un terminal operativo, no evidencia suficiente para cambiar adjudicación; el baseline se conserva.
SEMPROP-ea8f7be037fdab0720dba078	SEMRUN-354ccb9dc1023a0bd420d48f	REL-36cde7fa0d470608a94ddb1e	TOBS-SEM-eaf45b63f4e1169d529f7a60	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-eaf45b63f4e1169d529f7a60.json	ea8ae0627877561641a07f2a14cc84bc95699b95ef65ae83525e29f7fec71706	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-eaf45b63f4e1169d529f7a60.json	b15bb8ecb415ba837905c7189574970f032c04aed89afdd353137841cd977f2a	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-eaf45b63f4e1169d529f7a60.json	ea1214cb75aaddfe2644d42437bae6f6d92844992ce444f1d9e9910dabeb5b69	NO_DETERMINADO	ENFIH	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	NO_DETERMINADO	CANDIDATA	EJECUTADA_CON_RESULTADO	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	eba3e0df63b8ce6ed4d6ac7d49ae306643848764635e477c17ceebb3784f12b9	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:data/abrir4-variables-2026-08-08.tsv	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	MAIN:data/abrir4-variables-2026-08-08.tsv	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	NO	NO	La ejecución produjo un terminal operativo, no evidencia suficiente para cambiar adjudicación; el baseline se conserva.
SEMPROP-d0062343d23931114e70c313	SEMRUN-354ccb9dc1023a0bd420d48f	REL-374d073941162109bb37265b	TOBS-SEM-bbd25c063666c3bf534e1966	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-bbd25c063666c3bf534e1966.json	c9c8d6cd2b1ae37199acfd8a5f1b6b6d7f4f834c2069691011b520d952422158	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-bbd25c063666c3bf534e1966.json	f179342cdc0bf2b90190faa2b34b73edd1e0b9ecf824554e84084f26935b80bf	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-bbd25c063666c3bf534e1966.json	9710a0b44cd10b46f1c159cdaeda7a234901096218dc58109f0487288a19b1e5	NO_DETERMINADO	ELECTORAL_PRECINCT_LEVEL_DATABASE_FOR_MEXICAN_MUNICIPAL_ELECTION	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	NO_DETERMINADO	CANDIDATA	NO_ALCANZO_TRAS_INTENTOS	Abrir codebook y verificar variables de sección, elección, tratamiento/exposición y resultado.	9957c47d3db955f1de333864ac17809f74852dce4e6be6b2e0c1b48699595c80	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-academico-2026-08-06.tsv	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L21	MAIN:data/mapa-ext-academico-2026-08-06.tsv	Los intentos reales terminaron sin HTTP 2xx; continuar solo con acceso alternativo autorizado o localizador corregido.	NO	NO	La ejecución produjo un terminal operativo, no evidencia suficiente para cambiar adjudicación; el baseline se conserva.
SEMPROP-b0d4e365a7e0d0abaec504f1	SEMRUN-354ccb9dc1023a0bd420d48f	REL-382a1f202f13e8134f376a00	TOBS-SEM-fcc268997e86adb82f932976	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-fcc268997e86adb82f932976.json	cf56b996a1efdae575b2ab7873f0f6a2d1fb06773ec2d8d4b2cf32a3d07a41c5	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-fcc268997e86adb82f932976.json	dd71917d56e4baf16b013f18bbb14b614a921e7283a132ecc37beca76408582d	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-fcc268997e86adb82f932976.json	ffd5b6eeeafc41a0b218e153c23e821e8bb85be8fd52d89fe2098ca660bb903a	NO_DETERMINADO	MEXICO_PANEL_STUDY_2012	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	NO_DETERMINADO	CANDIDATA	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	Abrir cuestionario y codebook 2012 y localizar las variables exactas y su llave longitudinal.	ede6819bb1cd3ce12f58d9a0c61b51fb63a379c6261fdc7adc0f74514e4d87a9	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L16	MAIN:data/mapa-ext-general-2026-08-06.tsv	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	NO	NO	La ejecución produjo un terminal operativo, no evidencia suficiente para cambiar adjudicación; el baseline se conserva.
SEMPROP-9e3cf13e168413e10fe80781	SEMRUN-354ccb9dc1023a0bd420d48f	REL-3b746c49c7c051083df6ee81	TOBS-SEM-3425dde81a63cdf148a0bbac	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-3425dde81a63cdf148a0bbac.json	c2238f9b3be78501891fb732242742bdcc765c3de5d9a1814719095ae911be18	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-3425dde81a63cdf148a0bbac.json	c876132b5b0088acffad56defe1a607b82114688bfabc7d92b6f294bf4b7f141	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-3425dde81a63cdf148a0bbac.json	0497b90f02f966a5bf20f485c89903c7c3f3065ad137d02bb764d49134c86c50	NO_DETERMINADO	ENFIH	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	NO_DETERMINADO	CANDIDATA	EJECUTADA_CON_RESULTADO	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	eba3e0df63b8ce6ed4d6ac7d49ae306643848764635e477c17ceebb3784f12b9	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:data/abrir4-variables-2026-08-08.tsv	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	MAIN:data/abrir4-variables-2026-08-08.tsv	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	NO	NO	La ejecución produjo un terminal operativo, no evidencia suficiente para cambiar adjudicación; el baseline se conserva.
SEMPROP-4edddbadcc750ce5a4079c48	SEMRUN-354ccb9dc1023a0bd420d48f	REL-3d47f2e740a4b56741e9c6e2	TOBS-SEM-b463329c0abf1a4add11f117	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-b463329c0abf1a4add11f117.json	eceae582cc484e48d3d7194323a5a341123ca30e84cc574dd3e315cc3512c20f	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-b463329c0abf1a4add11f117.json	ad5d84a5c8df29fd75fe19b615accd6be101e18717f7a6ebc128025b05349165	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-b463329c0abf1a4add11f117.json	8a0ff3a3ad42486cca0393af984a19bd42516b19321a2991e155b39a6886efed	NO_DETERMINADO	GDELT	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	NO_DETERMINADO	CANDIDATA	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	Extraer un universo México acotado, aplicar deduplicación documentada y mapear CAMEO/actores/respuesta al objeto.	c47b9de2d903b150a58012d8ab146ff3f7decaec78eb1b3830948fd76cd9e1bd	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L8	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L8	MAIN:data/mapa-ext-general-2026-08-06.tsv:L8	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	NO	NO	La ejecución produjo un terminal operativo, no evidencia suficiente para cambiar adjudicación; el baseline se conserva.
SEMPROP-23c4ec865b4407a8b4468643	SEMRUN-354ccb9dc1023a0bd420d48f	REL-3d6a985a8dafc13fdbd39e4a	TOBS-SEM-95ecb20a0512809ca939da05	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-95ecb20a0512809ca939da05.json	66f959b141f6a3a981208d7aca3a1149bc5a01a83728d59358507078b6b61b6e	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-95ecb20a0512809ca939da05.json	a531e6af48b3cf0be648974d9532c8bc0a390d06448665afdac9bc73fa93ca7c	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-95ecb20a0512809ca939da05.json	c2f80b688565bdb8beba3f9fa327cfa19c24a8fb2541a97456d4b7715fdf0fb6	NO_DETERMINADO	WVS	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	NO_DETERMINADO	CANDIDATA	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	Abrir cuestionario y codebook Wave 7 México; localizar reactivo, codificación y desenlace coobservado.	833bafb3e73736976b1c32e34ee3f932173db62df98d8ae6609255ee613e1873	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L17	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L17	MAIN:data/mapa-ext-general-2026-08-06.tsv:L17	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	NO	NO	La ejecución produjo un terminal operativo, no evidencia suficiente para cambiar adjudicación; el baseline se conserva.
