run_id	propuesta_id	relacion_id	destino_integracion	expediente_integrable	modifica_baseline	razon
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-bd2fb56a023532621f875d22	REL-0ccb1f487408f4999004b321	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-198ca508e22ac24cb4ad5827	REL-0d9c76a2adedc9b9f59984cc	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-193039454e806f2528ea0539	REL-0e3c2a3a6afd1dae2297740e	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-1a906a36e5d818379ac5dda3	REL-0fc632a7b102c3b39b2f540c	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-16a8035287b71ea9bd6b158c	REL-107500c8d4873fe4d05bb8e3	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-e54cc40b2e44f32343939cac	REL-10b7203dd243231cb3602e47	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-4ab4f68aea69d5b363c92c79	REL-12b348704acbcdd4b811185b	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-0f92f4a673f033c5418ac775	REL-12f0d41801fa7f161510f61e	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-cbea1f10e4d3a241f0ee1218	REL-162b116abdb2212886430f08	NO_ENVIAR	NO	NO	NO_ALCANZO_TRAS_INTENTOS: Los intentos reales terminaron sin HTTP 2xx; continuar solo con acceso alternativo autorizado o localizador corregido.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-440f9001584b54e23a03cfb0	REL-1677b0003626a1bd5bf971cb	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-2540901fd8ab3f5f8f5792f5	REL-16d3c66af7fc856df2130139	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-05f4cb3a27c5be5bcc77e454	REL-1867600f55b362380e728c4a	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-afba34ac124ac0f179da1a46	REL-18976f4767e5da3c5e572877	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-595b107444723d411af7b81c	REL-1d4ea097a836307f28dd2f49	NO_ENVIAR	NO	NO	BLOQUEADA_INPUT_FALTANTE: No existe especificación ejecutable: faltan estimando,poblacion,unidad,variables,codificacion,ponderacion,diseno,transformacion,incertidumbre
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-c455a4331e1332b900b369a9	REL-1d9d402e2e1aa77c9c01cb5f	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-8bc00bc6b9d5f5928d857f8e	REL-20c9e9445e7c52770b6c3b10	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-b9baa93a2eafa62a217b07ec	REL-21e914d37dac786386bf91dc	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-c99bad0a7d75f084b3491b60	REL-2230c5027c1ce5589c32d9b0	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-62b314e27014d173eb79d07d	REL-235427b4ebd4727b5ccdeb98	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-7200dd2849f81618d1c6cded	REL-2a1cc2aeaa3a0d0f5e1e49d2	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-853606a8d585666258b5a9b3	REL-2d58abfc1b418484af3f2f7d	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-d9cc7c68235b62072d17e697	REL-2fab7f66a0e6963788542b3a	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-b99b04092dc73122b91e37dd	REL-2fbf749b083e578d4462b842	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-2906efe7c76c5bfa766b174b	REL-32afb54be292bc8e3070dfca	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-da4028842472a23dc8ee5bb6	REL-32d05d4dc466d048e2961f7b	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-2d1195bb41c0f07b6de0b508	REL-350211bc943be8bae0c8eea2	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-ea8f7be037fdab0720dba078	REL-36cde7fa0d470608a94ddb1e	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-d0062343d23931114e70c313	REL-374d073941162109bb37265b	NO_ENVIAR	NO	NO	NO_ALCANZO_TRAS_INTENTOS: Los intentos reales terminaron sin HTTP 2xx; continuar solo con acceso alternativo autorizado o localizador corregido.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-b0d4e365a7e0d0abaec504f1	REL-382a1f202f13e8134f376a00	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-9e3cf13e168413e10fe80781	REL-3b746c49c7c051083df6ee81	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-4edddbadcc750ce5a4079c48	REL-3d47f2e740a4b56741e9c6e2	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-23c4ec865b4407a8b4468643	REL-3d6a985a8dafc13fdbd39e4a	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-d55648e33300923c84a07e81	REL-3e153324c7506ed0e35a7a70	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-3ec6eba82762ab053a1d242c	REL-435541bba7684694085356c2	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-7aef1578bd130fe16eb5e5be	REL-4360d0a91e5f8be30916c2b9	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-601d31224a1cd54073060c70	REL-45672e7d7c5ac7c69edaede4	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-d5329888b5f8c60b4471f066	REL-4773e33ebd7e704a595bbf07	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-2dbf09cf944968bcf8b8591a	REL-48285fd8e0a22a38147245ed	NO_ENVIAR	NO	NO	NO_ALCANZO_TRAS_INTENTOS: Los intentos reales terminaron sin HTTP 2xx; continuar solo con acceso alternativo autorizado o localizador corregido.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-91085761b29f9fe38a02e572	REL-4945113fd8870341191221b6	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-144cfe1cb22fb3cfdac7bbbe	REL-4b4d25bbe2c702aed1884440	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-07600174c6f1f2ff70890848	REL-4fd0d54316a62b4b5c7a0048	NO_ENVIAR	NO	NO	REQUIERE_DECISION_HUMANA: La acción exige autorización/licencia y no apareció un objeto descargable abierto en los intentos permitidos.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-15d4f5bc4847b9435adc08a6	REL-50e6d069fd121a8a7cd64fc5	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-2840a9f2d360657b252d9213	REL-51392f82de7f4c77d1bb75c1	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-d85cff358f476e1ecca6a7c8	REL-523fe941f36eef5710d093ee	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-ce1a291dc9503f6535f02574	REL-57df012cdba3e281563c1068	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-a5e096f6656ab39b659ad127	REL-5fc50aa3d056d5b63f4e18df	NO_ENVIAR	NO	NO	NO_ALCANZO_TRAS_INTENTOS: Los intentos reales terminaron sin HTTP 2xx; continuar solo con acceso alternativo autorizado o localizador corregido.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-f0d041590a0717bfed45cdc5	REL-60e9df4e4ea6f51ca6e4ddc0	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-1a717a84be49cedf71a00c04	REL-62c97ccb92d0e95c8120d776	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-42a646b73adb3647408181bc	REL-63835b1a27c62356495d6104	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-ce44724d0dc858b4294c0781	REL-641a2435b0e68b2049b73d72	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-359146b433ac46061e7c9e94	REL-655887a6745e8a139387cc90	NO_ENVIAR	NO	NO	REQUIERE_DECISION_HUMANA: La acción exige autorización/licencia y no apareció un objeto descargable abierto en los intentos permitidos.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-b1e4442431cdecee9822c802	REL-6b52ae9ea4b72a9f27f01260	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-ca4ecc6b8f7dbb7e4f3faa40	REL-6b71873b3adacde57117ad99	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-55d6b5581baeed91943208d5	REL-6c15fdac77dea33175ef25c5	NO_ENVIAR	NO	NO	REQUIERE_DECISION_HUMANA: La acción exige autorización/licencia y no apareció un objeto descargable abierto en los intentos permitidos.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-f0865a072fe056ba1e5f5f08	REL-6c97fe0c5cb528557054a838	NO_ENVIAR	NO	NO	NO_ALCANZO_TRAS_INTENTOS: Los intentos reales terminaron sin HTTP 2xx; continuar solo con acceso alternativo autorizado o localizador corregido.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-697986130ab499bc79ea6dee	REL-6cd9055fa1486b7f8c8c5efa	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-656c411e5e5d9f82ea1c9dd5	REL-6e785044dd97d2658a495bb2	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-ab363fc17bf4db4f9507c1dd	REL-6ebc288cb21990e446f70262	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-9a5bf066eb8ab57f72b14706	REL-6f1cef5066c5478632ac5045	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-bfee32383be56bc2ac8a9357	REL-71d03c31e21a53076736dfd0	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-128f1c16679e7183e7395ffe	REL-72ff714a3ba6d0bab952e05f	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-e24c67bc11c84ee25d37bd5c	REL-75b2ff53a19d8058eba2dbb7	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-955a7925d71546e919569436	REL-75c66af2edc4b79afcb439c3	NO_ENVIAR	NO	NO	REQUIERE_DECISION_HUMANA: La acción exige autorización/licencia y no apareció un objeto descargable abierto en los intentos permitidos.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-6eb95b5057506b88780b4637	REL-75de72336ada4a506a3b5476	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-4c1259a2a2df32903ef67838	REL-7751c832c7e30e4e4d7603cc	NO_ENVIAR	NO	NO	NO_ALCANZO_TRAS_INTENTOS: Los intentos reales terminaron sin HTTP 2xx; continuar solo con acceso alternativo autorizado o localizador corregido.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-5bbc930107a5725545bf76bf	REL-781037a17e27bb2b93e13a63	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-59d58f502fa543eb12323903	REL-7a38c275915e890903752598	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-1fc10d12201c29cd775a6d7f	REL-7c92eca186a227ee718864e6	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-6de72a9aa2c5570a521e7351	REL-7da283a75f336e409f2ff88d	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-043cbf1e947a953e2b144122	REL-7feec534a72e40bdf9b6b393	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-1138247b1a95fd1f8935a2b2	REL-837d54e76ebe85170870493a	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-755abb6f9f6fac4bc0cd2033	REL-845a93bc24990147a394f897	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-9f233e7e55a484d4439fcf7e	REL-87b4ab08a7e1b65f965ffb88	NO_ENVIAR	NO	NO	BLOQUEADA_INPUT_FALTANTE: No existe especificación ejecutable: faltan estimando,poblacion,unidad,variables,codificacion,ponderacion,diseno,transformacion,incertidumbre
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-30a8087f141c3c28773c8694	REL-894b3c5025557df7ef942f2a	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-9a8dfe9b319cd0c6871dab0b	REL-89b5a730c80b52245609d460	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-9d6849f77c74b5ba6aac36d6	REL-8b5abcdb9a618f64c2639477	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-29dd59e03c85884b33b908b1	REL-8b8dd24f3edbc5fd0b11d4a4	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-571a69bccd6138213978b04e	REL-8d2952203ec3678f3bd0c473	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
