# DERIVADO — NO EDITAR (tools/c2_compuesto.py emisiones, ACTO GEN2-C2-COMPUESTO-RESERVADAS-1) · EMITIDA-SIN-EVALUAR: excluida de la estimación adoptada del motor
resultado_id	celda_id_marcador	regla	desenlace_id	par	celda_a	celda_b	p_a	p_b	p_nacional	n_a	n_b	n_nacional	p_c2	escala	unidad_dato	universo	ola	ponderador	supuesto	tipo_incertidumbre	ic95_inf	ic95_sup	diagnostico_rango_inf	diagnostico_rango_sup	diagnostico_rango_es_ic	estado	reserva	cotas_frechet_n
RESULT-C2COMP-INFORMAL-CUALQUIERA-CUENTA-FORMALXEDAD-SIN-CUENTA-X-45-59	CRUCE-GRUPO::dinero.ahorro.via_informal_ejes_enif2024::cuenta_formalxedad	dinero.ahorro.via_informal_ejes_enif2024	informal_cualquiera	cuenta_formalxedad	sin cuenta	45-59	0.493506	0.495258	0.56192	4346	3411	13502	0.42704837829273457	proporcion	PERSONA elegida 18+		ENIF 2024	FAC_PER	sin-interaccion	NO-PROPAGADA-COVARIANZA-NO-SELLADA			0.3739413977274562	0.48151352848522466	NO	EMITIDA-SIN-EVALUAR		[0, 3411]
RESULT-C2COMP-INFORMAL-CUALQUIERA-CUENTA-FORMALXEDAD-SIN-CUENTA-X-60	CRUCE-GRUPO::dinero.ahorro.via_informal_ejes_enif2024::cuenta_formalxedad	dinero.ahorro.via_informal_ejes_enif2024	informal_cualquiera	cuenta_formalxedad	sin cuenta	60+	0.493506	0.380402	0.56192	4346	2896	13502	0.3180435010635979	proporcion	PERSONA elegida 18+		ENIF 2024	FAC_PER	sin-interaccion	NO-PROPAGADA-COVARIANZA-NO-SELLADA			0.27017287433487913	0.3701797069348051	NO	EMITIDA-SIN-EVALUAR		[0, 2896]
RESULT-C2COMP-INFORMAL-CUALQUIERA-CUENTA-FORMALXEDAD-CON-CUENTA-X-18-29	CRUCE-GRUPO::dinero.ahorro.via_informal_ejes_enif2024::cuenta_formalxedad	dinero.ahorro.via_informal_ejes_enif2024	informal_cualquiera	cuenta_formalxedad	con cuenta	18-29	0.597889	0.704945	0.56192	9156	2924	13502	0.7347148160034357	proporcion	PERSONA elegida 18+		ENIF 2024	FAC_PER	sin-interaccion	NO-PROPAGADA-COVARIANZA-NO-SELLADA			0.6919203900041334	0.774981487742455	NO	EMITIDA-SIN-EVALUAR		[0, 2924]
RESULT-C2COMP-INFORMAL-CUALQUIERA-CUENTA-FORMALXEDAD-CON-CUENTA-X-30-44	CRUCE-GRUPO::dinero.ahorro.via_informal_ejes_enif2024::cuenta_formalxedad	dinero.ahorro.via_informal_ejes_enif2024	informal_cualquiera	cuenta_formalxedad	con cuenta	30-44	0.597889	0.625016	0.56192	9156	4256	13502	0.6589487246740702	proporcion	PERSONA elegida 18+		ENIF 2024	FAC_PER	sin-interaccion	NO-PROPAGADA-COVARIANZA-NO-SELLADA			0.6142615776910224	0.7019593677383684	NO	EMITIDA-SIN-EVALUAR		[0, 4256]
RESULT-C2COMP-INFORMAL-CUALQUIERA-CUENTA-FORMALXEDAD-CON-CUENTA-X-45-59	CRUCE-GRUPO::dinero.ahorro.via_informal_ejes_enif2024::cuenta_formalxedad	dinero.ahorro.via_informal_ejes_enif2024	informal_cualquiera	cuenta_formalxedad	con cuenta	45-59	0.597889	0.495258	0.56192	9156	3411	13502	0.532143217572722	proporcion	PERSONA elegida 18+		ENIF 2024	FAC_PER	sin-interaccion	NO-PROPAGADA-COVARIANZA-NO-SELLADA			0.48356926102167175	0.5810975567785095	NO	EMITIDA-SIN-EVALUAR		[0, 3411]
RESULT-C2COMP-INFORMAL-CUALQUIERA-CUENTA-FORMALXEDAD-CON-CUENTA-X-60	CRUCE-GRUPO::dinero.ahorro.via_informal_ejes_enif2024::cuenta_formalxedad	dinero.ahorro.via_informal_ejes_enif2024	informal_cualquiera	cuenta_formalxedad	con cuenta	60+	0.597889	0.380402	0.56192	9156	2896	13502	0.41577952798557954	proporcion	PERSONA elegida 18+		ENIF 2024	FAC_PER	sin-interaccion	NO-PROPAGADA-COVARIANZA-NO-SELLADA			0.36722331860658963	0.4674994533095631	NO	EMITIDA-SIN-EVALUAR		[0, 2896]
RESULT-C2COMP-AHORRA-SOLO-INFORMAL-CUENTA-FORMALXESCOLARIDAD-SIN-CUENTA-X-HASTA-PRIMARIA	CRUCE-GRUPO::dinero.ahorro.via_informal_ejes_enif2024::cuenta_formalxescolaridad	dinero.ahorro.via_informal_ejes_enif2024	ahorra_solo_informal	cuenta_formalxescolaridad	sin cuenta	hasta primaria	0.493506	0.351594	0.357153	4346	3249	13502	0.48743391771342226	proporcion	PERSONA elegida 18+		ENIF 2024	FAC_PER	sin-interaccion	NO-PROPAGADA-COVARIANZA-NO-SELLADA			0.4410587099142398	0.5320250768677174	NO	EMITIDA-SIN-EVALUAR	cuenta_formal: ANIDAMIENTO-POR-CUESTIONARIO: P5_4_* gatea a P5_6_*, así que en la celda `sin cuenta` el desenlace principal se reduce a informal_cualquiera por construcción (propuesta:1489-1492). El eje es NO-FALSABLE contra este desenlace; la composición es aritmética y se emite, rotulada.	[0, 3249]
RESULT-C2COMP-AHORRA-SOLO-INFORMAL-CUENTA-FORMALXESCOLARIDAD-SIN-CUENTA-X-SECUNDARIA	CRUCE-GRUPO::dinero.ahorro.via_informal_ejes_enif2024::cuenta_formalxescolaridad	dinero.ahorro.via_informal_ejes_enif2024	ahorra_solo_informal	cuenta_formalxescolaridad	sin cuenta	secundaria	0.493506	0.415635	0.357153	4346	3635	13502	0.5550377569079498	proporcion	PERSONA elegida 18+		ENIF 2024	FAC_PER	sin-interaccion	NO-PROPAGADA-COVARIANZA-NO-SELLADA			0.5119946514496322	0.5960256471375195	NO	EMITIDA-SIN-EVALUAR	cuenta_formal: ANIDAMIENTO-POR-CUESTIONARIO: P5_4_* gatea a P5_6_*, así que en la celda `sin cuenta` el desenlace principal se reduce a informal_cualquiera por construcción (propuesta:1489-1492). El eje es NO-FALSABLE contra este desenlace; la composición es aritmética y se emite, rotulada.	[0, 3635]
RESULT-C2COMP-AHORRA-SOLO-INFORMAL-CUENTA-FORMALXESCOLARIDAD-SIN-CUENTA-X-MEDIA-SUPERIOR	CRUCE-GRUPO::dinero.ahorro.via_informal_ejes_enif2024::cuenta_formalxescolaridad	dinero.ahorro.via_informal_ejes_enif2024	ahorra_solo_informal	cuenta_formalxescolaridad	sin cuenta	media superior	0.493506	0.389338	0.357153	4346	3408	13502	0.5278883435664862	proporcion	PERSONA elegida 18+		ENIF 2024	FAC_PER	sin-interaccion	NO-PROPAGADA-COVARIANZA-NO-SELLADA			0.47893383856558425	0.5747315822781529	NO	EMITIDA-SIN-EVALUAR	cuenta_formal: ANIDAMIENTO-POR-CUESTIONARIO: P5_4_* gatea a P5_6_*, así que en la celda `sin cuenta` el desenlace principal se reduce a informal_cualquiera por construcción (propuesta:1489-1492). El eje es NO-FALSABLE contra este desenlace; la composición es aritmética y se emite, rotulada.	[0, 3408]
RESULT-C2COMP-AHORRA-SOLO-INFORMAL-CUENTA-FORMALXESCOLARIDAD-SIN-CUENTA-X-SUPERIOR	CRUCE-GRUPO::dinero.ahorro.via_informal_ejes_enif2024::cuenta_formalxescolaridad	dinero.ahorro.via_informal_ejes_enif2024	ahorra_solo_informal	cuenta_formalxescolaridad	sin cuenta	superior	0.493506	0.260438	0.357153	4346	3205	13502	0.38179689740802764	proporcion	PERSONA elegida 18+		ENIF 2024	FAC_PER	sin-interaccion	NO-PROPAGADA-COVARIANZA-NO-SELLADA			0.33745328976930483	0.4259803759904247	NO	EMITIDA-SIN-EVALUAR	cuenta_formal: ANIDAMIENTO-POR-CUESTIONARIO: P5_4_* gatea a P5_6_*, así que en la celda `sin cuenta` el desenlace principal se reduce a informal_cualquiera por construcción (propuesta:1489-1492). El eje es NO-FALSABLE contra este desenlace; la composición es aritmética y se emite, rotulada.	[0, 3205]
RESULT-C2COMP-AHORRA-SOLO-INFORMAL-CUENTA-FORMALXESCOLARIDAD-CON-CUENTA-X-HASTA-PRIMARIA	CRUCE-GRUPO::dinero.ahorro.via_informal_ejes_enif2024::cuenta_formalxescolaridad	dinero.ahorro.via_informal_ejes_enif2024	ahorra_solo_informal	cuenta_formalxescolaridad	con cuenta	hasta primaria	0.285463	0.351594	0.357153	9156	3249	13502	0.28053289562181577	proporcion	PERSONA elegida 18+		ENIF 2024	FAC_PER	sin-interaccion	NO-PROPAGADA-COVARIANZA-NO-SELLADA			0.24628876949364473	0.3158039395107133	NO	EMITIDA-SIN-EVALUAR	cuenta_formal: ANIDAMIENTO-POR-CUESTIONARIO: P5_4_* gatea a P5_6_*, así que en la celda `sin cuenta` el desenlace principal se reduce a informal_cualquiera por construcción (propuesta:1489-1492). El eje es NO-FALSABLE contra este desenlace; la composición es aritmética y se emite, rotulada.	[0, 3249]
RESULT-C2COMP-AHORRA-SOLO-INFORMAL-CUENTA-FORMALXESCOLARIDAD-CON-CUENTA-X-SECUNDARIA	CRUCE-GRUPO::dinero.ahorro.via_informal_ejes_enif2024::cuenta_formalxescolaridad	dinero.ahorro.via_informal_ejes_enif2024	ahorra_solo_informal	cuenta_formalxescolaridad	con cuenta	secundaria	0.285463	0.415635	0.357153	9156	3635	13502	0.3383852976127203	proporcion	PERSONA elegida 18+		ENIF 2024	FAC_PER	sin-interaccion	NO-PROPAGADA-COVARIANZA-NO-SELLADA			0.30287377739352095	0.37461548764337466	NO	EMITIDA-SIN-EVALUAR	cuenta_formal: ANIDAMIENTO-POR-CUESTIONARIO: P5_4_* gatea a P5_6_*, así que en la celda `sin cuenta` el desenlace principal se reduce a informal_cualquiera por construcción (propuesta:1489-1492). El eje es NO-FALSABLE contra este desenlace; la composición es aritmética y se emite, rotulada.	[0, 3635]
RESULT-C2COMP-AHORRA-SOLO-INFORMAL-CUENTA-FORMALXESCOLARIDAD-CON-CUENTA-X-MEDIA-SUPERIOR	CRUCE-GRUPO::dinero.ahorro.via_informal_ejes_enif2024::cuenta_formalxescolaridad	dinero.ahorro.via_informal_ejes_enif2024	ahorra_solo_informal	cuenta_formalxescolaridad	con cuenta	media superior	0.285463	0.389338	0.357153	9156	3408	13502	0.3143466927166108	proporcion	PERSONA elegida 18+		ENIF 2024	FAC_PER	sin-interaccion	NO-PROPAGADA-COVARIANZA-NO-SELLADA			0.27568794595787544	0.3542942151778653	NO	EMITIDA-SIN-EVALUAR	cuenta_formal: ANIDAMIENTO-POR-CUESTIONARIO: P5_4_* gatea a P5_6_*, así que en la celda `sin cuenta` el desenlace principal se reduce a informal_cualquiera por construcción (propuesta:1489-1492). El eje es NO-FALSABLE contra este desenlace; la composición es aritmética y se emite, rotulada.	[0, 3408]
RESULT-C2COMP-AHORRA-SOLO-INFORMAL-CUENTA-FORMALXESCOLARIDAD-CON-CUENTA-X-SUPERIOR	CRUCE-GRUPO::dinero.ahorro.via_informal_ejes_enif2024::cuenta_formalxescolaridad	dinero.ahorro.via_informal_ejes_enif2024	ahorra_solo_informal	cuenta_formalxescolaridad	con cuenta	superior	0.285463	0.260438	0.357153	9156	3205	13502	0.2020592847802064	proporcion	PERSONA elegida 18+		ENIF 2024	FAC_PER	sin-interaccion	NO-PROPAGADA-COVARIANZA-NO-SELLADA			0.17417790924841686	0.2315340769556258	NO	EMITIDA-SIN-EVALUAR	cuenta_formal: ANIDAMIENTO-POR-CUESTIONARIO: P5_4_* gatea a P5_6_*, así que en la celda `sin cuenta` el desenlace principal se reduce a informal_cualquiera por construcción (propuesta:1489-1492). El eje es NO-FALSABLE contra este desenlace; la composición es aritmética y se emite, rotulada.	[0, 3205]
RESULT-C2COMP-INFORMAL-CUALQUIERA-CUENTA-FORMALXESCOLARIDAD-SIN-CUENTA-X-HASTA-PRIMARIA	CRUCE-GRUPO::dinero.ahorro.via_informal_ejes_enif2024::cuenta_formalxescolaridad	dinero.ahorro.via_informal_ejes_enif2024	informal_cualquiera	cuenta_formalxescolaridad	sin cuenta	hasta primaria	0.493506	0.414094	0.56192	4346	3249	13502	0.3493263158245597	proporcion	PERSONA elegida 18+		ENIF 2024	FAC_PER	sin-interaccion	NO-PROPAGADA-COVARIANZA-NO-SELLADA			0.2992760497351526	0.4018537239777529	NO	EMITIDA-SIN-EVALUAR		[0, 3249]
RESULT-C2COMP-INFORMAL-CUALQUIERA-CUENTA-FORMALXESCOLARIDAD-SIN-CUENTA-X-SECUNDARIA	CRUCE-GRUPO::dinero.ahorro.via_informal_ejes_enif2024::cuenta_formalxescolaridad	dinero.ahorro.via_informal_ejes_enif2024	informal_cualquiera	cuenta_formalxescolaridad	sin cuenta	secundaria	0.493506	0.556479	0.56192	4346	3635	13502	0.4879895291457878	proporcion	PERSONA elegida 18+		ENIF 2024	FAC_PER	sin-interaccion	NO-PROPAGADA-COVARIANZA-NO-SELLADA			0.43413038011767985	0.5414985608739609	NO	EMITIDA-SIN-EVALUAR		[0, 3635]
RESULT-C2COMP-INFORMAL-CUALQUIERA-CUENTA-FORMALXESCOLARIDAD-SIN-CUENTA-X-MEDIA-SUPERIOR	CRUCE-GRUPO::dinero.ahorro.via_informal_ejes_enif2024::cuenta_formalxescolaridad	dinero.ahorro.via_informal_ejes_enif2024	informal_cualquiera	cuenta_formalxescolaridad	sin cuenta	media superior	0.493506	0.637788	0.56192	4346	3408	13502	0.5722019755094425	proporcion	PERSONA elegida 18+		ENIF 2024	FAC_PER	sin-interaccion	NO-PROPAGADA-COVARIANZA-NO-SELLADA			0.5146927758964861	0.6274246660610616	NO	EMITIDA-SIN-EVALUAR		[0, 3408]
RESULT-C2COMP-INFORMAL-CUALQUIERA-CUENTA-FORMALXESCOLARIDAD-SIN-CUENTA-X-SUPERIOR	CRUCE-GRUPO::dinero.ahorro.via_informal_ejes_enif2024::cuenta_formalxescolaridad	dinero.ahorro.via_informal_ejes_enif2024	informal_cualquiera	cuenta_formalxescolaridad	sin cuenta	superior	0.493506	0.640107	0.56192	4346	3205	13502	0.5746608463724932	proporcion	PERSONA elegida 18+		ENIF 2024	FAC_PER	sin-interaccion	NO-PROPAGADA-COVARIANZA-NO-SELLADA			0.5190474373934992	0.6289285202221796	NO	EMITIDA-SIN-EVALUAR		[0, 3205]
RESULT-C2COMP-INFORMAL-CUALQUIERA-CUENTA-FORMALXESCOLARIDAD-CON-CUENTA-X-HASTA-PRIMARIA	CRUCE-GRUPO::dinero.ahorro.via_informal_ejes_enif2024::cuenta_formalxescolaridad	dinero.ahorro.via_informal_ejes_enif2024	informal_cualquiera	cuenta_formalxescolaridad	con cuenta	hasta primaria	0.597889	0.414094	0.56192	9156	3249	13502	0.4503275454727099	proporcion	PERSONA elegida 18+		ENIF 2024	FAC_PER	sin-interaccion	NO-PROPAGADA-COVARIANZA-NO-SELLADA			0.401036223377285	0.5008782544666127	NO	EMITIDA-SIN-EVALUAR		[0, 3249]
RESULT-C2COMP-INFORMAL-CUALQUIERA-CUENTA-FORMALXESCOLARIDAD-CON-CUENTA-X-SECUNDARIA	CRUCE-GRUPO::dinero.ahorro.via_informal_ejes_enif2024::cuenta_formalxescolaridad	dinero.ahorro.via_informal_ejes_enif2024	informal_cualquiera	cuenta_formalxescolaridad	con cuenta	secundaria	0.597889	0.556479	0.56192	9156	3635	13502	0.5925708236111238	proporcion	PERSONA elegida 18+		ENIF 2024	FAC_PER	sin-interaccion	NO-PROPAGADA-COVARIANZA-NO-SELLADA			0.5460142992453921	0.6382177884001394	NO	EMITIDA-SIN-EVALUAR		[0, 3635]
RESULT-C2COMP-INFORMAL-CUALQUIERA-CUENTA-FORMALXESCOLARIDAD-CON-CUENTA-X-MEDIA-SUPERIOR	CRUCE-GRUPO::dinero.ahorro.via_informal_ejes_enif2024::cuenta_formalxescolaridad	dinero.ahorro.via_informal_ejes_enif2024	informal_cualquiera	cuenta_formalxescolaridad	con cuenta	media superior	0.597889	0.637788	0.56192	9156	3408	13502	0.671173024685006	proporcion	PERSONA elegida 18+		ENIF 2024	FAC_PER	sin-interaccion	NO-PROPAGADA-COVARIANZA-NO-SELLADA			0.624428106122271	0.7155399389120687	NO	EMITIDA-SIN-EVALUAR		[0, 3408]
RESULT-C2COMP-INFORMAL-CUALQUIERA-CUENTA-FORMALXESCOLARIDAD-CON-CUENTA-X-SUPERIOR	CRUCE-GRUPO::dinero.ahorro.via_informal_ejes_enif2024::cuenta_formalxescolaridad	dinero.ahorro.via_informal_ejes_enif2024	informal_cualquiera	cuenta_formalxescolaridad	con cuenta	superior	0.597889	0.640107	0.56192	9156	3205	13502	0.6733877403673532	proporcion	PERSONA elegida 18+		ENIF 2024	FAC_PER	sin-interaccion	NO-PROPAGADA-COVARIANZA-NO-SELLADA			0.6285088096904133	0.7168486358772187	NO	EMITIDA-SIN-EVALUAR		[0, 3205]
RESULT-C2COMP-AHORRA-SOLO-INFORMAL-CUENTA-FORMALXLOCALIDAD-SIN-CUENTA-X-MENOR-DE-15-000	CRUCE-GRUPO::dinero.ahorro.via_informal_ejes_enif2024::cuenta_formalxlocalidad	dinero.ahorro.via_informal_ejes_enif2024	ahorra_solo_informal	cuenta_formalxlocalidad	sin cuenta	menor de 15 000	0.493506	0.409255	0.357153	4346	4646	13502	0.5485265232374201	proporcion	PERSONA elegida 18+		ENIF 2024	FAC_PER	sin-interaccion	NO-PROPAGADA-COVARIANZA-NO-SELLADA			0.5047832247805547	0.5893159582369859	NO	EMITIDA-SIN-EVALUAR	cuenta_formal: ANIDAMIENTO-POR-CUESTIONARIO: P5_4_* gatea a P5_6_*, así que en la celda `sin cuenta` el desenlace principal se reduce a informal_cualquiera por construcción (propuesta:1489-1492). El eje es NO-FALSABLE contra este desenlace; la composición es aritmética y se emite, rotulada.	[0, 4346]
RESULT-C2COMP-AHORRA-SOLO-INFORMAL-CUENTA-FORMALXLOCALIDAD-SIN-CUENTA-X-15-000-Y-MAS	CRUCE-GRUPO::dinero.ahorro.via_informal_ejes_enif2024::cuenta_formalxlocalidad	dinero.ahorro.via_informal_ejes_enif2024	ahorra_solo_informal	cuenta_formalxlocalidad	sin cuenta	15 000 y mas	0.493506	0.329868	0.357153	4346	8856	13502	0.4633117811886122	proporcion	PERSONA elegida 18+		ENIF 2024	FAC_PER	sin-interaccion	NO-PROPAGADA-COVARIANZA-NO-SELLADA			0.4259137613253905	0.5003317907821729	NO	EMITIDA-SIN-EVALUAR	cuenta_formal: ANIDAMIENTO-POR-CUESTIONARIO: P5_4_* gatea a P5_6_*, así que en la celda `sin cuenta` el desenlace principal se reduce a informal_cualquiera por construcción (propuesta:1489-1492). El eje es NO-FALSABLE contra este desenlace; la composición es aritmética y se emite, rotulada.	[0, 4346]
