# DERIVADO — NO EDITAR
# Una fila por CITA `RES`/`CORR` en la spec de un CALC SELLADO, resuelta contra la demanda del commit que fijo esa spec.
# Lo escribe `python3 tools/resuelve_citas.py tabla --escribe`. Las specs NO se tocan: estan selladas.
calc_id	spec	token	commit_spec	fecha_commit	llave_logica	numero_hoy	difiere_de_hoy
CALC-ENCIG-0001	data/corrida0/CALC-ENCIG-0001/spec.yaml	RES-0013	c3ae00e62e5989f7cfc0ba55e2b27593cb1ea8cc	2026-09-09	tramite::tramite.mordida.con_registro::paga_mordida_encig2025_presencial_r2	RES-0013	NO
CALC-ENCIG-0001	data/corrida0/CALC-ENCIG-0001/spec.yaml	RES-0014	c3ae00e62e5989f7cfc0ba55e2b27593cb1ea8cc	2026-09-09	tramite::tramite.mordida.con_registro::tramite_normal_encig2025_presencial_r2	RES-0014	NO
CALC-ENCIG-0001	data/corrida0/CALC-ENCIG-0001/spec.yaml	RES-0015	c3ae00e62e5989f7cfc0ba55e2b27593cb1ea8cc	2026-09-09	tramite::tramite.mordida.con_registro::paga_mordida_encig2025_digital_r2	RES-0015	NO
CALC-ENCIG-0001	data/corrida0/CALC-ENCIG-0001/spec.md;data/corrida0/CALC-ENCIG-0001/spec.yaml	RES-0016	c3ae00e62e5989f7cfc0ba55e2b27593cb1ea8cc	2026-09-09	tramite::tramite.mordida.con_registro::tramite_normal_encig2025_digital_r2	RES-0016	NO
CALC-ENCIG-0001	data/corrida0/CALC-ENCIG-0001/spec.md;data/corrida0/CALC-ENCIG-0001/spec.yaml	RES-0021	c3ae00e62e5989f7cfc0ba55e2b27593cb1ea8cc	2026-09-09	tramite::tramite.gobierno_digital.util_sin_coercion::adopta_encig2025_luz	RES-0021	NO
CALC-ENCIG-0001	data/corrida0/CALC-ENCIG-0001/spec.md;data/corrida0/CALC-ENCIG-0001/spec.yaml	RES-0022	c3ae00e62e5989f7cfc0ba55e2b27593cb1ea8cc	2026-09-09	tramite::tramite.gobierno_digital.util_sin_coercion::rechaza_servicio_encig2025_luz	RES-0022	NO
CALC-ENCIG-0001-COMPLEMENTOS-DERIVADO-0001	data/corrida0/CALC-ENCIG-0001-COMPLEMENTOS-DERIVADO-0001/spec.yaml	RES-0004	413bc8d7a695a207a6b143937b02a027d07abda3	2026-09-24	tramite::tramite.mordida.discrecional::tramite_normal_encig2025	RES-0004	NO
CALC-ENCIG-0001-COMPLEMENTOS-DERIVADO-0001	data/corrida0/CALC-ENCIG-0001-COMPLEMENTOS-DERIVADO-0001/spec.yaml	RES-0014	413bc8d7a695a207a6b143937b02a027d07abda3	2026-09-24	tramite::tramite.mordida.con_registro::tramite_normal_encig2025_presencial_r2	RES-0014	NO
CALC-ENCIG-0001-COMPLEMENTOS-DERIVADO-0001	data/corrida0/CALC-ENCIG-0001-COMPLEMENTOS-DERIVADO-0001/spec.yaml	RES-0016	413bc8d7a695a207a6b143937b02a027d07abda3	2026-09-24	tramite::tramite.mordida.con_registro::tramite_normal_encig2025_digital_r2	RES-0016	NO
CALC-ENCIG-0001-COMPLEMENTOS-DERIVADO-0001	data/corrida0/CALC-ENCIG-0001-COMPLEMENTOS-DERIVADO-0001/spec.yaml	RES-0022	413bc8d7a695a207a6b143937b02a027d07abda3	2026-09-24	tramite::tramite.gobierno_digital.util_sin_coercion::rechaza_servicio_encig2025_luz	RES-0022	NO
CALC-ENCIG-2023-0001	data/corrida0/CALC-ENCIG-2023-0001/spec.md;data/corrida0/CALC-ENCIG-2023-0001/spec.yaml	CORR-0001	c21e9c759a520ad7bec4fd45a74ccb7fec2e1cef	2026-09-15	tramite::tramite.mordida.discrecional::paga_mordida;tramite::tramite.mordida.discrecional::tramite_normal;tramite::tramite.mordida.con_registro::tramite_normal;tramite::tramite.mordida.con_registro::paga_mordida	CORR-0001	NO
CALC-ENCIG-2023-0001	data/corrida0/CALC-ENCIG-2023-0001/spec.yaml	CORR-0002	c21e9c759a520ad7bec4fd45a74ccb7fec2e1cef	2026-09-15	tramite::tramite.mordida.discrecional::paga_mordida_encig2025;tramite::tramite.mordida.discrecional::tramite_normal_encig2025;tramite::tramite.mordida.con_registro::paga_mordida_encig2025_presencial;tramite::tramite.mordida.con_registro::tramite_normal_encig2025_presencial;tramite::tramite.mordida.con_registro::paga_mordida_encig2025_digital;tramite::tramite.mordida.con_registro::tramite_normal_encig2025_digital;tramite::tramite.mordida.con_registro::paga_mordida_encig2025_presencial_r2;tramite::tramite.mordida.con_registro::tramite_normal_encig2025_presencial_r2;tramite::tramite.mordida.con_registro::paga_mordida_encig2025_digital_r2;tramite::tramite.mordida.con_registro::tramite_normal_encig2025_digital_r2;tramite::tramite.gobierno_digital.util_sin_coercion::adopta_encig2025_luz;tramite::tramite.gobierno_digital.util_sin_coercion::rechaza_servicio_encig2025_luz	CORR-0002	NO
CALC-ENCIG-2023-0001	data/corrida0/CALC-ENCIG-2023-0001/spec.yaml	CORR-0011	c21e9c759a520ad7bec4fd45a74ccb7fec2e1cef	2026-09-15	tramite::familia.seguro.volatilidad_ausencia_estado::recibe_remesas;tramite::familia.seguro.volatilidad_ausencia_estado::no_recibe_remesas	CORR-0011	NO
CALC-ENCIG-2023-0001	data/corrida0/CALC-ENCIG-2023-0001/spec.yaml	RES-0001	c21e9c759a520ad7bec4fd45a74ccb7fec2e1cef	2026-09-15	tramite::tramite.mordida.discrecional::paga_mordida	RES-0001	NO
CALC-ENCIG-2023-0001	data/corrida0/CALC-ENCIG-2023-0001/spec.yaml	RES-0002	c21e9c759a520ad7bec4fd45a74ccb7fec2e1cef	2026-09-15	tramite::tramite.mordida.discrecional::tramite_normal	RES-0002	NO
CALC-ENCIG-2023-0001	data/corrida0/CALC-ENCIG-2023-0001/spec.md;data/corrida0/CALC-ENCIG-2023-0001/spec.yaml	RES-0007	c21e9c759a520ad7bec4fd45a74ccb7fec2e1cef	2026-09-15	tramite::tramite.mordida.con_registro::tramite_normal	RES-0007	NO
CALC-ENCIG-2023-0001	data/corrida0/CALC-ENCIG-2023-0001/spec.md;data/corrida0/CALC-ENCIG-2023-0001/spec.yaml	RES-0008	c21e9c759a520ad7bec4fd45a74ccb7fec2e1cef	2026-09-15	tramite::tramite.mordida.con_registro::paga_mordida	RES-0008	NO
CALC-ENCIG-2023-0001-v1_1	data/corrida0/CALC-ENCIG-2023-0001-v1_1/spec.md;data/corrida0/CALC-ENCIG-2023-0001-v1_1/spec.yaml	CORR-0001	453d6b474827dfb055a4f106ab6dcc86a96c4466	2026-09-15	tramite::tramite.mordida.discrecional::paga_mordida;tramite::tramite.mordida.discrecional::tramite_normal;tramite::tramite.mordida.con_registro::tramite_normal;tramite::tramite.mordida.con_registro::paga_mordida	CORR-0001	NO
CALC-ENCIG-2023-0001-v1_1	data/corrida0/CALC-ENCIG-2023-0001-v1_1/spec.yaml	CORR-0002	453d6b474827dfb055a4f106ab6dcc86a96c4466	2026-09-15	tramite::tramite.mordida.discrecional::paga_mordida_encig2025;tramite::tramite.mordida.discrecional::tramite_normal_encig2025;tramite::tramite.mordida.con_registro::paga_mordida_encig2025_presencial;tramite::tramite.mordida.con_registro::tramite_normal_encig2025_presencial;tramite::tramite.mordida.con_registro::paga_mordida_encig2025_digital;tramite::tramite.mordida.con_registro::tramite_normal_encig2025_digital;tramite::tramite.mordida.con_registro::paga_mordida_encig2025_presencial_r2;tramite::tramite.mordida.con_registro::tramite_normal_encig2025_presencial_r2;tramite::tramite.mordida.con_registro::paga_mordida_encig2025_digital_r2;tramite::tramite.mordida.con_registro::tramite_normal_encig2025_digital_r2;tramite::tramite.gobierno_digital.util_sin_coercion::adopta_encig2025_luz;tramite::tramite.gobierno_digital.util_sin_coercion::rechaza_servicio_encig2025_luz	CORR-0002	NO
CALC-ENCIG-2023-0001-v1_1	data/corrida0/CALC-ENCIG-2023-0001-v1_1/spec.yaml	CORR-0011	453d6b474827dfb055a4f106ab6dcc86a96c4466	2026-09-15	tramite::familia.seguro.volatilidad_ausencia_estado::recibe_remesas;tramite::familia.seguro.volatilidad_ausencia_estado::no_recibe_remesas	CORR-0011	NO
CALC-ENCIG-2023-0001-v1_1	data/corrida0/CALC-ENCIG-2023-0001-v1_1/spec.yaml	RES-0001	453d6b474827dfb055a4f106ab6dcc86a96c4466	2026-09-15	tramite::tramite.mordida.discrecional::paga_mordida	RES-0001	NO
CALC-ENCIG-2023-0001-v1_1	data/corrida0/CALC-ENCIG-2023-0001-v1_1/spec.yaml	RES-0002	453d6b474827dfb055a4f106ab6dcc86a96c4466	2026-09-15	tramite::tramite.mordida.discrecional::tramite_normal	RES-0002	NO
CALC-ENCIG-2023-0001-v1_1	data/corrida0/CALC-ENCIG-2023-0001-v1_1/spec.md;data/corrida0/CALC-ENCIG-2023-0001-v1_1/spec.yaml	RES-0007	453d6b474827dfb055a4f106ab6dcc86a96c4466	2026-09-15	tramite::tramite.mordida.con_registro::tramite_normal	RES-0007	NO
CALC-ENCIG-2023-0001-v1_1	data/corrida0/CALC-ENCIG-2023-0001-v1_1/spec.md;data/corrida0/CALC-ENCIG-2023-0001-v1_1/spec.yaml	RES-0008	453d6b474827dfb055a4f106ab6dcc86a96c4466	2026-09-15	tramite::tramite.mordida.con_registro::paga_mordida	RES-0008	NO
CALC-ENCIG2023-AGREGADO-CONDICIONAL-0001	data/corrida0/CALC-ENCIG2023-AGREGADO-CONDICIONAL-0001/spec.md;data/corrida0/CALC-ENCIG2023-AGREGADO-CONDICIONAL-0001/spec.yaml	RES-0001	b347743353b276b2ea7f0aa90a459c32ae9ecac3	2026-09-16	tramite::tramite.mordida.discrecional::paga_mordida	RES-0001	NO
CALC-ENCIG2023-AGREGADO-CONDICIONAL-0001	data/corrida0/CALC-ENCIG2023-AGREGADO-CONDICIONAL-0001/spec.yaml	RES-0002	b347743353b276b2ea7f0aa90a459c32ae9ecac3	2026-09-16	tramite::tramite.mordida.discrecional::tramite_normal	RES-0002	NO
CALC-ENCIG2023-AGREGADO-CONDICIONAL-0001	data/corrida0/CALC-ENCIG2023-AGREGADO-CONDICIONAL-0001/spec.md;data/corrida0/CALC-ENCIG2023-AGREGADO-CONDICIONAL-0001/spec.yaml	RES-0007	b347743353b276b2ea7f0aa90a459c32ae9ecac3	2026-09-16	tramite::tramite.mordida.con_registro::tramite_normal	RES-0007	NO
CALC-ENCIG2023-AGREGADO-CONDICIONAL-0001	data/corrida0/CALC-ENCIG2023-AGREGADO-CONDICIONAL-0001/spec.yaml	RES-0008	b347743353b276b2ea7f0aa90a459c32ae9ecac3	2026-09-16	tramite::tramite.mordida.con_registro::paga_mordida	RES-0008	NO
CALC-ENCIG2023-FLUJO-0001	data/corrida0/CALC-ENCIG2023-FLUJO-0001/spec.md;data/corrida0/CALC-ENCIG2023-FLUJO-0001/spec.yaml	RES-0007	2642db58b0656fd9c70c5955a179d974ea44cbd8	2026-09-16	tramite::tramite.mordida.con_registro::tramite_normal	RES-0007	NO
CALC-ENCIG2023-FLUJO-0001	data/corrida0/CALC-ENCIG2023-FLUJO-0001/spec.yaml	RES-0008	2642db58b0656fd9c70c5955a179d974ea44cbd8	2026-09-16	tramite::tramite.mordida.con_registro::paga_mordida	RES-0008	NO
CALC-ENCUCI-0001	data/corrida0/CALC-ENCUCI-0001/spec.yaml	CORR-0001	18d21cdff4492ab8ab974deafe7dd74f59e1cd90	2026-09-09	tramite::tramite.mordida.discrecional::paga_mordida;tramite::tramite.mordida.discrecional::tramite_normal;tramite::tramite.mordida.con_registro::tramite_normal;tramite::tramite.mordida.con_registro::paga_mordida	CORR-0001	NO
CALC-ENCUCI-0001	data/corrida0/CALC-ENCUCI-0001/spec.md;data/corrida0/CALC-ENCUCI-0001/spec.yaml	CORR-0003	18d21cdff4492ab8ab974deafe7dd74f59e1cd90	2026-09-09	tramite::tramite.mordida.discrecional::paga_mordida_encuci2020;tramite::tramite.mordida.discrecional::tramite_normal_encuci2020;tramite::civico.protesta.agravio_urbano_encuci2020::protesta_alguna_vez_urbano_con_agravio_encuci2020;tramite::civico.protesta.agravio_urbano_encuci2020::protesta_alguna_vez_rural_con_agravio_encuci2020		SI
CALC-ENCUCI-0001	data/corrida0/CALC-ENCUCI-0001/spec.yaml	CORR-0064	18d21cdff4492ab8ab974deafe7dd74f59e1cd90	2026-09-09	marco-M::TRA-M-02::R	CORR-0064	NO
CALC-ENCUCI-0001	data/corrida0/CALC-ENCUCI-0001/spec.md;data/corrida0/CALC-ENCUCI-0001/spec.yaml	RES-0005	18d21cdff4492ab8ab974deafe7dd74f59e1cd90	2026-09-09	tramite::tramite.mordida.discrecional::paga_mordida_encuci2020		SI
CALC-ENCUCI-0001	data/corrida0/CALC-ENCUCI-0001/spec.md;data/corrida0/CALC-ENCUCI-0001/spec.yaml	RES-0006	18d21cdff4492ab8ab974deafe7dd74f59e1cd90	2026-09-09	tramite::tramite.mordida.discrecional::tramite_normal_encuci2020		SI
CALC-ENCUCI-0001	data/corrida0/CALC-ENCUCI-0001/spec.md;data/corrida0/CALC-ENCUCI-0001/spec.yaml	RES-0061	18d21cdff4492ab8ab974deafe7dd74f59e1cd90	2026-09-09	tramite::civico.protesta.agravio_urbano_encuci2020::protesta_alguna_vez_urbano_con_agravio_encuci2020	RES-0061	NO
CALC-ENCUCI-0001	data/corrida0/CALC-ENCUCI-0001/spec.md;data/corrida0/CALC-ENCUCI-0001/spec.yaml	RES-0062	18d21cdff4492ab8ab974deafe7dd74f59e1cd90	2026-09-09	tramite::civico.protesta.agravio_urbano_encuci2020::protesta_alguna_vez_rural_con_agravio_encuci2020	RES-0062	NO
CALC-ENCUCI-0001-COMPLEMENTO-DERIVADO-0001	data/corrida0/CALC-ENCUCI-0001-COMPLEMENTO-DERIVADO-0001/spec.md	RES-0005	413bc8d7a695a207a6b143937b02a027d07abda3	2026-09-24	tramite::tramite.mordida.discrecional::solicitud_o_entrega_mordida_encuci2020	RES-0005	NO
CALC-ENCUCI-0001-COMPLEMENTO-DERIVADO-0001	data/corrida0/CALC-ENCUCI-0001-COMPLEMENTO-DERIVADO-0001/spec.yaml	RES-0006	413bc8d7a695a207a6b143937b02a027d07abda3	2026-09-24	tramite::tramite.mordida.discrecional::sin_solicitud_y_sin_entrega_encuci2020	RES-0006	NO
CALC-ENFIH-0001	data/corrida0/CALC-ENFIH-0001/spec.md;data/corrida0/CALC-ENFIH-0001/spec.yaml	CORR-0012	2cfc37e537741685e713d497f6aae22f2a42fc4c	2026-09-15	tramite::dinero.planeacion.formal_estable::tiene_afore;tramite::dinero.planeacion.formal_estable::no_tiene_afore	CORR-0012	NO
CALC-ENFIH-0001	data/corrida0/CALC-ENFIH-0001/spec.md;data/corrida0/CALC-ENFIH-0001/spec.yaml	RES-0037	2cfc37e537741685e713d497f6aae22f2a42fc4c	2026-09-15	tramite::dinero.planeacion.formal_estable::tiene_afore	RES-0037	NO
CALC-ENFIH-0001	data/corrida0/CALC-ENFIH-0001/spec.md;data/corrida0/CALC-ENFIH-0001/spec.yaml	RES-0038	2cfc37e537741685e713d497f6aae22f2a42fc4c	2026-09-15	tramite::dinero.planeacion.formal_estable::no_tiene_afore	RES-0038	NO
CALC-ENIF-0001	data/corrida0/CALC-ENIF-0001/spec.md;data/corrida0/CALC-ENIF-0001/spec.yaml	CORR-0009	8e64ae163ebd4a0e02ef57b9ac81a6647fe02f3c	2026-09-09	tramite::dinero.ahorro.tiene_ahorros::tiene_ahorros_enif2024;tramite::dinero.ahorro.tiene_ahorros::no_tiene_ahorros_enif2024;tramite::dinero.ahorro.horizonte_corto::horizonte_corto;tramite::dinero.ahorro.horizonte_corto::horizonte_no_corto;tramite::dinero.ahorro.horizonte_no_corto_con_seguridad_social::horizonte_corto;tramite::dinero.ahorro.horizonte_no_corto_con_seguridad_social::horizonte_no_corto;tramite::dinero.ahorro.via_informal::formal_cualquiera;tramite::dinero.ahorro.via_informal::informal_cualquiera;tramite::dinero.ahorro.seguro_deposito_enif2024::desconfianza_como_razon_principal_conoce_proteccion_enif2024;tramite::dinero.ahorro.seguro_deposito_enif2024::desconfianza_como_razon_principal_no_conoce_enif2024		SI
CALC-ENIF-0001	data/corrida0/CALC-ENIF-0001/spec.md;data/corrida0/CALC-ENIF-0001/spec.yaml	CORR-0017	8e64ae163ebd4a0e02ef57b9ac81a6647fe02f3c	2026-09-09	tramite::salud.vacunacion.disponible_ensanut2024::razon_no_vacunacion_logistica;tramite::salud.vacunacion.disponible_ensanut2024::razon_no_vacunacion_no_logistica	CORR-0017	NO
CALC-ENIF-0001	data/corrida0/CALC-ENIF-0001/spec.md;data/corrida0/CALC-ENIF-0001/spec.yaml	RES-0031	8e64ae163ebd4a0e02ef57b9ac81a6647fe02f3c	2026-09-09	tramite::dinero.ahorro.tiene_ahorros::tiene_ahorros_enif2024	RES-0031	NO
CALC-ENIF-0001	data/corrida0/CALC-ENIF-0001/spec.md;data/corrida0/CALC-ENIF-0001/spec.yaml	RES-0032	8e64ae163ebd4a0e02ef57b9ac81a6647fe02f3c	2026-09-09	tramite::dinero.ahorro.tiene_ahorros::no_tiene_ahorros_enif2024	RES-0032	NO
CALC-ENIF-0001	data/corrida0/CALC-ENIF-0001/spec.md;data/corrida0/CALC-ENIF-0001/spec.yaml	RES-0046	8e64ae163ebd4a0e02ef57b9ac81a6647fe02f3c	2026-09-09	tramite::dinero.ahorro.horizonte_corto::horizonte_corto	RES-0046	NO
CALC-ENIF-0001	data/corrida0/CALC-ENIF-0001/spec.yaml	RES-0047	afbf3c76d71b24ec836dec71645dc3bac0033f97	2026-09-09	tramite::dinero.ahorro.horizonte_corto::horizonte_no_corto	RES-0047	NO
CALC-ENIF-0001	data/corrida0/CALC-ENIF-0001/spec.yaml	RES-0048	afbf3c76d71b24ec836dec71645dc3bac0033f97	2026-09-09	tramite::dinero.ahorro.horizonte_no_corto_con_seguridad_social::horizonte_corto	RES-0048	NO
CALC-ENIF-0001	data/corrida0/CALC-ENIF-0001/spec.md;data/corrida0/CALC-ENIF-0001/spec.yaml	RES-0049	8e64ae163ebd4a0e02ef57b9ac81a6647fe02f3c	2026-09-09	tramite::dinero.ahorro.horizonte_no_corto_con_seguridad_social::horizonte_no_corto	RES-0049	NO
CALC-ENIF-0001	data/corrida0/CALC-ENIF-0001/spec.md;data/corrida0/CALC-ENIF-0001/spec.yaml	RES-0057	8e64ae163ebd4a0e02ef57b9ac81a6647fe02f3c	2026-09-09	tramite::dinero.ahorro.via_informal::formal_cualquiera	RES-0057	NO
CALC-ENIF-0001	data/corrida0/CALC-ENIF-0001/spec.md;data/corrida0/CALC-ENIF-0001/spec.yaml	RES-0058	8e64ae163ebd4a0e02ef57b9ac81a6647fe02f3c	2026-09-09	tramite::dinero.ahorro.via_informal::informal_cualquiera	RES-0058	NO
CALC-ENIF-0001	data/corrida0/CALC-ENIF-0001/spec.md;data/corrida0/CALC-ENIF-0001/spec.yaml	RES-0059	8e64ae163ebd4a0e02ef57b9ac81a6647fe02f3c	2026-09-09	tramite::dinero.ahorro.seguro_deposito_enif2024::desconfianza_como_razon_principal_conoce_proteccion_enif2024		SI
CALC-ENIF-0001	data/corrida0/CALC-ENIF-0001/spec.md;data/corrida0/CALC-ENIF-0001/spec.yaml	RES-0060	8e64ae163ebd4a0e02ef57b9ac81a6647fe02f3c	2026-09-09	tramite::dinero.ahorro.seguro_deposito_enif2024::desconfianza_como_razon_principal_no_conoce_enif2024		SI
