periodo,sistema_registro,sector,clase,conteo_reclamaciones,n_instituciones_archivo,n_instituciones_con_conteo,participacion_dentro_periodo_sistema_pct,unidad,nota
2025,CONDUSEF,sociedad financiera de objeto múltiple,sociedades financieras de objeto múltiple e.n.r.,1871,10,9,1.360113985,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2025,CONDUSEF,sociedad financiera de objeto múltiple,sociedades financieras de objeto múltiple e.r.,1700,10,10,1.2358064,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2025,REUNE,entidades de ahorro y crédito,sociedades cooperativas de ahorro y préstamo,5658,10,10,0.0784479453,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2025,REUNE,entidades de ahorro y crédito,sociedades financieras populares,4042,10,9,0.0560421694,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2025,REUNE,instituciones de crédito,instituciones de banca múltiple,6768336,10,10,93.84270979,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2025,REUNE,instituciones de seguros,aseguradoras,10213,10,9,0.1416028393,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2025,REUNE,instituciones fintech,instituciones de fondos de pago electrónico,45333,10,10,0.6285402443,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2025,REUNE,instituciones sar,afores,951,10,6,0.0131855772,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2025,REUNE,sociedad financiera de objeto múltiple,sociedades financieras de objeto múltiple e.n.r.,349392,10,10,4.8443062015,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2025,REUNE,sociedad financiera de objeto múltiple,sociedades financieras de objeto múltiple e.r.,28501,10,7,0.3951652329,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
