edicion_archivo,periodo,sector,producto,conteo_reclamaciones,n_instituciones,participacion_dentro_edicion_pct,unidad,nota
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,instituciones de banca múltiple,depósito a la vista,159859,31,6.5319516422,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,instituciones de banca múltiple,pagaré (prlv),2448,19,0.1000270089,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,instituciones de banca múltiple,tarjeta de crédito,1977708,14,80.810545658,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,instituciones de seguros,microseguro de accidentes personales,2,1,0.0000817214,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro casa habitacion,328,15,0.0134023117,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de accidentes personal grupal,10,1,0.0004086071,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de accidentes personales individual,301,13,0.0122990726,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de automóvil residentes,17725,25,0.7242560185,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de automóviles legalizados,35,4,0.0014301247,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de camiones,251,14,0.0102560373,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de daños (relacionado con crédito hipotecario),0,8,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de desempleo (relacionado con crédito hipotecario),2,3,0.0000817214,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de gastos medicos mayores colectivo,738,15,0.0301552012,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de gastos médicos mayores individual,2394,20,0.0978205308,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de motocicleta,724,11,0.0295831513,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de responsabilidad civil y riesgos profesionales,279,20,0.011400137,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de transporte público,102,10,0.004167792,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de vida (relacionado con crédito hipotecario),0,9,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de vida grupal,1752,21,0.0715879574,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de vida individual flexible,234,5,0.0095614053,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de vida individual ordinario,211,2,0.008621609,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de vida individual temporal,406,10,0.0165894467,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de vida para migrantes,0,2,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,salud,seguro de accidentes personales individual,0,1,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,salud,seguro de gastos medicos mayores colectivo,8,2,0.0003268857,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,salud,seguro de gastos médicos mayores individual,5,3,0.0002043035,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades cooperativas de ahorro y préstamo,crédito automotriz,39,22,0.0015935675,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades cooperativas de ahorro y préstamo,crédito de habilitación o avío,0,6,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades cooperativas de ahorro y préstamo,crédito de nómina,0,5,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades cooperativas de ahorro y préstamo,crédito en cuenta corriente,0,8,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades cooperativas de ahorro y préstamo,crédito personal,24,18,0.000980657,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades cooperativas de ahorro y préstamo,crédito refaccionario,0,9,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades cooperativas de ahorro y préstamo,crédito simple,388,17,0.015853954,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades cooperativas de ahorro y préstamo,cuenta de ahorro,273,30,0.0111549728,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades cooperativas de ahorro y préstamo,cuenta de ahorro para menores,0,12,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades cooperativas de ahorro y préstamo,depósito a la vista,525,24,0.0214518708,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades cooperativas de ahorro y préstamo,pagaré (prlv),11,39,0.0004494678,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades cooperativas de ahorro y préstamo,tarjeta de crédito,71,2,0.0029011101,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades cooperativas de ahorro y préstamo,tarjeta de débito,750,13,0.0306455297,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades financieras de objeto múltiple e.n.r.,arrendamiento fianciero,0,10,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades financieras de objeto múltiple e.n.r.,crédito de habilitación o avío,2,14,0.0000817214,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades financieras de objeto múltiple e.n.r.,crédito de nómina,6310,107,0.2578310565,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades financieras de objeto múltiple e.n.r.,crédito en cuenta corriente,0,10,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades financieras de objeto múltiple e.n.r.,crédito personal,1773,43,0.0724460322,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades financieras de objeto múltiple e.n.r.,crédito refaccionario,1,16,0.0000408607,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades financieras de objeto múltiple e.n.r.,crédito simple,25608,41,1.0463609659,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades financieras de objeto múltiple e.n.r.,tarjeta de crédito,12351,2,0.504670583,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,"sociedades financieras de objeto múltiple, e.r.",crédito automotriz,26992,5,1.1029121834,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,"sociedades financieras de objeto múltiple, e.r.",crédito en cuenta corriente,1,5,0.0000408607,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,"sociedades financieras de objeto múltiple, e.r.",crédito para pesionados y jubilados,11,1,0.0004494678,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,"sociedades financieras de objeto múltiple, e.r.",crédito personal,15,1,0.0006129106,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,"sociedades financieras de objeto múltiple, e.r.",crédito simple para personas físicas,0,4,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,"sociedades financieras de objeto múltiple, e.r.",crédito simple para personas morales,0,8,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,"sociedades financieras de objeto múltiple, e.r.",tarjeta de crédito,42407,1,1.7327799704,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades financieras populares,crédito automotriz,0,10,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades financieras populares,crédito de habilitación o avío,0,6,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades financieras populares,crédito de nómina,0,4,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades financieras populares,crédito en cuenta corriente,0,4,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades financieras populares,crédito personal,172,5,0.0070280415,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades financieras populares,crédito refaccionario,0,5,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades financieras populares,crédito simple,1870,9,0.0764095207,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades financieras populares,cuenta de ahorro,40,10,0.0016344283,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades financieras populares,cuenta de ahorro para menores,0,5,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades financieras populares,depósito a la vista,702,21,0.0286842158,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades financieras populares,pagaré (prlv),56,20,0.0022881996,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades financieras populares,tarjeta de crédito,2817,3,0.1151046095,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,sociedades financieras populares,tarjeta de débito,214,4,0.0087441911,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,uniones de crédito,crédito de habilitación o avío,0,18,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,uniones de crédito,crédito en cuenta corriente,0,31,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,uniones de crédito,crédito refaccionario,0,14,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,uniones de crédito,crédito simple,0,8,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__b2_evaluacion_producto_bef,NO_INCLUIDO_EN_CSV,uniones de crédito,crédito simple con garantía líquida o prendaria,0,10,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__evaluacion_producto_BEF,NO_INCLUIDO_EN_CSV,instituciones de banca múltiple,banca por internet,6483,31,1.1133359894,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__evaluacion_producto_BEF,NO_INCLUIDO_EN_CSV,instituciones de banca múltiple,crédito automotriz,1591,4,0.2732249821,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__evaluacion_producto_BEF,NO_INCLUIDO_EN_CSV,instituciones de banca múltiple,crédito de nómina,1499,8,0.2574256746,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__evaluacion_producto_BEF,NO_INCLUIDO_EN_CSV,instituciones de banca múltiple,crédito en cuenta corriente,46,4,0.0078996538,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__evaluacion_producto_BEF,NO_INCLUIDO_EN_CSV,instituciones de banca múltiple,crédito hipotecario,2454,4,0.4214293565,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__evaluacion_producto_BEF,NO_INCLUIDO_EN_CSV,instituciones de banca múltiple,crédito para pesionados y jubilados,443,4,0.0760771006,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__evaluacion_producto_BEF,NO_INCLUIDO_EN_CSV,instituciones de banca múltiple,crédito personal,24881,16,4.2728540419,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__evaluacion_producto_BEF,NO_INCLUIDO_EN_CSV,instituciones de banca múltiple,crédito simple para personas morales,0,11,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__evaluacion_producto_BEF,NO_INCLUIDO_EN_CSV,instituciones de banca múltiple,cuenta de nómina,5653,15,0.970798758,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__evaluacion_producto_BEF,NO_INCLUIDO_EN_CSV,instituciones de banca múltiple,depósito a la vista,39671,32,6.8127644667,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__evaluacion_producto_BEF,NO_INCLUIDO_EN_CSV,instituciones de banca múltiple,pagaré (prlv),507,19,0.0870679233,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__evaluacion_producto_BEF,NO_INCLUIDO_EN_CSV,instituciones de banca múltiple,tarjeta de crédito,462118,14,79.3602654284,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__evaluacion_producto_BEF,NO_INCLUIDO_EN_CSV,instituciones de seguros,microseguro de accidentes personales,1,1,0.0001717316,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__evaluacion_producto_BEF,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro casa habitacion,92,15,0.0157993076,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__evaluacion_producto_BEF,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de accidentes personal grupal,3,1,0.0005151948,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__evaluacion_producto_BEF,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de accidentes personales individual,84,13,0.0144254547,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__evaluacion_producto_BEF,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de automóvil residentes,4378,25,0.7518409628,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__evaluacion_producto_BEF,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de automóviles legalizados,13,4,0.0022325109,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__evaluacion_producto_BEF,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de camiones,68,14,0.0116777491,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__evaluacion_producto_BEF,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de daños (relacionado con crédito hipotecario),0,8,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__evaluacion_producto_BEF,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de desempleo (relacionado con crédito hipotecario),0,3,0,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__evaluacion_producto_BEF,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de gastos medicos mayores colectivo,167,14,0.0286791779,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__evaluacion_producto_BEF,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de gastos médicos mayores individual,502,20,0.0862092653,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
educacion_financiera_evaluacion_producto__evaluacion_producto_BEF,NO_INCLUIDO_EN_CSV,instituciones de seguros,seguro de motocicleta,141,11,0.0242141562,reclamaciones por institución-producto,corte temporal ausente del payload; comparar ediciones como serie sería una inferencia no documentada
