periodo,sector,clase,canal_accion,conteo,n_unidades_atencion,participacion_dentro_periodo_canal_pct,unidad,nota
2024,bursátil,casas de bolsa,asesorias,319,30,0.0247123414,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,fondos de inversión,reclamaciones_redeco,0,15,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,fondos de inversión,reclamaciones_sdlg,0,15,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,soc. distrb. de acciones soc. inv.,asesorias,48,6,0.0037184714,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,soc. distrb. de acciones soc. inv.,reclamaciones_ajp,0,6,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,soc. distrb. de acciones soc. inv.,reclamaciones_co,0,6,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,soc. distrb. de acciones soc. inv.,reclamaciones_dlg,0,6,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,soc. distrb. de acciones soc. inv.,reclamaciones_dt,0,6,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,soc. distrb. de acciones soc. inv.,reclamaciones_ge,0,6,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,soc. distrb. de acciones soc. inv.,reclamaciones_go,0,6,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,soc. distrb. de acciones soc. inv.,reclamaciones_redeco,0,6,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,soc. distrb. de acciones soc. inv.,reclamaciones_sdlg,0,6,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,soc. operad. de soc. de inversión,asesorias,114,19,0.0088313696,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,soc. operad. de soc. de inversión,reclamaciones_ajp,0,19,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,soc. operad. de soc. de inversión,reclamaciones_co,5,19,0.0177035018,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,soc. operad. de soc. de inversión,reclamaciones_dlg,0,19,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,soc. operad. de soc. de inversión,reclamaciones_dt,2,19,0.0218603126,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,soc. operad. de soc. de inversión,reclamaciones_ge,18,19,0.0107037094,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,soc. operad. de soc. de inversión,reclamaciones_go,0,19,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,soc. operad. de soc. de inversión,reclamaciones_redeco,0,19,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,soc. operad. de soc. de inversión,reclamaciones_sdlg,1,19,0.0433463372,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,socio operador o liquidador,asesorias,4,1,0.0003098726,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,socio operador o liquidador,reclamaciones_ajp,0,1,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,socio operador o liquidador,reclamaciones_co,0,1,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,socio operador o liquidador,reclamaciones_dlg,0,1,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,socio operador o liquidador,reclamaciones_dt,0,1,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,socio operador o liquidador,reclamaciones_ge,0,1,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,socio operador o liquidador,reclamaciones_go,0,1,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,socio operador o liquidador,reclamaciones_redeco,0,1,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,bursátil,socio operador o liquidador,reclamaciones_sdlg,0,1,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,condusef,condusef,asesorias,395180,34,30.6138654053,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,condusef,condusef,reclamaciones_ajp,0,34,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,condusef,condusef,reclamaciones_co,0,34,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,condusef,condusef,reclamaciones_dlg,0,34,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,condusef,condusef,reclamaciones_dt,0,34,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,condusef,condusef,reclamaciones_ge,0,34,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,condusef,condusef,reclamaciones_go,0,34,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,condusef,condusef,reclamaciones_redeco,0,34,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,condusef,condusef,reclamaciones_sdlg,0,34,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,cooperativas de ahorro y préstamo,asesorias,1104,35,0.0855248429,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,cooperativas de ahorro y préstamo,reclamaciones_ajp,0,35,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,cooperativas de ahorro y préstamo,reclamaciones_co,51,35,0.1805757179,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,cooperativas de ahorro y préstamo,reclamaciones_dlg,0,35,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,cooperativas de ahorro y préstamo,reclamaciones_dt,11,35,0.1202317193,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,cooperativas de ahorro y préstamo,reclamaciones_ge,268,35,0.1593663404,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,cooperativas de ahorro y préstamo,reclamaciones_go,1,35,0.4405286344,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,cooperativas de ahorro y préstamo,reclamaciones_redeco,376,35,0.8969037737,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,cooperativas de ahorro y préstamo,reclamaciones_sdlg,1,35,0.0433463372,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,sociedades financieras comunitarias,asesorias,6,3,0.0004648089,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,sociedades financieras comunitarias,reclamaciones_ajp,0,3,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,sociedades financieras comunitarias,reclamaciones_co,0,3,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,sociedades financieras comunitarias,reclamaciones_dlg,0,3,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,sociedades financieras comunitarias,reclamaciones_dt,0,3,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,sociedades financieras comunitarias,reclamaciones_ge,0,3,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,sociedades financieras comunitarias,reclamaciones_go,0,3,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,sociedades financieras comunitarias,reclamaciones_redeco,13,3,0.0310099709,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,sociedades financieras comunitarias,reclamaciones_sdlg,0,3,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,sociedades financieras populares,asesorias,9156,38,0.7092984251,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,sociedades financieras populares,reclamaciones_ajp,0,38,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,sociedades financieras populares,reclamaciones_co,207,38,0.7329249726,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,sociedades financieras populares,reclamaciones_dlg,5,38,0.3591954023,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,sociedades financieras populares,reclamaciones_dt,39,38,0.4262760957,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,sociedades financieras populares,reclamaciones_ge,2014,38,1.1976261551,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,sociedades financieras populares,reclamaciones_go,1,38,0.4405286344,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,sociedades financieras populares,reclamaciones_redeco,3445,38,8.2176422881,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,entidades de ahorro y crédito popular,sociedades financieras populares,reclamaciones_sdlg,6,38,0.2600780234,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,infonacot y financiera nacional de desarrollo,asesorias,398,31,0.0308323256,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,infonacot y financiera nacional de desarrollo,reclamaciones_ajp,0,31,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,infonacot y financiera nacional de desarrollo,reclamaciones_co,14,31,0.0495698049,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,infonacot y financiera nacional de desarrollo,reclamaciones_dlg,1,31,0.0718390805,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,infonacot y financiera nacional de desarrollo,reclamaciones_dt,4,31,0.0437206252,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,infonacot y financiera nacional de desarrollo,reclamaciones_ge,100,31,0.0594650524,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,infonacot y financiera nacional de desarrollo,reclamaciones_go,0,31,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,infonacot y financiera nacional de desarrollo,reclamaciones_redeco,0,31,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,infonacot y financiera nacional de desarrollo,reclamaciones_sdlg,1,31,0.0433463372,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,inst. de banca de desarrollo,asesorias,7925,38,0.6139351266,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,inst. de banca de desarrollo,reclamaciones_ajp,5,38,4.0983606557,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,inst. de banca de desarrollo,reclamaciones_co,482,38,1.706617569,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,inst. de banca de desarrollo,reclamaciones_dlg,16,38,1.1494252874,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,inst. de banca de desarrollo,reclamaciones_dt,177,38,1.9346376653,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,inst. de banca de desarrollo,reclamaciones_ge,2219,38,1.3195295125,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,inst. de banca de desarrollo,reclamaciones_go,2,38,0.8810572687,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,inst. de banca de desarrollo,reclamaciones_redeco,110,38,0.2623920614,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,inst. de banca de desarrollo,reclamaciones_sdlg,37,38,1.6038144777,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,instituciones banca múltiple,asesorias,289921,38,22.4596449015,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,instituciones banca múltiple,reclamaciones_ajp,117,38,95.9016393443,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,instituciones banca múltiple,reclamaciones_co,17836,38,63.151931452,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,instituciones banca múltiple,reclamaciones_dlg,1334,38,95.8333333333,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,instituciones banca múltiple,reclamaciones_dt,6337,38,69.2644004809,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,instituciones banca múltiple,reclamaciones_ge,99769,38,59.3276881177,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,instituciones banca múltiple,reclamaciones_go,152,38,66.9603524229,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,instituciones banca múltiple,reclamaciones_redeco,23378,38,55.7654692047,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,instituciones banca múltiple,reclamaciones_sdlg,1969,38,85.3489380147,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,soc. de información crediticia,asesorias,132368,37,10.2543047117,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,soc. de información crediticia,reclamaciones_ajp,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,soc. de información crediticia,reclamaciones_co,339,37,1.2002974188,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,soc. de información crediticia,reclamaciones_dlg,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,soc. de información crediticia,reclamaciones_dt,22,37,0.2404634386,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,soc. de información crediticia,reclamaciones_ge,21207,37,12.6107536601,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,soc. de información crediticia,reclamaciones_go,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,soc. de información crediticia,reclamaciones_redeco,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de crédito,soc. de información crediticia,reclamaciones_sdlg,1,37,0.0433463372,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de fianzas,instituciones de fianzas,asesorias,159,23,0.0123174366,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de fianzas,instituciones de fianzas,reclamaciones_ajp,0,23,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de fianzas,instituciones de fianzas,reclamaciones_co,40,23,0.141628014,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de fianzas,instituciones de fianzas,reclamaciones_dlg,0,23,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de fianzas,instituciones de fianzas,reclamaciones_dt,20,23,0.218603126,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de fianzas,instituciones de fianzas,reclamaciones_ge,21,23,0.012487661,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de fianzas,instituciones de fianzas,reclamaciones_go,1,23,0.4405286344,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de fianzas,instituciones de fianzas,reclamaciones_redeco,0,23,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de fianzas,instituciones de fianzas,reclamaciones_sdlg,0,23,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras,asesorias,260214,37,20.1582984275,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras,reclamaciones_ajp,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras,reclamaciones_co,7086,37,25.0894026839,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras,reclamaciones_dlg,11,37,0.7902298851,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras,reclamaciones_dt,2129,37,23.2703027653,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras,reclamaciones_ge,25429,37,15.1213681719,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras,reclamaciones_go,6,37,2.6431718062,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras,reclamaciones_redeco,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras,reclamaciones_sdlg,225,37,9.7529258778,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras en pensiones,asesorias,668,37,0.0517487274,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras en pensiones,reclamaciones_ajp,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras en pensiones,reclamaciones_co,23,37,0.0814361081,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras en pensiones,reclamaciones_dlg,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras en pensiones,reclamaciones_dt,5,37,0.0546507815,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras en pensiones,reclamaciones_ge,160,37,0.0951440838,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras en pensiones,reclamaciones_go,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras en pensiones,reclamaciones_redeco,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras en pensiones,reclamaciones_sdlg,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras especializadas en salud,asesorias,905,34,0.0701086801,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras especializadas en salud,reclamaciones_ajp,0,34,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras especializadas en salud,reclamaciones_co,128,34,0.4532096449,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras especializadas en salud,reclamaciones_dlg,7,34,0.5028735632,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras especializadas en salud,reclamaciones_dt,57,34,0.6230189092,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras especializadas en salud,reclamaciones_ge,256,34,0.1522305341,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras especializadas en salud,reclamaciones_go,2,34,0.8810572687,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras especializadas en salud,reclamaciones_redeco,0,34,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones de seguros,aseguradoras especializadas en salud,reclamaciones_sdlg,10,34,0.4334633723,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones fintech,instituciones de financiamiento colectivo (fintech),asesorias,25,2,0.0019367039,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones fintech,instituciones de financiamiento colectivo (fintech),reclamaciones_ajp,0,2,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones fintech,instituciones de financiamiento colectivo (fintech),reclamaciones_co,5,2,0.0177035018,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
