variante,sexo,dominio,medida,estimacion,ic95_inferior,ic95_superior,estado,replicas_validas,replicas_totales,precision_nota,n_marco,masa_marco,n_dominio,masa_dominio,cobertura_n,cobertura_ponderada,ponderador,unidad
SIN_CP,hombre,todas_validas,p50,0.000000000000,0.000000000000,0.000000000000,OK,2000,2000,IC-COLAPSADO-POR-MASA-DISCRETA; no demuestra ausencia de error,34063,50028349.000000000000,34063,50028349.000000000000,1.000000000000,1.000000000000,FAC_PER,horas/semana
SIN_CP,hombre,todas_validas,p75,4.000000000000,4.000000000000,4.333333333333,OK,2000,2000,,34063,50028349.000000000000,34063,50028349.000000000000,1.000000000000,1.000000000000,FAC_PER,horas/semana
SIN_CP,hombre,todas_validas,p90,11.416666666667,11.000000000000,12.000000000000,OK,2000,2000,,34063,50028349.000000000000,34063,50028349.000000000000,1.000000000000,1.000000000000,FAC_PER,horas/semana
SIN_CP,hombre,todas_validas,concentracion_decil_superior,0.590766794929,0.580887220767,0.600485305609,OK,2000,2000,,34063,50028349.000000000000,34063,50028349.000000000000,1.000000000000,1.000000000000,FAC_PER,proporcion de horas
SIN_CP,hombre,participantes,p25,2.000000000000,2.000000000000,2.166666666667,OK,2000,2000,,34063,50028349.000000000000,15610,22139100.000000000000,0.458268502481,0.442531093720,FAC_PER,horas/semana
SIN_CP,hombre,participantes,p50,5.000000000000,5.000000000000,5.250000000000,OK,2000,2000,,34063,50028349.000000000000,15610,22139100.000000000000,0.458268502481,0.442531093720,FAC_PER,horas/semana
SIN_CP,hombre,participantes,p75,10.500000000000,10.000000000000,10.833333333333,OK,2000,2000,,34063,50028349.000000000000,15610,22139100.000000000000,0.458268502481,0.442531093720,FAC_PER,horas/semana
SIN_CP,hombre,participantes,p90,18.250000000000,17.750000000000,19.000000000000,OK,2000,2000,,34063,50028349.000000000000,15610,22139100.000000000000,0.458268502481,0.442531093720,FAC_PER,horas/semana
SIN_CP,hombre,participantes,concentracion_decil_superior,0.362286464882,0.354826942665,0.369970421355,OK,2000,2000,,34063,50028349.000000000000,15610,22139100.000000000000,0.458268502481,0.442531093720,FAC_PER,proporcion de horas
SIN_CP,mujer,todas_validas,p25,0.000000000000,0.000000000000,0.000000000000,OK,2000,2000,IC-COLAPSADO-POR-MASA-DISCRETA; no demuestra ausencia de error,39828,57509183.000000000000,39828,57509183.000000000000,1.000000000000,1.000000000000,FAC_PER,horas/semana
SIN_CP,mujer,todas_validas,p50,1.000000000000,0.666666666667,1.000000000000,OK,2000,2000,,39828,57509183.000000000000,39828,57509183.000000000000,1.000000000000,1.000000000000,FAC_PER,horas/semana
SIN_CP,mujer,todas_validas,p75,9.883333333333,9.500000000000,10.000000000000,OK,2000,2000,,39828,57509183.000000000000,39828,57509183.000000000000,1.000000000000,1.000000000000,FAC_PER,horas/semana
SIN_CP,mujer,todas_validas,p90,23.500000000000,22.833333333333,24.000000000000,OK,2000,2000,,39828,57509183.000000000000,39828,57509183.000000000000,1.000000000000,1.000000000000,FAC_PER,horas/semana
SIN_CP,mujer,todas_validas,concentracion_decil_superior,0.530783852280,0.523499568337,0.538934397104,OK,2000,2000,,39828,57509183.000000000000,39828,57509183.000000000000,1.000000000000,1.000000000000,FAC_PER,proporcion de horas
SIN_CP,mujer,participantes,p25,3.500000000000,3.500000000000,3.833333333333,OK,2000,2000,,39828,57509183.000000000000,21967,30445329.000000000000,0.551546650598,0.529399435217,FAC_PER,horas/semana
SIN_CP,mujer,participantes,p50,9.000000000000,8.666666666667,9.166666666667,OK,2000,2000,,39828,57509183.000000000000,21967,30445329.000000000000,0.551546650598,0.529399435217,FAC_PER,horas/semana
SIN_CP,mujer,participantes,p75,19.250000000000,18.831250000000,19.800833333333,OK,2000,2000,,39828,57509183.000000000000,21967,30445329.000000000000,0.551546650598,0.529399435217,FAC_PER,horas/semana
SIN_CP,mujer,participantes,p90,33.083333333333,32.333333333333,34.000000000000,OK,2000,2000,,39828,57509183.000000000000,21967,30445329.000000000000,0.551546650598,0.529399435217,FAC_PER,horas/semana
SIN_CP,mujer,participantes,concentracion_decil_superior,0.358113538961,0.352570189815,0.363992357717,OK,2000,2000,,39828,57509183.000000000000,21967,30445329.000000000000,0.551546650598,0.529399435217,FAC_PER,proporcion de horas
