necesidad_id	fuente_id_canonico	fuente_nombre	tipo_fuente	objeto_evidencia_id	id_manifiesto	sha256	capa1_universo_indexado	capa2_manifiesto	capa3_disco_real	capa4_apertura_mapeo	clasificacion_relacion	reason_code	evidencia_ref	evidencia_textual_breve	confianza	conflicto_material	nota
N6	ENSAFI	Encuesta Nacional sobre Salud Financiera	FUENTE_CANDIDATA	OE-5d1bf835879d99d69783ca1a			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/abrir4-variables-2026-08-08.tsv:L3;MAIN:data/mapa-ext-general-2026-08-06.tsv	Reactivo de aversión al riesgo coobservado con conducta de ahorro ante volatilidad.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N10	ENSAFI	Encuesta Nacional sobre Salud Financiera	FUENTE_CANDIDATA	OE-db7311a506e4693d7feeee76			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/abrir4-variables-2026-08-08.tsv:L4;MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md	Horizonte temporal coobservado con violencia/justicia en el mismo instrumento.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N10	ENSAFI	Encuesta Nacional sobre Salud Financiera	FUENTE_DATOS	OE-3cab085c2ad926180dcdd8b7	ensafi2023_bd_csv_zip	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	SI	SI	EXISTE;COINCIDE;INTEGRO	EXISTE-NO-SATISFACE	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/abrir4-variables-2026-08-08.tsv:L4	[SIN TEXTO -- mismo caso que IMPULSIVID; nombre de columna derivada sin pregunta documentada]	ALTA	NO	Escala/diseño/universo: binaria, valores observados {1,2} en TMODULO.csv; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 369 encabezados crudos, terminos futuro/planear/planeacion/plazo = 0 en columnas P-numeradas; ORIEN_FUT hallado por lectura manual (mismo bloque de indices derivados que IMPULSIVID); aunque se verificara el texto, la necesidad 10 exige co-observacion con desenlace de G4 y ENSAFI no lo trae, 2026-08-08
N11	ENSAFI	Encuesta Nacional sobre Salud Financiera	FUENTE_CANDIDATA	OE-7e0c0905485bec2d765c6f6d			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/abrir4-variables-2026-08-08.tsv:L2;MAIN:forense/encargos/2026-08-07-abrir-4.md;MAIN:forense/hitoE-campana-medicion-v2_0.md	Sensibilidad de estatus coobservada con desenlace de violencia/justicia.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N12	ENFIH2019_FD_XLSX	enfih2019_fd_xlsx	FUENTE_CANDIDATA	OE-826b60a87b39ab2aec89c752			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	Apoyo familiar no circular, coobservado con conducta de seguro/afrontamiento ante ausencia estatal.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N12	ENSAFI	Encuesta Nacional sobre Salud Financiera	FUENTE_CANDIDATA	OE-546cf24d0efb616e6df36902			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	Apoyo familiar no circular, coobservado con conducta de seguro/afrontamiento ante ausencia estatal.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N12	ENSAFI	Encuesta Nacional sobre Salud Financiera	FUENTE_DATOS	OE-e7969017eea0c50fe8d10a7e	ensafi2023_bd_csv_zip	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	SI	SI	EXISTE;COINCIDE;INTEGRO	NO-ENCONTRADO	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/abrir4-variables-2026-08-08.tsv:L5	—	ALTA	NO	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 369 encabezados crudos; terminos apoyo/ayuda/familiar = 0 (ni en forma completa ni en los indices derivados de TMODULO), 2026-08-08
N13	ENSAFI	Encuesta Nacional sobre Salud Financiera	FUENTE_CANDIDATA	OE-b82cd53df63bf1a736b8b985			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	Obligación familiar explícita coobservada con conducta real de cuidado.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N13	ENSAFI	Encuesta Nacional sobre Salud Financiera	FUENTE_DATOS	OE-e7969017eea0c50fe8d10a7e	ensafi2023_bd_csv_zip	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	SI	SI	EXISTE;COINCIDE;INTEGRO	NO-ENCONTRADO	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/abrir4-variables-2026-08-08.tsv:L6	—	ALTA	NO	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 369 encabezados crudos; terminos obligacion/cuidar/cuidado = 0, 2026-08-08
N14	ENSAFI	Encuesta Nacional sobre Salud Financiera	FUENTE_CANDIDATA	OE-c3483fc22a961f82b3e8dc07			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	Gradiente de confianza coobservado con dificultad financiera/seguro familiar en la misma muestra.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N14	ENSAFI	Encuesta Nacional sobre Salud Financiera	FUENTE_DATOS	OE-dff892093b2ffd61e32c03f3	ensafi2023_bd_csv_zip	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	SI	SI	EXISTE;COINCIDE;INTEGRO	EXISTE-NO-SATISFACE	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/abrir4-variables-2026-08-08.tsv:L7	[SIN TEXTO -- mismo caso; nombre de columna derivada sugiere 'confianza financiera', sin pregunta documentada]	ALTA	NO	Escala/diseño/universo: binaria, valores observados {1,2} en TMODULO.csv; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 369 encabezados crudos, terminos confianza/confia = 0 en preguntas P-numeradas (ninguna trae la palabra en su codigo); CONF_FINAN hallado por lectura manual. Es el candidato que el propio encargo senala como mas prometedor de este acto -- el hallazgo confirma que la columna EXISTE con valores reales, pero sellar EXISTE-SATISFACE exigiria el texto de la pregunta que este corpus no tiene, 2026-08-08
N15	ENCOAP	Encuesta Nacional de Confianza en la Administración Pública	FUENTE_CANDIDATA	OE-abc2c8ba2a4e437153d2ebfd			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md;MAIN:corpus/reports/La_arquitectura_invisible_de_la_interacción_social_en_México.md	Proxy de deferencia con diseño publicado y desenlace laboral/comunicacional en la misma muestra.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N15	WVS	World Values Survey	FUENTE_DATOS	OE-ba2e48ea9eddf4b1176c5d08			SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L17		MEDIA	NO	Escala/diseño/universo: 
N16	ENCOAP	Encuesta Nacional de Confianza en la Administración Pública	FUENTE_CANDIDATA	OE-2c7ace9dcc93466566d2c0a2			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md;MAIN:forense/censo-estimabilidad-coeficientes-v1_0.md;MAIN:forense/cobertura-motor.md	Probabilidad de mordida bajo sanción/testigo, idealmente municipal y triangulada fuera de ENCIG.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N17	ENSAFI	Encuesta Nacional sobre Salud Financiera	FUENTE_CANDIDATA	OE-a13725c982c703ffc6b3e2aa			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:AGENTS.md;MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md	Calibrar adopción/rechazo digital separando utilidad, coerción, riesgo fiscal y fricción.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N17	GDELT	GDELT 2.0	FUENTE_DATOS	OE-4c346beb2b73477c2e0ad4f2			SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L8		MEDIA	NO	Escala/diseño/universo: 
N17	GDELT	GDELT 2.0	FUENTE_DATOS	OE-7895b99728673e79c14c8870			SI	NO_REFERENCIADO	NO_REFERENCIADO	CANDIDATA	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L35	CANDIDATA	MEDIA	NO	Escala/diseño/universo: 
N17	MASS_MOBILIZATION_DATA_PROJECT_EVENTOS_MEXICO	Mass Mobilization Data Project, eventos Mexico	FUENTE_DATOS	OE-5b938f5f2dc363679c70c162			SI	NO_REFERENCIADO	NO_REFERENCIADO	INDEXADO-NO-DESCARGADO	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L11	INDEXADO-NO-DESCARGADO	MEDIA	NO	Escala/diseño/universo: 
N18	ENOE	Encuesta Nacional de Ocupación y Empleo (ENOE) / ENOE Nueva Edición	FUENTE_CANDIDATA	OE-50dfcbc516e7e4a51facda49			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md;MAIN:corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md;MAIN:forense/cobertura-motor.md	Evasión por sanción creíble × utilidad percibida, separando subsistencia y cinismo de clase alta.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N19	ENAFIN	Encuesta Nacional de Financiamiento de las Empresas	FUENTE_DATOS	OE-a5edd5e72023c3fd62443723			SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-2026-08-06.tsv:L62		MEDIA	NO	Escala/diseño/universo: 
N21	PRICE_AND_INFORMATION_TYPE_IN_LIFE_MICROINSURANCE_DEMAND	Price and Information Type in Life Microinsurance Demand	FUENTE_DATOS	OE-3f3621b9740c3f71eda9405e			SI	NO_REFERENCIADO	NO_REFERENCIADO	INDEXADO-NO-DESCARGADO	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L19	INDEXADO-NO-DESCARGADO	MEDIA	NO	Escala/diseño/universo: 
N22	MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	Mexico Enterprise Surveys, componente panel candidato 2006-2010	FUENTE_DATOS	OE-2e7c0cb62d2dd259f169ff2d			SI	NO_REFERENCIADO	NO_REFERENCIADO	SATISFACE-UMBRAL-DOCUMENTAL	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L7	SATISFACE-UMBRAL-DOCUMENTAL	MEDIA	NO	Escala/diseño/universo: 
N23	MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	Mexico Enterprise Surveys, componente panel candidato 2006-2010	FUENTE_DATOS	OE-a14e96d801084c74dc601f6f			SI	NO_REFERENCIADO	NO_REFERENCIADO	SATISFACE-UMBRAL-DOCUMENTAL	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L7	SATISFACE-UMBRAL-DOCUMENTAL	MEDIA	NO	Escala/diseño/universo: 
N26	PUB	Padrón Único de Beneficiarios de Bienestar	FUENTE_DATOS	OE-c1b02a844fc80c9293323757			SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-2026-08-06.tsv:L112		MEDIA	NO	Escala/diseño/universo: 
N26	REPOSITORIOS_UNAM_COLMEX_ITAM_DATAVERSE_ICPSR	Repositorios UNAM/COLMEX/ITAM	FUENTE_CANDIDATA	OE-2b73e90cfd63a421f32db102			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/glosario-v5_6.md;MAIN:corpus/forense/Validación_Forense_del_Clientelismo_Electoral_en_México__Agencia_del_Votante__Programas_Sociales_y_Límites_de_la_Compra_de_Voto.md;MAIN:data/censo-raices-2026-08-06.tsv;MAIN:data/cola-aperturas-externas-2026-08-06.tsv	Efecto electoral alrededor del umbral de elegibilidad, independiente de aprobación presidencial.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N27	BASE_DE_EVENTOS_DE_PROTESTA_EN_MEXICO	Base de eventos de protesta en México	FUENTE_DATOS	OE-dd233626827fe6c90c301108			SI	NO_REFERENCIADO	NO_REFERENCIADO	CANDIDATA	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L27	CANDIDATA	MEDIA	NO	Escala/diseño/universo: 
N27	GDELT	GDELT 2.0	FUENTE_DATOS	OE-f6d17977c51b480cd7befa6b			SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L8		MEDIA	NO	Escala/diseño/universo: 
N27	GDELT	GDELT 2.0	FUENTE_DATOS	OE-85252fcf9e78c194cb0179e1			SI	NO_REFERENCIADO	NO_REFERENCIADO	CANDIDATA	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L35	CANDIDATA	MEDIA	NO	Escala/diseño/universo: 
N27	MASS_MOBILIZATION_DATA_PROJECT_EVENTOS_MEXICO	Mass Mobilization Data Project, eventos Mexico	FUENTE_DATOS	OE-0bea3b72312f9c70ef4cd391			SI	NO_REFERENCIADO	NO_REFERENCIADO	INDEXADO-NO-DESCARGADO	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L11	INDEXADO-NO-DESCARGADO	MEDIA	NO	Escala/diseño/universo: 
N28	CNGMD	Censo Nacional de Gobiernos Municipales y Demarcaciones Territoriales de la Ciudad de México	FUENTE_DATOS	OE-13eecae0edb0a372fa8ecc97			SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L12		MEDIA	NO	Escala/diseño/universo: 
N28	IMPACT_EVALUATION_OF_PARENTAL_EMPOWERMENT_PROGRAM	Impact Evaluation of Parental Empowerment Program	FUENTE_DATOS	OE-cf8d6b60756007bb54baf260			SI	NO_REFERENCIADO	NO_REFERENCIADO	INDEXADO-NO-DESCARGADO	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L17	INDEXADO-NO-DESCARGADO	MEDIA	NO	Escala/diseño/universo: 
N28	PUB	Padrón Único de Beneficiarios de Bienestar	FUENTE_CANDIDATA	OE-720ef5ce31fd46e835c9af4a			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/integrador-psicologia-mexicano.md;MAIN:corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md;MAIN:data/censo-raices-2026-08-06.tsv;MAIN:data/cola-ext-general-2026-08-06.tsv	Inventario de comités y contribución sostenida con mecanismo de sanción observable.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N29	ENCUESTA_ANUAL_DE_COMPETENCIAS_FINANCIERAS_DE_LA_POBLACION	Encuesta Anual de Competencias Financieras de la Población	FUENTE_DATOS	OE-730f7a0b550a1424e88ebf56			SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L2		MEDIA	NO	Escala/diseño/universo: 
N30	ENCOAP	Encuesta Nacional de Confianza en la Administración Pública	FUENTE_DATOS	OE-afbccf1f7b1758eeb190c954			SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L4		MEDIA	NO	Escala/diseño/universo: 
N30	ENCOAP	Encuesta Nacional de Confianza en la Administración Pública	FUENTE_DATOS	OE-f6187f98195ede5827d421f1			SI	NO_REFERENCIADO	NO_REFERENCIADO	ABIERTO-SIN-MAPEO	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L15	ABIERTO-SIN-MAPEO	MEDIA	NO	Escala/diseño/universo: 
