worker_id	necesidad_id	fuente_canonica	objeto_evidencia_id	estado_anterior	estado_propuesto	tipo_resultado	evidencia_ref	evidencia_localizador	evidencia_explicita	razon	reserva_incertidumbre	requiere_decision_humana	siguiente_accion
worker-4	N15	GPS	OE-347368c67834a72a5add527d	CANDIDATA	CANDIDATA	BLOQUEO	MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md;MAIN:corpus/reports/La_arquitectura_invisible_de_la_interacción_social_en_México.md	Proxy de deferencia con diseño publicado y desenlace laboral/comunicacional en la misma muestra.	Proxy de deferencia con diseño publicado y desenlace laboral/comunicacional en la misma muestra.	No se cambia el estado: la evidencia disponible no satisface el umbral de confirmación ni permite una ausencia delimitada.	La ficha confirma constructos generales, pero faltan codebook, texto/codificación, n México y desenlace coobservado; la descarga exige aceptar licencia.	NO	Obtener autorización de licencia y abrir codebook/archivo México; localizar el par reactivo–desenlace exacto.
worker-4	N16	ENCIG	OE-fdff082a292e54fde7d4b680	CANDIDATA	CANDIDATA	EVIDENCIA_INSUFICIENTE	MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md;MAIN:forense/censo-estimabilidad-coeficientes-v1_0.md;MAIN:forense/cobertura-motor.md	Probabilidad de mordida bajo sanción/testigo, idealmente municipal y triangulada fuera de ENCIG.	Probabilidad de mordida bajo sanción/testigo, idealmente municipal y triangulada fuera de ENCIG.	No se cambia el estado: la evidencia disponible no satisface el umbral de confirmación ni permite una ausencia delimitada.	Hay corpus ENCIG local, pero esta relación no trae localizador de reactivo y emparejamiento explícito para la necesidad.	NO	Abrir diccionario/cuestionario ENCIG local y registrar variables, tabla, llave de unión y universo aplicable a esta necesidad.
worker-4	N17	CSES	OE-a85c21b316ca56fe487c9e96	CANDIDATA	CANDIDATA	EVIDENCIA_INSUFICIENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L7	CSES Module 5, Mexico 2018	La ficha local confirma pertinencia temática general, no una apertura exhaustiva del instrumento o payload.	No se cambia el estado: una descripción panorámica no satisface AUSENCIA-DELIMITADA.	Solo hay descripción panorámica electoral; no se abrió exhaustivamente el codebook/payload para delimitar ausencia de variables de gobierno digital.	NO	Abrir codebook y payload canónico CSES México 2018; buscar literalmente variables de trámite/gobierno digital y documentar el universo revisado.
worker-4	N17	GPS	OE-93ebba143d4c6d070fb911ce	CANDIDATA	CANDIDATA	EVIDENCIA_INSUFICIENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L3	Global Preferences Survey (GPS)	La ficha local confirma pertinencia temática general, no una apertura exhaustiva del instrumento o payload.	No se cambia el estado: una descripción panorámica no satisface AUSENCIA-DELIMITADA.	La ficha panorámica enumera constructos preferenciales, pero no constituye apertura exhaustiva del codebook/payload GPS México.	NO	Con autorización de licencia, abrir codebook y payload GPS México; buscar variables de adopción CoDi/SPEI, coerción, riesgo fiscal y fricción.
worker-4	N17	MASS_MOBILIZATION_PROTEST_DATA	OE-f6f64575493127412ebb0cf9	CANDIDATA	CANDIDATA	EVIDENCIA_INSUFICIENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L9	Mass Mobilization Protest Data	La ficha local confirma pertinencia temática general, no una apertura exhaustiva del instrumento o payload.	No se cambia el estado: una descripción panorámica no satisface AUSENCIA-DELIMITADA.	La descripción panorámica del registro de protestas no prueba una apertura exhaustiva del codebook/payload ni permite ausencia delimitada.	NO	Abrir codebook y payload México; verificar campos completos y documentar explícitamente si existe algún vínculo con trámite o gobierno digital.
worker-4	N17	SERIES_SPEI_CODI_BANXICO	OE-d894d788fed5b863de54b79b	CANDIDATA	CANDIDATA	BLOQUEO	MAIN:data/mapa-fuentes-2026-08-06.tsv:L135	APERTURA_INDETERMINADA	Solo existe ficha/indexación; no se abrió evidencia concreta suficiente en esta ronda.	No se cambia el estado: la evidencia disponible no satisface el umbral de confirmación ni permite una ausencia delimitada.	La puerta Banxico está identificada, pero falta abrir una tabla/serie primaria con identificador, periodo y cifras reconciliadas.	NO	Abrir Informe Anual o catálogo SIE, registrar idSerie/idCuadro y extraer series comparables CoDi/SPEI.
worker-4	N18	IMSS	OE-a16637199914a6515d84d63e	CANDIDATA	CANDIDATA	EVIDENCIA_INSUFICIENTE	MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md;MAIN:corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md;MAIN:forense/cobertura-motor.md	Evasión por sanción creíble × utilidad percibida, separando subsistencia y cinismo de clase alta.	Evasión por sanción creíble × utilidad percibida, separando subsistencia y cinismo de clase alta.	No se cambia el estado: la evidencia disponible no satisface el umbral de confirmación ni permite una ausencia delimitada.	La etiqueta/fuente no aporta en esta fila un payload e instrumento concreto con las variables requeridas.	NO	Resolver a un payload canónico local y abrir tabla/diccionario con unidad, periodo y variables de exposición y desenlace.
worker-4	N19	BDIF	OE-3a26c30b380d433254ad2e91	CANDIDATA	CANDIDATA	EVIDENCIA_INSUFICIENTE	MAIN:data/mapa-fuentes-2026-08-06.tsv:L39	APERTURA_INDETERMINADA	Solo existe ficha/indexación; no se abrió evidencia concreta suficiente en esta ronda.	No se cambia el estado: la evidencia disponible no satisface el umbral de confirmación ni permite una ausencia delimitada.	BDIF está catalogada como inclusión financiera, pero no se abrió una tabla con adopción/rechazo por institución y segmento sin historial.	NO	Abrir tabla CNBV concreta y verificar denominador, institución, segmento, periodo y motivo de rechazo.
worker-4	N19	FINANZAS	OE-3def9164ef114d267e5fb6ac	CANDIDATA	CANDIDATA	EVIDENCIA_INSUFICIENTE	MAIN:canon/glosario-v5_6.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md;MAIN:corpus/forense/Crédito_Fácil_y_Sobreendeudamiento_en_México__Escaneo_de_Indicadores_Adelantados_2025-2026.md	Tasas por institución/segmento de adopción y rechazo sin historial.	Tasas por institución/segmento de adopción y rechazo sin historial.	No se cambia el estado: la evidencia disponible no satisface el umbral de confirmación ni permite una ausencia delimitada.	La referencia formula una necesidad o hipótesis financiera, pero no identifica un instrumento/payload único ni una variable verificable.	NO	Resolver la etiqueta FINANZAS a una fuente canónica concreta ya reunida y abrir su instrumento contra el par requerido.
worker-4	N21	SE	OE-42cf47afdecaf4acbd98ab36	CANDIDATA	CANDIDATA	EVIDENCIA_INSUFICIENTE	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md	Compra y prima de marca frente a sustituto en panel de hogares populares.	Compra y prima de marca frente a sustituto en panel de hogares populares.	No se cambia el estado: la evidencia disponible no satisface el umbral de confirmación ni permite una ausencia delimitada.	La evidencia reunida es índice o requisito conceptual; no contiene variable, tabla o resultado concreto suficiente para adjudicar.	NO	Abrir el payload canónico ya identificado y localizar variable/tabla exacta, unidad, periodo, codificación y parte faltante.
worker-4	N22	SE	OE-ba89df5b01f12044531c3a48	CANDIDATA	NEGATIVA	EXISTE-NO-SATISFACE	MAIN:forense/notas/2026-08-08-verif3.md:L250	Cero variables de frecuencia conductual	Se abrió el reporte ECCO completo: no contiene tasa conductual de disenso/reporte de errores, canal pareado ni tipología organizacional requerida.	Se abrió el reporte ECCO completo: no contiene tasa conductual de disenso/reporte de errores, canal pareado ni tipología organizacional requerida.	Ausencia delimitada al documento/archivo descrito; no afirma inexistencia en otras fuentes o versiones.	NO	Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.
worker-4	N24	SERIES_SPEI_CODI_BANXICO	OE-1d551a7bd75c9682788e3c09	CANDIDATA	CANDIDATA	BLOQUEO	MAIN:data/mapa-fuentes-2026-08-06.tsv:L135	APERTURA_INDETERMINADA	Solo existe ficha/indexación; no se abrió evidencia concreta suficiente en esta ronda.	No se cambia el estado: la evidencia disponible no satisface el umbral de confirmación ni permite una ausencia delimitada.	La puerta Banxico está identificada, pero falta abrir una tabla/serie primaria con identificador, periodo y cifras reconciliadas.	NO	Abrir Informe Anual o catálogo SIE, registrar idSerie/idCuadro y extraer series comparables CoDi/SPEI.
worker-4	N25	COMPARATIVE_STUDY_OF_ELECTORAL_SYSTEMS_MEXICO_2018	OE-6a75b1a2239a134c0f76a622	CANDIDATA	CANDIDATA	EVIDENCIA_INSUFICIENTE	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L10	INDEXADO-NO-DESCARGADO	INDEXADO-NO-DESCARGADO	No se cambia el estado: la evidencia disponible no satisface el umbral de confirmación ni permite una ausencia delimitada.	Solo hay documentación de diseño/contenido electoral; falta codebook México y la variable exacta exigida por la necesidad.	NO	Abrir codebook y cuestionario México 2018 y documentar variable, codificación y granularidad; cerrar si no aparece el diseño requerido.
worker-4	N25	CSES	OE-cedf8cc675c79d950d6148cf	CANDIDATA	CANDIDATA	EVIDENCIA_INSUFICIENTE	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L12	INDEXADO-NO-DESCARGADO	INDEXADO-NO-DESCARGADO	No se cambia el estado: la evidencia disponible no satisface el umbral de confirmación ni permite una ausencia delimitada.	Solo hay documentación de diseño/contenido electoral; falta codebook México y la variable exacta exigida por la necesidad.	NO	Abrir codebook y cuestionario México 2018 y documentar variable, codificación y granularidad; cerrar si no aparece el diseño requerido.
worker-4	N25	ENCUP	OE-69905761f187f3a3ed192af6	CANDIDATA	CANDIDATA	EVIDENCIA_INSUFICIENTE	MAIN:data/mapa-fuentes-2026-08-06.tsv:L26	APERTURA_INDETERMINADA	Solo existe ficha/indexación; no se abrió evidencia concreta suficiente en esta ronda.	No se cambia el estado: la evidencia disponible no satisface el umbral de confirmación ni permite una ausencia delimitada.	Existen cuestionarios y base local, pero la relación electoral N25 no tiene todavía serie municipal pareada por tipo de elección.	NO	Abrir cuestionario/base ENCUP solo para confirmar unidad geográfica y turnout; si no hay municipio×tipo de elección, cerrar esta relación.
worker-4	N25	EXPERIMENTO_DE_INFORMACION_ELECTORAL_2009	OE-8f2afe044e85aa01a5d1887e	CANDIDATA	CANDIDATA	EVIDENCIA_INSUFICIENTE	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:data/catalogo-fuentes-v2_0.md;MAIN:data/cola-aperturas-externas-2026-08-06.tsv	Serie municipal pareada por tipo de elección.	Serie municipal pareada por tipo de elección.	No se cambia el estado: la evidencia disponible no satisface el umbral de confirmación ni permite una ausencia delimitada.	La documentación describe tratamiento y turnout en 2009, pero no acredita una serie municipal pareada concurrente/no concurrente.	NO	Abrir índice/codebook del paquete y verificar nivel municipal, años y tipo de elección; mantener separado efecto experimental de serie municipal.
worker-4	N26	CSES	OE-b68e43b5cbf141f527a529c9	CANDIDATA	CANDIDATA	EVIDENCIA_INSUFICIENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L7	APERTURA_INDETERMINADA	Solo existe ficha/indexación; no se abrió evidencia concreta suficiente en esta ronda.	No se cambia el estado: la evidencia disponible no satisface el umbral de confirmación ni permite una ausencia delimitada.	Solo hay documentación de diseño/contenido electoral; falta codebook México y la variable exacta exigida por la necesidad.	NO	Abrir codebook y cuestionario México 2018 y documentar variable, codificación y granularidad; cerrar si no aparece el diseño requerido.
worker-4	N26	CSES	OE-8d69579f53b76eab7ab312af	CANDIDATA	CANDIDATA	EVIDENCIA_INSUFICIENTE	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L12	INDEXADO-NO-DESCARGADO	INDEXADO-NO-DESCARGADO	No se cambia el estado: la evidencia disponible no satisface el umbral de confirmación ni permite una ausencia delimitada.	Solo hay documentación de diseño/contenido electoral; falta codebook México y la variable exacta exigida por la necesidad.	NO	Abrir codebook y cuestionario México 2018 y documentar variable, codificación y granularidad; cerrar si no aparece el diseño requerido.
worker-4	N27	ACLED	OE-e33de56e4b7fd1b0c81357a2	CANDIDATA	NEGATIVA	EXISTE-NO-SATISFACE	MAIN:forense/notas/2026-08-08-verif3.md:L105	Variables reales	El archivo completo solo tiene Country, Month, Year y Events; está agregado mes×año y carece de evento, actor, agravio, respuesta y entorno urbano/rural.	El archivo completo solo tiene Country, Month, Year y Events; está agregado mes×año y carece de evento, actor, agravio, respuesta y entorno urbano/rural.	Ausencia delimitada al documento/archivo descrito; no afirma inexistencia en otras fuentes o versiones.	NO	Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.
worker-4	N27	CSES	OE-a56efe10a720cb6696d3271e	CANDIDATA	CANDIDATA	EVIDENCIA_INSUFICIENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L7	APERTURA_INDETERMINADA	Solo existe ficha/indexación; no se abrió evidencia concreta suficiente en esta ronda.	No se cambia el estado: la evidencia disponible no satisface el umbral de confirmación ni permite una ausencia delimitada.	Solo hay documentación de diseño/contenido electoral; falta codebook México y la variable exacta exigida por la necesidad.	NO	Abrir codebook y cuestionario México 2018 y documentar variable, codificación y granularidad; cerrar si no aparece el diseño requerido.
worker-4	N27	MASS_MOBILIZATION_PROTEST_DATA	OE-5aa6b367a88c5019bde50c20	CANDIDATA	CANDIDATA	EVIDENCIA_INSUFICIENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L9	APERTURA_INDETERMINADA	Solo existe ficha/indexación; no se abrió evidencia concreta suficiente en esta ronda.	No se cambia el estado: la evidencia disponible no satisface el umbral de confirmación ni permite una ausencia delimitada.	La documentación confirma evento, demanda, actores, respuesta y lugar, pero falta abrir el archivo México y verificar granularidad/entorno.	NO	Abrir codebook y archivo México; comprobar localización, actor, respuesta y derivabilidad urbano/rural.
worker-4	N27	RELLABORALES	OE-ede59336763d11312f8c178e	CANDIDATA	CANDIDATA	EVIDENCIA_INSUFICIENTE	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md	Eventos con agravio, actor, respuesta y entorno urbano/rural.	Eventos con agravio, actor, respuesta y entorno urbano/rural.	No se cambia el estado: la evidencia disponible no satisface el umbral de confirmación ni permite una ausencia delimitada.	La etiqueta/fuente no aporta en esta fila un payload e instrumento concreto con las variables requeridas.	NO	Resolver a un payload canónico local y abrir tabla/diccionario con unidad, periodo y variables de exposición y desenlace.
worker-4	N28	SICS	OE-8956933de168361a2512c945	CANDIDATA	NEGATIVA	EXISTE-NO-SATISFACE	MAIN:forense/notas/2026-08-08-verif3.md:L195	variable de sanción o monitoreo a nivel comité	El CSV completo está agregado nacional×año; no tiene identificador de comité ni variable de sanción/monitoreo, por lo que no permite comparar contribución sostenida.	El CSV completo está agregado nacional×año; no tiene identificador de comité ni variable de sanción/monitoreo, por lo que no permite comparar contribución sostenida.	Ausencia delimitada al documento/archivo descrito; no afirma inexistencia en otras fuentes o versiones.	NO	Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.
worker-4	N29	FINANZAS	OE-d644fa49bac078e3b0ce67b3	CANDIDATA	CANDIDATA	EVIDENCIA_INSUFICIENTE	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	Usuario/tanda con participación, cumplimiento, incumplimiento y reputación.	Usuario/tanda con participación, cumplimiento, incumplimiento y reputación.	No se cambia el estado: la evidencia disponible no satisface el umbral de confirmación ni permite una ausencia delimitada.	La referencia formula una necesidad o hipótesis financiera, pero no identifica un instrumento/payload único ni una variable verificable.	NO	Resolver la etiqueta FINANZAS a una fuente canónica concreta ya reunida y abrir su instrumento contra el par requerido.
worker-4	N30	ENBIARE	OE-ee12358875d1e590d07df047	CANDIDATA	CANDIDATA	EVIDENCIA_INSUFICIENTE	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:corpus/reports/Mexican_Population_Genomics__2025-2026_Scientific_and_Market_Opportunity_Update.md	Disposición a transar con desconocidos por nivel de enforcement.	Disposición a transar con desconocidos por nivel de enforcement.	No se cambia el estado: la evidencia disponible no satisface el umbral de confirmación ni permite una ausencia delimitada.	El instrumento abierto contiene bienestar y redes, pero no hay localizador de disposición a transar con desconocidos estratificada por enforcement.	NO	Buscar en el diccionario ENBIARE abierto términos de desconocido, transacción, sanción y confianza; documentar ausencia delimitada si no aparecen.
worker-4	N31	ESTUDIOS_DE_RECHAZOS_Y_CORPUS_PRAGMATICO_DE_FELIX_BRASDEFER	OE-04360854956741a50504a5b4	CANDIDATA	NEGATIVA	EXISTE-NO-SATISFACE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L18	20 hablantes mexicanos varones universitarios	La evidencia ancla es una muestra universitaria/local; N31 exige replicación fuera de esa muestra y el corpus abierto no aporta el pareo superior/inferior requerido.	La evidencia ancla es una muestra universitaria/local; N31 exige replicación fuera de esa muestra y el corpus abierto no aporta el pareo superior/inferior requerido.	Ausencia delimitada al documento/archivo descrito; no afirma inexistencia en otras fuentes o versiones.	NO	Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.
worker-4	N32	SE	OE-d8746552888bcd683139d5bd	CANDIDATA	NEGATIVA	EXISTE-NO-SATISFACE	MAIN:forense/notas/2026-08-08-verif3.md:L250	Cero variables de frecuencia conductual	El reporte ECCO completo contiene promedios perceptuales, no panel organizacional con rotación y desempeño auditado.	El reporte ECCO completo contiene promedios perceptuales, no panel organizacional con rotación y desempeño auditado.	Ausencia delimitada al documento/archivo descrito; no afirma inexistencia en otras fuentes o versiones.	NO	Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.
