worker_id	necesidad_id	fuente_canonica	objeto_evidencia_id	estado_anterior	estado_propuesto	tipo_resultado	evidencia_ref	evidencia_localizador	evidencia_explicita	razon	reserva_incertidumbre	requiere_decision_humana	siguiente_accion
worker-1	N12	ISSP	OE-af8ae9ef91dbb73b1e246458	CANDIDATA	CANDIDATA	CARENCIA_PRECISA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L6	ISSP	La fila indexa otra puerta ISSP sin payload local.	No se puede adjudicar el objeto por coincidencia temática.	Identidad del módulo por confirmar.	NO	Resolver edición y módulo exactos y abrir su codebook.
worker-1	N13	EARLY_CHILDHOOD_EDUCATION_PROGRAM_IMPACT_EVALUATION_2012_2014	OE-8f78c2549f10817cc484275f	CANDIDATA	CANDIDATA	BLOQUEO	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L6	INDEXADO-NO-DESCARGADO	La evaluación está indexada y no descargada.	No hay item verificable de obligación familiar ni resultado conjunto.	Instrumento y datos no locales.	NO	Obtener cuestionario/codebook de la evaluación y buscar deberes de cuidado familiar.
worker-1	N13	ISSP	OE-366d9c5884d65abb8547ae56	CANDIDATA	CANDIDATA	BLOQUEO	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L9	INDEXADO-NO-DESCARGADO	ISSP Family 2012 México está indexado, no descargado.	La obligación familiar plausible no está demostrada por un reactivo local.	Falta codebook México.	NO	Obtener cuestionario Family 2012 México y localizar item literal y outcome.
worker-1	N13	ISSP	OE-c784b73130190d561571fe98	CANDIDATA	CANDIDATA	CARENCIA_PRECISA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	ISSP	La referencia general no abre el instrumento.	No basta compartir fuente con otras necesidades.	Sin reactivo verificable.	NO	Abrir módulo ISSP exacto y registrar obligación, escala y población.
worker-1	N13	ISSP	OE-dfce1d6e6ebbe5bcb65fec02	CANDIDATA	CANDIDATA	CARENCIA_PRECISA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L6	ISSP	La puerta ISSP está mapeada sin evidencia concreta.	No hay base para confirmar ni negar obligación familiar.	Edición exacta por resolver.	NO	Consolidar codebook México ya identificado y revisar item literal.
worker-1	N14	02-	OE-2a65c4b42b26b46a976631ac	CANDIDATA	CANDIDATA	CARENCIA_PRECISA	MAIN:canon/modelo-decision-v4_0.md	confianza	Las referencias describen la demanda, no evidencia abierta del PDF 02-Heredabilidad TLP MHB.	No se verificó gradiente de confianza ni outcome financiero en una misma muestra.	Nombre de fuente truncado y PDF no localizado por esta relación.	NO	Resolver ruta canónica del PDF y buscar instrumento, muestra y variables financieras.
worker-1	N14	ENSAFI2023_BD_CSV_ZIP	OE-f5415c4f1402e7c66987fbd5	CANDIDATA	CANDIDATA	CARENCIA_PRECISA	MAIN:data/abrir4-variables-2026-08-08.tsv:L7	CONF_FINAN	CONF_FINAN existe con valores 1/2 en TMODULO y coexiste estructuralmente con módulos financieros, pero no hay texto ni codificación documental.	El nombre derivado no demuestra radio de confianza ni demuestra otra construcción; falta evidencia para adjudicar.	Es el candidato más prometedor, pero el constructo permanece no verificable.	NO	Obtener ficha o diccionario oficial de CONF_FINAN y comprobar texto, sentido y unión financiera.
worker-1	N14	ISSP	OE-40750227480ea9c75b5c20c8	CANDIDATA	CANDIDATA	CARENCIA_PRECISA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	ISSP	ISSP está indexado sin variables abiertas para este objeto.	No consta el gradiente de confianza unido a dificultad financiera o seguro.	Falta codebook y outcome común.	NO	Abrir cuestionario Social Networks 2017 y verificar ambos lados del puente en la misma persona.
worker-1	N17	MASS_MOBILIZATION_PROTEST_DATA_MEXICO	OE-153099e060474c664f682d70	CANDIDATA	CANDIDATA	BLOQUEO	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L13	INDEXADO-NO-DESCARGADO	La base de protesta México está indexada pero no descargada.	No hay campos abiertos que relacionen la fuente con gobierno o trámite digital de N17.	Granularidad y codebook no disponibles.	NO	Obtener codebook/archivo México y verificar campos del mecanismo N17; no inferir por protestas.
worker-1	N17	UCDP	OE-36cef4421aa0ef049dcdaea3	CANDIDATA	CANDIDATA	CARENCIA_PRECISA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L14	UCDP	UCDP está mapeado como eventos georreferenciados, sin apertura para este objeto.	La temática de conflicto no prueba gobierno o trámite digital.	Sin variables pertinentes verificadas.	NO	Abrir codebook UCDP concreto y buscar el componente exacto de N17; si no existe, documentar ausencia delimitada.
worker-1	N18	ENIGH	OE-908664732583bf99e4d0527e	CANDIDATA	CANDIDATA	CARENCIA_PRECISA	MAIN:data/mapa-fuentes-2026-08-06.tsv:L3	EN-DISCO-NO-CUBRE	ENIGH está en disco pero el mapa declara que no cubre esta demanda.	No existe apertura dirigida documentada de evasión por sanción y utilidad percibida.	Una etiqueta de mapa no basta para negativa delimitada.	NO	Buscar en diccionarios ENIGH locales variables de sanción, evasión y utilidad, registrando universo revisado.
worker-1	N19	AHORRO FINANCIERO Y FINANCIAMI	OE-9b4d021444b78bf40c9878b9	CANDIDATA	CANDIDATA	CARENCIA_PRECISA	MAIN:data/inventarios/inventario-fuentes-credito-ahorro-finanzas-hogar-mexico.md:L40	Ahorro Financiero y Financiamiento	La fuente contiene reportes y bases agregadas de ahorro y financiamiento.	No se abrió una tabla concreta que satisfaga la unidad y relación requeridas por N19.	Producto y periodo exactos no determinados.	NO	Elegir la tabla CNBV ya inventariada pertinente y abrir campos, unidad y periodo.
worker-1	N22	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	OE-5f0201a5ea6cf5b6386b6888	CANDIDATA	CANDIDATA	CARENCIA_PRECISA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L13	World Bank Enterprise Survey Mexico 2023	La encuesta empresarial está identificada, pero esta relación no abre variable o tabla.	La negativa de otro objeto de evidencia no puede propagarse a esta clave.	Falta cuestionario y locator específico.	NO	Abrir cuestionario México 2023 y localizar el reactivo exacto de N22 y su outcome.
worker-1	N23	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	OE-ef2b51cb3bafa5193a80ba9a	CANDIDATA	CANDIDATA	CARENCIA_PRECISA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L13	World Bank Enterprise Survey Mexico 2023	Solo existe identificación de la fuente para esta clave.	No hay evidencia concreta de la construcción N23.	No se reutiliza la negativa de otro objeto.	NO	Abrir codebook México 2023 y documentar búsqueda delimitada de N23.
worker-1	N25	INE	OE-629ec191998ec508c83fae05	CANDIDATA	CANDIDATA	CARENCIA_PRECISA	MAIN:data/mapa-fuentes-2026-08-06.tsv:L97	INE	INE es una institución o clase-fuente con R7.1/R7.3, no un dataset concreto.	Sin producto, reactivo, tabla ni periodo no puede adjudicarse N25.	Fuente canónica demasiado amplia.	NO	Precisar producto INE ya reunido para N25 y abrir su documentación.
worker-1	N26	INE	OE-6487bac05f4bf89b84d72e68	CANDIDATA	CANDIDATA	CARENCIA_PRECISA	MAIN:data/mapa-fuentes-2026-08-06.tsv:L97	INE	La fila identifica a INE institucionalmente sin objeto de datos concreto.	No ofrece evidencia verificable para N26.	Producto y periodo no determinados.	NO	Vincular N26 con un producto INE específico existente y revisar variables/resultados.
worker-1	N27	MASS_MOBILIZATION_PROTEST_DATA_MEXICO	OE-8ea8d18a90b95bcb481273e3	CANDIDATA	CANDIDATA	BLOQUEO	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L13	INDEXADO-NO-DESCARGADO	La base México de protesta no está descargada.	Actor, agravio, respuesta y entorno no son verificables fila a fila.	Acceso/codebook pendiente.	NO	Obtener archivo/codebook México y confirmar evento, actor, respuesta y geografía.
worker-1	N27	RELLABORALESPRUEBA	OE-8ca059261693f4c587a99e97	CANDIDATA	CANDIDATA	CARENCIA_PRECISA	MAIN:canon/gobernanza-v1_15.md	agravio	Las referencias describen la necesidad de eventos con agravio y respuesta, no abren rellaboralesprueba.	No existe payload o esquema local identificado para esta relación.	Fuente técnica/alias posible, no validada como fuente real.	NO	Resolver identidad y ruta del dataset rellaboralesprueba; si es script o prueba, separarlo como artefacto.
worker-1	N27	UCDP	OE-12db61ac071539c534e80fed	CANDIDATA	CANDIDATA	CARENCIA_PRECISA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L14	UCDP	UCDP está identificado sin variables abiertas para esta clave.	No se comprobó que conserve agravio, respuesta colectiva y entorno requeridos por N27.	Codebook no revisado localmente.	NO	Abrir GED codebook y verificar campos actor, tipo de evento, ubicación y respuesta; delimitar lo ausente.
worker-1	N28	ISSP	OE-c8c9d84103b02bcbc47c2aff	CANDIDATA	CANDIDATA	CARENCIA_PRECISA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	ISSP	La fuente se identifica temáticamente, sin evidencia concreta para N28.	No hay base para reclasificar esta clave.	Instrumento y reactivo faltantes.	NO	Abrir módulo ISSP exacto y documentar variable, escala y ajuste a N28.
worker-1	N30	BIARE	OE-e16378a2a79da5a6d4246280	CANDIDATA	CANDIDATA	CARENCIA_PRECISA	MAIN:canon/modelo-decision-v4_0.md	confianza	Las referencias enuncian disposición a transar con desconocidos por enforcement, pero no abren BIARE.	BIARE no está respaldada aquí por reactivo o outcome verificable.	Posible confusión BIARE/ENBIARE.	NO	Resolver instrumento y edición BIARE exactos y buscar transacción con desconocidos y enforcement.
worker-1	N30	ISSP	OE-e3bde63fce778e1bc8333717	CANDIDATA	CANDIDATA	CARENCIA_PRECISA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	ISSP	ISSP Social Networks está indexado sin reactivo abierto para N30.	No prueba disposición a transar ni nivel de enforcement.	Falta coobservación de ambos componentes.	NO	Abrir codebook México 2017 y localizar confianza en desconocidos y conducta transaccional.
worker-1	N30	ISSP	OE-c8d1b5e40a5c3a561eac0183	CANDIDATA	CANDIDATA	BLOQUEO	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L10	INDEXADO-NO-DESCARGADO	El recurso ISSP pertinente permanece indexado y no descargado.	Sin cuestionario no se verifica N30.	Acceso local ausente.	NO	Descargar documentación ISSP canónica ya localizada, sin aceptar licencia, y revisar el constructo.
worker-1	N30	LAPOP	OE-dd987fd1f12b5504ad657782	CANDIDATA	CANDIDATA	BLOQUEO	MAIN:forense/notas/2026-08-05-p-lapop-microdato.md:L186	LAPOP	La base LAPOP y su buscador existen, pero el microdato pertinente no quedó disponible localmente.	Los cuestionarios no demuestran transacción observada con desconocidos por enforcement.	Contenido de microdato bloqueado; estructura solamente verificada.	NO	Usar cuestionario local para identificar reactivos y solicitar/obtener microdato solo si ambos componentes existen.
worker-1	N30	OECD	OE-df63ef5db172cb09effde66c	CANDIDATA	CANDIDATA	CARENCIA_PRECISA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L11	OECD	OECD Drivers of Trust está identificado, sin variables abiertas en esta relación.	Confianza institucional no equivale automáticamente a transacción con desconocidos ni enforcement.	Falta cuestionario México y outcome conductual.	NO	Abrir cuestionario/tabla México y buscar literalmente conducta transaccional y enforcement.
worker-1	N32	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	OE-f29d6cfa226a9514442785e3	CANDIDATA	CANDIDATA	CARENCIA_PRECISA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L13	World Bank Enterprise Survey Mexico 2023	La fuente está identificada pero esta clave no contiene variable o tabla concreta.	No se propaga el descarte de otro objeto de evidencia.	Falta apertura dirigida.	NO	Abrir questionnaire/codebook México 2023 y evaluar el constructo N32 con su unidad empresa.
worker-1	N33	SIN_CANDIDATO_IDENTIFICADO	OE-ed59a4b92278706a6e55eff4	CANDIDATA	CANDIDATA	BLOQUEO	MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md	SIN_CANDIDATO_IDENTIFICADO	El universo reunido no identifica una fuente para disposición a testificar antes/después de protección.	Sin fuente, payload o evidencia concreta no puede confirmarse, negarse ni marcarse no accesible.	Hueco de fuente dentro del universo actual.	NO	Decidir si se autoriza una búsqueda dirigida futura de registros o evaluación de protección a testigos.
worker-2	N3	ENFIH	OE-7419790292a051ce7ebbb5fe	CANDIDATA	CANDIDATA	CANDIDATA_CON_CARENCIA	MAIN:data/abrir4-variables-2026-08-08.tsv	L9-L14	La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido.	Revisión dirigida de MAIN:data/abrir4-variables-2026-08-08.tsv:L9-L14: La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido. No alcanza el estándar de CONFIRMADA ni de NEGATIVA delimitada.	No se observó una pareja verificable de constructo y desenlace para esta clave; ausencia no demostrada.	NO	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.
worker-2	N3	INTERACTING_AS_EQUALS_REDUCES_PARTISAN_POLARIZATION_IN_MEXICO	OE-02ca9729c199ce7586579636	CANDIDATA	CANDIDATA	CANDIDATA_CON_CARENCIA	MAIN:data/mapa-ext-academico-2026-08-06.tsv	L15	El mapa clasifica documentalmente el estudio, pero no contiene instrumento, variable ni resultado que conecte esta clave con la necesidad.	Revisión dirigida de MAIN:data/mapa-ext-academico-2026-08-06.tsv:L15: El mapa clasifica documentalmente el estudio, pero no contiene instrumento, variable ni resultado que conecte esta clave con la necesidad. No alcanza el estándar de CONFIRMADA ni de NEGATIVA delimitada.	No se observó una pareja verificable de constructo y desenlace para esta clave; ausencia no demostrada.	NO	Abrir materiales suplementarios del estudio y localizar variable, tratamiento, resultado y muestra mexicanos pertinentes.
worker-2	N3	INTERACTING_AS_EQUALS_REDUCES_PARTISAN_POLARIZATION_IN_MEXICO	OE-e8196751ae92cecdc38e72c1	CANDIDATA	CANDIDATA	CANDIDATA_CON_CARENCIA	MAIN:data/mapa-ext-academico-2026-08-06.tsv	L15	El mapa clasifica documentalmente el estudio, pero no contiene instrumento, variable ni resultado que conecte esta clave con la necesidad.	Revisión dirigida de MAIN:data/mapa-ext-academico-2026-08-06.tsv:L15: El mapa clasifica documentalmente el estudio, pero no contiene instrumento, variable ni resultado que conecte esta clave con la necesidad. No alcanza el estándar de CONFIRMADA ni de NEGATIVA delimitada.	No se observó una pareja verificable de constructo y desenlace para esta clave; ausencia no demostrada.	NO	Abrir materiales suplementarios del estudio y localizar variable, tratamiento, resultado y muestra mexicanos pertinentes.
worker-2	N4	ENFIH	OE-64909cd43474fe401f3cf196	CANDIDATA	CANDIDATA	CANDIDATA_CON_CARENCIA	MAIN:data/abrir4-variables-2026-08-08.tsv	L9-L14	La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido.	Revisión dirigida de MAIN:data/abrir4-variables-2026-08-08.tsv:L9-L14: La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido. No alcanza el estándar de CONFIRMADA ni de NEGATIVA delimitada.	No se observó una pareja verificable de constructo y desenlace para esta clave; ausencia no demostrada.	NO	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.
worker-2	N5	ENFIH	OE-ee2008967035d534126bbcb0	CANDIDATA	CANDIDATA	CANDIDATA_CON_CARENCIA	MAIN:data/abrir4-variables-2026-08-08.tsv	L9-L14	La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido.	Revisión dirigida de MAIN:data/abrir4-variables-2026-08-08.tsv:L9-L14: La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido. No alcanza el estándar de CONFIRMADA ni de NEGATIVA delimitada.	No se observó una pareja verificable de constructo y desenlace para esta clave; ausencia no demostrada.	NO	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.
worker-2	N5	ENNVIH	OE-2914da93c77f7bde435ccf41	CANDIDATA	CANDIDATA	CANDIDATA_CON_CARENCIA	MAIN:forense/matriz-impacto-universal-2026-08-06.md	L81	La matriz reconoce ENNViH/MxFLS como ruta longitudinal para horizonte temporal, pero la fase descriptiva y la llave panel siguen pendientes.	Revisión dirigida de MAIN:forense/matriz-impacto-universal-2026-08-06.md:L81: La matriz reconoce ENNViH/MxFLS como ruta longitudinal para horizonte temporal, pero la fase descriptiva y la llave panel siguen pendientes. No alcanza el estándar de CONFIRMADA ni de NEGATIVA delimitada.	No se observó una pareja verificable de constructo y desenlace para esta clave; ausencia no demostrada.	NO	Abrir codebooks por ola y localizar indicador temporal, conducta financiera y llave individual longitudinal.
worker-2	N5	LARGE_SCALE_FINANCIAL_EDUCATION_PROGRAM_IMPACT_EVALUATION_2011_2	OE-0139b3dc528f6df3fe1811a0	CANDIDATA	CANDIDATA	CANDIDATA_CON_CARENCIA	MAIN:data/mapa-ext-academico-2026-08-06.tsv	L5	El estudio está indexado pero no descargado; no hay instrumento o resultado local verificable para adjudicar.	Revisión dirigida de MAIN:data/mapa-ext-academico-2026-08-06.tsv:L5: El estudio está indexado pero no descargado; no hay instrumento o resultado local verificable para adjudicar. No alcanza el estándar de CONFIRMADA ni de NEGATIVA delimitada.	No se observó una pareja verificable de constructo y desenlace para esta clave; ausencia no demostrada.	NO	Recuperar el paquete canónico del estudio y revisar instrumento, diseño, outcomes y tablas de impacto.
worker-2	N6	ENFIH	OE-bbf838f18125cdb07027ae39	CANDIDATA	CANDIDATA	CANDIDATA_CON_CARENCIA	MAIN:data/abrir4-variables-2026-08-08.tsv	L9-L14	La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido.	Revisión dirigida de MAIN:data/abrir4-variables-2026-08-08.tsv:L9-L14: La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido. No alcanza el estándar de CONFIRMADA ni de NEGATIVA delimitada.	No se observó una pareja verificable de constructo y desenlace para esta clave; ausencia no demostrada.	NO	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.
worker-2	N7	ENIF	OE-c168b43614acb9a4b5abf786	CANDIDATA	CANDIDATA	CANDIDATA_CON_CARENCIA	MAIN:forense/hitoE-campana-medicion-v2_0.md	L999-L1116	ENIF tiene reactivos financieros identificados (P9_9_1..6, P4_10 y sección 11), pero la evidencia local no verifica el cruce específico solicitado por esta clave.	Revisión dirigida de MAIN:forense/hitoE-campana-medicion-v2_0.md:L999-L1116: ENIF tiene reactivos financieros identificados (P9_9_1..6, P4_10 y sección 11), pero la evidencia local no verifica el cruce específico solicitado por esta clave. No alcanza el estándar de CONFIRMADA ni de NEGATIVA delimitada.	No se observó una pareja verificable de constructo y desenlace para esta clave; ausencia no demostrada.	NO	Mapear en el cuestionario y microdato ENIF los reactivos de la necesidad y el desenlace, y comprobar que comparten unidad de observación.
worker-2	N8	VOTAR_ENTRE_BALAS	OE-b2462eff969c4d5cf7746ad9	CANDIDATA	CANDIDATA	CANDIDATA_CON_CARENCIA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv	L14	La base de violencia político-criminal está identificada, pero no hay variables abiertas que prueben respuesta individual o el mecanismo requerido.	Revisión dirigida de MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L14: La base de violencia político-criminal está identificada, pero no hay variables abiertas que prueben respuesta individual o el mecanismo requerido. No alcanza el estándar de CONFIRMADA ni de NEGATIVA delimitada.	No se observó una pareja verificable de constructo y desenlace para esta clave; ausencia no demostrada.	NO	Abrir diccionario/descarga y mapear tipo de evento, actor, municipio, fecha y outcome electoral; declarar límite ecológico.
worker-2	N10	ENFIH	OE-9b56ce01d359ba88ae40d6b7	CANDIDATA	CANDIDATA	CANDIDATA_CON_CARENCIA	MAIN:data/abrir4-variables-2026-08-08.tsv	L9-L14	La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido.	Revisión dirigida de MAIN:data/abrir4-variables-2026-08-08.tsv:L9-L14: La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido. No alcanza el estándar de CONFIRMADA ni de NEGATIVA delimitada.	No se observó una pareja verificable de constructo y desenlace para esta clave; ausencia no demostrada.	NO	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.
worker-2	N11	ENFIH	OE-c90c4a61a41208f3f31b9b3c	CANDIDATA	CANDIDATA	CANDIDATA_CON_CARENCIA	MAIN:data/abrir4-variables-2026-08-08.tsv	L9-L14	La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido.	Revisión dirigida de MAIN:data/abrir4-variables-2026-08-08.tsv:L9-L14: La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido. No alcanza el estándar de CONFIRMADA ni de NEGATIVA delimitada.	No se observó una pareja verificable de constructo y desenlace para esta clave; ausencia no demostrada.	NO	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.
worker-2	N12	ENBIARE2021	OE-7f44fa3fa8c7613438913dd6	CANDIDATA	CANDIDATA	CANDIDATA_CON_CARENCIA	MAIN:forense/matriz-impacto-universal-2026-08-06.md	L81-L86	La matriz local registra orientación futura y redes en ENBIARE, pero advierte que no sustituyen automáticamente el diseño ni prueban el desenlace coobservado de esta relación.	Revisión dirigida de MAIN:forense/matriz-impacto-universal-2026-08-06.md:L81-L86: La matriz local registra orientación futura y redes en ENBIARE, pero advierte que no sustituyen automáticamente el diseño ni prueban el desenlace coobservado de esta relación. No alcanza el estándar de CONFIRMADA ni de NEGATIVA delimitada.	No se observó una pareja verificable de constructo y desenlace para esta clave; ausencia no demostrada.	NO	Abrir cuestionario/diccionario ENBIARE y localizar texto, codificación y llave del reactivo junto con el desenlace requerido.
worker-2	N12	ENFIH	OE-feb025d87b3cf3747adeb5d3	CANDIDATA	CANDIDATA	CANDIDATA_CON_CARENCIA	MAIN:data/abrir4-variables-2026-08-08.tsv	L9-L14	La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido.	Revisión dirigida de MAIN:data/abrir4-variables-2026-08-08.tsv:L9-L14: La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido. No alcanza el estándar de CONFIRMADA ni de NEGATIVA delimitada.	No se observó una pareja verificable de constructo y desenlace para esta clave; ausencia no demostrada.	NO	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.
