tarea_id	relacion_id	reporte_id	reporte_record_id	reporte_record_sha256	e2_record_id	e2_record_sha256	payload_id	representacion_id	sha256	objeto_logico_id	necesidad_id	reactivo_id	fuente_canonica	frontera_semantica	material_tarea_id	material_task_sha256	material_baseline_sha256	curador_id	fecha
TSEM-B2-252a07fde7b19c27df267e2f271f0096ac95d41a0081866d2563270bb506c08d	REL-641a2435b0e68b2049b73d72	RPTC-B2-5753185d24e361ee8f4f4cea30cc92c79948242e99f497dd8b0072ca9b01f26a	E2R-769fc86135ec73d8afe7704d8961186007974165858705a8656b9bb5031d1875	3585b081cd641fec8566b4ee541a93f2a80c5bd81b6d030f0e6d5d2fe60272f4	E2R-82310c1c786c87e80ab79d7064f1f9b44ee0f6380f9d421353bda1f2be6edfee	ac5a805b3d8ecf9246fc795a1cd0aeac6805798f23cdb530710e3f997e040a92	ensafi2023_bd_csv_zip	REP-de65c996e2c07f18cdabb0c730ca6bfdadb8e7ffae281518a6912d9b0afb8e0c	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	OBJ-B2-2d0965b698cf0dda7490270220af10c5ba7e6a0fa46e99ffc81f53835dd3a199	N4	OBJ-B2-2d0965b698cf0dda7490270220af10c5ba7e6a0fa46e99ffc81f53835dd3a199	ENSAFI	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	TASK-B2-61184fd8b1fed4c3e1022c14450469c9a588c68d460370b066dadaf8c8d05570	6f8bd09c263281599f93fbf07b770cc8475f44e3d7ab2b2eb1282e9d792e5d94	6eec3850f7f3f4141eb28967a1d67ac20bf9ab689f4af84980588d55ef453940	CUR-2	2026-08-18
TSEM-B2-f3eb8a1da1f008d82046f263bff1099d04b2135da8e7e56eec11003044d6376f	REL-b8a1bd303f0aac03e3b1bdd7	RPTC-B2-5753185d24e361ee8f4f4cea30cc92c79948242e99f497dd8b0072ca9b01f26a	E2R-769fc86135ec73d8afe7704d8961186007974165858705a8656b9bb5031d1875	3585b081cd641fec8566b4ee541a93f2a80c5bd81b6d030f0e6d5d2fe60272f4	E2R-82310c1c786c87e80ab79d7064f1f9b44ee0f6380f9d421353bda1f2be6edfee	ac5a805b3d8ecf9246fc795a1cd0aeac6805798f23cdb530710e3f997e040a92	ensafi2023_bd_csv_zip	REP-de65c996e2c07f18cdabb0c730ca6bfdadb8e7ffae281518a6912d9b0afb8e0c	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	OBJ-B2-2d0965b698cf0dda7490270220af10c5ba7e6a0fa46e99ffc81f53835dd3a199	N4	OBJ-B2-2d0965b698cf0dda7490270220af10c5ba7e6a0fa46e99ffc81f53835dd3a199	ENSAFI	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	TASK-B2-61184fd8b1fed4c3e1022c14450469c9a588c68d460370b066dadaf8c8d05570	6f8bd09c263281599f93fbf07b770cc8475f44e3d7ab2b2eb1282e9d792e5d94	6eec3850f7f3f4141eb28967a1d67ac20bf9ab689f4af84980588d55ef453940	CUR-2	2026-08-18
TSEM-B2-20df6f24ceb5ac2cfd669255e8e9df6d20940e6d7d0e75438d4f8282d4a1ac3a	REL-c681799397de5614b7854a39	RPTC-B2-5753185d24e361ee8f4f4cea30cc92c79948242e99f497dd8b0072ca9b01f26a	E2R-769fc86135ec73d8afe7704d8961186007974165858705a8656b9bb5031d1875	3585b081cd641fec8566b4ee541a93f2a80c5bd81b6d030f0e6d5d2fe60272f4	E2R-f89eb145055e701ede06e3fc5bf3da07f86f3582e78e3c8a9d07950177645949	41cc7e350e5be6000e0587a564163de39500c034f7de19c9c19564339feb31fb	ensafi2023_bd_csv_zip	REP-de65c996e2c07f18cdabb0c730ca6bfdadb8e7ffae281518a6912d9b0afb8e0c	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	OBJ-B2-5eb7357a4ee51e1c568ae4654fb655409f6e2c14b2e430a9878af3593829aa21	N10	OBJ-B2-5eb7357a4ee51e1c568ae4654fb655409f6e2c14b2e430a9878af3593829aa21	ENSAFI	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	TASK-B2-61184fd8b1fed4c3e1022c14450469c9a588c68d460370b066dadaf8c8d05570	6f8bd09c263281599f93fbf07b770cc8475f44e3d7ab2b2eb1282e9d792e5d94	6eec3850f7f3f4141eb28967a1d67ac20bf9ab689f4af84980588d55ef453940	CUR-2	2026-08-18
TSEM-B2-2657d4a300d3ed84dfe2de99931f09e6bff8fe5b3e90f094aa0a98d0a791a0e2	REL-f586d39d7211922886da9f95	RPTC-B2-5753185d24e361ee8f4f4cea30cc92c79948242e99f497dd8b0072ca9b01f26a	E2R-769fc86135ec73d8afe7704d8961186007974165858705a8656b9bb5031d1875	3585b081cd641fec8566b4ee541a93f2a80c5bd81b6d030f0e6d5d2fe60272f4	E2R-f89eb145055e701ede06e3fc5bf3da07f86f3582e78e3c8a9d07950177645949	41cc7e350e5be6000e0587a564163de39500c034f7de19c9c19564339feb31fb	ensafi2023_bd_csv_zip	REP-de65c996e2c07f18cdabb0c730ca6bfdadb8e7ffae281518a6912d9b0afb8e0c	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	OBJ-B2-5eb7357a4ee51e1c568ae4654fb655409f6e2c14b2e430a9878af3593829aa21	N10	OBJ-B2-5eb7357a4ee51e1c568ae4654fb655409f6e2c14b2e430a9878af3593829aa21	ENSAFI	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	TASK-B2-61184fd8b1fed4c3e1022c14450469c9a588c68d460370b066dadaf8c8d05570	6f8bd09c263281599f93fbf07b770cc8475f44e3d7ab2b2eb1282e9d792e5d94	6eec3850f7f3f4141eb28967a1d67ac20bf9ab689f4af84980588d55ef453940	CUR-2	2026-08-18
TSEM-B2-c8893434607ce172f873a668afcb65b54692611ac8c096fab05c25b08dc72f92	REL-ed3674d93fbcd45914630569	RPTC-B2-5753185d24e361ee8f4f4cea30cc92c79948242e99f497dd8b0072ca9b01f26a	E2R-769fc86135ec73d8afe7704d8961186007974165858705a8656b9bb5031d1875	3585b081cd641fec8566b4ee541a93f2a80c5bd81b6d030f0e6d5d2fe60272f4	E2R-00b49fc3872b6e094497de5c0ba17822feefc3b946c91830bee11668f8c6031b	6aebbddea746529d3b5b8505be7b9ed4b1b0d8f945e3601febbaf88b7e473a35	ensafi2023_bd_csv_zip	REP-de65c996e2c07f18cdabb0c730ca6bfdadb8e7ffae281518a6912d9b0afb8e0c	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	OBJ-B2-0c6fe7a9676b9882c07289481c26f74a1dccac0f3e70866cefcef918d08ce651	N3	OBJ-B2-0c6fe7a9676b9882c07289481c26f74a1dccac0f3e70866cefcef918d08ce651	ENSAFI	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	TASK-B2-61184fd8b1fed4c3e1022c14450469c9a588c68d460370b066dadaf8c8d05570	6f8bd09c263281599f93fbf07b770cc8475f44e3d7ab2b2eb1282e9d792e5d94	6eec3850f7f3f4141eb28967a1d67ac20bf9ab689f4af84980588d55ef453940	CUR-2	2026-08-18
TSEM-B2-661b96e82e2cfca2449d24e0e1cf496f674732ce79cf4ea1eee622f56184fe49	REL-89b5a730c80b52245609d460	RPTC-B2-5753185d24e361ee8f4f4cea30cc92c79948242e99f497dd8b0072ca9b01f26a	E2R-769fc86135ec73d8afe7704d8961186007974165858705a8656b9bb5031d1875	3585b081cd641fec8566b4ee541a93f2a80c5bd81b6d030f0e6d5d2fe60272f4	E2R-00b49fc3872b6e094497de5c0ba17822feefc3b946c91830bee11668f8c6031b	6aebbddea746529d3b5b8505be7b9ed4b1b0d8f945e3601febbaf88b7e473a35	ensafi2023_bd_csv_zip	REP-de65c996e2c07f18cdabb0c730ca6bfdadb8e7ffae281518a6912d9b0afb8e0c	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	OBJ-B2-0c6fe7a9676b9882c07289481c26f74a1dccac0f3e70866cefcef918d08ce651	N12	OBJ-B2-0c6fe7a9676b9882c07289481c26f74a1dccac0f3e70866cefcef918d08ce651	ENSAFI	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	TASK-B2-61184fd8b1fed4c3e1022c14450469c9a588c68d460370b066dadaf8c8d05570	6f8bd09c263281599f93fbf07b770cc8475f44e3d7ab2b2eb1282e9d792e5d94	6eec3850f7f3f4141eb28967a1d67ac20bf9ab689f4af84980588d55ef453940	CUR-2	2026-08-18
TSEM-B2-b68b889e3e20d737becf6a1db23c182720149946fedbda5cc6164df16c43b00a	REL-0b6385436015c470992017f1	RPTC-B2-5753185d24e361ee8f4f4cea30cc92c79948242e99f497dd8b0072ca9b01f26a	E2R-769fc86135ec73d8afe7704d8961186007974165858705a8656b9bb5031d1875	3585b081cd641fec8566b4ee541a93f2a80c5bd81b6d030f0e6d5d2fe60272f4	E2R-00b49fc3872b6e094497de5c0ba17822feefc3b946c91830bee11668f8c6031b	6aebbddea746529d3b5b8505be7b9ed4b1b0d8f945e3601febbaf88b7e473a35	ensafi2023_bd_csv_zip	REP-de65c996e2c07f18cdabb0c730ca6bfdadb8e7ffae281518a6912d9b0afb8e0c	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	OBJ-B2-0c6fe7a9676b9882c07289481c26f74a1dccac0f3e70866cefcef918d08ce651	N13	OBJ-B2-0c6fe7a9676b9882c07289481c26f74a1dccac0f3e70866cefcef918d08ce651	ENSAFI	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	TASK-B2-61184fd8b1fed4c3e1022c14450469c9a588c68d460370b066dadaf8c8d05570	6f8bd09c263281599f93fbf07b770cc8475f44e3d7ab2b2eb1282e9d792e5d94	6eec3850f7f3f4141eb28967a1d67ac20bf9ab689f4af84980588d55ef453940	CUR-2	2026-08-18
TSEM-B2-9f3797f277a213153d2d9552972082ebdd24d128a545961b2339bb598cc1e6f7	REL-51392f82de7f4c77d1bb75c1	RPTC-B2-f4a476eb10a5c079d617e9a6cbdfd52804c8ffc38d59274551bca5b9df188549	E2R-0b4f617fd321d5dbac094a436b4453995cbe617ba2ffcb134b817a6e5c55803f	2caac9a7e693d4a4f25e06b8ab48f74671f4b105a1e81cc608986e3c8db3df35	E2R-57d5bc5729dbfa22622da1ae6ad1984655e9f7b1259e1b9c391992591f2f0ad8	adf5e19844b69018028c46626e505081e3c25307bfe0a2dffb5367daf6746a3c	enbiare2021_fd_pdf	REP-09d14223894a8831f44405eff1e95fe67e00f1b43d1bc89acd4a422b8b86ac7b	8a79265d8c1f761d9f3043c2d4837a9366679314b97aaebd8d189c6bcbc716a9	OBJ-B2-ac0b2549ddf752d8bb1c5bafc94950113f7e72f3ea4c44b8ad17ac446e6aac30	N14	OBJ-B2-ac0b2549ddf752d8bb1c5bafc94950113f7e72f3ea4c44b8ad17ac446e6aac30	ENBIARE	FD ENBIARE 2021 (39 pags, 468 entradas de variable y 340 textos de reactivo) + 349 encabezados del zip BD; no se abrieron microdatos	TASK-B2-7845377c892d2a263932c15a3ec7b4daf24c7eedc7450aca4e60742cbf1205a8	7221a788eb5b45d08a6c712f690bcac1710f9fcb0048c216791b6bac30146574	6eec3850f7f3f4141eb28967a1d67ac20bf9ab689f4af84980588d55ef453940	CUR-2	2026-08-18
TSEM-B2-df64593ec536fe0581ed33504b36c88e204997e98f0fd7507d2a632e72ca8ce2	REL-a750d90d3d9e1e19938fa8c4	RPTC-B2-f4a476eb10a5c079d617e9a6cbdfd52804c8ffc38d59274551bca5b9df188549	E2R-0b4f617fd321d5dbac094a436b4453995cbe617ba2ffcb134b817a6e5c55803f	2caac9a7e693d4a4f25e06b8ab48f74671f4b105a1e81cc608986e3c8db3df35	E2R-5f7404476c66696c1c9bbbec6a2ef8ac9bfb9b8ec6b675d603242d039eaa15a3	3fb514626c7034806b88093e97031bd3c81df25186e44f96b818d1235ce7b8ad	enbiare2021_fd_pdf	REP-09d14223894a8831f44405eff1e95fe67e00f1b43d1bc89acd4a422b8b86ac7b	8a79265d8c1f761d9f3043c2d4837a9366679314b97aaebd8d189c6bcbc716a9	OBJ-B2-9185ca341effd2cf007cb76c19e00b1747f9edfaf58ab1d97aed580fa2c657c6	N12	OBJ-B2-9185ca341effd2cf007cb76c19e00b1747f9edfaf58ab1d97aed580fa2c657c6	ENBIARE	FD ENBIARE 2021 (39 pags, 468 entradas de variable y 340 textos de reactivo) + 349 encabezados del zip BD; no se abrieron microdatos	TASK-B2-7845377c892d2a263932c15a3ec7b4daf24c7eedc7450aca4e60742cbf1205a8	7221a788eb5b45d08a6c712f690bcac1710f9fcb0048c216791b6bac30146574	6eec3850f7f3f4141eb28967a1d67ac20bf9ab689f4af84980588d55ef453940	CUR-2	2026-08-18
TSEM-B2-be617246408e556f66d4ee9c5625e5a8d91dc3bfc64f41406fd4156b2eb0b1b3	REL-50587b531135ee1273f3f44e	RPTC-B2-f4a476eb10a5c079d617e9a6cbdfd52804c8ffc38d59274551bca5b9df188549	E2R-0b4f617fd321d5dbac094a436b4453995cbe617ba2ffcb134b817a6e5c55803f	2caac9a7e693d4a4f25e06b8ab48f74671f4b105a1e81cc608986e3c8db3df35	E2R-944fd39f6e09696ed973d7051bd0cd5806667eb4e3a23cacab5abc3527ee1568	d2beea8bf69baa4c2226715ed98d8ad1802801b5a2e5a345b5c816937edb7201	enbiare2021_fd_pdf	REP-09d14223894a8831f44405eff1e95fe67e00f1b43d1bc89acd4a422b8b86ac7b	8a79265d8c1f761d9f3043c2d4837a9366679314b97aaebd8d189c6bcbc716a9	OBJ-B2-898bea479a8546f0df65b9f5d3ff339105fba6a8f8a4cbb9fde1ef5cbedf9bc2	N10	OBJ-B2-898bea479a8546f0df65b9f5d3ff339105fba6a8f8a4cbb9fde1ef5cbedf9bc2	ENBIARE	FD ENBIARE 2021 (39 pags, 468 entradas de variable y 340 textos de reactivo) + 349 encabezados del zip BD; no se abrieron microdatos	TASK-B2-7845377c892d2a263932c15a3ec7b4daf24c7eedc7450aca4e60742cbf1205a8	7221a788eb5b45d08a6c712f690bcac1710f9fcb0048c216791b6bac30146574	6eec3850f7f3f4141eb28967a1d67ac20bf9ab689f4af84980588d55ef453940	CUR-2	2026-08-18
TSEM-B2-1f7c6194abd62c1ea6b29c7bbe615e358f47dadf4e84cfa8dc73dd9dd376413f	REL-08af2a451bfb04d90902eec4	RPTC-B2-6daa2aaee734cbecb65de06cec2f42327a95f705beea9e5e08d239e80cb459b1	E2R-26edb4ad0946fcd0adc6d9f52f1d9926cb51bddddc2a88edac8f77fc96756e99	f794b9e8989b0d38f754cd40df082789728d7cf075e34eb12d3cdd2f052de1d5	E2R-b002fb2c6a657d801506cc4054906b09d4070c99f0014aa1a27fbc9f0c167955	ffccd0540081f9267f179d86e24a81e260b9f75b9bf8bd55bae508ad536b4501	mex_2010_iepep_v01_m_v01_a_puf_spss	REP-7f8cdcb2ee07892a92b9aebf01bce845b5432304069518570f4be562e6db3a5e	567e024217b6ff3a095ba2e9cd92cddba7e45e1b4c56bcaa7cec8ac7e3959dc6	OBJ-B2-1af9297e3100ebf6015f9b011ed7fbacc417a345006a39cb4fd4dd256d52ef36	N28	OBJ-B2-1af9297e3100ebf6015f9b011ed7fbacc417a345006a39cb4fd4dd256d52ef36	IMPACT_EVALUATION_OF_PARENTAL_EMPOWERMENT_PROGRAM	1288 etiquetas SAV/DTA de las 4 bases IEPEP (padres, maestros, directores, alumnos) mas informe 17pp; el DDI-XML (50307 elem.) va sin texto persistido	TASK-B2-5b820d2f63b1bb107ed8b8b29c434acd2c6e58e713c07efcaf0d38af3826c202	cc7387bb12c60cbee93ddd656342712079b4b884ce189cfef8ba87f347692b25	6eec3850f7f3f4141eb28967a1d67ac20bf9ab689f4af84980588d55ef453940	CUR-1	2026-08-18
TSEM-B2-6fbf05653310d2e4453728d4f79b5c79951351f9c6ce8d7182603f677a24bb9f	REL-107500c8d4873fe4d05bb8e3	RPTC-B2-6558aec5ad97034e3a7f1aca826fe73066cc19837526ee14a5a07228755c51cc	E2R-08f4fa2a390785b8badb980690c3476f25b1e9b8b8d59a254877ae6818798278	add43b20fa864c46bc07c3850b9f5b11f9c56b0cd6a231edac0925a4f0a19fe0	E2R-168e924064ac68cdb1cc348665382859e051707fd40052e735222d250b964965	5669b0babb02c785cdc3e79c42b6d92acc8286df97d11a0700abece410a6881f	dataverse_files	REP-a434b60075ee7f698b1d34fcf37697c2db2a84839c0c961e75778625ddb60e10	6358fb5ef7aaafaa186940591c27bd4fc52c66ecca37e3e9381040c270a4096d	OBJ-B2-93c194f57b50ad25ad454fbf680371a45d880ed3da73e7c2da4ee2f9163b77d2	N27	OBJ-B2-93c194f57b50ad25ad454fbf680371a45d880ed3da73e7c2da4ee2f9163b77d2	MASS_MOBILIZATION_PROTEST_DATA_MEXICO	87 objetos de dataverse_files (31 columnas CSV, 31 variables DTA, manual 6pp) y 20 del manual; sin catalogo de codigos ni celdas de microdato	TASK-B2-af6d657fbe3b1245d43a799900121e1874e7fe61298bfe3da27e5f4749d27a7d	a0d6b7e4090d62d3ee71d23558fbad0e50c86706e0180c693d2a6cf920aad44b	6eec3850f7f3f4141eb28967a1d67ac20bf9ab689f4af84980588d55ef453940	CUR-1	2026-08-18
TSEM-B2-3c93f54e897c70d194fd4d7d06601ed1ac3a0a322db549d31f819a008d530037	REL-162b116abdb2212886430f08	RPTC-B2-9965f095cb96c3092017404518eefcd3d1295e705c220af975272470d4abf0ed	E2R-186b700f7eddd75788084a56d32b69af226be64f5ea7fe275fa42d65007b388b	df541d0074f50025ceed82aadb8d5a90f7cd9fdd23ec83faaed44c9c6e9e6b81	E2R-239cbfcb1d2c08e45915c6f8fc00cd7871b6417f179515fe45a5df92ebb637e9	857edba5b83bf5431e92cfad2cb4bde42070a2ce92070a893b0324890c4fd932	cses5_modulo5_2016_2021_cuestionario	REP-a3ae6523d18b5adb2bd245f06f130a2b7b5d716867552b410cc079dfca4a6a72	d4deba9a038639871db1625158ef437fe476a3f8b2a0edc5a8041347528abc6c	OBJ-B2-ab1a4747dc6e204bf3c7890ca1acd2897d4d11499e4434d12d052cf6dd575b89	N25	OBJ-B2-ab1a4747dc6e204bf3c7890ca1acd2897d4d11499e4434d12d052cf6dd575b89	CSES	801 secciones del cuestionario CSES M5; solo se persistieron lineas de opcion numeradas, no los enunciados; no se abrio el microdato	TASK-B2-18850caf3abb094da2cd3e737f48e15052d31dabc3272f8008c0a684a3ceead7	1f18d198f9e0e3c58ba8addf55e17d1b5f673f34ab013a9f775a647c1b201ecc	6eec3850f7f3f4141eb28967a1d67ac20bf9ab689f4af84980588d55ef453940	CUR-1	2026-08-18
TSEM-B2-c3f6fb8ab4b835af4777aabdb4ae0f53a33e69b27f18b7a23ff5080a59c0a191	REL-1d9d402e2e1aa77c9c01cb5f	RPTC-B2-6558aec5ad97034e3a7f1aca826fe73066cc19837526ee14a5a07228755c51cc	E2R-08f4fa2a390785b8badb980690c3476f25b1e9b8b8d59a254877ae6818798278	add43b20fa864c46bc07c3850b9f5b11f9c56b0cd6a231edac0925a4f0a19fe0	E2R-0693651f2885773112a6c1b5e4b041b85930bc5c2ebaf8f5bfe1a9cd04360fe9	c99778490887f7aef36f6ebf6cc11a10f7ad71e20eaa7d9961a65e007070c305	dataverse_files	REP-a434b60075ee7f698b1d34fcf37697c2db2a84839c0c961e75778625ddb60e10	6358fb5ef7aaafaa186940591c27bd4fc52c66ecca37e3e9381040c270a4096d	OBJ-B2-0cfb27be06cfef9345101b67edc80d4793eee5a5a7d7092d43d2d155df0bcb08	N17	OBJ-B2-0cfb27be06cfef9345101b67edc80d4793eee5a5a7d7092d43d2d155df0bcb08	MASS_MOBILIZATION_DATA_PROJECT_EVENTOS_MEXICO	87+20 objetos MM (columnas CSV, variables DTA, secciones del manual); terminos digital/online/internet/tramite/impuesto: ninguna variable	TASK-B2-af6d657fbe3b1245d43a799900121e1874e7fe61298bfe3da27e5f4749d27a7d	a0d6b7e4090d62d3ee71d23558fbad0e50c86706e0180c693d2a6cf920aad44b	6eec3850f7f3f4141eb28967a1d67ac20bf9ab689f4af84980588d55ef453940	CUR-1	2026-08-18
TSEM-B2-798f614ffbcda2db186353de3effc60fab97e6327a7b38df49d75d56e89eb8c6	REL-2230c5027c1ce5589c32d9b0	RPTC-B2-98c6bf0643fdb229e2057beec03f5c5f435cd160da2d08f4cf1e60db37bdeed1	E2R-1e858d3def6664eb0581c58e07cac9b604b92c414984d307647a42b3cc7a3bff	0443efceb9a411a0c8dfebcad6cb677d729f010f90d928fd9a341b62a515637f	E2R-eae97dd7a4e0442dddd43325743ca580336cb3410901b922e7935c280705c155	1b641992b74c03f1784e33a3f368715eef0923a745df208d94997936e767b052	mex_2011_lfepie_v01_m_spss	REP-57a2b9c9a38fe94c5afe0768966db9f1a5236266a8eb1373d7b2afbb0ae91592	cbebbf0faf1375ea2cf7d2e73ed995f11288e6ab6969dc1ddcbbdfbe6289a69c	OBJ-B2-a0952d443f05b2b747dc6f454b625adea5c3afea98d143d813e716123500e3be	N5	OBJ-B2-a0952d443f05b2b747dc6f454b625adea5c3afea98d143d813e716123500e3be	LARGE_SCALE_FINANCIAL_EDUCATION_PROGRAM_IMPACT_EVALUATION_2011_2	174 etiquetas SAV y 178 DTA del follow-up LFEPIE; el DDI-XML (8432 elem.) sin texto persistido; no se abrieron celdas de microdato	TASK-B2-5b5c2daec44768d33c0b41dd384adad1c50415e9040fbe53a7de02e26d9bbd3f	8e42c2de1cbc3baf40a3b1522da4c691fa66401ea5f1f85a892b9b08e833c787	6eec3850f7f3f4141eb28967a1d67ac20bf9ab689f4af84980588d55ef453940	CUR-1	2026-08-18
TSEM-B2-1565307c8ad2c489ccef81fc9249da9507d69159700ee31cfd37829fd6e7bdac	REL-32d05d4dc466d048e2961f7b	RPTC-B2-6558aec5ad97034e3a7f1aca826fe73066cc19837526ee14a5a07228755c51cc	E2R-08f4fa2a390785b8badb980690c3476f25b1e9b8b8d59a254877ae6818798278	add43b20fa864c46bc07c3850b9f5b11f9c56b0cd6a231edac0925a4f0a19fe0	E2R-168e924064ac68cdb1cc348665382859e051707fd40052e735222d250b964965	5669b0babb02c785cdc3e79c42b6d92acc8286df97d11a0700abece410a6881f	dataverse_files	REP-a434b60075ee7f698b1d34fcf37697c2db2a84839c0c961e75778625ddb60e10	6358fb5ef7aaafaa186940591c27bd4fc52c66ecca37e3e9381040c270a4096d	OBJ-B2-93c194f57b50ad25ad454fbf680371a45d880ed3da73e7c2da4ee2f9163b77d2	N27	OBJ-B2-93c194f57b50ad25ad454fbf680371a45d880ed3da73e7c2da4ee2f9163b77d2	MASS_MOBILIZATION_DATA_PROJECT_EVENTOS_MEXICO	87 objetos de dataverse_files (31 columnas CSV, 31 variables DTA) y 20 secciones del manual MM; sin catalogo de codigos legible	TASK-B2-af6d657fbe3b1245d43a799900121e1874e7fe61298bfe3da27e5f4749d27a7d	a0d6b7e4090d62d3ee71d23558fbad0e50c86706e0180c693d2a6cf920aad44b	6eec3850f7f3f4141eb28967a1d67ac20bf9ab689f4af84980588d55ef453940	CUR-1	2026-08-18
TSEM-B2-0c0681a517892d4d69606998e28f7b46d56a506cf225f08fcde9d2ce704ff071	REL-48285fd8e0a22a38147245ed	RPTC-B2-b42f06c43cb52efafc5ad883dee621baa40c92b468649dc51b521d4c4ce3e67d	E2R-ddaa354322a6631df4b0fd295e1250c5111dc0d8054e18a6570d171717e04e1b	0f34106ae79d82db4053ba247a85715be221ad50bc8ed74f658feb6c3698747b	E2R-00020d60c180f2390f62be5f80f7b7c790014361b0297154ac65f982987dfa54	c6a0f8ba16c659d0b2e178d551ae959cf30cfab0066882d9188e3b0e0841f061	cses5_modulo5_2016_2021_codebook	REP-472eadceb42f627e02b5c8d2da19c586be175499b27762ce78c99c5849833d0a	a012fd2d683603e77cb80abc82dbc076b29299359ea8ead561464fe271c24b57	OBJ-B2-f2a1441152c67c0bebde9d072a5b825d841e739335242e92e34ef7237c3f0f23	N17	OBJ-B2-f2a1441152c67c0bebde9d072a5b825d841e739335242e92e34ef7237c3f0f23	CSES	605 columnas CSV, 801 secciones del cuestionario y 5612 del codebook CSES; digital/online/internet/impuesto/servicio: sin reactivo	TASK-B2-5133bcdcf950ca28c6e18749998743610eaa4dcc9ba222cbc6644f0b0318c589	f57ff6d88ed01dbaa8ed5f5658feef7d1a9aa3ee788a445968eb57d2b012ce77	6eec3850f7f3f4141eb28967a1d67ac20bf9ab689f4af84980588d55ef453940	CUR-1	2026-08-18
TSEM-B2-7b0508e3db48d791021d404390c42bb42d26449e206d085f5890d2fd33c93980	REL-6c97fe0c5cb528557054a838	RPTC-B2-498d404698615186ad0ec8a992e380546d6ecb3162d648f0fc21e0543bba1b69	E2R-fc87b14395017f95a0340fcf0b2806f97c8ffe444d25da1b79ecad31bc411978	7147f55647e21ec051f481b5a1712a9606c54276ec030b016301d5bf2afe6851	E2R-00477e22108843245e7041aeb0a800da14ba572c0984ca67210acc8dea3792dc	10e08073b4ee86c85b104f2cf98a24e3bd1542ffddfc86269ddcf4296a35ef37	116334_v1	REP-b79742468b274360e744ce79761603a3b17bf2f51a38af89298d292e2974c657	776d56bf91535beaecef9480c352b022c3aec1ec7fae36c969ccdf6c8cc89d1c	OBJ-B2-b8b57da956292d8ed0a34e8d48389dd99398f48dede2e73d1782115745fb4a3c	N3	OBJ-B2-b8b57da956292d8ed0a34e8d48389dd99398f48dede2e73d1782115745fb4a3c	MICROCREDIT_IMPACTS_RANDOMIZED_MICROCREDIT_PROGRAM_PLACEMENT_EXP	124 etiquetas del .dta de analisis AEJ, Readme 4pp, LICENSE y 567 elementos XML sin texto; el paquete de replica no incluye cuestionario	TASK-B2-30b166b51b23274ebb07b0b9093492000ee10e79535a5491a078ae52168ba4aa	443af46bd4ba7b08c56639d362e6cd14aca6120a860f7896bec53cf9fad4876d	6eec3850f7f3f4141eb28967a1d67ac20bf9ab689f4af84980588d55ef453940	CUR-1	2026-08-18
