id	encuesta	ola	universo	variable	estimador	ponderador	escala	grado_dependencia	grado_dependencia_evidencia	publicada	cv_arbitro	n_no_ponderado	frase_discriminacion	post_corte_u_ola_retenida	dominio	dificultad	estrato	origen_manifiesto_id	estado_filtro_i_publicada	estado_filtro_iii_cv	adjudicacion
CAND-f431564ff4faf6b19ff2	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P11_2_1	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":false,""codigos"":[""9""]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-8859c1abb643f8978e1b	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P11_2_2	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":false,""codigos"":[""9""]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-51ec2903096d693e60bb	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P11_2_3	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":false,""codigos"":[""9""]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-5a60965a0acebb742241	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P12_1	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Nada""},{""codigo"":""2"",""etiqueta"":""Otro valor""}];missing={""ausencia_documentada"":false,""codigos"":[""9""]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-ad930c243b0e88c04e71	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P12_2	DISTRIBUCION_PONDERADA	fac_per	"tipo=CATEGORICA;codificacion=[{""codigo"":""1"",""etiqueta"":""Más de 102 pesos""},{""codigo"":""2"",""etiqueta"":""Exactamente 102 pesos""},{""codigo"":""3"",""etiqueta"":""Menos de 102 pesos""}];missing={""ausencia_documentada"":false,""codigos"":[""8"",""9""]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-612fafca1f793c121c76	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P12_3	DISTRIBUCION_PONDERADA	fac_per	"tipo=CATEGORICA;codificacion=[{""codigo"":""1"",""etiqueta"":""más de 110 pesos?""},{""codigo"":""2"",""etiqueta"":""exactamente 110 pesos?""},{""codigo"":""3"",""etiqueta"":""menos de 110 pesos?""}];missing={""ausencia_documentada"":false,""codigos"":[""8"",""9""]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-63c92129a340daef3cc2	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P12_4	DISTRIBUCION_PONDERADA	fac_per	"tipo=CATEGORICA;codificacion=[{""codigo"":""1"",""etiqueta"":""más de lo que puede comprar hoy?""},{""codigo"":""2"",""etiqueta"":""lo mismo?""},{""codigo"":""3"",""etiqueta"":""menos de lo que puede comprar hoy?""}];missing={""ausencia_documentada"":false,""codigos"":[""9""]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-f15d8023f40631f1caa8	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P13_1	DISTRIBUCION_PONDERADA	fac_per	"tipo=CATEGORICA;codificacion=[{""codigo"":""1"",""etiqueta"":""solo usted?""},{""codigo"":""2"",""etiqueta"":""usted y otra(s) persona(s)?""},{""codigo"":""3"",""etiqueta"":""solo otra(s) persona(s)?""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-16709282427f7a3f4ef5	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P13_2_1	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-db23a20513190002ccb4	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P13_2_2	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-983a899db126df4071fd	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P13_2_3	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-7a4969ad434806a5c8dd	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P13_2_4	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
