tarea_observacion_id	run_id	snapshot_t0_sha256	activo_id	objeto_logico_id	familia_logica_id	ruta_localizador	grado_inspeccion	metodo	criterio_parada	estado_plan
TOBS-04399972ce2925678ac7c588	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-1972fcfb5222500cd0a37c4f	OBJ-a859fd6c4b1784dd91ef341d	FAM-d8e1473915d8196b88d9245a	/home/pc0/mm-corpus/raw/enaproce2018/ejem_base_pyme_ciega_sav.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-04f20d6096a23e91595f0205	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-7b4e9e713e32248a21ef0e23	OBJ-ea6fd0407bf10b6ff0f4b405	FAM-3a1d8f4a0af3c67f1f842602	/home/pc0/mm-corpus/raw/mociba2024/mociba2024_bd_dbf.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-0598cc1710be8236001c2025	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-9741020dab6d2bc85ddbfb38	OBJ-e91a53e197f37e148fdd884d	FAM-b25f9795a1eea56b3ad2a561	/home/pc0/mm-corpus/raw/envipe2024/bd_envipe_2024_dbf.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-05a6e87ab85241db48a2817f	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-ff61051a67713191aaba32de	OBJ-0f45fa7b19b562f4a0fea263	NO_DETERMINADO	/home/pc0/mm-corpus/raw/encup_2001_cuestionario_pdf.pdf	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-0644ed68141ca0b09e6c204f	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-af43305cca368cb1490135b9	OBJ-380dd97ebc17f92ac895fc15	FAM-b5f84b2aeedf06e473d20b46	/home/pc0/mm-corpus/raw/mociba2019/mociba2019_fd.xlsx	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-0706bf887bb70c19a29c1232	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-5af216c2c20ec2a27ce0f9fe	OBJ-b5c8e0959050bdadc28c1929	FAM-0f17ec580f2f35855eb702c1	/home/pc0/mm-corpus/raw/endireh2006/fd_endireh06.xls	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-08b4b30d729626b7a0a55773	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-55e8a2bfc493ef9f78e67621	OBJ-4de0e62ae7950e6a4f1b31eb	FAM-cd480744b11745fd214cdfea	/home/pc0/mm-corpus/raw/base_datos_enadid23_csv.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-090baeae05dd15c44ead2544	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-5f392e087751227c46bb94ad	OBJ-8e97193106f57c30149941fe	FAM-954922b0ad7ab75cbfdb358c	/home/pc0/mm-corpus/raw/engasto2013/gasto_de_consumo_ajustado_constante_dta.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-099d48cecf37147521019570	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-93d8c49edce0f749173cad80	OBJ-ab3a2c69df547f113e7f9600	FAM-89b90f0a6a56c89cc60c4ac0	/home/pc0/mm-corpus/raw/enut2019_bd_csv.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-0b2921d5b2b0f2e8cc41e0d3	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-4f363977959ed35f8b8af29b	OBJ-b8096e49a4193d370db2faef	FAM-367fabde7d485cdb04b62ae1	/home/pc0/mm-corpus/raw/mociba2025/mociba2025_bd_dta.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-0be9750619ce1ea4947840ba	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-f65952fd3050db5517180588	OBJ-cc0c835661bb6fcbdb504d9b	FAM-109c7d5c3f123e79f9cc2e71	/home/pc0/mm-corpus/raw/mociba2016/mociba2016_bd_dbf.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-0cac2580d867a80394000d07	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-1a8c0a4bb132d627e00939ab	OBJ-8be005fab74fb621297776fe	FAM-3f6a5ebd2c07d04c7d2d4932	/home/pc0/mm-corpus/raw/enut2002_fd.pdf	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-0ce800132b2c5c0a5b26258f	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-2ab6194be53f7a53e74dd3df	OBJ-9821db145962bd59d4f05134	FAM-0a9341d9aec1b46db2d046b0	/home/pc0/mm-corpus/raw/enaproce2015/ejem_base_micro_ciega_csv.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-0d0db45496e8f71e607f8459	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-8e11c5920f9bc816e4554b06	OBJ-9ffcabb230254c20b44d9a07	NO_DETERMINADO	/home/pc0/mm-corpus/raw/conjunto_de_datos_enoen_2021_1t_csv.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-0d6142b2dd52cf3789af8bc5	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-10045d5927dbd6886057359c	OBJ-86abf44237b7d90676bf55d7	NO_DETERMINADO	/home/pc0/mm-corpus/raw/conjunto_de_datos_enoe_2023_2t_csv.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-0df8be59b72c33879c362bac	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-8a91a76242ffd25aa4a74feb	OBJ-5bb99e9d92a6b6711e230cb3	NO_DETERMINADO	/home/pc0/mm-corpus/raw/ennvih/eloc09dta_all.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-0e7fc1d351346bdbf53467c4	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-4b8465d5a198812bc1e90e22	OBJ-101b9c1360e31830459d4f14	FAM-3c8bed691a3e5e1342b9c83c	/home/pc0/mm-corpus/raw/enut2024_fd.xlsx	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-0ec06d919ea802ec094bc42c	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-d36c23d77e14287c59f70067	OBJ-8317317aa59ca7effed664e6	FAM-74110b20e099c4ae648866d4	/home/pc0/mm-corpus/raw/con_basedatos_proy2010.pdf	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-0f36f5d576178f9b41baf0c8	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-b26b1e3bafcf2a01a137620f	OBJ-fb16691e0c576d6653cdc595	FAM-c1a3aa42f5e1710018f2ed00	/home/pc0/mm-corpus/raw/mociba2015/mociba2015_fd.xlsx	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-0f4ad3895453078fa0f879c3	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-a9a5d97a54f08a774dac0eec	OBJ-61ce985c648b5adfccb12cb5	NO_DETERMINADO	/home/pc0/mm-corpus/raw/ennvih/ehh09dta_all.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-0f6c75fc168b39e8c3dbd86d	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-e8642043b05d2f2c94abcefc	OBJ-b8199d0fe087fbb98c041037	NO_DETERMINADO	/home/pc0/mm-corpus/raw/ennvih/ehh09cb_all.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-0f8dac507fc289b56679b0c8	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-e3c11ed20522f53901ff21d2	OBJ-5dd570306728c950041cf22d	FAM-13598a3029d7980e46b84c02	/home/pc0/mm-corpus/raw/envipe2015/bd_envipe2015_dbf.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-0fa794483c9a983ce349e4d2	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-61c8325d1165178861f16fcb	OBJ-d360176863b73a9ba825e614	FAM-35fd239d24c9f234240bd80f	/home/pc0/mm-corpus/raw/eder2011/eder2011_bases_dbf.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-0fa9c79d46d4a775460529c8	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-cd08f6abb213a45175d29a97	OBJ-f0ac271b8f92d2b52d6332e7	FAM-9037c2f3a3bed9d6115e4167	/home/pc0/mm-corpus/raw/Censo2020_CEU_descriptor_bd.xlsx	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-0fd9c68205059df03241ed35	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-e58bbdd266d0ca7d1713aca2	OBJ-31cdd564763cb21fce66ac5b	FAM-6d78d602f7b2a8e4ad2a37d4	/home/pc0/mm-corpus/raw/envipe2011/fd_envipe2011.xls	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-1142db8d86d9bab066807a0c	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-465d265a3e72cc757951b8dc	OBJ-1e9d1fcf18bd21aaddb024d8	NO_DETERMINADO	/home/pc0/mm-corpus/raw/enaproce2018/ejem_base_pyme_ciega_dta.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-11e8fec99e46e4f2250e4d70	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-515d7c6ce0a8edece47b25c5	OBJ-73e2b2b8e98b99a36a072564	FAM-164af63468fd390bf8200476	/home/pc0/mm-corpus/raw/engasto2013/persona_sav.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-120006936e8e936427ce4d7b	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-3813a140c5e613edaaf6161e	OBJ-1bfacf3085c8d16196478478	FAM-423f516f70e63c7b68748eeb	/home/pc0/mm-corpus/raw/mociba2023/mociba2023_bd_RData.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-12108d9a077f6ced7f0c9ecf	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-2ba6f602eb9f390f86dd0f55	OBJ-d2e96792005c2d4a6ac476db	FAM-164af63468fd390bf8200476	/home/pc0/mm-corpus/raw/engasto2012/persona_sav.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-1213c9b4c771d30844bb8d2b	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-93e5aeae5f8afea492eec60b	OBJ-b3502bccead813a10cefbb4c	NO_DETERMINADO	/home/pc0/mm-corpus/raw/Censo2020_cuest_ampliado.pdf	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-12d0a7e50949418fa62e1649	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-7153310a11766743708c08e6	OBJ-18e69ce70fc136ce6a239275	NO_DETERMINADO	/home/pc0/mm-corpus/raw/conjunto_de_datos_enoe_2025_1t_csv.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-12e85606cfa3aa23e4b7edfd	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-45eacdccdedc6ec10b2b59ed	OBJ-1e3792ae719a9504fcf23ab7	NO_DETERMINADO	/home/pc0/mm-corpus/raw/ennvih/doc/ehh05cb_b2.pdf	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-13038b2efaa1a0e82b308c60	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-9f01ec9c8e6fa17e97bd4fd1	OBJ-f3916e5bd7c3fe983064ef79	NO_DETERMINADO	/home/pc0/mm-corpus/raw/conjunto_de_datos_enoe_2019_1t_csv.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-1303f7e36e89cf35de145cd4	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-3c41c31e1f43f55ace37b764	OBJ-f7c0cdc577dd0a211760eb83	NO_DETERMINADO	/home/pc0/mm-corpus/raw/encig19_cuestionario.pdf	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-13b8f4651b0cfeb20dee5938	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-17b8d663f8631f41e3438b89	OBJ-e9b4823713ff92b7b960ac93	NO_DETERMINADO	/home/pc0/mm-corpus/raw/conjunto_de_datos_enoe_2019_4t_csv.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-141893a10c78230f9e49bd02	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-d0b7eec2f67fc5c12540c2d4	OBJ-3a05a1e4a71391f3b0cb11fb	FAM-3a1a2e9dc3cb62803e69974c	/home/pc0/mm-corpus/raw/mociba2022/mociba2022_bd_csv.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-1440b5a1f06d08ec5466847f	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-57c47992c50cdc1087e04b8c	OBJ-c18d75c9bbca6f6d313d9225	FAM-b08b86200b87ad6bfa743262	/home/pc0/mm-corpus/raw/enaproce2018/ejem_base_pyme_ciega_xlsx.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-1471a1fc56cda3c2fe1af5ba	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-d526c53c1e43c229d404aa67	OBJ-a947605eaf535d286f968657	FAM-17c5625147956216bb78d79b	/home/pc0/mm-corpus/raw/envipe2023/bd_envipe_2023_dbf.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-15224bfef0c300bee9b5402c	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-3bc7788e8e9bc98d02d02d08	OBJ-63fc8ad98621aa880f13ea01	FAM-3cecf67a03200a260f8d1f05	/home/pc0/mm-corpus/raw/enif_2015_modelo_datos.pdf	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-154fd073bc93572842840e24	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-265bd0346cdb2da191734c4e	OBJ-4654e0d13cee1bb914127533	NO_DETERMINADO	/home/pc0/mm-corpus/raw/conjunto_de_datos_enoen_2020_3t_csv.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-16175a49a1ffe178e47d24db	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-3467b045b06a565006eee6af	OBJ-f0871846416213e103b21d43	FAM-9b02831e1cca66b3351e0cce	/home/pc0/mm-corpus/raw/R3.4_Banxico_CoDi_SPEI/banxico_sie_cuadro_CF881_cuentas_validadas.html	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-1736e1e856a921a8f0fe5577	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-da6a2dddf607568065c4ddcd	OBJ-c4f5b6b9568f68ef24011920	FAM-880d7d25bcd7b010480d2692	/home/pc0/mm-corpus/raw/envipe2017/fd_envipe2017.pdf	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
