tarea_observacion_id	tarea_origen_id	activo_id	ruta_local	hash_local	join_reutilizacion	expediente_origen
TOBS-04399972ce2925678ac7c588	TOBS-59a239c27a201c058563fd1f	ACT-1972fcfb5222500cd0a37c4f	enaproce2018/ejem_base_pyme_ciega_sav.zip	b23d46932c26d36c335acd680b9c78ca9ea88ee0aa14c278fc3f8dc17b128796	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-59a239c27a201c058563fd1f
TOBS-04f20d6096a23e91595f0205	TOBS-ae4136ef4be8642a03f2cb9c	ACT-7b4e9e713e32248a21ef0e23	mociba2024/mociba2024_bd_dbf.zip	023a0e1ac28266cc896266e868c78e770c14ff4fc7cf5af2ed57705ea8ccebb6	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-ae4136ef4be8642a03f2cb9c
TOBS-0598cc1710be8236001c2025	TOBS-7e077ae83ee772fc0a7ff5c0	ACT-9741020dab6d2bc85ddbfb38	envipe2024/bd_envipe_2024_dbf.zip	ece8512747e7c6035e77d5c077a41e5cb433431a37a4cbcfa5ad1eeb7c8c5578	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-7e077ae83ee772fc0a7ff5c0
TOBS-05a6e87ab85241db48a2817f	TOBS-1b4890eec01cec44925702ef	ACT-ff61051a67713191aaba32de	encup_2001_cuestionario_pdf.pdf	bb33eeddc30bc8acfea43400c34b9d0e53ad3bb9d6c63d92fbc9f16c835f98cf	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-1b4890eec01cec44925702ef
TOBS-0644ed68141ca0b09e6c204f	TOBS-1bc0af73bbf529aedb8eb10f	ACT-af43305cca368cb1490135b9	mociba2019/mociba2019_fd.xlsx	ca5e5ff0272f1ce4d7545fda9ee3ac24843aba617582fa31dfe5788ac9091d27	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-1bc0af73bbf529aedb8eb10f
TOBS-0706bf887bb70c19a29c1232	TOBS-78b1a37948e70098d9b90c3a	ACT-5af216c2c20ec2a27ce0f9fe	endireh2006/fd_endireh06.xls	019b47033407762dc48a849643b35a8d924ee5a6cc391221f8fd2ae79be83e4c	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-78b1a37948e70098d9b90c3a
TOBS-08b4b30d729626b7a0a55773	TOBS-dabc2517332216ba1dcd7552	ACT-55e8a2bfc493ef9f78e67621	base_datos_enadid23_csv.zip	995d448ab298251d441e437fc4a368f84879a8b74fa7bc103dc189434cbfaa18	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-dabc2517332216ba1dcd7552
TOBS-099d48cecf37147521019570	TOBS-d1a415f27727235a83b1286b	ACT-93d8c49edce0f749173cad80	enut2019_bd_csv.zip	d3da76a02cdd36229ab8d744a951b18b545e261959d9b8f1ca1161591bd5856d	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-d1a415f27727235a83b1286b
TOBS-0b2921d5b2b0f2e8cc41e0d3	TOBS-bc46253911cb9921ec73cce9	ACT-4f363977959ed35f8b8af29b	mociba2025/mociba2025_bd_dta.zip	dd7e83e949b609ebb5fa9664908122c73015fff00d0d29b7e45bbcecebb4cfc6	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-bc46253911cb9921ec73cce9
TOBS-0be9750619ce1ea4947840ba	TOBS-438a7c12cc017b2d1ffab0b8	ACT-f65952fd3050db5517180588	mociba2016/mociba2016_bd_dbf.zip	29941a375e0f23c1bec26c6e82c6e8cac4a4421055cc7dfee6d23874ede2dfa8	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-438a7c12cc017b2d1ffab0b8
TOBS-0cac2580d867a80394000d07	TOBS-08aa013781b70658da94e3db	ACT-1a8c0a4bb132d627e00939ab	enut2002_fd.pdf	b2073ec7cdba45b297130d021ec0465750b5ea94df6599f09971332d7a3491d6	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-08aa013781b70658da94e3db
TOBS-0ce800132b2c5c0a5b26258f	TOBS-9e8ee74317fa889e11f2cbef	ACT-2ab6194be53f7a53e74dd3df	enaproce2015/ejem_base_micro_ciega_csv.zip	01aafb888b447badb8506ef6cf7562a885a69c666561e61fccd178903d758623	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-9e8ee74317fa889e11f2cbef
TOBS-0d0db45496e8f71e607f8459	TOBS-d6c8619299e10d876ef453ce	ACT-8e11c5920f9bc816e4554b06	conjunto_de_datos_enoen_2021_1t_csv.zip	b92ab5c27ccaf4cc15dd76f715f1022c44af0b844d2fb4ebf3d1ec5bb1a16461	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-d6c8619299e10d876ef453ce
TOBS-0d6142b2dd52cf3789af8bc5	TOBS-c45683f51f0ea1ef2d7a32c8	ACT-10045d5927dbd6886057359c	conjunto_de_datos_enoe_2023_2t_csv.zip	b5efd0e94be25a9aaad852e652e4653bd2eaafef4df92e3fd206d5f3e0046b10	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-c45683f51f0ea1ef2d7a32c8
TOBS-0df8be59b72c33879c362bac	TOBS-07d685acd011fb32ffadf569	ACT-8a91a76242ffd25aa4a74feb	ennvih/eloc09dta_all.zip	da3d4d6f80943d85d481f021b50771956bedaec3a8c257753d46e31b65000406	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-07d685acd011fb32ffadf569
TOBS-0e7fc1d351346bdbf53467c4	TOBS-7f27d7133af78271c029115b	ACT-4b8465d5a198812bc1e90e22	enut2024_fd.xlsx	4a7dddf1bc0612f5e72694b146848804edc47d8f00c86e7d34d1cfb8f5ec3f58	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-7f27d7133af78271c029115b
TOBS-0ec06d919ea802ec094bc42c	TOBS-e890ec00cb465ccff50057f6	ACT-d36c23d77e14287c59f70067	con_basedatos_proy2010.pdf	6e70a3a910d3c6b2885ef4c72a9dbab0a50b974d403f10ef34eac437372877f5	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-e890ec00cb465ccff50057f6
TOBS-0f36f5d576178f9b41baf0c8	TOBS-c3daee850615ac97e773313a	ACT-b26b1e3bafcf2a01a137620f	mociba2015/mociba2015_fd.xlsx	d22b978b21b40464727e4218fcb42b2a7d255f7e418451e9144883962e6743d2	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-c3daee850615ac97e773313a
TOBS-0f4ad3895453078fa0f879c3	TOBS-d2aa8e025482e1361dae0f24	ACT-a9a5d97a54f08a774dac0eec	ennvih/ehh09dta_all.zip	00a7649a1839a3523be22612c2fa3555d5e743cf5329d6bcdc432b901e98bd15	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-d2aa8e025482e1361dae0f24
TOBS-0f6c75fc168b39e8c3dbd86d	TOBS-c7dd7347b41f03a6b0cdbf88	ACT-e8642043b05d2f2c94abcefc	ennvih/ehh09cb_all.zip	1e23ee82ac16f1f977daa78f017753045a459dc468ba599c1ec4011cc08ef059	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-c7dd7347b41f03a6b0cdbf88
TOBS-0f8dac507fc289b56679b0c8	TOBS-c514846e22d78ee7103e3504	ACT-e3c11ed20522f53901ff21d2	envipe2015/bd_envipe2015_dbf.zip	6c2fcb165a179b0ca5e7d956a3673b375d26309be5a4748eabc31545add66a8d	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-c514846e22d78ee7103e3504
TOBS-0fa794483c9a983ce349e4d2	TOBS-7cf877365bf2e249dd1d6cea	ACT-61c8325d1165178861f16fcb	eder2011/eder2011_bases_dbf.zip	c6f9f0a55c48bada7455d21fe70c415d7593bfd1517d7f508105df44db1fe82f	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-7cf877365bf2e249dd1d6cea
TOBS-0fa9c79d46d4a775460529c8	TOBS-8d5cd83f10fcc1b688e461d2	ACT-cd08f6abb213a45175d29a97	Censo2020_CEU_descriptor_bd.xlsx	b497acecd542c50379fcb505b84e4bf016caae99fb440bbd8655384372e5a87e	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-8d5cd83f10fcc1b688e461d2
TOBS-0fd9c68205059df03241ed35	TOBS-82cfa3db924f11bde8ee737f	ACT-e58bbdd266d0ca7d1713aca2	envipe2011/fd_envipe2011.xls	d296c9f18cdb6f89b6d589f3b3665dbe88c2b3ebe50b7c9b955041d76b0fb99a	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-82cfa3db924f11bde8ee737f
TOBS-1142db8d86d9bab066807a0c	TOBS-b0f821030205f5049a00ec29	ACT-465d265a3e72cc757951b8dc	enaproce2018/ejem_base_pyme_ciega_dta.zip	5530460e27b194817fa49c12bcb4129bbf78539f3d959ab740b575421ed56a9d	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-b0f821030205f5049a00ec29
TOBS-120006936e8e936427ce4d7b	TOBS-369e5791bc56dc0dd67f9c0f	ACT-3813a140c5e613edaaf6161e	mociba2023/mociba2023_bd_RData.zip	7860c46a622134665054b45d65b2e0a2992587451cb1076ec75e01e96edd92aa	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-369e5791bc56dc0dd67f9c0f
TOBS-12108d9a077f6ced7f0c9ecf	TOBS-50537fa534ac5cb7edd55972	ACT-2ba6f602eb9f390f86dd0f55	engasto2012/persona_sav.zip	4904f4f347d94e2157a7a318cf3dc1ac39eca46c1aa99d16eacb90140a17f6b2	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-50537fa534ac5cb7edd55972
TOBS-1213c9b4c771d30844bb8d2b	TOBS-5ae0b7f3bbff108a6ebf656a	ACT-93e5aeae5f8afea492eec60b	Censo2020_cuest_ampliado.pdf	4a88b9b7a3e8c7dfae2804008ddb5082522a8f9e2bd63880fc34fdde1b972272	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-5ae0b7f3bbff108a6ebf656a
TOBS-12d0a7e50949418fa62e1649	TOBS-148ff797f2934926c7cc79bc	ACT-7153310a11766743708c08e6	conjunto_de_datos_enoe_2025_1t_csv.zip	3931e7c9242147da6ebf9badb1e2b9a59d43d95a9811e077232be406c4ce6691	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-148ff797f2934926c7cc79bc
TOBS-12e85606cfa3aa23e4b7edfd	TOBS-f3f11c8d2685e1cc7c91d4cc	ACT-45eacdccdedc6ec10b2b59ed	ennvih/doc/ehh05cb_b2.pdf	729494859ce9e166f73f3d1d800ccc05f7d89bea1077d625d1670a64d1bdc272	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-f3f11c8d2685e1cc7c91d4cc
TOBS-13038b2efaa1a0e82b308c60	TOBS-a3ef902fd33d2a448dfd220e	ACT-9f01ec9c8e6fa17e97bd4fd1	conjunto_de_datos_enoe_2019_1t_csv.zip	fffc14c0b6e7f1e3ea33ce587dad4716820313fc6de9c5c34542c6495175ed4b	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-a3ef902fd33d2a448dfd220e
TOBS-1303f7e36e89cf35de145cd4	TOBS-bc57a1cceeb7086a9eca06ef	ACT-3c41c31e1f43f55ace37b764	encig19_cuestionario.pdf	8ff04e1c60399633504b83a907af3b1bcf027e80dafca23e574d219920d868be	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-bc57a1cceeb7086a9eca06ef
TOBS-13b8f4651b0cfeb20dee5938	TOBS-44dd64d521b19e2728e1f90d	ACT-17b8d663f8631f41e3438b89	conjunto_de_datos_enoe_2019_4t_csv.zip	5cdbc8ac79f8366f59f7062ec83bf72cc5140c00b53f4d4cc8f5afe2e07c5efe	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-44dd64d521b19e2728e1f90d
TOBS-141893a10c78230f9e49bd02	TOBS-eb3057bfced86900a212d41c	ACT-d0b7eec2f67fc5c12540c2d4	mociba2022/mociba2022_bd_csv.zip	df186f09f6ccb2791a4e638672b8aba272b7ffe36cd6262d066da73ef9f0126d	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-eb3057bfced86900a212d41c
TOBS-1440b5a1f06d08ec5466847f	TOBS-33cb0f7bfdf1c5e73d3d7152	ACT-57c47992c50cdc1087e04b8c	enaproce2018/ejem_base_pyme_ciega_xlsx.zip	db5154a3bbfb8b84e2b1a6d0861e7cf7633f1ab932a5a8dac872d11916f9166f	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-33cb0f7bfdf1c5e73d3d7152
TOBS-1471a1fc56cda3c2fe1af5ba	TOBS-dc70b03644a8a4993e459d06	ACT-d526c53c1e43c229d404aa67	envipe2023/bd_envipe_2023_dbf.zip	829806a21611df053ea05cc5fa804bbbe7ba701a91601a2c52f3e312d5175b53	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-dc70b03644a8a4993e459d06
TOBS-15224bfef0c300bee9b5402c	TOBS-bd65b45a97bde72bf0f73652	ACT-3bc7788e8e9bc98d02d02d08	enif_2015_modelo_datos.pdf	ad534b036e7365324d92274d066eafbe179d49671fca9d3c3c2bbe05ccd8ac2b	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-bd65b45a97bde72bf0f73652
TOBS-154fd073bc93572842840e24	TOBS-5b1b93e1add0cbe252df18bd	ACT-265bd0346cdb2da191734c4e	conjunto_de_datos_enoen_2020_3t_csv.zip	e07984bfc96bd75a1eeed09c122a636ea7a1d7300b44d88577116a781a49068a	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-5b1b93e1add0cbe252df18bd
TOBS-16175a49a1ffe178e47d24db	TOBS-338f9bff4a47fee1d1e823e0	ACT-3467b045b06a565006eee6af	R3.4_Banxico_CoDi_SPEI/banxico_sie_cuadro_CF881_cuentas_validadas.html	1debc7f3cc65edde5ef8c48544c03bf7dd6244a836dd19ad299c138e25fc3f55	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-338f9bff4a47fee1d1e823e0
TOBS-1736e1e856a921a8f0fe5577	TOBS-dcf3a7f4fa7fc4b547c81a2d	ACT-da6a2dddf607568065c4ddcd	envipe2017/fd_envipe2017.pdf	a633224e86cd6c19fdedfb898303ab36e2e68df7b71894ab6d18c72bec669538	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-dcf3a7f4fa7fc4b547c81a2d
TOBS-196e2c71344252115ec91acb	TOBS-41bdc623ea0434b54cedbc1d	ACT-3819495d61ff039e346335bc	mociba2023/mociba2023_bd_dta.zip	8669bc65bd72f9291d7eb900eddd7edb40b11fb02bc311e76c2d901a673cf6fd	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-41bdc623ea0434b54cedbc1d
TOBS-1988fae9248fddbce1a8c8b2	TOBS-101fd0acafb64f990631c2bd	ACT-f879f21b10b2b58968d3bda8	ennvih/ehh05cb_all.zip	1bbbb7ee97bd8d1273213e0d4d2ee616198405d32bc145df9236efa2940f210b	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-101fd0acafb64f990631c2bd
TOBS-19d5e1387be5e974bfd91802	TOBS-5d647edff025a49e354a2044	ACT-658ef3182106821ed87f8cfa	DescargaMasivaOD_582026_171540_NACIONAL_7930url.xml	ebd66f3dd4975252bf18f28e8495cb9be2a2f66c8ca538dcaef339dbbcbbcb8d	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-5d647edff025a49e354a2044
TOBS-1a8d1204ebafb51c25c45a77	TOBS-ac5897ef35a7c2678110510f	ACT-09e4ebd63b2cc052b35d92ce	R2.1_R2.2_R10.2_RNM_microdato/inegi_rnm_518_download_19219_informe_final_levantamiento.pdf	ccde5597f5afe98464a4af1298d37223c69641a25b12d0d1b51f4cf91f30fa24	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-ac5897ef35a7c2678110510f
TOBS-1c2b9dbb6269a625e18f6be5	TOBS-e63ff916b59c4e692530f99b	ACT-0e5ff0c2509f8002433b1629	enif_2015_bd_sav.zip	e785205ca9aace206d57e78350e2e3ba4b1b1827d6791d11e2716f5063ca6859	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-e63ff916b59c4e692530f99b
TOBS-1c565b22b48f3a26646b2554	TOBS-682d91596161c296d6434f21	ACT-d57de316562656632a4ee213	ennvih/guia_de_usuario_ennvih-3.pdf	f5e884eb6d923211ea21bf98c5584d87cb04e7540c62d59d6812bbaa28401ba8	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-682d91596161c296d6434f21
TOBS-1c7ee3524649c05a4bf12396	TOBS-fa7ee8997b59703cfa7d27eb	ACT-efb81cdb37209beb5e72c367	mociba2015/mociba2015_bd_dbf.zip	2e55f731d7e164337e6be15651b7e8e3848084502c5d3169e69a2fe4211e7faa	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-fa7ee8997b59703cfa7d27eb
TOBS-1f568fd741c2f82ab370ef08	TOBS-a131817fe57ec1ee97b8f34c	ACT-bb012405d0ee778424be6d6f	Censo2020_CEU_eum_csv.zip	49f2dd9563d9dda71f884b57655ecd1b34607c51acca72f8647403810a84d2cd	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-a131817fe57ec1ee97b8f34c
TOBS-21bc167cfadba76b72d15784	TOBS-5093935a29adb353dd8e4b27	ACT-418a17d28674e1a387b2079f	endireh2006/bd_endireh_2006_csv.zip	e6529c97b6355e01fa48c15ae0aee398090f4a094dd84b42cfc112e929d938f0	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-5093935a29adb353dd8e4b27
TOBS-22bfec8f539da458fb9c8320	TOBS-d894eebfac3af155b5d2c8f7	ACT-f85b90b8d19c0a50c3b8f1ee	cuest_principal_envipe2019.pdf	12abd4afc9e3f8df87a4011671aa25c0650c84923cc5733a9df9236489239938	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-d894eebfac3af155b5d2c8f7
TOBS-239968fef059836bd82275aa	TOBS-22a2a05bcc5dac78fa52bcfc	ACT-c00fc5e171f58a0298f281a9	mociba2023/mociba2023_fd.xlsx	f4a5d24cd9b8664ef4f2965547090da115948e82796851f97b0a47b59303dea4	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-22a2a05bcc5dac78fa52bcfc
TOBS-2403da0eab3202023448939c	TOBS-1f1e87787ce9ea772824e4da	ACT-2573f8453f16afc176958dfa	ennvih/eloc05q_all.zip	eb9aee58ebeb3206f77f7d75931fb298d8b50b03a0f8d793300f9dfbcaa06f2c	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-1f1e87787ce9ea772824e4da
