reporte_id	tarea_observacion_id	activo_id	objeto_logico_id	afirmacion_tipo	objeto_inspeccionado	universo_inspeccionado	metodo	valor_o_descripcion	evidencia_ref	localizador	limitacion	bloqueo	siguiente_objeto_no_inspeccionado
RINS-01ab7ef7e97e7a3a1f0b7eca	TOBS-96c758050258c87a2d4b2432	ACT-e8a38ba476ec013f5d27a512	OBJ-df0387b36307923cec6d5876	NO_DETERMINADO	endireh2003/bd_endireh_2003_dbf.zip	estructura y metadatos observables de la representación local	inspección estructural sin adjudicación	unidad de observación y significado semántico no determinados por inspección mínima	sha256:9c5143ff7ae57b1e60cb0049eba6addb4be65fdeb5fe4690c8648f23edb1cb6d	/home/pc0/mm-corpus/raw/endireh2003/bd_endireh_2003_dbf.zip	No se infiere unidad desde nombres de archivo o campo	NINGUNO	documentación semántica o contenido completo, si una orden superior lo solicita
RINS-01ab7ef7e97e7a3a1f0b7eca	TOBS-96c758050258c87a2d4b2432	ACT-e8a38ba476ec013f5d27a512	OBJ-df0387b36307923cec6d5876	NO_INSPECCIONADO	endireh2003/bd_endireh_2003_dbf.zip	frontera exacta descrita en limitación	registro explícito de frontera	Se abrió el contenedor completo y se enumeró su directorio central; solo se leyeron encabezados de miembros CSV/TSV/TXT/DBF con compresión soportada, no el contenido completo de los demás miembros.	sha256:9c5143ff7ae57b1e60cb0049eba6addb4be65fdeb5fe4690c8648f23edb1cb6d	/home/pc0/mm-corpus/raw/endireh2003/bd_endireh_2003_dbf.zip	Se abrió el contenedor completo y se enumeró su directorio central; solo se leyeron encabezados de miembros CSV/TSV/TXT/DBF con compresión soportada, no el contenido completo de los demás miembros.	NINGUNO	contenido fuera de la frontera
RINS-01acad7b7fcd4575a5ad1aea	TOBS-970e03085a8474db22123e79	ACT-0603eb127d0c8c7dcb90f992	OBJ-73df248847f3bbb69c143b4d	HECHO_OBSERVADO	mociba2019/mociba2019_bd_sav.zip	representación local completa al nivel estructural especificado	apertura con parser determinista según formato	"{""archivos"":1,""directorios"":0,""extensiones"":{"".sav"":1},""integridad_contenido"":""SIN_ERROR_OBSERVADO"",""metodos_compresion_no_soportados"":[],""miembros_con_campos_extraidos"":0,""miembros_totales"":1,""primer_miembro_corrupto"":""NINGUNO"",""sha256_listado_central"":""d363856f9ac1249f8860af6c5c1fa1c0517e7dc7a70bb652af205da231cb905d"",""tipo"":""ZIP""}"	sha256:80a839471df9e2f591233d2ba1f0d0643f73029350d6f8f7e511e10dd579e557	/home/pc0/mm-corpus/raw/mociba2019/mociba2019_bd_sav.zip	Se abrió el contenedor completo y se enumeró su directorio central; solo se leyeron encabezados de miembros CSV/TSV/TXT/DBF con compresión soportada, no el contenido completo de los demás miembros.	NINGUNO	contenido más allá de la frontera declarada
RINS-01acad7b7fcd4575a5ad1aea	TOBS-970e03085a8474db22123e79	ACT-0603eb127d0c8c7dcb90f992	OBJ-73df248847f3bbb69c143b4d	NO_DETERMINADO	mociba2019/mociba2019_bd_sav.zip	estructura y metadatos observables de la representación local	inspección estructural sin adjudicación	unidad de observación y significado semántico no determinados por inspección mínima	sha256:80a839471df9e2f591233d2ba1f0d0643f73029350d6f8f7e511e10dd579e557	/home/pc0/mm-corpus/raw/mociba2019/mociba2019_bd_sav.zip	No se infiere unidad desde nombres de archivo o campo	NINGUNO	documentación semántica o contenido completo, si una orden superior lo solicita
RINS-01acad7b7fcd4575a5ad1aea	TOBS-970e03085a8474db22123e79	ACT-0603eb127d0c8c7dcb90f992	OBJ-73df248847f3bbb69c143b4d	NO_INSPECCIONADO	mociba2019/mociba2019_bd_sav.zip	frontera exacta descrita en limitación	registro explícito de frontera	Se abrió el contenedor completo y se enumeró su directorio central; solo se leyeron encabezados de miembros CSV/TSV/TXT/DBF con compresión soportada, no el contenido completo de los demás miembros.	sha256:80a839471df9e2f591233d2ba1f0d0643f73029350d6f8f7e511e10dd579e557	/home/pc0/mm-corpus/raw/mociba2019/mociba2019_bd_sav.zip	Se abrió el contenedor completo y se enumeró su directorio central; solo se leyeron encabezados de miembros CSV/TSV/TXT/DBF con compresión soportada, no el contenido completo de los demás miembros.	NINGUNO	contenido fuera de la frontera
RINS-02653116f49e689d245bf739	TOBS-d2f45541b77b84a4e6b1d94b	ACT-3a3122be55b2a31d05e57d20	OBJ-527f4e61f41225299e6e3dee	HECHO_OBSERVADO	latinobarometro2024_bd_stata.zip	representación local completa al nivel estructural especificado	apertura con parser determinista según formato	"{""archivos"":4,""directorios"":0,""extensiones"":{"".dta"":2,"".pdf"":2},""integridad_contenido"":""SIN_ERROR_OBSERVADO"",""metodos_compresion_no_soportados"":[],""miembros_con_campos_extraidos"":0,""miembros_totales"":4,""primer_miembro_corrupto"":""NINGUNO"",""sha256_listado_central"":""5c03d3e4e09fcb8c7b35d9356df6f786909bf88866b4631a723332e3a409bd3d"",""tipo"":""ZIP""}"	sha256:469a94c55395b36c4d1f013851a7e79d0619620640a64653eca79afce21f5e97	/home/pc0/mm-corpus/raw/latinobarometro2024_bd_stata.zip	Se abrió el contenedor completo y se enumeró su directorio central; solo se leyeron encabezados de miembros CSV/TSV/TXT/DBF con compresión soportada, no el contenido completo de los demás miembros.	NINGUNO	contenido más allá de la frontera declarada
RINS-02653116f49e689d245bf739	TOBS-d2f45541b77b84a4e6b1d94b	ACT-3a3122be55b2a31d05e57d20	OBJ-527f4e61f41225299e6e3dee	NO_DETERMINADO	latinobarometro2024_bd_stata.zip	estructura y metadatos observables de la representación local	inspección estructural sin adjudicación	unidad de observación y significado semántico no determinados por inspección mínima	sha256:469a94c55395b36c4d1f013851a7e79d0619620640a64653eca79afce21f5e97	/home/pc0/mm-corpus/raw/latinobarometro2024_bd_stata.zip	No se infiere unidad desde nombres de archivo o campo	NINGUNO	documentación semántica o contenido completo, si una orden superior lo solicita
RINS-02653116f49e689d245bf739	TOBS-d2f45541b77b84a4e6b1d94b	ACT-3a3122be55b2a31d05e57d20	OBJ-527f4e61f41225299e6e3dee	NO_INSPECCIONADO	latinobarometro2024_bd_stata.zip	frontera exacta descrita en limitación	registro explícito de frontera	Se abrió el contenedor completo y se enumeró su directorio central; solo se leyeron encabezados de miembros CSV/TSV/TXT/DBF con compresión soportada, no el contenido completo de los demás miembros.	sha256:469a94c55395b36c4d1f013851a7e79d0619620640a64653eca79afce21f5e97	/home/pc0/mm-corpus/raw/latinobarometro2024_bd_stata.zip	Se abrió el contenedor completo y se enumeró su directorio central; solo se leyeron encabezados de miembros CSV/TSV/TXT/DBF con compresión soportada, no el contenido completo de los demás miembros.	NINGUNO	contenido fuera de la frontera
RINS-03924a44e20794a8431436e9	TOBS-3eac70f01a1bdbfbbfad69f0	ACT-a711970dc14caa04b24a4d5c	OBJ-38a2e7857c5af8720d41a268	HECHO_OBSERVADO	enif_2015_fd.xlsx	representación local completa al nivel estructural especificado	apertura con parser determinista según formato	"{""hojas"":7,""nombres_hojas"":[""Índice"",""TVivienda"",""TSDem"",""TModulo1"",""TModulo2"",""TModulo3"",""Cifras de control""],""tipo"":""XLSX""}"	sha256:8233cf53f59049660aa894d6a0bb93412f5a484fa96ede80c8f018ed3a250cc5	/home/pc0/mm-corpus/raw/enif_2015_fd.xlsx	Se enumeraron todas las hojas, dimensiones declaradas y primera fila; no se leyeron todas las celdas.	NINGUNO	contenido más allá de la frontera declarada
RINS-03924a44e20794a8431436e9	TOBS-3eac70f01a1bdbfbbfad69f0	ACT-a711970dc14caa04b24a4d5c	OBJ-38a2e7857c5af8720d41a268	NO_DETERMINADO	enif_2015_fd.xlsx	estructura y metadatos observables de la representación local	inspección estructural sin adjudicación	unidad de observación y significado semántico no determinados por inspección mínima	sha256:8233cf53f59049660aa894d6a0bb93412f5a484fa96ede80c8f018ed3a250cc5	/home/pc0/mm-corpus/raw/enif_2015_fd.xlsx	No se infiere unidad desde nombres de archivo o campo	NINGUNO	documentación semántica o contenido completo, si una orden superior lo solicita
RINS-03924a44e20794a8431436e9	TOBS-3eac70f01a1bdbfbbfad69f0	ACT-a711970dc14caa04b24a4d5c	OBJ-38a2e7857c5af8720d41a268	NO_INSPECCIONADO	enif_2015_fd.xlsx	frontera exacta descrita en limitación	registro explícito de frontera	Se enumeraron todas las hojas, dimensiones declaradas y primera fila; no se leyeron todas las celdas.	sha256:8233cf53f59049660aa894d6a0bb93412f5a484fa96ede80c8f018ed3a250cc5	/home/pc0/mm-corpus/raw/enif_2015_fd.xlsx	Se enumeraron todas las hojas, dimensiones declaradas y primera fila; no se leyeron todas las celdas.	NINGUNO	contenido fuera de la frontera
RINS-03bd72339b39d641d303222d	TOBS-c9d31b4997e427fb78c7d341	ACT-c66ba679513563affde6a408	OBJ-cff75f7459eeb58d8819e357	HECHO_OBSERVADO	cuest_principal_envipe2021.pdf	representación local completa al nivel estructural especificado	apertura con parser determinista según formato	"{""cifrado"":""yes (print:yes copy:yes change:no addNotes:no algorithm:AES)"",""encabezados_observados"":100,""paginas"":11,""paginas_texto_inspeccionadas"":5,""tipo"":""PDF"",""titulo"":""Encuesta Nacional de Victimización y Percepción sobre Seguridad Pública 2021. ENVIPE. Cuestionario principal""}"	sha256:7de26a9906a66519210c7082a737fce30ef56b5b482629e8a725e9699a256fa9	/home/pc0/mm-corpus/raw/cuest_principal_envipe2021.pdf	Se abrió el PDF, se leyó metadato de 11 páginas y texto de páginas 1-5; páginas posteriores y elementos no textuales no se inspeccionaron semánticamente.	NINGUNO	contenido más allá de la frontera declarada
RINS-03bd72339b39d641d303222d	TOBS-c9d31b4997e427fb78c7d341	ACT-c66ba679513563affde6a408	OBJ-cff75f7459eeb58d8819e357	NO_DETERMINADO	cuest_principal_envipe2021.pdf	estructura y metadatos observables de la representación local	inspección estructural sin adjudicación	unidad de observación y significado semántico no determinados por inspección mínima	sha256:7de26a9906a66519210c7082a737fce30ef56b5b482629e8a725e9699a256fa9	/home/pc0/mm-corpus/raw/cuest_principal_envipe2021.pdf	No se infiere unidad desde nombres de archivo o campo	NINGUNO	documentación semántica o contenido completo, si una orden superior lo solicita
RINS-03bd72339b39d641d303222d	TOBS-c9d31b4997e427fb78c7d341	ACT-c66ba679513563affde6a408	OBJ-cff75f7459eeb58d8819e357	NO_INSPECCIONADO	cuest_principal_envipe2021.pdf	frontera exacta descrita en limitación	registro explícito de frontera	Se abrió el PDF, se leyó metadato de 11 páginas y texto de páginas 1-5; páginas posteriores y elementos no textuales no se inspeccionaron semánticamente.	sha256:7de26a9906a66519210c7082a737fce30ef56b5b482629e8a725e9699a256fa9	/home/pc0/mm-corpus/raw/cuest_principal_envipe2021.pdf	Se abrió el PDF, se leyó metadato de 11 páginas y texto de páginas 1-5; páginas posteriores y elementos no textuales no se inspeccionaron semánticamente.	NINGUNO	contenido fuera de la frontera
RINS-03c5b3a0f686c32f0e300b90	TOBS-c9487056b53a8bae44f42f92	ACT-99da42b5ec020aa8cd6bf33a	OBJ-2e0033a3e775322a8229c326	HECHO_OBSERVADO	engasto2013/gasto_mujeres_sav.zip	representación local completa al nivel estructural especificado	apertura con parser determinista según formato	"{""archivos"":1,""directorios"":0,""extensiones"":{"".sav"":1},""integridad_contenido"":""SIN_ERROR_OBSERVADO"",""metodos_compresion_no_soportados"":[],""miembros_con_campos_extraidos"":0,""miembros_totales"":1,""primer_miembro_corrupto"":""NINGUNO"",""sha256_listado_central"":""6b57c45bf1f4a1b598a6c9cc365e62d05fe3f2e0d4d40d02a0a261da627600ef"",""tipo"":""ZIP""}"	sha256:c4830397a4f401e36fb67a723e8fceace62a04ca84a6dabc0239c016e226766c	/home/pc0/mm-corpus/raw/engasto2013/gasto_mujeres_sav.zip	Se abrió el contenedor completo y se enumeró su directorio central; solo se leyeron encabezados de miembros CSV/TSV/TXT/DBF con compresión soportada, no el contenido completo de los demás miembros.	NINGUNO	contenido más allá de la frontera declarada
RINS-03c5b3a0f686c32f0e300b90	TOBS-c9487056b53a8bae44f42f92	ACT-99da42b5ec020aa8cd6bf33a	OBJ-2e0033a3e775322a8229c326	NO_DETERMINADO	engasto2013/gasto_mujeres_sav.zip	estructura y metadatos observables de la representación local	inspección estructural sin adjudicación	unidad de observación y significado semántico no determinados por inspección mínima	sha256:c4830397a4f401e36fb67a723e8fceace62a04ca84a6dabc0239c016e226766c	/home/pc0/mm-corpus/raw/engasto2013/gasto_mujeres_sav.zip	No se infiere unidad desde nombres de archivo o campo	NINGUNO	documentación semántica o contenido completo, si una orden superior lo solicita
RINS-03c5b3a0f686c32f0e300b90	TOBS-c9487056b53a8bae44f42f92	ACT-99da42b5ec020aa8cd6bf33a	OBJ-2e0033a3e775322a8229c326	NO_INSPECCIONADO	engasto2013/gasto_mujeres_sav.zip	frontera exacta descrita en limitación	registro explícito de frontera	Se abrió el contenedor completo y se enumeró su directorio central; solo se leyeron encabezados de miembros CSV/TSV/TXT/DBF con compresión soportada, no el contenido completo de los demás miembros.	sha256:c4830397a4f401e36fb67a723e8fceace62a04ca84a6dabc0239c016e226766c	/home/pc0/mm-corpus/raw/engasto2013/gasto_mujeres_sav.zip	Se abrió el contenedor completo y se enumeró su directorio central; solo se leyeron encabezados de miembros CSV/TSV/TXT/DBF con compresión soportada, no el contenido completo de los demás miembros.	NINGUNO	contenido fuera de la frontera
RINS-0437d209ec82599c1fe2d9ea	TOBS-6add3d030bd59cd8051f74f2	ACT-185b6cc6ef9e803b9b6296f9	OBJ-a7e16620fba84ffc8b449473	HECHO_OBSERVADO	engasto2012/gasto_dta.zip	representación local completa al nivel estructural especificado	apertura con parser determinista según formato	"{""archivos"":1,""directorios"":0,""extensiones"":{"".dta"":1},""integridad_contenido"":""SIN_ERROR_OBSERVADO"",""metodos_compresion_no_soportados"":[],""miembros_con_campos_extraidos"":0,""miembros_totales"":1,""primer_miembro_corrupto"":""NINGUNO"",""sha256_listado_central"":""4c94968cf0afd0e2a3474e81fe7d39d45b5b2bdf4341f34970c3a5f0de87d373"",""tipo"":""ZIP""}"	sha256:03f8ed295658a4ba93cc10cfcee3c2067e06372ed9c60fbe8e581f06e807022f	/home/pc0/mm-corpus/raw/engasto2012/gasto_dta.zip	Se abrió el contenedor completo y se enumeró su directorio central; solo se leyeron encabezados de miembros CSV/TSV/TXT/DBF con compresión soportada, no el contenido completo de los demás miembros.	NINGUNO	contenido más allá de la frontera declarada
RINS-0437d209ec82599c1fe2d9ea	TOBS-6add3d030bd59cd8051f74f2	ACT-185b6cc6ef9e803b9b6296f9	OBJ-a7e16620fba84ffc8b449473	NO_DETERMINADO	engasto2012/gasto_dta.zip	estructura y metadatos observables de la representación local	inspección estructural sin adjudicación	unidad de observación y significado semántico no determinados por inspección mínima	sha256:03f8ed295658a4ba93cc10cfcee3c2067e06372ed9c60fbe8e581f06e807022f	/home/pc0/mm-corpus/raw/engasto2012/gasto_dta.zip	No se infiere unidad desde nombres de archivo o campo	NINGUNO	documentación semántica o contenido completo, si una orden superior lo solicita
RINS-0437d209ec82599c1fe2d9ea	TOBS-6add3d030bd59cd8051f74f2	ACT-185b6cc6ef9e803b9b6296f9	OBJ-a7e16620fba84ffc8b449473	NO_INSPECCIONADO	engasto2012/gasto_dta.zip	frontera exacta descrita en limitación	registro explícito de frontera	Se abrió el contenedor completo y se enumeró su directorio central; solo se leyeron encabezados de miembros CSV/TSV/TXT/DBF con compresión soportada, no el contenido completo de los demás miembros.	sha256:03f8ed295658a4ba93cc10cfcee3c2067e06372ed9c60fbe8e581f06e807022f	/home/pc0/mm-corpus/raw/engasto2012/gasto_dta.zip	Se abrió el contenedor completo y se enumeró su directorio central; solo se leyeron encabezados de miembros CSV/TSV/TXT/DBF con compresión soportada, no el contenido completo de los demás miembros.	NINGUNO	contenido fuera de la frontera
RINS-047dadcfdab420e95cc11141	TOBS-a4d6969dba15ec9f3240c915	ACT-414685caa0ab7d3f0f0e0f3e	OBJ-9ac27710d423fb9e537913af	HECHO_OBSERVADO	encig2025/encig25_base_datos_dbf.zip	representación local completa al nivel estructural especificado	apertura con parser determinista según formato	"{""archivos"":6,""directorios"":0,""extensiones"":{"".dbf"":6},""integridad_contenido"":""SIN_ERROR_OBSERVADO"",""metodos_compresion_no_soportados"":[],""miembros_con_campos_extraidos"":6,""miembros_totales"":6,""primer_miembro_corrupto"":""NINGUNO"",""sha256_listado_central"":""9c817826beb6421d165e7b8543007e99e00774746ee1a6cdd18bba7b225a0ae1"",""tipo"":""ZIP""}"	sha256:fa92a6ea4119ff1b64986a10b7939ccc1ef02b2af3c127a38c93bed830d6fe59	/home/pc0/mm-corpus/raw/encig2025/encig25_base_datos_dbf.zip	Se abrió el contenedor completo y se enumeró su directorio central; solo se leyeron encabezados de miembros CSV/TSV/TXT/DBF con compresión soportada, no el contenido completo de los demás miembros.	NINGUNO	contenido más allá de la frontera declarada
RINS-047dadcfdab420e95cc11141	TOBS-a4d6969dba15ec9f3240c915	ACT-414685caa0ab7d3f0f0e0f3e	OBJ-9ac27710d423fb9e537913af	NO_DETERMINADO	encig2025/encig25_base_datos_dbf.zip	estructura y metadatos observables de la representación local	inspección estructural sin adjudicación	unidad de observación y significado semántico no determinados por inspección mínima	sha256:fa92a6ea4119ff1b64986a10b7939ccc1ef02b2af3c127a38c93bed830d6fe59	/home/pc0/mm-corpus/raw/encig2025/encig25_base_datos_dbf.zip	No se infiere unidad desde nombres de archivo o campo	NINGUNO	documentación semántica o contenido completo, si una orden superior lo solicita
RINS-047dadcfdab420e95cc11141	TOBS-a4d6969dba15ec9f3240c915	ACT-414685caa0ab7d3f0f0e0f3e	OBJ-9ac27710d423fb9e537913af	NO_INSPECCIONADO	encig2025/encig25_base_datos_dbf.zip	frontera exacta descrita en limitación	registro explícito de frontera	Se abrió el contenedor completo y se enumeró su directorio central; solo se leyeron encabezados de miembros CSV/TSV/TXT/DBF con compresión soportada, no el contenido completo de los demás miembros.	sha256:fa92a6ea4119ff1b64986a10b7939ccc1ef02b2af3c127a38c93bed830d6fe59	/home/pc0/mm-corpus/raw/encig2025/encig25_base_datos_dbf.zip	Se abrió el contenedor completo y se enumeró su directorio central; solo se leyeron encabezados de miembros CSV/TSV/TXT/DBF con compresión soportada, no el contenido completo de los demás miembros.	NINGUNO	contenido fuera de la frontera
RINS-05202b68f537698ad479ec43	TOBS-19d5e1387be5e974bfd91802	ACT-658ef3182106821ed87f8cfa	OBJ-dcfff06e1141a9bc7bccc753	HECHO_OBSERVADO	DescargaMasivaOD_582026_171540_NACIONAL_7930url.xml	representación local completa al nivel estructural especificado	apertura con parser determinista según formato	"{""atributos_raiz"":[],""hijos_raiz"":2,""raiz"":""DescargaMasiva"",""tipo"":""XML""}"	sha256:ebd66f3dd4975252bf18f28e8495cb9be2a2f66c8ca538dcaef339dbbcbbcb8d	/home/pc0/mm-corpus/raw/DescargaMasivaOD_582026_171540_NACIONAL_7930url.xml	Se parseó el XML completo y se enumeró la raíz; no se interpretó semánticamente cada nodo descendiente.	NINGUNO	contenido más allá de la frontera declarada
