ledger_id	run_origen	snapshot_origen_sha256	tarea_original_id	tarea_observacion_id	activo_id	objeto_logico_id	ruta_local	sha256	condicion	reporte_inspeccion_ref	reporte_filas_sha256	contrato_input_ref	contrato_input_sha256	expediente_origen_sha256	join_auditable
LED-T0-0b5fdf515e6c087f70f05da4	RUN-377a255de24ca946	377a255de24ca9465f073b024699b680655672bfc37ffd19f3bbb24a76790d62	TOBS-5be1a6ab8fe21936cb5f7cfd	TOBS-72154840f74b78f9cffe33c5	ACT-46f80e529306dab88d9ede11	OBJ-948c84cf9ec8d7333220e6cc	ennvih/ehh02dta_all.zip	8b9b51904ca8790421d82a8a81f7f4edbce9a296cba2ce86fef74f8f379b5923	REUTILIZADA_PRE_T0_CORREGIDO	data/curacion-universo/reportes-inspeccion.tsv#reporte_id=RINS-e6659e5a5ebf132d873131e1	c316ec9c3c06732e7232add3645a4915d930692e571b2a673a602fed60c4e847	data/curacion-universo/contratos-inspeccion.jsonl#tarea_observacion_id=TOBS-72154840f74b78f9cffe33c5	547d3b3922cfb20c34ec8e5ea63a6d3769dd3095c4382ea8041ca88670cada79	21a8e40e9a0e7109c28397718be143b86cfb05c94f6e76611a4e519193b17405	RUTA_LOCAL+SHA256+ACTIVO+TAREA+CONTRATO+REPORTE
LED-T0-0bc0de2e431743bb295a125d	RUN-377a255de24ca946	377a255de24ca9465f073b024699b680655672bfc37ffd19f3bbb24a76790d62	TOBS-ae58a68d644ba4c76d303e76	TOBS-7aeb25c7c877a7af5058a31f	ACT-1d1a1f400f308ade3766f114	OBJ-a5513f89eb0ffcce4de56643	envipe2022/bd_envipe_2022_sav.zip	0791da9c11739db835a0c33d55dd5457c7aef970809db2c40a174bad9a0e1ad9	REUTILIZADA_PRE_T0_CORREGIDO	data/curacion-universo/reportes-inspeccion.tsv#reporte_id=RINS-7382002c742d2ccc3ee7bfb1	67df2f2463fa6833fa0c56c5ecb92fd20add40e0b58ca903bdaff00aca8e529a	data/curacion-universo/contratos-inspeccion.jsonl#tarea_observacion_id=TOBS-7aeb25c7c877a7af5058a31f	f43b6bb4fe69eb4e8e1baaccfa022158258344c8bf7ab9dadec0f92c8f9d36a4	51681307b1dd971d88691cc7f3f9269fdd6fd92afb56a87b18b17e5caa755e5e	RUTA_LOCAL+SHA256+ACTIVO+TAREA+CONTRATO+REPORTE
LED-T0-0bf10384e25f3a94fc812f5e	RUN-377a255de24ca946	377a255de24ca9465f073b024699b680655672bfc37ffd19f3bbb24a76790d62	TOBS-a3ef902fd33d2a448dfd220e	TOBS-13038b2efaa1a0e82b308c60	ACT-9f01ec9c8e6fa17e97bd4fd1	OBJ-f3916e5bd7c3fe983064ef79	conjunto_de_datos_enoe_2019_1t_csv.zip	fffc14c0b6e7f1e3ea33ce587dad4716820313fc6de9c5c34542c6495175ed4b	REUTILIZADA_PRE_T0_CORREGIDO	data/curacion-universo/reportes-inspeccion.tsv#reporte_id=RINS-af3ee991224ed39a0f5078fe	a1f61df9df6011ec946be21299aebc8e79a493db3e787d68793efbc0cd637989	data/curacion-universo/contratos-inspeccion.jsonl#tarea_observacion_id=TOBS-13038b2efaa1a0e82b308c60	92549131810aec81e263580b2953717fa89988cb5b137e4ec24ca0708dc33744	f2780268c5702ba3f60d3e42fe41d35af1bd82db97a1bc4ac157c184f4c1117e	RUTA_LOCAL+SHA256+ACTIVO+TAREA+CONTRATO+REPORTE
LED-T0-0bf849c565494813987ae1f5	RUN-377a255de24ca946	377a255de24ca9465f073b024699b680655672bfc37ffd19f3bbb24a76790d62	TOBS-80d5b08f6e223d089cebd096	TOBS-c40d6287adf3e4927e6b6899	ACT-9effb4be23a5d15948333323	OBJ-75c58d7fbc4b5046887f057f	enti2022/enti_2022_bd_dbf.zip	9443db5e0970d73795925766fe5bccd8c56687d3fe5b8946a9b67b4e10bceaf5	REUTILIZADA_PRE_T0_CORREGIDO	data/curacion-universo/reportes-inspeccion.tsv#reporte_id=RINS-31dd683776f5211b1daff57a	8aee573203f316871cef40e7b2cdbae0d765627305df0b789577b24abf943270	data/curacion-universo/contratos-inspeccion.jsonl#tarea_observacion_id=TOBS-c40d6287adf3e4927e6b6899	de13724d7232852264cbf832950bdc7a90090d37a243d26f207c94213395c34e	2fa232224825d03b05ab07751b6f0a516def7469966138569221d56d68c095ce	RUTA_LOCAL+SHA256+ACTIVO+TAREA+CONTRATO+REPORTE
LED-T0-0cb4a243232977f4e7318f6b	RUN-377a255de24ca946	377a255de24ca9465f073b024699b680655672bfc37ffd19f3bbb24a76790d62	TOBS-2693e2f2b16aba2fe2a71498	TOBS-8c05c2e7c40c53ac956ce67e	ACT-e3829bb4f6aea84821f012e3	OBJ-a7f1b9400206f5eeebf74f6e	enaproce2018/ejem_base_micro_ciega_sav.zip	803948b8233fd3e03e85cfa2b7aa5a7950eb96ca0bbbe29548add891cd250e5c	REUTILIZADA_PRE_T0_CORREGIDO	data/curacion-universo/reportes-inspeccion.tsv#reporte_id=RINS-a6359d067b1de97e23d2f152	4100397c3796c0e9e07d51a0e6da9bcf163bb51e5941b9ad6ec295b5e95bc120	data/curacion-universo/contratos-inspeccion.jsonl#tarea_observacion_id=TOBS-8c05c2e7c40c53ac956ce67e	38de17f09ec6b5f269be63e75353176c516107c2164a388fad2771a7b616d16e	5b2bf657f245a08d001eb121db2d2abea802b87614720d6977c091d3a18d5fca	RUTA_LOCAL+SHA256+ACTIVO+TAREA+CONTRATO+REPORTE
LED-T0-0cb7e015f9a64fcbdfe4a6e7	RUN-377a255de24ca946	377a255de24ca9465f073b024699b680655672bfc37ffd19f3bbb24a76790d62	TOBS-1e298f94be4e96dad96723a6	TOBS-99782f20e367749f6bac1683	ACT-5362ba4490a6451b6c952a1a	OBJ-66ea6f2f03e8acab7d2ab084	ejemplobd_enestyc_2001_stata.zip	817ccfc2d48d7b55c0b0021d9d6bd94dfd36c0e27696cd63d866ff33effdedb6	REUTILIZADA_PRE_T0_CORREGIDO	data/curacion-universo/reportes-inspeccion.tsv#reporte_id=RINS-7f8b42cbb1000d9c9884187d	4a6bb070d6db26b4d5318155be95ad2077d3496a59c2dd96ce93f23e1da1b194	data/curacion-universo/contratos-inspeccion.jsonl#tarea_observacion_id=TOBS-99782f20e367749f6bac1683	5716d7e6fe894af0a1b20b6ec60ca8dc4777b16efcbbbb6d9f2b0bdd4045b3c7	df8e8a24a3d01cbe4c4c765858742ae02f1ea97b55c7180ed5ae3d26da7d45bb	RUTA_LOCAL+SHA256+ACTIVO+TAREA+CONTRATO+REPORTE
LED-T0-0d2f677708d1a657d3ddd908	RUN-377a255de24ca946	377a255de24ca9465f073b024699b680655672bfc37ffd19f3bbb24a76790d62	TOBS-1f1e87787ce9ea772824e4da	TOBS-2403da0eab3202023448939c	ACT-2573f8453f16afc176958dfa	OBJ-ad44f0f6af1e35a034d713f9	ennvih/eloc05q_all.zip	eb9aee58ebeb3206f77f7d75931fb298d8b50b03a0f8d793300f9dfbcaa06f2c	REUTILIZADA_PRE_T0_CORREGIDO	data/curacion-universo/reportes-inspeccion.tsv#reporte_id=RINS-fc0975e028b4ff8c757a7de0	420b64a00c89de03978fc33d1c2bf6381f2f28e27bde27cc5a4aeac31af1f3c2	data/curacion-universo/contratos-inspeccion.jsonl#tarea_observacion_id=TOBS-2403da0eab3202023448939c	c493c50e3b711b796f2e05946126b0b6353305808924566d44766d9e7df62a05	fdf083187651b8f9f848c0c12654d6dc40ee65aa64a0695015c55b32e34af141	RUTA_LOCAL+SHA256+ACTIVO+TAREA+CONTRATO+REPORTE
LED-T0-0d358a9b7f52b226777c1f1b	RUN-377a255de24ca946	377a255de24ca9465f073b024699b680655672bfc37ffd19f3bbb24a76790d62	TOBS-f2f9322344492d12b3a79f51	TOBS-be179014c185aedcadd56259	ACT-479fd7cf39d00634b5e989b9	OBJ-2af78e4d281752e900c46cc5	ITER_NAL_2020_csv.zip	ff39bb1d1b6e6adcc6204622535d213d4cd04902bc6ab6e8345f244a6d5f85d6	REUTILIZADA_PRE_T0_CORREGIDO	data/curacion-universo/reportes-inspeccion.tsv#reporte_id=RINS-3a836921fa4fdd0ba21f9fb4	4a808915cf6cc74919730546dc4f33302035835d2a68f2f3cee80de667439923	data/curacion-universo/contratos-inspeccion.jsonl#tarea_observacion_id=TOBS-be179014c185aedcadd56259	224e97864f9253283f4f4695cb36840dcb40cdbd04bce897e80edd6777d53d36	af7a2ed93a9fa7c1df6be4ced198ba120e55ef1dc3dc290827463dc5366936b5	RUTA_LOCAL+SHA256+ACTIVO+TAREA+CONTRATO+REPORTE
LED-T0-0d3bb261e19bdd6f58fc1f68	RUN-377a255de24ca946	377a255de24ca9465f073b024699b680655672bfc37ffd19f3bbb24a76790d62	TOBS-22a2a05bcc5dac78fa52bcfc	TOBS-239968fef059836bd82275aa	ACT-c00fc5e171f58a0298f281a9	OBJ-22ccd2c8bb51344495713304	mociba2023/mociba2023_fd.xlsx	f4a5d24cd9b8664ef4f2965547090da115948e82796851f97b0a47b59303dea4	REUTILIZADA_PRE_T0_CORREGIDO	data/curacion-universo/reportes-inspeccion.tsv#reporte_id=RINS-8d5227d929a4a375a49015f3	da136df126859eff425afb20b1dd92b4642a30a09b4d6f0e723350da28bebf37	data/curacion-universo/contratos-inspeccion.jsonl#tarea_observacion_id=TOBS-239968fef059836bd82275aa	36fb86385efb06509222472e9951f1d3c137f80211eea1cb19cfd28cc892a20a	4d5dc5d9847bc06536e1a3fa6639f0c0e85c27133c73f3116cb5071e9b56859a	RUTA_LOCAL+SHA256+ACTIVO+TAREA+CONTRATO+REPORTE
LED-T0-0d524cf54968cab744472145	RUN-377a255de24ca946	377a255de24ca9465f073b024699b680655672bfc37ffd19f3bbb24a76790d62	TOBS-5146c449206af5e3f7d90a04	TOBS-b6eac6a45bbcfa0f5f0878f5	ACT-32c7ac54a0f58a0d1358a9f2	OBJ-c9163021f794967465e39868	conjunto_de_datos_enoen_2022_2t_csv.zip	454154e53a5fc3d42842bac54d53b463cf898674460ff6162364f86cb6c7b287	REUTILIZADA_PRE_T0_CORREGIDO	data/curacion-universo/reportes-inspeccion.tsv#reporte_id=RINS-e2e1fadf9c66e1417aad1adf	98486c2facff6eac19aa15973b1dd9f894fa32e6dd35a139e2a60e8d00676ab6	data/curacion-universo/contratos-inspeccion.jsonl#tarea_observacion_id=TOBS-b6eac6a45bbcfa0f5f0878f5	673c17b8888c94a1c061118c4d34c7350effdec6e5a1aec2572fb1aea7c04252	e12544e2d7a01592aa0964d97d423789756266751eda0fd5e1a003ea74f68829	RUTA_LOCAL+SHA256+ACTIVO+TAREA+CONTRATO+REPORTE
LED-T0-0d757b8df00e5f3e49be90ec	RUN-377a255de24ca946	377a255de24ca9465f073b024699b680655672bfc37ffd19f3bbb24a76790d62	TOBS-59f614539b1f7d6b52010f1a	TOBS-bfb15fce94c3281350537c8a	ACT-8ad1a8eb890c6c96314b6e42	OBJ-633b1eec86434658d858f8a3	ennvih/doc/ehh02cb_b2.pdf	2b1d1fcbf9e57c996f9c0706b4686683fff13685eecca36fabc838b8c0dcdfb0	REUTILIZADA_PRE_T0_CORREGIDO	data/curacion-universo/reportes-inspeccion.tsv#reporte_id=RINS-be12288fc6d231ca7f6262ed	177816bf696536d34f6e4497dfb5775ddf306ecf8ec90bb261e5f8703b52067f	data/curacion-universo/contratos-inspeccion.jsonl#tarea_observacion_id=TOBS-bfb15fce94c3281350537c8a	3c1dd9577f8075cf7f5c1e144bc3bb7e6661027d0d7e325bcaad0c075788fdca	ce450d0cc10e2dcc8801853dfdcec75e2bfdbbd39e1ddb6151b382d3fd74a7ca	RUTA_LOCAL+SHA256+ACTIVO+TAREA+CONTRATO+REPORTE
LED-T0-0d7846a21cd3ce893ee50b7b	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	TOBS-5904885cb1e3b2e04dd62896	TOBS-5904885cb1e3b2e04dd62896	ACT-5aaf34c705ca2f9e3e43ae79	OBJ-177863a336c4b54e15f95e09	engasto2013/hogar_dbf.zip	d17bb1d64afd08e23ec91b8f745b4d9cfb8ae963339049c522da64db3d6b7bf5	INSPECCIONADA_POR_PRIMERA_VEZ_EN_CORRECCION	data/curacion-universo/reportes-inspeccion.tsv#reporte_id=RINS-7b72af697c564fef04b69cdc	de0e18a357ea64b46c8acf0897dbbf22e3312e4302a42c5056ded458af7701d2	data/curacion-universo/contratos-inspeccion.jsonl#tarea_observacion_id=TOBS-5904885cb1e3b2e04dd62896	fb6ea1a034ffaa859c12f124b06067018e484e90d63e185cf46384747d418dda	040d4dfd8f3a3026422cd3a5ffaf1e6ee19ae5129bd94da45058efb8d7e2a572	RUTA_LOCAL+SHA256+ACTIVO+TAREA+CONTRATO+REPORTE
LED-T0-0dd914c6ada5341d82537513	RUN-377a255de24ca946	377a255de24ca9465f073b024699b680655672bfc37ffd19f3bbb24a76790d62	TOBS-18f33cb17070d70c32bcbb5c	TOBS-a9ff7d578f29f1622096a4c3	ACT-8d98ef98657e96a827f5c105	OBJ-6c3c1a3f2a31e76f3097ee47	mociba2025/mociba2025_bd_csv.zip	bc700919a67ae2ced10abdda770cc2262414a8a70d4f510f3c2cd0a67ef3a39d	REUTILIZADA_PRE_T0_CORREGIDO	data/curacion-universo/reportes-inspeccion.tsv#reporte_id=RINS-1ae3f12c41578fdc9c9116e9	596d93763b4646358a2efb0e46cf91fccaa6203d0b969bf3c6142929c83f596b	data/curacion-universo/contratos-inspeccion.jsonl#tarea_observacion_id=TOBS-a9ff7d578f29f1622096a4c3	e0b475f585688cae30f9836146fd4e068fd433517f36bc143d88f377b1df66c3	e5a2cd546639d2a067c6e5c54ee48c5c1f39aa82385aeb3a73f2f1ed571e70d6	RUTA_LOCAL+SHA256+ACTIVO+TAREA+CONTRATO+REPORTE
LED-T0-0e19728b2cc5b1dd47de997b	RUN-377a255de24ca946	377a255de24ca9465f073b024699b680655672bfc37ffd19f3bbb24a76790d62	TOBS-c8d46a2516d8fd7948a86b9c	TOBS-36ea65d8753c3203ed8ad286	ACT-b3c7573b78b3b3c7660e26f6	OBJ-21dd453650b35264f34411bd	latinobarometro2024_cuestionario_esp.pdf	f1fe995d24081906d91ff7646aa4afa7ecdf0e1728c3192d1dd264b89172fb7b	REUTILIZADA_PRE_T0_CORREGIDO	data/curacion-universo/reportes-inspeccion.tsv#reporte_id=RINS-882f9be3b8dc7ba0c6f40f02	298f0fafe80072e515ce52f417c52e602a603bb262f3a1413e7d251d62c368f2	data/curacion-universo/contratos-inspeccion.jsonl#tarea_observacion_id=TOBS-36ea65d8753c3203ed8ad286	50e5a4e67c9d7740abc8960731307bf88ff4566e1524476d7fa90573fe5683ca	9f6bcaa0da0271416aeab2ca2d3668e09cc9647a83be0282233318ce649e0adf	RUTA_LOCAL+SHA256+ACTIVO+TAREA+CONTRATO+REPORTE
LED-T0-0f740443a533706962838d67	RUN-377a255de24ca946	377a255de24ca9465f073b024699b680655672bfc37ffd19f3bbb24a76790d62	TOBS-86dcaab3d05e942863964cbf	TOBS-c1064a07bed70876d25fa6bd	ACT-3b2bf47899eef15ea044b8cd	OBJ-8b6ec2736713e1970b222192	envipe2023/bd_envipe_2023_dta.zip	4a7110bea2f23a83a914a13d464c946d87ec17b24b4e5833a0a06adde5d44be7	REUTILIZADA_PRE_T0_CORREGIDO	data/curacion-universo/reportes-inspeccion.tsv#reporte_id=RINS-9abf79d342d5ba93180358c8	6a1435823f026273b74802f81df96230ed1f1505b0b64e88e2d2bc3c0bd5ade1	data/curacion-universo/contratos-inspeccion.jsonl#tarea_observacion_id=TOBS-c1064a07bed70876d25fa6bd	3a42da5289d5a81baa70531bd96ab27ef767dfa82ffd97e0c3403a46ced3e056	b2262a92a1032decb913439f1edc36ab96ced3405cbbae822499f62d3b1b8320	RUTA_LOCAL+SHA256+ACTIVO+TAREA+CONTRATO+REPORTE
LED-T0-0ff96ed476f2bed073388dad	RUN-377a255de24ca946	377a255de24ca9465f073b024699b680655672bfc37ffd19f3bbb24a76790d62	TOBS-5b1b93e1add0cbe252df18bd	TOBS-154fd073bc93572842840e24	ACT-265bd0346cdb2da191734c4e	OBJ-4654e0d13cee1bb914127533	conjunto_de_datos_enoen_2020_3t_csv.zip	e07984bfc96bd75a1eeed09c122a636ea7a1d7300b44d88577116a781a49068a	REUTILIZADA_PRE_T0_CORREGIDO	data/curacion-universo/reportes-inspeccion.tsv#reporte_id=RINS-235ff7374e335370c056ae48	e9ff7dc925eeb81193be98d17768490b4949718bc70c54765b8bc21e74cdb09c	data/curacion-universo/contratos-inspeccion.jsonl#tarea_observacion_id=TOBS-154fd073bc93572842840e24	cc47e15f59e2538ecfc61e0896f5b2042a18fa391bc779563569932c7a4c6eb1	ef150950cf229cf7f08e0b777011cefc5c20ce17c0e0dcd69604a0ad7b69f83d	RUTA_LOCAL+SHA256+ACTIVO+TAREA+CONTRATO+REPORTE
