instrumento	ola	medida	dominio	estado	punto	ic95_lo	ic95_hi	n	unidad	universo	result_id	calc_id	resultados_sha256
ENDUTIH	2024	no_internet_acceso	TOTAL	ESTIMABLE	0.09293853631025283	0.08507840763230962	0.103146924253388	10840	persona	no usuarios internet 6+	RESULT-ENDUTIH-PISOS-2024-TABLA	CALC-ENDUTIH-PISOS-2024-0001	4c0a3b05b6ecef3e9d7e760163cc6a6691ceaf384fa522e620bbe9b663088c25
ENDUTIH	2024	no_internet_costo	TOTAL	ESTIMABLE	0.10769358500280271	0.0969492622362936	0.11640403016171193	10840	persona	no usuarios internet 6+	RESULT-ENDUTIH-PISOS-2024-TABLA	CALC-ENDUTIH-PISOS-2024-0001	4c0a3b05b6ecef3e9d7e760163cc6a6691ceaf384fa522e620bbe9b663088c25
ENDUTIH	2024	no_internet_preferencia	TOTAL	ESTIMABLE	0.16548407365758352	0.15569201285795056	0.17698168507578468	10840	persona	no usuarios internet 6+	RESULT-ENDUTIH-PISOS-2024-TABLA	CALC-ENDUTIH-PISOS-2024-0001	4c0a3b05b6ecef3e9d7e760163cc6a6691ceaf384fa522e620bbe9b663088c25
ENDUTIH	2024	no_celular_costo	TOTAL	ESTIMABLE	0.305141904667058	0.29077921304322674	0.3209593465838753	9006	persona	sin celular 6+	RESULT-ENDUTIH-PISOS-2024-TABLA	CALC-ENDUTIH-PISOS-2024-0001	4c0a3b05b6ecef3e9d7e760163cc6a6691ceaf384fa522e620bbe9b663088c25
ENDUTIH	2024	no_celular_preferencia	TOTAL	ESTIMABLE	0.16050526659901787	0.14995358988820384	0.1706228869879332	9006	persona	sin celular 6+	RESULT-ENDUTIH-PISOS-2024-TABLA	CALC-ENDUTIH-PISOS-2024-0001	4c0a3b05b6ecef3e9d7e760163cc6a6691ceaf384fa522e620bbe9b663088c25
ENDUTIH	2024	no_celular_cobertura	TOTAL	ESTIMABLE	0.004455816577937762	0.002288825894920105	0.006802458525805413	9006	persona	sin celular 6+	RESULT-ENDUTIH-PISOS-2024-TABLA	CALC-ENDUTIH-PISOS-2024-0001	4c0a3b05b6ecef3e9d7e760163cc6a6691ceaf384fa522e620bbe9b663088c25
ENDUTIH	2025	internet	TOTAL	ESTIMABLE	0.8605264595792668	0.8563055126800502	0.8654461279564215	57810	persona	persona elegida 6+	RESULT-ENDUTIH-PISOS-2025-TABLA	CALC-ENDUTIH-PISOS-2025-0001	b2adcea4c19abbae3c655a35fa4313f5ec3dd3c7f0ed0f4801c16fe83d84620d
ENDUTIH	2025	celular	TOTAL	ESTIMABLE	0.8554561335759264	0.8506428819539004	0.860455171822099	57810	persona	persona elegida 6+	RESULT-ENDUTIH-PISOS-2025-TABLA	CALC-ENDUTIH-PISOS-2025-0001	b2adcea4c19abbae3c655a35fa4313f5ec3dd3c7f0ed0f4801c16fe83d84620d
ENDUTIH	2025	actividad_empleo	TOTAL	ESTIMABLE	0.23511570767245024	0.22878359070834817	0.24134464936863853	42701	persona	usuarios internet 6+	RESULT-ENDUTIH-PISOS-2025-TABLA	CALC-ENDUTIH-PISOS-2025-0001	b2adcea4c19abbae3c655a35fa4313f5ec3dd3c7f0ed0f4801c16fe83d84620d
ENDUTIH	2025	actividad_mensajes	TOTAL	ESTIMABLE	0.8912398184282599	0.8870305702863964	0.895225513454555	48718	persona	usuarios internet 6+	RESULT-ENDUTIH-PISOS-2025-TABLA	CALC-ENDUTIH-PISOS-2025-0001	b2adcea4c19abbae3c655a35fa4313f5ec3dd3c7f0ed0f4801c16fe83d84620d
ENDUTIH	2025	actividad_tramite	TOTAL	ESTIMABLE	0.20702637716639757	0.20113639535048125	0.21298101615327775	48718	persona	usuarios internet 6+	RESULT-ENDUTIH-PISOS-2025-TABLA	CALC-ENDUTIH-PISOS-2025-0001	b2adcea4c19abbae3c655a35fa4313f5ec3dd3c7f0ed0f4801c16fe83d84620d
ENDUTIH	2025	no_internet_acceso	TOTAL	ESTIMABLE	0.11131235286586001	0.10062471835472618	0.12105129705329294	9092	persona	no usuarios internet 6+	RESULT-ENDUTIH-PISOS-2025-TABLA	CALC-ENDUTIH-PISOS-2025-0001	b2adcea4c19abbae3c655a35fa4313f5ec3dd3c7f0ed0f4801c16fe83d84620d
ENDUTIH	2025	no_internet_costo	TOTAL	ESTIMABLE	0.11007855368482083	0.1010179302147791	0.12118434717232783	9092	persona	no usuarios internet 6+	RESULT-ENDUTIH-PISOS-2025-TABLA	CALC-ENDUTIH-PISOS-2025-0001	b2adcea4c19abbae3c655a35fa4313f5ec3dd3c7f0ed0f4801c16fe83d84620d
ENDUTIH	2025	no_internet_preferencia	TOTAL	ESTIMABLE	0.179498489863444	0.16745134504584241	0.19256803329537034	9092	persona	no usuarios internet 6+	RESULT-ENDUTIH-PISOS-2025-TABLA	CALC-ENDUTIH-PISOS-2025-0001	b2adcea4c19abbae3c655a35fa4313f5ec3dd3c7f0ed0f4801c16fe83d84620d
ENDUTIH	2025	no_celular_costo	TOTAL	ESTIMABLE	0.27015810906995874	0.25569999316169184	0.2833143596639068	7844	persona	sin celular 6+	RESULT-ENDUTIH-PISOS-2025-TABLA	CALC-ENDUTIH-PISOS-2025-0001	b2adcea4c19abbae3c655a35fa4313f5ec3dd3c7f0ed0f4801c16fe83d84620d
ENDUTIH	2025	no_celular_preferencia	TOTAL	ESTIMABLE	0.1668770232395964	0.1551095834278704	0.18092798631038962	7844	persona	sin celular 6+	RESULT-ENDUTIH-PISOS-2025-TABLA	CALC-ENDUTIH-PISOS-2025-0001	b2adcea4c19abbae3c655a35fa4313f5ec3dd3c7f0ed0f4801c16fe83d84620d
ENDUTIH	2025	no_celular_cobertura	TOTAL	ESTIMABLE	0.003257216412761365	0.0014984168566231008	0.004961690832948015	7844	persona	sin celular 6+	RESULT-ENDUTIH-PISOS-2025-TABLA	CALC-ENDUTIH-PISOS-2025-0001	b2adcea4c19abbae3c655a35fa4313f5ec3dd3c7f0ed0f4801c16fe83d84620d
MOCIBA	2015	ciberacoso	TOTAL	NO-ESTIMABLE-SIN-EST_DIS				59151	persona	elegidos 12+ usuarios internet o celular	RESULT-MOCIBA-PISOS-2015-TABLA	CALC-MOCIBA-PISOS-2015-0001	073634c684105105fc2f26a7cabbf54ca87ede0f090c7f52fb7bf348a70d0869
MOCIBA	2015	bloqueo	TOTAL	NO-ESTIMABLE-SIN-EST_DIS				15431	persona	victimas 12+ usuarias internet o celular	RESULT-MOCIBA-PISOS-2015-TABLA	CALC-MOCIBA-PISOS-2015-0001	073634c684105105fc2f26a7cabbf54ca87ede0f090c7f52fb7bf348a70d0869
MOCIBA	2015	denuncia	TOTAL	NO-ESTIMABLE-SIN-EST_DIS				15431	persona	victimas 12+ usuarias internet o celular	RESULT-MOCIBA-PISOS-2015-TABLA	CALC-MOCIBA-PISOS-2015-0001	073634c684105105fc2f26a7cabbf54ca87ede0f090c7f52fb7bf348a70d0869
MOCIBA	2016	ciberacoso	TOTAL	ESTIMABLE	0.16095360580199294	0.15593795755726705	0.16542194762834792	91113	persona	elegidos 12+ usuarios internet o celular	RESULT-MOCIBA-PISOS-2016-TABLA	CALC-MOCIBA-PISOS-2016-0001	f9b04f3085d7671cbaf8ba0a5ad58016d7f789a3cf32858f27a3b7baa59f3d6d
MOCIBA	2016	bloqueo	TOTAL	ESTIMABLE	0.4756195687094061	0.462015444426915	0.4902711958751731	15453	persona	victimas 12+ usuarias internet o celular	RESULT-MOCIBA-PISOS-2016-TABLA	CALC-MOCIBA-PISOS-2016-0001	f9b04f3085d7671cbaf8ba0a5ad58016d7f789a3cf32858f27a3b7baa59f3d6d
MOCIBA	2016	denuncia	TOTAL	ESTIMABLE	0.07571408003267828	0.0676407115887557	0.08367388085767596	15453	persona	victimas 12+ usuarias internet o celular	RESULT-MOCIBA-PISOS-2016-TABLA	CALC-MOCIBA-PISOS-2016-0001	f9b04f3085d7671cbaf8ba0a5ad58016d7f789a3cf32858f27a3b7baa59f3d6d
MOCIBA	2017	ciberacoso	TOTAL	ESTIMABLE	0.16907901782989795	0.16174342180252926	0.1759150181201761	33369	persona	elegidos 12-59 usuarios internet	RESULT-MOCIBA-PISOS-2017-TABLA	CALC-MOCIBA-PISOS-2017-0001	cae70695f8978666f1a1d6ea6f2f30439541b6af6f2a3ec1b28f403be011af86
MOCIBA	2017	bloqueo	TOTAL	ESTIMABLE	0.6008151278698363	0.5751950561575002	0.6220749006357409	5823	persona	victimas 12-59 usuarias internet	RESULT-MOCIBA-PISOS-2017-TABLA	CALC-MOCIBA-PISOS-2017-0001	cae70695f8978666f1a1d6ea6f2f30439541b6af6f2a3ec1b28f403be011af86
MOCIBA	2017	denuncia	TOTAL	ESTIMABLE	0.053532826202184976	0.043391351797491276	0.06361566986520573	5823	persona	victimas 12-59 usuarias internet	RESULT-MOCIBA-PISOS-2017-TABLA	CALC-MOCIBA-PISOS-2017-0001	cae70695f8978666f1a1d6ea6f2f30439541b6af6f2a3ec1b28f403be011af86
