fecha,producto,regimen_definicion,imor_porcentaje,cambio_mensual_pp,cambio_mensual_rel_pct,cambio_interanual_pp,cambio_interanual_rel_pct
2024-04,Consumo total,IFRS9_ETAPA_3,2.970000,-0.100000,-3.257329,0.080000,2.768166
2024-05,Consumo total,IFRS9_ETAPA_3,2.950000,-0.020000,-0.673401,-0.050000,-1.666667
2024-06,Consumo total,IFRS9_ETAPA_3,2.950000,0.000000,0.000000,-0.050000,-1.666667
2024-07,Consumo total,IFRS9_ETAPA_3,2.970000,0.020000,0.677966,-0.110000,-3.571429
2024-08,Consumo total,IFRS9_ETAPA_3,2.970000,0.000000,0.000000,-0.130000,-4.193548
2024-09,Consumo total,IFRS9_ETAPA_3,3.070000,0.100000,3.367003,-0.070000,-2.229299
2024-10,Consumo total,IFRS9_ETAPA_3,3.100000,0.030000,0.977199,-0.140000,-4.320988
2024-11,Consumo total,IFRS9_ETAPA_3,3.030000,-0.070000,-2.258065,-0.210000,-6.481481
2024-12,Consumo total,IFRS9_ETAPA_3,3.100000,0.070000,2.310231,-0.220000,-6.626506
2025-01,Consumo total,IFRS9_ETAPA_3,3.110000,0.010000,0.322581,-0.210000,-6.325301
2025-02,Consumo total,IFRS9_ETAPA_3,3.080000,-0.030000,-0.964630,-0.160000,-4.938272
2025-03,Consumo total,IFRS9_ETAPA_3,2.880000,-0.200000,-6.493506,-0.190000,-6.188925
2025-04,Consumo total,IFRS9_ETAPA_3,2.930000,0.050000,1.736111,-0.040000,-1.346801
2025-05,Consumo total,IFRS9_ETAPA_3,3.000000,0.070000,2.389078,0.050000,1.694915
2025-06,Consumo total,IFRS9_ETAPA_3,3.010000,0.010000,0.333333,0.060000,2.033898
2025-07,Consumo total,IFRS9_ETAPA_3,3.010000,0.000000,0.000000,0.040000,1.346801
2025-08,Consumo total,IFRS9_ETAPA_3,2.980000,-0.030000,-0.996678,0.010000,0.336700
2025-09,Consumo total,IFRS9_ETAPA_3,3.050000,0.070000,2.348993,-0.020000,-0.651466
2025-10,Consumo total,IFRS9_ETAPA_3,3.180000,0.130000,4.262295,0.080000,2.580645
2025-11,Consumo total,IFRS9_ETAPA_3,3.230000,0.050000,1.572327,0.200000,6.600660
2025-12,Consumo total,IFRS9_ETAPA_3,3.390000,0.160000,4.953560,0.290000,9.354839
2026-01,Consumo total,IFRS9_ETAPA_3,3.390000,0.000000,0.000000,0.280000,9.003215
2026-02,Consumo total,IFRS9_ETAPA_3,3.340000,-0.050000,-1.474926,0.260000,8.441558
2026-03,Consumo total,IFRS9_ETAPA_3,3.260000,-0.080000,-2.395210,0.380000,13.194444
2016-01,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,4.900000,,,,
2016-02,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,4.940000,0.040000,0.816327,,
2016-03,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,4.920000,-0.020000,-0.404858,,
2016-04,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.080000,0.160000,3.252033,,
2016-05,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.170000,0.090000,1.771654,,
2016-06,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.010000,-0.160000,-3.094778,,
2016-07,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.130000,0.120000,2.395210,,
2016-08,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.070000,-0.060000,-1.169591,,
2016-09,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.120000,0.050000,0.986193,,
2016-10,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.240000,0.120000,2.343750,,
2016-11,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.130000,-0.110000,-2.099237,,
2016-12,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,4.920000,-0.210000,-4.093567,,
2017-01,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,4.930000,0.010000,0.203252,0.030000,0.612245
2017-02,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.090000,0.160000,3.245436,0.150000,3.036437
2017-03,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.190000,0.100000,1.964637,0.270000,5.487805
2017-04,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.050000,-0.140000,-2.697495,-0.030000,-0.590551
2017-05,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.290000,0.240000,4.752475,0.120000,2.321083
2017-06,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.350000,0.060000,1.134216,0.340000,6.786427
2017-07,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.400000,0.050000,0.934579,0.270000,5.263158
2017-08,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.460000,0.060000,1.111111,0.390000,7.692308
2017-09,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.530000,0.070000,1.282051,0.410000,8.007813
2017-10,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.750000,0.220000,3.978300,0.510000,9.732824
2017-11,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.520000,-0.230000,-4.000000,0.390000,7.602339
2017-12,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.320000,-0.200000,-3.623188,0.400000,8.130081
2018-01,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.290000,-0.030000,-0.563910,0.360000,7.302231
2018-02,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.370000,0.080000,1.512287,0.280000,5.500982
2018-03,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.290000,-0.080000,-1.489758,0.100000,1.926782
2018-04,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.290000,0.000000,0.000000,0.240000,4.752475
2018-05,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.360000,0.070000,1.323251,0.070000,1.323251
2018-06,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.340000,-0.020000,-0.373134,-0.010000,-0.186916
2018-07,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.360000,0.020000,0.374532,-0.040000,-0.740741
2018-08,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.320000,-0.040000,-0.746269,-0.140000,-2.564103
2018-09,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.350000,0.030000,0.563910,-0.180000,-3.254973
2018-10,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.420000,0.070000,1.308411,-0.330000,-5.739130
2018-11,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.250000,-0.170000,-3.136531,-0.270000,-4.891304
2018-12,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.090000,-0.160000,-3.047619,-0.230000,-4.323308
2019-01,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.040000,-0.050000,-0.982318,-0.250000,-4.725898
2019-02,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.290000,0.250000,4.960317,-0.080000,-1.489758
2019-03,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.300000,0.010000,0.189036,0.010000,0.189036
2019-04,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.360000,0.060000,1.132075,0.070000,1.323251
2019-05,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.330000,-0.030000,-0.559701,-0.030000,-0.559701
2019-06,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.230000,-0.100000,-1.876173,-0.110000,-2.059925
2019-07,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.190000,-0.040000,-0.764818,-0.170000,-3.171642
2019-08,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.110000,-0.080000,-1.541426,-0.210000,-3.947368
2019-09,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.160000,0.050000,0.978474,-0.190000,-3.551402
2019-10,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.240000,0.080000,1.550388,-0.180000,-3.321033
2019-11,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.010000,-0.230000,-4.389313,-0.240000,-4.571429
2019-12,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,4.850000,-0.160000,-3.193613,-0.240000,-4.715128
2020-01,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,4.850000,0.000000,0.000000,-0.190000,-3.769841
2020-02,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,4.920000,0.070000,1.443299,-0.370000,-6.994329
2020-03,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.110000,0.190000,3.861789,-0.190000,-3.584906
2020-04,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.550000,0.440000,8.610568,0.190000,3.544776
2020-05,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.710000,0.160000,2.882883,0.380000,7.129456
2020-06,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.340000,-0.370000,-6.479860,0.110000,2.103250
2020-07,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,4.710000,-0.630000,-11.797753,-0.480000,-9.248555
2020-08,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,3.980000,-0.730000,-15.498938,-1.130000,-22.113503
2020-09,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,3.910000,-0.070000,-1.758794,-1.250000,-24.224806
2020-10,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,4.880000,0.970000,24.808184,-0.360000,-6.870229
2020-11,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,6.300000,1.420000,29.098361,1.290000,25.748503
2020-12,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,6.920000,0.620000,9.841270,2.070000,42.680412
2021-01,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,7.490000,0.570000,8.236994,2.640000,54.432990
2021-02,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,7.040000,-0.450000,-6.008011,2.120000,43.089431
2021-03,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,6.060000,-0.980000,-13.920455,0.950000,18.590998
2021-04,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.570000,-0.490000,-8.085809,0.020000,0.360360
2021-05,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,5.040000,-0.530000,-9.515260,-0.670000,-11.733800
2021-06,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,4.530000,-0.510000,-10.119048,-0.810000,-15.168539
2021-07,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,4.060000,-0.470000,-10.375276,-0.650000,-13.800425
2021-08,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,3.840000,-0.220000,-5.418719,-0.140000,-3.517588
2021-09,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,3.660000,-0.180000,-4.687500,-0.250000,-6.393862
2021-10,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,3.600000,-0.060000,-1.639344,-1.280000,-26.229508
2021-11,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,3.300000,-0.300000,-8.333333,-3.000000,-47.619048
2021-12,Tarjetas de crédito,PRE_IFRS9_CARTERA_VENCIDA,3.280000,-0.020000,-0.606061,-3.640000,-52.601156
2022-01,Tarjetas de crédito,IFRS9_ETAPA_3,2.510000,,,,
2022-02,Tarjetas de crédito,IFRS9_ETAPA_3,2.650000,0.140000,5.577689,,
2022-03,Tarjetas de crédito,IFRS9_ETAPA_3,2.670000,0.020000,0.754717,,
2022-04,Tarjetas de crédito,IFRS9_ETAPA_3,2.700000,0.030000,1.123596,,
2022-05,Tarjetas de crédito,IFRS9_ETAPA_3,2.850000,0.150000,5.555556,,
2022-06,Tarjetas de crédito,IFRS9_ETAPA_3,2.550000,-0.300000,-10.526316,,
2022-07,Tarjetas de crédito,IFRS9_ETAPA_3,2.570000,0.020000,0.784314,,
2022-08,Tarjetas de crédito,IFRS9_ETAPA_3,2.600000,0.030000,1.167315,,
2022-09,Tarjetas de crédito,IFRS9_ETAPA_3,2.580000,-0.020000,-0.769231,,
2022-10,Tarjetas de crédito,IFRS9_ETAPA_3,2.670000,0.090000,3.488372,,
2022-11,Tarjetas de crédito,IFRS9_ETAPA_3,2.570000,-0.100000,-3.745318,,
2022-12,Tarjetas de crédito,IFRS9_ETAPA_3,2.610000,0.040000,1.556420,,
2023-01,Tarjetas de crédito,IFRS9_ETAPA_3,2.730000,0.120000,4.597701,0.220000,8.764940
2023-02,Tarjetas de crédito,IFRS9_ETAPA_3,2.760000,0.030000,1.098901,0.110000,4.150943
2023-03,Tarjetas de crédito,IFRS9_ETAPA_3,2.810000,0.050000,1.811594,0.140000,5.243446
2023-04,Tarjetas de crédito,IFRS9_ETAPA_3,2.840000,0.030000,1.067616,0.140000,5.185185
2023-05,Tarjetas de crédito,IFRS9_ETAPA_3,3.010000,0.170000,5.985915,0.160000,5.614035
2023-06,Tarjetas de crédito,IFRS9_ETAPA_3,3.040000,0.030000,0.996678,0.490000,19.215686
2023-07,Tarjetas de crédito,IFRS9_ETAPA_3,3.170000,0.130000,4.276316,0.600000,23.346304
2023-08,Tarjetas de crédito,IFRS9_ETAPA_3,3.230000,0.060000,1.892744,0.630000,24.230769
2023-09,Tarjetas de crédito,IFRS9_ETAPA_3,3.310000,0.080000,2.476780,0.730000,28.294574
2023-10,Tarjetas de crédito,IFRS9_ETAPA_3,3.460000,0.150000,4.531722,0.790000,29.588015
2023-11,Tarjetas de crédito,IFRS9_ETAPA_3,3.340000,-0.120000,-3.468208,0.770000,29.961089
2023-12,Tarjetas de crédito,IFRS9_ETAPA_3,3.550000,0.210000,6.287425,0.940000,36.015326
2024-01,Tarjetas de crédito,IFRS9_ETAPA_3,3.600000,0.050000,1.408451,0.870000,31.868132
2024-02,Tarjetas de crédito,IFRS9_ETAPA_3,3.510000,-0.090000,-2.500000,0.750000,27.173913
2024-03,Tarjetas de crédito,IFRS9_ETAPA_3,3.390000,-0.120000,-3.418803,0.580000,20.640569
2024-04,Tarjetas de crédito,IFRS9_ETAPA_3,3.330000,-0.060000,-1.769912,0.490000,17.253521
2024-05,Tarjetas de crédito,IFRS9_ETAPA_3,3.320000,-0.010000,-0.300300,0.310000,10.299003
2024-06,Tarjetas de crédito,IFRS9_ETAPA_3,3.310000,-0.010000,-0.301205,0.270000,8.881579
2024-07,Tarjetas de crédito,IFRS9_ETAPA_3,3.380000,0.070000,2.114804,0.210000,6.624606
2024-08,Tarjetas de crédito,IFRS9_ETAPA_3,3.400000,0.020000,0.591716,0.170000,5.263158
2024-09,Tarjetas de crédito,IFRS9_ETAPA_3,3.470000,0.070000,2.058824,0.160000,4.833837
2024-10,Tarjetas de crédito,IFRS9_ETAPA_3,3.540000,0.070000,2.017291,0.080000,2.312139
2024-11,Tarjetas de crédito,IFRS9_ETAPA_3,3.340000,-0.200000,-5.649718,0.000000,0.000000
2024-12,Tarjetas de crédito,IFRS9_ETAPA_3,3.420000,0.080000,2.395210,-0.130000,-3.661972
2025-01,Tarjetas de crédito,IFRS9_ETAPA_3,3.400000,-0.020000,-0.584795,-0.200000,-5.555556
2025-02,Tarjetas de crédito,IFRS9_ETAPA_3,3.320000,-0.080000,-2.352941,-0.190000,-5.413105
2025-03,Tarjetas de crédito,IFRS9_ETAPA_3,2.970000,-0.350000,-10.542169,-0.420000,-12.389381
2025-04,Tarjetas de crédito,IFRS9_ETAPA_3,3.220000,0.250000,8.417508,-0.110000,-3.303303
2025-05,Tarjetas de crédito,IFRS9_ETAPA_3,3.310000,0.090000,2.795031,-0.010000,-0.301205
2025-06,Tarjetas de crédito,IFRS9_ETAPA_3,3.300000,-0.010000,-0.302115,-0.010000,-0.302115
2025-07,Tarjetas de crédito,IFRS9_ETAPA_3,3.270000,-0.030000,-0.909091,-0.110000,-3.254438
2025-08,Tarjetas de crédito,IFRS9_ETAPA_3,3.230000,-0.040000,-1.223242,-0.170000,-5.000000
