run_id	job	job_conclusion	paso	paso_conclusion	inicio	fin	duracion_s
35610753704	adicionales	cancelled	Checkout sin marketplace (repo público — cero descargas de action)	success	2026-09-21T14:15:31Z	2026-09-21T14:15:37Z	6.0
35610753704	adicionales	cancelled	Intérprete del runner (crudo, para que quede en el log)	success	2026-09-21T14:15:37Z	2026-09-21T14:15:37Z	0.0
35610753704	adicionales	cancelled	Instala dependencias (requirements.txt — explícito, nunca lo que traiga el runner)	success	2026-09-21T14:15:37Z	2026-09-21T14:15:39Z	2.0
35610753704	adicionales	cancelled	svystat.py — validación independiente (bloqueante)	success	2026-09-21T14:15:39Z	2026-09-21T14:15:39Z	0.0
35610753704	adicionales	cancelled	sidecars de forense/encargos y forense/notas — sello de cuerpo (bloqueante)	success	2026-09-21T14:15:39Z	2026-09-21T14:15:39Z	0.0
35610753704	adicionales	cancelled	emite_m — resolver de ola_calibracion por conducta (bloqueante)	success	2026-09-21T14:15:39Z	2026-09-21T14:15:45Z	6.0
35610753704	adicionales	cancelled	Baseline temporal — corte y compatibilidad del estimando	success	2026-09-21T14:15:45Z	2026-09-21T14:15:45Z	0.0
35610753704	adicionales	cancelled	T-CRON — huella del cron y no-regresión de baseline (bloqueante)	success	2026-09-21T14:15:45Z	2026-09-21T14:15:46Z	1.0
35610753704	adicionales	cancelled	adq_config.py — lector de data/adq-config.yaml (bloqueante)	success	2026-09-21T14:15:46Z	2026-09-21T14:15:46Z	0.0
35610753704	adicionales	cancelled	adq_doctor.py — clasificación de lock/crontab (bloqueante)	success	2026-09-21T14:15:46Z	2026-09-21T14:15:46Z	0.0
35610753704	adicionales	cancelled	adq_investigacion.py — proyección de demanda no se queda atrás (bloqueante)	success	2026-09-21T14:15:46Z	2026-09-21T14:15:53Z	7.0
35610753704	adicionales	cancelled	Fuentes financieras — unidades, faltantes y duplicados (bloqueante)	success	2026-09-21T14:15:53Z	2026-09-21T14:15:53Z	0.0
35610753704	adicionales	cancelled	N34 — producto, costo y daño (bloqueante)	success	2026-09-21T14:15:53Z	2026-09-21T14:15:53Z	0.0
35610753704	adicionales	cancelled	motor ejecutable — procedencia→B→evaluar() sobre las celdas-D del disco (bloqueante)	success	2026-09-21T14:15:53Z	2026-09-21T14:15:54Z	1.0
35610753704	adicionales	cancelled	contrato sintético de C2 — piloto celda-D (bloqueante)	success	2026-09-21T14:15:54Z	2026-09-21T14:15:54Z	0.0
35610753704	adicionales	cancelled	consumidor de celda-D — piloto 2, fila M05 derivada (bloqueante)	success	2026-09-21T14:15:54Z	2026-09-21T14:15:55Z	1.0
35610753704	adicionales	cancelled	marcador por segmento — tabla derivada y guardias (bloqueante)	cancelled	2026-09-21T14:15:55Z	2026-09-21T14:16:58Z	63.0
35610753704	adicionales	cancelled	tubería de ids y union — T15 por mutación, guarda de salto de línea, gramática de FP (bloqueante)	skipped	2026-09-21T14:16:58Z	2026-09-21T14:16:58Z	0.0
35610753704	adicionales	cancelled	comparabilidad por texto de crédito ENIF — forma de la tabla K1-K8 × 5 olas (bloqueante)	skipped	2026-09-21T14:16:58Z	2026-09-21T14:16:58Z	0.0
35610753704	adicionales	cancelled	métrica rectora — celdas_validadas en la primera línea del tablero (bloqueante)	skipped	2026-09-21T14:16:58Z	2026-09-21T14:16:58Z	0.0
35610753704	adicionales	cancelled	descargador por id de manifiesto — arnés HTTP local (bloqueante)	skipped	2026-09-21T14:16:58Z	2026-09-21T14:16:58Z	0.0
35610753704	adicionales	cancelled	cargador de linaje — los tres caminos del id superado (bloqueante)	skipped	2026-09-21T14:16:58Z	2026-09-21T14:16:58Z	0.0
35610753704	adicionales	cancelled	Complete job	success	2026-09-21T14:16:58Z	2026-09-21T14:16:58Z	0.0
35610753704	suite	cancelled	Set up job	success	2026-09-21T14:15:32Z	2026-09-21T14:15:32Z	0.0
35610753704	suite	cancelled	Checkout sin marketplace (repo público — cero descargas de action)	success	2026-09-21T14:15:32Z	2026-09-21T14:15:37Z	5.0
35610753704	suite	cancelled	Intérprete del runner (crudo, para que quede en el log)	success	2026-09-21T14:15:37Z	2026-09-21T14:15:37Z	0.0
35610753704	suite	cancelled	Instala dependencias (requirements.txt — explícito, nunca lo que traiga el runner)	success	2026-09-21T14:15:37Z	2026-09-21T14:15:39Z	2.0
35610753704	suite	cancelled	Suite de verificación (modo línea base — verde = no empeoraste)	cancelled	2026-09-21T14:15:39Z	2026-09-21T14:16:59Z	80.0
35610753704	suite	cancelled	Transporte paralelo, compuerta y semántica del baseline (bloqueante)	skipped	2026-09-21T14:16:59Z	2026-09-21T14:16:59Z	0.0
35610753704	suite	cancelled	Complete job	success	2026-09-21T14:16:59Z	2026-09-21T14:16:59Z	0.0
35610753704	guardias	success	Set up job	success	2026-09-21T14:15:31Z	2026-09-21T14:15:31Z	0.0
35610753704	guardias	success	Checkout sin marketplace (repo público — cero descargas de action)	success	2026-09-21T14:15:31Z	2026-09-21T14:15:46Z	15.0
35610753704	guardias	success	Intérprete del runner (crudo, para que quede en el log)	success	2026-09-21T14:15:46Z	2026-09-21T14:15:46Z	0.0
35610753704	guardias	success	Instala dependencias (requirements.txt — explícito, nunca lo que traiga el runner)	success	2026-09-21T14:15:46Z	2026-09-21T14:15:48Z	2.0
35610753704	guardias	success	Guardias huérfanas — censo + invocador correcto por archivo (bloqueante)	success	2026-09-21T14:15:48Z	2026-09-21T14:16:24Z	36.0
35610753704	guardias	success	Complete job	success	2026-09-21T14:16:24Z	2026-09-21T14:16:24Z	0.0
35610753704	check	failure	Set up job	success	2026-09-21T14:17:05Z	2026-09-21T14:17:05Z	0.0
35610753704	check	failure	Todos los grupos requeridos terminaron correctamente	failure	2026-09-21T14:17:05Z	2026-09-21T14:17:05Z	0.0
35610753704	check	failure	Complete job	success	2026-09-21T14:17:05Z	2026-09-21T14:17:05Z	0.0
35610599152	suite	cancelled	Set up job	success	2026-09-21T14:12:36Z	2026-09-21T14:12:36Z	0.0
35610599152	suite	cancelled	Checkout sin marketplace (repo público — cero descargas de action)	success	2026-09-21T14:12:36Z	2026-09-21T14:12:42Z	6.0
35610599152	suite	cancelled	Intérprete del runner (crudo, para que quede en el log)	success	2026-09-21T14:12:42Z	2026-09-21T14:12:42Z	0.0
35610599152	suite	cancelled	Instala dependencias (requirements.txt — explícito, nunca lo que traiga el runner)	success	2026-09-21T14:12:42Z	2026-09-21T14:12:45Z	3.0
35610599152	suite	cancelled	Suite de verificación (modo línea base — verde = no empeoraste)	cancelled	2026-09-21T14:12:45Z	2026-09-21T14:15:18Z	153.0
35610599152	suite	cancelled	Transporte paralelo, compuerta y semántica del baseline (bloqueante)	skipped	2026-09-21T14:15:18Z	2026-09-21T14:15:18Z	0.0
35610599152	suite	cancelled	Complete job	success	2026-09-21T14:15:18Z	2026-09-21T14:15:18Z	0.0
35610599152	adicionales	cancelled	Set up job	success	2026-09-21T14:12:36Z	2026-09-21T14:12:36Z	0.0
35610599152	adicionales	cancelled	Checkout sin marketplace (repo público — cero descargas de action)	success	2026-09-21T14:12:36Z	2026-09-21T14:12:41Z	5.0
35610599152	adicionales	cancelled	Intérprete del runner (crudo, para que quede en el log)	success	2026-09-21T14:12:41Z	2026-09-21T14:12:41Z	0.0
35610599152	adicionales	cancelled	Instala dependencias (requirements.txt — explícito, nunca lo que traiga el runner)	success	2026-09-21T14:12:41Z	2026-09-21T14:12:43Z	2.0
35610599152	adicionales	cancelled	svystat.py — validación independiente (bloqueante)	success	2026-09-21T14:12:43Z	2026-09-21T14:12:43Z	0.0
35610599152	adicionales	cancelled	sidecars de forense/encargos y forense/notas — sello de cuerpo (bloqueante)	success	2026-09-21T14:12:43Z	2026-09-21T14:12:43Z	0.0
35610599152	adicionales	cancelled	emite_m — resolver de ola_calibracion por conducta (bloqueante)	success	2026-09-21T14:12:43Z	2026-09-21T14:12:49Z	6.0
35610599152	adicionales	cancelled	Baseline temporal — corte y compatibilidad del estimando	success	2026-09-21T14:12:49Z	2026-09-21T14:12:49Z	0.0
35610599152	adicionales	cancelled	T-CRON — huella del cron y no-regresión de baseline (bloqueante)	success	2026-09-21T14:12:49Z	2026-09-21T14:12:50Z	1.0
35610599152	adicionales	cancelled	adq_config.py — lector de data/adq-config.yaml (bloqueante)	success	2026-09-21T14:12:50Z	2026-09-21T14:12:50Z	0.0
35610599152	adicionales	cancelled	adq_doctor.py — clasificación de lock/crontab (bloqueante)	success	2026-09-21T14:12:50Z	2026-09-21T14:12:51Z	1.0
35610599152	adicionales	cancelled	adq_investigacion.py — proyección de demanda no se queda atrás (bloqueante)	success	2026-09-21T14:12:51Z	2026-09-21T14:12:58Z	7.0
35610599152	adicionales	cancelled	Fuentes financieras — unidades, faltantes y duplicados (bloqueante)	success	2026-09-21T14:12:58Z	2026-09-21T14:12:58Z	0.0
35610599152	adicionales	cancelled	N34 — producto, costo y daño (bloqueante)	success	2026-09-21T14:12:58Z	2026-09-21T14:12:58Z	0.0
35610599152	adicionales	cancelled	motor ejecutable — procedencia→B→evaluar() sobre las celdas-D del disco (bloqueante)	success	2026-09-21T14:12:58Z	2026-09-21T14:12:59Z	1.0
35610599152	adicionales	cancelled	contrato sintético de C2 — piloto celda-D (bloqueante)	success	2026-09-21T14:12:59Z	2026-09-21T14:12:59Z	0.0
35610599152	adicionales	cancelled	consumidor de celda-D — piloto 2, fila M05 derivada (bloqueante)	success	2026-09-21T14:12:59Z	2026-09-21T14:12:59Z	0.0
35610599152	adicionales	cancelled	marcador por segmento — tabla derivada y guardias (bloqueante)	cancelled	2026-09-21T14:12:59Z	2026-09-21T14:15:18Z	139.0
35610599152	adicionales	cancelled	tubería de ids y union — T15 por mutación, guarda de salto de línea, gramática de FP (bloqueante)	skipped	2026-09-21T14:15:18Z	2026-09-21T14:15:18Z	0.0
35610599152	adicionales	cancelled	comparabilidad por texto de crédito ENIF — forma de la tabla K1-K8 × 5 olas (bloqueante)	skipped	2026-09-21T14:15:18Z	2026-09-21T14:15:18Z	0.0
35610599152	adicionales	cancelled	métrica rectora — celdas_validadas en la primera línea del tablero (bloqueante)	skipped	2026-09-21T14:15:18Z	2026-09-21T14:15:18Z	0.0
35610599152	adicionales	cancelled	descargador por id de manifiesto — arnés HTTP local (bloqueante)	skipped	2026-09-21T14:15:18Z	2026-09-21T14:15:18Z	0.0
35610599152	adicionales	cancelled	cargador de linaje — los tres caminos del id superado (bloqueante)	skipped	2026-09-21T14:15:18Z	2026-09-21T14:15:18Z	0.0
35610599152	adicionales	cancelled	Complete job	success	2026-09-21T14:15:18Z	2026-09-21T14:15:18Z	0.0
35610599152	guardias	success	Set up job	success	2026-09-21T14:12:38Z	2026-09-21T14:12:38Z	0.0
35610599152	guardias	success	Checkout sin marketplace (repo público — cero descargas de action)	success	2026-09-21T14:12:38Z	2026-09-21T14:12:54Z	16.0
35610599152	guardias	success	Intérprete del runner (crudo, para que quede en el log)	success	2026-09-21T14:12:54Z	2026-09-21T14:12:54Z	0.0
35610599152	guardias	success	Instala dependencias (requirements.txt — explícito, nunca lo que traiga el runner)	success	2026-09-21T14:12:54Z	2026-09-21T14:12:56Z	2.0
35610599152	guardias	success	Guardias huérfanas — censo + invocador correcto por archivo (bloqueante)	success	2026-09-21T14:12:56Z	2026-09-21T14:13:33Z	37.0
35610599152	guardias	success	Complete job	success	2026-09-21T14:13:33Z	2026-09-21T14:13:33Z	0.0
35610599152	check	failure	Set up job	success	2026-09-21T14:15:23Z	2026-09-21T14:15:23Z	0.0
35610599152	check	failure	Todos los grupos requeridos terminaron correctamente	failure	2026-09-21T14:15:23Z	2026-09-21T14:15:24Z	1.0
35610599152	check	failure	Complete job	success	2026-09-21T14:15:24Z	2026-09-21T14:15:24Z	0.0
35570344776	adicionales	success	Set up job	success	2026-09-21T06:52:37Z	2026-09-21T06:52:38Z	1.0
35570344776	adicionales	success	Checkout sin marketplace (repo público — cero descargas de action)	success	2026-09-21T06:52:38Z	2026-09-21T06:52:45Z	7.0
35570344776	adicionales	success	Intérprete del runner (crudo, para que quede en el log)	success	2026-09-21T06:52:45Z	2026-09-21T06:52:45Z	0.0
35570344776	adicionales	success	Instala dependencias (requirements.txt — explícito, nunca lo que traiga el runner)	success	2026-09-21T06:52:45Z	2026-09-21T06:52:47Z	2.0
35570344776	adicionales	success	svystat.py — validación independiente (bloqueante)	success	2026-09-21T06:52:47Z	2026-09-21T06:52:47Z	0.0
35570344776	adicionales	success	sidecars de forense/encargos y forense/notas — sello de cuerpo (bloqueante)	success	2026-09-21T06:52:47Z	2026-09-21T06:52:47Z	0.0
35570344776	adicionales	success	emite_m — resolver de ola_calibracion por conducta (bloqueante)	success	2026-09-21T06:52:47Z	2026-09-21T06:52:51Z	4.0
35570344776	adicionales	success	Baseline temporal — corte y compatibilidad del estimando	success	2026-09-21T06:52:51Z	2026-09-21T06:52:51Z	0.0
35570344776	adicionales	success	T-CRON — huella del cron y no-regresión de baseline (bloqueante)	success	2026-09-21T06:52:51Z	2026-09-21T06:52:53Z	2.0
35570344776	adicionales	success	adq_config.py — lector de data/adq-config.yaml (bloqueante)	success	2026-09-21T06:52:53Z	2026-09-21T06:52:53Z	0.0
35570344776	adicionales	success	adq_doctor.py — clasificación de lock/crontab (bloqueante)	success	2026-09-21T06:52:53Z	2026-09-21T06:52:53Z	0.0
35570344776	adicionales	success	adq_investigacion.py — proyección de demanda no se queda atrás (bloqueante)	success	2026-09-21T06:52:53Z	2026-09-21T06:53:00Z	7.0
35570344776	adicionales	success	Fuentes financieras — unidades, faltantes y duplicados (bloqueante)	success	2026-09-21T06:53:00Z	2026-09-21T06:53:00Z	0.0
35570344776	adicionales	success	N34 — producto, costo y daño (bloqueante)	success	2026-09-21T06:53:00Z	2026-09-21T06:53:00Z	0.0
35570344776	adicionales	success	motor ejecutable — procedencia→B→evaluar() sobre las celdas-D del disco (bloqueante)	success	2026-09-21T06:53:00Z	2026-09-21T06:53:01Z	1.0
35570344776	adicionales	success	contrato sintético de C2 — piloto celda-D (bloqueante)	success	2026-09-21T06:53:01Z	2026-09-21T06:53:01Z	0.0
35570344776	adicionales	success	consumidor de celda-D — piloto 2, fila M05 derivada (bloqueante)	success	2026-09-21T06:53:01Z	2026-09-21T06:53:01Z	0.0
35570344776	adicionales	success	marcador por segmento — tabla derivada y guardias (bloqueante)	success	2026-09-21T06:53:01Z	2026-09-21T06:54:51Z	110.0
35570344776	adicionales	success	tubería de ids y union — T15 por mutación, guarda de salto de línea, gramática de FP (bloqueante)	success	2026-09-21T06:54:51Z	2026-09-21T06:54:51Z	0.0
35570344776	adicionales	success	comparabilidad por texto de crédito ENIF — forma de la tabla K1-K8 × 5 olas (bloqueante)	success	2026-09-21T06:54:51Z	2026-09-21T06:54:52Z	1.0
35570344776	adicionales	success	métrica rectora — celdas_validadas en la primera línea del tablero (bloqueante)	success	2026-09-21T06:54:52Z	2026-09-21T06:55:25Z	33.0
35570344776	adicionales	success	descargador por id de manifiesto — arnés HTTP local (bloqueante)	success	2026-09-21T06:55:25Z	2026-09-21T06:55:28Z	3.0
35570344776	adicionales	success	cargador de linaje — los tres caminos del id superado (bloqueante)	success	2026-09-21T06:55:28Z	2026-09-21T06:55:28Z	0.0
35570344776	adicionales	success	Complete job	success	2026-09-21T06:55:28Z	2026-09-21T06:55:28Z	0.0
