archivo	veredicto	dependencias_faltantes	tiempo_seg	detalle	recomendacion	justificacion
tests/test_enut2024_distribucion_horas.py	NECESITA-DEPENDENCIA(numpy)	numpy,pandas	0.0	ModuleNotFoundError: No module named 'numpy'	MANTENER-SIN-CABLEAR	Ejercita derivaciones GEN2 reales (numpy/pandas/scipy/pytest/jsonschema/openpyxl), que este propio repo ya corre en CAJA con corpus montado -- no es decoración, es una prueba que necesita un entorno que CI deliberadamente no monta (requirements.txt explícito, sin el stack científico, D-14: no se construye base central). Cablearla en CI exige instalar ese stack en las ~330 corridas medidas por segundo test, cuando hoy corre de todas formas en cada sesión de CAJA que la toca. Costo a un lector si se elimina: pierde la única prueba de esa derivación GEN2; no se recomienda eliminar.
tests/test_enut2024_participacion_intensidad.py	NECESITA-DEPENDENCIA(numpy)	numpy,pandas	0.0	ModuleNotFoundError: No module named 'numpy'	MANTENER-SIN-CABLEAR	Ejercita derivaciones GEN2 reales (numpy/pandas/scipy/pytest/jsonschema/openpyxl), que este propio repo ya corre en CAJA con corpus montado -- no es decoración, es una prueba que necesita un entorno que CI deliberadamente no monta (requirements.txt explícito, sin el stack científico, D-14: no se construye base central). Cablearla en CI exige instalar ese stack en las ~330 corridas medidas por segundo test, cuando hoy corre de todas formas en cada sesión de CAJA que la toca. Costo a un lector si se elimina: pierde la única prueba de esa derivación GEN2; no se recomienda eliminar.
tests/test_envipe_u4_2013_2015.py	NECESITA-DEPENDENCIA(numpy)	(ninguna)	0.1	ModuleNotFoundError: No module named 'numpy'	MANTENER-SIN-CABLEAR	Ejercita derivaciones GEN2 reales (numpy/pandas/scipy/pytest/jsonschema/openpyxl), que este propio repo ya corre en CAJA con corpus montado -- no es decoración, es una prueba que necesita un entorno que CI deliberadamente no monta (requirements.txt explícito, sin el stack científico, D-14: no se construye base central). Cablearla en CI exige instalar ese stack en las ~330 corridas medidas por segundo test, cuando hoy corre de todas formas en cada sesión de CAJA que la toca. Costo a un lector si se elimina: pierde la única prueba de esa derivación GEN2; no se recomienda eliminar.
tests/test_f5_documental.py	NECESITA-DEPENDENCIA(pandas)	(ninguna)	0.1	ModuleNotFoundError: No module named 'pandas'	MANTENER-SIN-CABLEAR	Ejercita derivaciones GEN2 reales (numpy/pandas/scipy/pytest/jsonschema/openpyxl), que este propio repo ya corre en CAJA con corpus montado -- no es decoración, es una prueba que necesita un entorno que CI deliberadamente no monta (requirements.txt explícito, sin el stack científico, D-14: no se construye base central). Cablearla en CI exige instalar ese stack en las ~330 corridas medidas por segundo test, cuando hoy corre de todas formas en cada sesión de CAJA que la toca. Costo a un lector si se elimina: pierde la única prueba de esa derivación GEN2; no se recomienda eliminar.
tests/test_issp2017_consistencia_apoyo_familiar.py	NECESITA-DEPENDENCIA(pandas)	pandas	0.1	ModuleNotFoundError: No module named 'pandas'	MANTENER-SIN-CABLEAR	Ejercita derivaciones GEN2 reales (numpy/pandas/scipy/pytest/jsonschema/openpyxl), que este propio repo ya corre en CAJA con corpus montado -- no es decoración, es una prueba que necesita un entorno que CI deliberadamente no monta (requirements.txt explícito, sin el stack científico, D-14: no se construye base central). Cablearla en CI exige instalar ese stack en las ~330 corridas medidas por segundo test, cuando hoy corre de todas formas en cada sesión de CAJA que la toca. Costo a un lector si se elimina: pierde la única prueba de esa derivación GEN2; no se recomienda eliminar.
tests/test_issp2017_redes_apoyo_cotidiano.py	NECESITA-DEPENDENCIA(pandas)	pandas	0.1	ModuleNotFoundError: No module named 'pandas'	MANTENER-SIN-CABLEAR	Ejercita derivaciones GEN2 reales (numpy/pandas/scipy/pytest/jsonschema/openpyxl), que este propio repo ya corre en CAJA con corpus montado -- no es decoración, es una prueba que necesita un entorno que CI deliberadamente no monta (requirements.txt explícito, sin el stack científico, D-14: no se construye base central). Cablearla en CI exige instalar ese stack en las ~330 corridas medidas por segundo test, cuando hoy corre de todas formas en cada sesión de CAJA que la toca. Costo a un lector si se elimina: pierde la única prueba de esa derivación GEN2; no se recomienda eliminar.
tests/test_issp_apoyo_monetario.py	NECESITA-DEPENDENCIA(pandas)	pandas	0.1	ModuleNotFoundError: No module named 'pandas'	MANTENER-SIN-CABLEAR	Ejercita derivaciones GEN2 reales (numpy/pandas/scipy/pytest/jsonschema/openpyxl), que este propio repo ya corre en CAJA con corpus montado -- no es decoración, es una prueba que necesita un entorno que CI deliberadamente no monta (requirements.txt explícito, sin el stack científico, D-14: no se construye base central). Cablearla en CI exige instalar ese stack en las ~330 corridas medidas por segundo test, cuando hoy corre de todas formas en cada sesión de CAJA que la toca. Costo a un lector si se elimina: pierde la única prueba de esa derivación GEN2; no se recomienda eliminar.
tests/test_marginales_una_variable.py	NECESITA-DEPENDENCIA(numpy)	numpy	0.1	ModuleNotFoundError: No module named 'numpy'	MANTENER-SIN-CABLEAR	Ejercita derivaciones GEN2 reales (numpy/pandas/scipy/pytest/jsonschema/openpyxl), que este propio repo ya corre en CAJA con corpus montado -- no es decoración, es una prueba que necesita un entorno que CI deliberadamente no monta (requirements.txt explícito, sin el stack científico, D-14: no se construye base central). Cablearla en CI exige instalar ese stack en las ~330 corridas medidas por segundo test, cuando hoy corre de todas formas en cada sesión de CAJA que la toca. Costo a un lector si se elimina: pierde la única prueba de esa derivación GEN2; no se recomienda eliminar.
tests/test_motor_gen2_explicito.py	FALLA-DE-VERDAD	(ninguna)	23.3	AssertionError: 'NO_COVERAGE' != 'EMITE'	DEFECTO-ABIERTO-NO-SE-TOCA-AQUI	Falla de verdad, activa: AssertionError: 'NO_COVERAGE' != 'EMITE'. PARO de este acto prohíbe modificar un test (§7); D-14 del censo que lo detectó también prohíbe arreglarlo ahí. Es exactamente el caso que el encargo distingue de 'decoración': nadie lo mira. Recomendación: NO se elimina (perdería la única señal de que algo real está roto); se abre como NC con dueño para que un acto de contenido lo investigue -- no éste, que sólo mide.
tests/test_piloto3_v11.py	NECESITA-DEPENDENCIA(pytest)	numpy,pytest	0.0	/usr/local/bin/python3: No module named pytest	MANTENER-SIN-CABLEAR	Ejercita derivaciones GEN2 reales (numpy/pandas/scipy/pytest/jsonschema/openpyxl), que este propio repo ya corre en CAJA con corpus montado -- no es decoración, es una prueba que necesita un entorno que CI deliberadamente no monta (requirements.txt explícito, sin el stack científico, D-14: no se construye base central). Cablearla en CI exige instalar ese stack en las ~330 corridas medidas por segundo test, cuando hoy corre de todas formas en cada sesión de CAJA que la toca. Costo a un lector si se elimina: pierde la única prueba de esa derivación GEN2; no se recomienda eliminar.
tests/test_pisos_rejilla_datos.py	NECESITA-DEPENDENCIA(numpy)	numpy,pandas	0.0	ModuleNotFoundError: No module named 'numpy'	MANTENER-SIN-CABLEAR	Ejercita derivaciones GEN2 reales (numpy/pandas/scipy/pytest/jsonschema/openpyxl), que este propio repo ya corre en CAJA con corpus montado -- no es decoración, es una prueba que necesita un entorno que CI deliberadamente no monta (requirements.txt explícito, sin el stack científico, D-14: no se construye base central). Cablearla en CI exige instalar ese stack en las ~330 corridas medidas por segundo test, cuando hoy corre de todas formas en cada sesión de CAJA que la toca. Costo a un lector si se elimina: pierde la única prueba de esa derivación GEN2; no se recomienda eliminar.
tests/test_reactivos_contexto.py	NECESITA-DEPENDENCIA(openpyxl)	openpyxl	0.1	ModuleNotFoundError: No module named 'openpyxl'	MANTENER-SIN-CABLEAR	Ejercita derivaciones GEN2 reales (numpy/pandas/scipy/pytest/jsonschema/openpyxl), que este propio repo ya corre en CAJA con corpus montado -- no es decoración, es una prueba que necesita un entorno que CI deliberadamente no monta (requirements.txt explícito, sin el stack científico, D-14: no se construye base central). Cablearla en CI exige instalar ese stack en las ~330 corridas medidas por segundo test, cuando hoy corre de todas formas en cada sesión de CAJA que la toca. Costo a un lector si se elimina: pierde la única prueba de esa derivación GEN2; no se recomienda eliminar.
tests/test_relevo_encuci_f2.py	FALLA-DE-VERDAD	(ninguna)	40.1	TIMEOUT>40s	DEFECTO-ABIERTO-NO-SE-TOCA-AQUI	Falla de verdad, activa: TIMEOUT>40s. PARO de este acto prohíbe modificar un test (§7); D-14 del censo que lo detectó también prohíbe arreglarlo ahí. Es exactamente el caso que el encargo distingue de 'decoración': nadie lo mira. Recomendación: NO se elimina (perdería la única señal de que algo real está roto); se abre como NC con dueño para que un acto de contenido lo investigue -- no éste, que sólo mide.
tests/test_relevo_remesas_f3.py	FALLA-DE-VERDAD	(ninguna)	8.0	AssertionError	DEFECTO-ABIERTO-NO-SE-TOCA-AQUI	Falla de verdad, activa: AssertionError. PARO de este acto prohíbe modificar un test (§7); D-14 del censo que lo detectó también prohíbe arreglarlo ahí. Es exactamente el caso que el encargo distingue de 'decoración': nadie lo mira. Recomendación: NO se elimina (perdería la única señal de que algo real está roto); se abre como NC con dueño para que un acto de contenido lo investigue -- no éste, que sólo mide.
tests/test_wbes2023_descriptiva.py	NECESITA-DEPENDENCIA(pandas)	pandas	0.1	ModuleNotFoundError: No module named 'pandas'	MANTENER-SIN-CABLEAR	Ejercita derivaciones GEN2 reales (numpy/pandas/scipy/pytest/jsonschema/openpyxl), que este propio repo ya corre en CAJA con corpus montado -- no es decoración, es una prueba que necesita un entorno que CI deliberadamente no monta (requirements.txt explícito, sin el stack científico, D-14: no se construye base central). Cablearla en CI exige instalar ese stack en las ~330 corridas medidas por segundo test, cuando hoy corre de todas formas en cada sesión de CAJA que la toca. Costo a un lector si se elimina: pierde la única prueba de esa derivación GEN2; no se recomienda eliminar.
