run_id	evento	conclusion	creado	espera_inicial_s	duracion_total_s	ruta_critica_job	ruta_critica_s
35549478124	push	success	2026-09-21T01:00:28Z	3.0	138.0	adicionales	131.0
35549408658	pull_request	success	2026-09-21T00:59:13Z	2.0	111.0	adicionales	105.0
35548819494	pull_request	success	2026-09-21T00:47:44Z	2.0	118.0	adicionales	110.0
35547973529	push	success	2026-09-21T00:31:32Z	2.0	181.0	adicionales	173.0
35547607792	pull_request	success	2026-09-21T00:24:35Z	2.0	184.0	adicionales	179.0
35547080915	push	success	2026-09-21T00:14:52Z	2.0	183.0	adicionales	173.0
35546865119	pull_request	success	2026-09-21T00:11:09Z	2.0	149.0	adicionales	141.0
35546066415	pull_request	success	2026-09-20T23:55:55Z	2.0	139.0	adicionales	132.0
35543549263	push	success	2026-09-20T23:04:30Z	2.0	171.0	adicionales	164.0
35543084188	pull_request	success	2026-09-20T22:55:01Z	3.0	154.0	adicionales	146.0
35542791002	push	success	2026-09-20T22:48:51Z	2.0	180.0	adicionales	173.0
35542601206	pull_request	success	2026-09-20T22:45:01Z	2.0	181.0	adicionales	173.0
35541637721	push	success	2026-09-20T22:25:21Z	2.0	182.0	adicionales	173.0
35541436506	pull_request	success	2026-09-20T22:21:41Z	3.0	209.0	adicionales	167.0
35541003925	pull_request	success	2026-09-20T22:13:37Z	3.0	170.0	adicionales	161.0
35540528995	push	success	2026-09-20T22:04:24Z	2.0	123.0	suite	113.0
35540492796	pull_request	failure	2026-09-20T22:03:41Z	2.0	172.0	adicionales	162.0
35540441622	pull_request	success	2026-09-20T22:02:37Z	2.0	183.0	adicionales	176.0
35539356222	push	success	2026-09-20T21:39:07Z	2.0	137.0	adicionales	131.0
35539084527	pull_request	success	2026-09-20T21:33:42Z	2.0	166.0	adicionales	159.0
35538862612	pull_request	success	2026-09-20T21:29:31Z	24.0	188.0	adicionales	158.0
35538792994	pull_request	cancelled	2026-09-20T21:28:09Z	3.0	103.0	adicionales	94.0
35538588364	push	success	2026-09-20T21:24:12Z	22.0	137.0	adicionales	111.0
35538562596	push	cancelled	2026-09-20T21:23:43Z	2.0	48.0	suite	42.0
35538233380	pull_request	success	2026-09-20T21:17:22Z	23.0	181.0	suite	152.0
35538223000	pull_request	success	2026-09-20T21:17:10Z	3.0	172.0	adicionales	162.0
35538219322	pull_request	cancelled	2026-09-20T21:17:06Z	2.0	37.0	guardias	28.0
35537867295	pull_request	success	2026-09-20T21:10:26Z	2.0	189.0	suite	182.0
35537851490	pull_request	failure	2026-09-20T21:10:10Z	2.0	123.0	adicionales	115.0
35536841502	push	success	2026-09-20T20:50:51Z	2.0	137.0	adicionales	128.0
35536636286	push	success	2026-09-20T20:46:59Z	23.0	150.0	adicionales	122.0
35536623762	pull_request	success	2026-09-20T20:46:41Z	3.0	220.0	suite	176.0
35536604425	push	cancelled	2026-09-20T20:46:19Z	3.0	60.0	suite	52.0
35536397377	push	success	2026-09-20T20:42:18Z	3.0	170.0	adicionales	158.0
35516613087	pull_request	success	2026-09-20T14:28:56Z	21.0	180.0	adicionales	154.0
35516565634	pull_request	cancelled	2026-09-20T14:28:00Z	2.0	75.0	suite	68.0
35494232714	pull_request	success	2026-09-20T06:26:25Z	2.0	168.0	adicionales	161.0
35494162478	pull_request	failure	2026-09-20T06:24:50Z	3.0	191.0	suite	183.0
35494019513	pull_request	success	2026-09-20T06:21:31Z	22.0	202.0	suite	176.0
35493998571	pull_request	cancelled	2026-09-20T06:21:03Z	3.0	47.0	suite	40.0
35493993383	pull_request	success	2026-09-20T06:20:55Z	3.0	160.0	adicionales	150.0
35493449494	pull_request	success	2026-09-20T06:08:25Z	2.0	187.0	suite	179.0
35492886335	push	success	2026-09-20T05:55:18Z	2.0	185.0	suite	175.0
35492751658	pull_request	success	2026-09-20T05:51:57Z	2.0	166.0	adicionales	159.0
35492099158	push	success	2026-09-20T05:36:16Z	3.0	213.0	suite	171.0
35491998945	pull_request	failure	2026-09-20T05:33:57Z	2.0	181.0	suite	175.0
35491974018	pull_request	success	2026-09-20T05:33:20Z	3.0	165.0	adicionales	156.0
35491526178	push	success	2026-09-20T05:22:51Z	2.0	219.0	suite	175.0
35491470612	pull_request	success	2026-09-20T05:21:35Z	2.0	179.0	suite	172.0
35491362360	pull_request	success	2026-09-20T05:19:05Z	23.0	190.0	adicionales	160.0
35491249415	pull_request	cancelled	2026-09-20T05:16:23Z	2.0	182.0	suite	173.0
35490270550	push	success	2026-09-20T04:53:23Z	3.0	130.0	adicionales	121.0
35490093755	pull_request	success	2026-09-20T04:49:12Z	2.0	192.0	suite	172.0
35489573907	pull_request	failure	2026-09-20T04:36:36Z	3.0	185.0	suite	175.0
35489468682	push	success	2026-09-20T04:34:06Z	3.0	121.0	suite	113.0
35489339812	push	success	2026-09-20T04:31:02Z	2.0	173.0	suite	167.0
35489296872	pull_request	success	2026-09-20T04:30:08Z	2.0	182.0	suite	174.0
35489181514	pull_request	success	2026-09-20T04:27:18Z	2.0	201.0	suite	181.0
35488888671	push	success	2026-09-20T04:20:21Z	2.0	160.0	suite	154.0
35488674439	pull_request	success	2026-09-20T04:15:16Z	2.0	136.0	suite	127.0
35488497372	push	success	2026-09-20T04:11:08Z	22.0	206.0	suite	176.0
35488486887	push	cancelled	2026-09-20T04:10:54Z	2.0	33.0	suite	27.0
35488163261	pull_request	success	2026-09-20T04:03:35Z	3.0	179.0	suite	172.0
35488005946	pull_request	failure	2026-09-20T04:00:09Z	3.0	183.0	suite	175.0
35487650969	push	success	2026-09-20T03:51:23Z	2.0	167.0	adicionales	159.0
35487488699	pull_request	success	2026-09-20T03:47:34Z	2.0	180.0	suite	173.0
35487382783	push	success	2026-09-20T03:45:03Z	2.0	182.0	suite	174.0
35487280104	pull_request	success	2026-09-20T03:42:43Z	22.0	201.0	suite	172.0
35487262344	pull_request	cancelled	2026-09-20T03:42:16Z	2.0	47.0	adicionales	40.0
35487241435	pull_request	success	2026-09-20T03:41:50Z	2.0	148.0	suite	139.0
35486689580	pull_request	success	2026-09-20T03:29:14Z	2.0	180.0	suite	171.0
35486502333	push	success	2026-09-20T03:24:52Z	4.0	182.0	suite	174.0
35486493591	pull_request	success	2026-09-20T03:24:40Z	24.0	208.0	suite	179.0
35486468430	pull_request	cancelled	2026-09-20T03:24:06Z	2.0	54.0	adicionales	46.0
35486449855	pull_request	success	2026-09-20T03:23:38Z	3.0	208.0	adicionales	162.0
35486348483	pull_request	success	2026-09-20T03:21:12Z	2.0	176.0	suite	168.0
35486321352	pull_request	failure	2026-09-20T03:20:35Z	3.0	170.0	adicionales	161.0
35485996560	push	success	2026-09-20T03:13:04Z	2.0	176.0	suite	168.0
35485905045	pull_request	success	2026-09-20T03:10:53Z	2.0	179.0	suite	171.0
35485856680	pull_request	success	2026-09-20T03:09:49Z	2.0	158.0	adicionales	150.0
35485698230	pull_request	failure	2026-09-20T03:06:04Z	21.0	197.0	suite	171.0
35485684426	pull_request	cancelled	2026-09-20T03:05:42Z	2.0	40.0	suite	34.0
35485471848	push	success	2026-09-20T03:00:55Z	3.0	178.0	suite	170.0
35485321536	pull_request	success	2026-09-20T02:57:21Z	3.0	189.0	suite	174.0
35485133160	pull_request	failure	2026-09-20T02:52:49Z	2.0	176.0	suite	169.0
35484484482	push	success	2026-09-20T02:37:54Z	3.0	181.0	suite	171.0
35483784440	pull_request	success	2026-09-20T02:21:39Z	2.0	187.0	suite	180.0
35483644321	pull_request	failure	2026-09-20T02:18:27Z	3.0	135.0	suite	126.0
35483605734	push	success	2026-09-20T02:17:34Z	2.0	369.0	check	367.0
35483319622	pull_request	success	2026-09-20T02:11:08Z	3.0	362.0	check	359.0
35483175259	workflow_dispatch	success	2026-09-20T02:07:54Z	3.0	172.0	suite	165.0
35483077343	workflow_dispatch	success	2026-09-20T02:05:40Z	39.0	404.0	check	365.0
35483071194	push	success	2026-09-20T02:05:31Z	3.0	383.0	check	380.0
35483010742	workflow_dispatch	success	2026-09-20T02:04:07Z	7.0	172.0	adicionales	160.0
35482964784	workflow_dispatch	cancelled	2026-09-20T02:03:07Z	4.0	57.0	adicionales	48.0
35482963179	workflow_dispatch	failure	2026-09-20T02:03:06Z	2.0	174.0	suite	166.0
35482961894	workflow_dispatch	failure	2026-09-20T02:03:04Z	3.0	166.0	adicionales	154.0
35482960574	workflow_dispatch	failure	2026-09-20T02:03:03Z	4.0	178.0	suite	170.0
35482959302	workflow_dispatch	failure	2026-09-20T02:03:01Z	4.0	167.0	adicionales	157.0
35482844734	workflow_dispatch	success	2026-09-20T02:00:28Z	3.0	177.0	suite	168.0
35482843438	workflow_dispatch	success	2026-09-20T02:00:26Z	3.0	261.0	check	258.0
35482818253	pull_request	success	2026-09-20T02:00:01Z	2.0	178.0	suite	167.0
35482817900	pull_request	success	2026-09-20T02:00:00Z	3.0	304.0	check	301.0
35482645264	push	success	2026-09-20T01:55:45Z	3.0	377.0	check	374.0
35482614949	pull_request	success	2026-09-20T01:55:04Z	2.0	236.0	check	234.0
35482436839	pull_request	success	2026-09-20T01:50:45Z	3.0	280.0	check	277.0
35482245209	push	success	2026-09-20T01:46:13Z	2.0	362.0	check	360.0
35482122063	pull_request	success	2026-09-20T01:43:18Z	4.0	368.0	check	364.0
35482065683	pull_request	success	2026-09-20T01:41:57Z	3.0	231.0	check	228.0
35481302477	pull_request	failure	2026-09-20T01:24:21Z	3.0	204.0	check	201.0
35481282565	pull_request	failure	2026-09-20T01:23:55Z	2.0	212.0	check	210.0
35481243283	push	failure	2026-09-20T01:22:59Z	17.0	205.0	check	188.0
35481193485	workflow_dispatch	success	2026-09-20T01:21:48Z	3.0	293.0	check	290.0
35481192989	push	cancelled	2026-09-20T01:21:47Z	39.0	87.0	check	48.0
35481087594	pull_request	failure	2026-09-20T01:19:17Z	3.0	103.0	check	100.0
35480923305	pull_request	success	2026-09-20T01:15:33Z	3.0	329.0	check	326.0
35480908270	pull_request	failure	2026-09-20T01:15:14Z	3.0	212.0	check	209.0
35480714611	pull_request	failure	2026-09-20T01:10:49Z	2.0	152.0	check	150.0
35480635209	push	success	2026-09-20T01:09:03Z	2.0	282.0	check	280.0
35480575882	pull_request	failure	2026-09-20T01:07:41Z	2.0	209.0	check	207.0
35480311182	pull_request	success	2026-09-20T01:01:45Z	2.0	305.0	check	303.0
35480187406	push	success	2026-09-20T00:59:08Z	2.0	277.0	check	275.0
35479938188	pull_request	success	2026-09-20T00:53:11Z	3.0	333.0	check	330.0
35479877637	push	success	2026-09-20T00:51:49Z	2.0	356.0	check	354.0
35479713885	push	success	2026-09-20T00:48:01Z	17.0	214.0	check	197.0
35479531912	pull_request	failure	2026-09-20T00:43:53Z	3.0	214.0	check	211.0
35479478441	push	cancelled	2026-09-20T00:42:37Z	3.0	338.0	check	335.0
35478588885	pull_request	success	2026-09-20T00:22:08Z	2.0	364.0	check	362.0
35478438619	pull_request	failure	2026-09-20T00:18:48Z	6.0	221.0	check	215.0
35478353876	pull_request	success	2026-09-20T00:16:53Z	2.0	262.0	check	260.0
35478288780	pull_request	failure	2026-09-20T00:15:27Z	6.0	167.0	check	161.0
35478119413	pull_request	success	2026-09-20T00:11:43Z	2.0	356.0	check	354.0
35477874934	workflow_dispatch	success	2026-09-20T00:06:08Z	3.0	230.0	check	227.0
35477847820	pull_request	success	2026-09-20T00:05:33Z	3.0	375.0	check	372.0
35477841991	pull_request	failure	2026-09-20T00:05:25Z	2.0	218.0	check	216.0
35477811552	pull_request	success	2026-09-20T00:04:49Z	3.0	355.0	check	352.0
35477808174	push	success	2026-09-20T00:04:45Z	16.0	370.0	check	354.0
35477643488	pull_request	failure	2026-09-20T00:01:04Z	3.0	211.0	check	208.0
35477636023	push	cancelled	2026-09-20T00:00:56Z	2.0	243.0	check	241.0
35477422889	pull_request	failure	2026-09-19T23:55:58Z	3.0	197.0	check	194.0
35477355994	pull_request	success	2026-09-19T23:54:19Z	2.0	327.0	check	325.0
35477351585	pull_request	success	2026-09-19T23:54:11Z	38.0	391.0	check	353.0
35477316360	pull_request	failure	2026-09-19T23:53:20Z	3.0	132.0	check	129.0
35477311346	pull_request	failure	2026-09-19T23:53:13Z	5.0	205.0	check	200.0
35477285822	pull_request	cancelled	2026-09-19T23:52:38Z	1.0	36.0	check	35.0
35477281137	pull_request	success	2026-09-19T23:52:30Z	17.0	286.0	check	269.0
35477276932	pull_request	failure	2026-09-19T23:52:23Z	3.0	197.0	check	194.0
35477268800	pull_request	success	2026-09-19T23:52:13Z	16.0	350.0	check	334.0
35477261194	pull_request	cancelled	2026-09-19T23:52:05Z	2.0	39.0	check	37.0
35477257495	pull_request	cancelled	2026-09-19T23:52:00Z	3.0	27.0	check	24.0
35477248164	pull_request	success	2026-09-19T23:51:45Z	3.0	340.0	check	337.0
35477240836	pull_request	success	2026-09-19T23:51:33Z	2.0	263.0	check	261.0
35476948352	pull_request	failure	2026-09-19T23:44:53Z	3.0	197.0	check	194.0
35476925735	pull_request	failure	2026-09-19T23:44:22Z	2.0	135.0	check	133.0
35476912812	pull_request	failure	2026-09-19T23:44:02Z	2.0	207.0	check	205.0
35476894121	pull_request	failure	2026-09-19T23:43:38Z	14.0	219.0	check	205.0
35476641078	pull_request	success	2026-09-19T23:37:48Z	18.0	355.0	check	337.0
35476623171	pull_request	cancelled	2026-09-19T23:37:26Z	3.0	37.0	check	34.0
35476170066	push	success	2026-09-19T23:27:19Z	18.0	354.0	check	336.0
35475983932	push	cancelled	2026-09-19T23:23:14Z	9.0	261.0	check	252.0
35475975814	push	cancelled	2026-09-19T23:23:04Z				
35475825796	push	cancelled	2026-09-19T23:19:59Z	2.0	199.0	check	197.0
35475643786	pull_request	success	2026-09-19T23:16:07Z	2.0	347.0	check	345.0
35475279152	pull_request	success	2026-09-19T23:08:33Z	2.0	374.0	check	372.0
35475078486	pull_request	success	2026-09-19T23:04:14Z	2.0	338.0	check	336.0
35475078197	pull_request	failure	2026-09-19T23:04:13Z	3.0	204.0	check	201.0
35475055528	pull_request	success	2026-09-19T23:03:45Z	17.0	280.0	check	263.0
35475027657	push	success	2026-09-19T23:03:07Z	18.0	364.0	check	346.0
35474943097	pull_request	cancelled	2026-09-19T23:01:17Z	3.0	162.0	check	159.0
35474879508	push	cancelled	2026-09-19T23:00:08Z	18.0	193.0	check	175.0
35474817058	pull_request	success	2026-09-19T22:58:40Z	2.0	250.0	check	248.0
35474802791	pull_request	success	2026-09-19T22:58:17Z	2.0	221.0	check	219.0
35474774124	push	cancelled	2026-09-19T22:57:38Z	2.0	165.0	check	163.0
35474684606	pull_request	success	2026-09-19T22:55:33Z	3.0	216.0	check	213.0
35474677883	pull_request	failure	2026-09-19T22:55:22Z	2.0	139.0	check	137.0
35474667557	pull_request	failure	2026-09-19T22:55:09Z	2.0	197.0	check	195.0
35474642533	pull_request	failure	2026-09-19T22:54:35Z	2.0	198.0	check	196.0
35474612184	pull_request	success	2026-09-19T22:53:56Z	3.0	173.0	check	170.0
35474598970	push	success	2026-09-19T22:53:37Z	2.0	218.0	check	216.0
35474485333	pull_request	failure	2026-09-19T22:51:06Z	2.0	192.0	check	190.0
35474407427	pull_request	success	2026-09-19T22:49:24Z	2.0	215.0	check	213.0
35474362972	pull_request	failure	2026-09-19T22:48:25Z	2.0	135.0	check	133.0
35474330765	push	success	2026-09-19T22:47:40Z	3.0	218.0	check	215.0
35474270154	pull_request	failure	2026-09-19T22:46:21Z	4.0	198.0	check	194.0
35474261170	pull_request	success	2026-09-19T22:46:07Z	17.0	232.0	check	215.0
35474252234	pull_request	cancelled	2026-09-19T22:45:56Z	2.0	26.0	check	24.0
35474237523	pull_request	success	2026-09-19T22:45:39Z	3.0	214.0	check	211.0
35474153376	pull_request	failure	2026-09-19T22:43:48Z	3.0	172.0	check	169.0
35474144775	pull_request	failure	2026-09-19T22:43:35Z	3.0	140.0	check	137.0
35474144094	pull_request	success	2026-09-19T22:43:33Z	3.0	182.0	check	179.0
35474110846	pull_request	failure	2026-09-19T22:42:49Z	2.0	196.0	check	194.0
35474053646	push	success	2026-09-19T22:41:36Z	2.0	221.0	check	219.0
35473845988	pull_request	success	2026-09-19T22:37:08Z	5.0	219.0	check	214.0
35473800317	pull_request	success	2026-09-19T22:36:10Z	3.0	216.0	check	213.0
35473734604	pull_request	failure	2026-09-19T22:34:53Z	2.0	152.0	check	150.0
35473546652	push	success	2026-09-19T22:30:52Z	2.0	176.0	check	174.0
35473271072	pull_request	success	2026-09-19T22:25:05Z	3.0	214.0	check	211.0
35473130441	pull_request	failure	2026-09-19T22:22:09Z	2.0	193.0	check	191.0
35473044495	pull_request	success	2026-09-19T22:20:26Z	17.0	230.0	check	213.0
35473009139	pull_request	cancelled	2026-09-19T22:19:43Z	2.0	57.0	check	55.0
35472850638	pull_request	success	2026-09-19T22:16:24Z	3.0	215.0	check	212.0
35472843112	pull_request	success	2026-09-19T22:16:15Z	16.0	231.0	check	215.0
35472815803	pull_request	success	2026-09-19T22:15:45Z	2.0	220.0	check	218.0
35472812434	pull_request	cancelled	2026-09-19T22:15:40Z	2.0	49.0	check	47.0
35472504255	pull_request	failure	2026-09-19T22:09:27Z	4.0	191.0	check	187.0
35472330713	pull_request	failure	2026-09-19T22:05:50Z	2.0	165.0	check	163.0
35471982143	push	success	2026-09-19T21:58:48Z	2.0	210.0	check	208.0
35471922527	pull_request	success	2026-09-19T21:57:23Z	2.0	120.0	check	118.0
35471757354	pull_request	success	2026-09-19T21:53:45Z	3.0	204.0	check	201.0
35471639669	pull_request	success	2026-09-19T21:51:13Z	16.0	180.0	check	164.0
35471619917	pull_request	cancelled	2026-09-19T21:50:46Z	2.0	40.0	check	38.0
35471567561	pull_request	failure	2026-09-19T21:49:42Z	3.0	189.0	check	186.0
35471496657	pull_request	success	2026-09-19T21:48:15Z	3.0	204.0	check	201.0
35471234479	pull_request	failure	2026-09-19T21:42:59Z	16.0	202.0	check	186.0
35471225050	pull_request	cancelled	2026-09-19T21:42:45Z	3.0	28.0	check	25.0
35471179612	pull_request	failure	2026-09-19T21:41:49Z	2.0	183.0	check	181.0
35470873851	pull_request	failure	2026-09-19T21:35:38Z	3.0	194.0	check	191.0
35468646337	push	success	2026-09-19T20:51:01Z	17.0	219.0	check	202.0
35468616546	push	cancelled	2026-09-19T20:50:25Z	3.0	51.0	check	48.0
35468368999	pull_request	success	2026-09-19T20:45:34Z	2.0	205.0	check	203.0
35468314079	pull_request	success	2026-09-19T20:44:32Z	4.0	215.0	check	211.0
35468097802	pull_request	success	2026-09-19T20:40:13Z	2.0	159.0	check	157.0
35467860309	push	success	2026-09-19T20:35:33Z	3.0	177.0	check	174.0
35467600370	push	success	2026-09-19T20:30:37Z	2.0	149.0	check	147.0
35467524352	pull_request	success	2026-09-19T20:29:13Z	3.0	208.0	check	205.0
35467288070	pull_request	success	2026-09-19T20:24:28Z	2.0	208.0	check	206.0
35467263087	pull_request	success	2026-09-19T20:23:56Z	3.0	184.0	check	181.0
35467103010	push	success	2026-09-19T20:20:48Z	2.0	202.0	check	200.0
35466906605	pull_request	success	2026-09-19T20:17:00Z	3.0	156.0	check	153.0
35466837046	pull_request	success	2026-09-19T20:15:36Z	4.0	163.0	check	159.0
35466676922	pull_request	success	2026-09-19T20:12:32Z	3.0	151.0	check	148.0
35465957136	push	success	2026-09-19T19:58:25Z	2.0	195.0	check	193.0
35465943019	pull_request	success	2026-09-19T19:58:08Z	2.0	195.0	check	193.0
35464428902	pull_request	success	2026-09-19T19:28:03Z	2.0	156.0	check	154.0
35464231217	pull_request	success	2026-09-19T19:24:03Z	18.0	212.0	check	194.0
35464203467	pull_request	cancelled	2026-09-19T19:23:29Z	4.0	49.0	check	45.0
35463337061	pull_request	failure	2026-09-19T19:07:10Z	38.0	222.0	check	184.0
35463264019	pull_request	success	2026-09-19T19:05:46Z	2.0	123.0	check	121.0
35462948829	pull_request	failure	2026-09-19T19:00:01Z	3.0	181.0	check	178.0
35462038210	pull_request	success	2026-09-19T18:42:10Z	2.0	199.0	check	197.0
35459585437	push	success	2026-09-19T17:55:53Z	3.0	174.0	check	171.0
35459464623	pull_request	failure	2026-09-19T17:53:23Z	38.0	216.0	check	178.0
35459264631	pull_request	success	2026-09-19T17:49:26Z	2.0	197.0	check	195.0
35458783608	push	success	2026-09-19T17:39:48Z	3.0	157.0	check	154.0
35458569583	pull_request	success	2026-09-19T17:35:39Z	2.0	198.0	check	196.0
35458253584	pull_request	failure	2026-09-19T17:29:40Z	3.0	179.0	check	176.0
35458151533	push	success	2026-09-19T17:27:32Z	2.0	195.0	check	193.0
35457886764	pull_request	failure	2026-09-19T17:22:25Z	2.0	196.0	check	194.0
35457616980	pull_request	success	2026-09-19T17:17:17Z	2.0	192.0	check	190.0
35457534368	pull_request	failure	2026-09-19T17:15:45Z	2.0	178.0	check	176.0
35456273285	pull_request	success	2026-09-19T16:51:30Z	2.0	114.0	check	112.0
35455756664	pull_request	failure	2026-09-19T16:41:20Z	2.0	152.0	check	150.0
35455410145	push	success	2026-09-19T16:34:48Z	17.0	211.0	check	194.0
35455377297	push	cancelled	2026-09-19T16:34:08Z	6.0	55.0	check	49.0
35455365100	push	cancelled	2026-09-19T16:33:56Z	7.0	15.0	check	8.0
35455354852	push	cancelled	2026-09-19T16:33:45Z	3.0	14.0	check	11.0
35455305468	pull_request	failure	2026-09-19T16:32:50Z	16.0	199.0	check	183.0
35455151281	pull_request	cancelled	2026-09-19T16:30:05Z	2.0	178.0	check	176.0
35453426707	pull_request	success	2026-09-19T15:57:47Z	2.0	190.0	check	188.0
35358896941	pull_request	success	2026-09-18T14:52:04Z	3.0	157.0	check	154.0
35358545839	pull_request	success	2026-09-18T14:48:40Z	3.0	204.0	check	201.0
35357813938	pull_request	success	2026-09-18T14:41:36Z	19.0	220.0	check	201.0
35357767191	pull_request	cancelled	2026-09-18T14:41:08Z	3.0	44.0	check	41.0
35357753720	pull_request	success	2026-09-18T14:41:00Z	3.0	162.0	check	159.0
