run_id	job_id	clase	tests_que_fallaron_junto_con_t16
35476948352	105987712808	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35477276932	105988578468	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35477311346	105988670597	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35477316360	105988682340	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35477422889	105988966779	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35477643488	105989537710	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35477841991	105990072628	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35478288780	105991300261	ECO	T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK; T32 T-CORRIDA0; T35 T-REPRO
35478438619	105991705369	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35479531912	105994698336	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35480575882	105997517690	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35480714611	105997883016	ECO	T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK; T32 T-CORRIDA0; T35 T-REPRO
35480908270	105998425539	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35481087594	105998906717	ECO	T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK; T32 T-CORRIDA0; T35 T-REPRO
35481243283	105999369808	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35481282565	105999448680	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35481302477	105999500681	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35482065683	106001530104	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35482245209	106002009083	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35482436839	106002530288	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35482645264	106003097816	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35482817900	106003562524	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35482818253	106003563277	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35482843438	106003626153	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35482844734	106003630004	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35482960574	106003955435	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35482963179	106003964661	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35483010742	106004099092	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35483071194	106004259075	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35483077343	106004277927	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35483175259	106004547143	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35483644321	106005855917	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35485133160	106009985599	ECO	T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK; T30 T-YAMEDIDO
35485698230	106011568634	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35486321352	106013252671	ECO	T06 consistencia numérica; T08 mapa de evidencia por report; T15 T-ADR-COUNT; T16 T-SUITE-SELF-CHECK
35488005946	106017813466	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35489573907	106022067130	ECO	T02 duplicados nombre/contenido; T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK
35494162478	106034089952	ECO	T06 consistencia numérica; T08 mapa de evidencia por report; T16 T-SUITE-SELF-CHECK; T27 T-INFRA
