instrumento	geografia_codigo	ola_piso	ola_observada	piso_punto	ic_predictivo_inf	ic_predictivo_sup	observado_punto	categoria	calc	result_ic_inf	result_ic_sup	temporalidad
ENVIPE	29	2024	2025	0.5017581690890011	0.383888719168264	0.6194325271755339	0.5449793641940881	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENVIPE-29-IC-LO	RESULT-REGION-ICP-ENVIPE-29-IC-HI	RETROSPECTIVA
ENVIPE	30	2024	2025	0.40271786622105243	0.2933729510370498	0.5226723504122521	0.5134537214854491	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENVIPE-30-IC-LO	RESULT-REGION-ICP-ENVIPE-30-IC-HI	RETROSPECTIVA
ENVIPE	31	2024	2025	0.3650360206413752	0.2625818519988561	0.4813705709859207	0.4290563780932962	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENVIPE-31-IC-LO	RESULT-REGION-ICP-ENVIPE-31-IC-HI	RETROSPECTIVA
ENVIPE	32	2024	2025	0.4443733840926519	0.32645148380465727	0.5689126048687063	0.48532702815976975	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENVIPE-32-IC-LO	RESULT-REGION-ICP-ENVIPE-32-IC-HI	RETROSPECTIVA
ENCIG	01	2023	2025	0.6532749111286846	0.43575938774519857	0.8213208644144503	0.6780828405100721	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-01-IC-LO	RESULT-REGION-ICP-ENCIG-01-IC-HI	RETROSPECTIVA
ENCIG	02	2023	2025	0.5211004448467452	0.3049160176586427	0.7296603782396313	0.5873422690070222	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-02-IC-LO	RESULT-REGION-ICP-ENCIG-02-IC-HI	RETROSPECTIVA
ENCIG	03	2023	2025	0.7766886848748276	0.5843914141785477	0.8958665753552778	0.8073405458723354	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-03-IC-LO	RESULT-REGION-ICP-ENCIG-03-IC-HI	RETROSPECTIVA
ENCIG	04	2023	2025	0.7497358795147895	0.5489939093650753	0.8805660857380656	0.8483418752236837	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-04-IC-LO	RESULT-REGION-ICP-ENCIG-04-IC-HI	RETROSPECTIVA
ENCIG	05	2023	2025	0.5437095749439749	0.32791126302048845	0.7442580352699089	0.7398697754572199	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-05-IC-LO	RESULT-REGION-ICP-ENCIG-05-IC-HI	RETROSPECTIVA
ENCIG	06	2023	2025	0.6051130051725733	0.3847973171778392	0.7896581746640632	0.7145836473602895	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-06-IC-LO	RESULT-REGION-ICP-ENCIG-06-IC-HI	RETROSPECTIVA
ENCIG	07	2023	2025	0.7142274079251463	0.502131959889785	0.8609834396506791	0.7683455066244188	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-07-IC-LO	RESULT-REGION-ICP-ENCIG-07-IC-HI	RETROSPECTIVA
ENCIG	08	2023	2025	0.5333646890495678	0.31686625019876197	0.7379857566072427	0.7402927359397027	FUERA-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-08-IC-LO	RESULT-REGION-ICP-ENCIG-08-IC-HI	RETROSPECTIVA
ENCIG	09	2023	2025	0.5679595170103462	0.35234057641963085	0.7605738909557338	0.6901648562503153	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-09-IC-LO	RESULT-REGION-ICP-ENCIG-09-IC-HI	RETROSPECTIVA
ENCIG	10	2023	2025	0.5388857688956157	0.32210746223888265	0.741890775336783	0.7215099426044042	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-10-IC-LO	RESULT-REGION-ICP-ENCIG-10-IC-HI	RETROSPECTIVA
ENCIG	11	2023	2025	0.5773463443354248	0.3564103341839184	0.7711396008117608	0.5662303267015237	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-11-IC-LO	RESULT-REGION-ICP-ENCIG-11-IC-HI	RETROSPECTIVA
ENCIG	12	2023	2025	0.7793906900679446	0.5786141224148568	0.9008898791645817	0.6378271587464468	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-12-IC-LO	RESULT-REGION-ICP-ENCIG-12-IC-HI	RETROSPECTIVA
ENCIG	13	2023	2025	0.6409362090027123	0.4205863477050571	0.8144557325608396	0.6405650283510943	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-13-IC-LO	RESULT-REGION-ICP-ENCIG-13-IC-HI	RETROSPECTIVA
ENCIG	14	2023	2025	0.6058729539192806	0.38437633756712525	0.7910072773480159	0.6130182242699238	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-14-IC-LO	RESULT-REGION-ICP-ENCIG-14-IC-HI	RETROSPECTIVA
ENCIG	15	2023	2025	0.37665847332868807	0.19673657853740878	0.5985208231177399	0.6075738970566962	FUERA-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-15-IC-LO	RESULT-REGION-ICP-ENCIG-15-IC-HI	RETROSPECTIVA
ENCIG	16	2023	2025	0.439589560111115	0.2409882704675429	0.6596226399374002	0.6599409753441444	FUERA-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-16-IC-LO	RESULT-REGION-ICP-ENCIG-16-IC-HI	RETROSPECTIVA
ENCIG	17	2023	2025	0.6963213638346469	0.48303855171398213	0.8490993279313385	0.7000710962662531	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-17-IC-LO	RESULT-REGION-ICP-ENCIG-17-IC-HI	RETROSPECTIVA
ENCIG	18	2023	2025	0.5861927578475926	0.3659907686655477	0.776598384329385	0.6744340907247651	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-18-IC-LO	RESULT-REGION-ICP-ENCIG-18-IC-HI	RETROSPECTIVA
ENCIG	19	2023	2025	0.41135953188923	0.2225849420931645	0.6304084893913628	0.5929063600231829	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-19-IC-LO	RESULT-REGION-ICP-ENCIG-19-IC-HI	RETROSPECTIVA
ENCIG	20	2023	2025	0.6806989139545196	0.4627159705478747	0.8406918263307105	0.7525512348430193	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-20-IC-LO	RESULT-REGION-ICP-ENCIG-20-IC-HI	RETROSPECTIVA
ENCIG	21	2023	2025	0.504627457339582	0.29353230462610364	0.7140856232869551	0.7060723891683621	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-21-IC-LO	RESULT-REGION-ICP-ENCIG-21-IC-HI	RETROSPECTIVA
ENCIG	22	2023	2025	0.6147633049313559	0.3946005746322434	0.7962100407538079	0.7157991395324914	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-22-IC-LO	RESULT-REGION-ICP-ENCIG-22-IC-HI	RETROSPECTIVA
ENCIG	23	2023	2025	0.7799901388170014	0.5897551627225589	0.8973632319666461	0.7976622907706707	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-23-IC-LO	RESULT-REGION-ICP-ENCIG-23-IC-HI	RETROSPECTIVA
ENCIG	24	2023	2025	0.4962283233743203	0.28612928020985057	0.7076678436092243	0.5746477054029269	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-24-IC-LO	RESULT-REGION-ICP-ENCIG-24-IC-HI	RETROSPECTIVA
ENCIG	25	2023	2025	0.7568540640495716	0.5560405238784119	0.8855336305777558	0.7833744237732786	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-25-IC-LO	RESULT-REGION-ICP-ENCIG-25-IC-HI	RETROSPECTIVA
ENCIG	26	2023	2025	0.8559035632168631	0.7060414798370938	0.9362620076979342	0.8612426843158749	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-26-IC-LO	RESULT-REGION-ICP-ENCIG-26-IC-HI	RETROSPECTIVA
ENCIG	27	2023	2025	0.7595503917678313	0.5576026623439055	0.8878528387148554	0.8106614252582885	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-27-IC-LO	RESULT-REGION-ICP-ENCIG-27-IC-HI	RETROSPECTIVA
ENCIG	28	2023	2025	0.5228461604144532	0.30982529483023485	0.7278680702997344	0.5952241103772078	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-28-IC-LO	RESULT-REGION-ICP-ENCIG-28-IC-HI	RETROSPECTIVA
ENCIG	29	2023	2025	0.49112900302811635	0.2815210564044092	0.703903056423353	0.6426832044335529	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-29-IC-LO	RESULT-REGION-ICP-ENCIG-29-IC-HI	RETROSPECTIVA
ENCIG	30	2023	2025	0.6891700446724024	0.4726994832957821	0.8457690100138375	0.7728243031769528	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-30-IC-LO	RESULT-REGION-ICP-ENCIG-30-IC-HI	RETROSPECTIVA
ENCIG	31	2023	2025	0.7139247017631226	0.5026103703942953	0.8603984502118818	0.8222319446710269	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-31-IC-LO	RESULT-REGION-ICP-ENCIG-31-IC-HI	RETROSPECTIVA
ENCIG	32	2023	2025	0.5151031232845461	0.302576062242764	0.7223046835641402	0.6508123332304041	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENCIG-32-IC-LO	RESULT-REGION-ICP-ENCIG-32-IC-HI	RETROSPECTIVA
ENIF	1	2021	2024	0.5260916417505532	0.3442562231767206	0.70126036397288	0.5405337823700112	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENIF-1-IC-LO	RESULT-REGION-ICP-ENIF-1-IC-HI	RETROSPECTIVA
ENIF	2	2021	2024	0.5499619127071494	0.36579748969197085	0.7213809780522478	0.5900081183811742	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENIF-2-IC-LO	RESULT-REGION-ICP-ENIF-2-IC-HI	RETROSPECTIVA
ENIF	3	2021	2024	0.582201761361644	0.39680007608748713	0.7469579044151299	0.5779089603801655	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENIF-3-IC-LO	RESULT-REGION-ICP-ENIF-3-IC-HI	RETROSPECTIVA
ENIF	4	2021	2024	0.472584542150756	0.29396498164181323	0.6585097801271244	0.48726183241536286	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENIF-4-IC-LO	RESULT-REGION-ICP-ENIF-4-IC-HI	RETROSPECTIVA
ENIF	5	2021	2024	0.516011102436361	0.3346190413712992	0.6932802129369572	0.6303174527015268	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENIF-5-IC-LO	RESULT-REGION-ICP-ENIF-5-IC-HI	RETROSPECTIVA
ENIF	6	2021	2024	0.5723566693461929	0.3873705360274231	0.7391054440470576	0.5744325922296012	DENTRO-IC-PREDICTIVO	CALC-REGION-IC-PREDICTIVO-0001	RESULT-REGION-ICP-ENIF-6-IC-LO	RESULT-REGION-ICP-ENIF-6-IC-HI	RETROSPECTIVA
ENCIG-SOL1	01	2023	2025	0.06383977931719205	0.0257795413310437	0.14947001447099242	0.08749293046729119	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-01-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-01-IC-HI	RETROSPECTIVA
ENCIG-SOL1	02	2023	2025	0.07712244052870476	0.03071412278541228	0.18058818985625705	0.07892357992252448	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-02-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-02-IC-HI	RETROSPECTIVA
ENCIG-SOL1	03	2023	2025	0.06005126165539794	0.02386170101117265	0.14308204244601894	0.05144510280663916	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-03-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-03-IC-HI	RETROSPECTIVA
ENCIG-SOL1	04	2023	2025	0.0785643130083114	0.03167802261378784	0.1818164061000082	0.08093594505571519	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-04-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-04-IC-HI	RETROSPECTIVA
ENCIG-SOL1	05	2023	2025	0.06545454750381523	0.026483935954384304	0.15277078464990465	0.08009616147271333	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-05-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-05-IC-HI	RETROSPECTIVA
ENCIG-SOL1	06	2023	2025	0.055518238727506386	0.021861436812552926	0.13389822410889907	0.04003482250196913	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-06-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-06-IC-HI	RETROSPECTIVA
ENCIG-SOL1	07	2023	2025	0.06797225292581807	0.027164537425430103	0.16000062786070138	0.07710466064647158	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-07-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-07-IC-HI	RETROSPECTIVA
ENCIG-SOL1	08	2023	2025	0.13567753562522353	0.0575874579797597	0.28737005369850077	0.09213840792229884	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-08-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-08-IC-HI	RETROSPECTIVA
ENCIG-SOL1	09	2023	2025	0.07743160972449198	0.03208708837895683	0.17525323004770638	0.09632654338978187	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-09-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-09-IC-HI	RETROSPECTIVA
ENCIG-SOL1	10	2023	2025	0.08355411542441485	0.03384961347663554	0.1917583505071556	0.08582281014938761	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-10-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-10-IC-HI	RETROSPECTIVA
ENCIG-SOL1	11	2023	2025	0.038412607214675584	0.014652944230342694	0.09690935831437168	0.06902639569142653	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-11-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-11-IC-HI	RETROSPECTIVA
ENCIG-SOL1	12	2023	2025	0.08020557281832884	0.030858787548207724	0.19276770393436046	0.09972048533612157	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-12-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-12-IC-HI	RETROSPECTIVA
ENCIG-SOL1	13	2023	2025	0.08194427277382445	0.033206273728635854	0.1882852290956586	0.15296099490055962	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-13-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-13-IC-HI	RETROSPECTIVA
ENCIG-SOL1	14	2023	2025	0.08097816669917289	0.032684313155991594	0.18684673051560444	0.06727951079006889	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-14-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-14-IC-HI	RETROSPECTIVA
ENCIG-SOL1	15	2023	2025	0.05650078137263667	0.02243373239191954	0.13514871624459673	0.09621765611108837	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-15-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-15-IC-HI	RETROSPECTIVA
ENCIG-SOL1	16	2023	2025	0.07779301373946505	0.03135466374807003	0.1802136572566979	0.07262378932771593	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-16-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-16-IC-HI	RETROSPECTIVA
