instrumento	conducta	geografia_codigo	ola_piso	ola_observada	piso_punto	piso_ic95_inf	piso_ic95_sup	observado_punto	categoria	calc_piso	calc_observado	naturaleza	temporalidad
ENVIPE	evade_norma_envipe2025	18	2023	2024	0.4383643331316373	0.3765652519378609	0.5003950696084543	0.4908497987479591	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENVIPE-2023-0001	CALC-REGION-ENVIPE-2024-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	19	2023	2024	0.467034607472099	0.42210088732315443	0.5133608444773291	0.5458344015255541	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENVIPE-2023-0001	CALC-REGION-ENVIPE-2024-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	20	2023	2024	0.5623989399174746	0.5063294882110226	0.6102782729286156	0.5091218370536879	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENVIPE-2023-0001	CALC-REGION-ENVIPE-2024-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	21	2023	2024	0.6253351027627791	0.5889541464809614	0.6609527420558151	0.569156846561214	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENVIPE-2023-0001	CALC-REGION-ENVIPE-2024-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	22	2023	2024	0.4003924843196666	0.3642685793335968	0.44033908578038133	0.5044160033249907	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENVIPE-2023-0001	CALC-REGION-ENVIPE-2024-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	23	2023	2024	0.6003113818866769	0.5574917478502757	0.6456576634440798	0.49870920258654644	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENVIPE-2023-0001	CALC-REGION-ENVIPE-2024-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	24	2023	2024	0.5502402310270967	0.49654285550224025	0.6071214574921117	0.5253637722392496	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENVIPE-2023-0001	CALC-REGION-ENVIPE-2024-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	25	2023	2024	0.471216924195217	0.428220260750582	0.5171791675059546	0.48645170183616576	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENVIPE-2023-0001	CALC-REGION-ENVIPE-2024-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	26	2023	2024	0.48844882530803874	0.4475280708105424	0.5311685071425218	0.5156262238583849	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENVIPE-2023-0001	CALC-REGION-ENVIPE-2024-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	27	2023	2024	0.5130494041213645	0.47113789315325094	0.5537742072368156	0.46714547630489145	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENVIPE-2023-0001	CALC-REGION-ENVIPE-2024-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	28	2023	2024	0.5250838937678636	0.4809178299161787	0.5688907284736389	0.5203946237175445	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENVIPE-2023-0001	CALC-REGION-ENVIPE-2024-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	29	2023	2024	0.479883854412857	0.43818262082716997	0.5213387776408087	0.5017581690890011	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENVIPE-2023-0001	CALC-REGION-ENVIPE-2024-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	30	2023	2024	0.4721861001439561	0.4226150527104301	0.5210814202528207	0.40271786622105243	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENVIPE-2023-0001	CALC-REGION-ENVIPE-2024-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	31	2023	2024	0.4069747781943605	0.3659649443674706	0.4478297735879784	0.3650360206413752	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENVIPE-2023-0001	CALC-REGION-ENVIPE-2024-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	32	2023	2024	0.3932911932369023	0.3214160474855435	0.46574198553999047	0.4443733840926519	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENVIPE-2023-0001	CALC-REGION-ENVIPE-2024-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	01	2024	2025	0.4458927542728433	0.40096031746738825	0.4950129753438749	0.5091180528433396	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	02	2024	2025	0.5267927697628928	0.4831420693188799	0.5708360262101251	0.49860819482066815	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	03	2024	2025	0.4822605618226056	0.4241391710399303	0.5455846416850788	0.6047793009488672	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	04	2024	2025	0.5005748735062978	0.4514364793802978	0.5480771073523337	0.5763668160175647	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	05	2024	2025	0.45543739656007975	0.4087540501730092	0.5031409064420769	0.498294860101403	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	06	2024	2025	0.45169741611673947	0.4047710457823226	0.5003149409931604	0.525207871700928	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	07	2024	2025	0.4496688439078051	0.4012843654887145	0.5000811364370285	0.46181162728596165	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	08	2024	2025	0.5191990690251971	0.4792835366033082	0.5605974757963245	0.5812691938579655	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	09	2024	2025	0.6040558419343207	0.5799380470074067	0.632062689944123	0.6233509546848944	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	10	2024	2025	0.4102612681213543	0.3537181401389688	0.462134644029083	0.47655778727347375	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	11	2024	2025	0.6046473788661364	0.5474328829354703	0.6544393642645802	0.5672406562463541	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	12	2024	2025	0.4406812667603116	0.3777142436597755	0.5010169409737792	0.4553852680094128	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	13	2024	2025	0.49103589786105123	0.4341360634534275	0.5441609968681653	0.5385915723434005	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	14	2024	2025	0.5389079584761973	0.49359284442588847	0.5820611062819412	0.5423934759803689	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	15	2024	2025	0.6048702280944973	0.5658504180922588	0.6405119818873183	0.6592522282378829	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	16	2024	2025	0.5098598520739347	0.46343694546558145	0.5604943549486107	0.5456648174272781	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	17	2024	2025	0.5081436932460097	0.4620245071646143	0.5519818409346764	0.5551056926310267	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	18	2024	2025	0.4908497987479591	0.41401094278656775	0.5642460831441761	0.49261024533893016	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	19	2024	2025	0.5458344015255541	0.48998782682707825	0.595926961359199	0.5025950097884553	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	20	2024	2025	0.5091218370536879	0.45150004411466493	0.5677543659684136	0.45496052224044076	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	21	2024	2025	0.569156846561214	0.5269606785548422	0.6096972053651636	0.6353030141316517	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	22	2024	2025	0.5044160033249907	0.46369319255050395	0.5454775132599782	0.5205099657934644	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	23	2024	2025	0.49870920258654644	0.4474899196102217	0.5555003964269233	0.569844533898453	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	24	2024	2025	0.5253637722392496	0.4715210389372683	0.5787821292502924	0.5154206791542504	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	25	2024	2025	0.48645170183616576	0.4323757128901135	0.5369761662007213	0.4946605726383852	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	26	2024	2025	0.5156262238583849	0.46860863810841	0.562164778312573	0.4738540136285446	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	27	2024	2025	0.46714547630489145	0.4296885681327758	0.5050229047158233	0.5032267717773089	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	28	2024	2025	0.5203946237175445	0.45137602537213345	0.5857440518430732	0.49409793165762844	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	29	2024	2025	0.5017581690890011	0.4521544031231979	0.5512568139497405	0.5449793641940881	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	30	2024	2025	0.40271786622105243	0.3529491290701294	0.4536968315449956	0.5134537214854491	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	31	2024	2025	0.3650360206413752	0.31828541655636405	0.40872870378023624	0.4290563780932962	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENVIPE	evade_norma_envipe2025	32	2024	2025	0.4443733840926519	0.3847349714952908	0.5049874205646395	0.48532702815976975	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-ENVIPE-2024-0001	CALC-REGION-HIST-ENVIPE-2025-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENCIG	canal_digital_luz	01	2017	2019	0.745703454116981	0.7053076985146579	0.7853394172957845	0.6941650641004916	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENCIG-2017-0001	CALC-REGION-HIST-ENCIG-2019-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENCIG	canal_digital_luz	02	2017	2019	0.4772612721334941	0.4233381252302403	0.5358755259053619	0.5225094952833197	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENCIG-2017-0001	CALC-REGION-HIST-ENCIG-2019-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENCIG	canal_digital_luz	03	2017	2019	0.5520325643969821	0.46581348717540416	0.6296865028675936	0.6881862599347559	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENCIG-2017-0001	CALC-REGION-HIST-ENCIG-2019-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENCIG	canal_digital_luz	04	2017	2019	0.7811086553077992	0.7436306928952665	0.816778816349227	0.720362623806357	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENCIG-2017-0001	CALC-REGION-HIST-ENCIG-2019-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENCIG	canal_digital_luz	05	2017	2019	0.6640972261448018	0.6193114128767011	0.7117828752039059	0.6268625365734936	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENCIG-2017-0001	CALC-REGION-HIST-ENCIG-2019-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENCIG	canal_digital_luz	06	2017	2019	0.45901857456560285	0.4172632078393441	0.5049379049025441	0.6539089519919804	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENCIG-2017-0001	CALC-REGION-HIST-ENCIG-2019-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENCIG	canal_digital_luz	07	2017	2019	0.7246296658152702	0.673157573151456	0.7713291314221649	0.7930633124871602	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENCIG-2017-0001	CALC-REGION-HIST-ENCIG-2019-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENCIG	canal_digital_luz	08	2017	2019	0.5804341271550503	0.5268689915850386	0.635697683421379	0.5154839066372631	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENCIG-2017-0001	CALC-REGION-HIST-ENCIG-2019-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENCIG	canal_digital_luz	09	2017	2019	0.41586785456638464	0.38727502301067185	0.4455184064582425	0.37482946382108734	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENCIG-2017-0001	CALC-REGION-HIST-ENCIG-2019-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENCIG	canal_digital_luz	10	2017	2019	0.6560186951931077	0.6109132678093736	0.698297139693919	0.5747119492278481	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENCIG-2017-0001	CALC-REGION-HIST-ENCIG-2019-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENCIG	canal_digital_luz	11	2017	2019	0.5880461629087765	0.5299332233801928	0.642845281654257	0.49899483333011485	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENCIG-2017-0001	CALC-REGION-HIST-ENCIG-2019-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENCIG	canal_digital_luz	12	2017	2019	0.5908236374130538	0.5506453303558341	0.6340212759375887	0.613268690040432	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENCIG-2017-0001	CALC-REGION-HIST-ENCIG-2019-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENCIG	canal_digital_luz	13	2017	2019	0.5458079493396155	0.49682595702926574	0.5957603105336631	0.4231402839461448	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENCIG-2017-0001	CALC-REGION-HIST-ENCIG-2019-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENCIG	canal_digital_luz	14	2017	2019	0.5557182398196668	0.50543959295536	0.6079374184515369	0.5597438201383017	DENTRO-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENCIG-2017-0001	CALC-REGION-HIST-ENCIG-2019-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
ENCIG	canal_digital_luz	15	2017	2019	0.24217536431430914	0.20425715792993582	0.2814286101585965	0.3568057120622688	FUERA-IC-MUESTRAL-ANTERIOR	CALC-REGION-HIST-ENCIG-2017-0001	CALC-REGION-HIST-ENCIG-2019-0001	comparación descriptiva de IC de diseño; sin IC predictivo calibrado	RETROSPECTIVA
