estimando_tipo,producto,ola,variable_codigos,universo,n_elegible,n_valido,n_positivo,masa_elegible,masa_valida,masa_positiva,faltantes_por_causa,estimacion,unidad,alcance
distribucion_pago,credito_hipotecario,2019,hip_comp_pago=2:atraso_a_veces,tenedores con pago valido,422,0,0,5847954.264678091742,0.000000000000,0.000000000000,no_levantada=422;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_hipotecario,2019,hip_comp_pago=3:atraso_casi_siempre,tenedores con pago valido,422,0,0,5847954.264678091742,0.000000000000,0.000000000000,no_levantada=422;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_hipotecario,2019,hip_comp_pago=4:no_ha_podido_pagar,tenedores con pago valido,422,0,0,5847954.264678091742,0.000000000000,0.000000000000,no_levantada=422;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
atraso,credito_hipotecario,2019,"hip_comp_pago=2,3",tenedores con pago valido,422,0,0,5847954.264678091742,0.000000000000,0.000000000000,no_levantada=422;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
imposibilidad,credito_hipotecario,2019,hip_comp_pago=4,tenedores con pago valido,422,0,0,5847954.264678091742,0.000000000000,0.000000000000,no_levantada=422;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_combinado,credito_hipotecario,2019,"hip_comp_pago=2,3,4",tenedores con pago valido,422,0,0,5847954.264678091742,0.000000000000,0.000000000000,no_levantada=422;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
problemas,credito_hipotecario,2019,hip_problemas=1,tenedores con respuesta valida,422,422,96,5847954.264678091742,5847954.264678091742,1314506.417442759033,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.224780557089,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
reclamacion,credito_hipotecario,2019,hip_reclamacion=1,tenedores con problema=1 y reclamacion valida,96,96,29,1314506.417442759033,1314506.417442759033,249431.270755634498,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.189752798043,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_personal,2019,per_comp_pago=1:puntual,tenedores con pago valido,498,495,405,1417977.098915278446,1393454.465741773136,1144833.441871437943,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=3;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.821579369845,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_personal,2019,per_comp_pago=2:atraso_a_veces,tenedores con pago valido,498,495,83,1417977.098915278446,1393454.465741773136,232558.486942663876,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=3;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.166893495740,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_personal,2019,per_comp_pago=3:atraso_casi_siempre,tenedores con pago valido,498,495,7,1417977.098915278446,1393454.465741773136,16062.536927671270,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=3;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.011527134415,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_personal,2019,per_comp_pago=4:no_ha_podido_pagar,tenedores con pago valido,498,495,0,1417977.098915278446,1393454.465741773136,0.000000000000,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=3;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
atraso,credito_personal,2019,"per_comp_pago=2,3",tenedores con pago valido,498,495,90,1417977.098915278446,1393454.465741773136,248621.023870335164,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=3;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.178420630155,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
imposibilidad,credito_personal,2019,per_comp_pago=4,tenedores con pago valido,498,495,0,1417977.098915278446,1393454.465741773136,0.000000000000,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=3;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_combinado,credito_personal,2019,"per_comp_pago=2,3,4",tenedores con pago valido,498,495,90,1417977.098915278446,1393454.465741773136,248621.023870335164,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=3;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.178420630155,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
problemas,credito_personal,2019,per_problemas=1,tenedores con respuesta valida,498,498,73,1417977.098915278446,1417977.098915278446,196908.519843263028,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.138865796912,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
reclamacion,credito_personal,2019,per_reclamacion=1,tenedores con problema=1 y reclamacion valida,73,73,23,196908.519843263028,196908.519843263028,37136.287164463662,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.188596649825,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_nomina,2019,nom_comp_pago=1:puntual,tenedores con pago valido,398,0,0,1436125.112649989314,0.000000000000,0.000000000000,no_levantada=398;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_nomina,2019,nom_comp_pago=2:atraso_a_veces,tenedores con pago valido,398,0,0,1436125.112649989314,0.000000000000,0.000000000000,no_levantada=398;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_nomina,2019,nom_comp_pago=3:atraso_casi_siempre,tenedores con pago valido,398,0,0,1436125.112649989314,0.000000000000,0.000000000000,no_levantada=398;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_nomina,2019,nom_comp_pago=4:no_ha_podido_pagar,tenedores con pago valido,398,0,0,1436125.112649989314,0.000000000000,0.000000000000,no_levantada=398;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
atraso,credito_nomina,2019,"nom_comp_pago=2,3",tenedores con pago valido,398,0,0,1436125.112649989314,0.000000000000,0.000000000000,no_levantada=398;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
imposibilidad,credito_nomina,2019,nom_comp_pago=4,tenedores con pago valido,398,0,0,1436125.112649989314,0.000000000000,0.000000000000,no_levantada=398;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_combinado,credito_nomina,2019,"nom_comp_pago=2,3,4",tenedores con pago valido,398,0,0,1436125.112649989314,0.000000000000,0.000000000000,no_levantada=398;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
problemas,credito_nomina,2019,nom_problemas=1,tenedores con respuesta valida,398,398,34,1436125.112649989314,1436125.112649989314,81232.407788171593,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.056563600951,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
reclamacion,credito_nomina,2019,nom_reclamacion=1,tenedores con problema=1 y reclamacion valida,34,34,15,81232.407788171593,81232.407788171593,28965.818743350461,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.356579590979,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_automotriz,2019,aut_comp_pago=1:puntual,tenedores con pago valido,128,0,0,1054178.728728690417,0.000000000000,0.000000000000,no_levantada=128;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_automotriz,2019,aut_comp_pago=2:atraso_a_veces,tenedores con pago valido,128,0,0,1054178.728728690417,0.000000000000,0.000000000000,no_levantada=128;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_automotriz,2019,aut_comp_pago=3:atraso_casi_siempre,tenedores con pago valido,128,0,0,1054178.728728690417,0.000000000000,0.000000000000,no_levantada=128;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_automotriz,2019,aut_comp_pago=4:no_ha_podido_pagar,tenedores con pago valido,128,0,0,1054178.728728690417,0.000000000000,0.000000000000,no_levantada=128;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
atraso,credito_automotriz,2019,"aut_comp_pago=2,3",tenedores con pago valido,128,0,0,1054178.728728690417,0.000000000000,0.000000000000,no_levantada=128;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
imposibilidad,credito_automotriz,2019,aut_comp_pago=4,tenedores con pago valido,128,0,0,1054178.728728690417,0.000000000000,0.000000000000,no_levantada=128;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_combinado,credito_automotriz,2019,"aut_comp_pago=2,3,4",tenedores con pago valido,128,0,0,1054178.728728690417,0.000000000000,0.000000000000,no_levantada=128;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
problemas,credito_automotriz,2019,aut_problemas=1,tenedores con respuesta valida,128,128,11,1054178.728728690417,1054178.728728690417,55613.223750650744,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.052755023636,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
reclamacion,credito_automotriz,2019,aut_reclamacion=1,tenedores con problema=1 y reclamacion valida,11,11,7,55613.223750650744,55613.223750650744,42271.439384010097,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.760096907411,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,tarjeta_credito,2020,tdc_comp_pago=1:pago_total,tenedores con pago valido,533,522,299,8072682.332512585446,7762698.136132477783,4758631.322273414582,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=11;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.613012542652,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,tarjeta_credito,2020,tdc_comp_pago=2:pago_minimo_sin_atraso,tenedores con pago valido,533,522,178,8072682.332512585446,7762698.136132477783,2430800.013302921783,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=11;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.313138546762,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,tarjeta_credito,2020,tdc_comp_pago=3:atraso,tenedores con pago valido,533,522,45,8072682.332512585446,7762698.136132477783,573266.800556138624,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=11;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.073848910585,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,tarjeta_credito,2020,tdc_comp_pago=4:no_ha_pagado,tenedores con pago valido,533,522,0,8072682.332512585446,7762698.136132477783,0.000000000000,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=11;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
atraso,tarjeta_credito,2020,tdc_comp_pago=3,tenedores con pago valido,533,522,45,8072682.332512585446,7762698.136132477783,573266.800556138624,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=11;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.073848910585,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
imposibilidad,tarjeta_credito,2020,tdc_comp_pago=4,tenedores con pago valido,533,522,0,8072682.332512585446,7762698.136132477783,0.000000000000,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=11;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_combinado,tarjeta_credito,2020,"tdc_comp_pago=3,4",tenedores con pago valido,533,522,45,8072682.332512585446,7762698.136132477783,573266.800556138624,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=11;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.073848910585,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
problemas,tarjeta_credito,2020,tdc_problemas=1,tenedores con respuesta valida,533,533,91,8072682.332512585446,8072682.332512585446,1226284.648599966196,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.151905475540,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
reclamacion,tarjeta_credito,2020,tdc_reclamacion=1,tenedores con problema=1 y reclamacion valida,91,91,67,1226284.648599966196,1226284.648599966196,1029098.534134391928,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.839200372694,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_hipotecario,2020,hip_comp_pago=1:puntual,tenedores con pago valido,484,484,345,6053632.863664528355,6053632.863664528355,4659491.935552419163,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.769701770902,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_hipotecario,2020,hip_comp_pago=2:atraso_a_veces,tenedores con pago valido,484,484,116,6053632.863664528355,6053632.863664528355,1189986.323219298851,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.196573916856,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_hipotecario,2020,hip_comp_pago=3:atraso_casi_siempre,tenedores con pago valido,484,484,19,6053632.863664528355,6053632.863664528355,176261.352602968807,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.029116624112,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_hipotecario,2020,hip_comp_pago=4:no_ha_podido_pagar,tenedores con pago valido,484,484,4,6053632.863664528355,6053632.863664528355,27893.252289840380,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.004607688130,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
atraso,credito_hipotecario,2020,"hip_comp_pago=2,3",tenedores con pago valido,484,484,135,6053632.863664528355,6053632.863664528355,1366247.675822268473,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.225690540968,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
imposibilidad,credito_hipotecario,2020,hip_comp_pago=4,tenedores con pago valido,484,484,4,6053632.863664528355,6053632.863664528355,27893.252289840380,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.004607688130,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_combinado,credito_hipotecario,2020,"hip_comp_pago=2,3,4",tenedores con pago valido,484,484,139,6053632.863664528355,6053632.863664528355,1394140.928112108726,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.230298229098,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
problemas,credito_hipotecario,2020,hip_problemas=1,tenedores con respuesta valida,484,484,115,6053632.863664528355,6053632.863664528355,1422589.775180235039,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.234997695965,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
reclamacion,credito_hipotecario,2020,hip_reclamacion=1,tenedores con problema=1 y reclamacion valida,115,115,56,1422589.775180235039,1422589.775180235039,705488.150975231314,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.495918193202,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_personal,2020,per_comp_pago=1:puntual,tenedores con pago valido,450,447,349,1606490.400864156662,1603102.296213031048,1179215.796477178577,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=3;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.735583623867,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_personal,2020,per_comp_pago=2:atraso_a_veces,tenedores con pago valido,450,447,88,1606490.400864156662,1603102.296213031048,405551.583804289636,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=3;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.252979229562,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_personal,2020,per_comp_pago=3:atraso_casi_siempre,tenedores con pago valido,450,447,5,1606490.400864156662,1603102.296213031048,11783.982445106914,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=3;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.007350736427,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_personal,2020,per_comp_pago=4:no_ha_podido_pagar,tenedores con pago valido,450,447,5,1606490.400864156662,1603102.296213031048,6550.933486455762,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=3;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.004086410145,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
atraso,credito_personal,2020,"per_comp_pago=2,3",tenedores con pago valido,450,447,93,1606490.400864156662,1603102.296213031048,417335.566249396477,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=3;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.260329965989,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
imposibilidad,credito_personal,2020,per_comp_pago=4,tenedores con pago valido,450,447,5,1606490.400864156662,1603102.296213031048,6550.933486455762,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=3;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.004086410145,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_combinado,credito_personal,2020,"per_comp_pago=2,3,4",tenedores con pago valido,450,447,98,1606490.400864156662,1603102.296213031048,423886.499735852296,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=3;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.264416376133,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
problemas,credito_personal,2020,per_problemas=1,tenedores con respuesta valida,450,450,60,1606490.400864156662,1606490.400864156662,123713.149712717874,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.077008334221,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
reclamacion,credito_personal,2020,per_reclamacion=1,tenedores con problema=1 y reclamacion valida,60,60,24,123713.149712717874,123713.149712717874,59154.203103835614,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.478156147840,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_nomina,2020,nom_comp_pago=1:puntual,tenedores con pago valido,382,375,337,1636012.560800665291,1571965.343805086333,1346180.679601490265,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=7;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.856367912249,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_nomina,2020,nom_comp_pago=2:atraso_a_veces,tenedores con pago valido,382,375,35,1636012.560800665291,1571965.343805086333,211871.614051361685,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=7;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.134781351819,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_nomina,2020,nom_comp_pago=3:atraso_casi_siempre,tenedores con pago valido,382,375,2,1636012.560800665291,1571965.343805086333,3257.662422043074,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=7;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.002072350027,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_pago,credito_nomina,2020,nom_comp_pago=4:no_ha_podido_pagar,tenedores con pago valido,382,375,1,1636012.560800665291,1571965.343805086333,10655.387730191165,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=7;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.006778385905,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
