estimando_tipo,producto,ola,variable_codigos,universo,n_elegible,n_valido,n_positivo,masa_elegible,masa_valida,masa_positiva,faltantes_por_causa,estimacion,unidad,alcance
dano_por_nivel_costo_2024,tarjeta_credito,2024,"tdc_intereses=10&tdc_comp_pago=3,4",tenedores con costo=10 y pago valido,109,106,11,2053028.347376651363,2015202.038005421404,211230.085465570010,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=3;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.104818316716,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_hipotecario,2024,"hip_intereses=0&hip_comp_pago=2,3,4",tenedores con costo=0 y pago valido,61,61,10,794182.044233278022,794182.044233278022,191807.190224778751,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.241515395138,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_hipotecario,2024,"hip_intereses=1&hip_comp_pago=2,3,4",tenedores con costo=1 y pago valido,3,3,0,42205.926247108080,42205.926247108080,0.000000000000,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_hipotecario,2024,"hip_intereses=2&hip_comp_pago=2,3,4",tenedores con costo=2 y pago valido,6,6,0,84070.970576518725,84070.970576518725,0.000000000000,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_hipotecario,2024,"hip_intereses=3&hip_comp_pago=2,3,4",tenedores con costo=3 y pago valido,8,8,1,85255.613697937311,85255.613697937311,391.008296836262,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.004586305580,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_hipotecario,2024,"hip_intereses=4&hip_comp_pago=2,3,4",tenedores con costo=4 y pago valido,10,10,3,113524.432441912417,113524.432441912417,44912.070230879035,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.395615897519,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_hipotecario,2024,"hip_intereses=5&hip_comp_pago=2,3,4",tenedores con costo=5 y pago valido,59,58,11,716761.466671314090,694628.445869213436,126133.941630240122,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=1;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.181584762876,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_hipotecario,2024,"hip_intereses=6&hip_comp_pago=2,3,4",tenedores con costo=6 y pago valido,14,14,0,134232.282332651346,134232.282332651346,0.000000000000,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_hipotecario,2024,"hip_intereses=7&hip_comp_pago=2,3,4",tenedores con costo=7 y pago valido,26,26,1,328508.706850034185,328508.706850034185,5241.925553147329,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.015956732482,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_hipotecario,2024,"hip_intereses=8&hip_comp_pago=2,3,4",tenedores con costo=8 y pago valido,54,54,9,555620.485684285522,555620.485684285522,88975.560060038013,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.160137292185,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_hipotecario,2024,"hip_intereses=9&hip_comp_pago=2,3,4",tenedores con costo=9 y pago valido,24,24,4,457818.717047056474,457818.717047056474,85862.260407198730,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.187546417851,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_hipotecario,2024,"hip_intereses=10&hip_comp_pago=2,3,4",tenedores con costo=10 y pago valido,157,157,34,2141490.662912567612,2141490.662912567612,477888.489970421128,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.223156933741,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_personal,2024,"per_intereses=0&per_comp_pago=2,3,4",tenedores con costo=0 y pago valido,89,89,9,633775.149349044194,633775.149349044194,62905.833749602512,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.099255759419,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_personal,2024,"per_intereses=1&per_comp_pago=2,3,4",tenedores con costo=1 y pago valido,9,9,0,22362.605474235126,22362.605474235126,0.000000000000,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_personal,2024,"per_intereses=2&per_comp_pago=2,3,4",tenedores con costo=2 y pago valido,14,14,1,33723.867649558633,33723.867649558633,1170.640428373466,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.034712519944,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_personal,2024,"per_intereses=3&per_comp_pago=2,3,4",tenedores con costo=3 y pago valido,20,20,3,104609.663796058434,104609.663796058434,10525.785576472617,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.100619629148,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_personal,2024,"per_intereses=4&per_comp_pago=2,3,4",tenedores con costo=4 y pago valido,14,14,0,56472.664761903623,56472.664761903623,0.000000000000,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_personal,2024,"per_intereses=5&per_comp_pago=2,3,4",tenedores con costo=5 y pago valido,66,66,9,286337.067003114847,286337.067003114847,40386.382812656375,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.141044899409,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_personal,2024,"per_intereses=6&per_comp_pago=2,3,4",tenedores con costo=6 y pago valido,21,21,4,72032.557191143685,72032.557191143685,17933.862538282414,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.248968844611,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_personal,2024,"per_intereses=7&per_comp_pago=2,3,4",tenedores con costo=7 y pago valido,24,24,5,143770.093114286574,143770.093114286574,11641.564721168525,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.080973479734,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_personal,2024,"per_intereses=8&per_comp_pago=2,3,4",tenedores con costo=8 y pago valido,51,51,6,319933.615552918985,319933.615552918985,10036.408190885762,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.031370283406,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_personal,2024,"per_intereses=9&per_comp_pago=2,3,4",tenedores con costo=9 y pago valido,22,22,1,118659.395454818572,118659.395454818572,5560.406325556033,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.046860228002,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_personal,2024,"per_intereses=10&per_comp_pago=2,3,4",tenedores con costo=10 y pago valido,89,89,14,586507.279466068256,586507.279466068256,43656.752924458116,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.074435142500,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_nomina,2024,"nom_intereses=0&nom_comp_pago=2,3,4",tenedores con costo=0 y pago valido,132,132,7,595695.747744017979,595695.747744017979,63590.353096156388,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.106749718018,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_nomina,2024,"nom_intereses=1&nom_comp_pago=2,3,4",tenedores con costo=1 y pago valido,14,14,0,62887.268005723497,62887.268005723497,0.000000000000,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_nomina,2024,"nom_intereses=2&nom_comp_pago=2,3,4",tenedores con costo=2 y pago valido,14,13,0,46293.443152948152,46004.629955262732,0.000000000000,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=1;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_nomina,2024,"nom_intereses=3&nom_comp_pago=2,3,4",tenedores con costo=3 y pago valido,19,19,2,73692.578854735388,73692.578854735388,1280.876517425899,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.017381350162,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_nomina,2024,"nom_intereses=4&nom_comp_pago=2,3,4",tenedores con costo=4 y pago valido,15,15,2,51361.189196130879,51361.189196130879,9387.366646147404,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.182771598420,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_nomina,2024,"nom_intereses=5&nom_comp_pago=2,3,4",tenedores con costo=5 y pago valido,54,54,2,311378.764459916623,311378.764459916623,12963.478705499630,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.041632507368,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_nomina,2024,"nom_intereses=6&nom_comp_pago=2,3,4",tenedores con costo=6 y pago valido,24,24,1,65285.495819600983,65285.495819600983,2219.708693660521,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.034000028119,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_nomina,2024,"nom_intereses=7&nom_comp_pago=2,3,4",tenedores con costo=7 y pago valido,28,28,1,96531.009589645997,96531.009589645997,84.690381039238,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.000877338602,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_nomina,2024,"nom_intereses=8&nom_comp_pago=2,3,4",tenedores con costo=8 y pago valido,31,31,1,99818.247039538051,99818.247039538051,8434.048869525592,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.084494059149,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_nomina,2024,"nom_intereses=9&nom_comp_pago=2,3,4",tenedores con costo=9 y pago valido,11,11,0,35097.210611607530,35097.210611607530,0.000000000000,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_nomina,2024,"nom_intereses=10&nom_comp_pago=2,3,4",tenedores con costo=10 y pago valido,66,66,5,344500.904916614003,344500.904916614003,85742.968678101955,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.248890401896,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_automotriz,2024,"aut_intereses=0&aut_comp_pago=2,3,4",tenedores con costo=0 y pago valido,24,24,0,233210.023201579868,233210.023201579868,0.000000000000,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_automotriz,2024,"aut_intereses=1&aut_comp_pago=2,3,4",tenedores con costo=1 y pago valido,3,3,0,4255.138323054287,4255.138323054287,0.000000000000,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_automotriz,2024,"aut_intereses=2&aut_comp_pago=2,3,4",tenedores con costo=2 y pago valido,2,2,0,8488.319632584562,8488.319632584562,0.000000000000,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_automotriz,2024,"aut_intereses=3&aut_comp_pago=2,3,4",tenedores con costo=3 y pago valido,8,8,0,77936.701083881402,77936.701083881402,0.000000000000,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_automotriz,2024,"aut_intereses=4&aut_comp_pago=2,3,4",tenedores con costo=4 y pago valido,2,2,0,17314.689057064985,17314.689057064985,0.000000000000,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_automotriz,2024,"aut_intereses=5&aut_comp_pago=2,3,4",tenedores con costo=5 y pago valido,21,21,2,473378.615417164052,473378.615417164052,38333.376169692347,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.080978259096,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_automotriz,2024,"aut_intereses=6&aut_comp_pago=2,3,4",tenedores con costo=6 y pago valido,11,11,1,92602.573200271916,92602.573200271916,135.174190406263,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.001459723912,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_automotriz,2024,"aut_intereses=7&aut_comp_pago=2,3,4",tenedores con costo=7 y pago valido,13,13,1,121737.036307095623,121737.036307095623,5039.046165464462,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.041392876961,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_automotriz,2024,"aut_intereses=8&aut_comp_pago=2,3,4",tenedores con costo=8 y pago valido,16,16,1,300531.081929143402,300531.081929143402,14609.643030333278,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.048612752254,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_automotriz,2024,"aut_intereses=9&aut_comp_pago=2,3,4",tenedores con costo=9 y pago valido,9,9,1,117252.932038877349,117252.932038877349,13994.150380646081,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.119350110375,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
dano_por_nivel_costo_2024,credito_automotriz,2024,"aut_intereses=10&aut_comp_pago=2,3,4",tenedores con costo=10 y pago valido,19,19,2,271673.327583842736,271673.327583842736,1938.156591090005,no_levantada=0;salto_no_aplica=0;no_sabe_no_contesto=0;blanco=0;codigo_invalido=0;peso_no_positivo=0,0.007134143820,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
