estimando_tipo,producto,ola,variable_codigos,universo,n_elegible,n_valido,n_positivo,masa_elegible,masa_valida,masa_positiva,faltantes_por_causa,estimacion,unidad,alcance
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=2&tdc_comp_pago=3,tenedores con costo y pago validos,544,524,1,7595925.550890869461,7230230.931186728179,8126.887517993695,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.001124014931,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=2&tdc_comp_pago=4,tenedores con costo y pago validos,544,524,0,7595925.550890869461,7230230.931186728179,0,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=3&tdc_comp_pago=1,tenedores con costo y pago validos,544,524,13,7595925.550890869461,7230230.931186728179,302413.282537447580,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.041826227325,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=3&tdc_comp_pago=2,tenedores con costo y pago validos,544,524,2,7595925.550890869461,7230230.931186728179,16926.505878143922,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.002341074032,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=3&tdc_comp_pago=3,tenedores con costo y pago validos,544,524,2,7595925.550890869461,7230230.931186728179,3748.266636291717,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.000518415895,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=3&tdc_comp_pago=4,tenedores con costo y pago validos,544,524,0,7595925.550890869461,7230230.931186728179,0,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=4&tdc_comp_pago=1,tenedores con costo y pago validos,544,524,6,7595925.550890869461,7230230.931186728179,125620.750201035640,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.017374375922,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=4&tdc_comp_pago=2,tenedores con costo y pago validos,544,524,8,7595925.550890869461,7230230.931186728179,90972.646039166371,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.012582260083,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=4&tdc_comp_pago=3,tenedores con costo y pago validos,544,524,1,7595925.550890869461,7230230.931186728179,7188.341503726747,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.000994206350,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=4&tdc_comp_pago=4,tenedores con costo y pago validos,544,524,0,7595925.550890869461,7230230.931186728179,0,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=5&tdc_comp_pago=1,tenedores con costo y pago validos,544,524,49,7595925.550890869461,7230230.931186728179,664175.406581187388,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.091860884238,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=5&tdc_comp_pago=2,tenedores con costo y pago validos,544,524,18,7595925.550890869461,7230230.931186728179,215173.751366866461,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.029760287523,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=5&tdc_comp_pago=3,tenedores con costo y pago validos,544,524,5,7595925.550890869461,7230230.931186728179,47525.266060643007,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.006573132520,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=5&tdc_comp_pago=4,tenedores con costo y pago validos,544,524,0,7595925.550890869461,7230230.931186728179,0,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=6&tdc_comp_pago=1,tenedores con costo y pago validos,544,524,16,7595925.550890869461,7230230.931186728179,134040.281082923029,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.018538865820,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=6&tdc_comp_pago=2,tenedores con costo y pago validos,544,524,13,7595925.550890869461,7230230.931186728179,147310.472691144852,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.020374241721,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=6&tdc_comp_pago=3,tenedores con costo y pago validos,544,524,1,7595925.550890869461,7230230.931186728179,15711.421541558906,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.002173017942,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=6&tdc_comp_pago=4,tenedores con costo y pago validos,544,524,0,7595925.550890869461,7230230.931186728179,0,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=7&tdc_comp_pago=1,tenedores con costo y pago validos,544,524,22,7595925.550890869461,7230230.931186728179,268163.490701949049,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.037089201335,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=7&tdc_comp_pago=2,tenedores con costo y pago validos,544,524,22,7595925.550890869461,7230230.931186728179,480869.799259404594,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.066508221361,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=7&tdc_comp_pago=3,tenedores con costo y pago validos,544,524,3,7595925.550890869461,7230230.931186728179,4361.349788812663,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.000603210303,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=7&tdc_comp_pago=4,tenedores con costo y pago validos,544,524,0,7595925.550890869461,7230230.931186728179,0,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=8&tdc_comp_pago=1,tenedores con costo y pago validos,544,524,36,7595925.550890869461,7230230.931186728179,606885.450191582670,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.083937215280,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=8&tdc_comp_pago=2,tenedores con costo y pago validos,544,524,30,7595925.550890869461,7230230.931186728179,363848.975826089038,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.050323285562,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=8&tdc_comp_pago=3,tenedores con costo y pago validos,544,524,6,7595925.550890869461,7230230.931186728179,57293.874176843150,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.007924210820,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=8&tdc_comp_pago=4,tenedores con costo y pago validos,544,524,0,7595925.550890869461,7230230.931186728179,0,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=9&tdc_comp_pago=1,tenedores con costo y pago validos,544,524,18,7595925.550890869461,7230230.931186728179,218355.299288260401,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.030200321590,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=9&tdc_comp_pago=2,tenedores con costo y pago validos,544,524,13,7595925.550890869461,7230230.931186728179,142642.332467969187,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.019728599795,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=9&tdc_comp_pago=3,tenedores con costo y pago validos,544,524,1,7595925.550890869461,7230230.931186728179,525.788219847575,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.000072720806,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=9&tdc_comp_pago=4,tenedores con costo y pago validos,544,524,0,7595925.550890869461,7230230.931186728179,0,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=10&tdc_comp_pago=1,tenedores con costo y pago validos,544,524,74,7595925.550890869461,7230230.931186728179,1098197.117493019905,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.151889632288,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=10&tdc_comp_pago=2,tenedores con costo y pago validos,544,524,53,7595925.550890869461,7230230.931186728179,877363.838147309958,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.121346585814,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=10&tdc_comp_pago=3,tenedores con costo y pago validos,544,524,14,7595925.550890869461,7230230.931186728179,285943.845609204902,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.039548369662,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=10&tdc_comp_pago=4,tenedores con costo y pago validos,544,524,1,7595925.550890869461,7230230.931186728179,94.543466383496,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.000013076134,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=0&hip_comp_pago=1,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=0&hip_comp_pago=2,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=0&hip_comp_pago=3,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=0&hip_comp_pago=4,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=1&hip_comp_pago=1,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=1&hip_comp_pago=2,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=1&hip_comp_pago=3,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=1&hip_comp_pago=4,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=2&hip_comp_pago=1,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=2&hip_comp_pago=2,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=2&hip_comp_pago=3,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=2&hip_comp_pago=4,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=3&hip_comp_pago=1,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=3&hip_comp_pago=2,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=3&hip_comp_pago=3,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=3&hip_comp_pago=4,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=4&hip_comp_pago=1,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=4&hip_comp_pago=2,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=4&hip_comp_pago=3,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=4&hip_comp_pago=4,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=5&hip_comp_pago=1,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=5&hip_comp_pago=2,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=5&hip_comp_pago=3,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=5&hip_comp_pago=4,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=6&hip_comp_pago=1,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=6&hip_comp_pago=2,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=6&hip_comp_pago=3,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=6&hip_comp_pago=4,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=7&hip_comp_pago=1,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=7&hip_comp_pago=2,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=7&hip_comp_pago=3,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=7&hip_comp_pago=4,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=8&hip_comp_pago=1,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=8&hip_comp_pago=2,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=8&hip_comp_pago=3,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=8&hip_comp_pago=4,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=9&hip_comp_pago=1,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=9&hip_comp_pago=2,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=9&hip_comp_pago=3,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=9&hip_comp_pago=4,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,credito_hipotecario,2019,hip_intereses=10&hip_comp_pago=1,tenedores con costo y pago validos,422,0,0,5847954.264678091742,0,0,costo_no_sabe_no_contesto=4;pago_no_levantada=422,,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
