estimando,categoria,edad,n_expuesto,n_valido,n_desconocido,masa_desconocido,n_fuera_denominador,masa_fuera_denominador,n_numerador,masa_numerador,masa_denominador,punto,ee,ic95_lo,ic95_hi,gl,precision_estado
distribucion_actual_15_mas,divorciada,30_44,73324,73324,0,0.000000000000,0,0.000000000000,1790,586795.000000000000,26608567.000000000000,0.022052859893,0.000737799715,0.020652097451,0.023546347058,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
distribucion_actual_15_mas,viuda,30_44,73324,73324,0,0.000000000000,0,0.000000000000,794,284672.000000000000,26608567.000000000000,0.010698509243,0.000522282077,0.009721758649,0.011772227918,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
distribucion_actual_15_mas,casada,30_44,73324,73324,0,0.000000000000,0,0.000000000000,29690,10753809.000000000000,26608567.000000000000,0.404148370711,0.003415184261,0.397472394052,0.410860016653,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
distribucion_actual_15_mas,soltera,30_44,73324,73324,0,0.000000000000,0,0.000000000000,13134,4929427.000000000000,26608567.000000000000,0.185257139176,0.002410137217,0.180579426827,0.190027922349,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
union_libre_entre_union_o_casada,union_libre,30_44,73324,50944,0,0.000000000000,22380,8174059.000000000000,21254,7680699.000000000000,18434508.000000000000,0.416647897519,0.004186583575,0.408465466661,0.424876508542,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
union_libre_entre_union_o_casada,actualmente_casada,30_44,73324,50944,0,0.000000000000,22380,8174059.000000000000,29690,10753809.000000000000,18434508.000000000000,0.583352102481,0.004186583575,0.575123491458,0.591534533339,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
distribucion_actual_15_mas,union_libre,45_59,66069,66069,0,0.000000000000,0,0.000000000000,11189,4078002.000000000000,23917340.000000000000,0.170503994173,0.002703631909,0.165269767475,0.175869066557,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
distribucion_actual_15_mas,separada_union_libre,45_59,66069,66069,0,0.000000000000,0,0.000000000000,3076,1154009.000000000000,23917340.000000000000,0.048249888993,0.001311344487,0.045743517706,0.050886265832,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
distribucion_actual_15_mas,separada_matrimonio,45_59,66069,66069,0,0.000000000000,0,0.000000000000,3231,1139206.000000000000,23917340.000000000000,0.047630965651,0.001154312596,0.045418740479,0.049945304641,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
distribucion_actual_15_mas,divorciada,45_59,66069,66069,0,0.000000000000,0,0.000000000000,2986,972692.000000000000,23917340.000000000000,0.040668903816,0.001075325718,0.038612655334,0.042829775859,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
distribucion_actual_15_mas,viuda,45_59,66069,66069,0,0.000000000000,0,0.000000000000,3120,1142486.000000000000,23917340.000000000000,0.047768104647,0.001168547248,0.045529065314,0.050111474913,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
distribucion_actual_15_mas,casada,45_59,66069,66069,0,0.000000000000,0,0.000000000000,36119,13012635.000000000000,23917340.000000000000,0.544066982365,0.003476515093,0.537244741584,0.550872726618,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
distribucion_actual_15_mas,soltera,45_59,66069,66069,0,0.000000000000,0,0.000000000000,6348,2418310.000000000000,23917340.000000000000,0.101111160355,0.001890843035,0.097464687507,0.104878206381,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
union_libre_entre_union_o_casada,union_libre,45_59,66069,47308,0,0.000000000000,18761,6826703.000000000000,11189,4078002.000000000000,17090637.000000000000,0.238610298727,0.003701118761,0.231431520608,0.245940498728,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
union_libre_entre_union_o_casada,actualmente_casada,45_59,66069,47308,0,0.000000000000,18761,6826703.000000000000,36119,13012635.000000000000,17090637.000000000000,0.761389701273,0.003701118761,0.754059501272,0.768568479392,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
distribucion_actual_15_mas,union_libre,60_mas,53240,53240,0,0.000000000000,0,0.000000000000,3846,1412138.000000000000,18990406.000000000000,0.074360600821,0.002097321333,0.070352664979,0.078577566319,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
distribucion_actual_15_mas,separada_union_libre,60_mas,53240,53240,0,0.000000000000,0,0.000000000000,1356,480838.000000000000,18990406.000000000000,0.025320048450,0.000951461900,0.023520472203,0.027253469335,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
distribucion_actual_15_mas,separada_matrimonio,60_mas,53240,53240,0,0.000000000000,0,0.000000000000,2284,813866.000000000000,18990406.000000000000,0.042856693006,0.001248938455,0.040474318904,0.045372665940,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
distribucion_actual_15_mas,divorciada,60_mas,53240,53240,0,0.000000000000,0,0.000000000000,1720,560103.000000000000,18990406.000000000000,0.029493998180,0.001042002055,0.027518696055,0.031606479988,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
distribucion_actual_15_mas,viuda,60_mas,53240,53240,0,0.000000000000,0,0.000000000000,13199,4691656.000000000000,18990406.000000000000,0.247054012431,0.002738926517,0.241724644199,0.252461758647,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
distribucion_actual_15_mas,casada,60_mas,53240,53240,0,0.000000000000,0,0.000000000000,27366,9733538.000000000000,18990406.000000000000,0.512550284602,0.003758736308,0.505180490669,0.519914625898,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
distribucion_actual_15_mas,soltera,60_mas,53240,53240,0,0.000000000000,0,0.000000000000,3469,1298267.000000000000,18990406.000000000000,0.068364362510,0.001734744777,0.065041406496,0.071844042457,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
union_libre_entre_union_o_casada,union_libre,60_mas,53240,31212,0,0.000000000000,22028,7844730.000000000000,3846,1412138.000000000000,11145676.000000000000,0.126698281917,0.003502280251,0.119990870744,0.133723658197,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
union_libre_entre_union_o_casada,actualmente_casada,60_mas,53240,31212,0,0.000000000000,22028,7844730.000000000000,27366,9733538.000000000000,11145676.000000000000,0.873301718083,0.003502280251,0.866276341803,0.880009129256,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
distribucion_actual_15_mas,union_libre,15_mas,276849,276849,0,0.000000000000,0,0.000000000000,52664,19050711.000000000000,99982443.000000000000,0.190540563207,0.001597472435,0.187428970120,0.193691499854,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
distribucion_actual_15_mas,separada_union_libre,15_mas,276849,276849,0,0.000000000000,0,0.000000000000,11533,4150150.000000000000,99982443.000000000000,0.041508787698,0.000599461170,0.040349549096,0.042699849207,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
distribucion_actual_15_mas,separada_matrimonio,15_mas,276849,276849,0,0.000000000000,0,0.000000000000,8245,2920217.000000000000,99982443.000000000000,0.029207297925,0.000454441403,0.028329588745,0.030111357650,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
distribucion_actual_15_mas,divorciada,15_mas,276849,276849,0,0.000000000000,0,0.000000000000,6691,2187775.000000000000,99982443.000000000000,0.021881591751,0.000396333353,0.021118062481,0.022672087250,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
distribucion_actual_15_mas,viuda,15_mas,276849,276849,0,0.000000000000,0,0.000000000000,17234,6156416.000000000000,99982443.000000000000,0.061574970718,0.000642997616,0.060326601141,0.062847445672,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
distribucion_actual_15_mas,casada,15_mas,276849,276849,0,0.000000000000,0,0.000000000000,100170,35938314.000000000000,99982443.000000000000,0.359446247978,0.001741904492,0.356039058042,0.362867670570,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
distribucion_actual_15_mas,soltera,15_mas,276849,276849,0,0.000000000000,0,0.000000000000,80312,29578860.000000000000,99982443.000000000000,0.295840540724,0.001279494886,0.293338747637,0.298354662259,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
union_libre_entre_union_o_casada,union_libre,15_mas,276849,152834,0,0.000000000000,124015,44993418.000000000000,52664,19050711.000000000000,54989025.000000000000,0.346445695300,0.002674352765,0.341222426667,0.351706232924,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
union_libre_entre_union_o_casada,actualmente_casada,15_mas,276849,152834,0,0.000000000000,124015,44993418.000000000000,100170,35938314.000000000000,54989025.000000000000,0.653554304700,0.002674352765,0.648293767076,0.658777573333,14555,DISPONIBLE:TAYLOR-RATIO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
