denominador_ponderado,ee,est_socio,estado,etiqueta,ic95_hi,ic95_lo,n,numerador_ponderado,proporcion,replicas_validas,segsoc,tam_loc,tramo_edad,unidad,universo,upm_n
91619046.0,,3,CERO-MUESTRAL,Sí × 18–29 × Menos de 2 500 × Medio alto,,,0,0.0,0.0,0,1,4,18-29,persona,integrantes del hogar de 18 a 96 años con factor persona válido,0
91619046.0,6.938304e-06,4,OBSERVADA,Sí × 18–29 × Menos de 2 500 × Alto,2.5532142e-05,0.0,2,1089.0,1.1886175e-05,1000,1,4,18-29,persona,integrantes del hogar de 18 a 96 años con factor persona válido,2
91619046.0,0.000131011816,1,OBSERVADA,Sí × 30–44 × 100 000 y más × Bajo,0.001584948705,0.00108461293,227,120968.0,0.001320336822,1000,1,1,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,84
91619046.0,0.000742709454,2,OBSERVADA,Sí × 30–44 × 100 000 y más × Medio bajo,0.042895087436,0.03995518587,7236,3787522.0,0.04133989782,1000,1,1,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,2427
91619046.0,0.00063296374,3,OBSERVADA,Sí × 30–44 × 100 000 y más × Medio alto,0.03762605162,0.035077815035,6425,3330738.0,0.036354209582,1000,1,1,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,2313
91619046.0,0.000530302054,4,OBSERVADA,Sí × 30–44 × 100 000 y más × Alto,0.019695201172,0.017683663597,2828,1711410.0,0.018679631307,1000,1,1,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,1026
91619046.0,9.2829023e-05,1,OBSERVADA,Sí × 30–44 × 15 000 a 99 999 × Bajo,0.000721378541,0.000349873496,163,49117.0,0.000536100321,1000,1,2,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,19
91619046.0,0.000536835955,2,OBSERVADA,Sí × 30–44 × 15 000 a 99 999 × Medio bajo,0.020036303471,0.017950490095,3592,1730976.0,0.018893189523,1000,1,2,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,620
91619046.0,0.000258342856,3,OBSERVADA,Sí × 30–44 × 15 000 a 99 999 × Medio alto,0.005936513891,0.004951188439,1071,497751.0,0.005432833256,1000,1,2,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,178
91619046.0,0.000120130537,4,OBSERVADA,Sí × 30–44 × 15 000 a 99 999 × Alto,0.001416191525,0.000946452871,189,107007.0,0.001167955842,1000,1,2,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,57
91619046.0,0.000183848603,1,OBSERVADA,Sí × 30–44 × 2 500 a 14 999 × Bajo,0.002793045747,0.002075921723,512,222411.0,0.002427562933,1000,1,3,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,92
91619046.0,0.000541465244,2,OBSERVADA,Sí × 30–44 × 2 500 a 14 999 × Medio bajo,0.017803839204,0.015730414888,3605,1534704.0,0.016750927531,1000,1,3,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,546
91619046.0,0.000259930781,3,OBSERVADA,Sí × 30–44 × 2 500 a 14 999 × Medio alto,0.00161181221,0.000633171977,245,100521.0,0.001097162701,1000,1,3,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,40
91619046.0,4.8785072e-05,4,OBSERVADA,Sí × 30–44 × 2 500 a 14 999 × Alto,0.000281137088,9.0808207e-05,37,16305.0,0.00017796518,1000,1,3,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,13
91619046.0,0.000331899509,1,OBSERVADA,Sí × 30–44 × Menos de 2 500 × Bajo,0.011038097194,0.009755501347,3993,950413.0,0.010373530849,1000,1,4,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,813
91619046.0,0.000328380038,2,OBSERVADA,Sí × 30–44 × Menos de 2 500 × Medio bajo,0.012359783789,0.011096257999,5988,1074967.0,0.011733008004,1000,1,4,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,790
91619046.0,,3,CERO-MUESTRAL,Sí × 30–44 × Menos de 2 500 × Medio alto,,,0,0.0,0.0,0,1,4,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,0
91619046.0,1.4515132e-05,4,OBSERVADA,Sí × 30–44 × Menos de 2 500 × Alto,7.6144415e-05,2.1450611e-05,8,4400.0,4.8024949e-05,1000,1,4,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,5
91619046.0,0.000116236503,1,OBSERVADA,Sí × 45–59 × 100 000 y más × Bajo,0.001225093984,0.000771697081,158,89217.0,0.000973782242,1000,1,1,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,74
91619046.0,0.000609576499,2,OBSERVADA,Sí × 45–59 × 100 000 y más × Medio bajo,0.034632551908,0.032264156607,5758,3066378.0,0.033468783336,1000,1,1,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,2287
91619046.0,0.000674338363,3,OBSERVADA,Sí × 45–59 × 100 000 y más × Medio alto,0.036200688476,0.03358568597,6215,3194543.0,0.034867673693,1000,1,1,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,2305
91619046.0,0.000593766405,4,OBSERVADA,Sí × 45–59 × 100 000 y más × Alto,0.021940998753,0.019588676153,2894,1898478.0,0.020721433838,1000,1,1,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,1052
91619046.0,2.4420429e-05,1,OBSERVADA,Sí × 45–59 × 15 000 a 99 999 × Bajo,0.000238045698,0.000147328372,54,17780.0,0.000194064452,1000,1,2,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,18
91619046.0,0.000431806387,2,OBSERVADA,Sí × 45–59 × 15 000 a 99 999 × Medio bajo,0.015351366952,0.013695241206,2780,1329098.0,0.014506787159,1000,1,2,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,586
91619046.0,0.000290336088,3,OBSERVADA,Sí × 45–59 × 15 000 a 99 999 × Medio alto,0.005595157688,0.004441662326,1019,461455.0,0.005036671087,1000,1,2,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,173
91619046.0,0.000160450056,4,OBSERVADA,Sí × 45–59 × 15 000 a 99 999 × Alto,0.00170888814,0.001084787473,185,127619.0,0.001392930898,1000,1,2,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,59
91619046.0,0.000142416222,1,OBSERVADA,Sí × 45–59 × 2 500 a 14 999 × Bajo,0.001802124563,0.001252974297,317,139435.0,0.001521899715,1000,1,3,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,87
91619046.0,0.000424178868,2,OBSERVADA,Sí × 45–59 × 2 500 a 14 999 × Medio bajo,0.01330976889,0.011590641793,2793,1138044.0,0.01242147839,1000,1,3,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,528
91619046.0,0.00015976451,3,OBSERVADA,Sí × 45–59 × 2 500 a 14 999 × Medio alto,0.001120644435,0.000496380333,190,72456.0,0.000790839931,1000,1,3,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,39
91619046.0,3.0372823e-05,4,OBSERVADA,Sí × 45–59 × 2 500 a 14 999 × Alto,0.000216564713,9.6947841e-05,26,13834.0,0.000150994805,1000,1,3,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,16
91619046.0,0.000253729658,1,OBSERVADA,Sí × 45–59 × Menos de 2 500 × Bajo,0.007416622216,0.006431352679,2678,635972.0,0.006941482451,1000,1,4,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,735
91619046.0,0.000271721495,2,OBSERVADA,Sí × 45–59 × Menos de 2 500 × Medio bajo,0.009888017941,0.008790590966,4883,858058.0,0.009365498087,1000,1,4,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,786
91619046.0,,3,CERO-MUESTRAL,Sí × 45–59 × Menos de 2 500 × Medio alto,,,0,0.0,0.0,0,1,4,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,0
91619046.0,2.1622148e-05,4,OBSERVADA,Sí × 45–59 × Menos de 2 500 × Alto,0.000108574593,2.4554734e-05,11,6193.0,6.7595116e-05,1000,1,4,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,4
91619046.0,4.3320035e-05,1,OBSERVADA,Sí × 60–96 × 100 000 y más × Bajo,0.000424511422,0.000254888594,58,30743.0,0.000335552501,1000,1,1,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,46
91619046.0,0.000461247014,2,OBSERVADA,Sí × 60–96 × 100 000 y más × Medio bajo,0.019727694811,0.017900908449,3050,1720692.0,0.01878094212,1000,1,1,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,1700
91619046.0,0.000606309006,3,OBSERVADA,Sí × 60–96 × 100 000 y más × Medio alto,0.028381664789,0.026050795792,4660,2491123.0,0.027190012435,1000,1,1,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,2050
91619046.0,0.000494840228,4,OBSERVADA,Sí × 60–96 × 100 000 y más × Alto,0.014205224064,0.012358139473,1898,1215172.0,0.013263312085,1000,1,1,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,869
91619046.0,1.7224451e-05,1,OBSERVADA,Sí × 60–96 × 15 000 a 99 999 × Bajo,0.000126076345,6.0301544e-05,25,8469.0,9.2437112e-05,1000,1,2,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,12
91619046.0,0.000301921572,2,OBSERVADA,Sí × 60–96 × 15 000 a 99 999 × Medio bajo,0.008105569068,0.00697134192,1573,688486.0,0.007514660216,1000,1,2,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,504
91619046.0,0.000172119681,3,OBSERVADA,Sí × 60–96 × 15 000 a 99 999 × Medio alto,0.003524417906,0.00287612826,727,291602.0,0.003182766169,1000,1,2,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,159
91619046.0,0.000126247703,4,OBSERVADA,Sí × 60–96 × 15 000 a 99 999 × Alto,0.001019041831,0.000537818157,93,71703.0,0.000782621116,1000,1,2,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,43
91619046.0,8.5301166e-05,1,OBSERVADA,Sí × 60–96 × 2 500 a 14 999 × Bajo,0.000933239973,0.000587324383,160,69985.0,0.000763869556,1000,1,3,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,63
91619046.0,0.000252299662,2,OBSERVADA,Sí × 60–96 × 2 500 a 14 999 × Medio bajo,0.007556646478,0.006552258212,1624,644170.0,0.007030961663,1000,1,3,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,459
91619046.0,6.3449853e-05,3,OBSERVADA,Sí × 60–96 × 2 500 a 14 999 × Medio alto,0.00051805333,0.000275187709,91,35603.0,0.00038859824,1000,1,3,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,36
91619046.0,2.2477998e-05,4,OBSERVADA,Sí × 60–96 × 2 500 a 14 999 × Alto,0.000134566015,4.7813824e-05,16,8201.0,8.9511956e-05,1000,1,3,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,10
91619046.0,0.000170673148,1,OBSERVADA,Sí × 60–96 × Menos de 2 500 × Bajo,0.004509470728,0.003846670697,1657,381644.0,0.004165553088,1000,1,4,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,618
91619046.0,0.000182875535,2,OBSERVADA,Sí × 60–96 × Menos de 2 500 × Medio bajo,0.005559639087,0.004864047959,2860,476729.0,0.005203383148,1000,1,4,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,724
91619046.0,,3,CERO-MUESTRAL,Sí × 60–96 × Menos de 2 500 × Medio alto,,,0,0.0,0.0,0,1,4,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,0
91619046.0,1.6333003e-05,4,OBSERVADA,Sí × 60–96 × Menos de 2 500 × Alto,9.1434654e-05,3.1681449e-05,10,5687.0,6.2072246e-05,1000,1,4,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,5
91619046.0,0.000224515772,1,OBSERVADA,No × 18–29 × 100 000 y más × Bajo,0.002458323886,0.00157599822,217,182126.0,0.001987861781,1000,2,1,18-29,persona,integrantes del hogar de 18 a 96 años con factor persona válido,77
91619046.0,0.000653392467,2,OBSERVADA,No × 18–29 × 100 000 y más × Medio bajo,0.032814523484,0.030285271519,4812,2885809.0,0.031497915837,1000,2,1,18-29,persona,integrantes del hogar de 18 a 96 años con factor persona válido,2114
91619046.0,0.000553643768,3,OBSERVADA,No × 18–29 × 100 000 y más × Medio alto,0.023376986673,0.02123371548,3786,2038911.0,0.022254226485,1000,2,1,18-29,persona,integrantes del hogar de 18 a 96 años con factor persona válido,1856
91619046.0,0.000472065715,4,OBSERVADA,No × 18–29 × 100 000 y más × Alto,0.013150585504,0.011358681127,1742,1121312.0,0.012238852607,1000,2,1,18-29,persona,integrantes del hogar de 18 a 96 años con factor persona válido,883
91619046.0,6.8737684e-05,1,OBSERVADA,No × 18–29 × 15 000 a 99 999 × Bajo,0.001010386735,0.00073714991,156,80606.0,0.000879795234,1000,2,2,18-29,persona,integrantes del hogar de 18 a 96 años con factor persona válido,21
91619046.0,0.000514655133,2,OBSERVADA,No × 18–29 × 15 000 a 99 999 × Medio bajo,0.021150406781,0.019153703832,3598,1845932.0,0.020147906801,1000,2,2,18-29,persona,integrantes del hogar de 18 a 96 años con factor persona válido,608
91619046.0,0.000208064496,3,OBSERVADA,No × 18–29 × 15 000 a 99 999 × Medio alto,0.004050772147,0.003269470685,751,337730.0,0.003686242269,1000,2,2,18-29,persona,integrantes del hogar de 18 a 96 años con factor persona válido,166
91619046.0,9.7668549e-05,4,OBSERVADA,No × 18–29 × 15 000 a 99 999 × Alto,0.001086048016,0.000713757287,107,82627.0,0.000901853966,1000,2,2,18-29,persona,integrantes del hogar de 18 a 96 años con factor persona válido,48
91619046.0,0.000420497159,1,OBSERVADA,No × 18–29 × 2 500 a 14 999 × Bajo,0.007740929659,0.00609626558,1122,635617.0,0.006937607711,1000,2,3,18-29,persona,integrantes del hogar de 18 a 96 años con factor persona válido,104
91619046.0,0.000530727845,2,OBSERVADA,No × 18–29 × 2 500 a 14 999 × Medio bajo,0.019543150294,0.017416936766,3706,1691210.0,0.018459153133,1000,2,3,18-29,persona,integrantes del hogar de 18 a 96 años con factor persona válido,553
91619046.0,0.000130512672,3,OBSERVADA,No × 18–29 × 2 500 a 14 999 × Medio alto,0.000838733023,0.000355420745,120,52820.0,0.000576517682,1000,2,3,18-29,persona,integrantes del hogar de 18 a 96 años con factor persona válido,37
91619046.0,3.2764202e-05,4,OBSERVADA,No × 18–29 × 2 500 a 14 999 × Alto,0.000234252434,0.000104588535,38,15092.0,0.000164725575,1000,2,3,18-29,persona,integrantes del hogar de 18 a 96 años con factor persona válido,17
91619046.0,0.000618099889,1,OBSERVADA,No × 18–29 × Menos de 2 500 × Bajo,0.031982045813,0.029530598342,8677,2815057.0,0.030725674659,1000,2,4,18-29,persona,integrantes del hogar de 18 a 96 años con factor persona válido,941
91619046.0,0.000355640866,2,OBSERVADA,No × 18–29 × Menos de 2 500 × Medio bajo,0.014689218622,0.013335894563,5839,1284647.0,0.014021615113,1000,2,4,18-29,persona,integrantes del hogar de 18 a 96 años con factor persona válido,805
91619046.0,,3,CERO-MUESTRAL,No × 18–29 × Menos de 2 500 × Medio alto,,,0,0.0,0.0,0,2,4,18-29,persona,integrantes del hogar de 18 a 96 años con factor persona válido,0
91619046.0,1.8885081e-05,4,OBSERVADA,No × 18–29 × Menos de 2 500 × Alto,8.0395589e-05,1.3368125e-05,7,4069.0,4.4412163e-05,1000,2,4,18-29,persona,integrantes del hogar de 18 a 96 años con factor persona válido,3
91619046.0,0.000187656261,1,OBSERVADA,No × 30–44 × 100 000 y más × Bajo,0.00181144678,0.001070916241,163,131919.0,0.001439864371,1000,2,1,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,69
91619046.0,0.000555926195,2,OBSERVADA,No × 30–44 × 100 000 y más × Medio bajo,0.021445862844,0.019334772447,2910,1864088.0,0.020346075204,1000,2,1,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,1607
91619046.0,0.000405856683,3,OBSERVADA,No × 30–44 × 100 000 y más × Medio alto,0.011517661637,0.009955157991,1669,987645.0,0.010779909234,1000,2,1,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,1110
91619046.0,0.000278076276,4,OBSERVADA,No × 30–44 × 100 000 y más × Alto,0.004699232557,0.003619491965,598,379939.0,0.00414694342,1000,2,1,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,440
91619046.0,0.000117865445,1,OBSERVADA,No × 30–44 × 15 000 a 99 999 × Bajo,0.001083650139,0.000620417932,119,77692.0,0.00084798962,1000,2,2,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,19
91619046.0,0.000419672021,2,OBSERVADA,No × 30–44 × 15 000 a 99 999 × Medio bajo,0.014600511901,0.012966372153,2517,1263235.0,0.013787908248,1000,2,2,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,570
91619046.0,0.000121464606,3,OBSERVADA,No × 30–44 × 15 000 a 99 999 × Medio alto,0.001892133233,0.001407001411,352,151324.0,0.00165166531,1000,2,2,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,136
91619046.0,8.3566063e-05,4,OBSERVADA,No × 30–44 × 15 000 a 99 999 × Alto,0.000634326727,0.000297923684,50,42130.0,0.000459838885,1000,2,2,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,31
91619046.0,0.000269718905,1,OBSERVADA,No × 30–44 × 2 500 a 14 999 × Bajo,0.007368963642,0.006307390622,1101,626409.0,0.006837104591,1000,2,3,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,104
91619046.0,0.000501473015,2,OBSERVADA,No × 30–44 × 2 500 a 14 999 × Medio bajo,0.015621410582,0.013640554537,2820,1341749.0,0.014644869801,1000,2,3,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,532
91619046.0,5.5646235e-05,3,OBSERVADA,No × 30–44 × 2 500 a 14 999 × Medio alto,0.000340121012,0.000133101887,59,22944.0,0.000250428279,1000,2,3,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,27
91619046.0,9.159752e-06,4,OBSERVADA,No × 30–44 × 2 500 a 14 999 × Alto,4.2744138e-05,8.054923e-06,7,2222.0,2.4252599e-05,1000,2,3,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,6
91619046.0,0.000573461825,1,OBSERVADA,No × 30–44 × Menos de 2 500 × Bajo,0.034724844746,0.032422760497,8937,3074806.0,0.033560772942,1000,2,4,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,933
91619046.0,0.00035860787,2,OBSERVADA,No × 30–44 × Menos de 2 500 × Medio bajo,0.013173452715,0.01176531774,4836,1140616.0,0.012449551156,1000,2,4,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,786
91619046.0,,3,CERO-MUESTRAL,No × 30–44 × Menos de 2 500 × Medio alto,,,0,0.0,0.0,0,2,4,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,0
91619046.0,5.960951e-06,4,OBSERVADA,No × 30–44 × Menos de 2 500 × Alto,4.0361943e-05,1.8119333e-05,5,2916.0,3.1827443e-05,1000,2,4,30-44,persona,integrantes del hogar de 18 a 96 años con factor persona válido,5
91619046.0,0.000134166837,1,OBSERVADA,No × 45–59 × 100 000 y más × Bajo,0.00140609121,0.000889525461,146,104889.0,0.001144838378,1000,2,1,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,68
91619046.0,0.000501824734,2,OBSERVADA,No × 45–59 × 100 000 y más × Medio bajo,0.020289745555,0.018321951207,2823,1768713.0,0.019305079863,1000,2,1,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,1637
91619046.0,0.000408923691,3,OBSERVADA,No × 45–59 × 100 000 y más × Medio alto,0.012243322176,0.010648607157,1791,1050332.0,0.011464122864,1000,2,1,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,1208
91619046.0,0.000237742262,4,OBSERVADA,No × 45–59 × 100 000 y más × Alto,0.004459013258,0.003530963606,559,365654.0,0.003991026058,1000,2,1,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,409
91619046.0,5.0154184e-05,1,OBSERVADA,No × 45–59 × 15 000 a 99 999 × Bajo,0.000602491399,0.000403470615,84,46258.0,0.000504895019,1000,2,2,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,19
91619046.0,0.000407566116,2,OBSERVADA,No × 45–59 × 15 000 a 99 999 × Medio bajo,0.013713726654,0.012147469288,2338,1182681.0,0.012908680582,1000,2,2,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,545
91619046.0,0.00014906764,3,OBSERVADA,No × 45–59 × 15 000 a 99 999 × Medio alto,0.002360390625,0.001780332217,432,188333.0,0.002055609704,1000,2,2,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,148
91619046.0,6.6600317e-05,4,OBSERVADA,No × 45–59 × 15 000 a 99 999 × Alto,0.000388871151,0.000129325021,45,22770.0,0.00024852911,1000,2,2,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,29
91619046.0,0.000241311821,1,OBSERVADA,No × 45–59 × 2 500 a 14 999 × Bajo,0.005698296839,0.004739971555,871,478719.0,0.005225103523,1000,2,3,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,104
91619046.0,0.000429885996,2,OBSERVADA,No × 45–59 × 2 500 a 14 999 × Medio bajo,0.013622239295,0.011903929354,2674,1168485.0,0.012753734633,1000,2,3,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,509
91619046.0,5.8431894e-05,3,OBSERVADA,No × 45–59 × 2 500 a 14 999 × Medio alto,0.000378383716,0.000156036915,58,23625.0,0.000257861231,1000,2,3,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,33
91619046.0,1.7733436e-05,4,OBSERVADA,No × 45–59 × 2 500 a 14 999 × Alto,8.3366069e-05,1.6943863e-05,10,4318.0,4.7129938e-05,1000,2,3,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,7
91619046.0,0.000403098906,1,OBSERVADA,No × 45–59 × Menos de 2 500 × Bajo,0.027229146045,0.025718487291,7472,2425078.0,0.026469147037,1000,2,4,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,934
91619046.0,0.000291215927,2,OBSERVADA,No × 45–59 × Menos de 2 500 × Medio bajo,0.012054616798,0.010909460591,4792,1053756.0,0.011501495006,1000,2,4,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,780
91619046.0,,3,CERO-MUESTRAL,No × 45–59 × Menos de 2 500 × Medio alto,,,0,0.0,0.0,0,2,4,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,0
91619046.0,7.252551e-06,4,OBSERVADA,No × 45–59 × Menos de 2 500 × Alto,3.1561016e-05,5.174945e-06,3,1631.0,1.7801975e-05,1000,2,4,45-59,persona,integrantes del hogar de 18 a 96 años con factor persona válido,3
91619046.0,0.000157550673,1,OBSERVADA,No × 60–96 × 100 000 y más × Bajo,0.000987306725,0.000417730596,83,65061.0,0.000710125272,1000,2,1,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,51
91619046.0,0.0004797929,2,OBSERVADA,No × 60–96 × 100 000 y más × Medio bajo,0.019527165009,0.017668016009,2809,1704108.0,0.018599931722,1000,2,1,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,1577
91619046.0,0.000454361295,3,OBSERVADA,No × 60–96 × 100 000 y más × Medio alto,0.016335334777,0.014596101116,2611,1413345.0,0.015426323038,1000,2,1,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,1534
91619046.0,0.00030270529,4,OBSERVADA,No × 60–96 × 100 000 y más × Alto,0.005871233073,0.004699095271,688,482688.0,0.00526842421,1000,2,1,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,470
91619046.0,4.8082532e-05,1,OBSERVADA,No × 60–96 × 15 000 a 99 999 × Bajo,0.000664616434,0.000472498221,98,51725.0,0.000564566018,1000,2,2,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,20
