serie_id	instrumento	dominio	conducta	conducta_texto	eje	segmento	unidad	ola	calc	result_p	result_lo	result_hi	par_con_anterior	cita_par	marca_2020	nota
ENIGH-REMINT-NACIONAL-PARTICIPACION_GE50_DE_REMESAS	ENIGH	ingreso-y-gasto	participacion ge50 de remesas	Marco completo de hogares del concentrado ENIGH 2018; dominio receptor remesas>0; dominio de participacion anade ing_cor>0 valido.	NACIONAL	TOTAL	proporcion	2018	CALC-ENIGH2018-INTENSIDAD-REMESAS-0001	RESULT-ENIGH18-REMINT-PARTICIPACION-GE50	RESULT-ENIGH18-REMINT-PARTICIPACION-GE50-IC-LO	RESULT-ENIGH18-REMINT-PARTICIPACION-GE50-IC-HI	COMPARABLE	forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3	NO	Par (2016,2018): forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3 declara que los CALC de 2016/2018/2020 son el mismo procedimiento estadístico del sellado 2022, byte-exacto por oro-check (mismo universo/filtros/ponderador/metodo/semilla/tolerancia).
ENIGH-REMINT-NACIONAL-PARTICIPACION_GE50_DE_REMESAS	ENIGH	ingreso-y-gasto	participacion ge50 de remesas	Marco completo de hogares del concentrado ENIGH 2020; dominio receptor remesas>0; dominio de participacion anade ing_cor>0 valido.	NACIONAL	TOTAL	proporcion	2020	CALC-ENIGH2020-INTENSIDAD-REMESAS-0001	RESULT-ENIGH20-REMINT-PARTICIPACION-GE50	RESULT-ENIGH20-REMINT-PARTICIPACION-GE50-IC-LO	RESULT-ENIGH20-REMINT-PARTICIPACION-GE50-IC-HI	COMPARABLE	forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3	SI	Par (2018,2020): forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3 declara que los CALC de 2016/2018/2020 son el mismo procedimiento estadístico del sellado 2022, byte-exacto por oro-check (mismo universo/filtros/ponderador/metodo/semilla/tolerancia).
ENIGH-REMINT-NACIONAL-PARTICIPACION_GE50_DE_REMESAS	ENIGH	ingreso-y-gasto	participacion ge50 de remesas	Marco completo de hogares del concentrado ENIGH 2022; dominio receptor remesas>0; dominio de participacion anade ing_cor>0 valido.	NACIONAL	TOTAL	proporcion	2022	CALC-ENIGH2022-INTENSIDAD-REMESAS-0001	RESULT-ENIGH22-REMINT-PARTICIPACION-GE50	RESULT-ENIGH22-REMINT-PARTICIPACION-GE50-IC-LO	RESULT-ENIGH22-REMINT-PARTICIPACION-GE50-IC-HI	COMPARABLE	forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3	SI	Par (2020,2022): forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3 declara que los CALC de 2016/2018/2020 son el mismo procedimiento estadístico del sellado 2022, byte-exacto por oro-check (mismo universo/filtros/ponderador/metodo/semilla/tolerancia).
ENIGH-REMINT-NACIONAL-PARTICIPACION_MEDIA_HOGAR_DE_REMESAS	ENIGH	ingreso-y-gasto	participacion media hogar de remesas	Marco completo de hogares del concentrado ENIGH 2016; dominio receptor remesas>0; dominio de participacion anade ing_cor>0 valido.	NACIONAL	TOTAL	proporcion	2016	CALC-ENIGH2016-INTENSIDAD-REMESAS-0001	RESULT-ENIGH16-REMINT-PARTICIPACION-MEDIA-HOGAR	RESULT-ENIGH16-REMINT-PARTICIPACION-MEDIA-HOGAR-IC-LO	RESULT-ENIGH16-REMINT-PARTICIPACION-MEDIA-HOGAR-IC-HI	PRIMERA		NO	Primera ola de la serie.
ENIGH-REMINT-NACIONAL-PARTICIPACION_MEDIA_HOGAR_DE_REMESAS	ENIGH	ingreso-y-gasto	participacion media hogar de remesas	Marco completo de hogares del concentrado ENIGH 2018; dominio receptor remesas>0; dominio de participacion anade ing_cor>0 valido.	NACIONAL	TOTAL	proporcion	2018	CALC-ENIGH2018-INTENSIDAD-REMESAS-0001	RESULT-ENIGH18-REMINT-PARTICIPACION-MEDIA-HOGAR	RESULT-ENIGH18-REMINT-PARTICIPACION-MEDIA-HOGAR-IC-LO	RESULT-ENIGH18-REMINT-PARTICIPACION-MEDIA-HOGAR-IC-HI	COMPARABLE	forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3	NO	Par (2016,2018): forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3 declara que los CALC de 2016/2018/2020 son el mismo procedimiento estadístico del sellado 2022, byte-exacto por oro-check (mismo universo/filtros/ponderador/metodo/semilla/tolerancia).
ENIGH-REMINT-NACIONAL-PARTICIPACION_MEDIA_HOGAR_DE_REMESAS	ENIGH	ingreso-y-gasto	participacion media hogar de remesas	Marco completo de hogares del concentrado ENIGH 2020; dominio receptor remesas>0; dominio de participacion anade ing_cor>0 valido.	NACIONAL	TOTAL	proporcion	2020	CALC-ENIGH2020-INTENSIDAD-REMESAS-0001	RESULT-ENIGH20-REMINT-PARTICIPACION-MEDIA-HOGAR	RESULT-ENIGH20-REMINT-PARTICIPACION-MEDIA-HOGAR-IC-LO	RESULT-ENIGH20-REMINT-PARTICIPACION-MEDIA-HOGAR-IC-HI	COMPARABLE	forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3	SI	Par (2018,2020): forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3 declara que los CALC de 2016/2018/2020 son el mismo procedimiento estadístico del sellado 2022, byte-exacto por oro-check (mismo universo/filtros/ponderador/metodo/semilla/tolerancia).
ENIGH-REMINT-NACIONAL-PARTICIPACION_MEDIA_HOGAR_DE_REMESAS	ENIGH	ingreso-y-gasto	participacion media hogar de remesas	Marco completo de hogares del concentrado ENIGH 2022; dominio receptor remesas>0; dominio de participacion anade ing_cor>0 valido.	NACIONAL	TOTAL	proporcion	2022	CALC-ENIGH2022-INTENSIDAD-REMESAS-0001	RESULT-ENIGH22-REMINT-PARTICIPACION-MEDIA-HOGAR	RESULT-ENIGH22-REMINT-PARTICIPACION-MEDIA-HOGAR-IC-LO	RESULT-ENIGH22-REMINT-PARTICIPACION-MEDIA-HOGAR-IC-HI	COMPARABLE	forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3	SI	Par (2020,2022): forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3 declara que los CALC de 2016/2018/2020 son el mismo procedimiento estadístico del sellado 2022, byte-exacto por oro-check (mismo universo/filtros/ponderador/metodo/semilla/tolerancia).
ENIGH-REMINT-NACIONAL-PREVALENCIA_DE_REMESAS	ENIGH	ingreso-y-gasto	prevalencia de remesas	Marco completo de hogares del concentrado ENIGH 2016; dominio receptor remesas>0; dominio de participacion anade ing_cor>0 valido.	NACIONAL	TOTAL	proporcion	2016	CALC-ENIGH2016-INTENSIDAD-REMESAS-0001	RESULT-ENIGH16-REMINT-PREVALENCIA			PRIMERA		NO	Primera ola de la serie.
ENIGH-REMINT-NACIONAL-PREVALENCIA_DE_REMESAS	ENIGH	ingreso-y-gasto	prevalencia de remesas	Marco completo de hogares del concentrado ENIGH 2018; dominio receptor remesas>0; dominio de participacion anade ing_cor>0 valido.	NACIONAL	TOTAL	proporcion	2018	CALC-ENIGH2018-INTENSIDAD-REMESAS-0001	RESULT-ENIGH18-REMINT-PREVALENCIA			COMPARABLE	forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3	NO	Par (2016,2018): forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3 declara que los CALC de 2016/2018/2020 son el mismo procedimiento estadístico del sellado 2022, byte-exacto por oro-check (mismo universo/filtros/ponderador/metodo/semilla/tolerancia).
ENIGH-REMINT-NACIONAL-PREVALENCIA_DE_REMESAS	ENIGH	ingreso-y-gasto	prevalencia de remesas	Marco completo de hogares del concentrado ENIGH 2020; dominio receptor remesas>0; dominio de participacion anade ing_cor>0 valido.	NACIONAL	TOTAL	proporcion	2020	CALC-ENIGH2020-INTENSIDAD-REMESAS-0001	RESULT-ENIGH20-REMINT-PREVALENCIA			COMPARABLE	forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3	SI	Par (2018,2020): forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3 declara que los CALC de 2016/2018/2020 son el mismo procedimiento estadístico del sellado 2022, byte-exacto por oro-check (mismo universo/filtros/ponderador/metodo/semilla/tolerancia).
ENIGH-REMINT-NACIONAL-PREVALENCIA_DE_REMESAS	ENIGH	ingreso-y-gasto	prevalencia de remesas	Marco completo de hogares del concentrado ENIGH 2022; dominio receptor remesas>0; dominio de participacion anade ing_cor>0 valido.	NACIONAL	TOTAL	proporcion	2022	CALC-ENIGH2022-INTENSIDAD-REMESAS-0001	RESULT-ENIGH22-REMINT-PREVALENCIA			COMPARABLE	forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3	SI	Par (2020,2022): forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3 declara que los CALC de 2016/2018/2020 son el mismo procedimiento estadístico del sellado 2022, byte-exacto por oro-check (mismo universo/filtros/ponderador/metodo/semilla/tolerancia).
ENIGH-REMINT-NACIONAL-REMESAS_MEDIANA_DE_REMESAS	ENIGH	ingreso-y-gasto	remesas mediana de remesas	Marco completo de hogares del concentrado ENIGH 2016; dominio receptor remesas>0; dominio de participacion anade ing_cor>0 valido.	NACIONAL	TOTAL	pesos de 2022 por trimestre normalizado	2016	CALC-ENIGH2016-INTENSIDAD-REMESAS-0001	RESULT-ENIGH16-REMINT-REMESAS-MEDIANA			PRIMERA		NO	Primera ola de la serie. FUERA-DE-ESCALA-(0,1).
ENIGH-REMINT-NACIONAL-REMESAS_MEDIANA_DE_REMESAS	ENIGH	ingreso-y-gasto	remesas mediana de remesas	Marco completo de hogares del concentrado ENIGH 2018; dominio receptor remesas>0; dominio de participacion anade ing_cor>0 valido.	NACIONAL	TOTAL	pesos de 2022 por trimestre normalizado	2018	CALC-ENIGH2018-INTENSIDAD-REMESAS-0001	RESULT-ENIGH18-REMINT-REMESAS-MEDIANA			COMPARABLE	forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3	NO	Par (2016,2018): forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3 declara que los CALC de 2016/2018/2020 son el mismo procedimiento estadístico del sellado 2022, byte-exacto por oro-check (mismo universo/filtros/ponderador/metodo/semilla/tolerancia). FUERA-DE-ESCALA-(0,1).
ENIGH-REMINT-NACIONAL-REMESAS_MEDIANA_DE_REMESAS	ENIGH	ingreso-y-gasto	remesas mediana de remesas	Marco completo de hogares del concentrado ENIGH 2020; dominio receptor remesas>0; dominio de participacion anade ing_cor>0 valido.	NACIONAL	TOTAL	pesos de 2022 por trimestre normalizado	2020	CALC-ENIGH2020-INTENSIDAD-REMESAS-0001	RESULT-ENIGH20-REMINT-REMESAS-MEDIANA			COMPARABLE	forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3	SI	Par (2018,2020): forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3 declara que los CALC de 2016/2018/2020 son el mismo procedimiento estadístico del sellado 2022, byte-exacto por oro-check (mismo universo/filtros/ponderador/metodo/semilla/tolerancia). FUERA-DE-ESCALA-(0,1).
ENIGH-REMINT-NACIONAL-REMESAS_MEDIANA_DE_REMESAS	ENIGH	ingreso-y-gasto	remesas mediana de remesas	Marco completo de hogares del concentrado ENIGH 2022; dominio receptor remesas>0; dominio de participacion anade ing_cor>0 valido.	NACIONAL	TOTAL	pesos de 2022 por trimestre normalizado	2022	CALC-ENIGH2022-INTENSIDAD-REMESAS-0001	RESULT-ENIGH22-REMINT-REMESAS-MEDIANA			COMPARABLE	forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3	SI	Par (2020,2022): forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3 declara que los CALC de 2016/2018/2020 son el mismo procedimiento estadístico del sellado 2022, byte-exacto por oro-check (mismo universo/filtros/ponderador/metodo/semilla/tolerancia). FUERA-DE-ESCALA-(0,1).
ENIGH-REMINT-NACIONAL-REMESAS_MEDIA_DE_REMESAS	ENIGH	ingreso-y-gasto	remesas media de remesas	Marco completo de hogares del concentrado ENIGH 2016; dominio receptor remesas>0; dominio de participacion anade ing_cor>0 valido.	NACIONAL	TOTAL	pesos de 2022 por trimestre normalizado	2016	CALC-ENIGH2016-INTENSIDAD-REMESAS-0001	RESULT-ENIGH16-REMINT-REMESAS-MEDIA			PRIMERA		NO	Primera ola de la serie. FUERA-DE-ESCALA-(0,1).
ENIGH-REMINT-NACIONAL-REMESAS_MEDIA_DE_REMESAS	ENIGH	ingreso-y-gasto	remesas media de remesas	Marco completo de hogares del concentrado ENIGH 2018; dominio receptor remesas>0; dominio de participacion anade ing_cor>0 valido.	NACIONAL	TOTAL	pesos de 2022 por trimestre normalizado	2018	CALC-ENIGH2018-INTENSIDAD-REMESAS-0001	RESULT-ENIGH18-REMINT-REMESAS-MEDIA			COMPARABLE	forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3	NO	Par (2016,2018): forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3 declara que los CALC de 2016/2018/2020 son el mismo procedimiento estadístico del sellado 2022, byte-exacto por oro-check (mismo universo/filtros/ponderador/metodo/semilla/tolerancia). FUERA-DE-ESCALA-(0,1).
ENIGH-REMINT-NACIONAL-REMESAS_MEDIA_DE_REMESAS	ENIGH	ingreso-y-gasto	remesas media de remesas	Marco completo de hogares del concentrado ENIGH 2020; dominio receptor remesas>0; dominio de participacion anade ing_cor>0 valido.	NACIONAL	TOTAL	pesos de 2022 por trimestre normalizado	2020	CALC-ENIGH2020-INTENSIDAD-REMESAS-0001	RESULT-ENIGH20-REMINT-REMESAS-MEDIA			COMPARABLE	forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3	SI	Par (2018,2020): forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3 declara que los CALC de 2016/2018/2020 son el mismo procedimiento estadístico del sellado 2022, byte-exacto por oro-check (mismo universo/filtros/ponderador/metodo/semilla/tolerancia). FUERA-DE-ESCALA-(0,1).
ENIGH-REMINT-NACIONAL-REMESAS_MEDIA_DE_REMESAS	ENIGH	ingreso-y-gasto	remesas media de remesas	Marco completo de hogares del concentrado ENIGH 2022; dominio receptor remesas>0; dominio de participacion anade ing_cor>0 valido.	NACIONAL	TOTAL	pesos de 2022 por trimestre normalizado	2022	CALC-ENIGH2022-INTENSIDAD-REMESAS-0001	RESULT-ENIGH22-REMINT-REMESAS-MEDIA			COMPARABLE	forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3	SI	Par (2020,2022): forense/prereg-caja/ENIGH-SERIE-OLAS-ABIERTAS-spec-v1_0.md:§2-§3 declara que los CALC de 2016/2018/2020 son el mismo procedimiento estadístico del sellado 2022, byte-exacto por oro-check (mismo universo/filtros/ponderador/metodo/semilla/tolerancia). FUERA-DE-ESCALA-(0,1).
