serie_id	instrumento	dominio	conducta	conducta_texto	eje	segmento	unidad	ola	calc	result_p	result_lo	result_hi	par_con_anterior	cita_par	marca_2020	nota
ENUT-CONCP-LOCALIDAD-RURAL	ENUT	tiempo-y-cuidado	CONCP	Horas semanales de cuidado a integrantes del hogar, definición sellada 2024: CUID_ESP_INT_HOG_CON_CP + CUID_INT_0A5_CON_CP + CUID_INT_6A14_CON_CP + CUID_INT_60MAS_CON_CP (tvar_crea; CALC-ENUT-0001)	LOCALIDAD	RURAL	horas/semana, media ponderada FAC_PER	2024	CALC-ENUT2024-NUCLEO-EJES-0001	RESULT-ENUT2024-CONCP-LOCALIDAD-RURAL-P	RESULT-ENUT2024-CONCP-LOCALIDAD-RURAL-IC-LO	RESULT-ENUT2024-CONCP-LOCALIDAD-RURAL-IC-HI	PRIMERA		NO	Primera ola de la serie. FUERA-DE-ESCALA-(0,1).
ENUT-CONCP-LOCALIDAD-URBANO	ENUT	tiempo-y-cuidado	CONCP	Horas semanales de cuidado a integrantes del hogar, definición sellada 2024: CUID_ESP_INT_HOG_CON_CP + CUID_INT_0A5_CON_CP + CUID_INT_6A14_CON_CP + CUID_INT_60MAS_CON_CP (tvar_crea; CALC-ENUT-0001)	LOCALIDAD	URBANO	horas/semana, media ponderada FAC_PER	2024	CALC-ENUT2024-NUCLEO-EJES-0001	RESULT-ENUT2024-CONCP-LOCALIDAD-URBANO-P	RESULT-ENUT2024-CONCP-LOCALIDAD-URBANO-IC-LO	RESULT-ENUT2024-CONCP-LOCALIDAD-URBANO-IC-HI	PRIMERA		NO	Primera ola de la serie. FUERA-DE-ESCALA-(0,1).
ENUT-CONCP-NACIONAL-TOTAL	ENUT	tiempo-y-cuidado	CONCP	Horas semanales de cuidado a integrantes del hogar, definición sellada 2024: CUID_ESP_INT_HOG_CON_CP + CUID_INT_0A5_CON_CP + CUID_INT_6A14_CON_CP + CUID_INT_60MAS_CON_CP (tvar_crea; CALC-ENUT-0001)	NACIONAL	TOTAL	horas/semana, media ponderada FAC_PER	2024	CALC-ENUT2024-NUCLEO-EJES-0001	RESULT-ENUT2024-CONCP-NACIONAL-NAC-P	RESULT-ENUT2024-CONCP-NACIONAL-NAC-IC-LO	RESULT-ENUT2024-CONCP-NACIONAL-NAC-IC-HI	PRIMERA		NO	Primera ola de la serie. FUERA-DE-ESCALA-(0,1).
ENUT-CONCP-SEXO-HOMBRE	ENUT	tiempo-y-cuidado	CONCP	Horas semanales de cuidado a integrantes del hogar, definición sellada 2024: CUID_ESP_INT_HOG_CON_CP + CUID_INT_0A5_CON_CP + CUID_INT_6A14_CON_CP + CUID_INT_60MAS_CON_CP (tvar_crea; CALC-ENUT-0001)	SEXO	HOMBRE	horas/semana, media ponderada FAC_PER	2024	CALC-ENUT2024-NUCLEO-EJES-0001	RESULT-ENUT2024-CONCP-SEXO-HOMBRE-P	RESULT-ENUT2024-CONCP-SEXO-HOMBRE-IC-LO	RESULT-ENUT2024-CONCP-SEXO-HOMBRE-IC-HI	PRIMERA		NO	Primera ola de la serie. FUERA-DE-ESCALA-(0,1).
ENUT-CONCP-SEXO-MUJER	ENUT	tiempo-y-cuidado	CONCP	Horas semanales de cuidado a integrantes del hogar, definición sellada 2024: CUID_ESP_INT_HOG_CON_CP + CUID_INT_0A5_CON_CP + CUID_INT_6A14_CON_CP + CUID_INT_60MAS_CON_CP (tvar_crea; CALC-ENUT-0001)	SEXO	MUJER	horas/semana, media ponderada FAC_PER	2024	CALC-ENUT2024-NUCLEO-EJES-0001	RESULT-ENUT2024-CONCP-SEXO-MUJER-P	RESULT-ENUT2024-CONCP-SEXO-MUJER-IC-LO	RESULT-ENUT2024-CONCP-SEXO-MUJER-IC-HI	PRIMERA		NO	Primera ola de la serie. FUERA-DE-ESCALA-(0,1).
ENUT-MIN-EDAD-12-17	ENUT	tiempo-y-cuidado	MIN	Horas semanales de cuidado — NÚCLEO MÍNIMO 2009/2014/2019/2024: sólo actividades presentes en las cuatro olas (comer, bañar, cargar, llevar a guardería/escuela, tareas, juntas, salud, pasivo; dependientes: comer, bañar, medicamentos, salud, terapia, pasivo; 60+: salud, pasivo)	EDAD	12-17	horas/semana, media ponderada FAC_PER	2009	CALC-ENUT-SERIE-2009-2014-NUCLEO-0001	RESULT-ENUT2009-MIN-EDAD-12-17-P	RESULT-ENUT2009-MIN-EDAD-12-17-IC-LO	RESULT-ENUT2009-MIN-EDAD-12-17-IC-HI	PRIMERA		NO	Primera ola de la serie. FUERA-DE-ESCALA-(0,1).
ENUT-MIN-EDAD-12-17	ENUT	tiempo-y-cuidado	MIN	Horas semanales de cuidado — NÚCLEO MÍNIMO 2009/2014/2019/2024: sólo actividades presentes en las cuatro olas (comer, bañar, cargar, llevar a guardería/escuela, tareas, juntas, salud, pasivo; dependientes: comer, bañar, medicamentos, salud, terapia, pasivo; 60+: salud, pasivo)	EDAD	12-17	horas/semana, media ponderada FAC_PER	2014	CALC-ENUT-SERIE-2009-2014-NUCLEO-0001	RESULT-ENUT2014-MIN-EDAD-12-17-P	RESULT-ENUT2014-MIN-EDAD-12-17-IC-LO	RESULT-ENUT2014-MIN-EDAD-12-17-IC-HI	COMPARABLE	data/enut-comparabilidad-texto-v1_0.tsv:C3:2009;data/enut-comparabilidad-texto-v1_0.tsv:C3:2014	NO	Par (2009,2014), objeto(s) C3: C3:2009=CAMBIO-MENOR,C3:2014=CAMBIO-MENOR. FUERA-DE-ESCALA-(0,1).
ENUT-MIN-EDAD-12-17	ENUT	tiempo-y-cuidado	MIN	Horas semanales de cuidado — NÚCLEO MÍNIMO 2009/2014/2019/2024: sólo actividades presentes en las cuatro olas (comer, bañar, cargar, llevar a guardería/escuela, tareas, juntas, salud, pasivo; dependientes: comer, bañar, medicamentos, salud, terapia, pasivo; 60+: salud, pasivo)	EDAD	12-17	horas/semana, media ponderada FAC_PER	2019	CALC-ENUT2019-NUCLEO-EJES-0001	RESULT-ENUT2019-MIN-EDAD-12-17-P	RESULT-ENUT2019-MIN-EDAD-12-17-IC-LO	RESULT-ENUT2019-MIN-EDAD-12-17-IC-HI	COMPARABLE	data/enut-comparabilidad-texto-v1_0.tsv:C3:2014;data/enut-comparabilidad-texto-v1_0.tsv:C3:2019	NO	Par (2014,2019), objeto(s) C3: C3:2014=CAMBIO-MENOR,C3:2019=CAMBIO-MENOR. FUERA-DE-ESCALA-(0,1).
ENUT-MIN-EDAD-12-17	ENUT	tiempo-y-cuidado	MIN	Horas semanales de cuidado — NÚCLEO MÍNIMO 2009/2014/2019/2024: sólo actividades presentes en las cuatro olas (comer, bañar, cargar, llevar a guardería/escuela, tareas, juntas, salud, pasivo; dependientes: comer, bañar, medicamentos, salud, terapia, pasivo; 60+: salud, pasivo)	EDAD	12-17	horas/semana, media ponderada FAC_PER	2024	CALC-ENUT2024-NUCLEO-EJES-0001	RESULT-ENUT2024-MIN-EDAD-12-17-P	RESULT-ENUT2024-MIN-EDAD-12-17-IC-LO	RESULT-ENUT2024-MIN-EDAD-12-17-IC-HI	COMPARABLE	data/enut-comparabilidad-texto-v1_0.tsv:C3:2019;data/enut-comparabilidad-texto-v1_0.tsv:C3:2024	NO	Par (2019,2024), objeto(s) C3: C3:2019=CAMBIO-MENOR,C3:2024=MISMO-INSTRUMENTO. FUERA-DE-ESCALA-(0,1).
ENUT-MIN-EDAD-18-29	ENUT	tiempo-y-cuidado	MIN	Horas semanales de cuidado — NÚCLEO MÍNIMO 2009/2014/2019/2024: sólo actividades presentes en las cuatro olas (comer, bañar, cargar, llevar a guardería/escuela, tareas, juntas, salud, pasivo; dependientes: comer, bañar, medicamentos, salud, terapia, pasivo; 60+: salud, pasivo)	EDAD	18-29	horas/semana, media ponderada FAC_PER	2009	CALC-ENUT-SERIE-2009-2014-NUCLEO-0001	RESULT-ENUT2009-MIN-EDAD-18-29-P	RESULT-ENUT2009-MIN-EDAD-18-29-IC-LO	RESULT-ENUT2009-MIN-EDAD-18-29-IC-HI	PRIMERA		NO	Primera ola de la serie. FUERA-DE-ESCALA-(0,1).
ENUT-MIN-EDAD-18-29	ENUT	tiempo-y-cuidado	MIN	Horas semanales de cuidado — NÚCLEO MÍNIMO 2009/2014/2019/2024: sólo actividades presentes en las cuatro olas (comer, bañar, cargar, llevar a guardería/escuela, tareas, juntas, salud, pasivo; dependientes: comer, bañar, medicamentos, salud, terapia, pasivo; 60+: salud, pasivo)	EDAD	18-29	horas/semana, media ponderada FAC_PER	2014	CALC-ENUT-SERIE-2009-2014-NUCLEO-0001	RESULT-ENUT2014-MIN-EDAD-18-29-P	RESULT-ENUT2014-MIN-EDAD-18-29-IC-LO	RESULT-ENUT2014-MIN-EDAD-18-29-IC-HI	COMPARABLE	data/enut-comparabilidad-texto-v1_0.tsv:C3:2009;data/enut-comparabilidad-texto-v1_0.tsv:C3:2014	NO	Par (2009,2014), objeto(s) C3: C3:2009=CAMBIO-MENOR,C3:2014=CAMBIO-MENOR. FUERA-DE-ESCALA-(0,1).
ENUT-MIN-EDAD-18-29	ENUT	tiempo-y-cuidado	MIN	Horas semanales de cuidado — NÚCLEO MÍNIMO 2009/2014/2019/2024: sólo actividades presentes en las cuatro olas (comer, bañar, cargar, llevar a guardería/escuela, tareas, juntas, salud, pasivo; dependientes: comer, bañar, medicamentos, salud, terapia, pasivo; 60+: salud, pasivo)	EDAD	18-29	horas/semana, media ponderada FAC_PER	2019	CALC-ENUT2019-NUCLEO-EJES-0001	RESULT-ENUT2019-MIN-EDAD-18-29-P	RESULT-ENUT2019-MIN-EDAD-18-29-IC-LO	RESULT-ENUT2019-MIN-EDAD-18-29-IC-HI	COMPARABLE	data/enut-comparabilidad-texto-v1_0.tsv:C3:2014;data/enut-comparabilidad-texto-v1_0.tsv:C3:2019	NO	Par (2014,2019), objeto(s) C3: C3:2014=CAMBIO-MENOR,C3:2019=CAMBIO-MENOR. FUERA-DE-ESCALA-(0,1).
ENUT-MIN-EDAD-18-29	ENUT	tiempo-y-cuidado	MIN	Horas semanales de cuidado — NÚCLEO MÍNIMO 2009/2014/2019/2024: sólo actividades presentes en las cuatro olas (comer, bañar, cargar, llevar a guardería/escuela, tareas, juntas, salud, pasivo; dependientes: comer, bañar, medicamentos, salud, terapia, pasivo; 60+: salud, pasivo)	EDAD	18-29	horas/semana, media ponderada FAC_PER	2024	CALC-ENUT2024-NUCLEO-EJES-0001	RESULT-ENUT2024-MIN-EDAD-18-29-P	RESULT-ENUT2024-MIN-EDAD-18-29-IC-LO	RESULT-ENUT2024-MIN-EDAD-18-29-IC-HI	COMPARABLE	data/enut-comparabilidad-texto-v1_0.tsv:C3:2019;data/enut-comparabilidad-texto-v1_0.tsv:C3:2024	NO	Par (2019,2024), objeto(s) C3: C3:2019=CAMBIO-MENOR,C3:2024=MISMO-INSTRUMENTO. FUERA-DE-ESCALA-(0,1).
ENUT-MIN-EDAD-30-39	ENUT	tiempo-y-cuidado	MIN	Horas semanales de cuidado — NÚCLEO MÍNIMO 2009/2014/2019/2024: sólo actividades presentes en las cuatro olas (comer, bañar, cargar, llevar a guardería/escuela, tareas, juntas, salud, pasivo; dependientes: comer, bañar, medicamentos, salud, terapia, pasivo; 60+: salud, pasivo)	EDAD	30-39	horas/semana, media ponderada FAC_PER	2009	CALC-ENUT-SERIE-2009-2014-NUCLEO-0001	RESULT-ENUT2009-MIN-EDAD-30-39-P	RESULT-ENUT2009-MIN-EDAD-30-39-IC-LO	RESULT-ENUT2009-MIN-EDAD-30-39-IC-HI	PRIMERA		NO	Primera ola de la serie. FUERA-DE-ESCALA-(0,1).
ENUT-MIN-EDAD-30-39	ENUT	tiempo-y-cuidado	MIN	Horas semanales de cuidado — NÚCLEO MÍNIMO 2009/2014/2019/2024: sólo actividades presentes en las cuatro olas (comer, bañar, cargar, llevar a guardería/escuela, tareas, juntas, salud, pasivo; dependientes: comer, bañar, medicamentos, salud, terapia, pasivo; 60+: salud, pasivo)	EDAD	30-39	horas/semana, media ponderada FAC_PER	2014	CALC-ENUT-SERIE-2009-2014-NUCLEO-0001	RESULT-ENUT2014-MIN-EDAD-30-39-P	RESULT-ENUT2014-MIN-EDAD-30-39-IC-LO	RESULT-ENUT2014-MIN-EDAD-30-39-IC-HI	COMPARABLE	data/enut-comparabilidad-texto-v1_0.tsv:C3:2009;data/enut-comparabilidad-texto-v1_0.tsv:C3:2014	NO	Par (2009,2014), objeto(s) C3: C3:2009=CAMBIO-MENOR,C3:2014=CAMBIO-MENOR. FUERA-DE-ESCALA-(0,1).
ENUT-MIN-EDAD-30-39	ENUT	tiempo-y-cuidado	MIN	Horas semanales de cuidado — NÚCLEO MÍNIMO 2009/2014/2019/2024: sólo actividades presentes en las cuatro olas (comer, bañar, cargar, llevar a guardería/escuela, tareas, juntas, salud, pasivo; dependientes: comer, bañar, medicamentos, salud, terapia, pasivo; 60+: salud, pasivo)	EDAD	30-39	horas/semana, media ponderada FAC_PER	2019	CALC-ENUT2019-NUCLEO-EJES-0001	RESULT-ENUT2019-MIN-EDAD-30-39-P	RESULT-ENUT2019-MIN-EDAD-30-39-IC-LO	RESULT-ENUT2019-MIN-EDAD-30-39-IC-HI	COMPARABLE	data/enut-comparabilidad-texto-v1_0.tsv:C3:2014;data/enut-comparabilidad-texto-v1_0.tsv:C3:2019	NO	Par (2014,2019), objeto(s) C3: C3:2014=CAMBIO-MENOR,C3:2019=CAMBIO-MENOR. FUERA-DE-ESCALA-(0,1).
ENUT-MIN-EDAD-30-39	ENUT	tiempo-y-cuidado	MIN	Horas semanales de cuidado — NÚCLEO MÍNIMO 2009/2014/2019/2024: sólo actividades presentes en las cuatro olas (comer, bañar, cargar, llevar a guardería/escuela, tareas, juntas, salud, pasivo; dependientes: comer, bañar, medicamentos, salud, terapia, pasivo; 60+: salud, pasivo)	EDAD	30-39	horas/semana, media ponderada FAC_PER	2024	CALC-ENUT2024-NUCLEO-EJES-0001	RESULT-ENUT2024-MIN-EDAD-30-39-P	RESULT-ENUT2024-MIN-EDAD-30-39-IC-LO	RESULT-ENUT2024-MIN-EDAD-30-39-IC-HI	COMPARABLE	data/enut-comparabilidad-texto-v1_0.tsv:C3:2019;data/enut-comparabilidad-texto-v1_0.tsv:C3:2024	NO	Par (2019,2024), objeto(s) C3: C3:2019=CAMBIO-MENOR,C3:2024=MISMO-INSTRUMENTO. FUERA-DE-ESCALA-(0,1).
ENUT-MIN-EDAD-40-59	ENUT	tiempo-y-cuidado	MIN	Horas semanales de cuidado — NÚCLEO MÍNIMO 2009/2014/2019/2024: sólo actividades presentes en las cuatro olas (comer, bañar, cargar, llevar a guardería/escuela, tareas, juntas, salud, pasivo; dependientes: comer, bañar, medicamentos, salud, terapia, pasivo; 60+: salud, pasivo)	EDAD	40-59	horas/semana, media ponderada FAC_PER	2009	CALC-ENUT-SERIE-2009-2014-NUCLEO-0001	RESULT-ENUT2009-MIN-EDAD-40-59-P	RESULT-ENUT2009-MIN-EDAD-40-59-IC-LO	RESULT-ENUT2009-MIN-EDAD-40-59-IC-HI	PRIMERA		NO	Primera ola de la serie. FUERA-DE-ESCALA-(0,1).
ENUT-MIN-EDAD-40-59	ENUT	tiempo-y-cuidado	MIN	Horas semanales de cuidado — NÚCLEO MÍNIMO 2009/2014/2019/2024: sólo actividades presentes en las cuatro olas (comer, bañar, cargar, llevar a guardería/escuela, tareas, juntas, salud, pasivo; dependientes: comer, bañar, medicamentos, salud, terapia, pasivo; 60+: salud, pasivo)	EDAD	40-59	horas/semana, media ponderada FAC_PER	2014	CALC-ENUT-SERIE-2009-2014-NUCLEO-0001	RESULT-ENUT2014-MIN-EDAD-40-59-P	RESULT-ENUT2014-MIN-EDAD-40-59-IC-LO	RESULT-ENUT2014-MIN-EDAD-40-59-IC-HI	COMPARABLE	data/enut-comparabilidad-texto-v1_0.tsv:C3:2009;data/enut-comparabilidad-texto-v1_0.tsv:C3:2014	NO	Par (2009,2014), objeto(s) C3: C3:2009=CAMBIO-MENOR,C3:2014=CAMBIO-MENOR. FUERA-DE-ESCALA-(0,1).
ENUT-MIN-EDAD-40-59	ENUT	tiempo-y-cuidado	MIN	Horas semanales de cuidado — NÚCLEO MÍNIMO 2009/2014/2019/2024: sólo actividades presentes en las cuatro olas (comer, bañar, cargar, llevar a guardería/escuela, tareas, juntas, salud, pasivo; dependientes: comer, bañar, medicamentos, salud, terapia, pasivo; 60+: salud, pasivo)	EDAD	40-59	horas/semana, media ponderada FAC_PER	2019	CALC-ENUT2019-NUCLEO-EJES-0001	RESULT-ENUT2019-MIN-EDAD-40-59-P	RESULT-ENUT2019-MIN-EDAD-40-59-IC-LO	RESULT-ENUT2019-MIN-EDAD-40-59-IC-HI	COMPARABLE	data/enut-comparabilidad-texto-v1_0.tsv:C3:2014;data/enut-comparabilidad-texto-v1_0.tsv:C3:2019	NO	Par (2014,2019), objeto(s) C3: C3:2014=CAMBIO-MENOR,C3:2019=CAMBIO-MENOR. FUERA-DE-ESCALA-(0,1).
ENUT-MIN-EDAD-40-59	ENUT	tiempo-y-cuidado	MIN	Horas semanales de cuidado — NÚCLEO MÍNIMO 2009/2014/2019/2024: sólo actividades presentes en las cuatro olas (comer, bañar, cargar, llevar a guardería/escuela, tareas, juntas, salud, pasivo; dependientes: comer, bañar, medicamentos, salud, terapia, pasivo; 60+: salud, pasivo)	EDAD	40-59	horas/semana, media ponderada FAC_PER	2024	CALC-ENUT2024-NUCLEO-EJES-0001	RESULT-ENUT2024-MIN-EDAD-40-59-P	RESULT-ENUT2024-MIN-EDAD-40-59-IC-LO	RESULT-ENUT2024-MIN-EDAD-40-59-IC-HI	COMPARABLE	data/enut-comparabilidad-texto-v1_0.tsv:C3:2019;data/enut-comparabilidad-texto-v1_0.tsv:C3:2024	NO	Par (2019,2024), objeto(s) C3: C3:2019=CAMBIO-MENOR,C3:2024=MISMO-INSTRUMENTO. FUERA-DE-ESCALA-(0,1).
ENUT-MIN-EDAD-60-MAS	ENUT	tiempo-y-cuidado	MIN	Horas semanales de cuidado — NÚCLEO MÍNIMO 2009/2014/2019/2024: sólo actividades presentes en las cuatro olas (comer, bañar, cargar, llevar a guardería/escuela, tareas, juntas, salud, pasivo; dependientes: comer, bañar, medicamentos, salud, terapia, pasivo; 60+: salud, pasivo)	EDAD	60-MAS	horas/semana, media ponderada FAC_PER	2009	CALC-ENUT-SERIE-2009-2014-NUCLEO-0001	RESULT-ENUT2009-MIN-EDAD-60-MAS-P	RESULT-ENUT2009-MIN-EDAD-60-MAS-IC-LO	RESULT-ENUT2009-MIN-EDAD-60-MAS-IC-HI	PRIMERA		NO	Primera ola de la serie. FUERA-DE-ESCALA-(0,1).
ENUT-MIN-EDAD-60-MAS	ENUT	tiempo-y-cuidado	MIN	Horas semanales de cuidado — NÚCLEO MÍNIMO 2009/2014/2019/2024: sólo actividades presentes en las cuatro olas (comer, bañar, cargar, llevar a guardería/escuela, tareas, juntas, salud, pasivo; dependientes: comer, bañar, medicamentos, salud, terapia, pasivo; 60+: salud, pasivo)	EDAD	60-MAS	horas/semana, media ponderada FAC_PER	2014	CALC-ENUT-SERIE-2009-2014-NUCLEO-0001	RESULT-ENUT2014-MIN-EDAD-60-MAS-P	RESULT-ENUT2014-MIN-EDAD-60-MAS-IC-LO	RESULT-ENUT2014-MIN-EDAD-60-MAS-IC-HI	COMPARABLE	data/enut-comparabilidad-texto-v1_0.tsv:C3:2009;data/enut-comparabilidad-texto-v1_0.tsv:C3:2014	NO	Par (2009,2014), objeto(s) C3: C3:2009=CAMBIO-MENOR,C3:2014=CAMBIO-MENOR. FUERA-DE-ESCALA-(0,1).
