calc_id	result_base	result_p	result_lo	result_hi	eje_a	clave_a	eje_b	clave_b	unidad	universo	evento	ponderador	ola_objetivo	edad_min	edad_max	tipo_intervalo	punto	limite_inferior	limite_superior	resultados_sha256	freeze_commit	emision_commit	piloto_spec	compatibilidad_documental	estado_admision	pendiente
CALC-ASTRA-ENVIPE-ESCOLARIDADPROXYXSEXO-0001	RESULT-ASTRA-ESCOLARIDADPROXYXSEXO-05	RESULT-ASTRA-ESCOLARIDADPROXYXSEXO-05-P	RESULT-ASTRA-ESCOLARIDADPROXYXSEXO-05-LO	RESULT-ASTRA-ESCOLARIDADPROXYXSEXO-05-HI	escolaridad_proxy	media superior	sexo	1 Hombre	DELITO	BP1_20 ∈ {1,2}	BP1_20=2 ∧ BP1_23 ∈ {04,05,06,08}	FAC_DEL	ENVIPE 2025	NO-APLICA	NO-APLICA	PREDICTIVO-APROXIMADO-95; MARGINALES-2025-CONDICIONADOS	0.5786322786729726	0.5555150394678087	0.6032251778525344	ae9227628f6b857896241a6373228de2285bc0c58711c5755fd509ad1bc6e3fa	5bfcf842	86c678af	445531a31 §0-§3	COMPATIBLE-POR-SPEC	PENDIENTE-DE-CAJA	Claves exactas y n2025 por caja; main antes de COMMIT-2; regla ΔMAE/B-bis pendiente
CALC-ASTRA-ENVIPE-ESCOLARIDADPROXYXSEXO-0001	RESULT-ASTRA-ESCOLARIDADPROXYXSEXO-06	RESULT-ASTRA-ESCOLARIDADPROXYXSEXO-06-P	RESULT-ASTRA-ESCOLARIDADPROXYXSEXO-06-LO	RESULT-ASTRA-ESCOLARIDADPROXYXSEXO-06-HI	escolaridad_proxy	media superior	sexo	2 Mujer	DELITO	BP1_20 ∈ {1,2}	BP1_20=2 ∧ BP1_23 ∈ {04,05,06,08}	FAC_DEL	ENVIPE 2025	NO-APLICA	NO-APLICA	PREDICTIVO-APROXIMADO-95; MARGINALES-2025-CONDICIONADOS	0.5109053308508479	0.4873092806890744	0.5330205636385771	ae9227628f6b857896241a6373228de2285bc0c58711c5755fd509ad1bc6e3fa	5bfcf842	86c678af	445531a31 §0-§3	COMPATIBLE-POR-SPEC	PENDIENTE-DE-CAJA	Claves exactas y n2025 por caja; main antes de COMMIT-2; regla ΔMAE/B-bis pendiente
CALC-ASTRA-ENVIPE-ESCOLARIDADPROXYXSEXO-0001	RESULT-ASTRA-ESCOLARIDADPROXYXSEXO-03	RESULT-ASTRA-ESCOLARIDADPROXYXSEXO-03-P	RESULT-ASTRA-ESCOLARIDADPROXYXSEXO-03-LO	RESULT-ASTRA-ESCOLARIDADPROXYXSEXO-03-HI	escolaridad_proxy	secundaria	sexo	1 Hombre	DELITO	BP1_20 ∈ {1,2}	BP1_20=2 ∧ BP1_23 ∈ {04,05,06,08}	FAC_DEL	ENVIPE 2025	NO-APLICA	NO-APLICA	PREDICTIVO-APROXIMADO-95; MARGINALES-2025-CONDICIONADOS	0.6094436020963403	0.58138217842406	0.633054605881071	ae9227628f6b857896241a6373228de2285bc0c58711c5755fd509ad1bc6e3fa	5bfcf842	86c678af	445531a31 §0-§3	COMPATIBLE-POR-SPEC	PENDIENTE-DE-CAJA	Claves exactas y n2025 por caja; main antes de COMMIT-2; regla ΔMAE/B-bis pendiente
CALC-ASTRA-ENVIPE-ESCOLARIDADPROXYXSEXO-0001	RESULT-ASTRA-ESCOLARIDADPROXYXSEXO-04	RESULT-ASTRA-ESCOLARIDADPROXYXSEXO-04-P	RESULT-ASTRA-ESCOLARIDADPROXYXSEXO-04-LO	RESULT-ASTRA-ESCOLARIDADPROXYXSEXO-04-HI	escolaridad_proxy	secundaria	sexo	2 Mujer	DELITO	BP1_20 ∈ {1,2}	BP1_20=2 ∧ BP1_23 ∈ {04,05,06,08}	FAC_DEL	ENVIPE 2025	NO-APLICA	NO-APLICA	PREDICTIVO-APROXIMADO-95; MARGINALES-2025-CONDICIONADOS	0.5272643854564697	0.5027359112477188	0.5577168220381397	ae9227628f6b857896241a6373228de2285bc0c58711c5755fd509ad1bc6e3fa	5bfcf842	86c678af	445531a31 §0-§3	COMPATIBLE-POR-SPEC	PENDIENTE-DE-CAJA	Claves exactas y n2025 por caja; main antes de COMMIT-2; regla ΔMAE/B-bis pendiente
CALC-ASTRA-ENVIPE-ESCOLARIDADPROXYXSEXO-0001	RESULT-ASTRA-ESCOLARIDADPROXYXSEXO-07	RESULT-ASTRA-ESCOLARIDADPROXYXSEXO-07-P	RESULT-ASTRA-ESCOLARIDADPROXYXSEXO-07-LO	RESULT-ASTRA-ESCOLARIDADPROXYXSEXO-07-HI	escolaridad_proxy	superior	sexo	1 Hombre	DELITO	BP1_20 ∈ {1,2}	BP1_20=2 ∧ BP1_23 ∈ {04,05,06,08}	FAC_DEL	ENVIPE 2025	NO-APLICA	NO-APLICA	PREDICTIVO-APROXIMADO-95; MARGINALES-2025-CONDICIONADOS	0.6186717395868202	0.5975454158685983	0.6426028116547711	ae9227628f6b857896241a6373228de2285bc0c58711c5755fd509ad1bc6e3fa	5bfcf842	86c678af	445531a31 §0-§3	COMPATIBLE-POR-SPEC	PENDIENTE-DE-CAJA	Claves exactas y n2025 por caja; main antes de COMMIT-2; regla ΔMAE/B-bis pendiente
CALC-ASTRA-ENVIPE-ESCOLARIDADPROXYXSEXO-0001	RESULT-ASTRA-ESCOLARIDADPROXYXSEXO-08	RESULT-ASTRA-ESCOLARIDADPROXYXSEXO-08-P	RESULT-ASTRA-ESCOLARIDADPROXYXSEXO-08-LO	RESULT-ASTRA-ESCOLARIDADPROXYXSEXO-08-HI	escolaridad_proxy	superior	sexo	2 Mujer	DELITO	BP1_20 ∈ {1,2}	BP1_20=2 ∧ BP1_23 ∈ {04,05,06,08}	FAC_DEL	ENVIPE 2025	NO-APLICA	NO-APLICA	PREDICTIVO-APROXIMADO-95; MARGINALES-2025-CONDICIONADOS	0.5635301109747496	0.5381631677916128	0.5858384751151504	ae9227628f6b857896241a6373228de2285bc0c58711c5755fd509ad1bc6e3fa	5bfcf842	86c678af	445531a31 §0-§3	COMPATIBLE-POR-SPEC	PENDIENTE-DE-CAJA	Claves exactas y n2025 por caja; main antes de COMMIT-2; regla ΔMAE/B-bis pendiente
CALC-ASTRA-ENVIPE-DOMINIOXSEXO-0001	RESULT-ASTRA-DOMINIOXSEXO-03	RESULT-ASTRA-DOMINIOXSEXO-03-P	RESULT-ASTRA-DOMINIOXSEXO-03-LO	RESULT-ASTRA-DOMINIOXSEXO-03-HI	dominio_urbano_rural	Complemento urbano	sexo	1 Hombre	DELITO	BP1_20 ∈ {1,2}	BP1_20=2 ∧ BP1_23 ∈ {04,05,06,08}	FAC_DEL	ENVIPE 2025	NO-APLICA	NO-APLICA	PREDICTIVO-APROXIMADO-95; MARGINALES-2025-CONDICIONADOS	0.5630585459088818	0.5450972742812381	0.5855601594712351	15e1fa97a7606a9b95c6af3c4a496156aca4eb242e78ed1433f7849f9f273874	5bfcf842	d8536f29	445531a31 §0-§3	COMPATIBLE-POR-SPEC	PENDIENTE-DE-CAJA	Claves exactas y n2025 por caja; main antes de COMMIT-2; regla ΔMAE/B-bis pendiente
CALC-ASTRA-ENVIPE-DOMINIOXSEXO-0001	RESULT-ASTRA-DOMINIOXSEXO-04	RESULT-ASTRA-DOMINIOXSEXO-04-P	RESULT-ASTRA-DOMINIOXSEXO-04-LO	RESULT-ASTRA-DOMINIOXSEXO-04-HI	dominio_urbano_rural	Complemento urbano	sexo	2 Mujer	DELITO	BP1_20 ∈ {1,2}	BP1_20=2 ∧ BP1_23 ∈ {04,05,06,08}	FAC_DEL	ENVIPE 2025	NO-APLICA	NO-APLICA	PREDICTIVO-APROXIMADO-95; MARGINALES-2025-CONDICIONADOS	0.48374375814965387	0.461251655227138	0.5007231798285069	15e1fa97a7606a9b95c6af3c4a496156aca4eb242e78ed1433f7849f9f273874	5bfcf842	d8536f29	445531a31 §0-§3	COMPATIBLE-POR-SPEC	PENDIENTE-DE-CAJA	Claves exactas y n2025 por caja; main antes de COMMIT-2; regla ΔMAE/B-bis pendiente
CALC-ASTRA-ENVIPE-DOMINIOXSEXO-0001	RESULT-ASTRA-DOMINIOXSEXO-01	RESULT-ASTRA-DOMINIOXSEXO-01-P	RESULT-ASTRA-DOMINIOXSEXO-01-LO	RESULT-ASTRA-DOMINIOXSEXO-01-HI	dominio_urbano_rural	Rural	sexo	1 Hombre	DELITO	BP1_20 ∈ {1,2}	BP1_20=2 ∧ BP1_23 ∈ {04,05,06,08}	FAC_DEL	ENVIPE 2025	NO-APLICA	NO-APLICA	PREDICTIVO-APROXIMADO-95; MARGINALES-2025-CONDICIONADOS	0.44907745967605567	0.42882481517999416	0.4739189002060391	15e1fa97a7606a9b95c6af3c4a496156aca4eb242e78ed1433f7849f9f273874	5bfcf842	d8536f29	445531a31 §0-§3	COMPATIBLE-POR-SPEC	PENDIENTE-DE-CAJA	Claves exactas y n2025 por caja; main antes de COMMIT-2; regla ΔMAE/B-bis pendiente
CALC-ASTRA-ENVIPE-DOMINIOXSEXO-0001	RESULT-ASTRA-DOMINIOXSEXO-02	RESULT-ASTRA-DOMINIOXSEXO-02-P	RESULT-ASTRA-DOMINIOXSEXO-02-LO	RESULT-ASTRA-DOMINIOXSEXO-02-HI	dominio_urbano_rural	Rural	sexo	2 Mujer	DELITO	BP1_20 ∈ {1,2}	BP1_20=2 ∧ BP1_23 ∈ {04,05,06,08}	FAC_DEL	ENVIPE 2025	NO-APLICA	NO-APLICA	PREDICTIVO-APROXIMADO-95; MARGINALES-2025-CONDICIONADOS	0.3617331127196232	0.3384181739150236	0.38155255187838455	15e1fa97a7606a9b95c6af3c4a496156aca4eb242e78ed1433f7849f9f273874	5bfcf842	d8536f29	445531a31 §0-§3	COMPATIBLE-POR-SPEC	PENDIENTE-DE-CAJA	Claves exactas y n2025 por caja; main antes de COMMIT-2; regla ΔMAE/B-bis pendiente
CALC-ASTRA-ENVIPE-DOMINIOXSEXO-0001	RESULT-ASTRA-DOMINIOXSEXO-05	RESULT-ASTRA-DOMINIOXSEXO-05-P	RESULT-ASTRA-DOMINIOXSEXO-05-LO	RESULT-ASTRA-DOMINIOXSEXO-05-HI	dominio_urbano_rural	Urbano	sexo	1 Hombre	DELITO	BP1_20 ∈ {1,2}	BP1_20=2 ∧ BP1_23 ∈ {04,05,06,08}	FAC_DEL	ENVIPE 2025	NO-APLICA	NO-APLICA	PREDICTIVO-APROXIMADO-95; MARGINALES-2025-CONDICIONADOS	0.6207514702946781	0.6076178131855479	0.634443414707899	15e1fa97a7606a9b95c6af3c4a496156aca4eb242e78ed1433f7849f9f273874	5bfcf842	d8536f29	445531a31 §0-§3	COMPATIBLE-POR-SPEC	PENDIENTE-DE-CAJA	Claves exactas y n2025 por caja; main antes de COMMIT-2; regla ΔMAE/B-bis pendiente
CALC-ASTRA-ENVIPE-DOMINIOXSEXO-0001	RESULT-ASTRA-DOMINIOXSEXO-06	RESULT-ASTRA-DOMINIOXSEXO-06-P	RESULT-ASTRA-DOMINIOXSEXO-06-LO	RESULT-ASTRA-DOMINIOXSEXO-06-HI	dominio_urbano_rural	Urbano	sexo	2 Mujer	DELITO	BP1_20 ∈ {1,2}	BP1_20=2 ∧ BP1_23 ∈ {04,05,06,08}	FAC_DEL	ENVIPE 2025	NO-APLICA	NO-APLICA	PREDICTIVO-APROXIMADO-95; MARGINALES-2025-CONDICIONADOS	0.5667137604767747	0.552398326948288	0.5798336476051688	15e1fa97a7606a9b95c6af3c4a496156aca4eb242e78ed1433f7849f9f273874	5bfcf842	d8536f29	445531a31 §0-§3	COMPATIBLE-POR-SPEC	PENDIENTE-DE-CAJA	Claves exactas y n2025 por caja; main antes de COMMIT-2; regla ΔMAE/B-bis pendiente
CALC-ASTRA-ENVIPE-EDADXESCOLARIDADPROXY-0001	RESULT-ASTRA-EDADXESCOLARIDADPROXY-01	RESULT-ASTRA-EDADXESCOLARIDADPROXY-01-P	RESULT-ASTRA-EDADXESCOLARIDADPROXY-01-LO	RESULT-ASTRA-EDADXESCOLARIDADPROXY-01-HI	edad	18-29	escolaridad_proxy	hasta primaria	DELITO	BP1_20 ∈ {1,2}	BP1_20=2 ∧ BP1_23 ∈ {04,05,06,08}	FAC_DEL	ENVIPE 2025	18	29	PREDICTIVO-APROXIMADO-95; MARGINALES-2025-CONDICIONADOS	0.45032376684989656	0.4193626266632634	0.487688726695684	ecaa9447257ef3110f7417e7e4cca8999291dd9874027ca630087b1d06e405df	5bfcf842	be602aa2	445531a31 §0-§3	COMPATIBLE-POR-SPEC	PENDIENTE-DE-CAJA	Claves exactas y n2025 por caja; main antes de COMMIT-2; regla ΔMAE/B-bis pendiente
CALC-ASTRA-ENVIPE-EDADXESCOLARIDADPROXY-0001	RESULT-ASTRA-EDADXESCOLARIDADPROXY-03	RESULT-ASTRA-EDADXESCOLARIDADPROXY-03-P	RESULT-ASTRA-EDADXESCOLARIDADPROXY-03-LO	RESULT-ASTRA-EDADXESCOLARIDADPROXY-03-HI	edad	18-29	escolaridad_proxy	media superior	DELITO	BP1_20 ∈ {1,2}	BP1_20=2 ∧ BP1_23 ∈ {04,05,06,08}	FAC_DEL	ENVIPE 2025	18	29	PREDICTIVO-APROXIMADO-95; MARGINALES-2025-CONDICIONADOS	0.5004160053128787	0.46419426690506077	0.5347112867121626	ecaa9447257ef3110f7417e7e4cca8999291dd9874027ca630087b1d06e405df	5bfcf842	be602aa2	445531a31 §0-§3	COMPATIBLE-POR-SPEC	PENDIENTE-DE-CAJA	Claves exactas y n2025 por caja; main antes de COMMIT-2; regla ΔMAE/B-bis pendiente
CALC-ASTRA-ENVIPE-EDADXESCOLARIDADPROXY-0001	RESULT-ASTRA-EDADXESCOLARIDADPROXY-02	RESULT-ASTRA-EDADXESCOLARIDADPROXY-02-P	RESULT-ASTRA-EDADXESCOLARIDADPROXY-02-LO	RESULT-ASTRA-EDADXESCOLARIDADPROXY-02-HI	edad	18-29	escolaridad_proxy	secundaria	DELITO	BP1_20 ∈ {1,2}	BP1_20=2 ∧ BP1_23 ∈ {04,05,06,08}	FAC_DEL	ENVIPE 2025	18	29	PREDICTIVO-APROXIMADO-95; MARGINALES-2025-CONDICIONADOS	0.5246998148701585	0.48903300528761956	0.5601015181719532	ecaa9447257ef3110f7417e7e4cca8999291dd9874027ca630087b1d06e405df	5bfcf842	be602aa2	445531a31 §0-§3	COMPATIBLE-POR-SPEC	PENDIENTE-DE-CAJA	Claves exactas y n2025 por caja; main antes de COMMIT-2; regla ΔMAE/B-bis pendiente
CALC-ASTRA-ENVIPE-EDADXESCOLARIDADPROXY-0001	RESULT-ASTRA-EDADXESCOLARIDADPROXY-04	RESULT-ASTRA-EDADXESCOLARIDADPROXY-04-P	RESULT-ASTRA-EDADXESCOLARIDADPROXY-04-LO	RESULT-ASTRA-EDADXESCOLARIDADPROXY-04-HI	edad	18-29	escolaridad_proxy	superior	DELITO	BP1_20 ∈ {1,2}	BP1_20=2 ∧ BP1_23 ∈ {04,05,06,08}	FAC_DEL	ENVIPE 2025	18	29	PREDICTIVO-APROXIMADO-95; MARGINALES-2025-CONDICIONADOS	0.5478790644266747	0.5120226911462984	0.580639462593905	ecaa9447257ef3110f7417e7e4cca8999291dd9874027ca630087b1d06e405df	5bfcf842	be602aa2	445531a31 §0-§3	COMPATIBLE-POR-SPEC	PENDIENTE-DE-CAJA	Claves exactas y n2025 por caja; main antes de COMMIT-2; regla ΔMAE/B-bis pendiente
CALC-ASTRA-ENVIPE-EDADXESCOLARIDADPROXY-0001	RESULT-ASTRA-EDADXESCOLARIDADPROXY-05	RESULT-ASTRA-EDADXESCOLARIDADPROXY-05-P	RESULT-ASTRA-EDADXESCOLARIDADPROXY-05-LO	RESULT-ASTRA-EDADXESCOLARIDADPROXY-05-HI	edad	30-44	escolaridad_proxy	hasta primaria	DELITO	BP1_20 ∈ {1,2}	BP1_20=2 ∧ BP1_23 ∈ {04,05,06,08}	FAC_DEL	ENVIPE 2025	30	44	PREDICTIVO-APROXIMADO-95; MARGINALES-2025-CONDICIONADOS	0.5116178855228583	0.475374934769139	0.5456244628950672	ecaa9447257ef3110f7417e7e4cca8999291dd9874027ca630087b1d06e405df	5bfcf842	be602aa2	445531a31 §0-§3	COMPATIBLE-POR-SPEC	PENDIENTE-DE-CAJA	Claves exactas y n2025 por caja; main antes de COMMIT-2; regla ΔMAE/B-bis pendiente
CALC-ASTRA-ENVIPE-EDADXESCOLARIDADPROXY-0001	RESULT-ASTRA-EDADXESCOLARIDADPROXY-07	RESULT-ASTRA-EDADXESCOLARIDADPROXY-07-P	RESULT-ASTRA-EDADXESCOLARIDADPROXY-07-LO	RESULT-ASTRA-EDADXESCOLARIDADPROXY-07-HI	edad	30-44	escolaridad_proxy	media superior	DELITO	BP1_20 ∈ {1,2}	BP1_20=2 ∧ BP1_23 ∈ {04,05,06,08}	FAC_DEL	ENVIPE 2025	30	44	PREDICTIVO-APROXIMADO-95; MARGINALES-2025-CONDICIONADOS	0.5615626858997201	0.5261634879044645	0.5971467276847576	ecaa9447257ef3110f7417e7e4cca8999291dd9874027ca630087b1d06e405df	5bfcf842	be602aa2	445531a31 §0-§3	COMPATIBLE-POR-SPEC	PENDIENTE-DE-CAJA	Claves exactas y n2025 por caja; main antes de COMMIT-2; regla ΔMAE/B-bis pendiente
CALC-ASTRA-ENVIPE-EDADXESCOLARIDADPROXY-0001	RESULT-ASTRA-EDADXESCOLARIDADPROXY-06	RESULT-ASTRA-EDADXESCOLARIDADPROXY-06-P	RESULT-ASTRA-EDADXESCOLARIDADPROXY-06-LO	RESULT-ASTRA-EDADXESCOLARIDADPROXY-06-HI	edad	30-44	escolaridad_proxy	secundaria	DELITO	BP1_20 ∈ {1,2}	BP1_20=2 ∧ BP1_23 ∈ {04,05,06,08}	FAC_DEL	ENVIPE 2025	30	44	PREDICTIVO-APROXIMADO-95; MARGINALES-2025-CONDICIONADOS	0.5853371643772278	0.5512507869046144	0.6170814047251385	ecaa9447257ef3110f7417e7e4cca8999291dd9874027ca630087b1d06e405df	5bfcf842	be602aa2	445531a31 §0-§3	COMPATIBLE-POR-SPEC	PENDIENTE-DE-CAJA	Claves exactas y n2025 por caja; main antes de COMMIT-2; regla ΔMAE/B-bis pendiente
