calc	conducta	dominio	ola	eje	categoria	p	ic_lo	ic_hi	icc_lo	icc_hi	n	result_id_p
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2018	ESCOLARIDAD-JEFE	SECUNDARIA	0.228535	0.222206	0.234530	0.204256	0.254776	30887	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2018-ESCOLARIDAD-JEFE-SECUNDARIA-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2009	ESCOLARIDAD-JEFE	SUPERIOR	0.162102	0.152549	0.171934			15048	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2009-ESCOLARIDAD-JEFE-SUPERIOR-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2014	ESCOLARIDAD-JEFE	SUPERIOR	0.170158	0.162440	0.178394			14755	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2014-ESCOLARIDAD-JEFE-SUPERIOR-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2018	ESCOLARIDAD-JEFE	SUPERIOR	0.157966	0.150921	0.164209	0.139295	0.178620	19083	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2018-ESCOLARIDAD-JEFE-SUPERIOR-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2009	SEXO-JEFE	HOMBRE	0.205816	0.201134	0.210465			67320	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2009-SEXO-JEFE-HOMBRE-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2014	SEXO-JEFE	HOMBRE	0.209596	0.205541	0.213613			69416	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2014-SEXO-JEFE-HOMBRE-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2018	SEXO-JEFE	HOMBRE	0.208478	0.204636	0.212405	0.198809	0.218489	79106	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2018-SEXO-JEFE-HOMBRE-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2009	SEXO-JEFE	MUJER	0.337416	0.327860	0.347383			23885	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2009-SEXO-JEFE-MUJER-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2014	SEXO-JEFE	MUJER	0.326438	0.318953	0.334140			24996	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2014-SEXO-JEFE-MUJER-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2018	SEXO-JEFE	MUJER	0.324232	0.317518	0.330996	0.310620	0.338148	30423	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2018-SEXO-JEFE-MUJER-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2009	TLOC	100MIL-MAS	0.234343	0.228261	0.240404			48858	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2009-TLOC-100MIL-MAS-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2014	TLOC	100MIL-MAS	0.241526	0.236156	0.247083			42418	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2014-TLOC-100MIL-MAS-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2018	TLOC	100MIL-MAS	0.235317	0.230196	0.239935	0.220582	0.250719	49296	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2018-TLOC-100MIL-MAS-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2009	TLOC	15MIL-99MIL	0.238320	0.225940	0.250504			12639	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2009-TLOC-15MIL-99MIL-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2014	TLOC	15MIL-99MIL	0.243477	0.234327	0.252399			14617	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2014-TLOC-15MIL-99MIL-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2018	TLOC	15MIL-99MIL	0.241828	0.232587	0.250244	0.225229	0.259242	17234	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2018-TLOC-15MIL-99MIL-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2009	TLOC	2500-14999	0.260117	0.247311	0.273652			12130	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2009-TLOC-2500-14999-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2014	TLOC	2500-14999	0.251467	0.243128	0.260586			14661	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2014-TLOC-2500-14999-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2018	TLOC	2500-14999	0.255656	0.247100	0.264160	0.238717	0.273366	17194	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2018-TLOC-2500-14999-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2009	TLOC	MENOS-2500	0.236219	0.226950	0.245898			17578	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2009-TLOC-MENOS-2500-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2014	TLOC	MENOS-2500	0.228913	0.221789	0.235963			22716	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2014-TLOC-MENOS-2500-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2018	TLOC	MENOS-2500	0.241932	0.234665	0.249024	0.226090	0.258512	25805	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2018-TLOC-MENOS-2500-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2009	TOTAL	TODOS	0.238813	0.234551	0.243274			91205	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2009-TOTAL-TODOS-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2014	TOTAL	TODOS	0.240431	0.236902	0.244196			94412	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2014-TOTAL-TODOS-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-AMPLIADO	FAMILIA_CUIDADOS	2018	TOTAL	TODOS	0.240499	0.237019	0.243806	0.236451	0.244595	109529	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-AMPLIADO-2018-TOTAL-TODOS-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2009	EDAD-JEFE	12-29	0.197919	0.186717	0.210161			10466	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2009-EDAD-JEFE-12-29-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2014	EDAD-JEFE	12-29	0.194598	0.184179	0.204298			10273	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2014-EDAD-JEFE-12-29-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2018	EDAD-JEFE	12-29	0.219303	0.208360	0.229510	0.193285	0.247746	10967	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2018-EDAD-JEFE-12-29-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2009	EDAD-JEFE	30-44	0.192021	0.185084	0.198958			30488	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2009-EDAD-JEFE-30-44-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2014	EDAD-JEFE	30-44	0.208394	0.202717	0.214337			31763	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2014-EDAD-JEFE-30-44-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2018	EDAD-JEFE	30-44	0.218871	0.213583	0.224484	0.194314	0.245586	33646	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2018-EDAD-JEFE-30-44-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2009	EDAD-JEFE	45-59	0.256628	0.249049	0.264802			28150	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2009-EDAD-JEFE-45-59-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2014	EDAD-JEFE	45-59	0.271274	0.264745	0.277830			28847	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2014-EDAD-JEFE-45-59-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2018	EDAD-JEFE	45-59	0.276361	0.270295	0.282269	0.247470	0.307248	35269	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2018-EDAD-JEFE-45-59-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2009	EDAD-JEFE	60-MAS	0.352766	0.343049	0.362603			22066	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2009-EDAD-JEFE-60-MAS-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2014	EDAD-JEFE	60-MAS	0.357772	0.350209	0.365336			23475	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2014-EDAD-JEFE-60-MAS-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2018	EDAD-JEFE	60-MAS	0.362385	0.355233	0.369586	0.328534	0.397657	29664	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2018-EDAD-JEFE-60-MAS-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2009	ESCOLARIDAD-JEFE	HASTA-PRIMARIA	0.288912	0.282388	0.296052			40752	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2009-ESCOLARIDAD-JEFE-HASTA-PRIMARIA-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2014	ESCOLARIDAD-JEFE	HASTA-PRIMARIA	0.311872	0.305807	0.317792			39840	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2014-ESCOLARIDAD-JEFE-HASTA-PRIMARIA-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2018	ESCOLARIDAD-JEFE	HASTA-PRIMARIA	0.318958	0.313280	0.324755	0.256460	0.388724	41133	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2018-ESCOLARIDAD-JEFE-HASTA-PRIMARIA-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2009	ESCOLARIDAD-JEFE	MEDIA-SUPERIOR	0.263096	0.252610	0.274765			15660	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2009-ESCOLARIDAD-JEFE-MEDIA-SUPERIOR-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2014	ESCOLARIDAD-JEFE	MEDIA-SUPERIOR	0.221460	0.212433	0.229925			14799	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2014-ESCOLARIDAD-JEFE-MEDIA-SUPERIOR-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2018	ESCOLARIDAD-JEFE	MEDIA-SUPERIOR	0.232936	0.224542	0.241173	0.182413	0.292447	18430	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2018-ESCOLARIDAD-JEFE-MEDIA-SUPERIOR-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2009	ESCOLARIDAD-JEFE	SECUNDARIA	0.198336	0.190263	0.207005			19690	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2009-ESCOLARIDAD-JEFE-SECUNDARIA-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2014	ESCOLARIDAD-JEFE	SECUNDARIA	0.244625	0.237883	0.251589			25011	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2014-ESCOLARIDAD-JEFE-SECUNDARIA-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2018	ESCOLARIDAD-JEFE	SECUNDARIA	0.270546	0.263851	0.277449	0.214411	0.335108	30891	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2018-ESCOLARIDAD-JEFE-SECUNDARIA-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2009	ESCOLARIDAD-JEFE	SUPERIOR	0.197543	0.188052	0.207760			15050	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2009-ESCOLARIDAD-JEFE-SUPERIOR-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2014	ESCOLARIDAD-JEFE	SUPERIOR	0.212216	0.204300	0.220998			14761	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2014-ESCOLARIDAD-JEFE-SUPERIOR-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2018	ESCOLARIDAD-JEFE	SUPERIOR	0.240116	0.231762	0.248921	0.188408	0.300757	19090	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2018-ESCOLARIDAD-JEFE-SUPERIOR-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2009	SEXO-JEFE	HOMBRE	0.000000	0.000000	0.000000			67326	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2009-SEXO-JEFE-HOMBRE-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2014	SEXO-JEFE	HOMBRE	0.000000	0.000000	0.000000			69422	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2014-SEXO-JEFE-HOMBRE-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2018	SEXO-JEFE	HOMBRE	0.000000	0.000000	0.000000			79116	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2018-SEXO-JEFE-HOMBRE-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2009	SEXO-JEFE	MUJER	1.000000	1.000000	1.000000			23891	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2009-SEXO-JEFE-MUJER-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2014	SEXO-JEFE	MUJER	1.000000	1.000000	1.000000			25000	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2014-SEXO-JEFE-MUJER-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2018	SEXO-JEFE	MUJER	1.000000	1.000000	1.000000			30430	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2018-SEXO-JEFE-MUJER-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2009	TLOC	100MIL-MAS	0.277946	0.271193	0.284975			48869	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2009-TLOC-100MIL-MAS-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2014	TLOC	100MIL-MAS	0.289354	0.283796	0.294795			42424	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2014-TLOC-100MIL-MAS-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2018	TLOC	100MIL-MAS	0.300134	0.294520	0.305589	0.263869	0.339087	49309	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2018-TLOC-100MIL-MAS-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2009	TLOC	15MIL-99MIL	0.239364	0.228660	0.250018			12639	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2009-TLOC-15MIL-99MIL-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2014	TLOC	15MIL-99MIL	0.276222	0.265963	0.286254			14617	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2014-TLOC-15MIL-99MIL-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2018	TLOC	15MIL-99MIL	0.288143	0.279331	0.297018	0.252196	0.326974	17236	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2018-TLOC-15MIL-99MIL-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2009	TLOC	2500-14999	0.235720	0.225304	0.246003			12131	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2009-TLOC-2500-14999-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2014	TLOC	2500-14999	0.242798	0.232885	0.252554			14663	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2014-TLOC-2500-14999-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2018	TLOC	2500-14999	0.261003	0.252300	0.269878	0.227256	0.297830	17195	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2018-TLOC-2500-14999-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2009	TLOC	MENOS-2500	0.204538	0.195314	0.213709			17578	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2009-TLOC-MENOS-2500-P
CALC-ENADID-FAMILIA-HOGARES-0001	HOGAR-JEFATURA-FEMENINA	FAMILIA_CUIDADOS	2014	TLOC	MENOS-2500	0.211010	0.203554	0.218045			22718	RESULT-ENADID-FAMILIA-HOGARES-HOGAR-JEFATURA-FEMENINA-2014-TLOC-MENOS-2500-P
