relacion_id	task_id	activo_id_vinculado	reporte_inspeccion_ref	estado_join
REL-cf8f5979c73cdbe59cfaf5fd	SEMTSK-1c964807bd81e4e0ead2c010	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-ea0dde2ebf4bd96af8e3e139	SEMTSK-1c964807bd81e4e0ead2c010	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-1d4ea097a836307f28dd2f49	SEMTSK-3b6bf9d47738f63ea98fb8b5	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-2fab7f66a0e6963788542b3a	SEMTSK-3b6bf9d47738f63ea98fb8b5	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-8da82cf2f91efb7fe1958467	SEMTSK-3b6bf9d47738f63ea98fb8b5	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-d82eb6cef055001e7587db31	SEMTSK-3b6bf9d47738f63ea98fb8b5	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-e74ad11dd79c7485c9704116	SEMTSK-3b6bf9d47738f63ea98fb8b5	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-87b4ab08a7e1b65f965ffb88	SEMTSK-4b8bc49453beab59d50eff74	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-63835b1a27c62356495d6104	SEMTSK-c751b2cc702b660de290303b	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-de059d547843c8fefa01197a	SEMTSK-3b18db64ab499eb0d247cee1	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-16d3c66af7fc856df2130139	SEMTSK-39c97ebccbcabb16be3b99ac	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-2d58abfc1b418484af3f2f7d	SEMTSK-39c97ebccbcabb16be3b99ac	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-36cde7fa0d470608a94ddb1e	SEMTSK-39c97ebccbcabb16be3b99ac	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-3b746c49c7c051083df6ee81	SEMTSK-39c97ebccbcabb16be3b99ac	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-45672e7d7c5ac7c69edaede4	SEMTSK-39c97ebccbcabb16be3b99ac	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-50e6d069fd121a8a7cd64fc5	SEMTSK-39c97ebccbcabb16be3b99ac	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-6b52ae9ea4b72a9f27f01260	SEMTSK-39c97ebccbcabb16be3b99ac	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-928de62ad3c403adf193bfc4	SEMTSK-39c97ebccbcabb16be3b99ac	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-987f01cb468fa0b51b2dffc6	SEMTSK-39c97ebccbcabb16be3b99ac	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-a63dce9852d52046595e28f0	SEMTSK-39c97ebccbcabb16be3b99ac	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-da62a7c3cdb80080258aa148	SEMTSK-39c97ebccbcabb16be3b99ac	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-fb6a1baf579c6521a638b093	SEMTSK-39c97ebccbcabb16be3b99ac	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-00e7bd28c9c0db01fd89a3be	SEMTSK-718bda65cc2827a7c59c6cd3	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-12f0d41801fa7f161510f61e	SEMTSK-718bda65cc2827a7c59c6cd3	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-dd07107a27bb1a5682a22176	SEMTSK-718bda65cc2827a7c59c6cd3	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-f6d34c22618564c885af98e9	SEMTSK-718bda65cc2827a7c59c6cd3	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-f96e306aefb2bab19baafbcc	SEMTSK-718bda65cc2827a7c59c6cd3	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-1677b0003626a1bd5bf971cb	SEMTSK-09c3e82c827fc9ccc9516671	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-4773e33ebd7e704a595bbf07	SEMTSK-9f45d9d4b202bc05d4f830be	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-4b4d25bbe2c702aed1884440	SEMTSK-7ab6d8e8a3185b4a6c836320	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-01ff8326fdbe3c0a4e299a02	SEMTSK-563a5ea45e21215bf3cbccca	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-0b6385436015c470992017f1	SEMTSK-563a5ea45e21215bf3cbccca	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-12b348704acbcdd4b811185b	SEMTSK-563a5ea45e21215bf3cbccca	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-641a2435b0e68b2049b73d72	SEMTSK-563a5ea45e21215bf3cbccca	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-7c92eca186a227ee718864e6	SEMTSK-563a5ea45e21215bf3cbccca	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-89b5a730c80b52245609d460	SEMTSK-563a5ea45e21215bf3cbccca	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-8f6cc360dac1c16f2ea6c7ea	SEMTSK-563a5ea45e21215bf3cbccca	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-b8a1bd303f0aac03e3b1bdd7	SEMTSK-563a5ea45e21215bf3cbccca	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-c065ff3c4b02af2b359a6a40	SEMTSK-563a5ea45e21215bf3cbccca	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-cf53a5e4bf5bf666390fa543	SEMTSK-563a5ea45e21215bf3cbccca	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-d7d327e72f466b970d040e81	SEMTSK-563a5ea45e21215bf3cbccca	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-ed3674d93fbcd45914630569	SEMTSK-563a5ea45e21215bf3cbccca	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-f586d39d7211922886da9f95	SEMTSK-563a5ea45e21215bf3cbccca	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-0c03e53054567fc014b50bc0	SEMTSK-0ad76db67c2503616ade139d	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-32afb54be292bc8e3070dfca	SEMTSK-0ad76db67c2503616ade139d	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-0692b43ca9c2f7bb608a2858	SEMTSK-163221fd3fff94823edf5673	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-6cd9055fa1486b7f8c8c5efa	SEMTSK-a19e230b40c8564bb997e5db	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-0b0dac8dd04b5f25133518f8	SEMTSK-04d25946f5a067cea98d00d4	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-18976f4767e5da3c5e572877	SEMTSK-04d25946f5a067cea98d00d4	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-21e914d37dac786386bf91dc	SEMTSK-04d25946f5a067cea98d00d4	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-2fbf749b083e578d4462b842	SEMTSK-04d25946f5a067cea98d00d4	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-aaf9d3c2e0d9b3d294df4840	SEMTSK-04d25946f5a067cea98d00d4	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-0d9c76a2adedc9b9f59984cc	SEMTSK-43510bd0ada8ba4669ac9d56	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-0fc632a7b102c3b39b2f540c	SEMTSK-43510bd0ada8ba4669ac9d56	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-3d47f2e740a4b56741e9c6e2	SEMTSK-43510bd0ada8ba4669ac9d56	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-9ccac3c7a04b0040d317efb7	SEMTSK-43510bd0ada8ba4669ac9d56	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-f25c37290ef71e21d1d73760	SEMTSK-4ffe806a39cc5de490f2461b	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-4fd0d54316a62b4b5c7a0048	SEMTSK-f2c4212dae28a5c6e5556a2d	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-655887a6745e8a139387cc90	SEMTSK-f2c4212dae28a5c6e5556a2d	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-75c66af2edc4b79afcb439c3	SEMTSK-f2c4212dae28a5c6e5556a2d	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-c72dd30027c28df4603464d5	SEMTSK-f2c4212dae28a5c6e5556a2d	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-ca5ecbdfd4be3728df0e509f	SEMTSK-f2c4212dae28a5c6e5556a2d	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-ff97af04e1d92981b386ac08	SEMTSK-f2c4212dae28a5c6e5556a2d	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-08af2a451bfb04d90902eec4	SEMTSK-b5e5292c4d9cd7c775a24ffa	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-6f1cef5066c5478632ac5045	SEMTSK-c7b22126c42dae58264ff575	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-4945113fd8870341191221b6	SEMTSK-1c8d2ff60cd82a18f6ef4aa4	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-8b5abcdb9a618f64c2639477	SEMTSK-1c8d2ff60cd82a18f6ef4aa4	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-10b7203dd243231cb3602e47	SEMTSK-d2a4ff61a997faa5504cb2a3	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-71d03c31e21a53076736dfd0	SEMTSK-d2a4ff61a997faa5504cb2a3	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-f0cb8d6fa174935fae071144	SEMTSK-d2a4ff61a997faa5504cb2a3	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-62c97ccb92d0e95c8120d776	SEMTSK-226d30bd56a40a35e02676da	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-6b71873b3adacde57117ad99	SEMTSK-226d30bd56a40a35e02676da	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-72ff714a3ba6d0bab952e05f	SEMTSK-226d30bd56a40a35e02676da	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-75b2ff53a19d8058eba2dbb7	SEMTSK-226d30bd56a40a35e02676da	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-7751c832c7e30e4e4d7603cc	SEMTSK-226d30bd56a40a35e02676da	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-845a93bc24990147a394f897	SEMTSK-226d30bd56a40a35e02676da	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-8d2952203ec3678f3bd0c473	SEMTSK-226d30bd56a40a35e02676da	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-9dfab617c356df5594575a3c	SEMTSK-226d30bd56a40a35e02676da	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-b034b04e9ba040bd02e39b8b	SEMTSK-226d30bd56a40a35e02676da	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-cd0d1c5fd7e85418603c73cd	SEMTSK-226d30bd56a40a35e02676da	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-d630dc1ea394364e53631401	SEMTSK-226d30bd56a40a35e02676da	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-e95e26820797a0f55c9246d7	SEMTSK-226d30bd56a40a35e02676da	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-f219eb1a0e1b71beb5a36f6f	SEMTSK-226d30bd56a40a35e02676da	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-7da283a75f336e409f2ff88d	SEMTSK-916cf86bd658db25e668cc37	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-2230c5027c1ce5589c32d9b0	SEMTSK-e9726ea9c0c95719a4308cfe	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-4360d0a91e5f8be30916c2b9	SEMTSK-81718c18d1fab99b551fdf4b	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-f09043ef09997adc0bb4a3f2	SEMTSK-81718c18d1fab99b551fdf4b	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-1d9d402e2e1aa77c9c01cb5f	SEMTSK-524d4e466afaab3f0986d64a	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-32d05d4dc466d048e2961f7b	SEMTSK-524d4e466afaab3f0986d64a	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-435541bba7684694085356c2	SEMTSK-8a9b298b68defb965bfc0050	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-99525527adc1ae5960ac2055	SEMTSK-8a9b298b68defb965bfc0050	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-107500c8d4873fe4d05bb8e3	SEMTSK-77bc99bf6f1590312fc55959	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-e247f2d5250d822fb74a0638	SEMTSK-77bc99bf6f1590312fc55959	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-350211bc943be8bae0c8eea2	SEMTSK-b6566cd1dcd301d7dcf62839	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-abd2650bcf443274eb467a60	SEMTSK-b6566cd1dcd301d7dcf62839	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-e2371e6b0d421f30c496d3da	SEMTSK-b6566cd1dcd301d7dcf62839	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-382a1f202f13e8134f376a00	SEMTSK-8e9b0c31206f4fad1ad03a66	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-ddc381f55d9879a6629a14d4	SEMTSK-8e9b0c31206f4fad1ad03a66	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-c9a73bd2a8258784f9f08ea8	SEMTSK-7b76c9fc39eedca3fb8873d8	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-6c97fe0c5cb528557054a838	SEMTSK-91f4d13a88b9bc5a846d13ab	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-5fc50aa3d056d5b63f4e18df	SEMTSK-421f998d197e956bac3c19e1	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-7feec534a72e40bdf9b6b393	SEMTSK-7fe6463046e954ef879a076d	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-0e3c2a3a6afd1dae2297740e	SEMTSK-6e6975b837ee9b2460e0fb32	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-0a4bbf31b54c5ce3565ba753	SEMTSK-b338f458980c8edbf66ea592	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-6ebc288cb21990e446f70262	SEMTSK-b338f458980c8edbf66ea592	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-781037a17e27bb2b93e13a63	SEMTSK-d1f03a8c4f335b935d659731	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-a8d0e6223c2d79b63a90b4f5	SEMTSK-940132106fc12f8f75d722b9	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-0ccb1f487408f4999004b321	SEMTSK-a51729167f0aec41496d5fb5	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-235427b4ebd4727b5ccdeb98	SEMTSK-859ede5ae349b219c1e7e396	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-fd8abdfbae6d8de6a94eb38c	SEMTSK-51b8e8170336bc3261725518	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-1867600f55b362380e728c4a	SEMTSK-57bba265dc10cb681f69b5f3	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-7a38c275915e890903752598	SEMTSK-57bba265dc10cb681f69b5f3	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-523fe941f36eef5710d093ee	SEMTSK-f955cb694c43f418077c525b	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-2a1cc2aeaa3a0d0f5e1e49d2	SEMTSK-22b146a107e2dff4fc4f7c15	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-6e785044dd97d2658a495bb2	SEMTSK-22b146a107e2dff4fc4f7c15	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-8d5ee427f92ae19be789b8d6	SEMTSK-ff48a53572105ce853fca39b	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-f721d49d739e759d00a9643b	SEMTSK-ff48a53572105ce853fca39b	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-3e153324c7506ed0e35a7a70	SEMTSK-aeaa5ec5cfdd3cd907e60169	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-dc5971db0730ed2876fdb5b3	SEMTSK-aeaa5ec5cfdd3cd907e60169	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-e86c10c4e19ea32e57b6a28d	SEMTSK-aeaa5ec5cfdd3cd907e60169	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-3d6a985a8dafc13fdbd39e4a	SEMTSK-93ceb697157e065bdc061612	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
REL-57df012cdba3e281563c1068	SEMTSK-93ceb697157e065bdc061612	NO_DETERMINADO	NO_DETERMINADO	SIN_JOIN_EXACTO_NO_INFERIR
