tipo	id	ruta	sha256	commit	fecha_commit	pr	merged_at	firma_gpg_estado	firma_gpg_keyid
CALC	CALC-ARBITRO-MARGINALES-2-ENCUCI2020-0001	data/corrida0/CALC-ARBITRO-MARGINALES-2-ENCUCI2020-0001/sello.json	32ce15b21bf39cc9ff5b68cb2949b14912d7bff79b816153e1f3925bb2e84623	5d6ab4f86db204f3a4393be720e9a8c713050312	2026-09-21T21:37:09-06:00	989	2026-09-21T22:07:26-06:00	E	B5690EEEBB952194
CALC	CALC-ARBITRO-MARGINALES-2-ENNVIH-0001	data/corrida0/CALC-ARBITRO-MARGINALES-2-ENNVIH-0001/sello.json	9aa9c8a5638b78ccbaacb73910b5f5612ba837c835309f257618abdbeab996d0	5d6ab4f86db204f3a4393be720e9a8c713050312	2026-09-21T21:37:09-06:00	989	2026-09-21T22:07:26-06:00	E	B5690EEEBB952194
CALC	CALC-ARBITRO-MARGINALES-2-LAPOP-0001	data/corrida0/CALC-ARBITRO-MARGINALES-2-LAPOP-0001/sello.json	428fb3b5bd0f664a21db8e67b9aaa9ad8bcc6c6ff1363c6efed4a64963846c50	5d6ab4f86db204f3a4393be720e9a8c713050312	2026-09-21T21:37:09-06:00	989	2026-09-21T22:07:26-06:00	E	B5690EEEBB952194
CALC	CALC-ARBITRO-MARGINALES-ENCIG2025-0001	data/corrida0/CALC-ARBITRO-MARGINALES-ENCIG2025-0001/sello.json	488033c779aee8c310fc08a5049ab3bddb79e7c850b08689590338103f9cc2cc	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-ARBITRO-MARGINALES-ENIF2024-0001	data/corrida0/CALC-ARBITRO-MARGINALES-ENIF2024-0001/sello.json	4d1aa2d10c3b353964e2d456fc0d817c1fb5ee331ef33c145e9c803f48e52d5e	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-ARBITRO-MARGINALES-ENVIPE2025-0001	data/corrida0/CALC-ARBITRO-MARGINALES-ENVIPE2025-0001/sello.json	48a122149a28dd94990541267b5d5087f752a83c4f32b82503efb84396aa2725	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-ARBITRO-PERSISTENCIA-ERROR-0001	data/corrida0/CALC-ARBITRO-PERSISTENCIA-ERROR-0001/sello.json	83f2f8644f243664a591da36a749ffa9c59854a481f43a48971555b6b2b148d0	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-ASTRA-ENCIG-EDADXSEXO-0001	data/corrida0/CALC-ASTRA-ENCIG-EDADXSEXO-0001/sello.json	6e94e0a11caea6c0bff075021e3e0d090bf44bd43b3e29d480d0ef041b8aee66	0ad7f0f88f6b6acac10c5901abb9e6d95742345c	2026-09-22T20:06:00-06:00	1030	2026-09-23T07:23:39-06:00	E	B5690EEEBB952194
CALC	CALC-ASTRA-ENCIG-ESCOLARIDADXSEXO-0001	data/corrida0/CALC-ASTRA-ENCIG-ESCOLARIDADXSEXO-0001/sello.json	e0dcdf3d50591cad952976aab3c14bba6eabb8e930eaf149877b5a666aa1e6ad	20fdc966e1e7e8405e3c8607483047f1db65468a	2026-09-22T20:06:34-06:00	1030	2026-09-23T07:23:39-06:00	E	B5690EEEBB952194
CALC	CALC-ASTRA-ENVIPE-DOMINIOXSEXO-0001	data/corrida0/CALC-ASTRA-ENVIPE-DOMINIOXSEXO-0001/sello.json	ebc660f01ed5e92d900c80950132c3acd7262aa5b4709657ca8735842ac7b111	d8536f29358b91bea89cff7408a5ef7cdfe8761c	2026-09-22T20:11:12-06:00	1031	2026-09-23T07:56:58-06:00	E	B5690EEEBB952194
CALC	CALC-ASTRA-ENVIPE-EDADXESCOLARIDADPROXY-0001	data/corrida0/CALC-ASTRA-ENVIPE-EDADXESCOLARIDADPROXY-0001/sello.json	1a177e303f23e335498c5f5ecfebfcf751a29f2281167334cab15c06c86b0076	be602aa26fe1f73f197d4a974435eba03c817848	2026-09-22T20:11:43-06:00	1031	2026-09-23T07:56:58-06:00	E	B5690EEEBB952194
CALC	CALC-ASTRA-ENVIPE-EDADXSEXO-0001	data/corrida0/CALC-ASTRA-ENVIPE-EDADXSEXO-0001/sello.json	0a41c673ff1503372b535664b7137ff94aed648e584c17b7f21aeb562407d94e	50a73d475d90549992a74c39db68819167ebc414	2026-09-22T20:10:10-06:00	1031	2026-09-23T07:56:58-06:00	E	B5690EEEBB952194
CALC	CALC-ASTRA-ENVIPE-ESCOLARIDADPROXYXSEXO-0001	data/corrida0/CALC-ASTRA-ENVIPE-ESCOLARIDADPROXYXSEXO-0001/sello.json	34289f9b69e00f809a3b142fee939c57ddc006eaeb4c5b39e62dca5ca1bacce6	86c678af62d909b97ebb2539997ac89de70011d6	2026-09-22T20:10:44-06:00	1031	2026-09-23T07:56:58-06:00	E	B5690EEEBB952194
CALC	CALC-B-0001	data/corrida0/CALC-B-0001/sello.json	b849d164731d6b90c83316d0d8fa884b91f3fff1a4370ad2c93872e62b3788aa	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-B-MARCO-ENCIG-0001	data/corrida0/CALC-B-MARCO-ENCIG-0001/sello.json	50ac6d74b9e5355e28948125a1f1eb446a07847ffe7018ad3db9761c74e08433	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-B-MARCO-ENIGH-0001	data/corrida0/CALC-B-MARCO-ENIGH-0001/sello.json	f7ad4521088ee40cec5f07997c95821317a67b504ca6d3f568c12cdf381a2cea	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-B-MARCO-ENVIPE-0001	data/corrida0/CALC-B-MARCO-ENVIPE-0001/sello.json	3882219df7ce218760afb91ab9868a5dac672600a97b2b3349306264d47e8556	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-B-MARCO-MAE-0001	data/corrida0/CALC-B-MARCO-MAE-0001/sello.json	9fdd25baa4386a1d8333fdd5f4f918c1ee287d1faa8e3e3934d97fea65fe97a7	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-BANXICO-PRODUCTO-DANO-0001	data/corrida0/CALC-BANXICO-PRODUCTO-DANO-0001/sello.json	86eea354e138489d26bfa0f6eb131265fd35f62334af81952fada8369f54f87e	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-C0D-ALCANCE-CORPUS-CAPTURA-SUCESOR	data/corrida0/CALC-C0D-ALCANCE-CORPUS-CAPTURA-SUCESOR/sello.json	e68c94cdb974a30affda9a306a473eff862c78bfd655fd7c7896ac7fc2c8c3f6	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-C0D-MARCADOR	data/corrida0/CALC-C0D-MARCADOR/sello.json	6baaa378fbc73c7559d9d6c1cdaa7c14066f8057fc13505ba6c35dc6bb5e1290	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-C0D-MARCADOR-v2	data/corrida0/CALC-C0D-MARCADOR-v2/sello.json	3f15e72d14556cf9e67938c6d9592b76d8f9d43b83019a585264d0392d76718b	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-C0D-MARCADOR-v3	data/corrida0/CALC-C0D-MARCADOR-v3/sello.json	d8488b124dcd1c197cb3b05b3464bd82473c3913dc82c50533e4a1a23f5b9516	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-C2-COMPUESTO-IC-ENIF2024-0001	data/corrida0/CALC-C2-COMPUESTO-IC-ENIF2024-0001/sello.json	12781406159a3638387597cec5d1f73f909c1aaf30ba2f588cdbee2e09baeb17	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-C2-COMPUESTO-IC-ENVIPE2025-0001	data/corrida0/CALC-C2-COMPUESTO-IC-ENVIPE2025-0001/sello.json	41847a6342d943dde8bfbd48607f82c3b580065329e54c4897cbcd0a5b316c1b	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-C2-COMPUESTO-RESERVADAS-0001	data/corrida0/CALC-C2-COMPUESTO-RESERVADAS-0001/sello.json	c6fd94455d12b35962e1e6655abd1c7f9808445bb354aa3f0d9222fa719b170f	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-C2-RESTRINGIDO-IC-ENIF2024-0001	data/corrida0/CALC-C2-RESTRINGIDO-IC-ENIF2024-0001/sello.json	dd83d6d902c5f978af9fe411b998ba30f2add35ba961a0bb87e0f2055ac58461	e510e6a01d4cd42bf23de4b3ff32de2c1f2d2175	2026-09-22T14:00:39-06:00	1003	2026-09-22T15:24:21-06:00	E	B5690EEEBB952194
CALC	CALC-DIN-AHORRO-SOLO-INFORMAL-ARBITRO-CRUCE-0001	data/corrida0/CALC-DIN-AHORRO-SOLO-INFORMAL-ARBITRO-CRUCE-0001/sello.json	260612f40fd478d5e404470806f95137f9bb7d8879cf56b750567b764a868689	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-DIN-AHORRO-SOLO-INFORMAL-EMISIONES-0001	data/corrida0/CALC-DIN-AHORRO-SOLO-INFORMAL-EMISIONES-0001/sello.json	f412f9036dc43e2e0964893b28793f7a791968bc5d4217d2cbb54e1774f2c5a9	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-DIN-CREDITO-K2-BANCARIA-HISTORIA-0001	data/corrida0/CALC-DIN-CREDITO-K2-BANCARIA-HISTORIA-0001/sello.json	0b1c5d5745a150c3bca2e84a2d42d6be1a7bc2b3e0369ff9aa69837e93d29683	b4783c574f3ccd11c0dc312530ee6c66672475e2	2026-09-21T21:17:41-06:00	987	2026-09-21T21:34:05-06:00	E	B5690EEEBB952194
CALC	CALC-DIN-CREDITO-K2-BANCARIA-HISTORIA-0002	data/corrida0/CALC-DIN-CREDITO-K2-BANCARIA-HISTORIA-0002/sello.json	65b18e9ff1217ff62db320cd10a5af5c089b87d73500d4f27ee25560821104fd	6463907436e2c4bab59b9405839fc55909082b96	2026-09-22T15:28:21-06:00	1012	2026-09-22T15:52:48-06:00	E	B5690EEEBB952194
CALC	CALC-DIN-CREDITO-K8-ENFIH2019-0001	data/corrida0/CALC-DIN-CREDITO-K8-ENFIH2019-0001/sello.json	f28db15dbab9ce38c80abd91e0870806fed72602c34a6788c16e23e4d14162bf	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-DIN-CREDITO-PISOS-ENIF2012-0001	data/corrida0/CALC-DIN-CREDITO-PISOS-ENIF2012-0001/sello.json	de76b12e591dc00cbd640f3fd59ff2606848316cbf2a3a19f99c9ba307c01cb2	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-DIN-CREDITO-PISOS-ENIF2015-0001	data/corrida0/CALC-DIN-CREDITO-PISOS-ENIF2015-0001/sello.json	5fa383326438de4853c4534de3ccc8ee177e0b3d699647e6a6ed8995121dd6ce	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-DIN-CREDITO-PISOS-ENIF2018-0001	data/corrida0/CALC-DIN-CREDITO-PISOS-ENIF2018-0001/sello.json	7024d41ada35c6e08f097445b351b12022aadbd252b6d0e9241bcbf37cd53ed1	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-DIN-CREDITO-PISOS-ENIF2021-0001	data/corrida0/CALC-DIN-CREDITO-PISOS-ENIF2021-0001/sello.json	80895de3be3862b75ebfc36200a3d8b5cbf6f66ca2581e3e310c8740d9bd8991	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-0001	data/corrida0/CALC-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-0001/sello.json	b55b623d0ea86f85bd1667b85cabf597130562a00c831ba5d788a7aeea03037d	b4783c574f3ccd11c0dc312530ee6c66672475e2	2026-09-21T21:17:41-06:00	987	2026-09-21T21:34:05-06:00	E	B5690EEEBB952194
CALC	CALC-DIN-CREDITO-PREDICCION-2024-ADJUDICACION-0001	data/corrida0/CALC-DIN-CREDITO-PREDICCION-2024-ADJUDICACION-0001/sello.json	2eb0c91ac7323c8a90bb0f1f72e900ca6c01dd81e827edd1ac4f85d5a690b34d	a74322ffbbeb8077fbffaf658af4dea3c6455d10	2026-09-22T10:53:24-06:00	997	2026-09-22T11:53:53-06:00	E	B5690EEEBB952194
CALC	CALC-DIN-CREDITO-PREDICCION-2024-EMISIONES-0001	data/corrida0/CALC-DIN-CREDITO-PREDICCION-2024-EMISIONES-0001/sello.json	e296f8722c5c9d3038cc90ee1ae653d82a748ae0c8f7d35f52257eb9bb6be657	b4783c574f3ccd11c0dc312530ee6c66672475e2	2026-09-21T21:17:41-06:00	987	2026-09-21T21:34:05-06:00	E	B5690EEEBB952194
CALC	CALC-DIN-CREDITO-PREDICCION-2024-ESCOLARIDAD-0002	data/corrida0/CALC-DIN-CREDITO-PREDICCION-2024-ESCOLARIDAD-0002/sello.json	593e84d095e8270e179330e8491b58d4f0f1b0d9e569c553b3d9d024273b8563	1d9322a175fe26103d0c39562661388e4deb46d8	2026-09-22T14:01:34-06:00	1005	2026-09-22T15:12:36-06:00	E	B5690EEEBB952194
CALC	CALC-DIN-LOTE-ENIF2024-ADJUDICACION-0001	data/corrida0/CALC-DIN-LOTE-ENIF2024-ADJUDICACION-0001/sello.json	fb67202c3a31d2a159b481969ca54846048a253b4f13f060322f7b9a5a60bd03	85179a487c5ace10697183418785a71b051441ce	2026-09-21T20:48:49-06:00	986	2026-09-21T21:07:20-06:00	E	B5690EEEBB952194
CALC	CALC-DIN-LOTE-ENIF2024-ADJUDICACION-T-0001	data/corrida0/CALC-DIN-LOTE-ENIF2024-ADJUDICACION-T-0001/sello.json	fb102b2cfade9a62c8c6099ac9011937ac7f9935be3a29fc73793dc016cb8c1c	ee77bef8c4e384944a1ceb43dcf72b5e89fa4979	2026-09-22T18:38:51-06:00	1026	2026-09-22T20:11:00-06:00	E	B5690EEEBB952194
CALC	CALC-DIN-LOTE-ENIF2024-EMISIONES-0001	data/corrida0/CALC-DIN-LOTE-ENIF2024-EMISIONES-0001/sello.json	5dc484f2a83dd740a4d8a0cba3b2d2954ea50e3a1a9dcab05625b8ba7cccdcad	85179a487c5ace10697183418785a71b051441ce	2026-09-21T20:48:49-06:00	986	2026-09-21T21:07:20-06:00	E	B5690EEEBB952194
CALC	CALC-DIN-LOTE-ORO-C2IC-0001	data/corrida0/CALC-DIN-LOTE-ORO-C2IC-0001/sello.json	30f5e1c671e5c4e347018c69f9c0473c6861f6ff851b1ac1e5335818cee933d5	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-DIN-LOTE-ORO-PILOTO1-ADJUDICACION-0001	data/corrida0/CALC-DIN-LOTE-ORO-PILOTO1-ADJUDICACION-0001/sello.json	bf878a05b71b89910030a74350b68d38ad58256cfbf4d3e21af76ca5a5c77464	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-DIN-LOTE-ORO-PILOTO1-EMISIONES-0001	data/corrida0/CALC-DIN-LOTE-ORO-PILOTO1-EMISIONES-0001/sello.json	c08f2b3f8a01c5aa3b72e46a70333a6e747349fd3f87cc1fd79986823bc201f7	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-DIN-OFERTA-EXCLUSION-ENIF2012-0001	data/corrida0/CALC-DIN-OFERTA-EXCLUSION-ENIF2012-0001/sello.json	329a31804175b32cca44a13ab014616dcc773594a8f5680ddbad55625728f2f3	27b70b7ecb308f92c56f5ca6e7d4cb2249e9906c	2026-09-22T22:05:55-06:00	1042	2026-09-23T08:40:21-06:00	E	B5690EEEBB952194
CALC	CALC-DIN-OFERTA-EXCLUSION-ENIF2015-0001	data/corrida0/CALC-DIN-OFERTA-EXCLUSION-ENIF2015-0001/sello.json	06f9a6bcfa632fc1d90c4aee825ba16a154d503e14fe5905b71493779741ef1c	f436401118238024356eaec285a834bbb275acd0	2026-09-22T22:06:13-06:00	1042	2026-09-23T08:40:21-06:00	E	B5690EEEBB952194
CALC	CALC-DIN-OFERTA-EXCLUSION-ENIF2018-0001	data/corrida0/CALC-DIN-OFERTA-EXCLUSION-ENIF2018-0001/sello.json	ff3e69da995cd8c900df0b0a0da6f9fa09ba2c36cd3fdbd4b7dee7e62878675e	5f9375661527b7502149ddb8a471906fdd4607d0	2026-09-22T22:06:45-06:00	1042	2026-09-23T08:40:21-06:00	E	B5690EEEBB952194
CALC	CALC-DIN-OFERTA-EXCLUSION-ENIF2021-0001	data/corrida0/CALC-DIN-OFERTA-EXCLUSION-ENIF2021-0001/sello.json	531d3dda97de11336c19dd361605060a4691f03d13e82ce970226a1c775a80df	ee9ae846b749937709e31cdca86663ca86821c76	2026-09-22T22:07:19-06:00	1042	2026-09-23T08:40:21-06:00	E	B5690EEEBB952194
CALC	CALC-DINERO-FAMILIARES-VEJEZ-0001-v1_1	data/corrida0/CALC-DINERO-FAMILIARES-VEJEZ-0001-v1_1/sello.json	b9586ca8e41d042de895ad3258e119a8fedb68a35b2fa616e02ccc89ac8c381b	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-DUELO-0001	data/corrida0/CALC-DUELO-0001/sello.json	c1de72df948a6d8dd462493e4cdfe4b9ffc98c4fb9053adbd210a1680b8f646d	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-DUELO-ENSAYO-ENVIPE2025-ADJUDICACION-0001	data/corrida0/CALC-DUELO-ENSAYO-ENVIPE2025-ADJUDICACION-0001/sello.json	9519479f4516ee01b6d86c2dab268e10a83a009d7030b0f12d32d85c032fd861	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-DUELO-ENSAYO-ENVIPE2025-EMISIONES-0001	data/corrida0/CALC-DUELO-ENSAYO-ENVIPE2025-EMISIONES-0001/sello.json	b7fc0149bbef157763c6c7ef59a838b7f3a94572ddc6c9ca3633054688714a41	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-DUELO-ENVIPE2026-ADJUDICACION-0001	data/corrida0/CALC-DUELO-ENVIPE2026-ADJUDICACION-0001/sello.json	bcaa9e8160d130a720e96d7e6acf7a9b12a8061a30ccabb90ecf715eb93f62f3	f57bbaf98ad2ba7f434220b7c57c3155b865fd87	2026-09-22T14:20:52-06:00	1010	2026-09-22T14:58:10-06:00	E	B5690EEEBB952194
CALC	CALC-DUELO-ENVIPE2026-EMISIONES-0001	data/corrida0/CALC-DUELO-ENVIPE2026-EMISIONES-0001/sello.json	d3f34fcf61b7e3b66df91d9c50ec50950570bdc6c07f7b36f7e1c922470a038e	e4e4bc754faf18fb5ec70f1b868a6f1cf3673d04	2026-09-22T14:17:22-06:00	1010	2026-09-22T14:58:10-06:00	E	B5690EEEBB952194
CALC	CALC-DUELO-ENVIPE2026-MARGINALES-ADJUDICACION-0001	data/corrida0/CALC-DUELO-ENVIPE2026-MARGINALES-ADJUDICACION-0001/sello.json	b0b3c3e7e6a68df75a2b03f0f1de018f7b87d58cb07e3945dedec9fdfca8b863	bfbfa7ae63c5f88fc367b2415588058693f9c9a9	2026-09-22T19:03:03-06:00	1021	2026-09-22T19:36:38-06:00	E	B5690EEEBB952194
CALC	CALC-DUELO-ENVIPE2026-MARGINALES-EMISIONES-0001	data/corrida0/CALC-DUELO-ENVIPE2026-MARGINALES-EMISIONES-0001/sello.json	8e3410415814d68f653a04f0b228af8d391eb27dc82af7916a16f3246c26f3ac	8fa81e0ecad8f6e5ad70127ee3927c45fb23afdc	2026-09-22T18:12:27-06:00	1021	2026-09-22T19:36:38-06:00	E	B5690EEEBB952194
CALC	CALC-DUELO-ORIGEN-MOVIL-0001	data/corrida0/CALC-DUELO-ORIGEN-MOVIL-0001/sello.json	5bee03122fe0a6d8b852cdac1060103f7e32660e1ba7ce2b30484b932b6f5302	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-EDER-0001	data/corrida0/CALC-EDER-0001/sello.json	2b5ba0a46380e800000c58c0deb70ecae9a679168ae7db8d99e820bb45264f53	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-EDER-0002	data/corrida0/CALC-EDER-0002/sello.json	cabd0902cf84b13f9ad4ce35d4e513c39f0410dbbb8651252830eadbfe125195	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-EDER-0003	data/corrida0/CALC-EDER-0003/sello.json	9d6d0533c30a0d4241b52b5fcbe1798e354ef192646f1b64040c586bcf47c787	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
CALC	CALC-EDER2017-PRIMERA-UNION-SEXO-COHORTE-0001	data/corrida0/CALC-EDER2017-PRIMERA-UNION-SEXO-COHORTE-0001/sello.json	0797d8060cdee1a59683408f2c3a6eddcc349a473916c422baa90e2bf6451703	99a43faf028d47f1d076c6a69b7b413e3105ad15	2026-09-21T19:40:53-06:00	984	2026-09-21T19:40:53-06:00	E	B5690EEEBB952194
