# data/cruce-inverso-v1_1.tsv -- ACTO MAESTRA31-E7 · ETIQUETA, COMMIT-2 (re-corrida del cruce de E5 sobre inventario v1_1)
# Universo (A.10): main=9578ee6, 27/ago/2026 (E6/PR#387 ya fusionado; sin diferencia adicional al confirmar contra origin/main).
# Especificacion CONGELADA sin cambios: forense/notas/2026-08-27-cruce-inverso-spec.md (COMMIT-1 de E5). Lado motor identico: milpa/procedencia.yaml+tramite.yaml, mismas 59 variables, mismas instrumentos_declarados_por_motor/n_citas_en_motor de v1_0 (columnas 3 y 4, sin recalcular -- no dependen del insumo que cambio).
# Lado corpus: data/inventario-reactivos-v1_1.tsv (unico insumo que cambio respecto a v1_0 -- columna instrumento re-derivada para payloads de raiz, ver forense/notas/2026-08-27-etiqueta-regla.md). Cero re-extraccion, cero cambio a variable_id.
# SUPERSEDE a data/cruce-inverso-v1_0.tsv. El delta de veredictos entre v1_0 y v1_1 es el entregable de este acto (forense/notas/2026-08-27-etiqueta-cierre.md).
variable_id	veredicto_a4	instrumentos_declarados_por_motor	n_citas_en_motor	payloads_en_inventario	instrumentos_en_inventario	n_olas_distintas	olas_detalle
AP5_3_6	EXISTE-SATISFACE	encuci:2020	1	BD_ENCUCI2020_dbf.zip;envipe2011/base_de_datos_envipe_2011_dbf.zip;envipe2012/base_de_datos_envipe_2012_dbf.zip;envipe2013/bd_envipe13_dbf.zip	encuci2020;envipe2011;envipe2012;envipe2013	4	encuci2020;envipe2011;envipe2012;envipe2013
AP5_3_7	EXISTE-SATISFACE	encuci:2020	1	BD_ENCUCI2020_dbf.zip;envipe2011/base_de_datos_envipe_2011_dbf.zip;envipe2012/base_de_datos_envipe_2012_dbf.zip;envipe2013/bd_envipe13_dbf.zip	encuci2020;envipe2011;envipe2012;envipe2013	4	encuci2020;envipe2011;envipe2012;envipe2013
AP5_3_8	EXISTE-SATISFACE	encuci:2020	1	BD_ENCUCI2020_dbf.zip;envipe2011/base_de_datos_envipe_2011_dbf.zip;envipe2012/base_de_datos_envipe_2012_dbf.zip;envipe2013/bd_envipe13_dbf.zip	encuci2020;envipe2011;envipe2012;envipe2013	4	encuci2020;envipe2011;envipe2012;envipe2013
AP5_4_01	EXISTE-SATISFACE	envipe:2025	6	envipe2014/bd_envipe2014_dbf.zip;envipe2015/bd_envipe2015_dbf.zip;envipe2016/bd_envipe2016_dbf.zip;envipe2017/bd_envipe2017_dbf.zip;envipe2018/bd_envipe2018_dbf.zip;envipe2018_csv.zip;envipe2019/bd_envipe2019_dbf.zip;envipe2019_csv.zip;envipe2020/bd_envipe_2020_dbf.zip;envipe2020_csv.zip;envipe2021/bd_envipe_2021_csv.zip;envipe2021/bd_envipe_2021_dbf.zip;envipe2021_csv.zip;envipe2022/bd_envipe_2022_csv.zip;envipe2022/bd_envipe_2022_dbf.zip;envipe2022_csv.zip;envipe2023/bd_envipe_2023_csv.zip;envipe2023/bd_envipe_2023_dbf.zip;envipe2023_csv.zip;envipe2024/bd_envipe_2024_csv.zip;envipe2024/bd_envipe_2024_dbf.zip;envipe2024_csv.zip;envipe2025/bd_envipe_2025_csv.zip;envipe2025/bd_envipe_2025_dbf.zip;envipe2025_csv.zip	envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025	12	envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025
AP5_4_02	EXISTE-SATISFACE	envipe:2025	4	envipe2014/bd_envipe2014_dbf.zip;envipe2015/bd_envipe2015_dbf.zip;envipe2016/bd_envipe2016_dbf.zip;envipe2017/bd_envipe2017_dbf.zip;envipe2018/bd_envipe2018_dbf.zip;envipe2018_csv.zip;envipe2019/bd_envipe2019_dbf.zip;envipe2019_csv.zip;envipe2020/bd_envipe_2020_dbf.zip;envipe2020_csv.zip;envipe2021/bd_envipe_2021_csv.zip;envipe2021/bd_envipe_2021_dbf.zip;envipe2021_csv.zip;envipe2022/bd_envipe_2022_csv.zip;envipe2022/bd_envipe_2022_dbf.zip;envipe2022_csv.zip;envipe2023/bd_envipe_2023_csv.zip;envipe2023/bd_envipe_2023_dbf.zip;envipe2023_csv.zip;envipe2024/bd_envipe_2024_csv.zip;envipe2024/bd_envipe_2024_dbf.zip;envipe2024_csv.zip;envipe2025/bd_envipe_2025_csv.zip;envipe2025/bd_envipe_2025_dbf.zip;envipe2025_csv.zip	envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025	12	envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025
AP5_4_03	EXISTE-SATISFACE	envipe:2025	4	envipe2014/bd_envipe2014_dbf.zip;envipe2015/bd_envipe2015_dbf.zip;envipe2016/bd_envipe2016_dbf.zip;envipe2017/bd_envipe2017_dbf.zip;envipe2018/bd_envipe2018_dbf.zip;envipe2018_csv.zip;envipe2019/bd_envipe2019_dbf.zip;envipe2019_csv.zip;envipe2020/bd_envipe_2020_dbf.zip;envipe2020_csv.zip;envipe2021/bd_envipe_2021_csv.zip;envipe2021/bd_envipe_2021_dbf.zip;envipe2021_csv.zip;envipe2022/bd_envipe_2022_csv.zip;envipe2022/bd_envipe_2022_dbf.zip;envipe2022_csv.zip;envipe2023/bd_envipe_2023_csv.zip;envipe2023/bd_envipe_2023_dbf.zip;envipe2023_csv.zip;envipe2024/bd_envipe_2024_csv.zip;envipe2024/bd_envipe_2024_dbf.zip;envipe2024_csv.zip;envipe2025/bd_envipe_2025_csv.zip;envipe2025/bd_envipe_2025_dbf.zip;envipe2025_csv.zip	envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025	12	envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025
AP5_4_04	EXISTE-SATISFACE	envipe:2025	1	envipe2014/bd_envipe2014_dbf.zip;envipe2015/bd_envipe2015_dbf.zip;envipe2016/bd_envipe2016_dbf.zip;envipe2017/bd_envipe2017_dbf.zip;envipe2018/bd_envipe2018_dbf.zip;envipe2018_csv.zip;envipe2019/bd_envipe2019_dbf.zip;envipe2019_csv.zip;envipe2020/bd_envipe_2020_dbf.zip;envipe2020_csv.zip;envipe2021/bd_envipe_2021_csv.zip;envipe2021/bd_envipe_2021_dbf.zip;envipe2021_csv.zip;envipe2022/bd_envipe_2022_csv.zip;envipe2022/bd_envipe_2022_dbf.zip;envipe2022_csv.zip;envipe2023/bd_envipe_2023_csv.zip;envipe2023/bd_envipe_2023_dbf.zip;envipe2023_csv.zip;envipe2024/bd_envipe_2024_csv.zip;envipe2024/bd_envipe_2024_dbf.zip;envipe2024_csv.zip;envipe2025/bd_envipe_2025_csv.zip;envipe2025/bd_envipe_2025_dbf.zip;envipe2025_csv.zip	envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025	12	envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025
AP5_4_05	EXISTE-SATISFACE	envipe:2025	4	envipe2014/bd_envipe2014_dbf.zip;envipe2015/bd_envipe2015_dbf.zip;envipe2016/bd_envipe2016_dbf.zip;envipe2017/bd_envipe2017_dbf.zip;envipe2018/bd_envipe2018_dbf.zip;envipe2018_csv.zip;envipe2019/bd_envipe2019_dbf.zip;envipe2019_csv.zip;envipe2020/bd_envipe_2020_dbf.zip;envipe2020_csv.zip;envipe2021/bd_envipe_2021_csv.zip;envipe2021/bd_envipe_2021_dbf.zip;envipe2021_csv.zip;envipe2022/bd_envipe_2022_csv.zip;envipe2022/bd_envipe_2022_dbf.zip;envipe2022_csv.zip;envipe2023/bd_envipe_2023_csv.zip;envipe2023/bd_envipe_2023_dbf.zip;envipe2023_csv.zip;envipe2024/bd_envipe_2024_csv.zip;envipe2024/bd_envipe_2024_dbf.zip;envipe2024_csv.zip;envipe2025/bd_envipe_2025_csv.zip;envipe2025/bd_envipe_2025_dbf.zip;envipe2025_csv.zip	envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025	12	envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025
AP5_4_06	EXISTE-SATISFACE	envipe:2025	4	envipe2014/bd_envipe2014_dbf.zip;envipe2015/bd_envipe2015_dbf.zip;envipe2016/bd_envipe2016_dbf.zip;envipe2017/bd_envipe2017_dbf.zip;envipe2018/bd_envipe2018_dbf.zip;envipe2018_csv.zip;envipe2019/bd_envipe2019_dbf.zip;envipe2019_csv.zip;envipe2020/bd_envipe_2020_dbf.zip;envipe2020_csv.zip;envipe2021/bd_envipe_2021_csv.zip;envipe2021/bd_envipe_2021_dbf.zip;envipe2021_csv.zip;envipe2022/bd_envipe_2022_csv.zip;envipe2022/bd_envipe_2022_dbf.zip;envipe2022_csv.zip;envipe2023/bd_envipe_2023_csv.zip;envipe2023/bd_envipe_2023_dbf.zip;envipe2023_csv.zip;envipe2024/bd_envipe_2024_csv.zip;envipe2024/bd_envipe_2024_dbf.zip;envipe2024_csv.zip;envipe2025/bd_envipe_2025_csv.zip;envipe2025/bd_envipe_2025_dbf.zip;envipe2025_csv.zip	envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025	12	envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025
AP5_4_07	EXISTE-SATISFACE	envipe:2025	4	envipe2014/bd_envipe2014_dbf.zip;envipe2015/bd_envipe2015_dbf.zip;envipe2016/bd_envipe2016_dbf.zip;envipe2017/bd_envipe2017_dbf.zip;envipe2018/bd_envipe2018_dbf.zip;envipe2018_csv.zip;envipe2019/bd_envipe2019_dbf.zip;envipe2019_csv.zip;envipe2020/bd_envipe_2020_dbf.zip;envipe2020_csv.zip;envipe2021/bd_envipe_2021_csv.zip;envipe2021/bd_envipe_2021_dbf.zip;envipe2021_csv.zip;envipe2022/bd_envipe_2022_csv.zip;envipe2022/bd_envipe_2022_dbf.zip;envipe2022_csv.zip;envipe2023/bd_envipe_2023_csv.zip;envipe2023/bd_envipe_2023_dbf.zip;envipe2023_csv.zip;envipe2024/bd_envipe_2024_csv.zip;envipe2024/bd_envipe_2024_dbf.zip;envipe2024_csv.zip;envipe2025/bd_envipe_2025_csv.zip;envipe2025/bd_envipe_2025_dbf.zip;envipe2025_csv.zip	envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025	12	envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025
AP5_4_08	EXISTE-SATISFACE	envipe:2025	1	envipe2014/bd_envipe2014_dbf.zip;envipe2015/bd_envipe2015_dbf.zip;envipe2016/bd_envipe2016_dbf.zip;envipe2017/bd_envipe2017_dbf.zip;envipe2018/bd_envipe2018_dbf.zip;envipe2018_csv.zip;envipe2019/bd_envipe2019_dbf.zip;envipe2019_csv.zip;envipe2020/bd_envipe_2020_dbf.zip;envipe2020_csv.zip;envipe2021/bd_envipe_2021_csv.zip;envipe2021/bd_envipe_2021_dbf.zip;envipe2021_csv.zip;envipe2022/bd_envipe_2022_csv.zip;envipe2022/bd_envipe_2022_dbf.zip;envipe2022_csv.zip;envipe2023/bd_envipe_2023_csv.zip;envipe2023/bd_envipe_2023_dbf.zip;envipe2023_csv.zip;envipe2024/bd_envipe_2024_csv.zip;envipe2024/bd_envipe_2024_dbf.zip;envipe2024_csv.zip;envipe2025/bd_envipe_2025_csv.zip;envipe2025/bd_envipe_2025_dbf.zip;envipe2025_csv.zip	envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025	12	envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025
AP5_4_09	EXISTE-SATISFACE	envipe:2025	1	envipe2014/bd_envipe2014_dbf.zip;envipe2015/bd_envipe2015_dbf.zip;envipe2016/bd_envipe2016_dbf.zip;envipe2017/bd_envipe2017_dbf.zip;envipe2018/bd_envipe2018_dbf.zip;envipe2018_csv.zip;envipe2019/bd_envipe2019_dbf.zip;envipe2019_csv.zip;envipe2020/bd_envipe_2020_dbf.zip;envipe2020_csv.zip;envipe2021/bd_envipe_2021_csv.zip;envipe2021/bd_envipe_2021_dbf.zip;envipe2021_csv.zip;envipe2022/bd_envipe_2022_csv.zip;envipe2022/bd_envipe_2022_dbf.zip;envipe2022_csv.zip;envipe2023/bd_envipe_2023_csv.zip;envipe2023/bd_envipe_2023_dbf.zip;envipe2023_csv.zip;envipe2024/bd_envipe_2024_csv.zip;envipe2024/bd_envipe_2024_dbf.zip;envipe2024_csv.zip;envipe2025/bd_envipe_2025_csv.zip;envipe2025/bd_envipe_2025_dbf.zip;envipe2025_csv.zip	envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025	12	envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025
AP5_4_10	EXISTE-SATISFACE	envipe:2025	1	envipe2014/bd_envipe2014_dbf.zip;envipe2015/bd_envipe2015_dbf.zip;envipe2016/bd_envipe2016_dbf.zip;envipe2017/bd_envipe2017_dbf.zip;envipe2018/bd_envipe2018_dbf.zip;envipe2018_csv.zip;envipe2019/bd_envipe2019_dbf.zip;envipe2019_csv.zip;envipe2020/bd_envipe_2020_dbf.zip;envipe2020_csv.zip;envipe2021/bd_envipe_2021_csv.zip;envipe2021/bd_envipe_2021_dbf.zip;envipe2021_csv.zip;envipe2022/bd_envipe_2022_csv.zip;envipe2022/bd_envipe_2022_dbf.zip;envipe2022_csv.zip;envipe2023/bd_envipe_2023_csv.zip;envipe2023/bd_envipe_2023_dbf.zip;envipe2023_csv.zip;envipe2024/bd_envipe_2024_csv.zip;envipe2024/bd_envipe_2024_dbf.zip;envipe2024_csv.zip;envipe2025/bd_envipe_2025_csv.zip;envipe2025/bd_envipe_2025_dbf.zip;envipe2025_csv.zip	envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025	12	envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025
AP5_4_11	EXISTE-SATISFACE	envipe:2025	5	envipe2020/bd_envipe_2020_dbf.zip;envipe2020_csv.zip;envipe2025/bd_envipe_2025_csv.zip;envipe2025/bd_envipe_2025_dbf.zip;envipe2025_csv.zip	envipe2020;envipe2025	2	envipe2020;envipe2025
AP6_6	EXISTE-SATISFACE	envipe:sin-ano	1	BD_ENCUCI2020_dbf.zip;envipe2012/base_de_datos_envipe_2012_dbf.zip	encuci2020;envipe2012	2	encuci2020;envipe2012
AP7_1	EXISTE-SATISFACE	encuci:sin-ano;envipe:sin-ano	2	BD_ENCUCI2020_dbf.zip;envipe2011/base_de_datos_envipe_2011_dbf.zip;envipe2012/base_de_datos_envipe_2012_dbf.zip;envipe2013/bd_envipe13_dbf.zip;envipe2014/bd_envipe2014_dbf.zip;envipe2015/bd_envipe2015_dbf.zip;envipe2016/bd_envipe2016_dbf.zip;envipe2017/bd_envipe2017_dbf.zip;envipe2018/bd_envipe2018_dbf.zip;envipe2018_csv.zip;envipe2019/bd_envipe2019_dbf.zip;envipe2019_csv.zip;envipe2020/bd_envipe_2020_dbf.zip;envipe2020_csv.zip;envipe2021/bd_envipe_2021_csv.zip;envipe2021/bd_envipe_2021_dbf.zip;envipe2021_csv.zip;envipe2022/bd_envipe_2022_csv.zip;envipe2022/bd_envipe_2022_dbf.zip;envipe2022_csv.zip;envipe2023/bd_envipe_2023_csv.zip;envipe2023/bd_envipe_2023_dbf.zip;envipe2023_csv.zip;envipe2024/bd_envipe_2024_csv.zip;envipe2024/bd_envipe_2024_dbf.zip;envipe2024_csv.zip;envipe2025/bd_envipe_2025_csv.zip;envipe2025/bd_envipe_2025_dbf.zip;envipe2025_csv.zip	encuci2020;envipe2011;envipe2012;envipe2013;envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025	16	encuci2020;envipe2011;envipe2012;envipe2013;envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025
AP7_3	NO-ENCONTRADO		2			0	
AP7_3_05	EXISTE-NO-SATISFACE		1	envipe2013/bd_envipe13_dbf.zip;envipe2014/bd_envipe2014_dbf.zip;envipe2015/bd_envipe2015_dbf.zip;envipe2016/bd_envipe2016_dbf.zip;envipe2017/bd_envipe2017_dbf.zip;envipe2018/bd_envipe2018_dbf.zip;envipe2018_csv.zip;envipe2019/bd_envipe2019_dbf.zip;envipe2019_csv.zip;envipe2020/bd_envipe_2020_dbf.zip;envipe2020_csv.zip;envipe2021/bd_envipe_2021_csv.zip;envipe2021/bd_envipe_2021_dbf.zip;envipe2021_csv.zip;envipe2022/bd_envipe_2022_csv.zip;envipe2022/bd_envipe_2022_dbf.zip;envipe2022_csv.zip;envipe2023/bd_envipe_2023_csv.zip;envipe2023/bd_envipe_2023_dbf.zip;envipe2023_csv.zip;envipe2024/bd_envipe_2024_csv.zip;envipe2024/bd_envipe_2024_dbf.zip;envipe2024_csv.zip;envipe2025/bd_envipe_2025_csv.zip;envipe2025/bd_envipe_2025_dbf.zip;envipe2025_csv.zip	envipe2013;envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025	13	envipe2013;envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025
AP7_3_09	EXISTE-SATISFACE	envipe:2025	7	envipe2013/bd_envipe13_dbf.zip;envipe2014/bd_envipe2014_dbf.zip;envipe2015/bd_envipe2015_dbf.zip;envipe2016/bd_envipe2016_dbf.zip;envipe2017/bd_envipe2017_dbf.zip;envipe2018/bd_envipe2018_dbf.zip;envipe2018_csv.zip;envipe2019/bd_envipe2019_dbf.zip;envipe2019_csv.zip;envipe2020/bd_envipe_2020_dbf.zip;envipe2020_csv.zip;envipe2021/bd_envipe_2021_csv.zip;envipe2021/bd_envipe_2021_dbf.zip;envipe2021_csv.zip;envipe2022/bd_envipe_2022_csv.zip;envipe2022/bd_envipe_2022_dbf.zip;envipe2022_csv.zip;envipe2023/bd_envipe_2023_csv.zip;envipe2023/bd_envipe_2023_dbf.zip;envipe2023_csv.zip;envipe2024/bd_envipe_2024_csv.zip;envipe2024/bd_envipe_2024_dbf.zip;envipe2024_csv.zip;envipe2025/bd_envipe_2025_csv.zip;envipe2025/bd_envipe_2025_dbf.zip;envipe2025_csv.zip	envipe2013;envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025	13	envipe2013;envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025
