url	programa	anio	carpeta	archivo	formato	en_manifiesto	bytes_declarados
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_gastoshogar_biare_ampliado_spss.zip		2014	microdatos	mcs_gastoshogar_biare_ampliado_spss.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_gastoshogar_biare_ampliado_stata.zip		2014	microdatos	mcs_gastoshogar_biare_ampliado_stata.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_gastospersona_biare_ampliado_csv.zip		2014	microdatos	mcs_gastospersona_biare_ampliado_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_gastospersona_biare_ampliado_dbf.zip		2014	microdatos	mcs_gastospersona_biare_ampliado_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_gastospersona_biare_ampliado_spss.zip		2014	microdatos	mcs_gastospersona_biare_ampliado_spss.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_gastospersona_biare_ampliado_stata.zip		2014	microdatos	mcs_gastospersona_biare_ampliado_stata.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_hogares_biare_ampliado_csv.zip		2014	microdatos	mcs_hogares_biare_ampliado_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_hogares_biare_ampliado_dbf.zip		2014	microdatos	mcs_hogares_biare_ampliado_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_hogares_biare_ampliado_spss.zip		2014	microdatos	mcs_hogares_biare_ampliado_spss.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_hogares_biare_ampliado_stata.zip		2014	microdatos	mcs_hogares_biare_ampliado_stata.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_ingresos_biare_ampliado_csv.zip		2014	microdatos	mcs_ingresos_biare_ampliado_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_ingresos_biare_ampliado_dbf.zip		2014	microdatos	mcs_ingresos_biare_ampliado_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_ingresos_biare_ampliado_spss.zip		2014	microdatos	mcs_ingresos_biare_ampliado_spss.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_ingresos_biare_ampliado_stata.zip		2014	microdatos	mcs_ingresos_biare_ampliado_stata.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_integrabiare_biare_ampliado_csv.zip		2014	microdatos	mcs_integrabiare_biare_ampliado_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_integrabiare_biare_ampliado_dbf.zip		2014	microdatos	mcs_integrabiare_biare_ampliado_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_integrabiare_biare_ampliado_spss.zip		2014	microdatos	mcs_integrabiare_biare_ampliado_spss.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_integrabiare_biare_ampliado_stata.zip		2014	microdatos	mcs_integrabiare_biare_ampliado_stata.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_noagro_biare_ampliado_csv.zip		2014	microdatos	mcs_noagro_biare_ampliado_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_noagro_biare_ampliado_dbf.zip		2014	microdatos	mcs_noagro_biare_ampliado_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_noagro_biare_ampliado_spss.zip		2014	microdatos	mcs_noagro_biare_ampliado_spss.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_noagro_biare_ampliado_stata.zip		2014	microdatos	mcs_noagro_biare_ampliado_stata.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_poblacion_biare_ampliado_csv.zip		2014	microdatos	mcs_poblacion_biare_ampliado_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_poblacion_biare_ampliado_dbf.zip		2014	microdatos	mcs_poblacion_biare_ampliado_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_poblacion_biare_ampliado_spss.zip		2014	microdatos	mcs_poblacion_biare_ampliado_spss.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_poblacion_biare_ampliado_stata.zip		2014	microdatos	mcs_poblacion_biare_ampliado_stata.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_trabajos_biare_ampliado_csv.zip		2014	microdatos	mcs_trabajos_biare_ampliado_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_trabajos_biare_ampliado_dbf.zip		2014	microdatos	mcs_trabajos_biare_ampliado_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_trabajos_biare_ampliado_spss.zip		2014	microdatos	mcs_trabajos_biare_ampliado_spss.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_trabajos_biare_ampliado_stata.zip		2014	microdatos	mcs_trabajos_biare_ampliado_stata.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_viviendas_biare_ampliado_csv.zip		2014	microdatos	mcs_viviendas_biare_ampliado_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_viviendas_biare_ampliado_dbf.zip		2014	microdatos	mcs_viviendas_biare_ampliado_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_viviendas_biare_ampliado_spss.zip		2014	microdatos	mcs_viviendas_biare_ampliado_spss.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/ampliado/microdatos/2014/mcs_viviendas_biare_ampliado_stata.zip		2014	microdatos	mcs_viviendas_biare_ampliado_stata.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/doc/biare_fd_2015.pdf		2015	doc	biare_fd_2015.pdf	pdf	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2013/biare_2013_julio_csv.zip		2013	microdatos	biare_2013_julio_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2013/biare_2013_julio_dbf.zip		2013	microdatos	biare_2013_julio_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2013/biare_2013_julio_dta.zip		2013	microdatos	biare_2013_julio_dta.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2013/biare_2013_julio_sav.zip		2013	microdatos	biare_2013_julio_sav.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2013/biare_2013_octubre_csv.zip		2013	microdatos	biare_2013_octubre_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2013/biare_2013_octubre_dbf.zip		2013	microdatos	biare_2013_octubre_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2013/biare_2013_octubre_dta.zip		2013	microdatos	biare_2013_octubre_dta.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2013/biare_2013_octubre_sav.zip		2013	microdatos	biare_2013_octubre_sav.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2014/biare_2014_abril_csv.zip		2014	microdatos	biare_2014_abril_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2014/biare_2014_abril_dbf.zip		2014	microdatos	biare_2014_abril_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2014/biare_2014_abril_dta.zip		2014	microdatos	biare_2014_abril_dta.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2014/biare_2014_abril_sav.zip		2014	microdatos	biare_2014_abril_sav.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2014/biare_2014_enero_csv.zip		2014	microdatos	biare_2014_enero_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2014/biare_2014_enero_dbf.zip		2014	microdatos	biare_2014_enero_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2014/biare_2014_enero_dta.zip		2014	microdatos	biare_2014_enero_dta.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2014/biare_2014_enero_sav.zip		2014	microdatos	biare_2014_enero_sav.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2014/biare_2014_julio_csv.zip		2014	microdatos	biare_2014_julio_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2014/biare_2014_julio_dbf.zip		2014	microdatos	biare_2014_julio_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2014/biare_2014_julio_dta.zip		2014	microdatos	biare_2014_julio_dta.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2014/biare_2014_julio_sav.zip		2014	microdatos	biare_2014_julio_sav.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2014/biare_2014_octubre_csv.zip		2014	microdatos	biare_2014_octubre_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2014/biare_2014_octubre_dbf.zip		2014	microdatos	biare_2014_octubre_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2014/biare_2014_octubre_dta.zip		2014	microdatos	biare_2014_octubre_dta.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2014/biare_2014_octubre_sav.zip		2014	microdatos	biare_2014_octubre_sav.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2015/biare_2015_abril_csv.zip		2015	microdatos	biare_2015_abril_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2015/biare_2015_abril_dbf.zip		2015	microdatos	biare_2015_abril_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2015/biare_2015_abril_dta.zip		2015	microdatos	biare_2015_abril_dta.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2015/biare_2015_abril_sav.zip		2015	microdatos	biare_2015_abril_sav.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2015/biare_2015_enero_csv.zip		2015	microdatos	biare_2015_enero_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2015/biare_2015_enero_dbf.zip		2015	microdatos	biare_2015_enero_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2015/biare_2015_enero_dta.zip		2015	microdatos	biare_2015_enero_dta.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2015/biare_2015_enero_sav.zip		2015	microdatos	biare_2015_enero_sav.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2015/biare_2015_julio_csv.zip		2015	microdatos	biare_2015_julio_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2015/biare_2015_julio_dbf.zip		2015	microdatos	biare_2015_julio_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2015/biare_2015_julio_dta.zip		2015	microdatos	biare_2015_julio_dta.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2015/biare_2015_julio_sav.zip		2015	microdatos	biare_2015_julio_sav.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2015/biare_2015_octubre_csv.zip		2015	microdatos	biare_2015_octubre_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2015/biare_2015_octubre_dbf.zip		2015	microdatos	biare_2015_octubre_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2015/biare_2015_octubre_dta.zip		2015	microdatos	biare_2015_octubre_dta.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2015/biare_2015_octubre_sav.zip		2015	microdatos	biare_2015_octubre_sav.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2016/biare_2016_abril_csv.zip		2016	microdatos	biare_2016_abril_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2016/biare_2016_abril_dbf.zip		2016	microdatos	biare_2016_abril_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2016/biare_2016_abril_dta.zip		2016	microdatos	biare_2016_abril_dta.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2016/biare_2016_abril_sav.zip		2016	microdatos	biare_2016_abril_sav.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2016/biare_2016_enero_csv.zip		2016	microdatos	biare_2016_enero_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2016/biare_2016_enero_dbf.zip		2016	microdatos	biare_2016_enero_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2016/biare_2016_enero_dta.zip		2016	microdatos	biare_2016_enero_dta.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2016/biare_2016_enero_sav.zip		2016	microdatos	biare_2016_enero_sav.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2016/biare_2016_julio_csv.zip		2016	microdatos	biare_2016_julio_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2016/biare_2016_julio_dbf.zip		2016	microdatos	biare_2016_julio_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2016/biare_2016_julio_dta.zip		2016	microdatos	biare_2016_julio_dta.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2016/biare_2016_julio_sav.zip		2016	microdatos	biare_2016_julio_sav.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2016/biare_2016_octubre_csv.zip		2016	microdatos	biare_2016_octubre_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2016/biare_2016_octubre_dbf.zip		2016	microdatos	biare_2016_octubre_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2016/biare_2016_octubre_dta.zip		2016	microdatos	biare_2016_octubre_dta.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2016/biare_2016_octubre_sav.zip		2016	microdatos	biare_2016_octubre_sav.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2017/biare_2017_abril_csv.zip		2017	microdatos	biare_2017_abril_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2017/biare_2017_abril_dbf.zip		2017	microdatos	biare_2017_abril_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2017/biare_2017_abril_dta.zip		2017	microdatos	biare_2017_abril_dta.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2017/biare_2017_abril_sav.zip		2017	microdatos	biare_2017_abril_sav.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2017/biare_2017_enero_csv.zip		2017	microdatos	biare_2017_enero_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2017/biare_2017_enero_dbf.zip		2017	microdatos	biare_2017_enero_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2017/biare_2017_enero_dta.zip		2017	microdatos	biare_2017_enero_dta.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2017/biare_2017_enero_sav.zip		2017	microdatos	biare_2017_enero_sav.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2017/biare_2017_julio_csv.zip		2017	microdatos	biare_2017_julio_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2017/biare_2017_julio_dbf.zip		2017	microdatos	biare_2017_julio_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2017/biare_2017_julio_dta.zip		2017	microdatos	biare_2017_julio_dta.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2017/biare_2017_julio_sav.zip		2017	microdatos	biare_2017_julio_sav.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2017/biare_2017_octubre_csv.zip		2017	microdatos	biare_2017_octubre_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2017/biare_2017_octubre_dbf.zip		2017	microdatos	biare_2017_octubre_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2017/biare_2017_octubre_dta.zip		2017	microdatos	biare_2017_octubre_dta.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2017/biare_2017_octubre_sav.zip		2017	microdatos	biare_2017_octubre_sav.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2018/biare_2018_abril_csv.zip		2018	microdatos	biare_2018_abril_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2018/biare_2018_abril_dbf.zip		2018	microdatos	biare_2018_abril_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2018/biare_2018_abril_dta.zip		2018	microdatos	biare_2018_abril_dta.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2018/biare_2018_abril_sav.zip		2018	microdatos	biare_2018_abril_sav.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2018/biare_2018_enero_csv.zip		2018	microdatos	biare_2018_enero_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2018/biare_2018_enero_dbf.zip		2018	microdatos	biare_2018_enero_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2018/biare_2018_enero_dta.zip		2018	microdatos	biare_2018_enero_dta.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2018/biare_2018_enero_sav.zip		2018	microdatos	biare_2018_enero_sav.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2018/biare_2018_julio_csv.zip		2018	microdatos	biare_2018_julio_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2018/biare_2018_julio_dbf.zip		2018	microdatos	biare_2018_julio_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2018/biare_2018_julio_dta.zip		2018	microdatos	biare_2018_julio_dta.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2018/biare_2018_julio_sav.zip		2018	microdatos	biare_2018_julio_sav.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2018/biare_2018_octubre_csv.zip		2018	microdatos	biare_2018_octubre_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2018/biare_2018_octubre_dbf.zip		2018	microdatos	biare_2018_octubre_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2018/biare_2018_octubre_spss.zip		2018	microdatos	biare_2018_octubre_spss.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2018/biare_2018_octubre_stata.zip		2018	microdatos	biare_2018_octubre_stata.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2019/BIARE_2019_abril_csv.zip		2019	microdatos	BIARE_2019_abril_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2019/BIARE_2019_abril_dbf.zip		2019	microdatos	BIARE_2019_abril_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2019/BIARE_2019_abril_spss.zip		2019	microdatos	BIARE_2019_abril_spss.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2019/BIARE_2019_abril_stata.zip		2019	microdatos	BIARE_2019_abril_stata.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2019/BIARE_2019_enero_csv.zip		2019	microdatos	BIARE_2019_enero_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2019/BIARE_2019_enero_dbf.zip		2019	microdatos	BIARE_2019_enero_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2019/BIARE_2019_enero_spss.zip		2019	microdatos	BIARE_2019_enero_spss.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2019/BIARE_2019_enero_stata.zip		2019	microdatos	BIARE_2019_enero_stata.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2019/BIARE_2019_julio_csv.zip		2019	microdatos	BIARE_2019_julio_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2019/BIARE_2019_julio_dbf.zip		2019	microdatos	BIARE_2019_julio_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2019/BIARE_2019_julio_spss.zip		2019	microdatos	BIARE_2019_julio_spss.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2019/BIARE_2019_julio_stata.zip		2019	microdatos	BIARE_2019_julio_stata.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2019/BIARE_2019_octubre_csv.zip		2019	microdatos	BIARE_2019_octubre_csv.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2019/BIARE_2019_octubre_dbf.zip		2019	microdatos	BIARE_2019_octubre_dbf.zip	zip	no	
https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2019/BIARE_2019_octubre_spss.zip		2019	microdatos	BIARE_2019_octubre_spss.zip	zip	no	
