conducta	conducta_texto	ola	comparado_con	veredicto	alcance_del_veredicto	reactivo	texto_literal	opciones_y_codigos	filtro_y_flujo	unidad	poblacion_base	fuente	secciones_fd_recorridas	componentes_no_estimables	texto_buscado	limite_fd	nota
K3	Uso de crédito informal: fiado · préstamo de conocidos · empeño · gota a gota	2021	2021 (ancla)	MISMO-INSTRUMENTO	Fila ancla. Componentes con reactivo: préstamo de conocidos = 6.1.3 (amistades o personas conocidas) + 6.1.4 (familiares); empeño = 6.1.2; caja de ahorro = 6.1.1 (no está en la lista de mesa, se declara). Componentes SIN reactivo en esta ola: fiado y gota a gota.	P6_1_1..P6_1_5 (6.1)	6.1 De julio de 2020 a la fecha, ¿pidió prestado… 1 en una caja de ahorro del trabajo o de personas conocidas? 2 en una casa de empeño? 3 a sus amistades o personas conocidas? 4 a sus familiares? 5 Otro (ESPECIFIQUE)	1 Sí / 2 No por ítem	Primera pregunta de la sección 6, a toda persona elegida, sin filtro; no hay pase (sigue el cintillo de crédito formal). Sin pregunta de intereses ni de destino del préstamo informal.	P	Persona elegida de 18 años y más (cuestionario 2021 pdf-pág 5: «DE 18 AÑOS Y MÁS»; FD 2021 TModulo fila 1502: EDAD 18-96); residente habitual en vivienda particular	enif_2021_cuestionario.pdf sha256/16=2fe495a58f2eae73 pdf-pág 15; enif_2021_fd_pdf.zip/enif_2021_estructura_del_archivo.xlsx sha256/16(zip)=6f4e3aab705ddb69 TModulo filas 614-622	Cuestionario 2021 pdf-págs 15-19 (SECCIÓN 6, 6.1-6.18) + pág 5 (universo) + pág 11 (5.4); FD 2021: TModulo filas 611-899 (P6_1_1..P6_18_9, 96 campos); modelo ER 2021 (TMODULO)	fiado; gota a gota	«fiado», «fiar», «fía», «gota a gota», «prestamista», «agiotista», «usura», «usurero», «tanda» (como crédito), «abonero» buscados en el cuestionario completo (secciones 1-14) y en el FD TModulo: 0 reactivos. El único acierto de «fiado» es la subcadena «fiador» (6.18/6.17 razones de rechazo). La opción 6.1.5 «Otro (especifique)» puede contener ambos, pero no es identificable sin abrir la respuesta abierta, que el microdato público no trae.		La pieza «no fundir empeño con gota a gota» está a salvo en el texto: empeño tiene casilla propia (6.1.2) en las cinco olas y gota a gota no tiene casilla en ninguna. Ventana de referencia: «de julio de 2020 a la fecha» (levantamiento jun-ago 2021, ≈12 meses).
K3	Uso de crédito informal: fiado · préstamo de conocidos · empeño · gota a gota	2024	2021	CAMBIO-MENOR	Componentes con reactivo: conocidos (6.1.3+6.1.4), empeño (6.1.2), caja (6.1.1). Fiado y gota a gota sin reactivo.	P6_1_1..P6_1_5 (6.1); nuevos P6_1A_3, P6_1A_4, P6_1A_5 (6.1a)	6.1 En los últimos 12 meses, de junio de 2023 a la fecha, ¿pidió prestado… 1 en una caja de ahorro del trabajo o de personas conocidas? 2 en una casa de empeño? 3 a sus amistades o personas conocidas? 4 a sus familiares? 5 Otro (ESPECIFIQUE) · 6.1a ¿Por el préstamo que pidió (RESPUESTA EN 6.1) le cobran intereses?	6.1: 1 Sí / 2 No por ítem (los cinco ítems idénticos a 2021). 6.1a: 1 Sí / 2 No / 9 No sabe; el FD sólo trae 6.1a para los ítems 3, 4 y 5 (no para caja ni empeño).	A toda persona elegida, sin filtro; «CON CÓDIGO 1, PREGUNTE 6.1a SEGÚN CORRESPONDA»; «SI TODAS TIENEN CÓDIGO 2, PASE A CINTILLO PREVIO A 6.2».	P	Persona elegida de 18 años y más (cuestionario 2024 pdf-pág 4: «PARA PERSONAS DE 18 AÑOS Y MÁS»; FD 2024 TSDEM fila 39); residente habitual en vivienda particular	enif_2024_cuestionario.pdf sha256/16=32e37cc13da38691 pdf-pág 16; enif_2024_fd.xlsx sha256/16=17e2ad86ce9e4fd5 TMODULO filas 668-686	Cuestionario 2024 pdf-págs 16-20 (SECCIÓN 6, 6.1-6.17) + pág 4 (universo) + pág 12 (5.4); FD 2024: TMODULO filas 665-903 (P6_1_1..P6_17_9, 84 campos); modelo lógico 2024 (TMODULO)	fiado; gota a gota	«fiado», «fiar», «fía», «gota a gota», «prestamista», «agiotista», «usura», «usurero», «tanda» (como crédito), «abonero» buscados en el cuestionario completo (secciones 1-14) y en el FD TModulo: 0 reactivos. El único acierto de «fiado» es la subcadena «fiador» (6.18/6.17 razones de rechazo). La opción 6.1.5 «Otro (especifique)» puede contener ambos, pero no es identificable sin abrir la respuesta abierta, que el microdato público no trae. 6.1a («le cobran intereses» por préstamo de conocidos/familiares/otro) es EXISTE-NO-SATISFACE para gota a gota: separa préstamo con interés de sin interés, no prestamista predatorio de familiar que cobra.		Por qué no entra en el estimando: la ventana pasa de «de julio de 2020 a la fecha» a «en los últimos 12 meses, de junio de 2023 a la fecha» — misma ventana nominal (≈12 meses antes del levantamiento) con redacción distinta; 6.1a se añade DESPUÉS del ítem y no altera la pregunta de tenencia. Si el sucesor usa 6.1a para partir «conocidos» en con/sin interés, esa partición sólo existe en 2024.
K3	Uso de crédito informal: fiado · préstamo de conocidos · empeño · gota a gota	2018	2021	CAMBIO-MENOR	Componentes con reactivo: conocidos (6.1.3+6.1.4), empeño (6.1.2), caja (6.1.1). Fiado y gota a gota sin reactivo. Exige recorte 18-70.	P6_1_1..P6_1_5 (6.1); además P6_2_1..P6_2_9 (6.2 destino del préstamo informal)	6.1 De abril de 2017 a la fecha, ¿pidió prestado… 1 en una caja de ahorro del trabajo o de conocidos? 2 en una casa de empeño? 3 a sus amigos o conocidos? 4 a sus familiares? 5 Otro (ESPECIFIQUE)	1 Sí / 2 No por ítem; «CON ALGÚN CÓDIGO 1, PREGUNTE 6.2» (destino, multirrespuesta 0/1); «SI TODAS TIENEN CÓDIGO 2, PASE A 6.3»	A toda persona elegida, sin filtro previo.	P	Persona elegida de 18 a 70 años (cuestionario 2018 pdf-pág 3: «DE 18 A 70 AÑOS»; FD 2018 TModulo fila 605: EDAD 18..70); residente habitual en vivienda particular	enif_2018_cuestionario.pdf sha256/16=cda9a0283a39514e pdf-pág 12; enif_2018_fd.xlsx sha256/16=dd8d5c92a7a03150 TModulo filas 413-440	Cuestionario 2018 pdf-págs 12-15 (SECCIÓN 6, 6.1-6.19) + pág 3 (universo) + pág 8 (5.4-5.6); FD 2018: TModulo filas 410-599 (P6_1_1..P6_19_9, 89 campos) + TModulo2 SECCIÓN 10 (filas 302-393)	fiado; gota a gota	«fiado», «fiar», «fía», «gota a gota», «prestamista», «agiotista», «usura», «usurero», «tanda» (como crédito), «abonero» buscados en el cuestionario completo (secciones 1-14) y en el FD TModulo: 0 reactivos. El único acierto de «fiado» es la subcadena «fiador» (6.19 razones de rechazo). La opción 6.1.5 «Otro (especifique)» puede contener ambos, pero no es identificable sin abrir la respuesta abierta, que el microdato público no trae. Firma D2: la cita del texto buscado se deja aquí para que 2018 no se declare NO-CONSTRUIBLE por nombre de variable.		Por qué no entra en el estimando: «amigos o conocidos» → «amistades o personas conocidas» es lenguaje incluyente sin cambio de referente; ventana «de abril de 2017 a la fecha» (levantamiento 30 abr-22 jun 2018, ≈13 meses) frente a ≈12 en 2021: un mes de ventana en una tasa anual de «pidió prestado» no cambia la conducta, y se declara. 2018 además pregunta destino (6.2), que 2021 no.
K3	Uso de crédito informal: fiado · préstamo de conocidos · empeño · gota a gota	2015	2021	NO-VERIFICABLE-AQUÍ	Componentes con campo en FD: conocidos (6.1.1 familiares + 6.1.2 amigos), empeño (6.1.4), caja (6.1.3). Fiado y gota a gota sin campo.	P6_1_1 (familiares), P6_1_2 (amigos o conocidos), P6_1_3 (caja), P6_1_4 (empeño), P6_1_5 (otro) — según FD; P6_2_1..P6_2_5 (6.2 intereses); P6_3_1..P6_3_9 (6.3 destino)	6.1 En el último año de julio del año pasado a la fecha, ¿pidió dinero prestado… 1 a sus familiares? 2 a sus amigos o conocidos? 3 en una caja de ahorro del trabajo o de conocidos? 4 en una casa de empeño? 5 Otro · 6.2 Sin decirme la cantidad, ¿le cobran o cobraron intereses ...?	6.1: 1 Sí / 2 No (sin blanco: universal). 6.2: 1 Sí / 2 No / 9 No sabe / b. 6.3: 1 Sí / 2 No / b (9 destinos)	NO VERIFICABLE: 6.1 sin blanco (universal); 6.2/6.3 dependientes; pases no escritos.	P	Persona elegida de 18 a 70 años (FD 2015 TModulo1 fila 634: EDAD [18-70] «18-70 años»); residente habitual en vivienda particular	enif_2015_fd.xlsx sha256/16=8233cf53f5904966 TModulo1 filas 559-619; enif_2015_modelo_datos.pdf sha256/16=ad534b036e736532 (1 página, imagen; sin texto extraíble)	FD 2015: TModulo1 filas 559-624 (6.1-6.5, 23 campos) + TModulo2 filas 9-332 (6.6-6.21, 101 campos) + TModulo1 5.26.1/5.26.2 + Índice; modelo de datos 2015 = imagen sin texto	fiado; gota a gota	«fiado», «gota», «prestamista», «agiotista», «usur», «abonero» en FD 2015 completo: 0 campos.	Sin cuestionario en el corpus: el FD trae texto de pregunta, opciones y códigos, pero NO los pases ni los filtros (sólo «b blanco por pase»); a quién se le pregunta y en qué orden no es verificable aquí. Lo que el FD sí establece: el ORDEN de 6.1 es distinto (1 familiares, 2 amigos, 3 caja, 4 empeño) — P6_1_2 de 2015 es «amigos» y en 2018+ es «empeño»; hay 6.2 (intereses por fuente) que 2018/2021 no tienen y 2024 recupera parcialmente como 6.1a.	Veredicto esperable al llegar el cuestionario: CAMBIO-MENOR para tenencia, con remapeo de sufijos obligatorio.
K3	Uso de crédito informal: fiado · préstamo de conocidos · empeño · gota a gota	2012	2021	NO-VERIFICABLE-AQUÍ	Componentes con campo en FD: conocidos (6.1.3 amigos + 6.1.4 familiares), empeño (6.1.2), caja (6.1.1 «entre amigos o conocidos»). Fiado y gota a gota sin campo.	P6_1_1..P6_1_5 (6.1); P6_2_1..P6_2_5 (6.2 intereses); P6_3_1..P6_3_8 (6.3 destino) — según FD	6.1 De abril de 2011 a la fecha, pidió dinero prestado a… 1 caja de ahorro entre amigos o conocidos? 2 casa de empeño? 3 amigos o conocidos? 4 familiares? 5 Otro · 6.2 Sin decirme la cantidad, ¿le cobraron intereses en la (sus) (respuesta DE 6.1)?	6.1: 1 Si / 2 No (sin blanco). 6.2: 1 Si / 2 No / b. 6.3: 1 Si / 0 No se declaró / b (8 destinos; «Gastos de educación o salud» fusionados)	NO VERIFICABLE: pases no escritos; 6.1 universal por códigos.	P	Persona elegida de 18 a 70 años (FD 2012 NOTAS ACLARATORIAS fila 15: «tramo de edad de interés de la encuesta, esto es, entre 18 y 70 años»); residente habitual en vivienda particular	fd_enif2012.xlsx sha256/16=f03d8e7c82f511e7 TMODULO1 filas 446-505; modelo_enif2012.pdf sha256/16=77a9b05ed53f243d	FD 2012: TMODULO1 filas 445-842 (SECCIÓN 6. CRÉDITO INFORMAL Y FORMAL, 6.1-6.20, 109 campos) + TMODULO1 filas 125-149 (SECCIÓN 4) + TMODULO2 filas 254-443 (SECCIÓN 10) + NOTAS ACLARATORIAS; modelo de datos 2012 (TMODULO1 P6_1_1..P6_20_9)	fiado; gota a gota	«fiado», «gota», «prestamista», «agiotista», «usur», «abonero» en FD 2012 completo: 0 campos.	Sin cuestionario en el corpus: el FD trae texto de pregunta, opciones y códigos, pero NO los pases ni los filtros (sólo «b blanco por pase»); a quién se le pregunta y en qué orden no es verificable aquí. Lo que el FD sí establece: orden de ítems igual a 2018+ (caja, empeño, amigos, familiares, otro) pero el ítem 1 dice «caja de ahorro entre amigos o conocidos» (sin «del trabajo»); existe 6.2 intereses por fuente.	Veredicto esperable al llegar el cuestionario: CAMBIO-MENOR para empeño/conocidos; para «caja» el referente cambia (sin «del trabajo»).
K4	Motivo de no tener crédito, partido en (a) autoexclusión declarada y (b) exclusión por oferta	2021	2021 (ancla)	MISMO-INSTRUMENTO	Fila ancla. Partición leída del texto: (b) exclusión por oferta = 1 (no cumple requisitos) + 3 (cree que lo van a rechazar: rechazo anticipado, se rotula aparte) + 2 (sucursal lejos o no hay: exclusión por acceso, se rotula aparte); (a) autoexclusión declarada = 6 (no le interesa o no lo necesita) + 7 (no le gusta endeudarse); ni a ni b = 4 (no confía / mal servicio), 5 (intereses o comisiones altas), 8 (impuestos), 9 (otro). (a) y (b) son separables: sí.	P6_15 (6.15); base definida por P6_2_1..9 = 2 y P6_14 = 2	6.15 ¿Cuál es la razón principal por la que nunca ha tenido un préstamo, crédito o tarjeta de crédito?	1 No cumple con los requisitos (no tiene trabajo, ingresos insuficientes) · 2 La sucursal le queda lejos o no hay · 3 Cree que la (lo) van a rechazar · 4 No confía en las instituciones financieras o le dan mal servicio · 5 Los intereses o comisiones son altas · 6 No le interesa o no lo necesita · 7 No le gusta endeudarse · 8 No quiere que le cobren impuestos · 9 Otro (ESPECIFIQUE); CIRCULE UN SOLO CÓDIGO; todas PASE A 6.17	Sólo la responde quien no tiene ningún producto formal (todas 6.2 = 2 → PASE A 6.14) Y nunca lo tuvo (6.14 = 2). Los ex-usuarios (6.14 = 1) reciben 6.16 «¿por qué dejó de tener...?», cuyas opciones incluyen 5 «Ya no cumple con los requisitos» (oferta) y 2 «No se quiere volver a endeudar» (autoexclusión). Respuesta única: razón principal.	P	Persona elegida de 18 años y más (cuestionario 2021 pdf-pág 5: «DE 18 AÑOS Y MÁS»; FD 2021 TModulo fila 1502: EDAD 18-96); residente habitual en vivienda particular; K4 se pregunta sólo a la subpoblación que nunca ha tenido crédito formal	enif_2021_cuestionario.pdf sha256/16=2fe495a58f2eae73 pdf-pág 18; enif_2021_fd_pdf.zip/enif_2021_estructura_del_archivo.xlsx sha256/16(zip)=6f4e3aab705ddb69 TModulo filas 851-871	Cuestionario 2021 pdf-págs 15-19 (SECCIÓN 6, 6.1-6.18) + pág 5 (universo) + pág 11 (5.4); FD 2021: TModulo filas 611-899 (P6_1_1..P6_18_9, 96 campos); modelo ER 2021 (TMODULO)				La base de K4 NO es «no tiene crédito hoy» sino «nunca ha tenido»; los ex-usuarios sin crédito hoy quedan fuera de 6.15 y tienen su propia partición en 6.16. Un sucesor que quiera «motivo de no tener crédito hoy» debe unir 6.15 y 6.16 con dos catálogos distintos, y decirlo.
K4	Motivo de no tener crédito, partido en (a) autoexclusión declarada y (b) exclusión por oferta	2024	2021	CAMBIO-MENOR	(a) y (b) completas; separables: sí. Códigos y partición idénticos a 2021.	P6_14 (6.14); base P6_2_1..9 = 2 y P6_13 = 2	6.14 ¿Cuál es la razón principal por la que nunca ha tenido un préstamo, crédito o tarjeta de crédito?	1 No cumple con los requisitos (no tiene trabajo, ingresos insuficientes o variables, no tiene identificación oficial, etcétera) · 2 La sucursal le queda lejos o no hay · 3 Cree que la (lo) van a rechazar · 4 No confía en las instituciones financieras o le dan mal servicio · 5 Los intereses o comisiones son altas · 6 No le interesa o no lo necesita · 7 No le gusta endeudarse · 8 No quiere que le cobren impuestos · 9 Otro (ESPECIFIQUE); CIRCULE UN SOLO CÓDIGO; todas PASE A 6.16	Igual que 2021: todas 6.2 = 2 → PASE A 6.13; 6.13 = 2 → 6.14; 6.13 = 1 → 6.15 (ex-usuarios, mismo catálogo que 6.16 de 2021).	P	Persona elegida de 18 años y más (cuestionario 2024 pdf-pág 4: «PARA PERSONAS DE 18 AÑOS Y MÁS»; FD 2024 TSDEM fila 39); residente habitual en vivienda particular; sólo quien nunca ha tenido crédito formal	enif_2024_cuestionario.pdf sha256/16=32e37cc13da38691 pdf-pág 19; enif_2024_fd.xlsx sha256/16=17e2ad86ce9e4fd5 TMODULO filas 860-869	Cuestionario 2024 pdf-págs 16-20 (SECCIÓN 6, 6.1-6.17) + pág 4 (universo) + pág 12 (5.4); FD 2024: TMODULO filas 665-903 (P6_1_1..P6_17_9, 84 campos); modelo lógico 2024 (TMODULO)				Por qué no entra en el estimando de K4: el único cambio es el paréntesis de la opción 1, que añade ejemplos («o variables», «no tiene identificación oficial», «etcétera») todos de exclusión por oferta. Puede atraer respuestas desde 9 Otro hacia (b), nunca desde (a) hacia (b) ni al revés: la partición a/b no se mueve, el nivel de (b) puede subir por lectura. Se declara como riesgo de nivel, no de partición.
K4	Motivo de no tener crédito, partido en (a) autoexclusión declarada y (b) exclusión por oferta	2018	2021	CAMBIO-MENOR	(a) y (b) completas; separables: sí. Falta la opción «impuestos» (8 de 2021). Exige recorte 18-70.	P6_6 (6.6); base P6_3 = 2, P6_4 = 2 y P6_5 = 2	6.6 ¿Cuál es la razón principal por la que nunca ha tenido un préstamo, crédito o tarjeta de crédito? (el FD 2018 fila 448 la transcribe como «...por la que no tiene...»; manda el cuestionario)	1 No cumple con los requisitos (no tiene trabajo, ingresos insuficientes) · 2 La sucursal le queda lejos o no hay · 3 Cree que lo van a rechazar · 4 No confía en las instituciones financieras o le dan mal servicio · 5 Los intereses o comisiones son altas · 6 No le interesa o no lo necesita · 7 No le gusta endeudarse · 8 Otro (ESPECIFIQUE); CIRCULE UN SOLO CÓDIGO; todas PASE A 6.18	6.3 No → 6.4 No → 6.5 No → 6.6. Misma base que 2021 (sin producto formal hoy y nunca lo tuvo); ex-usuarios (6.5 = 1) → 6.7 con catálogo propio (7 opciones, sin «impuestos»).	P	Persona elegida de 18 a 70 años (cuestionario 2018 pdf-pág 3: «DE 18 A 70 AÑOS»; FD 2018 TModulo fila 605: EDAD 18..70); residente habitual en vivienda particular; sólo quien nunca ha tenido crédito formal	enif_2018_cuestionario.pdf sha256/16=cda9a0283a39514e pdf-pág 12; enif_2018_fd.xlsx sha256/16=dd8d5c92a7a03150 TModulo filas 448-455	Cuestionario 2018 pdf-págs 12-15 (SECCIÓN 6, 6.1-6.19) + pág 3 (universo) + pág 8 (5.4-5.6); FD 2018: TModulo filas 410-599 (P6_1_1..P6_19_9, 89 campos) + TModulo2 SECCIÓN 10 (filas 302-393)				Por qué no entra en el estimando: la opción ausente («no quiere que le cobren impuestos») no pertenece ni a (a) ni a (b); en 2018 esas respuestas caen en 8 Otro o en 4/5, todas fuera de la partición. El código 8 significa «Otro» en 2018 y «impuestos» en 2021: colisión de código a declarar. «Cree que lo van a rechazar» vs «la (lo)»: lenguaje incluyente. Firma D2: 2018 entra a K4 con esto declarado.
K4	Motivo de no tener crédito, partido en (a) autoexclusión declarada y (b) exclusión por oferta	2015	2021	NO-VERIFICABLE-AQUÍ	(a) y (b) según FD: separables sí (b: P6_6_1 requisitos, P6_6_5 cree que lo van a rechazar, P6_6_4 sucursal; a: P6_6_6 no le gusta endeudarse, P6_6_7 no le interesa).	P6_6_1..P6_6_8 (6.6, MULTIRRESPUESTA) — según FD; base presumible P6_4 = 2 y P6_5 = 2	6.6 ¿Cuál es la razón por la que no tiene un préstamo, crédito o tarjeta de crédito… no cumple con los requisitos (no tiene trabajo, ingresos insuficientes)? los intereses o comisiones son altas? no confía en las instituciones financieras o le dan mal servicio? la sucursal le queda lejos o no hay? cree que lo van a rechazar? no le gusta endeudarse? no le interesa o no lo necesita? Otro	Ocho campos P6_6_1..P6_6_8, cada uno 1 Sí / 2 No / b blanco (no hay «razón principal»: se aceptan varias); P6_6A especifique	NO VERIFICABLE: el FD no escribe si 6.6 se pregunta a «nunca tuvo» (como 2018+) o a «no tiene hoy»; el texto dice «no tiene», no «nunca ha tenido».	P	Persona elegida de 18 a 70 años (FD 2015 TModulo1 fila 634: EDAD [18-70] «18-70 años»); residente habitual en vivienda particular; base de 6.6 no verificable (¿nunca tuvo o no tiene hoy?)	enif_2015_fd.xlsx sha256/16=8233cf53f5904966 TModulo2 filas 9-34; enif_2015_modelo_datos.pdf sha256/16=ad534b036e736532 (1 página, imagen; sin texto extraíble)	FD 2015: TModulo1 filas 559-624 (6.1-6.5, 23 campos) + TModulo2 filas 9-332 (6.6-6.21, 101 campos) + TModulo1 5.26.1/5.26.2 + Índice; modelo de datos 2015 = imagen sin texto			Sin cuestionario en el corpus: el FD trae texto de pregunta, opciones y códigos, pero NO los pases ni los filtros (sólo «b blanco por pase»); a quién se le pregunta y en qué orden no es verificable aquí. Lo que el FD sí establece y basta para acotar: 6.6 es multirrespuesta (ocho variables Sí/No) frente a «razón principal, un solo código» en 2018-2024. Aunque llegue el cuestionario, una distribución de razones múltiples no es la distribución de la razón principal: el veredicto esperable es CAMBIO-DE-INSTRUMENTO, y la partición a/b sólo se recupera con una regla de prioridad que hoy no existe.	No se degrada a NO-ESTIMABLE: la conducta se pregunta, con otro instrumento.
K4	Motivo de no tener crédito, partido en (a) autoexclusión declarada y (b) exclusión por oferta	2012	2021	NO-VERIFICABLE-AQUÍ	(a) y (b) según FD: (b) P6_5_4 requisitos, P6_5_6 cree que lo van a rechazar, P6_5_7 sucursal; (a) P6_5_5 no le gusta endeudarse y P6_5_1 «No le interesa, no lo necesita o no lo ha solicitado» — (a) viene fundida con «no lo ha solicitado», que no es autoexclusión declarada.	P6_5_1..P6_5_8 (6.5, MULTIRRESPUESTA) — según FD; base presumible P6_4 = 2	6.5 ¿Por qué no tiene un préstamo, crédito o tarjeta de crédito? No le interesa, no lo necesita o no lo ha solicitado · Los intereses o las comisiones son altos · No confía en los bancos o le dan mal servicio · No cumple con los requisitos (no tiene trabajo, ingresos insuficientes) · No le gusta endeudarse · Cree que lo van a rechazar · La sucursal le queda lejos o no hay · Otro	Ocho campos P6_5_1..P6_5_8, cada uno 1 Si / 0 No se declaró como opción afirmativa / b blanco / 9 No Especificado	NO VERIFICABLE: no existe «alguna vez tuvo» en 2012, así que la base sólo puede ser «no tiene hoy» (6.4 = 2): nunca-usuarios y ex-usuarios juntos.	P	Persona elegida de 18 a 70 años (FD 2012 NOTAS ACLARATORIAS fila 15: «tramo de edad de interés de la encuesta, esto es, entre 18 y 70 años»); residente habitual en vivienda particular; base presumible: quien no tiene crédito formal hoy (sin separar ex-usuarios)	fd_enif2012.xlsx sha256/16=f03d8e7c82f511e7 TMODULO1 filas 509-541; modelo_enif2012.pdf sha256/16=77a9b05ed53f243d	FD 2012: TMODULO1 filas 445-842 (SECCIÓN 6. CRÉDITO INFORMAL Y FORMAL, 6.1-6.20, 109 campos) + TMODULO1 filas 125-149 (SECCIÓN 4) + TMODULO2 filas 254-443 (SECCIÓN 10) + NOTAS ACLARATORIAS; modelo de datos 2012 (TMODULO1 P6_1_1..P6_20_9)			Sin cuestionario en el corpus: el FD trae texto de pregunta, opciones y códigos, pero NO los pases ni los filtros (sólo «b blanco por pase»); a quién se le pregunta y en qué orden no es verificable aquí. Lo que el FD sí establece: multirrespuesta (como 2015), base «no tiene» sin separar ex-usuarios, y la fusión de «no lo ha solicitado» dentro de la casilla de autoexclusión. Veredicto esperable al llegar el cuestionario: CAMBIO-DE-INSTRUMENTO por las tres razones.	Para K4(a) 2012 es la ola más lejana: la casilla que la hipótesis del corpus llama «no le interesa» incluye aquí a quien simplemente nunca pidió.
K5	Solicitó crédito formal y se lo negaron	2021	2021 (ancla)	MISMO-INSTRUMENTO	Fila ancla. K5 = P6_17 = 1; denominador declarable como toda persona elegida (código 3 separa a quien nunca solicitó) o como solicitantes (1+2).	P6_17 (6.17); razones P6_18_1..P6_18_9 (6.18)	6.17 ¿Alguna vez le han rechazado una solicitud de crédito? · 6.18 ¿Cuáles son las razones por las que le negaron el crédito?	1 Sí · 2 No · 3 Nunca lo ha solicitado; CIRCULE UN SOLO CÓDIGO; con 1 pregunta razones (multirrespuesta): Problemas con el buró de crédito · No pudo comprobar ingresos o eran insuficientes · Piden documentos que no tiene · No tiene historial crediticio · Falta de garantía, fiadora, fiador o aval · Otro · No sabe	Universal: todos los caminos de la sección desembocan en 6.17 (6.13 → PASE A 6.17; 6.15 → PASE A 6.17; 6.16 → 6.17). 6.17 = 2 o 3 → PASE A SECCIÓN 7; = 1 → 6.18.	P	Persona elegida de 18 años y más (cuestionario 2021 pdf-pág 5: «DE 18 AÑOS Y MÁS»; FD 2021 TModulo fila 1502: EDAD 18-96); residente habitual en vivienda particular	enif_2021_cuestionario.pdf sha256/16=2fe495a58f2eae73 pdf-pág 19; enif_2021_fd_pdf.zip/enif_2021_estructura_del_archivo.xlsx sha256/16(zip)=6f4e3aab705ddb69 TModulo filas 873-896	Cuestionario 2021 pdf-págs 15-19 (SECCIÓN 6, 6.1-6.18) + pág 5 (universo) + pág 11 (5.4); FD 2021: TModulo filas 611-899 (P6_1_1..P6_18_9, 96 campos); modelo ER 2021 (TMODULO)				Límite de la conducta, no de la ola: el reactivo dice «solicitud de crédito» sin «formal»; la lista de razones (buró, comprobante de ingresos, historial, aval) es de oferta formal, lo que acota el referente de facto. El rechazo es «alguna vez», sin ventana temporal. Eje D3(a) verificado: ENIF lo pregunta.
K5	Solicitó crédito formal y se lo negaron	2024	2021	MISMO-INSTRUMENTO	K5 completa: texto, códigos y flujo de 6.16 idénticos a 6.17 de 2021.	P6_16 (6.16); razones P6_17_1..P6_17_9 (6.17)	6.16 ¿Alguna vez le han rechazado una solicitud de crédito? · 6.17 ¿Cuáles son las razones por las que le negaron el crédito?	6.16: 1 Sí · 2 No · 3 Nunca lo ha solicitado. 6.17: como 2021 salvo redacción en pasado y opción 3 ampliada «Pedían documentos que no tenía (identificación oficial, comprobante de domicilio, entre otros)»; en el FD 2024 las razones se codifican 0 «No se mencionó» / 1 (2021: 1 Sí / 2 No)	Universal: 6.12 No → PASE A 6.16; 6.12a → 6.13 → 6.14 → PASE A 6.16; 6.15 → 6.16. 6.16 = 2 o 3 → PASE A SECCIÓN 7.	P	Persona elegida de 18 años y más (cuestionario 2024 pdf-pág 4: «PARA PERSONAS DE 18 AÑOS Y MÁS»; FD 2024 TSDEM fila 39); residente habitual en vivienda particular	enif_2024_cuestionario.pdf sha256/16=32e37cc13da38691 pdf-pág 19-20; enif_2024_fd.xlsx sha256/16=17e2ad86ce9e4fd5 TMODULO filas 879-900	Cuestionario 2024 pdf-págs 16-20 (SECCIÓN 6, 6.1-6.17) + pág 4 (universo) + pág 12 (5.4); FD 2024: TMODULO filas 665-903 (P6_1_1..P6_17_9, 84 campos); modelo lógico 2024 (TMODULO)				MISMO-INSTRUMENTO aplica al rechazo (K5). Si el sucesor usa las RAZONES (6.17), la opción 3 cambió de redacción y el código de las multirrespuestas cambió de 1/2 a 0/1: eso es CAMBIO-MENOR para las razones, declarado aquí y no en otra fila.
K5	Solicitó crédito formal y se lo negaron	2018	2021	CAMBIO-MENOR	K5 completa; el único cambio es la base 18-70 (recorte de 2021/2024).	P6_18 (6.18); razones P6_19_1..P6_19_9 (6.19)	6.18 ¿Alguna vez le han rechazado una solicitud de crédito? · 6.19 ¿Cuáles son las razones por las que le negaron el crédito?	6.18: 1 Sí · 2 No · 3 Nunca lo ha solicitado. 6.19: Problemas con el buró de crédito · No pudo comprobar ingresos o eran insuficientes · Piden documentos que no tiene · No tiene historial crediticio · Falta de garantía, fiador o aval · Otro · No sabe (0/1)	Universal: 6.6 → PASE A 6.18; 6.7 → PASE A 6.18; 6.8 todas 2 → PASE A 6.18; 6.16 No → PASE A 6.18; 6.17 → 6.18. 6.18 = 2 o 3 → PASE A SECCIÓN 7.	P	Persona elegida de 18 a 70 años (cuestionario 2018 pdf-pág 3: «DE 18 A 70 AÑOS»; FD 2018 TModulo fila 605: EDAD 18..70); residente habitual en vivienda particular	enif_2018_cuestionario.pdf sha256/16=cda9a0283a39514e pdf-pág 15; enif_2018_fd.xlsx sha256/16=dd8d5c92a7a03150 TModulo filas 583-599	Cuestionario 2018 pdf-págs 12-15 (SECCIÓN 6, 6.1-6.19) + pág 3 (universo) + pág 8 (5.4-5.6); FD 2018: TModulo filas 410-599 (P6_1_1..P6_19_9, 89 campos) + TModulo2 SECCIÓN 10 (filas 302-393)				Por qué no entra en el estimando: texto, códigos y flujo son idénticos; sólo la base difiere, y K5 no tiene un segmento de interés en 71+ que el recorte toque (D3 admite rechazo como eje de segmento, no como conducta de mayores). Firma D2: 2018 entra a K5.
