instrumento	id_manifiesto	sha256_verificado	necesidad	variable_encontrada	texto_del_reactivo	escala	tabla	n_filas	desenlace_coobservado_en_mismo_instrumento	es_panel	llave_ADR57c	clasificacion_a4	universo_declarado
encig21_cuestionario.pdf	encig2021_cuestionario_pdf	NO_VERIFICADO_EN_ESTE_ACTO	3.11 sens_estatus (G2,G4)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	YA CUBIERTO, no reabierto en este acto: PR #64 ya examinó este cuestionario (ENCIG 2021) -- cero coincidencias. Cierre original ADR-52A/54.
encig21_cuestionario.pdf	encig2021_cuestionario_pdf	NO_VERIFICADO_EN_ESTE_ACTO	4.6 aversion_riesgo (G2,G3)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	YA CUBIERTO, no reabierto en este acto: PR #64 ya examinó este cuestionario (ENCIG 2021) -- cero coincidencias. Cierre original ADR-52A/54.
FD_ENCUCI2020.pdf	encuci2020_fd_pdf	NO_VERIFICADO_EN_ESTE_ACTO	3.11 sens_estatus (G2,G4)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	YA CUBIERTO, no reabierto en este acto: PR #64 ya examinó exactamente este archivo (FD_ENCUCI2020.pdf, única edición) -- cero coincidencias; sí encontró y examinó el ítem 4.1 (orgullo de ser mexicano), descartado por constructo distinto. Cierre original ADR-52A/54.
FD_ENCUCI2020.pdf	encuci2020_fd_pdf	NO_VERIFICADO_EN_ESTE_ACTO	4.6 aversion_riesgo (G2,G3)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	YA CUBIERTO, no reabierto en este acto: PR #64 ya examinó exactamente este archivo (FD_ENCUCI2020.pdf, única edición) -- cero coincidencias; sí encontró y examinó el ítem 4.1 (orgullo de ser mexicano), descartado por constructo distinto. Cierre original ADR-52A/54.
enif_2018_cuestionario.pdf	enif2018_cuestionario_pdf	NO_VERIFICADO_EN_ESTE_ACTO	3.11 sens_estatus (G2,G4)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	YA CUBIERTO, no reabierto en este acto: PR #64 (forense/notas/2026-08-04-sens-estatus-examen-descriptor.md §3) ya examinó este cuestionario completo (ENIF 2018) por barrido de vocabulario -- cero coincidencias de estatus/prestigio/riesgo. Es el cierre ORIGINAL que ADR-52A/54 invoca -- no una búsqueda distinta.
enif_2018_cuestionario.pdf	enif2018_cuestionario_pdf	NO_VERIFICADO_EN_ESTE_ACTO	4.6 aversion_riesgo (G2,G3)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	YA CUBIERTO, no reabierto en este acto: PR #64 (forense/notas/2026-08-04-sens-estatus-examen-descriptor.md §3) ya examinó este cuestionario completo (ENIF 2018) por barrido de vocabulario -- cero coincidencias de estatus/prestigio/riesgo. Es el cierre ORIGINAL que ADR-52A/54 invoca -- no una búsqueda distinta.
enif_2021_cuestionario.pdf	enif2021_cuestionario_pdf	NO_VERIFICADO_EN_ESTE_ACTO	3.11 sens_estatus (G2,G4)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	YA CUBIERTO, no reabierto en este acto: PR #64 ya examinó este cuestionario completo (ENIF 2021) -- cero coincidencias. Cierre original ADR-52A/54.
enif_2021_cuestionario.pdf	enif2021_cuestionario_pdf	NO_VERIFICADO_EN_ESTE_ACTO	4.6 aversion_riesgo (G2,G3)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	YA CUBIERTO, no reabierto en este acto: PR #64 ya examinó este cuestionario completo (ENIF 2021) -- cero coincidencias. Cierre original ADR-52A/54.
enif_2024_cuestionario.pdf	enif2024_cuestionario_pdf	NO_VERIFICADO_EN_ESTE_ACTO	3.11 sens_estatus (G2,G4)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	YA CUBIERTO, no reabierto en este acto: PR #64 ya examinó este cuestionario completo (ENIF 2024) -- cero coincidencias. Cierre original ADR-52A/54.
enif_2024_cuestionario.pdf	enif2024_cuestionario_pdf	NO_VERIFICADO_EN_ESTE_ACTO	4.6 aversion_riesgo (G2,G3)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	YA CUBIERTO, no reabierto en este acto: PR #64 ya examinó este cuestionario completo (ENIF 2024) -- cero coincidencias. Cierre original ADR-52A/54.
cses5_Questionnaire.txt	cses5_modulo5_2016_2021_cuestionario	COINCIDE	3.11 sens_estatus (G2,G4)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	sens_estatus en cses5_Questionnaire.txt, 2026-08-13: statusx6, comparex1, comparisonx1 -- todas revisadas en contexto, "status" = MARITAL OR CIVIL UNION STATUS / EMPLOYMENT STATUS (clasificacion demografica), no estatus social. "compare/comparison" son notas metodologicas para colaboradores (comparar instrumentos nacionales entre si), no reactivo.
cses5_Questionnaire.txt	cses5_modulo5_2016_2021_cuestionario	COINCIDE	4.6 aversion_riesgo (G2,G3)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	aversion_riesgo en cses5_Questionnaire.txt, 2026-08-13: uncertainx1 -- todas revisadas en contexto, "uncertain" es texto de ayuda al entrevistador ("si el respondente expresa incertidumbre..."), no reactivo de aversion al riesgo.
F00006635-WVS7_Questionnaire_Mexico_2018_Spanish.pdf	f00006635_wvs7_questionnaire_mexico_2018_spanish	COINCIDE	3.11 sens_estatus (G2,G4)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	sens_estatus en F00006635-WVS7_Questionnaire_Mexico_2018_Spanish.pdf, 2026-08-13: nivel de vidax2, modax1 -- todas revisadas en contexto, "nivel de vida" es comparacion intergeneracional (P56, respondente vs. padres) -- coincidencia es juicio sobre la sociedad o comparacion de politica publica/intergeneracional -- constructo adyacente ya excluido por el propio PR #64 (percepcion social, no disposicion propia). "moda" = "modales" (buenos modales), no moda/tendencia.
F00006635-WVS7_Questionnaire_Mexico_2018_Spanish.pdf	f00006635_wvs7_questionnaire_mexico_2018_spanish	COINCIDE	4.6 aversion_riesgo (G2,G3)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	aversion_riesgo en F00006635-WVS7_Questionnaire_Mexico_2018_Spanish.pdf, 2026-08-13: riesgox6, pérdidax1, perderx1, segurox7, azarx1, conservadorx2 -- todas revisadas en contexto, "riesgo" mide percepcion de riesgo de ser sancionado por corrupcion (TARJETA 11), no disposicion propia al riesgo financiero/personal. coincidencias de "seguro/inseguro" son afiliacion institucional (IMSS/Seguro Popular/Seguro Social) o percepcion de seguridad ante delincuencia -- no miden disposicion al riesgo ni preferencia por certidumbre. coincidencias de "perdida/perder" son perdida de peso, de embarazo, de empleo, de tiempo o de conocimiento -- desenlace concreto, no item de actitud ante el riesgo. "conservador/conservative" es categoria ocupacional o ideologia politica -- no disposicion financiera (progresista/conservador = ideologia politica). "azar" = seleccion aleatoria de la muestra (metodologia), no juego de azar.
1 VFINAL Cuestionario Hogar ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf	1_vfinal_cuestionario_hogar_ensanut_2024_etiquetas_cuestionarios	COINCIDE	3.11 sens_estatus (G2,G4)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	sens_estatus en 1 VFINAL Cuestionario Hogar ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf, 2026-08-13: marcax7, modax2 -- todas revisadas en contexto, coincidencias de "marca/moda" son instruccion de marcar/checkbox, demarcacion territorial o modalidad (tipo/forma) -- no marca de estatus ni prestigio
1 VFINAL Cuestionario Hogar ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf	1_vfinal_cuestionario_hogar_ensanut_2024_etiquetas_cuestionarios	COINCIDE	4.6 aversion_riesgo (G2,G3)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	aversion_riesgo en 1 VFINAL Cuestionario Hogar ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf, 2026-08-13: segurox5 -- todas revisadas en contexto, coincidencias de "seguro/inseguro" son afiliacion institucional (IMSS/Seguro Popular/Seguro Social) o percepcion de seguridad ante delincuencia -- no miden disposicion al riesgo ni preferencia por certidumbre
2 VFINAL Cuestionario nios 0 a 9 ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf	2_vfinal_cuestionario_nios_0_a_9_ensanut_2024_etiquetas_cuestionarios	COINCIDE	3.11 sens_estatus (G2,G4)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	sens_estatus en 2 VFINAL Cuestionario nios 0 a 9 ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf, 2026-08-13: marcax1 -- todas revisadas en contexto, coincidencias de "marca/moda" son instruccion de marcar/checkbox, demarcacion territorial o modalidad (tipo/forma) -- no marca de estatus ni prestigio
2 VFINAL Cuestionario nios 0 a 9 ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf	2_vfinal_cuestionario_nios_0_a_9_ensanut_2024_etiquetas_cuestionarios	COINCIDE	4.6 aversion_riesgo (G2,G3)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	aversion_riesgo en 2 VFINAL Cuestionario nios 0 a 9 ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf, 2026-08-13: riesgox1, segurox6 -- todas revisadas en contexto, coincidencias de "seguro/inseguro" son afiliacion institucional (IMSS/Seguro Popular/Seguro Social) o percepcion de seguridad ante delincuencia -- no miden disposicion al riesgo ni preferencia por certidumbre coincidencias de "riesgo" son factor de riesgo en salud, riesgo laboral/ocupacional o riesgo de violencia -- no la disposicion personal del sujeto
3 VFINAL Cuestionario adolescentes ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf	3_vfinal_cuestionario_adolescentes_ensanut_2024_etiquetas_cuestionarios	COINCIDE	3.11 sens_estatus (G2,G4)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	sens_estatus en 3 VFINAL Cuestionario adolescentes ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf, 2026-08-13: brandx3 -- todas revisadas en contexto, coincidencias de "marca/moda" son instruccion de marcar/checkbox, demarcacion territorial o modalidad (tipo/forma) -- no marca de estatus ni prestigio
3 VFINAL Cuestionario adolescentes ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf	3_vfinal_cuestionario_adolescentes_ensanut_2024_etiquetas_cuestionarios	COINCIDE	4.6 aversion_riesgo (G2,G3)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	aversion_riesgo en 3 VFINAL Cuestionario adolescentes ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf, 2026-08-13: riesgox1, pérdidax1, perderx2, segurox3, emergenciax3 -- todas revisadas en contexto, coincidencias de "seguro/inseguro" son afiliacion institucional (IMSS/Seguro Popular/Seguro Social) o percepcion de seguridad ante delincuencia -- no miden disposicion al riesgo ni preferencia por certidumbre coincidencias de "riesgo" son factor de riesgo en salud, riesgo laboral/ocupacional o riesgo de violencia -- no la disposicion personal del sujeto coincidencias de "perdida/perder" son perdida de peso, de embarazo, de empleo, de tiempo o de conocimiento -- desenlace concreto, no item de actitud ante el riesgo coincidencias de "azar/emergencia/imprevisto" son juegos de azar como categoria de gasto, numero telefonico de emergencia, o ahorro para imprevistos (proposito del ahorro, no disposicion al riesgo)
4 VFINAL Cuestionario adultos ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf	4_vfinal_cuestionario_adultos_ensanut_2024_etiquetas_cuestionarios	COINCIDE	3.11 sens_estatus (G2,G4)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	sens_estatus en 4 VFINAL Cuestionario adultos ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf, 2026-08-13: marcax4, brandx3 -- todas revisadas en contexto, coincidencias de "marca/moda" son instruccion de marcar/checkbox, demarcacion territorial o modalidad (tipo/forma) -- no marca de estatus ni prestigio
4 VFINAL Cuestionario adultos ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf	4_vfinal_cuestionario_adultos_ensanut_2024_etiquetas_cuestionarios	COINCIDE	4.6 aversion_riesgo (G2,G3)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	aversion_riesgo en 4 VFINAL Cuestionario adultos ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf, 2026-08-13: riesgox3, pérdidax4, perderx3, segurox11, emergenciax2 -- todas revisadas en contexto, coincidencias de "seguro/inseguro" son afiliacion institucional (IMSS/Seguro Popular/Seguro Social) o percepcion de seguridad ante delincuencia -- no miden disposicion al riesgo ni preferencia por certidumbre coincidencias de "riesgo" son factor de riesgo en salud, riesgo laboral/ocupacional o riesgo de violencia -- no la disposicion personal del sujeto coincidencias de "perdida/perder" son perdida de peso, de embarazo, de empleo, de tiempo o de conocimiento -- desenlace concreto, no item de actitud ante el riesgo coincidencias de "azar/emergencia/imprevisto" son juegos de azar como categoria de gasto, numero telefonico de emergencia, o ahorro para imprevistos (proposito del ahorro, no disposicion al riesgo)
5 VFINAL Cuestionario utilizadores ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf	5_vfinal_cuestionario_utilizadores_ensanut_2024_etiquetas_cuestionarios	COINCIDE	3.11 sens_estatus (G2,G4)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	0 coincidencias de los terminos sens_estatus en 5 VFINAL Cuestionario utilizadores ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf, 2026-08-13.
5 VFINAL Cuestionario utilizadores ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf	5_vfinal_cuestionario_utilizadores_ensanut_2024_etiquetas_cuestionarios	COINCIDE	4.6 aversion_riesgo (G2,G3)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	aversion_riesgo en 5 VFINAL Cuestionario utilizadores ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf, 2026-08-13: segurox7 -- todas revisadas en contexto, coincidencias de "seguro/inseguro" son afiliacion institucional (IMSS/Seguro Popular/Seguro Social) o percepcion de seguridad ante delincuencia -- no miden disposicion al riesgo ni preferencia por certidumbre
ensanut_2018_utilizadores_servicios_salud.pdf	conf17_r9_1_ensanut_2018_cuestionario_utilizadores	COINCIDE	3.11 sens_estatus (G2,G4)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	0 coincidencias de los terminos sens_estatus en ensanut_2018_utilizadores_servicios_salud.pdf, 2026-08-13.
ensanut_2018_utilizadores_servicios_salud.pdf	conf17_r9_1_ensanut_2018_cuestionario_utilizadores	COINCIDE	4.6 aversion_riesgo (G2,G3)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	aversion_riesgo en ensanut_2018_utilizadores_servicios_salud.pdf, 2026-08-13: pérdidax1, segurox11 -- todas revisadas en contexto, coincidencias de "seguro/inseguro" son afiliacion institucional (IMSS/Seguro Popular/Seguro Social) o percepcion de seguridad ante delincuencia -- no miden disposicion al riesgo ni preferencia por certidumbre coincidencias de "perdida/perder" son perdida de peso, de embarazo, de empleo, de tiempo o de conocimiento -- desenlace concreto, no item de actitud ante el riesgo
Censo2020_CAAS_descriptor_bd.xlsx	cpv2020_caas_descriptor_bd_xlsx	COINCIDE	3.11 sens_estatus (G2,G4)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	0 coincidencias de los terminos sens_estatus en Censo2020_CAAS_descriptor_bd.xlsx, 2026-08-13.
Censo2020_CAAS_descriptor_bd.xlsx	cpv2020_caas_descriptor_bd_xlsx	COINCIDE	4.6 aversion_riesgo (G2,G3)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	aversion_riesgo en Censo2020_CAAS_descriptor_bd.xlsx, 2026-08-13: segurox2, emergenciax3 -- todas revisadas en contexto, coincidencias de "seguro/inseguro" son afiliacion institucional (IMSS/Seguro Popular/Seguro Social) o percepcion de seguridad ante delincuencia -- no miden disposicion al riesgo ni preferencia por certidumbre coincidencias de "azar/emergencia/imprevisto" son juegos de azar como categoria de gasto, numero telefonico de emergencia, o ahorro para imprevistos (proposito del ahorro, no disposicion al riesgo)
Censo2020_CEU_descriptor_bd.xlsx	cpv2020_ceu_descriptor_bd_xlsx	COINCIDE	3.11 sens_estatus (G2,G4)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	0 coincidencias de los terminos sens_estatus en Censo2020_CEU_descriptor_bd.xlsx, 2026-08-13.
Censo2020_CEU_descriptor_bd.xlsx	cpv2020_ceu_descriptor_bd_xlsx	COINCIDE	4.6 aversion_riesgo (G2,G3)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	0 coincidencias de los terminos aversion_riesgo en Censo2020_CEU_descriptor_bd.xlsx, 2026-08-13.
Censo2020_cuest_ampliado.pdf	cpv2020_cuestionario_ampliado_pdf	COINCIDE	3.11 sens_estatus (G2,G4)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	0 coincidencias de los terminos sens_estatus en Censo2020_cuest_ampliado.pdf, 2026-08-13.
Censo2020_cuest_ampliado.pdf	cpv2020_cuestionario_ampliado_pdf	COINCIDE	4.6 aversion_riesgo (G2,G3)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	aversion_riesgo en Censo2020_cuest_ampliado.pdf, 2026-08-13: segurox5 -- todas revisadas en contexto, coincidencias de "seguro/inseguro" son afiliacion institucional (IMSS/Seguro Popular/Seguro Social) o percepcion de seguridad ante delincuencia -- no miden disposicion al riesgo ni preferencia por certidumbre
diccionario_cuestionario_ampliado_cpv2020.xlsx	cpv2020_diccionario_cuestionario_ampliado_xlsx	COINCIDE	3.11 sens_estatus (G2,G4)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	0 coincidencias de los terminos sens_estatus en diccionario_cuestionario_ampliado_cpv2020.xlsx, 2026-08-13.
diccionario_cuestionario_ampliado_cpv2020.xlsx	cpv2020_diccionario_cuestionario_ampliado_xlsx	COINCIDE	4.6 aversion_riesgo (G2,G3)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	aversion_riesgo en diccionario_cuestionario_ampliado_cpv2020.xlsx, 2026-08-13: segurox7 -- todas revisadas en contexto, coincidencias de "seguro/inseguro" son afiliacion institucional (IMSS/Seguro Popular/Seguro Social) o percepcion de seguridad ante delincuencia -- no miden disposicion al riesgo ni preferencia por certidumbre
fd_iter_cpv2020.pdf	cpv2020_fd_iter_pdf	COINCIDE	3.11 sens_estatus (G2,G4)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	sens_estatus en fd_iter_cpv2020.pdf, 2026-08-13: marcax1 -- todas revisadas en contexto, coincidencias de "marca/moda" son instruccion de marcar/checkbox, demarcacion territorial o modalidad (tipo/forma) -- no marca de estatus ni prestigio
fd_iter_cpv2020.pdf	cpv2020_fd_iter_pdf	COINCIDE	4.6 aversion_riesgo (G2,G3)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	aversion_riesgo en fd_iter_cpv2020.pdf, 2026-08-13: segurox3 -- todas revisadas en contexto, coincidencias de "seguro/inseguro" son afiliacion institucional (IMSS/Seguro Popular/Seguro Social) o percepcion de seguridad ante delincuencia -- no miden disposicion al riesgo ni preferencia por certidumbre
cses5_codebook.zip	cses5_modulo5_2016_2021_codebook	COINCIDE	3.11 sens_estatus (G2,G4)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	sens_estatus en cses5_codebook.zip, 2026-08-13: presumx5, statusx82, comparex25, comparisonx6, neighborsx1, brandx4 -- todas revisadas en contexto, metadatos de codificacion (nombres de partidos, paises, codigos) del codebook -- no reactivos de actitud (p. ej. "FREEDOM STATUS OF ELECTIONS" = clasificacion del pais, "Brandenburg"/candidatos apellidados "Brand" = nombres propios). Documento tecnico de codificacion post-hoc, no el cuestionario mismo (ver fila de este acto para el cuestionario aplicado).
cses5_codebook.zip	cses5_modulo5_2016_2021_codebook	COINCIDE	4.6 aversion_riesgo (G2,G3)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	aversion_riesgo en cses5_codebook.zip, 2026-08-13: conservadorx2, riskx3, lossx15, uncertainx7, chancex24, cautiousx10, conservativex112 -- todas revisadas en contexto, metadatos de codificacion (nombres de partidos, paises, codigos) del codebook -- no reactivos de actitud + "conservador/conservative" es categoria ocupacional o ideologia politica -- no disposicion financiera (Conservative Party, nombre de partido politico en multiples paises) + candidato apellidado "Riskaer".
eder2017_fd.pdf	eder_2017_eder2017_fd	COINCIDE	3.11 sens_estatus (G2,G4)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	0 coincidencias de los terminos sens_estatus en eder2017_fd.pdf, 2026-08-13.
eder2017_fd.pdf	eder_2017_eder2017_fd	COINCIDE	4.6 aversion_riesgo (G2,G3)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	aversion_riesgo en eder2017_fd.pdf, 2026-08-13: segurox31 -- todas revisadas en contexto, coincidencias de "seguro/inseguro" son afiliacion institucional (IMSS/Seguro Popular/Seguro Social) o percepcion de seguridad ante delincuencia -- no miden disposicion al riesgo ni preferencia por certidumbre
elcos_fd.xls	elcos2012_fd_xls	COINCIDE	3.11 sens_estatus (G2,G4)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	0 coincidencias de los terminos sens_estatus en elcos_fd.xls, 2026-08-13.
elcos_fd.xls	elcos2012_fd_xls	COINCIDE	4.6 aversion_riesgo (G2,G3)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	aversion_riesgo en elcos_fd.xls, 2026-08-13: riesgox2, segurox1 -- todas revisadas en contexto, coincidencias de "seguro/inseguro" son afiliacion institucional (IMSS/Seguro Popular/Seguro Social) o percepcion de seguridad ante delincuencia -- no miden disposicion al riesgo ni preferencia por certidumbre coincidencias de "riesgo" son factor de riesgo en salud, riesgo laboral/ocupacional o riesgo de violencia -- no la disposicion personal del sujeto
fd_enadid23.xlsx	enadid2023_fd_xlsx	COINCIDE	3.11 sens_estatus (G2,G4)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	0 coincidencias de los terminos sens_estatus en fd_enadid23.xlsx, 2026-08-13.
fd_enadid23.xlsx	enadid2023_fd_xlsx	COINCIDE	4.6 aversion_riesgo (G2,G3)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	aversion_riesgo en fd_enadid23.xlsx, 2026-08-13: pérdidax80, segurox24, emergenciax14 -- todas revisadas en contexto, coincidencias de "seguro/inseguro" son afiliacion institucional (IMSS/Seguro Popular/Seguro Social) o percepcion de seguridad ante delincuencia -- no miden disposicion al riesgo ni preferencia por certidumbre coincidencias de "perdida/perder" son perdida de peso, de embarazo, de empleo, de tiempo o de conocimiento -- desenlace concreto, no item de actitud ante el riesgo coincidencias de "azar/emergencia/imprevisto" son juegos de azar como categoria de gasto, numero telefonico de emergencia, o ahorro para imprevistos (proposito del ahorro, no disposicion al riesgo)
hogar_enadid23.pdf	enadid2023_hogar_cuestionario_pdf	COINCIDE	3.11 sens_estatus (G2,G4)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	0 coincidencias de los terminos sens_estatus en hogar_enadid23.pdf, 2026-08-13.
hogar_enadid23.pdf	enadid2023_hogar_cuestionario_pdf	COINCIDE	4.6 aversion_riesgo (G2,G3)	—	—	—	—	—	—	—	—	NO-ENCONTRADO	aversion_riesgo en hogar_enadid23.pdf, 2026-08-13: segurox30 -- todas revisadas en contexto, coincidencias de "seguro/inseguro" son afiliacion institucional (IMSS/Seguro Popular/Seguro Social) o percepcion de seguridad ante delincuencia -- no miden disposicion al riesgo ni preferencia por certidumbre
