raiz	ruta_relativa	nombre	bytes	mtime	sha256	en_manifiesto	id_manifiesto
data_raw	ejemplobd_enestyc_2001_xlsx.zip	ejemplobd_enestyc_2001_xlsx.zip	21896	2026-08-05T18:23:04.859226	ce851437457f03ec9b56bdb90377791aec0303ce47f5bb6338712d18102c498d	sí	enestyc_2001_ejemplobd_enestyc_2001_xlsx
data_raw	ejemplobd_enestyc_2005_dbf.zip	ejemplobd_enestyc_2005_dbf.zip	16512	2026-08-05T18:23:05.251226	8415df5113376e2c181152c3b78b77877d135599f7fea0306658b79f76e6dd3c	sí	enestyc_2005_ejemplobd_enestyc_2005_dbf
data_raw	ejemplobd_enestyc_2005_stata.zip	ejemplobd_enestyc_2005_stata.zip	12439	2026-08-05T18:23:05.575227	b7407ec98b833d2d1bd4d671464d7a287ec1d477b9061191fa2e06852f5bde8a	sí	enestyc_2005_ejemplobd_enestyc_2005_stata
data_raw	ejemplobd_enestyc_2005_xlsx.zip	ejemplobd_enestyc_2005_xlsx.zip	63561	2026-08-05T18:23:05.991226	2e134ecc658733583be3b7290fbe4a6fa532a517c7980c89f2139f0794f3f7a0	sí	enestyc_2005_ejemplobd_enestyc_2005_xlsx
data_raw	encig15_cuestionario.pdf	encig15_cuestionario.pdf	1703035	2026-07-30T19:46:13.706029	9a174ca282cd2eb472b6b19354b0267f0eef88cad10e6a3a3a3c6b485db4c0ec	sí	encig2015_cuestionario_pdf
data_raw	encig15_estructura_base_datos.pdf	encig15_estructura_base_datos.pdf	4340061	2026-07-30T20:06:24.413873	1bcf65db52e8fb3b1ecd4806bd53fcde0cfa4ba0ed4a1e57abac27d5890382f4	sí	encig2015_estructura_base_datos_pdf
data_raw	encig17_cuestionario.pdf	encig17_cuestionario.pdf	1151457	2026-07-30T19:46:17.394028	7a3e907097323dc3fe2850be0a7bea8aba836df0ab68deb78bffd56d2c2aae32	sí	encig2017_cuestionario_pdf
data_raw	encig17_estructura_base_datos.pdf	encig17_estructura_base_datos.pdf	2116934	2026-07-30T20:06:25.637872	89b967f4f59cce087b6c69da2d532f49b7b8180380c3afb1302dabba804e7210	sí	encig2017_estructura_base_datos_pdf
data_raw	encig19_cuestionario.pdf	encig19_cuestionario.pdf	1744074	2026-07-30T19:46:19.550028	8ff04e1c60399633504b83a907af3b1bcf027e80dafca23e574d219920d868be	sí	encig2019_cuestionario_pdf
data_raw	encig19_estructura_base_datos.pdf	encig19_estructura_base_datos.pdf	1634670	2026-07-30T19:46:18.458028	1713d8536a0ac7473fd0f760dcd965e8e35bd0d1ff09eb63cd92a19c1258af13	sí	encig2019_fd_pdf
data_raw	encig2015_csv.zip	encig2015_csv.zip	13152080	2026-07-30T04:11:37.693121	656b258288ab67a378af3ea358bb2b8325251247e30cf82123d851c726203a0e	sí	encig2015_csv
data_raw	encig2017_csv.zip	encig2017_csv.zip	35027186	2026-07-30T04:12:06.401117	fdc7f1c761bf871872bd04080d59c2b58f38f78d6e6384b4a7df82e909d33465	sí	encig2017_csv
data_raw	encig2019_csv.zip	encig2019_csv.zip	32632044	2026-07-30T04:12:28.193114	61f49f6149729a7f22c4a64310dd894ec645ebe8b40110cac3fb32125a6ed979	sí	encig2019_csv
data_raw	encig2021_csv.zip	encig2021_csv.zip	27752363	2026-07-30T04:12:47.137112	c92ea34c7c57237c49ca3d8d99382e340b5939c371ce820332876f7c4c62c56a	sí	encig2021_csv
data_raw	encig2023_datosabiertos_csv.zip	encig2023_datosabiertos_csv.zip	26171769	2026-07-30T04:13:00.329111	4e3839cd90613fa7dd0f9a123d7636f017a2b8d08a98377a7a04459032bc2611	sí	encig2023_datosabiertos_csv
data_raw	encig21_cuestionario.pdf	encig21_cuestionario.pdf	1918370	2026-07-30T19:46:22.846027	9ee829815e8dca5ebe562b26afb006dcec475840bf27a206a0b838534041e45a	sí	encig2021_cuestionario_pdf
data_raw	encig21_estructura_base_datos.pdf	encig21_estructura_base_datos.pdf	2612238	2026-07-30T20:06:27.021872	365c031bf48af4c6d65a8e5422c6cf0362500efd37cd0e924e3c1fe38b965dd2	sí	encig2021_estructura_base_datos_pdf
data_raw	encig23_base_datos_csv.zip	encig23_base_datos_csv.zip	38309647	2026-07-30T03:06:54.305003	af733d867a568cbb0dadef4a5a793b02488a71728d1157860f14501f3d4c393d	sí	encig23_base_datos_csv
data_raw	encig23_estructura_base_datos.pdf	encig23_estructura_base_datos.pdf	3100802	2026-07-31T10:53:58.562414	eb89820cd58af0d8799387a376b9e60b062ed59daea74cdbea7ff3b4ee13a906	sí	encig23_estructura_base_datos_pdf
data_raw	encig25_base_datos_csv.zip	encig25_base_datos_csv.zip	37624925	2026-08-05T14:29:31.411396	47daf2f732366ad842b7f60c784be9d61db68a00ae1a693980ec6a683e0d9e12	sí	encig25_base_datos_csv
data_raw	encig25_estructura_base_datos.pdf	encig25_estructura_base_datos.pdf	14820825	2026-08-05T14:29:41.907396	09e1b19bcb165979406865360bfdec95a9767640c58565b64d405ceb04e623a2	sí	encig25_estructura_base_datos_pdf
data_raw	encup_2001_cuestionario_pdf.pdf	encup_2001_cuestionario_pdf.pdf	147691	2026-08-04T00:26:37.051963	bb33eeddc30bc8acfea43400c34b9d0e53ad3bb9d6c63d92fbc9f16c835f98cf	sí	encup_2001_cuestionario_pdf
data_raw	encup_2003_cuestionario_pdf.pdf	encup_2003_cuestionario_pdf.pdf	233736	2026-08-04T00:26:37.051963	acae1fe19bad780c6d9d7feda9a1739263a28118956011417cc357200270f24c	sí	encup_2003_cuestionario_pdf
data_raw	encup_2005_cuestionario_pdf.pdf	encup_2005_cuestionario_pdf.pdf	116061	2026-08-04T00:26:37.051963	c6f4a3c77002949fcda99be40f3342f27241916b60e1fd63d3a8a5e3dbb57562	sí	encup_2005_cuestionario_pdf
data_raw	encup_2008_cuestionario_pdf.pdf	encup_2008_cuestionario_pdf.pdf	396678	2026-08-04T00:26:37.051963	df4337c8e95a3764b8c0c03a0c7dd6b91d97c30910a1042ec23a01749d3a5cbd	sí	encup_2008_cuestionario_pdf
data_raw	encup_2012_base_datos_xlsx.xlsx	encup_2012_base_datos_xlsx.xlsx	4814178	2026-08-04T00:26:37.055964	50341d97a3e305e6ed3348757632e5b23ab2e87b2052304961905619d85612e4	sí	encup_2012_base_datos_xlsx
data_raw	encup_2012_cuestionario_pdf.pdf	encup_2012_cuestionario_pdf.pdf	1026475	2026-08-04T00:26:37.051963	33be2b2192530dee6d916cb7dc517483d608e47b73f097ffe68899dcdd96e7c6	sí	encup_2012_cuestionario_pdf
data_raw	enif2018_csv.zip	enif2018_csv.zip	4450312	2026-07-30T04:14:32.409100	51f33ec74ccd596dc74b695587310d02e651923467255520aadc4d9fe13461d5	sí	enif2018_csv
data_raw	enif2021_csv.zip	enif2021_csv.zip	2511357	2026-07-30T04:14:33.429100	0f314fa3733b4b5519486ed4015fca1c9e0864840bcd5944aa7de27796fe5cd9	sí	enif2021_csv
data_raw	enif2024_csv.zip	enif2024_csv.zip	3086077	2026-07-30T04:14:34.569100	a3507b4038888247f565f1640a718ef552bb8fc363378e3372a5bf2796bb2e4c	sí	enif2024_csv
data_raw	enif_2015_bd_dbf.zip	enif_2015_bd_dbf.zip	1312686	2026-08-05T18:23:12.095226	284e8a0c57f92256efc9743785c756986fb118fff424061bdb991f28779ce5fd	sí	enif_2015_enif_2015_bd_dbf
data_raw	enif_2015_bd_sav.zip	enif_2015_bd_sav.zip	2060313	2026-08-05T18:23:14.631226	e785205ca9aace206d57e78350e2e3ba4b1b1827d6791d11e2716f5063ca6859	sí	enif_2015_enif_2015_bd_sav
data_raw	enif_2015_fd.xlsx	enif_2015_fd.xlsx	219503	2026-08-05T18:23:10.527226	8233cf53f59049660aa894d6a0bb93412f5a484fa96ede80c8f018ed3a250cc5	sí	enif_2015_enif_2015_fd
