payload_id	formato	bucket	causa	causa_detalle	hitoD_preregistro	n_notas_forense	notas_forense	manifiesto_estado	milpa	tamano_bytes
FD_ENCUCI2020.pdf	.pdf	SIN_CAMPOS	B	pdf ficha-descriptiva/diccionario (nombre fd_*/*_fd) -- describe variables, formato sin rama de despacho	NO	16	2026-07-30-inventario-descargas.md;2026-07-31-cal-conf-fasea.md;2026-07-31-encargo-c-familismo-deferencia-reactivo.md;2026-08-03-cal-conf-faseb-medicion-ola2.md;2026-08-03-cal-conf-faseb-medicion.md;2026-08-03-cal-conf-faseb-pos5-6-radio-familismo.md;2026-08-04-sens-estatus-examen-descriptor.md;2026-08-04-w-coeficientes-generador-paso1.md;2026-08-04-w1-p-policial.md;2026-08-05-c06b-conf06-encuci-corte.md;2026-08-05-ver1-crudo.md;2026-08-06-map1b-censo-raices.md;2026-08-13-inv-descmx.md;2026-08-13-reapertura-52a-54-commit1-preregistro.md;2026-08-18-fp29-adjudicacion.md;2026-08-27-diccionarios-fd-cierre.md	SEÑAL_DE_USO	NO	1758249
fd_envipe2025.pdf	.pdf	SIN_CAMPOS	B	pdf ficha-descriptiva/diccionario (nombre fd_*/*_fd) -- describe variables, formato sin rama de despacho	NO	12	2026-07-31-cal-conf-fasea.md;2026-08-01-p2-momentos-atributos.md;2026-08-03-cal-conf-faseb-medicion-ola2.md;2026-08-03-cal-conf-faseb-pos5-6-radio-familismo.md;2026-08-04-cal-conf-faseb-medicion-pos4.md;2026-08-04-cal-conf-faseb-pos4-envipe-paso1.md;2026-08-04-cal-conf-faseb-pos4-rehecho-paso1-reemision.md;2026-08-04-cal-conf-faseb-pos4-rehecho-paso1.md;2026-08-04-encargo-e-envipe-g4-paso1.md;2026-08-04-envipe-tper-vic2-tmod-vic-paso1.md;2026-08-04-hitod-r7-2-delito-sin-seguro.md;2026-08-13-reapertura-52a-54-commit1-preregistro.md	SEÑAL_DE_USO	NO	2284580
enasic2022/enasic_2022_fd.xlsx	.xlsx	SIN_CAMPOS	C	xlsx ficha-descriptiva (nombre fd_*/*_fd), formato SI soportado (52/60 xlsx del universo si rinden) pero esta instancia produce 0 filas	NO	10	2026-08-05-m3-lote-b3-diez-reactivos.md;2026-08-11-e4b-sello-b-corrida-b.md;2026-08-13-enasic-split-verificacion.md;2026-08-13-res-reserva.md;2026-08-17-b2-relevo.md;2026-08-24-recenso-diseno.md;2026-08-25-r34-ensafi-censa-cierre.md;2026-08-26-ensafi-descriptor-cierre.md;2026-08-26-orden-superior-cierre.md;2026-08-27-diccionarios-fd-cierre.md	DECLARADO_NO_USADO	NO	266488
cuest_principal_envipe2025.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	7	2026-08-03-cal-conf-faseb-medicion-ola2.md;2026-08-04-cal-conf-faseb-medicion-pos4.md;2026-08-04-cal-conf-faseb-pos4-envipe-paso1.md;2026-08-04-cal-conf-faseb-pos4-rehecho-paso1-reemision.md;2026-08-04-cal-conf-faseb-pos4-rehecho-paso1.md;2026-08-04-encargo-e-envipe-g4-paso1.md;2026-08-04-envipe-tper-vic2-tmod-vic-paso1.md	SEÑAL_DE_USO	NO	1264383
enfih2019/enfih_2019_fd.xlsx	.xlsx	SIN_CAMPOS	C	xlsx ficha-descriptiva (nombre fd_*/*_fd), formato SI soportado (52/60 xlsx del universo si rinden) pero esta instancia produce 0 filas	NO	7	2026-08-05-m3-lote-b3-diez-reactivos.md;2026-08-12-acto-m-adq-ensafi-enfih.md;2026-08-24-recenso-diseno.md;2026-08-25-r34-ensafi-censa-cierre.md;2026-08-26-ensafi-descriptor-cierre.md;2026-08-26-orden-superior-cierre.md;2026-08-27-diccionarios-fd-cierre.md	SEÑAL_DE_USO	NO	202396
enut2024_fd.xlsx	.xlsx	SIN_CAMPOS	C	xlsx ficha-descriptiva (nombre fd_*/*_fd), formato SI soportado (52/60 xlsx del universo si rinden) pero esta instancia produce 0 filas	NO	7	2026-07-31-encargo-c-familismo-deferencia-reactivo.md;2026-08-04-enut-paso1-familismo-obligacion.md;2026-08-04-y1-operacionalizacion-r5-2-enut.md;2026-08-13-reapertura-52a-54-commit1-preregistro.md;2026-08-25-bibliotecario-56-cierre.md;2026-08-26-orden-superior-cierre.md;2026-08-27-diccionarios-fd-cierre.md	SEÑAL_DE_USO	NO	162690
R2.1_ECCO/SE_REPORTE_GENERAL_ECCO_2023.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	6	2026-08-05-barrido-publico-17-condiciones-no-existe.md;2026-08-05-conf17-fetch-corrida-A.md;2026-08-05-conf17-fetch-corrida-B.md;2026-08-06-map1b-censo-raices.md;2026-08-08-verif3.md;2026-08-13-alias-p-motor-diag.md	SEÑAL_DE_USO	NO	2407229
enasic2022/889463927082.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	6	2026-08-05-desc1-descarga.md;2026-08-08-abrir4.md;2026-08-11-e4b-sello-b-corrida-b.md;2026-08-13-enasic-split-verificacion.md;2026-08-20-act-pil-2-marco.md;2026-08-24-pypdf-rebarrido.md	SEÑAL_DE_USO	NO	1390271
enif_2024_fd.xlsx	.xlsx	SIN_CAMPOS	C	xlsx ficha-descriptiva (nombre fd_*/*_fd), formato SI soportado (52/60 xlsx del universo si rinden) pero esta instancia produce 0 filas	NO	5	2026-07-31-cal-conf-fasea.md;2026-08-03-cal-conf-faseb-medicion.md;2026-08-13-reapertura-52a-54-commit1-preregistro.md;2026-08-26-orden-superior-cierre.md;2026-08-27-diccionarios-fd-cierre.md	SEÑAL_DE_USO	NO	122271
enut2019_fd.xlsx	.xlsx	SIN_CAMPOS	C	xlsx ficha-descriptiva (nombre fd_*/*_fd), formato SI soportado (52/60 xlsx del universo si rinden) pero esta instancia produce 0 filas	NO	5	2026-07-31-encargo-c-familismo-deferencia-reactivo.md;2026-08-04-enut-paso1-familismo-obligacion.md;2026-08-13-reapertura-52a-54-commit1-preregistro.md;2026-08-26-orden-superior-cierre.md;2026-08-27-diccionarios-fd-cierre.md	SEÑAL_DE_USO	NO	116279
inegi_mmsi_2016/cuestionario_mmsi_2016.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	5	2026-08-05-tc1-corpus.md;2026-08-06-map1b-censo-raices.md;2026-08-06-verificacion-extraccion-crc-envipe2023.md;2026-08-07-repair1.md;2026-08-13-reapertura-52a-54-commit1-preregistro.md	SEÑAL_DE_USO	NO	705908
lapop_abmex2023_cuestionario.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	5	2026-08-03-cbis-deferencia-externas.md;2026-08-13-inv-descmx.md;2026-08-13-reapertura-52a-54-commit1-preregistro.md;2026-08-18-fp29-adjudicacion.md;2026-08-19-lote-ubuntu-adq-1-cierre.md	SEÑAL_DE_USO	NO	627114
ennvih/doc/ehh05cb_b2.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	5	2026-08-05-tc1-corpus.md;2026-08-05-ver1-crudo.md;2026-08-06-map1b-censo-raices.md;2026-08-13-cep-cotejo.md;2026-08-13-inv-descmx.md	SIN_ENTRADA	NO	171212
ennvih/doc/ehh05cb_b3b.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	5	2026-08-05-tc1-corpus.md;2026-08-05-ver1-crudo.md;2026-08-06-map1b-censo-raices.md;2026-08-13-inv-descmx.md;2026-08-24-cal-g3-puntual-cierre.md	SIN_ENTRADA	NO	185573
ennvih/doc/ehh05cb_bc.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	5	2026-08-05-corrida-idg3.md;2026-08-05-tc1-corpus.md;2026-08-05-ver1-crudo.md;2026-08-06-map1b-censo-raices.md;2026-08-13-inv-descmx.md	SIN_ENTRADA	NO	67152
endireh2021/endireh2021_fd.pdf	.pdf	SIN_CAMPOS	B	pdf ficha-descriptiva/diccionario (nombre fd_*/*_fd) -- describe variables, formato sin rama de despacho	NO	5	2026-08-04-cal-conf-faseb-pos4-endireh-paso1.md;2026-08-04-d2-descargas-endutih-mociba-enasem.md;2026-08-04-endireh-paso1bis-verificacion-microdato.md;2026-08-04-pb-descargas-f2.md;2026-08-13-reapertura-52a-54-commit1-preregistro.md	DECLARADO_NO_USADO	NO	10369637
Censo2020_cuest_ampliado.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	4	2026-07-31-cola-descarga-rederivada.md;2026-08-05-tc1-corpus.md;2026-08-05-ver1-crudo.md;2026-08-13-reapertura-52a-54-commit1-preregistro.md	SEÑAL_DE_USO	NO	986778
R9_1_ENSANUT_utilizadores/ensanut_2018_utilizadores_servicios_salud.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	4	2026-08-05-barrido-publico-17-condiciones-no-existe.md;2026-08-05-conf17-fetch-corrida-B.md;2026-08-06-map1b-censo-raices.md;2026-08-13-reapertura-52a-54-commit1-preregistro.md	SEÑAL_DE_USO	NO	930234
cuest_modulo_envipe2025.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	4	2026-08-04-cal-conf-faseb-pos4-envipe-paso1.md;2026-08-04-encargo-e-envipe-g4-paso1.md;2026-08-04-envipe-tper-vic2-tmod-vic-paso1.md;2026-08-04-hitod-r7-2-delito-sin-seguro.md	SEÑAL_DE_USO	NO	930409
enaproce2015/ejem_base_micro_ciega_dta.zip	.zip	SIN_CAMPOS	B	zip cuyos miembros son microdato en formato sin rama de despacho (.dta/.sav/.rdata/.dbf/etc)	NO	4	2026-08-05-desc1-descarga.md;2026-08-05-tc1-corpus.md;2026-08-06-map1b-censo-raices.md;2026-08-13-inv-descmx.md	SEÑAL_DE_USO	NO	4441
enaproce2015/ejem_base_pyme_ciega_dta.zip	.zip	SIN_CAMPOS	B	zip cuyos miembros son microdato en formato sin rama de despacho (.dta/.sav/.rdata/.dbf/etc)	NO	4	2026-08-05-desc1-descarga.md;2026-08-05-tc1-corpus.md;2026-08-06-map1b-censo-raices.md;2026-08-13-inv-descmx.md	SEÑAL_DE_USO	NO	5263
enaproce2018/ejem_base_micro_ciega_dta.zip	.zip	SIN_CAMPOS	B	zip cuyos miembros son microdato en formato sin rama de despacho (.dta/.sav/.rdata/.dbf/etc)	NO	4	2026-08-05-desc1-descarga.md;2026-08-05-tc1-corpus.md;2026-08-06-map1b-censo-raices.md;2026-08-13-inv-descmx.md	SEÑAL_DE_USO	NO	8279
enaproce2018/ejem_base_pyme_ciega_dta.zip	.zip	SIN_CAMPOS	B	zip cuyos miembros son microdato en formato sin rama de despacho (.dta/.sav/.rdata/.dbf/etc)	NO	4	2026-08-05-desc1-descarga.md;2026-08-05-tc1-corpus.md;2026-08-06-map1b-censo-raices.md;2026-08-13-inv-descmx.md	SEÑAL_DE_USO	NO	10942
encup_2012_cuestionario_pdf.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	4	2026-08-04-encup-certificado-fijado.md;2026-08-04-encup-paso1-deferencia.md;2026-08-05-m4bis-encup-lapop-latinobarometro-bloqueo.md;2026-08-13-reapertura-52a-54-commit1-preregistro.md	SEÑAL_DE_USO	NO	1026475
ennvih/ehh02cb_all.zip	.zip	SIN_CAMPOS	A	zip cuyos miembros son solo documento/imagen/codigo (.pdf/.png/.do) -- sin variables por naturaleza	NO	4	2026-08-05-ver1-crudo.md;2026-08-06-int1-integridad-corpus.md;2026-08-07-repair1.md;2026-08-13-cep-cotejo.md	SEÑAL_DE_USO	NO	2195863
enut2024_diccionario_variables.html	.html	SIN_CAMPOS	A	html -- pagina, sin variables por naturaleza	NO	4	2026-07-31-encargo-c-familismo-deferencia-reactivo.md;2026-08-04-enut-paso1-familismo-obligacion.md;2026-08-04-y1-operacionalizacion-r5-2-enut.md;2026-08-13-reapertura-52a-54-commit1-preregistro.md	SEÑAL_DE_USO	NO	40533
inegi_mmsi_2016/manual_entrevistador_mmsi_2016.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	4	2026-08-05-tc1-corpus.md;2026-08-06-map1b-censo-raices.md;2026-08-06-verificacion-extraccion-crc-envipe2023.md;2026-08-07-repair1.md	SEÑAL_DE_USO	NO	5388442
wb2661_ASQ_Questionnaires.zip	.zip	SIN_CAMPOS	A	zip cuyos miembros son solo documento/imagen/codigo (.pdf/.png/.do) -- sin variables por naturaleza	NO	4	2026-08-12-acto-p-lote1-adquisicion.md;2026-08-13-inv-descmx.md;2026-08-13-reapertura-52a-54-commit1-preregistro.md;2026-08-19-lote-ubuntu-adq-1-cierre.md	SEÑAL_DE_USO	NO	7573363
eder2025/889463930242.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	4	2026-08-05-desc1-descarga.md;2026-08-05-tc1-corpus.md;2026-08-06-map1b-censo-raices.md;2026-08-13-inv-descmx.md	SIN_ENTRADA	NO	4380365
ennvih/doc/ehh02cb_b2.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	4	2026-08-05-tc1-corpus.md;2026-08-06-map1b-censo-raices.md;2026-08-13-cep-cotejo.md;2026-08-13-inv-descmx.md	SIN_ENTRADA	NO	225237
ennvih/doc/ehh05cb_b3a.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	4	2026-08-05-tc1-corpus.md;2026-08-05-ver1-crudo.md;2026-08-06-map1b-censo-raices.md;2026-08-13-inv-descmx.md	SIN_ENTRADA	NO	258757
ennvih/doc/ehh05q_b3a.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	4	2026-08-05-tc1-corpus.md;2026-08-05-ver1-crudo.md;2026-08-06-map1b-censo-raices.md;2026-08-13-inv-descmx.md	SIN_ENTRADA	NO	366980
ennvih/doc/ehh09cb_b2.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	4	2026-08-05-tc1-corpus.md;2026-08-06-map1b-censo-raices.md;2026-08-13-cep-cotejo.md;2026-08-13-inv-descmx.md	SIN_ENTRADA	NO	1833995
ennvih/doc/ehh09cb_b3a.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	4	2026-08-05-corrida-idg3.md;2026-08-05-tc1-corpus.md;2026-08-06-map1b-censo-raices.md;2026-08-13-inv-descmx.md	SIN_ENTRADA	NO	2509283
ennvih/doc/ehh09cb_b3b.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	4	2026-08-05-tc1-corpus.md;2026-08-06-map1b-censo-raices.md;2026-08-13-inv-descmx.md;2026-08-24-cal-g3-puntual-cierre.md	SIN_ENTRADA	NO	2974154
ennvih/doc/ehh09cb_bc.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	4	2026-08-05-corrida-idg3.md;2026-08-05-tc1-corpus.md;2026-08-06-map1b-censo-raices.md;2026-08-13-inv-descmx.md	SIN_ENTRADA	NO	642218
enut2002_fd.pdf	.pdf	SIN_CAMPOS	B	pdf ficha-descriptiva/diccionario (nombre fd_*/*_fd) -- describe variables, formato sin rama de despacho	NO	4	2026-08-13-reapertura-52a-54-commit1-preregistro.md;2026-08-17-b2-recupera.md;2026-08-18-b2-transfer.md;2026-08-18-b2-v7.md	DECLARADO_NO_USADO	NO	239525
R4_1_SESTAD_ESTAD/SESTAD_reporte_2021.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	3	2026-08-05-barrido-publico-17-condiciones-no-existe.md;2026-08-05-conf17-fetch-corrida-B.md;2026-08-06-map1b-censo-raices.md	SEÑAL_DE_USO	NO	1006873
eder2017/eder2017_fd.pdf	.pdf	SIN_CAMPOS	B	pdf ficha-descriptiva/diccionario (nombre fd_*/*_fd) -- describe variables, formato sin rama de despacho	NO	3	2026-08-13-reapertura-52a-54-commit1-preregistro.md;2026-08-26-orden-superior-cierre.md;2026-08-27-diccionarios-fd-cierre.md	SEÑAL_DE_USO	NO	2201081
elcos2012/elcos_fd.xls	.xls	SIN_CAMPOS	B	xls -- ficha-descriptiva/diccionario historico de INEGI, formato sin rama de despacho	NO	3	2026-08-05-m3-lote-b3-diez-reactivos.md;2026-08-13-reapertura-52a-54-commit1-preregistro.md;2026-08-27-diccionarios-fd-cierre.md	SEÑAL_DE_USO	NO	293376
encig21_cuestionario.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	3	2026-07-31-cal-conf-fasea.md;2026-08-03-cal-conf-faseb-medicion.md;2026-08-04-cal-conf-faseb-pos8-encig-battxi.md	SEÑAL_DE_USO	NO	1918370
encup_2001_cuestionario_pdf.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	3	2026-08-04-encup-certificado-fijado.md;2026-08-05-m4bis-encup-lapop-latinobarometro-bloqueo.md;2026-08-13-reapertura-52a-54-commit1-preregistro.md	SEÑAL_DE_USO	NO	147691
encup_2003_cuestionario_pdf.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	3	2026-08-04-encup-certificado-fijado.md;2026-08-05-m4bis-encup-lapop-latinobarometro-bloqueo.md;2026-08-13-reapertura-52a-54-commit1-preregistro.md	SEÑAL_DE_USO	NO	233736
encup_2005_cuestionario_pdf.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	3	2026-08-04-encup-certificado-fijado.md;2026-08-05-m4bis-encup-lapop-latinobarometro-bloqueo.md;2026-08-13-reapertura-52a-54-commit1-preregistro.md	SEÑAL_DE_USO	NO	116061
encup_2008_cuestionario_pdf.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	3	2026-08-04-encup-certificado-fijado.md;2026-08-05-m4bis-encup-lapop-latinobarometro-bloqueo.md;2026-08-13-reapertura-52a-54-commit1-preregistro.md	SEÑAL_DE_USO	NO	396678
engasto2012/engasto12_fd.pdf	.pdf	SIN_CAMPOS	B	pdf ficha-descriptiva/diccionario (nombre fd_*/*_fd) -- describe variables, formato sin rama de despacho	NO	3	2026-08-07-repair1.md;2026-08-13-reapertura-52a-54-commit1-preregistro.md;2026-08-24-recenso-diseno-2-cierre.md	SEÑAL_DE_USO	NO	1461889
engasto2012/gasto_sav.zip	.zip	SIN_CAMPOS	B	zip cuyos miembros son microdato en formato sin rama de despacho (.dta/.sav/.rdata/.dbf/etc)	NO	3	2026-08-05-tc1-corpus.md;2026-08-06-map1b-censo-raices.md;2026-08-07-repair1.md	SEÑAL_DE_USO	NO	94192018
engasto2013/gasto_sav.zip	.zip	SIN_CAMPOS	B	zip cuyos miembros son microdato en formato sin rama de despacho (.dta/.sav/.rdata/.dbf/etc)	NO	3	2026-08-05-tc1-corpus.md;2026-08-06-map1b-censo-raices.md;2026-08-07-repair1.md	SEÑAL_DE_USO	NO	123772438
enif_2021_fd_pdf.zip	.zip	SIN_CAMPOS	C	zip con un unico miembro .xlsx soportado, pero produce 0 filas	NO	3	2026-08-13-reapertura-52a-54-commit1-preregistro.md;2026-08-26-ensafi-descriptor-cierre.md;2026-08-27-diccionarios-fd-cierre.md	SEÑAL_DE_USO	NO	1229311
enif_2024_cuestionario.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	3	2026-07-31-cal-conf-fasea.md;2026-08-03-cal-conf-faseb-medicion.md;2026-08-03-cal-conf-faseb-pos5-6-radio-familismo.md	SEÑAL_DE_USO	NO	1228366
ennvih/ehh05cb_all.zip	.zip	SIN_CAMPOS	A	zip cuyos miembros son solo documento/imagen/codigo (.pdf/.png/.do) -- sin variables por naturaleza	NO	3	2026-08-05-s-idg3-verificacion-no-sello.md;2026-08-05-ver1-crudo.md;2026-08-13-cep-cotejo.md	SEÑAL_DE_USO	NO	1184711
ennvih/ehh05dta_all.zip	.zip	SIN_CAMPOS	B	zip cuyos miembros son microdato en formato sin rama de despacho (.dta/.sav/.rdata/.dbf/etc)	NO	3	2026-08-05-corrida-idg3.md;2026-08-13-cep-cotejo.md;2026-08-24-cal-g3-puntual-cierre.md	SEÑAL_DE_USO	NO	20198874
ennvih/ehh09cb_all.zip	.zip	SIN_CAMPOS	A	zip cuyos miembros son solo documento/imagen/codigo (.pdf/.png/.do) -- sin variables por naturaleza	NO	3	2026-08-05-s-idg3-verificacion-no-sello.md;2026-08-05-ver1-crudo.md;2026-08-13-cep-cotejo.md	SEÑAL_DE_USO	NO	10077598
ennvih/ehh09dta_all.zip	.zip	SIN_CAMPOS	B	zip cuyos miembros son microdato en formato sin rama de despacho (.dta/.sav/.rdata/.dbf/etc)	NO	3	2026-08-05-corrida-idg3.md;2026-08-13-cep-cotejo.md;2026-08-24-cal-g3-puntual-cierre.md	SEÑAL_DE_USO	NO	26376091
enpol2021/fd_enpol2021.pdf	.pdf	SIN_CAMPOS	B	pdf ficha-descriptiva/diccionario (nombre fd_*/*_fd) -- describe variables, formato sin rama de despacho	NO	3	2026-08-05-m3-lote-b3-diez-reactivos.md;2026-08-13-reapertura-52a-54-commit1-preregistro.md;2026-08-24-adq-diseno-1-cierre.md	SEÑAL_DE_USO	NO	3945038
ensafi2023/ensafi_2023_cuestionario.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	3	2026-08-12-acto-m-adq-ensafi-enfih.md;2026-08-25-r34-ensafi-censa-cierre.md;2026-08-26-ensafi-descriptor-cierre.md	SEÑAL_DE_USO	NO	1182405
ensafi2023/ensafi_2023_fd_xlsx.zip	.zip	SIN_CAMPOS	C	zip con un unico miembro .xlsx soportado, pero produce 0 filas	NO	3	2026-08-26-ensafi-descriptor-cierre.md;2026-08-26-reloj-cruce-cierre.md;2026-08-27-diccionarios-fd-cierre.md	SEÑAL_DE_USO	NO	1108577
enut2019_diccionario_variables.html	.html	SIN_CAMPOS	A	html -- pagina, sin variables por naturaleza	NO	3	2026-07-31-encargo-c-familismo-deferencia-reactivo.md;2026-08-04-enut-paso1-familismo-obligacion.md;2026-08-13-reapertura-52a-54-commit1-preregistro.md	SEÑAL_DE_USO	NO	46879
ipe_inegi/CV-EE-IC_IPE_Externos_Encuestas_2022_08_26.xlsx	.xlsx	SIN_CAMPOS	C	xlsx ficha-descriptiva (nombre fd_*/*_fd), formato SI soportado (52/60 xlsx del universo si rinden) pero esta instancia produce 0 filas	NO	3	2026-08-12-acto-m-adq-ensafi-enfih.md;2026-08-19-lote-ubuntu-adq-1-cierre.md;2026-08-20-act-pil-2-marco.md	SEÑAL_DE_USO	NO	45970
mujer_enadid23.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	3	2026-07-31-cola-descarga-rederivada.md;2026-08-05-tc1-corpus.md;2026-08-13-reapertura-52a-54-commit1-preregistro.md	SEÑAL_DE_USO	NO	943319
ennvih/doc/ehh02cb_b3a.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	3	2026-08-05-tc1-corpus.md;2026-08-06-map1b-censo-raices.md;2026-08-13-inv-descmx.md	SIN_ENTRADA	NO	393086
ennvih/doc/ehh02cb_b3b.pdf	.pdf	SIN_CAMPOS	A	pdf -- informe/cuestionario/boletin, sin variables por naturaleza	NO	3	2026-08-05-tc1-corpus.md;2026-08-06-map1b-censo-raices.md;2026-08-13-inv-descmx.md	SIN_ENTRADA	NO	265382
