payload_id	representacion_id	sha256_12	sha256	fuente_canonica	objeto_logico_id	necesidad_id	reactivo_id	texto_reactivo_recortado	grado_inspeccion	afirmacion_tipo	veredicto_a4	evidencia	frontera_inspeccion	reporte_neutral_ref	propuesta_id	relacion_id	semrun_id	requiere_decision_mesa	decision_mesa_id	dependencia_fp24	razon_gate	estado_integracion	cegamiento_roto	fecha	razon
enbiare2021_fd_pdf	REP-09d14223894a8831f44405eff1e95fe67e00f1b43d1bc89acd4a422b8b86ac7b	8a79265d8c1f	8a79265d8c1f761d9f3043c2d4837a9366679314b97aaebd8d189c6bcbc716a9	ENBIARE	OBJ-B2-898bea479a8546f0df65b9f5d3ff339105fba6a8f8a4cbb9fde1ef5cbedf9bc2	N10	OBJ-B2-898bea479a8546f0df65b9f5d3ff339105fba6a8f8a4cbb9fde1ef5cbedf9bc2	SECCION-PDF; objetos=468; muestra=E2R-0b4f617fd321d5dbac094a436b4453995cbe617ba2ffcb134b817a6e5c55803f	E2	RESUMEN-NEUTRAL-COMPACTO	EXISTE-NO-SATISFACE	E2R-944fd39f6e09696ed973d7051bd0cd5806667eb4e3a23cacab5abc3527ee1568:d2beea8bf69baa4c2226715ed98d8ad1802801b5a2e5a345b5c816937edb7201	FD ENBIARE 2021 (39 pags, 468 entradas de variable y 340 textos de reactivo) + 349 encabezados del zip BD; no se abrieron microdatos	RPTC-B2-f4a476eb10a5c079d617e9a6cbdfd52804c8ffc38d59274551bca5b9df188549:2caac9a7e693d4a4f25e06b8ab48f74671f4b105a1e81cc608986e3c8db3df35	PROP-B2-59e6484d42009bb076dfc43a36dd71ff497c046d485b619d6e7401bdf51e33c1	REL-50587b531135ee1273f3f44e	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	ADR-93: objeto evidenciable en entrada distinta enbiare2021_bd_csv_zip (305 nombres comunes); decidible por evidencia, dependencia NO	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
enbiare2021_fd_pdf	REP-09d14223894a8831f44405eff1e95fe67e00f1b43d1bc89acd4a422b8b86ac7b	8a79265d8c1f	8a79265d8c1f761d9f3043c2d4837a9366679314b97aaebd8d189c6bcbc716a9	ENBIARE	OBJ-B2-9185ca341effd2cf007cb76c19e00b1747f9edfaf58ab1d97aed580fa2c657c6	N12	OBJ-B2-9185ca341effd2cf007cb76c19e00b1747f9edfaf58ab1d97aed580fa2c657c6	SECCION-PDF; objetos=468; muestra=E2R-0b4f617fd321d5dbac094a436b4453995cbe617ba2ffcb134b817a6e5c55803f	E2	RESUMEN-NEUTRAL-COMPACTO	EXISTE-SATISFACE	E2R-5f7404476c66696c1c9bbbec6a2ef8ac9bfb9b8ec6b675d603242d039eaa15a3:3fb514626c7034806b88093e97031bd3c81df25186e44f96b818d1235ce7b8ad	FD ENBIARE 2021 (39 pags, 468 entradas de variable y 340 textos de reactivo) + 349 encabezados del zip BD; no se abrieron microdatos	RPTC-B2-f4a476eb10a5c079d617e9a6cbdfd52804c8ffc38d59274551bca5b9df188549:2caac9a7e693d4a4f25e06b8ab48f74671f4b105a1e81cc608986e3c8db3df35	PROP-B2-9fc77ea52e13fab0c2637653a31dd477a0a5b4f014c810bd5045bafbaa2cc9ed	REL-a750d90d3d9e1e19938fa8c4	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	ADR-93: objeto evidenciable en entrada distinta enbiare2021_bd_csv_zip (305 nombres comunes); decidible por evidencia, dependencia NO	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
enbiare2021_fd_pdf	REP-09d14223894a8831f44405eff1e95fe67e00f1b43d1bc89acd4a422b8b86ac7b	8a79265d8c1f	8a79265d8c1f761d9f3043c2d4837a9366679314b97aaebd8d189c6bcbc716a9	ENBIARE	OBJ-B2-ac0b2549ddf752d8bb1c5bafc94950113f7e72f3ea4c44b8ad17ac446e6aac30	N14	OBJ-B2-ac0b2549ddf752d8bb1c5bafc94950113f7e72f3ea4c44b8ad17ac446e6aac30	SECCION-PDF; objetos=468; muestra=E2R-0b4f617fd321d5dbac094a436b4453995cbe617ba2ffcb134b817a6e5c55803f	E2	RESUMEN-NEUTRAL-COMPACTO	EXISTE-NO-SATISFACE	E2R-57d5bc5729dbfa22622da1ae6ad1984655e9f7b1259e1b9c391992591f2f0ad8:adf5e19844b69018028c46626e505081e3c25307bfe0a2dffb5367daf6746a3c	FD ENBIARE 2021 (39 pags, 468 entradas de variable y 340 textos de reactivo) + 349 encabezados del zip BD; no se abrieron microdatos	RPTC-B2-f4a476eb10a5c079d617e9a6cbdfd52804c8ffc38d59274551bca5b9df188549:2caac9a7e693d4a4f25e06b8ab48f74671f4b105a1e81cc608986e3c8db3df35	PROP-B2-2b3c3fd480dd77f68e499a66fd9b4b64b4f9a9a22c06119b78ab769033d1973f	REL-51392f82de7f4c77d1bb75c1	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	SUP: PB1_01 se infiere por adyacencia (el tallo literal del hermano es policia estatal); radio_confianza exige el contraste, no un item	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
enfih2019_bd_csv_zip	REP-84d45be3c21bcf3ef54d32ad3122cb76a7eb10beef0f0584715b1d224fffaf58	be372533d504	be372533d5043920892142e8bf792b7293a5f20ab466a6441bc89925b42ef4d5	ENFIH	OBJ-B2-9b70c0c3d3b8251e93f69a02bfd33d32341470cb2aec1de45faafaaf2c781a00	N3	OBJ-B2-9b70c0c3d3b8251e93f69a02bfd33d32341470cb2aec1de45faafaaf2c781a00	COLUMNA; objetos=664; muestra=E2R-f02ac30ebb4c009adb3651e4d22bb643fe53230caaaeda68a2edf0886b2e9213	E2	RESUMEN-NEUTRAL-COMPACTO	NO-ENCONTRADO-EN-UNIVERSO-INSPECCIONADO	E2R-006036a1afb52092123e7a5483dd861aab37598c4a60534ac9ec2c131e9c0e52:b33712000c7a7a0797b988609ea5c592ede3fa7c5a1ba0175d29128cca4d0ae9	fd_xlsx completo (664 vars, 16 hojas) + 527 nombres del bd. Barrido estatus/prestigio/vecino/apariencia/lujo/comparacion: 0 aciertos.	RPTC-B2-127e316f17ba1a92ae3014d56f9a6b0d265fe6861142f4019a9b3495d42affef:cac5769a222cfe920272e9b4b99bb2dc95466407d17c4c826d6d098e0302a510	PROP-B2-07c1ef275ae566375d9d0ae2b9e0e98571a3b73b0feb3f14b3846399373c810e	REL-3b746c49c7c051083df6ee81	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	ADR-93: objeto evidenciable en entrada distinta enfih2019_bd_csv_zip (527 nombres comunes); decidible por evidencia, dependencia NO	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
enfih2019_bd_csv_zip	REP-84d45be3c21bcf3ef54d32ad3122cb76a7eb10beef0f0584715b1d224fffaf58	be372533d504	be372533d5043920892142e8bf792b7293a5f20ab466a6441bc89925b42ef4d5	ENFIH	OBJ-B2-9b70c0c3d3b8251e93f69a02bfd33d32341470cb2aec1de45faafaaf2c781a00	N10	OBJ-B2-9b70c0c3d3b8251e93f69a02bfd33d32341470cb2aec1de45faafaaf2c781a00	COLUMNA; objetos=664; muestra=E2R-f02ac30ebb4c009adb3651e4d22bb643fe53230caaaeda68a2edf0886b2e9213	E2	RESUMEN-NEUTRAL-COMPACTO	NO-ENCONTRADO-EN-UNIVERSO-INSPECCIONADO	E2R-006036a1afb52092123e7a5483dd861aab37598c4a60534ac9ec2c131e9c0e52:b33712000c7a7a0797b988609ea5c592ede3fa7c5a1ba0175d29128cca4d0ae9	fd_xlsx completo (664 vars, 16 hojas) + 527 nombres del bd. Barrido horizonte/plazo/futuro/vejez/planea: 0; si revise Afore y plazos de pago.	RPTC-B2-127e316f17ba1a92ae3014d56f9a6b0d265fe6861142f4019a9b3495d42affef:cac5769a222cfe920272e9b4b99bb2dc95466407d17c4c826d6d098e0302a510	PROP-B2-16d23511aea3ae5a2eb975388117f455912cccc80b464ea513569e31a2ab6fa5	REL-16d3c66af7fc856df2130139	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	ADR-93: objeto evidenciable en entrada distinta enfih2019_bd_csv_zip (527 nombres comunes); decidible por evidencia, dependencia NO	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
enfih2019_bd_csv_zip	REP-84d45be3c21bcf3ef54d32ad3122cb76a7eb10beef0f0584715b1d224fffaf58	be372533d504	be372533d5043920892142e8bf792b7293a5f20ab466a6441bc89925b42ef4d5	ENFIH	OBJ-B2-9b70c0c3d3b8251e93f69a02bfd33d32341470cb2aec1de45faafaaf2c781a00	N14	OBJ-B2-9b70c0c3d3b8251e93f69a02bfd33d32341470cb2aec1de45faafaaf2c781a00	COLUMNA; objetos=664; muestra=E2R-f02ac30ebb4c009adb3651e4d22bb643fe53230caaaeda68a2edf0886b2e9213	E2	RESUMEN-NEUTRAL-COMPACTO	NO-ENCONTRADO-EN-UNIVERSO-INSPECCIONADO	E2R-006036a1afb52092123e7a5483dd861aab37598c4a60534ac9ec2c131e9c0e52:b33712000c7a7a0797b988609ea5c592ede3fa7c5a1ba0175d29128cca4d0ae9	fd_xlsx completo (664 vars, 16 hojas) + 527 nombres del bd. Barrido confianza/desconfianza: 0 aciertos en etiqueta y definicion. Sin listas de opciones.	RPTC-B2-127e316f17ba1a92ae3014d56f9a6b0d265fe6861142f4019a9b3495d42affef:cac5769a222cfe920272e9b4b99bb2dc95466407d17c4c826d6d098e0302a510	PROP-B2-82685649a353d23906bd197064bbdd8ee7e32ffbd1cfd27fbaa545496073db6b	REL-50e6d069fd121a8a7cd64fc5	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	ADR-93: objeto evidenciable en entrada distinta enfih2019_bd_csv_zip (527 nombres comunes); decidible por evidencia, dependencia NO	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
enfih2019_bd_csv_zip	REP-84d45be3c21bcf3ef54d32ad3122cb76a7eb10beef0f0584715b1d224fffaf58	be372533d504	be372533d5043920892142e8bf792b7293a5f20ab466a6441bc89925b42ef4d5	ENFIH	OBJ-B2-9b70c0c3d3b8251e93f69a02bfd33d32341470cb2aec1de45faafaaf2c781a00	N13	OBJ-B2-9b70c0c3d3b8251e93f69a02bfd33d32341470cb2aec1de45faafaaf2c781a00	COLUMNA; objetos=664; muestra=E2R-f02ac30ebb4c009adb3651e4d22bb643fe53230caaaeda68a2edf0886b2e9213	E2	RESUMEN-NEUTRAL-COMPACTO	NO-ENCONTRADO-EN-UNIVERSO-INSPECCIONADO	E2R-006036a1afb52092123e7a5483dd861aab37598c4a60534ac9ec2c131e9c0e52:b33712000c7a7a0797b988609ea5c592ede3fa7c5a1ba0175d29128cca4d0ae9	fd_xlsx completo (664 vars, 16 hojas) + 527 nombres del bd. Barrido obligacion/deber/cuidar/manda-dinero/remesa: 0 aciertos. Sin listas de opciones.	RPTC-B2-127e316f17ba1a92ae3014d56f9a6b0d265fe6861142f4019a9b3495d42affef:cac5769a222cfe920272e9b4b99bb2dc95466407d17c4c826d6d098e0302a510	PROP-B2-9b97f45f52c760257795a8932249d3aad22f71d790a694318b01e2dc077476af	REL-6b52ae9ea4b72a9f27f01260	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	ADR-93: objeto evidenciable en entrada distinta enfih2019_bd_csv_zip (527 nombres comunes); decidible por evidencia, dependencia NO	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
enfih2019_fd_xlsx	REP-9be3804a6acd764b4a3b41efb3f84da57cc420a18e2002eecfdc23d3d7a6b69f	326b68b34279	326b68b342797de45a7a4eb3dbf04f3790d11035df2611d7f9153d1ae12a48e1	ENFIH	OBJ-B2-e2710c97a85329e25e010dbe888d27b7b7b5312a9c4f9b9c833956eff75f619c	N12	OBJ-B2-e2710c97a85329e25e010dbe888d27b7b7b5312a9c4f9b9c833956eff75f619c	VARIABLE-DICCIONARIO-XLSX; objetos=495; muestra=E2R-4e285e2e81e92700fdc18943ede743edba3d3e3ea18768b14a47b59b2826ef9d	E2	RESUMEN-NEUTRAL-COMPACTO	EXISTE-NO-SATISFACE	E2R-9fad08daf75b322eff3ff87be34d8de1be70aa5de6f0d6f2cf8e4e787ed6d2cd:c5204112b2a7ef6298449eb15c2e7004d8274628b0fa0ca0be72ef573a687a17	Diccionario fd_xlsx completo: 664 variables, 16 hojas; bd solo aporta 527 nombres de columna. 43 reactivos nombran familia/amigos. Sin listas de opciones.	RPTC-B2-380464c0ee9bb11f2b2a52c65388888e1c06407b11a01056fd387f01f20e4ff4:c2aec89f9586ad233b0b8300b8402878d6288ad5cb8ea81236e9d4b32c4a3fc3	PROP-B2-91e75f04aeb284091c57b2728f60231e7e8de00e2fb60e01e79e0a7e282ae286	REL-a63dce9852d52046595e28f0	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	ADR-93: objeto evidenciable en entrada distinta enfih2019_bd_csv_zip (527 nombres comunes); decidible por evidencia, dependencia NO	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
enfih2019_fd_xlsx	REP-9be3804a6acd764b4a3b41efb3f84da57cc420a18e2002eecfdc23d3d7a6b69f	326b68b34279	326b68b342797de45a7a4eb3dbf04f3790d11035df2611d7f9153d1ae12a48e1	ENFIH	OBJ-B2-e2710c97a85329e25e010dbe888d27b7b7b5312a9c4f9b9c833956eff75f619c	N12	OBJ-B2-e2710c97a85329e25e010dbe888d27b7b7b5312a9c4f9b9c833956eff75f619c	VARIABLE-DICCIONARIO-XLSX; objetos=495; muestra=E2R-4e285e2e81e92700fdc18943ede743edba3d3e3ea18768b14a47b59b2826ef9d	E2	RESUMEN-NEUTRAL-COMPACTO	EXISTE-NO-SATISFACE	E2R-9fad08daf75b322eff3ff87be34d8de1be70aa5de6f0d6f2cf8e4e787ed6d2cd:c5204112b2a7ef6298449eb15c2e7004d8274628b0fa0ca0be72ef573a687a17	Diccionario fd_xlsx completo: 664 variables, 16 hojas; bd solo aporta 527 nombres de columna. 43 reactivos nombran familia/amigos. Sin listas de opciones.	RPTC-B2-380464c0ee9bb11f2b2a52c65388888e1c06407b11a01056fd387f01f20e4ff4:c2aec89f9586ad233b0b8300b8402878d6288ad5cb8ea81236e9d4b32c4a3fc3	PROP-B2-e1b9ecf70020d8bc2af5ffc7bca92eddadb3a1747386e3edd1fb0acda8589228	REL-04c3943ecb0df7bacdc3c994	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	ADR-93: objeto evidenciable en entrada distinta enfih2019_bd_csv_zip (527 nombres comunes); decidible por evidencia, dependencia NO	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
enfih2019_fd_xlsx	REP-9be3804a6acd764b4a3b41efb3f84da57cc420a18e2002eecfdc23d3d7a6b69f	326b68b34279	326b68b342797de45a7a4eb3dbf04f3790d11035df2611d7f9153d1ae12a48e1	ENFIH	OBJ-B2-edf6ea553272446c6645a859e1bb9c6087daaba564391b98255140dfdc1e81c5	N4	OBJ-B2-edf6ea553272446c6645a859e1bb9c6087daaba564391b98255140dfdc1e81c5	VARIABLE-DICCIONARIO-XLSX; objetos=495; muestra=E2R-4e285e2e81e92700fdc18943ede743edba3d3e3ea18768b14a47b59b2826ef9d	E2	RESUMEN-NEUTRAL-COMPACTO	EXISTE-NO-SATISFACE	E2R-6eea083dc1c268bbcf9a458ab88c3f5d88c0c0b80bae497b8d0afd5840302504:5ff07a9eb6b62afdba23717877b3ebade336c782aa665f5f330eb58bfcf41756	fd_xlsx completo (664 vars, 16 hojas) + 527 nombres del bd. Barrido riesgo/apuesta/loteria/azar/miedo: 0. De P8_55 solo consta su 1a opcion.	RPTC-B2-380464c0ee9bb11f2b2a52c65388888e1c06407b11a01056fd387f01f20e4ff4:c2aec89f9586ad233b0b8300b8402878d6288ad5cb8ea81236e9d4b32c4a3fc3	PROP-B2-9eb911df2d1e770525919ef877bd9ec1f5f78554f261088df82c3ae5ceb1f86e	REL-987f01cb468fa0b51b2dffc6	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	ADR-93: objeto evidenciable en entrada distinta enfih2019_bd_csv_zip (527 nombres comunes); decidible por evidencia, dependencia NO	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
enfih2019_fd_xlsx	REP-9be3804a6acd764b4a3b41efb3f84da57cc420a18e2002eecfdc23d3d7a6b69f	326b68b34279	326b68b342797de45a7a4eb3dbf04f3790d11035df2611d7f9153d1ae12a48e1	ENFIH	OBJ-B2-edf6ea553272446c6645a859e1bb9c6087daaba564391b98255140dfdc1e81c5	N4	OBJ-B2-edf6ea553272446c6645a859e1bb9c6087daaba564391b98255140dfdc1e81c5	VARIABLE-DICCIONARIO-XLSX; objetos=495; muestra=E2R-4e285e2e81e92700fdc18943ede743edba3d3e3ea18768b14a47b59b2826ef9d	E2	RESUMEN-NEUTRAL-COMPACTO	EXISTE-NO-SATISFACE	E2R-6eea083dc1c268bbcf9a458ab88c3f5d88c0c0b80bae497b8d0afd5840302504:5ff07a9eb6b62afdba23717877b3ebade336c782aa665f5f330eb58bfcf41756	fd_xlsx completo (664 vars, 16 hojas) + 527 nombres del bd. Barrido riesgo/apuesta/loteria/azar/miedo: 0. De P8_55 solo consta su 1a opcion.	RPTC-B2-380464c0ee9bb11f2b2a52c65388888e1c06407b11a01056fd387f01f20e4ff4:c2aec89f9586ad233b0b8300b8402878d6288ad5cb8ea81236e9d4b32c4a3fc3	PROP-B2-b57aa1db37b29d912d17a5fbdb276dda02071df2a3df0f16a80d87cfd41024c1	REL-fb6a1baf579c6521a638b093	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	ADR-93: objeto evidenciable en entrada distinta enfih2019_bd_csv_zip (527 nombres comunes); decidible por evidencia, dependencia NO	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
ensafi2023_bd_csv_zip	REP-de65c996e2c07f18cdabb0c730ca6bfdadb8e7ffae281518a6912d9b0afb8e0c	c0594079ddf4	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	ENSAFI	OBJ-B2-0c6fe7a9676b9882c07289481c26f74a1dccac0f3e70866cefcef918d08ce651	N13	OBJ-B2-0c6fe7a9676b9882c07289481c26f74a1dccac0f3e70866cefcef918d08ce651	COLUMNA; objetos=369; muestra=E2R-769fc86135ec73d8afe7704d8961186007974165858705a8656b9bb5031d1875	E2	RESUMEN-NEUTRAL-COMPACTO	NO-ENCONTRADO-EN-UNIVERSO-INSPECCIONADO	E2R-00b49fc3872b6e094497de5c0ba17822feefc3b946c91830bee11668f8c6031b:6aebbddea746529d3b5b8505be7b9ed4b1b0d8f945e3601febbaf88b7e473a35	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	RPTC-B2-5753185d24e361ee8f4f4cea30cc92c79948242e99f497dd8b0072ca9b01f26a:3585b081cd641fec8566b4ee541a93f2a80c5bd81b6d030f0e6d5d2fe60272f4	PROP-B2-4f9a20f7f92c67a16fbcfd594fbb70fb378edd031af9625707c722a1d410cab8	REL-0b6385436015c470992017f1	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	ADR-93: ENSAFI tiene UNA sola entrada en el manifiesto; no hay entrada distinta; condicion no se cumple; dependencia NO	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
ensafi2023_bd_csv_zip	REP-de65c996e2c07f18cdabb0c730ca6bfdadb8e7ffae281518a6912d9b0afb8e0c	c0594079ddf4	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	ENSAFI	OBJ-B2-0c6fe7a9676b9882c07289481c26f74a1dccac0f3e70866cefcef918d08ce651	N3	OBJ-B2-0c6fe7a9676b9882c07289481c26f74a1dccac0f3e70866cefcef918d08ce651	COLUMNA; objetos=369; muestra=E2R-769fc86135ec73d8afe7704d8961186007974165858705a8656b9bb5031d1875	E2	RESUMEN-NEUTRAL-COMPACTO	NO-ENCONTRADO-EN-UNIVERSO-INSPECCIONADO	E2R-00b49fc3872b6e094497de5c0ba17822feefc3b946c91830bee11668f8c6031b:6aebbddea746529d3b5b8505be7b9ed4b1b0d8f945e3601febbaf88b7e473a35	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	RPTC-B2-5753185d24e361ee8f4f4cea30cc92c79948242e99f497dd8b0072ca9b01f26a:3585b081cd641fec8566b4ee541a93f2a80c5bd81b6d030f0e6d5d2fe60272f4	PROP-B2-8f6676db5b1720d9f19c9595cfa348845c2e242489e32cf3d32f3724eb8b0b23	REL-ed3674d93fbcd45914630569	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	ADR-93: ENSAFI tiene UNA sola entrada en el manifiesto; no hay entrada distinta; condicion no se cumple; dependencia NO	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
ensafi2023_bd_csv_zip	REP-de65c996e2c07f18cdabb0c730ca6bfdadb8e7ffae281518a6912d9b0afb8e0c	c0594079ddf4	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	ENSAFI	OBJ-B2-0c6fe7a9676b9882c07289481c26f74a1dccac0f3e70866cefcef918d08ce651	N12	OBJ-B2-0c6fe7a9676b9882c07289481c26f74a1dccac0f3e70866cefcef918d08ce651	COLUMNA; objetos=369; muestra=E2R-769fc86135ec73d8afe7704d8961186007974165858705a8656b9bb5031d1875	E2	RESUMEN-NEUTRAL-COMPACTO	NO-ENCONTRADO-EN-UNIVERSO-INSPECCIONADO	E2R-00b49fc3872b6e094497de5c0ba17822feefc3b946c91830bee11668f8c6031b:6aebbddea746529d3b5b8505be7b9ed4b1b0d8f945e3601febbaf88b7e473a35	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	RPTC-B2-5753185d24e361ee8f4f4cea30cc92c79948242e99f497dd8b0072ca9b01f26a:3585b081cd641fec8566b4ee541a93f2a80c5bd81b6d030f0e6d5d2fe60272f4	PROP-B2-fbfb440491ceb2c7b8a7f9a6e46b4a172e9f7781536f7f767bcc95bbbfa6b64f	REL-89b5a730c80b52245609d460	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	ADR-93: ENSAFI tiene UNA sola entrada en el manifiesto; no hay entrada distinta; condicion no se cumple; dependencia NO	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
ensafi2023_bd_csv_zip	REP-de65c996e2c07f18cdabb0c730ca6bfdadb8e7ffae281518a6912d9b0afb8e0c	c0594079ddf4	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	ENSAFI	OBJ-B2-2d0965b698cf0dda7490270220af10c5ba7e6a0fa46e99ffc81f53835dd3a199	N4	OBJ-B2-2d0965b698cf0dda7490270220af10c5ba7e6a0fa46e99ffc81f53835dd3a199	COLUMNA; objetos=369; muestra=E2R-769fc86135ec73d8afe7704d8961186007974165858705a8656b9bb5031d1875	E2	RESUMEN-NEUTRAL-COMPACTO	EXISTE-NO-SATISFACE	E2R-82310c1c786c87e80ab79d7064f1f9b44ee0f6380f9d421353bda1f2be6edfee:ac5a805b3d8ecf9246fc795a1cd0aeac6805798f23cdb530710e3f997e040a92	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	RPTC-B2-5753185d24e361ee8f4f4cea30cc92c79948242e99f497dd8b0072ca9b01f26a:3585b081cd641fec8566b4ee541a93f2a80c5bd81b6d030f0e6d5d2fe60272f4	PROP-B2-1bec7d7b1d4700131303bc05b4bfdab24b2c82d072ece487bd2c6e21ec4a8996	REL-641a2435b0e68b2049b73d72	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	ADR-93: ENSAFI tiene UNA sola entrada en el manifiesto; no hay entrada distinta; condicion no se cumple; dependencia NO	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
ensafi2023_bd_csv_zip	REP-de65c996e2c07f18cdabb0c730ca6bfdadb8e7ffae281518a6912d9b0afb8e0c	c0594079ddf4	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	ENSAFI	OBJ-B2-2d0965b698cf0dda7490270220af10c5ba7e6a0fa46e99ffc81f53835dd3a199	N4	OBJ-B2-2d0965b698cf0dda7490270220af10c5ba7e6a0fa46e99ffc81f53835dd3a199	COLUMNA; objetos=369; muestra=E2R-769fc86135ec73d8afe7704d8961186007974165858705a8656b9bb5031d1875	E2	RESUMEN-NEUTRAL-COMPACTO	EXISTE-NO-SATISFACE	E2R-82310c1c786c87e80ab79d7064f1f9b44ee0f6380f9d421353bda1f2be6edfee:ac5a805b3d8ecf9246fc795a1cd0aeac6805798f23cdb530710e3f997e040a92	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	RPTC-B2-5753185d24e361ee8f4f4cea30cc92c79948242e99f497dd8b0072ca9b01f26a:3585b081cd641fec8566b4ee541a93f2a80c5bd81b6d030f0e6d5d2fe60272f4	PROP-B2-85593ef0f44bb3093215ec78d0687367165f1c890b9f1eed0b564e8ad944c24b	REL-b8a1bd303f0aac03e3b1bdd7	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	ADR-93: ENSAFI tiene UNA sola entrada en el manifiesto; no hay entrada distinta; condicion no se cumple; dependencia NO	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
