ruta_relativa	tamano_bytes	mtime_utc	sha256
multi1-staging/worker-3-resumen.json	177	2026-08-07 00:13:46	456e0fc9635c281306efdcb7601489d1821a7c6d0976b52c442d995088dbade5
multi2-staging/asignacion-workers.tsv	2492	2026-08-07 00:30:04	a0244dd4b0e8e739fdd524b42d02b219e7bfd85a436dab4be412ce1cf69020a4
multi2-staging/integrado/SHA256SUMS.json	2324	2026-08-07 00:41:34	dd3f5eac62a8175abcce66f40469376a627a69e298a8203e40df1c5def24bf49
multi2-staging/integrado/asignacion-workers.tsv	2492	2026-08-07 00:30:04	a0244dd4b0e8e739fdd524b42d02b219e7bfd85a436dab4be412ce1cf69020a4
multi2-staging/integrado/cambios-clasificacion.tsv	6802	2026-08-07 00:40:30	a6503e563b14be49048815aa99e03959a393de1bec663f79a4d2a7751a4c156a
multi2-staging/integrado/conflictos-materiales.tsv	285	2026-08-07 00:40:30	e15082065fa799a59fd8ea6439bd4adb9519176b869e0013fa38f84dd50a16d0
multi2-staging/integrado/decisiones-humanas.tsv	233	2026-08-07 00:40:30	fe8221afd3f2bce14c8bc7a53ec024c82c0ddd3fba5d4a3c6320fbddafedd216
multi2-staging/integrado/diff-curador.patch	452	2026-08-07 00:40:30	ee4818eadfa0815fe992393171603a27525c652cea95f21968de43531644eba9
multi2-staging/integrado/ejecucion-workers.tsv	764	2026-08-07 00:41:25	bcda91365032b4572784570b099438413f14238b12262d2972efee63a07e8990
multi2-staging/integrado/evidencia-relaciones.tsv	135568	2026-08-07 00:40:30	0bc99fe6dbdf7797ada650a734194be35e921e368e81cd04669c3a9f7b832be0
multi2-staging/integrado/pendientes-siguiente-accion.tsv	96350	2026-08-07 00:40:30	af67de7e4652fca1294dce4da4b22f34e342ee258a2217b7b2f231068fd05824
multi2-staging/integrado/pruebas-regresion.txt	2500	2026-08-07 00:41:34	fb668a12375888ffb0d764cfc0f62ccf5714fb2541ec27b790063b1eeec79632
multi2-staging/integrado/registro-demanda-universo-curado.tsv	101137	2026-08-07 00:40:30	e6e22947b15ef12a7d60fefdc9241299fcbfdf7a809c0a3b8a378076ad05717e
multi2-staging/integrado/reporte-supervisor.md	2147	2026-08-07 00:41:25	34acd67e1a0d4ba194853a5247dfa0ab0033ba03ad5d3747297951ec81565348
multi2-staging/integrado/validacion.json	1096	2026-08-07 00:40:30	d0866913043ac595592e2e529b672c97dcff6c4049069ec8fea2dab7a581cfd3
multi2-staging/integrado/worker-1-evidencia.tsv	14921	2026-08-07 00:39:45	70f16f36a6851ad36395a21ba9df66b651629efc7cef9ce8942a5649e7b62554
multi2-staging/integrado/worker-1-relaciones.tsv	18234	2026-08-07 00:39:45	76a3d0178e99cdc76ba90bc946a98085804af4d3b4a808996bfb9e7bab59d02c
multi2-staging/integrado/worker-1-resumen.json	294	2026-08-07 00:39:46	51018b1f9a062bac562699e3b5119fa844d533493383f3682fe96918286acaa1
multi2-staging/integrado/worker-2-evidencia.tsv	41024	2026-08-07 00:32:36	0dc462dd0b2c06a83b3818042c1ad890da285b06d72d4bd964b7817cae6286e7
multi2-staging/integrado/worker-2-relaciones.tsv	32629	2026-08-07 00:32:36	c539211aba73a3f2645d52a9529fd1bbddf6e2d27964907f561333f852d55c26
multi2-staging/integrado/worker-2-resumen.json	294	2026-08-07 00:32:36	d402f95243ecbc45be1bbc9d0eedbefa7a9258b86b8d580cb863973c2f001cdb
multi2-staging/integrado/worker-3-evidencia.tsv	38587	2026-08-07 00:33:27	54728bfaf498000db48b5d1476e1a6a9daa5d02de243da8de7c673f8f41295a3
multi2-staging/integrado/worker-3-relaciones.tsv	23869	2026-08-07 00:33:27	11edb4c19262614d5b4f939fb41ad86d669657deb8a4eae2a401fad5bd5b3b32
multi2-staging/integrado/worker-3-resumen.json	294	2026-08-07 00:33:27	71717792dcbc87e57e8bb3e62d5bd020a47b76af584d9ff5118a23d54c5eacea
multi2-staging/integrado/worker-4-evidencia.tsv	42062	2026-08-07 00:39:52	8f229a5d7cffbf8b9a6622a421420038e9d1203c4211bc4f1a3c10d1b55d8b97
multi2-staging/integrado/worker-4-relaciones.tsv	28886	2026-08-07 00:39:52	71f9d9c3f3009562740df7d152b4f99c268d28dbf4129c59e92751ca0aeb069b
multi2-staging/integrado/worker-4-resumen.json	294	2026-08-07 00:39:52	3d97abf0cb5a6538d5849173419934b6e04c65f180e64fc23f80a7eb046155a8
multi2-staging/pruebas-regresion.txt	2500	2026-08-07 00:40:30	fb668a12375888ffb0d764cfc0f62ccf5714fb2541ec27b790063b1eeec79632
multi2-staging/worker-1/contexto-inmutable.tsv	17813	2026-08-07 00:30:04	00c5ccd0dc9e66d38d8eddb80b024d06611baf694d2fcbf51d92c8038968f39a
multi2-staging/worker-1/fuentes-asignadas.json	492	2026-08-07 00:30:04	245d78b638af6f5b7e04f789d620ec2541f30ca4b4b3e207867666e183ddfc85
multi2-staging/worker-1/input-candidatas.tsv	15854	2026-08-07 00:30:04	a0df0bab490e3f7e8b1ccf7223a80adae0565a43d5188e13ed14a4c5497c3461
multi2-staging/worker-1/worker-1-evidencia.tsv	14921	2026-08-07 00:39:45	70f16f36a6851ad36395a21ba9df66b651629efc7cef9ce8942a5649e7b62554
multi2-staging/worker-1/worker-1-relaciones.tsv	18234	2026-08-07 00:39:45	76a3d0178e99cdc76ba90bc946a98085804af4d3b4a808996bfb9e7bab59d02c
multi2-staging/worker-1/worker-1-resumen.json	294	2026-08-07 00:39:46	51018b1f9a062bac562699e3b5119fa844d533493383f3682fe96918286acaa1
multi2-staging/worker-2/contexto-inmutable.tsv	25515	2026-08-07 00:30:04	1d1ae0df73dd8938efbeb6c41ba5dd1c904ca32f4d075150e76b340fdd2a8cb0
multi2-staging/worker-2/fuentes-asignadas.json	729	2026-08-07 00:30:04	357ea9d5327b3dcacf400556468ecba9b53bf2227183fd01f14f3de05d355d6c
multi2-staging/worker-2/generar_outputs.py	9983	2026-08-07 00:32:24	59523d4605f63be4de42224a3c7c6e7a9074353f387a30c6ecd24f23f64fde5f
multi2-staging/worker-2/input-candidatas.tsv	19359	2026-08-07 00:30:04	d2c742142a14dbda91545cb1a2920bacd672e650bb0dc46193db7fec95988cb1
multi2-staging/worker-2/worker-2-evidencia.tsv	41024	2026-08-07 00:32:36	0dc462dd0b2c06a83b3818042c1ad890da285b06d72d4bd964b7817cae6286e7
multi2-staging/worker-2/worker-2-relaciones.tsv	32629	2026-08-07 00:32:36	c539211aba73a3f2645d52a9529fd1bbddf6e2d27964907f561333f852d55c26
multi2-staging/worker-2/worker-2-resumen.json	294	2026-08-07 00:32:36	d402f95243ecbc45be1bbc9d0eedbefa7a9258b86b8d580cb863973c2f001cdb
multi2-staging/worker-3/build_outputs.py	10972	2026-08-07 00:33:14	385a61d7b205ad8a1d6eab35b14091adc4c2b342235b6c15971d27f280fc7ba3
multi2-staging/worker-3/contexto-inmutable.tsv	23524	2026-08-07 00:30:04	f6c04f47946737531f98dccc173f727dbbddb391dcacc979ad9135383c7f4547
multi2-staging/worker-3/fuentes-asignadas.json	643	2026-08-07 00:30:04	94d7f3a51f9cea88958efbf9d3e3d740e2ec1dcfd0243ab3bd142d54535f9e34
multi2-staging/worker-3/input-candidatas.tsv	17216	2026-08-07 00:30:04	48aa625f43c3a8479f0ca765d0a596e3bb9af3a684f19aaa9b03eed931cd1be7
multi2-staging/worker-3/worker-3-evidencia.tsv	38587	2026-08-07 00:33:27	54728bfaf498000db48b5d1476e1a6a9daa5d02de243da8de7c673f8f41295a3
multi2-staging/worker-3/worker-3-relaciones.tsv	23869	2026-08-07 00:33:27	11edb4c19262614d5b4f939fb41ad86d669657deb8a4eae2a401fad5bd5b3b32
multi2-staging/worker-3/worker-3-resumen.json	294	2026-08-07 00:33:27	71717792dcbc87e57e8bb3e62d5bd020a47b76af584d9ff5118a23d54c5eacea
multi2-staging/worker-4/contexto-inmutable.tsv	22410	2026-08-07 00:30:04	5bfa385c456248c5a2bfa7b8f15f2538830f13b801c62958a754e08c34576277
multi2-staging/worker-4/fuentes-asignadas.json	551	2026-08-07 00:30:04	d72fa7c708446df54a56ca80f2b0b2003dbbf5f5d001eae726eb2454aac24715
multi2-staging/worker-4/input-candidatas.tsv	15572	2026-08-07 00:30:04	71f0272297ba55a04f62be334f07dfb5541b6f9d9de26598671dff233867c6d4
multi2-staging/worker-4/worker-4-evidencia.tsv	42062	2026-08-07 00:39:52	8f229a5d7cffbf8b9a6622a421420038e9d1203c4211bc4f1a3c10d1b55d8b97
multi2-staging/worker-4/worker-4-relaciones.tsv	28886	2026-08-07 00:39:52	71f9d9c3f3009562740df7d152b4f99c268d28dbf4129c59e92751ca0aeb069b
multi2-staging/worker-4/worker-4-resumen.json	294	2026-08-07 00:39:52	3d97abf0cb5a6538d5849173419934b6e04c65f180e64fc23f80a7eb046155a8
tools/curador_registro/AGENTS.md	649	2026-08-06 21:25:02	f9d137384b53122c9c1e98dd024875d53f13efbbe612ba21ed6789e7743b02df
tools/curador_registro/curador.py	12124	2026-08-07 00:06:26	aec033abfad6c052d04a7b11050713d2dc183535e9f85835c41188820a91dd6f
tools/curador_registro/multi2_fix2_finalizer.py	6193	2026-08-07 01:29:51	055781dd8c7c09b0810a1abf83f77b07b154dd0417b5aa3ec579be894f63bd23
tools/curador_registro/multi2_fix_supervisor.py	17701	2026-08-07 01:30:54	5214e06cb6042ec2a6ea158ad01ce4b65fb8ed2cd3b8d1025cb5641e8e02dec4
tools/curador_registro/multi_supervisor.py	16678	2026-08-07 00:29:32	d7467afaf2f9acc8349e63326b1f4a8b1220b5f28efc604092a5301dee4a8cfc
tools/curador_registro/normalizacion-fuentes.tsv	5332	2026-08-07 01:04:07	31cc61ee94673ee0e3e6928d7b63fc7c016901f760c659cbab4764100cfbc090
tools/curador_registro/prompts/supervisor.md	611	2026-08-06 21:25:03	3fceb0b6f0e7cd349780675735aed5071a7e78c6056e069620f102d260605bba
tools/curador_registro/prompts/trabajador.md	604	2026-08-06 21:25:02	a05378528d25eb54c6bd9a8134f4909b13af8e911499b3d901b904685dcd4866
tools/curador_registro/run_curador.sh	2347	2026-08-07 00:07:46	0bf40d3a9143e3cebe1633cac32de53dfc1a1adaa8e818251aae0dbf10009b5c
tools/curador_registro/schemas/adjudicacion.schema.json	1571	2026-08-06 21:44:26	c985e44d58e83b27a6e59dbf0e338431af27345a2d4217c57c234d5b44df3603
tools/curador_registro/supervisor.py	21266	2026-08-07 00:09:13	5c89cc1c7f30c0b7117cd74fde2c0615bd656556ed0a4e46ae94634e0b8b7c56
tools/curador_registro/tests/test_enasic_relaciones.py	3276	2026-08-07 00:06:26	a1d37f4f0c88b1b7b664e98a60c21d968206495f6cc7c6085dc2dbafa4cc76c0
tools/curador_registro/tests/test_estados_con_evidencia.py	1611	2026-08-06 22:50:16	b3f77542117ede7cd747ceb5d8d1fa7e5c021c3631186f95954d9aa1e62d59c9
tools/curador_registro/tests/test_fuentes_no_artefactos.py	865	2026-08-06 21:28:31	2269d26d45f21875960be2cf0ad672d73d780c3eec95a95eed41e3d2f64988f5
tools/curador_registro/tests/test_multi2_fix_integration.py	4818	2026-08-07 01:29:59	57b49a871e025bd42388bbb595b69f3be01aaaad07d5300205148bdd210c2fee
tools/curador_registro/tests/test_multi_supervisor_fail_closed.py	2799	2026-08-07 00:29:33	ebeda5d3d998fe2df0308547a04e180d6f307cb42eda7505ca57534a03fc6d73
tools/curador_registro/tests/test_negativos_conservados.py	1386	2026-08-06 22:50:16	abd8f0e7984449b727868ec113ccda5fc7177a6a3d59a3f4e3d2d1897d596800
