id_afirmacion	lote	report	dominio	dictamen	pieza_faltante	causa_registrada	rotulo	sucesor	receta
ASTRA5-U0-FAM-020	familia	corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	JUVENTUD	MEDIBLE-CON-ADQUISICIÓN	estudio (autor/anio/institucion) que sustenta el 60% de influencia parental en eleccion de carrera y el 40% de cambio/abandono de carrera en los primeros dos semestres, no identificado por el report. EXISTENCIA-NO-COMPROBADA tras 0 consultas web dedicadas (no hay nombre que buscar	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-FAM-026	familia	corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	FAMILIA_CUIDADOS	MEDIBLE-CON-ADQUISICIÓN	disertacion(es) doctoral(es) especifica(s) sobre parentificacion mediada por familismo, no identificadas por el report (solo dice 'disertaciones doctorales'). EXISTENCIA-NO-COMPROBADA tras 0 consultas web dedicadas: el propio report no da material suficiente para identificar el documento, y la herra	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-FAM-029	familia	corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	FAMILIA_CUIDADOS	MEDIBLE-CON-ADQUISICIÓN	texto completo del articulo de Aschieri et al. 2023 con DOI, para confirmar que los 3 perfiles coinciden exactamente con los citados en L77/L247. SIN-ID-MANIFIESTO|no-aplica|raiz no-aplica Leer el texto completo de Aschieri et al. 2023 (F1000Research) y confirmar si los tres perfiles reportados coin	documento no localizado con las rutas disponibles desde el sandbox	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-FAM-032	familia	corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	DINERO	MEDIBLE-CON-ADQUISICIÓN	(1) fuente del ingreso promedio de recien egresado universitario (6,870 pesos)	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-FAM-038	familia	corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	JUVENTUD	MEDIBLE-CON-ADQUISICIÓN	informe/comunicado especifico de UNICEF (2025) Mexico con las cifras 56%/40%/51%	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-FAM-049	familia	corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	DINERO	MEDIBLE-CON-ADQUISICIÓN	comunicado de prensa o reporte de resultados de Nu Mexico/Nubank con fecha exacta que respalde 12 millones de clientes y 51% previamente rechazados por la banca tradicional. EXISTENCIA-NO-COMPROBADA tras 3 consultas: nu.com.mx (redirect), nubank.com.mx (403), blog.nubank.com.mx (DNS inexistente)	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-GEN-002	genero	corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md	GENERO	MEDIBLE-CON-ADQUISICIÓN	Arciniega et al. (2008), Journal of Counseling Psychology 55(1) — escala Machismo/Caballerismo (no localizada en manifiesto ni en corpus PDF)	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-GEN-003	genero	corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md	GENERO	MEDIBLE-CON-ADQUISICIÓN	Nuñez et al. (2016), HCHS/SOL — no localizado en manifiesto ni corpus	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-GEN-004	genero	corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md	GENERO	MEDIBLE-CON-ADQUISICIÓN	Castillo et al. (2010), Marianismo Beliefs Scale — no localizado en manifiesto ni corpus	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-GEN-005	genero	corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md	PAREJA	MEDIBLE-CON-ADQUISICIÓN	Wheeler et al. (2010), Journal of Marriage and Family — no localizado en manifiesto ni corpus	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-GEN-007	genero	corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md	VIOLENCIA	MEDIBLE-CON-ADQUISICIÓN	MCCI (investigación feminicidios, no la encuesta de corrupción) y Causa en Común (informe) — ninguno localizado en este lote	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-GEN-014	genero	corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md	POLITICA	MEDIBLE-CON-ADQUISICIÓN	Constitución Política (reforma de paridad) y composición oficial de las cámaras — no localizado en este lote	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-GEN-016	genero	corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md	GENERO	MEDIBLE-CON-ADQUISICIÓN	legislación penal de 32 entidades — no localizado en este lote	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
