id_lectura	archivo_fuente_linea	componente_dictaminado_o_residual	contrato_existente	estado_lectura	pregunta_documental_pendiente	archivo_pieza_exacta	propietario	siguiente_operacion
LECTURA-2ead6a5a-16	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L115	Casting n500 Tipa y colorismo son sector publicitario; 70-80% rasgos mestizos/indígenas no es categoría censal definida.		PENDIENTE-COLORISMO-CASTING	¿Qué muestra/codificación/pago y fuente poblacional dan proporciones y desigualdad?	Tipa 2019-2023 castings; INEGI Censo/MMSI	ASTRA5-MESA-GENERO	Separar discriminación sectorial y frecuencia nacional.
LECTURA-2ead6a5a-17	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L123	Colonia/castas y pobreza indígena son historia y agregados; causalidad de jerarquía psicológica moderna no se identifica con ellos.		PENDIENTE-LEGADO-COLONIAL	¿Qué estudios longitudinales/históricos y definición indígena/pobreza sostienen canal?	Gonzalbo/Rappaport; Oxfam/CONEVAL por registrar	ASTRA5-MESA-RURAL	No convertir secuencia histórica en coeficiente causal.
LECTURA-2ead6a5a-18	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L127	Gini 53.4 1994/0.391 ENIGH 2024 y PIB regional CDMX/Chiapas tienen definiciones/escala distintas; desigualdad→desconfianza es hipótesis causal.		PENDIENTE-GINI-REGION	¿Qué ingreso, unidad, deflactor y tabulados producen Gini/ratio 7.4?	INEGI ENIGH 2024; OCDE regiones; series Gini por registrar	ASTRA5-MESA-ESTATUS	Deduplicar clase y armonizar series.
LECTURA-2ead6a5a-19	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L131	CPI 2025 y ENOE informalidad 2023/PIB informal son índices/unidades diferentes; salida voluntaria de formalidad no se deduce de tasa.	ASTRA5-U0-MER-008	CPI-2025-CERRADO-SIN-REGISTRO; INFORMALIDAD-PENDIENTE	¿Qué ola ENOE/PIB informal define 54.8/24.8 y con qué fecha?	Ficha TI México 2025 captura SHA 988f7f990613934e5344a1468544cfa6f8af21ffe2d1a16aca66ac6864434977 SIN-ID; ENOE/MEI 2023 por cotejar	ASTRA5-MESA-ECONOMIA	Separar corrupción percibida, empleo, producción y mecanismo.
LECTURA-2ead6a5a-20	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L137	Homicidios/desaparecidos/IEP/ENVIPE/ENDIREH mezclan periodos y universos; GEN-001 solo físico pareja actual, 70% vida requiere módulos.		PENDIENTE-VIOLENCIA-TRANSVERSAL	¿Qué cortes y preguntas ENVIPE 2025 BP1_20/21/24 y ENDIREH General/A/B/C sustentan cada tasa?	ENVIPE 2025 diseño #1089 abierto; ENDIREH 2021 módulos; IEP 2024	ASTRA5-U2	Deduplicar violencia ambiental/duelo/género; no promover agregado 70%.
LECTURA-2ead6a5a-21	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L143	Censo 2020 77.7% y Pew 2024 67% tienen modo/edad diferentes; 20% sin religión Pew no es salto censal observado.		PENDIENTE-SECULARIZACION-TRANSVERSAL	¿Qué preguntas, edad y ponderación de Censo/Pew originan serie 1970-2024?	INEGI censos 1970/2010/2020; Pew levantamiento 2024	ASTRA5-MESA-RELIGION	Deduplicar religiosidad y distinguir instrumentos.
LECTURA-2ead6a5a-22	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L147	MPI nacidos México 10.9m, ascendencia 38-40m y Banxico remesas 64.7bn 2024 tienen unidades distintas; «rito de paso» no deriva de flujos.		PENDIENTE-MIGRACION-TRANSVERSAL	¿Qué año/serie Banxico y población MPI; qué etnografía mide norma migratoria?	MPI 2023; Banxico remesas 2024; lectura-migracion	ASTRA5-MESA-MIGRACION	Deduplicar sin fusionar origen, nacimiento y envíos.
LECTURA-2ead6a5a-23	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L151	Vasconcelos/1930 categorías censales y efectos identitarios son historia más inferencia psicológica; no hay medida de disonancia nacional.		PENDIENTE-MESTIZAJE-HISTORIA	¿Qué documentos censales/obra primaria y estudio mide adscripción y experiencia de racismo?	La Raza Cósmica 1925; Censo 1930; MMSI	ASTRA5-MESA-RURAL	Separar política de identidad y desenlace medido.
LECTURA-2ead6a5a-24	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L159	Pobreza Baja California/Chiapas y rasgos norte-sur son cortes diferentes; no se asignan perfiles psicológicos desde tasa estatal.		PENDIENTE-REGION-PERFIL	¿Qué pobreza/periodo CONEVAL y encuestas individuales permiten interacción regional?	CONEVAL/INEGI pobreza; encuesta de actitudes nacional	ASTRA5-U0	Evitar inferencia ecológica.
LECTURA-2ead6a5a-25	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L165	«55% fuerza laboral menor de 25 años» contradice estructura etaria plausible y está deduplicado como error; WhatsApp 93% base indefinida.		PENDIENTE-GEN-TRANSVERSAL	¿Qué tabulado ENOE edad y fuente plataforma sostienen ambas tasas?	ENOE edad ocupados; ENDUTIH/DataReportal	ASTRA5-MESA-JUVENTUD	No adoptar 55%; deduplicar autoridad/juventud.
LECTURA-2ead6a5a-26	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L171	AMAI D+ 32-37% contradice regla 2024/ENIGH 2022 D+ 14.9%, D 25.4%; acceso 99/0.1 necesita tabulado.		PENDIENTE-AMAI-TRANSVERSAL	¿Qué versión regla y tabla NSE produce D+ 32-37, acceso y escolaridad?	AMAI Regla 2024; ENIGH 2022; lectura-clasemediero	ASTRA5-MESA-ESTATUS	Corregir nivel D+/D sin inferir carácter por clase.
LECTURA-2ead6a5a-27	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L177	WEF, salarios y horas cuidado son métricas de año/población diferente; 100% paridad parlamentaria no equivale a paridad económica.		PENDIENTE-GENERO-TRANSVERSAL	¿Qué tablas WEF, ENOE/ENUT y cuenta satélite generan tasas y universos?	WEF 2024; ENUT 2024; cuenta satélite 2024	ASTRA5-U1	Deduplicar género/familia y no mezclar trabajo remunerado/no remunerado.
LECTURA-2ead6a5a-28	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L183	ENDUTIH 2024 83.2% vs RESULT P7_1 83.12% persona 6+ posible redondeo; DataReportal 93m son identidades, no personas únicas.		PENDIENTE-DIGITAL-TRANSVERSAL	¿Qué edad/localidad/fecha y variable producen 107.3m/83.2; qué denominador DataReportal?	ENDUTIH 2024 P7_1 RESULT en main; DataReportal 2025	ASTRA5-U1	Cotejar exactamente y no llamar usuarios únicos a identidades.
LECTURA-2ead6a5a-29	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L191	OCDE 2207 horas anuales/27% >50h tienen universos/periodos; RESULT ENOE 2024T3 da 22.09% >50h entre ocupados elegibles.		PENDIENTE-HORAS-TRABAJO	¿Qué serie OCDE y ola ENOE soportan ambas tasas y qué define productividad?	OECD Hours Worked 2023; ENOE 2024T3 RESULT	ASTRA5-U1	Deduplicar laboral; no inferir esfuerzo individual de agregado.
LECTURA-2ead6a5a-30	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L195	Fintech/startups/votos son ejemplos de agencia, no falsación cuantitativa de fatalismo individual; confianza baja tampoco prueba fatalismo.		PENDIENTE-AGENCIA-FATALISMO	¿Qué escala individual mide fatalismo, acción y restricción en mismo universo?	Estudios fatalismo y encuesta mexicana por localizar	ASTRA5-MESA-INTERACCION	Mantener crítica conceptual sin prueba universal.
LECTURA-2ead6a5a-31	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L199	Simpatía de bilingües mexicanoamericanos y escala Acevedo no autorizan patrón nacional ni calidez universal.		PENDIENTE-SIMPATIA-MITO	¿Qué validación mexicana, interacción observada y segmentos sustentan dos factores?	Acevedo 2020; Ramírez-Esparza 2008	ASTRA5-MESA-INTERACCION	Deduplicar interacción/emociones.
LECTURA-2ead6a5a-32	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L203	Confianza institucional y CPI 27/100/ENVIPE no son una variable; 93% no denuncia no equivale a 93% impunidad.	ASTRA5-U0-MER-008	CPI-2025-CERRADO-SIN-REGISTRO; CONFIANZA-PENDIENTE	¿Qué preguntas de confianza, cifra negra y causas de no denuncia corresponden a cada tasa?	ENVIPE 2025 contrato BP1_20/21/24; TI ficha México 2025 SHA 988f7f990613934e5344a1468544cfa6f8af21ffe2d1a16aca66ac6864434977 SIN-ID; OCDE confianza	ASTRA5-U3	No inferir causalidad total ni equiparar no denuncia con impunidad.
LECTURA-2ead6a5a-33	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L207	Familismo, GLOBE y Krys son escalas/muestras diferentes; colectivismo intragrupal no implica falta de autonomía individual.		PENDIENTE-COLECTIVISMO-MITO	¿Qué ítems mexicanos miden familia y autoconstrucción conjuntamente por clase?	GLOBE; Krys 2022; escala familismo México	ASTRA5-MESA-FAMILIA	Deduplicar familia/emociones; no derivar de índices país.
LECTURA-2ead6a5a-34	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L211	Informalidad femenina y fintech agregado no prueban capacidad organizacional de mismas personas ni causa de informalidad.		PENDIENTE-IMPROVISACION-MITO	¿Qué variable individual mide planificación laboral/productiva controlando recursos y empleo?	ENOE/ENUT; estudios productividad/fintech por localizar	ASTRA5-MESA-ECONOMIA	Evitar falacia ecológica; separar estructura y conducta.
LECTURA-2ead6a5a-35	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L215	Creatividad cultural y resiliencia son categorías valorativas; conteos de creadores/fintech no miden costo psicológico de precariedad.		PENDIENTE-RESILIENCIA-MITO	¿Qué escala de afrontamiento y desenlace estima resiliencia por exposición y apoyo?	Estudios afrontamiento México; fuentes fintech/culturales por registrar	ASTRA5-MESA-SALUD	No romantizar violencia ni promover métricas de mercado como salud mental.
TRANSVERSAL-INTERNO-01	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L1-L67	Marco transversal y ADR-31 contienen Hofstede/GLOBE/Smith/familismo/PHSC; «honor rural» retirado y PDI/IVR no causales.		PENDIENTE-INTERNO-TRANSVERSAL	¿Qué correcciones vigentes aplican a cada afirmación mixta?	ADR-31; ADR-06; FP-293; correcciones-vigentes-v1_0.tsv	ASTRA5-U0	Aplicar vigencia antes de deduplicar.
TRANSVERSAL-INTERNO-02	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L68-L120	Confianza, autoridad, simpatía, humor, fatalismo, movilidad y colorismo repiten reports especializados con cortes/unidades distintos.		PENDIENTE-INTERNO-TRANSVERSAL	¿Qué id canónico conserva cada afirmación y qué cifras son redundantes o incompatibles?	lectura-interaccion/autoridad/humor/merito/clasemediero-v1_0.tsv	ASTRA5-U0	Deduplicar por componente con procedencia.
TRANSVERSAL-INTERNO-03	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L121-L188	Causas/segmentos mezclan CPI, ENOE, ENVIPE, ENDIREH, Censo/Pew, Banxico, AMAI, WEF y ENDUTIH; varias cifras son obsoletas/incompatibles.		PENDIENTE-INTERNO-TRANSVERSAL	¿Qué instrumento/ola/reactivo/denominador/fecha da cada componente?	Contratos U1/U2/U3 y fuentes oficiales por registrar	ASTRA5-U0	Resolver divergencias y mantener dependencias exactas.
TRANSVERSAL-INTERNO-04	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L189-L220	Siete mitos usan datos OCDE, ENOE, WVS y empresas como falsadores globales de disposiciones individuales; inferencia ecológica.		PENDIENTE-INTERNO-TRANSVERSAL	¿Qué pregunta individual define cada rasgo y qué evidencia observada lo contrasta?	OECD/ENOE/WVS/estudios conductuales	ASTRA5-U0	Conservar límites y evitar refutación universal desde agregados.
TRANSVERSAL-INTERNO-05	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L221-L284	Comparaciones y aplicaciones usan índices país, WHR, marcas y programas como mecanismos; cifras/leyes/precios requieren corte vigente.		PENDIENTE-INTERNO-TRANSVERSAL	¿Qué serie y evaluación identifica efecto de liderazgo, Progresa, salud mental y marketing?	WHR 2025; Parker/Vogl 2023; estudios de liderazgo y mercado	ASTRA5-U0	Separar analogía, dato, recomendación y causalidad.
TRANSVERSAL-INTERNO-06	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L285-L328	Tendencias y conclusión pronostican IA, fintech, digitalización y perfiles 2030; datos de identidades/redes no son personas únicas ni efecto causal.		PENDIENTE-INTERNO-TRANSVERSAL	¿Qué modelo, escenario y unidad sustenta cada pronóstico y ranking?	OIT IA; DataReportal; reportes fintech; series WVS	ASTRA5-U0	No promover proyecciones y reglas editoriales a RESULT.
