id_lectura	archivo_fuente_linea	componente_dictaminado_o_residual	contrato_existente	estado_lectura	pregunta_documental_pendiente	archivo_pieza_exacta	propietario	siguiente_operacion
LECTURA-b27f1923-11	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md:L25	Monitoreo de pareja y revisión de redes requieren ítems/periodo propio; prevalencia de MOCIBA no equivale automáticamente a violencia digital de díada.		PENDIENTE-CONTROL-DIGITAL	¿Qué estudio/ítems identifican pareja como agresor, conducta, consentimiento y edad de jóvenes mexicanos?	Rojas-Solís et al. y estudios Yucatán/Puebla; MOCIBA solo si reactivo comparable	ASTRA5-U4	No adjudicar RESULT MOCIBA a pareja sin referente exacto.
LECTURA-b27f1923-12	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md:L27	Apps como mercado y desacople sexo/romance/matrimonio son hipótesis causales; datos de uso de consultoras no miden calidad de relación ni contrafactual.		PENDIENTE-EFECTO-APPS	¿Qué seguimiento de parejas usuarias/no usuarias mide origen, satisfacción, duración y selección social?	The CIU/Profeco uso; estudio longitudinal mexicano por identificar	ASTRA5-MESA-PAREJA	Mantener hipótesis de mecanismo, no resultado atribuido a apps.
LECTURA-b27f1923-13	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md:L29	Grindr como infraestructura segura, uso sexual, extorsión y exposición de menores son afirmaciones distintas de muestras/casos locales; no hay estimación nacional unitaria.		PENDIENTE-GRINDR-SEGURIDAD	¿Qué estudio Chiapas y registros de denuncias miden usuarios, motivo de uso y riesgo con denominador verificable?	Estudio cualitativo Chiapas y fuentes de seguridad de apps por registrar	ASTRA5-MESA-PAREJA	Separar función social de incidencia de daño y no universalizar a población LGBT+.
LECTURA-b27f1923-14	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md:L31	Negación del cliché «mexicano celoso/infiel/machista» es cautela anti-esencialista; variación por segmento no identifica que toda diferencia provenga de estructura.		PENDIENTE-CLICHE-PAREJA	¿Qué encuestas representativas por clase/generación/región miden celos, infidelidad, roles y ajuste estructural?	EMUCE/IMIN locales; ENDIREH y encuesta nacional por identificar	ASTRA5-MESA-PAREJA	No convertir rechazo del estereotipo en jerarquía causal no medida.
LECTURA-b27f1923-15	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md:L33	«3 de cada 10» boletín UNAM sin encuesta descrita y 76% ENVINOV 2007 no son ENDIREH 2021; 20.2% del estudio 15-24 tiene referente/periodo específico.		PENDIENTE-UNAM-ENVINOV	¿Qué texto del boletín y documento primario ENVINOV 2007 fijan cifras, unidad y fecha; cuál filtro ENDIREH origina 20.2%?	UNAM DGCS-108 2024; IMJUVE ENVINOV 2007; Rodríguez-Hernández 2023	ASTRA5-U2	Conservar la crítica de atribución y cotejar antes de promocionar reemplazo numérico.
PAREJA-INTERNO-01	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md:L37-L74	Escalas marianismo/caballerismo, PHSC y mitos románticos proceden de México, diáspora y España; las marcas de transferencia no se sustituyen entre sí.		PENDIENTE-TRANSFERENCIA-ESCALAS	¿Qué validación/invariancia por idioma, residencia y cohorte existe para cada escala?	Arciniega 2008; Castillo 2010/validación 454; Díaz-Loving 2019; Yela/Ferrer/Bosch	ASTRA5-MESA-PAREJA	Etiquetar b=diáspora y c=marco importado donde corresponda.
PAREJA-INTERNO-02	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md:L78-L108	Retraso de bodas y doble raíz de unión mezclan tasas de evento, stock y explicación histórica; razón de disolución 3.4 ENADID requiere población y duración comparables.		PENDIENTE-COHABITACION-CAUSAL	¿Qué riesgo de separación ajustado por duración/edad/selección soporta razón 3.4 y tipología?	EMAT 2022/2023; ENOE 2023T3; ENADID 2018 historia conyugal	ASTRA5-MESA-PAREJA	No deducir preferencia moderna de aumento agregado de unión libre.
PAREJA-INTERNO-03	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md:L110-L124	CIU 95.2% conoce apps, 28.9% cuenta activa, 41.3% liga por apps, 8.6m busca pareja, 29% buena experiencia y marcas tienen bases distintas; uso de Instagram/WhatsApp no prueba éxito de cortejo.		PENDIENTE-CIU-METRICAS	¿Cuáles son filtros, fechas, N y fórmulas de cada indicador CIU/Profeco?	The CIU 2023-2026 informes y Profeco/Statista por registrar	ASTRA5-MESA-PAREJA	Separar conocimiento, cuenta, frecuencia, uso y evaluación.
PAREJA-INTERNO-04	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md:L126-L164	Violencia noviazgo, psicometría de celos, ENDISEG y legalidad son cuatro objetos; correlatos de ENDIREH no identifican causa de guiones ni efecto de ley.		PENDIENTE-DIADA-SEGMENTOS	¿Qué filtros de relación, edad, género, periodo y escala tiene cada fuente?	ENDIREH 2021 A/B/C; EMUCE/IMIN; ENDISEG 2021; leyes estatales	ASTRA5-MESA-PAREJA	Separar medición de agresión, actitud, identificación y estatus jurídico.
PAREJA-INTERNO-05	corpus/reports/Elegir__Cortejar_y_Amar_en_el_México_de_Hoy__Díada_de_Pareja__Apps_de_Citas_y_Cambio_en_los_Guiones_de_Género.md:L166-L247	Causas, segmentos, comparaciones internacionales y aplicaciones añaden decisiones/efectos no identificados; síntesis repite hallazgos y cifras divulgativas.		PENDIENTE-RECOMENDACIONES	¿Qué estudio evalúa seguridad de app, prevención escolar o servicios, por segmento y desenlace?	Estudios de intervención por identificar; duplicados con hallazgos 01-15	ASTRA5-MESA-PAREJA	Deduplicar síntesis y mantener propuestas condicionadas.
