id_lectura	archivo_fuente_linea	componente_dictaminado_o_residual	contrato_existente	estado_lectura	pregunta_documental_pendiente	archivo_pieza_exacta	propietario	siguiente_operacion
LECTURA-4482e7e0-11	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md:L29	4.7m caída 2020 Banco Mundial y descenso INEGI de 46.7 a 42.2% no comparten necesariamente umbral/clase; causalidad COVID requiere comparación contrafactual.		PENDIENTE-COVID-CLASE	¿Qué tabla BM, periodo y umbral asigna 4.7m; qué método INEGI compara 2018/2020?	Banco Mundial movilidad 2020; INEGI Cuantificando la Clase Media 2021	ASTRA5-MESA-ESTATUS	No sumar ni atribuir cambio entero a pandemia sin modelo.
LECTURA-4482e7e0-12	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md:L31	Hofstede IBM, GLOBE gerentes y universitarios son marcos/muestras distintos; sesgo de cobertura no demuestra que toda psicología mexicana provenga de clase media urbana.		PENDIENTE-SESGO-ESCALAS	¿Qué muestras, clases ocupacionales y tamaños usó cada estudio aplicado al corpus?	Hofstede IBM; GLOBE México; Jaeger 1986 y estudios universitarios por registrar	ASTRA5-MESA-ESTATUS	Deduplicar PDI con interacción/autoridad y marcar c=marco importado.
LECTURA-4482e7e0-13	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md:L33	Ansiedad de estatus comparada en 31 países europeos no estima prevalencia ni efecto de desigualdad en México; combinación local es hipótesis.		PENDIENTE-ANSIEDAD-ESTATUS	¿Qué escala, muestra, modelo y resultado europeo se cita y qué réplica mexicana hay?	Wilkinson/Pickett y estudio 31 países; escala mexicana por localizar	ASTRA5-MESA-ESTATUS	Marcar transferencia c y separar generalización mexicana.
LECTURA-4482e7e0-14	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md:L35	Clase C brasileña Neri/FGV y 39m incorporados 2003-2011 son historia/definición regional; parecido con México es analogía no medición comparable.		PENDIENTE-BRASIL-CLASE-C	¿Qué umbral, serie y unidad estiman 39m y cuáles definiciones mexicanas son homologables?	Neri/FGV clase C y encuesta Brasil por registrar	ASTRA5-MESA-ESTATUS	Separar analogía causal de niveles de ingreso y seguridad.
LECTURA-4482e7e0-15	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md:L37	ENIGH ingreso por habitante 2016/2024 y Gini 0.449/0.391 requieren ingreso deflactado, persona/hogar y tratamiento de transferencias; «estancamiento siete años» no se deduce solo de dos cortes.		PENDIENTE-ENIGH-INGRESO	¿Qué tabulados ENIGH 2016/2024, deflactor, pesos y componentes producen ingreso real y Gini?	INEGI ENIGH 2016/2024 tabulados/metodología y Banco Mundial por registrar	ASTRA5-MESA-ESTATUS	Recalcular serie y no asignar por sí solo causa de descenso del Gini.
CLASE-INTERNO-01	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md:L41-L87	Definiciones por ingreso, seguridad, AMAI y autoidentificación no comparten unidad/corte; «disonancia» requiere observación conjunta en mismo hogar/persona.		PENDIENTE-CRUCE-CLASE	¿Qué encuesta pregunta autoclase y mide ingresos/equipamiento/seguridad en mismas unidades?	INEGI ENIGH/ENBIARE; Parametría y AMAI por registrar	ASTRA5-MESA-ESTATUS	No llamar brecha individual a diferencia de tasas entre fuentes.
CLASE-INTERNO-02	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md:L92-L123	Identidad y miedo a caer se deducen de INEGI/Parametría/ENBIARE, pero no hay escala nacional directa de temor a pérdida; producto/seguro es recomendación hipotética.		PENDIENTE-MIEDO-INDIVIDUAL	¿Qué instrumento mide temor de pérdida, transición de clase y compra de protección con seguimiento?	ENBIARE y estudio longitudinal por identificar	ASTRA5-MESA-ESTATUS	Conservar marco Ehrenreich c y degradar mecanismo.
CLASE-INTERNO-03	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md:L124-L154	Estatus por consumo/credencial/origen y frontera AMAI mezclan deuda de clientes Bravo, CEEY movilidad y equipamiento ENIGH; tasas no identifican peso relativo ni movilidad del hogar.		PENDIENTE-MONEDAS-ESTATUS	¿Qué estudio mide señales de consumo, credencial y origen en mismas personas y efecto de shocks?	Bravo, CEEY, AMAI/ENIGH por registrar	ASTRA5-MESA-ESTATUS	Separar indicadores y no construir ranking sin modelo.
CLASE-INTERNO-04	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md:L156-L211	Voto, causalidad estructural, segmento y comparación Brasil/Europa/EE.UU. usan fuentes de selección distintas; la etiqueta «peso dominante» no está estimada.		PENDIENTE-COMPARACION-ESTATUS	¿Qué modelos permiten comparar mecanismos, voto y transición con ajuste por región/clase?	Parametría, El Financiero, BM, CEEY, Wilkinson/Pickett por registrar	ASTRA5-MESA-ESTATUS	Mantener inferencias como hipótesis y segmentar geografía.
CLASE-INTERNO-05	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md:L215-L268	Aplicaciones, mitos y auditoría duplican hallazgos y añaden morosidad Sofipo 9.91%, demanda latente y efectividad de producto sin contrato propio.		PENDIENTE-APLICACIONES-CLASE	¿Qué serie Banxico/CNBV y encuesta de demanda miden morosidad, disposición a pagar y efecto de seguros?	Reporte Estabilidad Financiera 2025; CNBV Sofipos y estudio de producto por registrar	ASTRA5-MESA-ESTATUS	Deduplicar síntesis y no promover propuestas como RESULT.
