id_afirmacion	intento	ruta	url	http_code	bytes	sha256	estructura	fecha_utc	resultado_intento	nota	lote
ASTRA5-U0-APUEST-046	5	CURL-EXE-WINDOWS	https://www.gob.mx/salud/es/articulos/susana-distancia-medidas-de-prevencion	200	1881	623461dc1f8d3522c99ab28c7002878a2a78c89446ba4e3fe5377c9ba4434be1	RETO-CLOUDFLARE	2026-09-24T20:26:56Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CURL-EXE-WINDOWS): RETO-CLOUDFLARE; RETO-CLOUDFLARE	caja2
ASTRA5-U0-APUEST-046	6	WAYBACK-ID	https://archive.org/wayback/available?url=https%3A%2F%2Fwww.gob.mx%2Fsalud%2Fes%2Farticulos%2Fsusana-distancia-medidas-de-prevencion	200			JSON-OK	2026-09-24T20:27:03Z	NO-ENCONTRADO	Wayback sin captura de la URL; captura=ninguna	caja2
ASTRA5-U0-AUTOR-023	1	CABECERAS-LINUX-CAJA	https://imco.org.mx/barometro-de-la-corrupcion-de-america-latina-2019-via-transparencia-internacional/	200	80619	a81654b3cd42e7591f7a02dca76d9f2709d30129be83bc3e240750d6031a99ea	RETO-CLOUDFLARE	2026-09-24T20:27:04Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CABECERAS-LINUX-CAJA): RETO-CLOUDFLARE; RETO-CLOUDFLARE	caja2
ASTRA5-U0-AUTOR-023	2	CURL-EXE-WINDOWS	https://imco.org.mx/barometro-de-la-corrupcion-de-america-latina-2019-via-transparencia-internacional/	200	74591	b3af013c46efd7ed559a6764c2f76596458dc59ac14ec43451688cf54d659385	RETO-CLOUDFLARE	2026-09-24T20:27:05Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CURL-EXE-WINDOWS): RETO-CLOUDFLARE; RETO-CLOUDFLARE	caja2
ASTRA5-U0-AUTOR-023	3	WAYBACK-ID	https://archive.org/wayback/available?url=https%3A%2F%2Fimco.org.mx%2Fbarometro-de-la-corrupcion-de-america-latina-2019-via-transparencia-internacional%2F	200			JSON-OK	2026-09-24T20:27:11Z	NO-ENCONTRADO	Wayback localiza captura (se pide en la fila siguiente); captura=http://web.archive.org/web/20260213062442/https://imco.org.mx/barometro-de-la-corrupcion-de-america-latina-2019-via-transparencia-internacional/	caja2
ASTRA5-U0-AUTOR-023	4	WAYBACK-ID	https://web.archive.org/web/20260213062442id_/https://imco.org.mx/barometro-de-la-corrupcion-de-america-latina-2019-via-transparencia-internacional/	200	74395	f4abcfacec125254b7f764f5692b74d6dfb776d89aaeb72eadbb993b2029fddb	RETO-CLOUDFLARE	2026-09-24T20:27:12Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (WAYBACK-ID): RETO-CLOUDFLARE; RETO-CLOUDFLARE	caja2
ASTRA5-U0-CAPSOC-026	1	CABECERAS-LINUX-CAJA	https://api.crossref.org/works?query.author=Di+Giannatale+Elbittar+Lopez+Roa&query.bibliographic=confianza+cuenta+bancaria+Economia+Mexicana+2013&rows=5	200	28975	ae5fdfb639908b5dfb6d44cbd814263ec6a4d6fddd9c0d46a5946b5eb1bb56a2	JSON-OK	2026-09-24T20:27:15Z	NO-ENCONTRADO	Crossref responde (antes 429): los 5 primeros resultados no son el artículo Economía Mexicana Nueva Época 2013 (el más cercano: econoquantum 2010, 10.18381/eq.v6i1.104)	caja2
ASTRA5-U0-CRPOP-025	1	CABECERAS-LINUX-CAJA	https://portafolioinfo.cnbv.gob.mx/	000	0		VACIO	2026-09-24T20:27:15Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CABECERAS-LINUX-CAJA): cadena TLS/certificado (curl 60); VACIO	caja2
ASTRA5-U0-CRPOP-025	2	CURL-EXE-WINDOWS	https://portafolioinfo.cnbv.gob.mx/	200	139747	96e100c63fd3cf2a2792d72436b91710c3257aeda4e4088c3c4bbee809a7e9df	HTML-TITULO:Portafolio de Información	2026-09-24T20:27:17Z	NO-ENCONTRADO	portal CNBV alcanzado sólo por curl.exe de Windows (Linux: curl 60); la pieza es un documento puntual no identificado: el portal no lo es	caja2
ASTRA5-U0-FAM-010	1	CABECERAS-LINUX-CAJA	https://www.dof.gob.mx/	000	0		VACIO	2026-09-24T20:27:17Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CABECERAS-LINUX-CAJA): cadena TLS/certificado (curl 60); VACIO	caja2
ASTRA5-U0-FAM-010	2	CURL-EXE-WINDOWS	https://www.dof.gob.mx/	000	0		VACIO	2026-09-24T20:27:18Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CURL-EXE-WINDOWS): cadena TLS/certificado (curl 60); VACIO	caja2
ASTRA5-U0-FAM-010	3	WAYBACK-ID	https://archive.org/wayback/available?url=https%3A%2F%2Fwww.dof.gob.mx%2F	200			JSON-OK	2026-09-24T20:27:23Z	NO-ENCONTRADO	Wayback sin captura de la URL; captura=ninguna	caja2
ASTRA5-U0-FAM-032	1	CABECERAS-LINUX-CAJA	https://www.occ.com.mx/blog/sueldos-mexico-2025/	200	51894	497e107c217dbf4ab7d215300b9fab41409ea8bf951e82a9dae0218a190d37e4	HTML-TITULO:Blog de Candidatos OCC | Consejos y Oportunidades de Empleo	2026-09-24T20:27:25Z	NO-ENCONTRADO	la URL candidata devuelve el índice genérico del blog OCC, no una nota de sueldos con 6,870	caja2
ASTRA5-U0-FAM-038	1	CABECERAS-LINUX-CAJA	https://www.unicef.org/mexico/comunicados-prensa	403	5740	bfea093384c92555d49a59fdaf3ee1dddd2942c16c8a610ec94212978d418d5a	RETO-CLOUDFLARE	2026-09-24T20:27:25Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CABECERAS-LINUX-CAJA): RETO-CLOUDFLARE; RETO-CLOUDFLARE	caja2
ASTRA5-U0-FAM-038	2	CURL-EXE-WINDOWS	https://www.unicef.org/mexico/comunicados-prensa	403	5761	269a7a605ca49592aeeef92be7f781e1fdc24e5c21ebbde0f5ca5e882a9e5c36	RETO-CLOUDFLARE	2026-09-24T20:27:26Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CURL-EXE-WINDOWS): RETO-CLOUDFLARE; RETO-CLOUDFLARE	caja2
ASTRA5-U0-FAM-038	3	WAYBACK-ID	https://archive.org/wayback/available?url=https%3A%2F%2Fwww.unicef.org%2Fmexico%2Fcomunicados-prensa	200			JSON-OK	2026-09-24T20:27:32Z	NO-ENCONTRADO	Wayback sin captura de la URL; captura=ninguna	caja2
ASTRA5-U0-GEN-016	1	CABECERAS-LINUX-CAJA	https://www.gob.mx/busqueda?utf8=%E2%9C%93&site_search=&keyword=legislaci%C3%B3n+penal+32+entidades	200	1881	564e033e8ae41cf5e1f8ccee7548524d1e20601b170153b54fa2cf391baa655d	RETO-CLOUDFLARE	2026-09-24T20:27:33Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CABECERAS-LINUX-CAJA): RETO-CLOUDFLARE; RETO-CLOUDFLARE	caja2
ASTRA5-U0-GEN-016	2	CURL-EXE-WINDOWS	https://www.gob.mx/busqueda?utf8=%E2%9C%93&site_search=&keyword=legislaci%C3%B3n+penal+32+entidades	200	1881	9bc796ed7d811747b3c80eeec2a341e0e48f2a08d7f29c5c88c20fa6cfd4b5a5	RETO-CLOUDFLARE	2026-09-24T20:27:33Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CURL-EXE-WINDOWS): RETO-CLOUDFLARE; RETO-CLOUDFLARE	caja2
ASTRA5-U0-GEN-016	3	WAYBACK-ID	https://archive.org/wayback/available?url=https%3A%2F%2Fwww.gob.mx%2Fbusqueda%3Futf8%3D%25E2%259C%2593%26site_search%3D%26keyword%3Dlegislaci%25C3%25B3n%2Bpenal%2B32%2Bentidades	200			JSON-OK	2026-09-24T20:27:36Z	NO-ENCONTRADO	Wayback sin captura de la URL; captura=ninguna	caja2
ASTRA5-U0-GENBEH-019	1	CABECERAS-LINUX-CAJA	https://journal.nzma.org.nz/journal-search?query=MAOA+Maori+Lea+Chambers	000	0		VACIO	2026-09-24T20:27:37Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CABECERAS-LINUX-CAJA): TLS alert (curl 35); VACIO	caja2
ASTRA5-U0-GENBEH-019	2	CURL-EXE-WINDOWS	https://journal.nzma.org.nz/journal-search?query=MAOA+Maori+Lea+Chambers	000	0		VACIO	2026-09-24T20:27:38Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CURL-EXE-WINDOWS): TLS alert (curl 35); VACIO	caja2
ASTRA5-U0-GENBEH-019	3	WAYBACK-ID	https://archive.org/wayback/available?url=https%3A%2F%2Fjournal.nzma.org.nz%2Fjournal-search%3Fquery%3DMAOA%2BMaori%2BLea%2BChambers	200			JSON-OK	2026-09-24T20:27:42Z	NO-ENCONTRADO	Wayback sin captura de la URL; captura=ninguna	caja2
ASTRA5-U0-GENOM-018	1	CABECERAS-LINUX-CAJA	https://theranomics.mx	000	0		VACIO	2026-09-24T20:27:43Z	NO-ENCONTRADO	dominio candidato adivinado no resuelve DNS desde CAJA (Linux y Windows); curl rc=6	caja2
ASTRA5-U0-GENOM-018	2	CURL-EXE-WINDOWS	https://theranomics.mx	000	0		VACIO	2026-09-24T20:27:54Z	NO-ENCONTRADO	dominio candidato adivinado no resuelve DNS desde CAJA (Linux y Windows); curl rc=6	caja2
ASTRA5-U0-GENOM-018	3	WAYBACK-ID	https://archive.org/wayback/available?url=https%3A%2F%2Ftheranomics.mx	200			JSON-OK	2026-09-24T20:27:55Z	NO-ENCONTRADO	Wayback sin captura de la URL; captura=ninguna	caja2
ASTRA5-U0-GENOM-018	4	CABECERAS-LINUX-CAJA	https://theranomics.org	000	0		VACIO	2026-09-24T20:27:56Z	NO-ENCONTRADO	dominio candidato adivinado no resuelve DNS desde CAJA (Linux y Windows); curl rc=6	caja2
ASTRA5-U0-GENOM-018	5	CURL-EXE-WINDOWS	https://theranomics.org	000	0		VACIO	2026-09-24T20:28:07Z	NO-ENCONTRADO	dominio candidato adivinado no resuelve DNS desde CAJA (Linux y Windows); curl rc=6	caja2
ASTRA5-U0-GENOM-018	6	WAYBACK-ID	https://archive.org/wayback/available?url=https%3A%2F%2Ftheranomics.org	200			JSON-OK	2026-09-24T20:28:09Z	NO-ENCONTRADO	Wayback sin captura de la URL; captura=ninguna	caja2
ASTRA5-U0-HUM-027	1	CABECERAS-LINUX-CAJA	https://www.dgis.salud.gob.mx/	000	0		VACIO	2026-09-24T20:28:11Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CABECERAS-LINUX-CAJA): cadena TLS/certificado (curl 60); VACIO	caja2
ASTRA5-U0-HUM-027	2	CURL-EXE-WINDOWS	https://www.dgis.salud.gob.mx/	000	0		VACIO	2026-09-24T20:28:11Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CURL-EXE-WINDOWS): cadena TLS/certificado (curl 60); VACIO	caja2
ASTRA5-U0-HUM-027	3	WAYBACK-ID	https://archive.org/wayback/available?url=https%3A%2F%2Fwww.dgis.salud.gob.mx%2F	200			JSON-OK	2026-09-24T20:28:16Z	NO-ENCONTRADO	Wayback localiza captura (se pide en la fila siguiente); captura=http://web.archive.org/web/20260611141029/http://www.dgis.salud.gob.mx/	caja2
ASTRA5-U0-HUM-027	4	WAYBACK-ID	https://web.archive.org/web/20260611141029id_/http://www.dgis.salud.gob.mx/	200	5018	ff60550f61fd8d0e8db633357b2ccf93ec1409ab1cb490104eca8d149d2e96d2	HTML-TITULO:Dirección General de Información en Salud	2026-09-24T20:28:16Z	NO-ENCONTRADO	portada DGIS por Wayback 20260611141029; la fuente del dato no está identificada: la portada no la sostiene	caja2
ASTRA5-U0-SALUD-011	1	CABECERAS-LINUX-CAJA	http://www.imss.gob.mx/conoce-al-imss/informes-memorias	200	212	d02032286070b4dd9d8fbd985a7bdca8af8edf52b89ff177db3bfcb2c8a9c43d	RETO-CLOUDFLARE	2026-09-24T20:28:17Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CABECERAS-LINUX-CAJA): RETO-CLOUDFLARE; RETO-CLOUDFLARE	caja2
ASTRA5-U0-SALUD-011	2	CURL-EXE-WINDOWS	http://www.imss.gob.mx/conoce-al-imss/informes-memorias	200	212	d02032286070b4dd9d8fbd985a7bdca8af8edf52b89ff177db3bfcb2c8a9c43d	RETO-CLOUDFLARE	2026-09-24T20:28:18Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CURL-EXE-WINDOWS): RETO-CLOUDFLARE; RETO-CLOUDFLARE	caja2
ASTRA5-U0-SALUD-011	3	WAYBACK-ID	https://archive.org/wayback/available?url=http%3A%2F%2Fwww.imss.gob.mx%2Fconoce-al-imss%2Finformes-memorias	200			JSON-OK	2026-09-24T20:28:22Z	NO-ENCONTRADO	Wayback sin captura de la URL; captura=ninguna	caja2
ASTRA5-U0-SALUD-021	1	CABECERAS-LINUX-CAJA	https://search.scielo.org/?q=salud+mexicanos+atencion+medica+grave&lang=es	403	2183	eee58dc0f2c79df4a02ad7b7a7bdc7988304c1cf576193edb9b710d37fc23681	HTML-TITULO:Establishing a secure connection ...	2026-09-24T20:28:23Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CABECERAS-LINUX-CAJA): HTTP 403; HTML-TITULO:Establishing a secure connection ...	caja2
ASTRA5-U0-SALUD-021	2	CURL-EXE-WINDOWS	https://search.scielo.org/?q=salud+mexicanos+atencion+medica+grave&lang=es	403	2183	ef8e9418b3aa9cd23f3c60179eb6b428379ba150c455608ffaa0f1d52b1d87a3	HTML-TITULO:Establishing a secure connection ...	2026-09-24T20:28:24Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CURL-EXE-WINDOWS): HTTP 403; HTML-TITULO:Establishing a secure connection ...	caja2
ASTRA5-U0-SALUD-021	3	WAYBACK-ID	https://archive.org/wayback/available?url=https%3A%2F%2Fsearch.scielo.org%2F%3Fq%3Dsalud%2Bmexicanos%2Batencion%2Bmedica%2Bgrave%26lang%3Des	200			JSON-OK	2026-09-24T20:28:29Z	NO-ENCONTRADO	Wayback sin captura de la URL; captura=ninguna	caja2
ASTRA5-U0-SINT-025	1	CABECERAS-LINUX-CAJA	https://www.ilo.org/es/temas/futuro-del-trabajo?search=inteligencia+artificial+empleo	404	39406	b884d32eb2c67cde211d4ca7736d13d9de5c49aff6fa0dc7f7e6dd27f2065a4a	HTML-TITULO:Error: 404 | International Labour Organization	2026-09-24T20:28:31Z	NO-ENCONTRADO	404 real del sitio desde CAJA (Linux y Windows)	caja2
ASTRA5-U0-SINT-025	2	CURL-EXE-WINDOWS	https://www.ilo.org/es/temas/futuro-del-trabajo?search=inteligencia+artificial+empleo	404	39406	b884d32eb2c67cde211d4ca7736d13d9de5c49aff6fa0dc7f7e6dd27f2065a4a	HTML-TITULO:Error: 404 | International Labour Organization	2026-09-24T20:28:32Z	NO-ENCONTRADO	404 real del sitio desde CAJA (Linux y Windows)	caja2
ASTRA5-U0-SINT-025	3	WAYBACK-ID	https://archive.org/wayback/available?url=https%3A%2F%2Fwww.ilo.org%2Fes%2Ftemas%2Ffuturo-del-trabajo%3Fsearch%3Dinteligencia%2Bartificial%2Bempleo	200			JSON-OK	2026-09-24T20:28:34Z	NO-ENCONTRADO	Wayback sin captura de la URL; captura=ninguna	caja2
ASTRA5-U0-TRAB-028	1	CABECERAS-LINUX-CAJA	http://estadistica.inmujeres.gob.mx/formas/panorama_general.php?menu1=8&IDTema=8&pag=1	000	0		VACIO	2026-09-24T20:28:39Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CABECERAS-LINUX-CAJA): respuesta vacía del servidor (curl 52); VACIO	caja2
ASTRA5-U0-TRAB-028	2	CURL-EXE-WINDOWS	http://estadistica.inmujeres.gob.mx/formas/panorama_general.php?menu1=8&IDTema=8&pag=1	000	0		VACIO	2026-09-24T20:28:42Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CURL-EXE-WINDOWS): respuesta vacía del servidor (curl 52); VACIO	caja2
ASTRA5-U0-TRAB-028	3	WAYBACK-ID	https://archive.org/wayback/available?url=http%3A%2F%2Festadistica.inmujeres.gob.mx%2Fformas%2Fpanorama_general.php%3Fmenu1%3D8%26IDTema%3D8%26pag%3D1	200			JSON-OK	2026-09-24T20:28:47Z	NO-ENCONTRADO	Wayback localiza captura (se pide en la fila siguiente); captura=http://web.archive.org/web/20240912190604/http://estadistica.inmujeres.gob.mx/formas/panorama_general.php?menu1=8&IDTema=8&pag=1	caja2
ASTRA5-U0-TRAB-028	4	WAYBACK-ID	https://web.archive.org/web/20240912190604id_/http://estadistica.inmujeres.gob.mx/formas/panorama_general.php?menu1=8&IDTema=8&pag=1	200	10434	84422b11e6fb3b5bb003d93af091d35845333a522853873a4b0efb7e941a646c	HTML-TITULO:::Sistema de Indicadores de G&eacute;nero:: - Instituto Nacional de las Mujeres	2026-09-24T20:28:48Z	NO-ENCONTRADO	Sistema de Indicadores de Género (Wayback 20240912190604): la página no contiene 42.2	caja2
ASTRA5-U0-TRAB-041	1	CABECERAS-LINUX-CAJA	https://www.occ.com.mx/blog/	200	51894	497e107c217dbf4ab7d215300b9fab41409ea8bf951e82a9dae0218a190d37e4	HTML-TITULO:Blog de Candidatos OCC | Consejos y Oportunidades de Empleo	2026-09-24T20:28:49Z	NO-ENCONTRADO	índice del blog OCC / portada OCC (Wayback 20260829035856): no es la encuesta de motivos de renuncia	caja2
ASTRA5-U0-TRAB-041	2	CABECERAS-LINUX-CAJA	https://occ.com.mx	403	5575	1f1cffa8124a872f7c64c987ace47277527f57c75bedb016ad4bb6aac558e7d0	RETO-CLOUDFLARE	2026-09-24T20:28:50Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CABECERAS-LINUX-CAJA): RETO-CLOUDFLARE; RETO-CLOUDFLARE	caja2
ASTRA5-U0-TRAB-041	3	CURL-EXE-WINDOWS	https://occ.com.mx	403	5618	a77c056068ded19cd582d9fea4667d36e0ef8bfc19f41a47771b9e4a7e9baa66	RETO-CLOUDFLARE	2026-09-24T20:28:50Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CURL-EXE-WINDOWS): RETO-CLOUDFLARE; RETO-CLOUDFLARE	caja2
ASTRA5-U0-TRAB-041	4	WAYBACK-ID	https://archive.org/wayback/available?url=https%3A%2F%2Focc.com.mx	200			JSON-OK	2026-09-24T20:28:55Z	NO-ENCONTRADO	Wayback localiza captura (se pide en la fila siguiente); captura=http://web.archive.org/web/20260829035856/https://www.occ.com.mx/	caja2
ASTRA5-U0-TRAB-041	5	WAYBACK-ID	https://web.archive.org/web/20260829035856id_/https://www.occ.com.mx/	200	40386	cfb9568b17adfc2d6ee2393edfdb2f39c7dddc24504433f8d31d715926aa7c01	SIN-TITULO	2026-09-24T20:28:56Z	NO-ENCONTRADO	índice del blog OCC / portada OCC (Wayback 20260829035856): no es la encuesta de motivos de renuncia	caja2
ASTRA5-U0-TRUST-028	1	CABECERAS-LINUX-CAJA	https://api.crossref.org/works?query.author=Mogro-Wilson&query.bibliographic=personalismo+Latino+2021&rows=5	200	78468	5dc8a7efc622d93a2e153b5c2a093aeb016ca3a94725d1f49d719442b8daeb0d	JSON-OK	2026-09-24T20:28:58Z	NO-ENCONTRADO	Crossref responde (antes 429): ninguno de los 5 primeros es una escala de personalismo 2021 n=1296	caja2
ASTRA5-U0-VEJEZ-033	1	CABECERAS-LINUX-CAJA	https://www.saludcasaporcasa.cdmx.gob.mx/	000	0		VACIO	2026-09-24T20:28:58Z	NO-ENCONTRADO	dominio candidato adivinado no resuelve DNS desde CAJA (Linux y Windows); curl rc=6	caja2
ASTRA5-U0-VEJEZ-033	2	CURL-EXE-WINDOWS	https://www.saludcasaporcasa.cdmx.gob.mx/	000	0		VACIO	2026-09-24T20:29:09Z	NO-ENCONTRADO	dominio candidato adivinado no resuelve DNS desde CAJA (Linux y Windows); curl rc=6	caja2
ASTRA5-U0-VEJEZ-033	3	WAYBACK-ID	https://archive.org/wayback/available?url=https%3A%2F%2Fwww.saludcasaporcasa.cdmx.gob.mx%2F	200			JSON-OK	2026-09-24T20:29:13Z	NO-ENCONTRADO	Wayback sin captura de la URL; captura=ninguna	caja2
ASTRA5-U0-VEJEZ-033	4	CABECERAS-LINUX-CAJA	https://www.gob.mx/bienestar/documentos/programa-salud-casa-por-casa-391815	200	1881	da272e061acb4862a523c883bcc95c772f20b6bb013299cbb97da68c61cb87ff	RETO-CLOUDFLARE	2026-09-24T20:29:14Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CABECERAS-LINUX-CAJA): RETO-CLOUDFLARE; RETO-CLOUDFLARE	caja2
ASTRA5-U0-VEJEZ-033	5	CURL-EXE-WINDOWS	https://www.gob.mx/bienestar/documentos/programa-salud-casa-por-casa-391815	200	1881	83a8a9fcc319aef5c2281331fcd9d2129f80a5c9bed6884533e25397a149a1c8	RETO-CLOUDFLARE	2026-09-24T20:29:14Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CURL-EXE-WINDOWS): RETO-CLOUDFLARE; RETO-CLOUDFLARE	caja2
ASTRA5-U0-VEJEZ-033	6	WAYBACK-ID	https://archive.org/wayback/available?url=https%3A%2F%2Fwww.gob.mx%2Fbienestar%2Fdocumentos%2Fprograma-salud-casa-por-casa-391815	200			JSON-OK	2026-09-24T20:29:17Z	NO-ENCONTRADO	Wayback sin captura de la URL; captura=ninguna	caja2
ASTRA5-U0-VEJEZ-034	1	CABECERAS-LINUX-CAJA	https://ilostat.ilo.org/data/country-profiles/	403	5706	a03d902e52c10d017ff4c3a7b62b3d556d03a24f091a63c44dc9588c920d2c38	RETO-CLOUDFLARE	2026-09-24T20:29:18Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CABECERAS-LINUX-CAJA): RETO-CLOUDFLARE; RETO-CLOUDFLARE	caja2
ASTRA5-U0-VEJEZ-034	2	CURL-EXE-WINDOWS	https://ilostat.ilo.org/data/country-profiles/	403	5727	fde1ab9450280abe2772a952d6934865012228865e2adbcb9c7b222634c89192	RETO-CLOUDFLARE	2026-09-24T20:29:18Z	NO-ACCESIBLE	barrera confirmada desde CAJA fuera del sandbox (CURL-EXE-WINDOWS): RETO-CLOUDFLARE; RETO-CLOUDFLARE	caja2
ASTRA5-U0-VEJEZ-034	3	WAYBACK-ID	https://archive.org/wayback/available?url=https%3A%2F%2Filostat.ilo.org%2Fdata%2Fcountry-profiles%2F	200			JSON-OK	2026-09-24T20:29:22Z	NO-ENCONTRADO	Wayback localiza captura (se pide en la fila siguiente); captura=http://web.archive.org/web/20260602064329/https://ilostat.ilo.org/data/country-profiles/	caja2
ASTRA5-U0-VEJEZ-034	4	WAYBACK-ID	https://web.archive.org/web/20260602064329id_/https://ilostat.ilo.org/data/country-profiles/	200	45223	bd3fd8b162dd2d732f2c5dbc5acda67a328b14d5bdd977274bdcf5c972e94485	SIN-TITULO	2026-09-24T20:29:23Z	NO-ENCONTRADO	ILOSTAT country profiles (Wayback 20260602064329), página genérica; la cita exacta no se identifica	caja2
