id_afirmacion	report	report_sha256	localizador	texto_vigente	tier_report	clase	componente_contrastable	limite_inferencial	conducta_unidad_universo	instrumento_ola	documento_id_hash_pagina	pregunta_textual_codigo_respuestas	estado_verificacion	dictamen	dictamen_razon	datos_id_estado	reserva	gen2_existente	propietario	siguiente_operacion	prioridad
ASTRA5-U0-FIN-007	corpus/reports/Behavioral_Finance_Mexicano__Estructura__Adaptación_Racional_y_Cultura_en_el_Ahorro__Crédito_y_Riesgo.md	d6710e1956c13df90af4accd80c4d20c5740d54962164b66264b1f2a234aa8f7	L15	La desconfianza en bancos es un driver de primer orden y está históricamente fundada.	MEDIA	interpretación causal + motivo declarado	Entre adultos sin cuenta/tarjeta, proporción que elige desconfianza o mal servicio como razón principal P5_20=03 frente a las demás razones.	La opción agrupa desconfianza y mal servicio, pide una sola razón y solo cubre no tenedores; no identifica memoria histórica de 1982/1994 ni prueba causalidad sobre tenencia.	Persona seleccionada de 18 años o más en vivienda particular; ENIF 2024 México, dominios nacional/localidad/región; denominador de cada reactivo según filtro.	ENIF 2024	enif2024_cuestionario_pdf|32e37cc13da38691dee20fbffcef3637aeb87b8dac194e64f83bebed8b57ef8b;enif2024_fd_xlsx|17e2ad86ce9e4fd5783ee54e9b51ee436b934e002d5736b82094070c74a25db2|TMODULO;enif2024_diseno_muestral_pdf|bc59f5f58c32831d3831a1a92ee6707e57e68caf68df1d573b8eb754e2259b76|#1088 integrado en main 0edf93e2	Cuestionario §5 p.16: 5.20 ‘¿Cuál es la razón principal por la que no tiene una cuenta o tarjeta?’ FD TMODULO P5_20; 03 ‘No confía en instituciones financieras o le dan mal servicio’; 01-10 otras razones; filtrar solo no tenedores.	CERRADA	MEDIBLE-EN-CORPUS	Dato, cuestionario, FD y diseño muestral ENIF 2024 tienen id en main; los cuatro SHA físicos coinciden. Texto/código de reactivo primario revisado; no se infiere mecanismo causal.	enif2024_csv|a3507b4038888247f565f1640a718ef552bb8fc363378e3372a5bf2796bb2e4c|físico COINCIDE SHA; U0 no abrió microdato	Verificar autorización de apertura de ENIF 2024 y reglas de confidencialidad en CAJA; esta lectura fue documental.	Revisar RESULT ENIF ya sellados por reactivo/universo antes de nueva corrida; no importar valores GEN1.	ASTRA5-MESA-DINERO	Cotejar RESULT existentes por pregunta/universo; preregistrar denominador y medición en CAJA si falta contraste.	4
ASTRA5-U0-FIN-008	corpus/reports/Behavioral_Finance_Mexicano__Estructura__Adaptación_Racional_y_Cultura_en_el_Ahorro__Crédito_y_Riesgo.md	d6710e1956c13df90af4accd80c4d20c5740d54962164b66264b1f2a234aa8f7	L23	La fintech está reconfigurando el segmento joven y sub-bancarizado a gran velocidad; el report cita clientes auto-reportados de Nu y Spin.	FUERTE	cifras empresariales + tendencia interpretativa	Tenencia declarada de cuenta contratada por internet o aplicación no bancaria P5_4_8, por edad y tenencia de otros productos.	P5_4_8 combina Nu, Mercado Pago, Spin y otras apps; no valida cifras comerciales de clientes, actividad, crecimiento temporal ni exclusión financiera previa. Edad no identifica efecto de cohorte.	Persona seleccionada de 18 años o más en vivienda particular; ENIF 2024 México, dominios nacional/localidad/región; denominador de cada reactivo según filtro.	ENIF 2024	enif2024_cuestionario_pdf|32e37cc13da38691dee20fbffcef3637aeb87b8dac194e64f83bebed8b57ef8b;enif2024_fd_xlsx|17e2ad86ce9e4fd5783ee54e9b51ee436b934e002d5736b82094070c74a25db2|TMODULO;enif2024_diseno_muestral_pdf|bc59f5f58c32831d3831a1a92ee6707e57e68caf68df1d573b8eb754e2259b76|#1088 integrado en main 0edf93e2	Cuestionario §5 p.13: 5.4 opción 8 ‘cuenta contratada por internet o aplicación (no bancaria) como Mercado Pago, Nu o Spin de Oxxo?’ FD TMODULO P5_4_8; 1 Sí/2 No; edad de TMODULO/TSDEM.	CERRADA	MEDIBLE-EN-CORPUS	Dato, cuestionario, FD y diseño muestral ENIF 2024 tienen id en main; los cuatro SHA físicos coinciden. Texto/código de reactivo primario revisado; no se infiere mecanismo causal.	enif2024_csv|a3507b4038888247f565f1640a718ef552bb8fc363378e3372a5bf2796bb2e4c|físico COINCIDE SHA; U0 no abrió microdato	Verificar autorización de apertura de ENIF 2024 y reglas de confidencialidad en CAJA; esta lectura fue documental.	Revisar RESULT ENIF ya sellados por reactivo/universo antes de nueva corrida; no importar valores GEN1.	ASTRA5-MESA-DINERO	Cotejar RESULT existentes por pregunta/universo; preregistrar denominador y medición en CAJA si falta contraste.	4
ASTRA5-U0-FIN-009	corpus/reports/Behavioral_Finance_Mexicano__Estructura__Adaptación_Racional_y_Cultura_en_el_Ahorro__Crédito_y_Riesgo.md	d6710e1956c13df90af4accd80c4d20c5740d54962164b66264b1f2a234aa8f7	L31	38.4% de quienes nunca han tenido crédito dicen que la razón principal es que no les gusta endeudarse; el report lo vincula a aversión al riesgo.	HIPÓTESIS RAZONABLE	cifra publicada + hipótesis psicológica	Entre quienes nunca tuvieron crédito formal, proporción que elige ‘No le gusta endeudarse’ como razón principal P6_14=7.	Una razón autodeclarada entre nunca usuarios no es escala de aversión al riesgo ni prueba tensión con indulgencia de Hofstede; no extrapolar a todos los adultos.	Persona seleccionada de 18 años o más en vivienda particular; ENIF 2024 México, dominios nacional/localidad/región; denominador de cada reactivo según filtro.	ENIF 2024	enif2024_cuestionario_pdf|32e37cc13da38691dee20fbffcef3637aeb87b8dac194e64f83bebed8b57ef8b;enif2024_fd_xlsx|17e2ad86ce9e4fd5783ee54e9b51ee436b934e002d5736b82094070c74a25db2|TMODULO;enif2024_diseno_muestral_pdf|bc59f5f58c32831d3831a1a92ee6707e57e68caf68df1d573b8eb754e2259b76|#1088 integrado en main 0edf93e2	Cuestionario §6 p.20: 6.14 ‘¿Cuál es la razón principal por la que nunca ha tenido un préstamo, crédito o tarjeta de crédito?’ FD TMODULO P6_14; 7 ‘No le gusta endeudarse’; 1-9 demás motivos; filtrar nunca usuarios.	CERRADA	MEDIBLE-EN-CORPUS	Dato, cuestionario, FD y diseño muestral ENIF 2024 tienen id en main; los cuatro SHA físicos coinciden. Texto/código de reactivo primario revisado; no se infiere mecanismo causal.	enif2024_csv|a3507b4038888247f565f1640a718ef552bb8fc363378e3372a5bf2796bb2e4c|físico COINCIDE SHA; U0 no abrió microdato	Verificar autorización de apertura de ENIF 2024 y reglas de confidencialidad en CAJA; esta lectura fue documental.	Revisar RESULT ENIF ya sellados por reactivo/universo antes de nueva corrida; no importar valores GEN1.	ASTRA5-MESA-DINERO	Cotejar RESULT existentes por pregunta/universo; preregistrar denominador y medición en CAJA si falta contraste.	4
ASTRA5-U0-GEN-001	corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md	e317fefe6af96990a324a363c33255b62f5376e09ec66f7371d1dd4e31c63df7	L62-67, sección Evidencia FUERTE	ENDIREH 2021: 70.1% de las mujeres de 15+ han vivido algún tipo de violencia a lo largo de la vida; psicológica 51.6%, sexual 49.7%, física 34.7%.	FUERTE (rige bloque desde L62)	cifra publicada; mezcla de tipos y ámbitos	Prevalencia de agresión física por esposo/pareja actual desde inicio de relación entre mujeres casadas o unidas; subcomponente, no prevalencia total 70.1%.	P14_1_1..9 no cubre toda violencia psicológica/sexual ni todos los ámbitos o situaciones conyugales. No prueba que la causa sea cultura, guion o impunidad. El agregado 70.1% requiere todas las baterías y universos A/B/C más General antes de declararlo contrastado.	Mujer de 15+ casada/unida seleccionada en vivienda particular; parejas actuales; ENDIREH 2021.	ENDIREH 2021, Cuestionario A	endireh2021_cuestionario_a_pdf|d2de0f03b8d347b298f7355312953d772a94edf21443bded042dd2a2ec487ae1|p.34;endireh2021_fd_pdf|5c30a3f7f88123ca672f1042ec3b5c37cc1d7989f07fd23ecbf088cca6dda180|p.457;endireh2021_diseno_muestral_pdf|16d023f62b69942d3ffe3646817a2406d942bacc6461b3389913ecd7cd367692	14.1 ‘¿Desde que inició la relación con su esposo o pareja... la ha empujado o le ha jalado el cabello; la ha abofeteado; ... la ha golpeado con el puño o con algún objeto?’ P14_1_1..P14_1_9: 1 muchas veces, 2 pocas veces, 3 una vez, 4 no ocurrió; 9 no especificado y blanco no son violencia observada.	CERRADA	MEDIBLE-EN-CORPUS	Dato, FD, cuestionario A y diseño 2021 registrados en manifiesto; hashes físicos documentales coinciden. Solo se contrasta subcomponente de violencia física de pareja actual.	endireh2021_bd_csv_zip|e4f1e7b1898cc53b3126ed959a9089091afd2ffdd1439911f5419e6c99c6037e|físico COINCIDE SHA, microdato NO ABIERTO	Verificar reservas específicas de ENDIREH 2021 antes de abrir en CAJA; ninguna apertura aquí.	PR #1093 fusionado a main 8721d658: RESULT-ENDIREH2021-PF-TABLA, CALC-ENDIREH-PISOS-2021-PAREJA-FISICA-0004, resultados SHA256 2924630885c0577d76bb039a02d6ce039f09ecdd19c9a679aaae0d97df06c067; nacional vida A1/A2 15.5953% (IC95 15.2003-15.9944), pareja actual física. Sellada en disco y archivo en main, no registrada en canal de publicación; cotejo U0 sin contraste directo de 34.7%/70.1% globales.	ASTRA5-U2	U2 continúa actos no físicos y ámbitos por universo A/B/C/General; U0 conserva resultado físico de pareja actual como subcomponente, sin promover 34.7%/70.1% globales ni marcar MEDIDO el report completo.	3
ASTRA5-U0-GENBEH-001	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	c42009a36fb8acd6e96ef22fd27393bd6f04f5bd93ac0c8bd10197101a95d872	L199; síntesis L214,L224,L228	Duncan et al. encontraron que 67% de 733 estudios PRS publicados de 2008 a 2017 incluyeron exclusivamente participantes de ascendencia europea.	sin rótulo explícito	revisión bibliográfica de representación en estudios poligénicos	Proporción de estudios con cohorte exclusivamente europea en revisión de 733 estudios PRS, no porcentaje de GWAS generales ni de participantes.	Son porcentajes de publicaciones, no de participantes ni de precisión predictiva; el 3.8% combina tres categorías y no estima la fracción mexicana. Las frecuencias 2008-17 no describen automáticamente la literatura actual ni validan puntuación clínica.	733 estudios de polygenic scoring publicados entre 2008 y 2017, identificados por búsqueda PubMed 23/ene/2018 y criterios de Duncan et al.; unidad de recuento estudio, no individuo.	Duncan et al., Nature Communications 10:3328 (2019), DOI 10.1038/s41467-019-11112-0; revisión 2008–2017	SIN-ID:duncan2019_prs_ncomms.pdf|a5a08fa5c0bebd52705b295513300911e0e8839ab23b604b6447bb9f531fc9a8|pp.1-2 Fig.1 y p.7 Métodos;https://www.laramieduncan.com/_files/ugd/e135a9_2674e9e2791a4628b57264b6f8aa8ca9.pdf	Sin reactivo de encuesta: revisión PRISMA de estudios PRS; búsqueda produjo 1,226 registros, 733 estudios de puntuación poligénica elegibles. Clasificación de ascendencia de cohortes según publicaciones originales.	CERRADA	MEDIBLE-CON-ADQUISICIÓN	Artículo final primario CC BY 4.0 con PDF/SHA físicos y método/denominador cotejados; se cierran solo proporciones publicadas de estudios. Id documental y RESULT propios faltan.	Lista suplementaria de 733 estudios no abierta/descargada por U0; sin RESULT propio.	Artículo CC BY 4.0; PDF físico local, registro documental pendiente. No trasladar a prevalencia genética, conducta grupal o rendimiento de PRS mexicano.	Sin RESULT de revisión PRS 2008–17 compatible en main.	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	Registrar artículo/licencia/hash y suplemento; para actualidad repetir revisión con corte propio; para México exigir evaluación predictiva independiente por rasgo.	3
ASTRA5-U0-GENBEH-002	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	c42009a36fb8acd6e96ef22fd27393bd6f04f5bd93ac0c8bd10197101a95d872	L199; síntesis L214,L224,L228	En la misma revisión 2008–2017, solo 3.8% de estudios PRS concernieron a cohortes africanas, latinas/hispanas o indígenas combinadas.	sin rótulo explícito	revisión bibliográfica de representación en estudios poligénicos	Porcentaje combinado de estudios de tres grupos en revisión de 733 publicaciones; no 3.8% para cada grupo ni población mexicana.	Son porcentajes de publicaciones, no de participantes ni de precisión predictiva; el 3.8% combina tres categorías y no estima la fracción mexicana. Las frecuencias 2008-17 no describen automáticamente la literatura actual ni validan puntuación clínica.	733 estudios de polygenic scoring publicados entre 2008 y 2017, identificados por búsqueda PubMed 23/ene/2018 y criterios de Duncan et al.; unidad de recuento estudio, no individuo.	Duncan et al., Nature Communications 10:3328 (2019), DOI 10.1038/s41467-019-11112-0; revisión 2008–2017	SIN-ID:duncan2019_prs_ncomms.pdf|a5a08fa5c0bebd52705b295513300911e0e8839ab23b604b6447bb9f531fc9a8|pp.1-2 Fig.1 y p.7 Métodos;https://www.laramieduncan.com/_files/ugd/e135a9_2674e9e2791a4628b57264b6f8aa8ca9.pdf	Sin reactivo de encuesta: revisión PRISMA de estudios PRS; búsqueda produjo 1,226 registros, 733 estudios de puntuación poligénica elegibles. Clasificación de ascendencia de cohortes según publicaciones originales.	CERRADA	MEDIBLE-CON-ADQUISICIÓN	Artículo final primario CC BY 4.0 con PDF/SHA físicos y método/denominador cotejados; se cierran solo proporciones publicadas de estudios. Id documental y RESULT propios faltan.	Lista suplementaria de 733 estudios no abierta/descargada por U0; sin RESULT propio.	Artículo CC BY 4.0; PDF físico local, registro documental pendiente. No trasladar a prevalencia genética, conducta grupal o rendimiento de PRS mexicano.	Sin RESULT de revisión PRS 2008–17 compatible en main.	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	Registrar artículo/licencia/hash y suplemento; para actualidad repetir revisión con corte propio; para México exigir evaluación predictiva independiente por rasgo.	3
ASTRA5-U0-GENBEH-003	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	c42009a36fb8acd6e96ef22fd27393bd6f04f5bd93ac0c8bd10197101a95d872	L17; detalle L120-L129; síntesis L214,L228	El GWAS final de Karlsson Linnér et al. identificó 124 SNP líderes de tolerancia general al riesgo, agrupados en 99 loci, en una muestra de descubrimiento n=939,908.	sin rótulo explícito	GWAS y validación predictiva de tolerancia general al riesgo	124 SNP líderes independientes aproximados (LD r²<0.1) en 99 loci definidos por LD/vecindad; no 124 loci como dice el report.	124 es número de SNP líderes, no de loci: esos SNP están en 99 loci para tolerancia general. El artículo final cuenta 444 loci distintos fusionados entre siete fenotipos; 611 loci es cifra de una versión de trabajo, no la final. El R² incremental de 1.6% en una cohorte UKB de hermanos no es predicción individual confiable ni efecto en mexicanos. No compara su peso causal con precio, impuestos o estructura social mexicana.	GWAS general de tolerancia al riesgo: n=939,908 descubrimiento UKB/23andMe, muestras de ascendencia europea; score LDpred validado en UKB-siblings n≈35,000, excluyendo la cohorte de entrenamiento; siete fenotipos relacionados para recuento global de loci.	Karlsson Linnér et al., Nature Genetics 51:245–257 (2019), DOI 10.1038/s41588-018-0309-3, artículo final	SIN-ID:linner2019_ngen_final.pdf|a2f4515e35d2c5d3ee36fe95c855a58e07a7f559a54843d95243da760fb9e63d|pp.245-248 Fig.1/Tabla1;https://personal.eur.nl/thurik/Research/Articles/NG%20Risk%20Linner%20et%20al%202019.pdf;trabajo-2018:3e25e4125486d3d9967f7ea163777119d806fe922d2bf532ca9fadbe2c57828a	Tolerancia general al riesgo: autorreporte de disposición a asumir riesgos; score LDpred; poder predictivo es aumento de R² tras controlar sexo, año de nacimiento y diez componentes principales. No cuestionario mexicano.	CERRADA	MEDIBLE-CON-ADQUISICIÓN	Artículo final primario de coautor físico con DOI/SHA, cifras y método leídos. Se separa versión de trabajo de publicación final; no hay id documental ni RESULT propio.	Genotipos UKB/23andMe y cohortes de validación no abiertos/descargados U0; sin RESULT propio.	© autores bajo licencia exclusiva Springer Nature 2019; PDF solo local, no redistribuir. No trasladar a predicción individual, grupo mexicano o jerarquía causal sin evidencia propia.	Sin RESULT GWAS/PRS Karlsson Linnér compatible en main.	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	Registrar referencia/versión/hash/condiciones; cotejar suplemento de variantes y R² por cohorte. Para México requerir validación y un estimando causal de entorno comparable.	3
ASTRA5-U0-GENBEH-004	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	c42009a36fb8acd6e96ef22fd27393bd6f04f5bd93ac0c8bd10197101a95d872	L17; detalle L120-L129; síntesis L214,L228	Al fusionar asociaciones de siete GWAS de rasgos relacionados, el artículo final reportó 444 loci distintos.	sin rótulo explícito	GWAS y validación predictiva de tolerancia general al riesgo	703 asociaciones de locus entre siete GWAS se fusionan por distancia ≤250 kb en 444 loci distintos en el artículo final; el 611 del report corresponde a otra versión/definición y no se adopta como cifra final.	124 es número de SNP líderes, no de loci: esos SNP están en 99 loci para tolerancia general. El artículo final cuenta 444 loci distintos fusionados entre siete fenotipos; 611 loci es cifra de una versión de trabajo, no la final. El R² incremental de 1.6% en una cohorte UKB de hermanos no es predicción individual confiable ni efecto en mexicanos. No compara su peso causal con precio, impuestos o estructura social mexicana.	GWAS general de tolerancia al riesgo: n=939,908 descubrimiento UKB/23andMe, muestras de ascendencia europea; score LDpred validado en UKB-siblings n≈35,000, excluyendo la cohorte de entrenamiento; siete fenotipos relacionados para recuento global de loci.	Karlsson Linnér et al., Nature Genetics 51:245–257 (2019), DOI 10.1038/s41588-018-0309-3, artículo final	SIN-ID:linner2019_ngen_final.pdf|a2f4515e35d2c5d3ee36fe95c855a58e07a7f559a54843d95243da760fb9e63d|pp.245-248 Fig.1/Tabla1;https://personal.eur.nl/thurik/Research/Articles/NG%20Risk%20Linner%20et%20al%202019.pdf;trabajo-2018:3e25e4125486d3d9967f7ea163777119d806fe922d2bf532ca9fadbe2c57828a	Tolerancia general al riesgo: autorreporte de disposición a asumir riesgos; score LDpred; poder predictivo es aumento de R² tras controlar sexo, año de nacimiento y diez componentes principales. No cuestionario mexicano.	CERRADA	MEDIBLE-CON-ADQUISICIÓN	Artículo final primario de coautor físico con DOI/SHA, cifras y método leídos. Se separa versión de trabajo de publicación final; no hay id documental ni RESULT propio.	Genotipos UKB/23andMe y cohortes de validación no abiertos/descargados U0; sin RESULT propio.	© autores bajo licencia exclusiva Springer Nature 2019; PDF solo local, no redistribuir. No trasladar a predicción individual, grupo mexicano o jerarquía causal sin evidencia propia.	Sin RESULT GWAS/PRS Karlsson Linnér compatible en main.	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	Registrar referencia/versión/hash/condiciones; cotejar suplemento de variantes y R² por cohorte. Para México requerir validación y un estimando causal de entorno comparable.	3
ASTRA5-U0-GENBEH-005	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	c42009a36fb8acd6e96ef22fd27393bd6f04f5bd93ac0c8bd10197101a95d872	L125-L127; síntesis L214,L228	El score LDpred de tolerancia general al riesgo añadió 1.6 puntos porcentuales de R² en la cohorte de validación UKB-siblings, n≈35,000.	sin rótulo explícito	GWAS y validación predictiva de tolerancia general al riesgo	R² incremental 1.6% tras sexo, año de nacimiento y diez PCs, usando GWAS que excluyó UKB-siblings; no es porcentaje de conducta causada por un gen ni utilidad clínica mexicana.	124 es número de SNP líderes, no de loci: esos SNP están en 99 loci para tolerancia general. El artículo final cuenta 444 loci distintos fusionados entre siete fenotipos; 611 loci es cifra de una versión de trabajo, no la final. El R² incremental de 1.6% en una cohorte UKB de hermanos no es predicción individual confiable ni efecto en mexicanos. No compara su peso causal con precio, impuestos o estructura social mexicana.	GWAS general de tolerancia al riesgo: n=939,908 descubrimiento UKB/23andMe, muestras de ascendencia europea; score LDpred validado en UKB-siblings n≈35,000, excluyendo la cohorte de entrenamiento; siete fenotipos relacionados para recuento global de loci.	Karlsson Linnér et al., Nature Genetics 51:245–257 (2019), DOI 10.1038/s41588-018-0309-3, artículo final	SIN-ID:linner2019_ngen_final.pdf|a2f4515e35d2c5d3ee36fe95c855a58e07a7f559a54843d95243da760fb9e63d|pp.245-248 Fig.1/Tabla1;https://personal.eur.nl/thurik/Research/Articles/NG%20Risk%20Linner%20et%20al%202019.pdf;trabajo-2018:3e25e4125486d3d9967f7ea163777119d806fe922d2bf532ca9fadbe2c57828a	Tolerancia general al riesgo: autorreporte de disposición a asumir riesgos; score LDpred; poder predictivo es aumento de R² tras controlar sexo, año de nacimiento y diez componentes principales. No cuestionario mexicano.	CERRADA	MEDIBLE-CON-ADQUISICIÓN	Artículo final primario de coautor físico con DOI/SHA, cifras y método leídos. Se separa versión de trabajo de publicación final; no hay id documental ni RESULT propio.	Genotipos UKB/23andMe y cohortes de validación no abiertos/descargados U0; sin RESULT propio.	© autores bajo licencia exclusiva Springer Nature 2019; PDF solo local, no redistribuir. No trasladar a predicción individual, grupo mexicano o jerarquía causal sin evidencia propia.	Sin RESULT GWAS/PRS Karlsson Linnér compatible en main.	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	Registrar referencia/versión/hash/condiciones; cotejar suplemento de variantes y R² por cohorte. Para México requerir validación y un estimando causal de entorno comparable.	3
ASTRA5-U0-GENBEH-006	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	c42009a36fb8acd6e96ef22fd27393bd6f04f5bd93ac0c8bd10197101a95d872	L9; detalle L84-L90	En Holmes et al. 2014 los portadores A de ADH1B rs1229984 declararon 17.22% menos unidades de alcohol por semana que no portadores (IC95 −18.86 a −15.55).	sin rótulo explícito	asociación genotipo ADH1B y consumo declarado	Tabla 1: volumen semanal log-transformado, 46 estudios, n=218,969; diferencia porcentual entre portadores/no portadores, no efecto aditivo por alelo.	Comparación publicada de portadores A frente a no portadores de rs1229984, no efecto por cada alelo ni efecto de una intervención individual. Los tres desenlaces tienen n analíticos y número de estudios diferentes. Meta-análisis de ascendencia europea no mide frecuencia del alelo, cantidad bebida o política pública en México.	Meta-análisis de randomización mendeliana Holmes et al. con 56 estudios y 261,991 participantes de ascendencia europea total; cada desenlace usa subconjunto distinto según Tabla 1.	Holmes et al., BMJ 349:g4164 (2014), DOI 10.1136/bmj.g4164, ADH1B rs1229984	SIN-ID:holmes2014_adh1b_bmj.pdf|3800caa104c13569996d32da02d83a52350cfdde2f3eb1e08a0cada8431fb3c5|pp.1-2 Tabla1 y Métodos;https://wrap.warwick.ac.uk/id/eprint/61914/1/WRAP_Palmer_bmj.g4164.full.pdf	No cuestionario único: armonización de medidas de consumo en 56 estudios; comparación genética A-portador frente a no portador, volumen semanal en unidades británicas, binge y abstención autoreportados según cada cohorte.	CERRADA	MEDIBLE-CON-ADQUISICIÓN	Artículo BMJ final primario físico con SHA/DOI, Tabla 1, universos de desenlace y licencia CC BY-NC 3.0 cotejados. No id documental ni RESULT propio.	Datos individuales de los 56 estudios no abiertos/descargados por U0; sin RESULT propio.	CC BY-NC 3.0 con atribución/uso no comercial; copia PDF local, id pendiente. Hipótesis mecanística y causalidad MR requieren revisar supuestos; no transferir asociación europea a México ni inferir efecto individual.	Sin RESULT ADH1B rs1229984 compatible en main.	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	Registrar DOI/licencia/SHA y suplemento; revisar heterogeneidad e instrumento MR por desenlace; pedir datos mexicanos y diseño comparable antes de transferencia.	3
ASTRA5-U0-GENBEH-007	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	c42009a36fb8acd6e96ef22fd27393bd6f04f5bd93ac0c8bd10197101a95d872	L9; detalle L84-L90	En Holmes et al. 2014 los portadores A tuvieron menor odds de binge drinking declarado que no portadores: OR 0.78 (IC95 0.73–0.84).	sin rótulo explícito	asociación genotipo ADH1B y consumo declarado	Tabla 1: 21 estudios, 22,198 casos binge de n=131,290; comparación de portadores/no portadores, heterogeneidad I²=47%.	Comparación publicada de portadores A frente a no portadores de rs1229984, no efecto por cada alelo ni efecto de una intervención individual. Los tres desenlaces tienen n analíticos y número de estudios diferentes. Meta-análisis de ascendencia europea no mide frecuencia del alelo, cantidad bebida o política pública en México.	Meta-análisis de randomización mendeliana Holmes et al. con 56 estudios y 261,991 participantes de ascendencia europea total; cada desenlace usa subconjunto distinto según Tabla 1.	Holmes et al., BMJ 349:g4164 (2014), DOI 10.1136/bmj.g4164, ADH1B rs1229984	SIN-ID:holmes2014_adh1b_bmj.pdf|3800caa104c13569996d32da02d83a52350cfdde2f3eb1e08a0cada8431fb3c5|pp.1-2 Tabla1 y Métodos;https://wrap.warwick.ac.uk/id/eprint/61914/1/WRAP_Palmer_bmj.g4164.full.pdf	No cuestionario único: armonización de medidas de consumo en 56 estudios; comparación genética A-portador frente a no portador, volumen semanal en unidades británicas, binge y abstención autoreportados según cada cohorte.	CERRADA	MEDIBLE-CON-ADQUISICIÓN	Artículo BMJ final primario físico con SHA/DOI, Tabla 1, universos de desenlace y licencia CC BY-NC 3.0 cotejados. No id documental ni RESULT propio.	Datos individuales de los 56 estudios no abiertos/descargados por U0; sin RESULT propio.	CC BY-NC 3.0 con atribución/uso no comercial; copia PDF local, id pendiente. Hipótesis mecanística y causalidad MR requieren revisar supuestos; no transferir asociación europea a México ni inferir efecto individual.	Sin RESULT ADH1B rs1229984 compatible en main.	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	Registrar DOI/licencia/SHA y suplemento; revisar heterogeneidad e instrumento MR por desenlace; pedir datos mexicanos y diseño comparable antes de transferencia.	3
ASTRA5-U0-GENBEH-008	corpus/reports/Genetica_y_Conducta_del_Mexicano_Contemporaneo__Canal_Individual_vs__Estructura.md	c42009a36fb8acd6e96ef22fd27393bd6f04f5bd93ac0c8bd10197101a95d872	L9; detalle L84-L90	En Holmes et al. 2014 los portadores A tuvieron mayor odds de abstención declarada que no portadores: OR 1.27 (IC95 1.21–1.34).	sin rótulo explícito	asociación genotipo ADH1B y consumo declarado	Tabla 1: 32 estudios, 24,482 abstinentes de n=189,854; comparación de portadores/no portadores, heterogeneidad I²=73%.	Comparación publicada de portadores A frente a no portadores de rs1229984, no efecto por cada alelo ni efecto de una intervención individual. Los tres desenlaces tienen n analíticos y número de estudios diferentes. Meta-análisis de ascendencia europea no mide frecuencia del alelo, cantidad bebida o política pública en México.	Meta-análisis de randomización mendeliana Holmes et al. con 56 estudios y 261,991 participantes de ascendencia europea total; cada desenlace usa subconjunto distinto según Tabla 1.	Holmes et al., BMJ 349:g4164 (2014), DOI 10.1136/bmj.g4164, ADH1B rs1229984	SIN-ID:holmes2014_adh1b_bmj.pdf|3800caa104c13569996d32da02d83a52350cfdde2f3eb1e08a0cada8431fb3c5|pp.1-2 Tabla1 y Métodos;https://wrap.warwick.ac.uk/id/eprint/61914/1/WRAP_Palmer_bmj.g4164.full.pdf	No cuestionario único: armonización de medidas de consumo en 56 estudios; comparación genética A-portador frente a no portador, volumen semanal en unidades británicas, binge y abstención autoreportados según cada cohorte.	CERRADA	MEDIBLE-CON-ADQUISICIÓN	Artículo BMJ final primario físico con SHA/DOI, Tabla 1, universos de desenlace y licencia CC BY-NC 3.0 cotejados. No id documental ni RESULT propio.	Datos individuales de los 56 estudios no abiertos/descargados por U0; sin RESULT propio.	CC BY-NC 3.0 con atribución/uso no comercial; copia PDF local, id pendiente. Hipótesis mecanística y causalidad MR requieren revisar supuestos; no transferir asociación europea a México ni inferir efecto individual.	Sin RESULT ADH1B rs1229984 compatible en main.	ASTRA5-MESA-GENETICA / ASTRA5-MESA-DOCUMENTAL	Registrar DOI/licencia/SHA y suplemento; revisar heterogeneidad e instrumento MR por desenlace; pedir datos mexicanos y diseño comparable antes de transferencia.	3
