unidad	tipo	filas_o_contratos	razon
TIER-b49daaca-L62	T	ASTRA5-U0-CONS-021	
TIER-b49daaca-L64	T	ASTRA5-U0-CONS-006	
TIER-b49daaca-L67	T	ASTRA5-U0-CONS-017	
TIER-b49daaca-L68	T	ASTRA5-U0-CONS-028	
INT-L61	INT		DEDUP: consumidor-020 (misma cifra Gen Z 91% decisiones hogar, tabla repite el resumen ejecutivo L36)
INT-L63	INT		DEDUP: consumidor-016 (mismo dato 90% prefiere tienda fisica, tabla repite el resumen L32)
INT-L65	INT		DEDUP: consumidor-004 (misma hipotesis: lealtad de marca es inercia/aversion al riesgo)
INT-L66	INT		DEDUP: consumidor-027 (mismo Hofstede MEDIA(c), tabla repite S1/S3/S6)
INT-L69	INT	ASTRA5-U0-CONS-029	
INT-L70	INT		DEDUP: consumidor-016 (misma narrativa: 90% tienda fisica refuta 'revolucionando el retail')
