unidad	tipo	filas_o_contratos	razon
CAND-112051b2-L59	P	ENLACE;ASTRA5-U0-TIME-008;ASTRA5-U0-TIME-009;ENLACE;ENLACE;ASTRA5-U0-TIME-020;ASTRA5-U0-TIME-031	
LECTURA-112051b2-09	G	ASTRA5-U0-TIME-021;ASTRA5-U0-TIME-022;ASTRA5-U0-TIME-032	
LECTURA-112051b2-09	F	ASTRA5-U0-TIME-021;ASTRA5-U0-TIME-022;ASTRA5-U0-TIME-032	
LECTURA-112051b2-10	G		NO-AFIRMACION: el report cita "el mexicano es impuntual/no sabe planear" para DESARMARLA explícitamente como narrativa popular, no la sostiene como hallazgo propio; ficha LECTURA-10 ya lo declara NO-AFIRMACION-POSITIVA
LECTURA-112051b2-10	F		NO-AFIRMACION: idéntica razón que arriba (misma línea L22)
TIER-112051b2-L76	T		NO-AFIRMACION: encabezado que rige el bloque de clichés desarmados en §3; DEDUP con LECTURA-112051b2-10
TIER-112051b2-L247	T		NO-AFIRMACION: pregunta de auditoría meta que repite los mismos clichés ya desarmados en LECTURA-112051b2-10 y TIER-112051b2-L76; DEDUP
LECTURA-112051b2-11	G	ASTRA5-U0-TIME-023;ASTRA5-U0-TIME-024;ASTRA5-U0-TIME-025;ASTRA5-U0-TIME-026	
LECTURA-112051b2-11	F	ASTRA5-U0-TIME-023;ASTRA5-U0-TIME-024;ASTRA5-U0-TIME-025;ASTRA5-U0-TIME-026	
LECTURA-112051b2-12	G	ASTRA5-U0-TIME-027;ASTRA5-U0-TIME-028	
LECTURA-112051b2-12	F	ASTRA5-U0-TIME-027;ASTRA5-U0-TIME-028	
CAND-112051b2-L141	P	ASTRA5-U0-TIME-027;ASTRA5-U0-TIME-028	
LECTURA-112051b2-13	G	ASTRA5-U0-TIME-029	
LECTURA-112051b2-13	F	ASTRA5-U0-TIME-029	
CAND-112051b2-L90	P	ASTRA5-U0-TIME-029	
TIER-112051b2-L203	T	ASTRA5-U0-TIME-029	
LECTURA-112051b2-14	G	ASTRA5-U0-TIME-030	
LECTURA-112051b2-14	F	ASTRA5-U0-TIME-030	
LECTURA-112051b2-15	G	ASTRA5-U0-TIME-031	
LECTURA-112051b2-15	F	ASTRA5-U0-TIME-031	
TIER-112051b2-L43	T		NO-AFIRMACION: regla de oro/principio interpretativo del corpus (ESTRUCTURA vs. CULTURA vs. ADAPTACIÓN RACIONAL), no es una afirmación empírica observable propia; se instancia en las filas tiempo-002/004/005/031 y otras
TIER-112051b2-L73	T		NO-AFIRMACION: encabezado que rige el bloque de hipótesis razonables en §3; DEDUP con LECTURA-112051b2-04 (tiempo-011), 07 (tiempo-017), 12 (tiempo-027/028), 13 (tiempo-029)
CAND-112051b2-L105	P	ENLACE;ASTRA5-U0-TIME-006;ENLACE;ASTRA5-U0-TIME-008;ENLACE;ASTRA5-U0-TIME-032	
CAND-112051b2-L124	P	ASTRA5-U0-TIME-018;ASTRA5-U0-TIME-033;ASTRA5-U0-TIME-038	
TIER-112051b2-L198	T	ASTRA5-U0-TIME-034	
CAND-112051b2-L204	P	ASTRA5-U0-TIME-035	
TIER-112051b2-L219	T	ASTRA5-U0-TIME-036	
CAND-112051b2-L220	P	ASTRA5-U0-TIME-037	
TIER-112051b2-L223	T	ASTRA5-U0-TIME-038	
CAND-112051b2-L252	P		NO-AFIRMACION: nota editorial/metodológica de cierre que resume el estado de la evidencia y delimita el alcance del reporte; sus componentes empíricos ya están cubiertos en filas individuales (tiempo-004/005/012/018/007/030/031)
LECTURA-112051b2-INT-PM	F		DEDUP: 29.6% nacional 2024 es el mismo agregado INEGI de ASTRA5-U0-MER-010 (cruce POBREZA-MULTIDIMENSIONAL-2024-29_6 del paquete); Chiapas 66.0%/Guerrero 58.1%/Oaxaca 51.6% ya contratados como ASTRA5-U0-TIME-003/004/005. Componente pendiente (mecanismo de escasez individual) ya cubierto por tiempo-014/032, no requiere fila nueva
