unidad	tipo	filas_o_contratos	razon
TIER-6dc7d7a8-L59	T	ASTRA5-U0-MIGR-010	DEDUP: migracion-010 (mismo hallazgo, mapa de evidencia)
TIER-6dc7d7a8-L60	T	ASTRA5-U0-MIGR-012	DEDUP: migracion-012 (mismo hallazgo, mapa de evidencia)
TIER-6dc7d7a8-L61	T	ASTRA5-U0-MIGR-014	DEDUP: migracion-014 (mismo hallazgo, mapa de evidencia)
TIER-6dc7d7a8-L62	T	ASTRA5-U0-MIGR-015	DEDUP: migracion-015 (mismo hallazgo, mapa de evidencia)
TIER-6dc7d7a8-L63	T	ASTRA5-U0-MIGR-016;ASTRA5-U0-MIGR-017;ASTRA5-U0-MIGR-018	
TIER-6dc7d7a8-L64	T	ASTRA5-U0-MIGR-019	
TIER-6dc7d7a8-L65	T	ASTRA5-U0-MIGR-020	
TIER-6dc7d7a8-L68	T	ASTRA5-U0-MIGR-026	
TIER-6dc7d7a8-L125	T	ASTRA5-U0-MIGR-027	
LECTURA-6dc7d7a8-01	F	ASTRA5-U0-MIGR-001;ASTRA5-U0-MIGR-002	DEDUP: ficha guia de LECTURA-6dc7d7a8-01 (G)
LECTURA-6dc7d7a8-02	F	ASTRA5-U0-MIGR-003;ASTRA5-U0-MIGR-004	DEDUP: ficha guia de LECTURA-6dc7d7a8-02 (G)
LECTURA-6dc7d7a8-03	F	ASTRA5-U0-MIGR-005;ASTRA5-U0-MIGR-006	DEDUP: ficha guia de LECTURA-6dc7d7a8-03 (G)
LECTURA-6dc7d7a8-04	F	ASTRA5-U0-MIGR-007	DEDUP: ficha guia de LECTURA-6dc7d7a8-04 (G)
LECTURA-6dc7d7a8-05	F	ASTRA5-U0-MIGR-008	DEDUP: ficha guia de LECTURA-6dc7d7a8-05 (G)
LECTURA-6dc7d7a8-06	F	ASTRA5-U0-MIGR-009;ASTRA5-U0-MIGR-010	DEDUP: ficha guia de LECTURA-6dc7d7a8-06 (G)
LECTURA-6dc7d7a8-07	F	ASTRA5-U0-MIGR-011;ASTRA5-U0-MIGR-012	DEDUP: ficha guia de LECTURA-6dc7d7a8-07 (G)
LECTURA-6dc7d7a8-08	F	ASTRA5-U0-MIGR-013;ASTRA5-U0-MIGR-014	DEDUP: ficha guia de LECTURA-6dc7d7a8-08 (G)
LECTURA-6dc7d7a8-09	F	ASTRA5-U0-MIGR-015	DEDUP: ficha guia de LECTURA-6dc7d7a8-09 (G)
LECTURA-6dc7d7a8-10	F	ASTRA5-U0-MIGR-016;ASTRA5-U0-MIGR-017;ASTRA5-U0-MIGR-018	DEDUP: ficha guia de LECTURA-6dc7d7a8-10 (G)
LECTURA-6dc7d7a8-11	F	ASTRA5-U0-MIGR-019	DEDUP: ficha guia de LECTURA-6dc7d7a8-11 (G)
LECTURA-6dc7d7a8-12	F	ASTRA5-U0-MIGR-020	DEDUP: ficha guia de LECTURA-6dc7d7a8-12 (G)
LECTURA-6dc7d7a8-13	F	ASTRA5-U0-MIGR-021;ASTRA5-U0-MIGR-022	DEDUP: ficha guia de LECTURA-6dc7d7a8-13 (G)
LECTURA-6dc7d7a8-14	F	ASTRA5-U0-MIGR-023;ASTRA5-U0-MIGR-024	DEDUP: ficha guia de LECTURA-6dc7d7a8-14 (G)
LECTURA-6dc7d7a8-15	F	ASTRA5-U0-MIGR-025	DEDUP: ficha guia de LECTURA-6dc7d7a8-15 (G)
MIGRACION-INTERNO-01	F	ASTRA5-U0-MIGR-028	
MIGRACION-INTERNO-02	F	ASTRA5-U0-MIGR-016;ASTRA5-U0-MIGR-017;ASTRA5-U0-MIGR-029;ASTRA5-U0-MIGR-030	Patrones 1-3 (L74-81) elaboran G3/G4/G7, ya cubiertos en migracion-005;006;007;011;012; cifras nuevas (MATT, Urban, Brookings, tipologia de reintegracion) en las filas listadas
MIGRACION-INTERNO-03	F	ASTRA5-U0-MIGR-031	
MIGRACION-INTERNO-04	F	ASTRA5-U0-MIGR-032;ASTRA5-U0-MIGR-033	
MIGRACION-INTERNO-05	F	ASTRA5-U0-MIGR-023;ASTRA5-U0-MIGR-027;ASTRA5-U0-MIGR-034;ASTRA5-U0-MIGR-035;ASTRA5-U0-MIGR-036	Bracero (L128) y narrativa heroica (L125) ya cubiertos en migracion-023 y migracion-027 (dedup); cifras nuevas de la tabla comparativa en migracion-034;035;036
MIGRACION-INTERNO-06	F	ASTRA5-U0-MIGR-037;ASTRA5-U0-MIGR-038;ASTRA5-U0-MIGR-039	
MIGRACION-INTERNO-07	F	ASTRA5-U0-MIGR-005;ASTRA5-U0-MIGR-007;ASTRA5-U0-MIGR-008;ASTRA5-U0-MIGR-026;ASTRA5-U0-MIGR-040;ASTRA5-U0-MIGR-041	Mitos ya cubiertos por dedup (remesas=desarrollo en 005, sindrome Ulises en 007, cultura de la migracion en 008, abandono en 026); mitos nuevos en 040;041; el modulo de auditoria de rigor extremo (L175-189) es NO-AFIRMACION: auditoria meta, reglamentaria por instrucciones-proyecto S5, sin cifra de tier nueva
INT-L194	INT	ASTRA5-U0-MIGR-042	
