tipo,calc_id,pais,universo,precision,estado,universo_matriz,variable_a,item_a,variable_b,item_b,familia_a,familia_b,n_denominador,masa_denominador,n_numerador,masa_numerador,proporcion,unidad
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,v23,Q7c,NO_FAMILIA,FAMILIA,993,993.000000000000,53,53.000000000000,0.053373615307,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,v23,Q7c,NO_FAMILIA,NO_FAMILIA,993,993.000000000000,99,99.000000000000,0.099697885196,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,v24,Q7d,FAMILIA,FAMILIA,981,981.000000000000,474,474.000000000000,0.483180428135,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,v24,Q7d,FAMILIA,NO_FAMILIA,981,981.000000000000,356,356.000000000000,0.362895005097,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,v24,Q7d,NO_FAMILIA,FAMILIA,981,981.000000000000,38,38.000000000000,0.038735983690,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,v24,Q7d,NO_FAMILIA,NO_FAMILIA,981,981.000000000000,113,113.000000000000,0.115188583078,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,v24,Q7d,FAMILIA,FAMILIA,994,994.000000000000,481,481.000000000000,0.483903420523,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,v24,Q7d,FAMILIA,NO_FAMILIA,994,994.000000000000,361,361.000000000000,0.363179074447,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,v24,Q7d,NO_FAMILIA,FAMILIA,994,994.000000000000,38,38.000000000000,0.038229376258,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,v24,Q7d,NO_FAMILIA,NO_FAMILIA,994,994.000000000000,114,114.000000000000,0.114688128773,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,v25,Q7e,FAMILIA,FAMILIA,981,981.000000000000,551,551.000000000000,0.561671763507,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,v25,Q7e,FAMILIA,NO_FAMILIA,981,981.000000000000,279,279.000000000000,0.284403669725,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,v25,Q7e,NO_FAMILIA,FAMILIA,981,981.000000000000,63,63.000000000000,0.064220183486,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,v25,Q7e,NO_FAMILIA,NO_FAMILIA,981,981.000000000000,88,88.000000000000,0.089704383282,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,v25,Q7e,FAMILIA,FAMILIA,991,991.000000000000,554,554.000000000000,0.559031281534,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,v25,Q7e,FAMILIA,NO_FAMILIA,991,991.000000000000,283,283.000000000000,0.285570131181,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,v25,Q7e,NO_FAMILIA,FAMILIA,991,991.000000000000,65,65.000000000000,0.065590312815,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,v25,Q7e,NO_FAMILIA,NO_FAMILIA,991,991.000000000000,89,89.000000000000,0.089808274470,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v23,Q7c,v24,Q7d,FAMILIA,FAMILIA,981,981.000000000000,421,421.000000000000,0.429153924567,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v23,Q7c,v24,Q7d,FAMILIA,NO_FAMILIA,981,981.000000000000,169,169.000000000000,0.172273190622,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v23,Q7c,v24,Q7d,NO_FAMILIA,FAMILIA,981,981.000000000000,91,91.000000000000,0.092762487258,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v23,Q7c,v24,Q7d,NO_FAMILIA,NO_FAMILIA,981,981.000000000000,300,300.000000000000,0.305810397554,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v23,Q7c,v24,Q7d,FAMILIA,FAMILIA,992,992.000000000000,424,424.000000000000,0.427419354839,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v23,Q7c,v24,Q7d,FAMILIA,NO_FAMILIA,992,992.000000000000,171,171.000000000000,0.172379032258,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v23,Q7c,v24,Q7d,NO_FAMILIA,FAMILIA,992,992.000000000000,94,94.000000000000,0.094758064516,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v23,Q7c,v24,Q7d,NO_FAMILIA,NO_FAMILIA,992,992.000000000000,303,303.000000000000,0.305443548387,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v23,Q7c,v25,Q7e,FAMILIA,FAMILIA,981,981.000000000000,439,439.000000000000,0.447502548420,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v23,Q7c,v25,Q7e,FAMILIA,NO_FAMILIA,981,981.000000000000,151,151.000000000000,0.153924566769,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v23,Q7c,v25,Q7e,NO_FAMILIA,FAMILIA,981,981.000000000000,175,175.000000000000,0.178389398573,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v23,Q7c,v25,Q7e,NO_FAMILIA,NO_FAMILIA,981,981.000000000000,216,216.000000000000,0.220183486239,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v23,Q7c,v25,Q7e,FAMILIA,FAMILIA,987,987.000000000000,441,441.000000000000,0.446808510638,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v23,Q7c,v25,Q7e,FAMILIA,NO_FAMILIA,987,987.000000000000,153,153.000000000000,0.155015197568,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v23,Q7c,v25,Q7e,NO_FAMILIA,FAMILIA,987,987.000000000000,175,175.000000000000,0.177304964539,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v23,Q7c,v25,Q7e,NO_FAMILIA,NO_FAMILIA,987,987.000000000000,218,218.000000000000,0.220871327254,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v24,Q7d,v25,Q7e,FAMILIA,FAMILIA,981,981.000000000000,416,416.000000000000,0.424057084608,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v24,Q7d,v25,Q7e,FAMILIA,NO_FAMILIA,981,981.000000000000,96,96.000000000000,0.097859327217,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v24,Q7d,v25,Q7e,NO_FAMILIA,FAMILIA,981,981.000000000000,198,198.000000000000,0.201834862385,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v24,Q7d,v25,Q7e,NO_FAMILIA,NO_FAMILIA,981,981.000000000000,271,271.000000000000,0.276248725790,proporcion-matriz
