tipo,calc_id,pais,universo,precision,estado,universo_matriz,variable_a,item_a,situacion_a,variable_b,item_b,situacion_b,medida,masa_denominador,masa_numerador,proporcion,unidad
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,v24,Q7d,Consejo sobre problemas familiares,P_FAMILIA_B_DADO_FAMILIA_A,637.000000000000,380.000000000000,0.596546310832,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,v24,Q7d,Consejo sobre problemas familiares,P_FAMILIA_B_DADO_NO_FAMILIA_A,344.000000000000,132.000000000000,0.383720930233,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,v24,Q7d,Consejo sobre problemas familiares,P_FAMILIA_A_DADO_FAMILIA_B,512.000000000000,380.000000000000,0.742187500000,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,v24,Q7d,Consejo sobre problemas familiares,P_FAMILIA_A_DADO_NO_FAMILIA_B,469.000000000000,257.000000000000,0.547974413646,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,Hogar o jardín,v24,Q7d,Consejo sobre problemas familiares,ACUERDO,995.000000000000,599.000000000000,0.602010050251,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,Hogar o jardín,v24,Q7d,Consejo sobre problemas familiares,DISCORDANCIA_A_FAMILIA_B_NO,995.000000000000,262.000000000000,0.263316582915,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,Hogar o jardín,v24,Q7d,Consejo sobre problemas familiares,DISCORDANCIA_A_NO_B_FAMILIA,995.000000000000,134.000000000000,0.134673366834,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,Hogar o jardín,v24,Q7d,Consejo sobre problemas familiares,P_FAMILIA_B_DADO_FAMILIA_A,646.000000000000,384.000000000000,0.594427244582,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,Hogar o jardín,v24,Q7d,Consejo sobre problemas familiares,P_FAMILIA_B_DADO_NO_FAMILIA_A,349.000000000000,134.000000000000,0.383954154728,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,Hogar o jardín,v24,Q7d,Consejo sobre problemas familiares,P_FAMILIA_A_DADO_FAMILIA_B,518.000000000000,384.000000000000,0.741312741313,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,Hogar o jardín,v24,Q7d,Consejo sobre problemas familiares,P_FAMILIA_A_DADO_NO_FAMILIA_B,477.000000000000,262.000000000000,0.549266247379,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,v25,Q7e,Ocasión social agradable,ACUERDO,981.000000000000,622.000000000000,0.634046890928,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,v25,Q7e,Ocasión social agradable,DISCORDANCIA_A_FAMILIA_B_NO,981.000000000000,191.000000000000,0.194699286442,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,v25,Q7e,Ocasión social agradable,DISCORDANCIA_A_NO_B_FAMILIA,981.000000000000,168.000000000000,0.171253822630,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,v25,Q7e,Ocasión social agradable,P_FAMILIA_B_DADO_FAMILIA_A,637.000000000000,446.000000000000,0.700156985871,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,v25,Q7e,Ocasión social agradable,P_FAMILIA_B_DADO_NO_FAMILIA_A,344.000000000000,168.000000000000,0.488372093023,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,v25,Q7e,Ocasión social agradable,P_FAMILIA_A_DADO_FAMILIA_B,614.000000000000,446.000000000000,0.726384364821,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,v25,Q7e,Ocasión social agradable,P_FAMILIA_A_DADO_NO_FAMILIA_B,367.000000000000,191.000000000000,0.520435967302,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,Hogar o jardín,v25,Q7e,Ocasión social agradable,ACUERDO,992.000000000000,630.000000000000,0.635080645161,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,Hogar o jardín,v25,Q7e,Ocasión social agradable,DISCORDANCIA_A_FAMILIA_B_NO,992.000000000000,194.000000000000,0.195564516129,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,Hogar o jardín,v25,Q7e,Ocasión social agradable,DISCORDANCIA_A_NO_B_FAMILIA,992.000000000000,168.000000000000,0.169354838710,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,Hogar o jardín,v25,Q7e,Ocasión social agradable,P_FAMILIA_B_DADO_FAMILIA_A,645.000000000000,451.000000000000,0.699224806202,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,Hogar o jardín,v25,Q7e,Ocasión social agradable,P_FAMILIA_B_DADO_NO_FAMILIA_A,347.000000000000,168.000000000000,0.484149855908,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,Hogar o jardín,v25,Q7e,Ocasión social agradable,P_FAMILIA_A_DADO_FAMILIA_B,619.000000000000,451.000000000000,0.728594507270,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,Hogar o jardín,v25,Q7e,Ocasión social agradable,P_FAMILIA_A_DADO_NO_FAMILIA_B,373.000000000000,194.000000000000,0.520107238606,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v23,Q7c,Hablar al sentirse deprimido,ACUERDO,981.000000000000,637.000000000000,0.649337410805,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v23,Q7c,Hablar al sentirse deprimido,DISCORDANCIA_A_FAMILIA_B_NO,981.000000000000,292.000000000000,0.297655453619,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v23,Q7c,Hablar al sentirse deprimido,DISCORDANCIA_A_NO_B_FAMILIA,981.000000000000,52.000000000000,0.053007135576,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v23,Q7c,Hablar al sentirse deprimido,P_FAMILIA_B_DADO_FAMILIA_A,830.000000000000,538.000000000000,0.648192771084,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v23,Q7c,Hablar al sentirse deprimido,P_FAMILIA_B_DADO_NO_FAMILIA_A,151.000000000000,52.000000000000,0.344370860927,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v23,Q7c,Hablar al sentirse deprimido,P_FAMILIA_A_DADO_FAMILIA_B,590.000000000000,538.000000000000,0.911864406780,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v23,Q7c,Hablar al sentirse deprimido,P_FAMILIA_A_DADO_NO_FAMILIA_B,391.000000000000,292.000000000000,0.746803069054,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v23,Q7c,Hablar al sentirse deprimido,ACUERDO,993.000000000000,642.000000000000,0.646525679758,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v23,Q7c,Hablar al sentirse deprimido,DISCORDANCIA_A_FAMILIA_B_NO,993.000000000000,298.000000000000,0.300100704935,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v23,Q7c,Hablar al sentirse deprimido,DISCORDANCIA_A_NO_B_FAMILIA,993.000000000000,53.000000000000,0.053373615307,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v23,Q7c,Hablar al sentirse deprimido,P_FAMILIA_B_DADO_FAMILIA_A,841.000000000000,543.000000000000,0.645659928656,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v23,Q7c,Hablar al sentirse deprimido,P_FAMILIA_B_DADO_NO_FAMILIA_A,152.000000000000,53.000000000000,0.348684210526,proporcion
