tipo,calc_id,pais,universo,precision,estado,universo_matriz,variable_a,item_a,situacion_a,codigo_a,categoria_a,variable_b,item_b,situacion_b,codigo_b,categoria_b,n_denominador,masa_denominador,n_numerador,masa_numerador,proporcion,unidad
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,2,Familiar más lejano,v22,Q7b,Hogar durante enfermedad,4,Vecino,981,981.000000000000,2,2.000000000000,0.002038735984,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,2,Familiar más lejano,v22,Q7b,Hogar durante enfermedad,5,Compañero de trabajo,981,981.000000000000,0,0.000000000000,0.000000000000,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,2,Familiar más lejano,v22,Q7b,Hogar durante enfermedad,6,Alguien más,981,981.000000000000,0,0.000000000000,0.000000000000,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,2,Familiar más lejano,v22,Q7b,Hogar durante enfermedad,7,Ninguno,981,981.000000000000,0,0.000000000000,0.000000000000,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,3,Amigo cercano,v22,Q7b,Hogar durante enfermedad,1,Familiar cercano,981,981.000000000000,104,104.000000000000,0.106014271152,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,3,Amigo cercano,v22,Q7b,Hogar durante enfermedad,2,Familiar más lejano,981,981.000000000000,18,18.000000000000,0.018348623853,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,3,Amigo cercano,v22,Q7b,Hogar durante enfermedad,3,Amigo cercano,981,981.000000000000,22,22.000000000000,0.022426095821,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,3,Amigo cercano,v22,Q7b,Hogar durante enfermedad,4,Vecino,981,981.000000000000,9,9.000000000000,0.009174311927,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,3,Amigo cercano,v22,Q7b,Hogar durante enfermedad,5,Compañero de trabajo,981,981.000000000000,2,2.000000000000,0.002038735984,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,3,Amigo cercano,v22,Q7b,Hogar durante enfermedad,6,Alguien más,981,981.000000000000,1,1.000000000000,0.001019367992,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,3,Amigo cercano,v22,Q7b,Hogar durante enfermedad,7,Ninguno,981,981.000000000000,0,0.000000000000,0.000000000000,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,4,Vecino,v22,Q7b,Hogar durante enfermedad,1,Familiar cercano,981,981.000000000000,49,49.000000000000,0.049949031600,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,4,Vecino,v22,Q7b,Hogar durante enfermedad,2,Familiar más lejano,981,981.000000000000,2,2.000000000000,0.002038735984,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,4,Vecino,v22,Q7b,Hogar durante enfermedad,3,Amigo cercano,981,981.000000000000,22,22.000000000000,0.022426095821,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,4,Vecino,v22,Q7b,Hogar durante enfermedad,4,Vecino,981,981.000000000000,11,11.000000000000,0.011213047910,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,4,Vecino,v22,Q7b,Hogar durante enfermedad,5,Compañero de trabajo,981,981.000000000000,1,1.000000000000,0.001019367992,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,4,Vecino,v22,Q7b,Hogar durante enfermedad,6,Alguien más,981,981.000000000000,1,1.000000000000,0.001019367992,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,4,Vecino,v22,Q7b,Hogar durante enfermedad,7,Ninguno,981,981.000000000000,0,0.000000000000,0.000000000000,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,5,Compañero de trabajo,v22,Q7b,Hogar durante enfermedad,1,Familiar cercano,981,981.000000000000,9,9.000000000000,0.009174311927,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,5,Compañero de trabajo,v22,Q7b,Hogar durante enfermedad,2,Familiar más lejano,981,981.000000000000,0,0.000000000000,0.000000000000,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,5,Compañero de trabajo,v22,Q7b,Hogar durante enfermedad,3,Amigo cercano,981,981.000000000000,3,3.000000000000,0.003058103976,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,5,Compañero de trabajo,v22,Q7b,Hogar durante enfermedad,4,Vecino,981,981.000000000000,3,3.000000000000,0.003058103976,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,5,Compañero de trabajo,v22,Q7b,Hogar durante enfermedad,5,Compañero de trabajo,981,981.000000000000,3,3.000000000000,0.003058103976,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,5,Compañero de trabajo,v22,Q7b,Hogar durante enfermedad,6,Alguien más,981,981.000000000000,1,1.000000000000,0.001019367992,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,5,Compañero de trabajo,v22,Q7b,Hogar durante enfermedad,7,Ninguno,981,981.000000000000,0,0.000000000000,0.000000000000,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,6,Alguien más,v22,Q7b,Hogar durante enfermedad,1,Familiar cercano,981,981.000000000000,37,37.000000000000,0.037716615698,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,6,Alguien más,v22,Q7b,Hogar durante enfermedad,2,Familiar más lejano,981,981.000000000000,0,0.000000000000,0.000000000000,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,6,Alguien más,v22,Q7b,Hogar durante enfermedad,3,Amigo cercano,981,981.000000000000,3,3.000000000000,0.003058103976,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,6,Alguien más,v22,Q7b,Hogar durante enfermedad,4,Vecino,981,981.000000000000,1,1.000000000000,0.001019367992,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,6,Alguien más,v22,Q7b,Hogar durante enfermedad,5,Compañero de trabajo,981,981.000000000000,3,3.000000000000,0.003058103976,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,6,Alguien más,v22,Q7b,Hogar durante enfermedad,6,Alguien más,981,981.000000000000,9,9.000000000000,0.009174311927,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,6,Alguien más,v22,Q7b,Hogar durante enfermedad,7,Ninguno,981,981.000000000000,1,1.000000000000,0.001019367992,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,7,Ninguno,v22,Q7b,Hogar durante enfermedad,1,Familiar cercano,981,981.000000000000,17,17.000000000000,0.017329255861,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,7,Ninguno,v22,Q7b,Hogar durante enfermedad,2,Familiar más lejano,981,981.000000000000,3,3.000000000000,0.003058103976,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,7,Ninguno,v22,Q7b,Hogar durante enfermedad,3,Amigo cercano,981,981.000000000000,3,3.000000000000,0.003058103976,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,7,Ninguno,v22,Q7b,Hogar durante enfermedad,4,Vecino,981,981.000000000000,0,0.000000000000,0.000000000000,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,7,Ninguno,v22,Q7b,Hogar durante enfermedad,5,Compañero de trabajo,981,981.000000000000,0,0.000000000000,0.000000000000,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,7,Ninguno,v22,Q7b,Hogar durante enfermedad,6,Alguien más,981,981.000000000000,3,3.000000000000,0.003058103976,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,7,Ninguno,v22,Q7b,Hogar durante enfermedad,7,Ninguno,981,981.000000000000,3,3.000000000000,0.003058103976,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,1,Familiar cercano,v23,Q7c,Hablar al sentirse deprimido,1,Familiar cercano,981,981.000000000000,380,380.000000000000,0.387359836901,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,1,Familiar cercano,v23,Q7c,Hablar al sentirse deprimido,2,Familiar más lejano,981,981.000000000000,26,26.000000000000,0.026503567788,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,1,Familiar cercano,v23,Q7c,Hablar al sentirse deprimido,3,Amigo cercano,981,981.000000000000,147,147.000000000000,0.149847094801,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,1,Familiar cercano,v23,Q7c,Hablar al sentirse deprimido,4,Vecino,981,981.000000000000,9,9.000000000000,0.009174311927,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,1,Familiar cercano,v23,Q7c,Hablar al sentirse deprimido,5,Compañero de trabajo,981,981.000000000000,2,2.000000000000,0.002038735984,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,1,Familiar cercano,v23,Q7c,Hablar al sentirse deprimido,6,Alguien más,981,981.000000000000,6,6.000000000000,0.006116207951,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,1,Familiar cercano,v23,Q7c,Hablar al sentirse deprimido,7,Ninguno,981,981.000000000000,12,12.000000000000,0.012232415902,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,2,Familiar más lejano,v23,Q7c,Hablar al sentirse deprimido,1,Familiar cercano,981,981.000000000000,32,32.000000000000,0.032619775739,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,2,Familiar más lejano,v23,Q7c,Hablar al sentirse deprimido,2,Familiar más lejano,981,981.000000000000,13,13.000000000000,0.013251783894,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,2,Familiar más lejano,v23,Q7c,Hablar al sentirse deprimido,3,Amigo cercano,981,981.000000000000,9,9.000000000000,0.009174311927,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,2,Familiar más lejano,v23,Q7c,Hablar al sentirse deprimido,4,Vecino,981,981.000000000000,0,0.000000000000,0.000000000000,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,2,Familiar más lejano,v23,Q7c,Hablar al sentirse deprimido,5,Compañero de trabajo,981,981.000000000000,0,0.000000000000,0.000000000000,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,2,Familiar más lejano,v23,Q7c,Hablar al sentirse deprimido,6,Alguien más,981,981.000000000000,1,1.000000000000,0.001019367992,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,2,Familiar más lejano,v23,Q7c,Hablar al sentirse deprimido,7,Ninguno,981,981.000000000000,0,0.000000000000,0.000000000000,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,3,Amigo cercano,v23,Q7c,Hablar al sentirse deprimido,1,Familiar cercano,981,981.000000000000,59,59.000000000000,0.060142711519,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,Hogar o jardín,3,Amigo cercano,v23,Q7c,Hablar al sentirse deprimido,2,Familiar más lejano,981,981.000000000000,14,14.000000000000,0.014271151886,proporcion-respuestas-validas
