calc	conducta	dominio	ola	eje	categoria	p	ic_lo	ic_hi	icc_lo	icc_hi	n	result_id_p
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-ALGUN-RUBRO	CONSUMO	2012	EDAD-JEFE	45-59	0.011281	0.007926	0.015377			18685	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-ALGUN-RUBRO-2012-EDAD-JEFE-45-59-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-ALGUN-RUBRO	CONSUMO	2012	EDAD-JEFE	60-MAS	0.003426	0.002028	0.004971			14265	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-ALGUN-RUBRO-2012-EDAD-JEFE-60-MAS-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-ALGUN-RUBRO	CONSUMO	2012	EDAD-JEFE	HASTA-29	0.011190	0.007525	0.015322			6917	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-ALGUN-RUBRO-2012-EDAD-JEFE-HASTA-29-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-ALGUN-RUBRO	CONSUMO	2012	ESCOLARIDAD-JEFE	MEDIA-SUPERIOR-Y-SUPERIOR	0.022249	0.017566	0.027428			17025	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-ALGUN-RUBRO-2012-ESCOLARIDAD-JEFE-MEDIA-SUPERIOR-Y-SUPERIOR-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-ALGUN-RUBRO	CONSUMO	2012	ESCOLARIDAD-JEFE	PRIMARIA-COMPLETA	0.004868	0.002261	0.008564			12484	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-ALGUN-RUBRO-2012-ESCOLARIDAD-JEFE-PRIMARIA-COMPLETA-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-ALGUN-RUBRO	CONSUMO	2012	ESCOLARIDAD-JEFE	PRIMARIA-INCOMPLETA	0.001413	0.000570	0.002555			13881	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-ALGUN-RUBRO-2012-ESCOLARIDAD-JEFE-PRIMARIA-INCOMPLETA-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-ALGUN-RUBRO	CONSUMO	2012	ESCOLARIDAD-JEFE	SECUNDARIA-COMPLETA	0.008045	0.005235	0.011331			15509	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-ALGUN-RUBRO-2012-ESCOLARIDAD-JEFE-SECUNDARIA-COMPLETA-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-ALGUN-RUBRO	CONSUMO	2012	SEXO-JEFE	HOMBRE	0.010712	0.008381	0.013299			43116	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-ALGUN-RUBRO-2012-SEXO-JEFE-HOMBRE-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-ALGUN-RUBRO	CONSUMO	2012	SEXO-JEFE	MUJER	0.005565	0.004108	0.007236			15783	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-ALGUN-RUBRO-2012-SEXO-JEFE-MUJER-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-ALGUN-RUBRO	CONSUMO	2012	TLOC	100MIL-MAS	0.013524	0.010754	0.017181			30260	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-ALGUN-RUBRO-2012-TLOC-100MIL-MAS-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-ALGUN-RUBRO	CONSUMO	2012	TLOC	15MIL-99MIL	0.007653	0.005068	0.010830			13867	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-ALGUN-RUBRO-2012-TLOC-15MIL-99MIL-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-ALGUN-RUBRO	CONSUMO	2012	TLOC	2500-14999	0.002894	0.001589	0.004540			6535	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-ALGUN-RUBRO-2012-TLOC-2500-14999-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-ALGUN-RUBRO	CONSUMO	2012	TLOC	MENOS-2500	0.004980	0.001763	0.008985			8237	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-ALGUN-RUBRO-2012-TLOC-MENOS-2500-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-ALGUN-RUBRO	CONSUMO	2012	TOTAL	TODOS	0.009385	0.007539	0.011385			58899	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-ALGUN-RUBRO-2012-TOTAL-TODOS-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-SI-CONEXION	CONSUMO	2012	EDAD-JEFE	30-44	0.030281	0.021496	0.041530			5142	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-SI-CONEXION-2012-EDAD-JEFE-30-44-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-SI-CONEXION	CONSUMO	2012	EDAD-JEFE	45-59	0.024499	0.017564	0.033396			6902	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-SI-CONEXION-2012-EDAD-JEFE-45-59-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-SI-CONEXION	CONSUMO	2012	EDAD-JEFE	60-MAS	0.009526	0.005259	0.014542			3195	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-SI-CONEXION-2012-EDAD-JEFE-60-MAS-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-SI-CONEXION	CONSUMO	2012	EDAD-JEFE	HASTA-29	0.039717	0.026935	0.055660			1121	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-SI-CONEXION-2012-EDAD-JEFE-HASTA-29-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-SI-CONEXION	CONSUMO	2012	ESCOLARIDAD-JEFE	MEDIA-SUPERIOR-Y-SUPERIOR	0.031109	0.024363	0.038891			9208	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-SI-CONEXION-2012-ESCOLARIDAD-JEFE-MEDIA-SUPERIOR-Y-SUPERIOR-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-SI-CONEXION	CONSUMO	2012	ESCOLARIDAD-JEFE	PRIMARIA-COMPLETA	0.010089	0.004669	0.016710			2100	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-SI-CONEXION-2012-ESCOLARIDAD-JEFE-PRIMARIA-COMPLETA-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-SI-CONEXION	CONSUMO	2012	ESCOLARIDAD-JEFE	PRIMARIA-INCOMPLETA	0.006286	0.000900	0.014709			1124	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-SI-CONEXION-2012-ESCOLARIDAD-JEFE-PRIMARIA-INCOMPLETA-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-SI-CONEXION	CONSUMO	2012	ESCOLARIDAD-JEFE	SECUNDARIA-COMPLETA	0.022972	0.012575	0.035611			3928	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-SI-CONEXION-2012-ESCOLARIDAD-JEFE-SECUNDARIA-COMPLETA-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-SI-CONEXION	CONSUMO	2012	SEXO-JEFE	HOMBRE	0.027417	0.021053	0.035835			12173	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-SI-CONEXION-2012-SEXO-JEFE-HOMBRE-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-SI-CONEXION	CONSUMO	2012	SEXO-JEFE	MUJER	0.015618	0.011072	0.021230			4187	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-SI-CONEXION-2012-SEXO-JEFE-MUJER-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-SI-CONEXION	CONSUMO	2012	TLOC	100MIL-MAS	0.027769	0.021370	0.036721			11731	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-SI-CONEXION-2012-TLOC-100MIL-MAS-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-SI-CONEXION	CONSUMO	2012	TLOC	15MIL-99MIL	0.019145	0.012207	0.025876			3224	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-SI-CONEXION-2012-TLOC-15MIL-99MIL-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-SI-CONEXION	CONSUMO	2012	TLOC	2500-14999	0.008428	0.003218	0.015314			1035	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-SI-CONEXION-2012-TLOC-2500-14999-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-SI-CONEXION	CONSUMO	2012	TLOC	MENOS-2500	0.012367	0.002819	0.025260			370	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-SI-CONEXION-2012-TLOC-MENOS-2500-P
CALC-ENGASTO-CONSUMO-PISOS-0001	COMPRA-INTERNET-SI-CONEXION	CONSUMO	2012	TOTAL	TODOS	0.024473	0.019399	0.031031			16360	RESULT-ENGASTO-CONSUMO-PISOS-COMPRA-INTERNET-SI-CONEXION-2012-TOTAL-TODOS-P
CALC-ENGASTO-CONSUMO-PISOS-0001	CONEX-INTERNET	CONSUMO	2012	EDAD-JEFE	30-44	0.256693	0.240251	0.272461			19034	RESULT-ENGASTO-CONSUMO-PISOS-CONEX-INTERNET-2012-EDAD-JEFE-30-44-P
CALC-ENGASTO-CONSUMO-PISOS-0001	CONEX-INTERNET	CONSUMO	2012	EDAD-JEFE	45-59	0.343375	0.323872	0.364038			18692	RESULT-ENGASTO-CONSUMO-PISOS-CONEX-INTERNET-2012-EDAD-JEFE-45-59-P
CALC-ENGASTO-CONSUMO-PISOS-0001	CONEX-INTERNET	CONSUMO	2012	EDAD-JEFE	60-MAS	0.214238	0.197365	0.230885			14308	RESULT-ENGASTO-CONSUMO-PISOS-CONEX-INTERNET-2012-EDAD-JEFE-60-MAS-P
CALC-ENGASTO-CONSUMO-PISOS-0001	CONEX-INTERNET	CONSUMO	2012	EDAD-JEFE	HASTA-29	0.141773	0.126098	0.159064			6917	RESULT-ENGASTO-CONSUMO-PISOS-CONEX-INTERNET-2012-EDAD-JEFE-HASTA-29-P
CALC-ENGASTO-CONSUMO-PISOS-0001	CONEX-INTERNET	CONSUMO	2012	ESCOLARIDAD-JEFE	MEDIA-SUPERIOR-Y-SUPERIOR	0.539892	0.517759	0.559649			17031	RESULT-ENGASTO-CONSUMO-PISOS-CONEX-INTERNET-2012-ESCOLARIDAD-JEFE-MEDIA-SUPERIOR-Y-SUPERIOR-P
CALC-ENGASTO-CONSUMO-PISOS-0001	CONEX-INTERNET	CONSUMO	2012	ESCOLARIDAD-JEFE	PRIMARIA-COMPLETA	0.154908	0.142415	0.167220			12494	RESULT-ENGASTO-CONSUMO-PISOS-CONEX-INTERNET-2012-ESCOLARIDAD-JEFE-PRIMARIA-COMPLETA-P
CALC-ENGASTO-CONSUMO-PISOS-0001	CONEX-INTERNET	CONSUMO	2012	ESCOLARIDAD-JEFE	PRIMARIA-INCOMPLETA	0.072584	0.062003	0.083864			13914	RESULT-ENGASTO-CONSUMO-PISOS-CONEX-INTERNET-2012-ESCOLARIDAD-JEFE-PRIMARIA-INCOMPLETA-P
CALC-ENGASTO-CONSUMO-PISOS-0001	CONEX-INTERNET	CONSUMO	2012	ESCOLARIDAD-JEFE	SECUNDARIA-COMPLETA	0.249641	0.233837	0.266063			15512	RESULT-ENGASTO-CONSUMO-PISOS-CONEX-INTERNET-2012-ESCOLARIDAD-JEFE-SECUNDARIA-COMPLETA-P
CALC-ENGASTO-CONSUMO-PISOS-0001	CONEX-INTERNET	CONSUMO	2012	SEXO-JEFE	HOMBRE	0.262791	0.249081	0.277986			43140	RESULT-ENGASTO-CONSUMO-PISOS-CONEX-INTERNET-2012-SEXO-JEFE-HOMBRE-P
CALC-ENGASTO-CONSUMO-PISOS-0001	CONEX-INTERNET	CONSUMO	2012	SEXO-JEFE	MUJER	0.251067	0.233823	0.267295			15811	RESULT-ENGASTO-CONSUMO-PISOS-CONEX-INTERNET-2012-SEXO-JEFE-MUJER-P
CALC-ENGASTO-CONSUMO-PISOS-0001	CONEX-INTERNET	CONSUMO	2012	TLOC	100MIL-MAS	0.381826	0.366348	0.397616			30291	RESULT-ENGASTO-CONSUMO-PISOS-CONEX-INTERNET-2012-TLOC-100MIL-MAS-P
CALC-ENGASTO-CONSUMO-PISOS-0001	CONEX-INTERNET	CONSUMO	2012	TLOC	15MIL-99MIL	0.266141	0.235863	0.299214			13882	RESULT-ENGASTO-CONSUMO-PISOS-CONEX-INTERNET-2012-TLOC-15MIL-99MIL-P
CALC-ENGASTO-CONSUMO-PISOS-0001	CONEX-INTERNET	CONSUMO	2012	TLOC	2500-14999	0.147976	0.125433	0.170608			6538	RESULT-ENGASTO-CONSUMO-PISOS-CONEX-INTERNET-2012-TLOC-2500-14999-P
CALC-ENGASTO-CONSUMO-PISOS-0001	CONEX-INTERNET	CONSUMO	2012	TLOC	MENOS-2500	0.041535	0.028832	0.057158			8240	RESULT-ENGASTO-CONSUMO-PISOS-CONEX-INTERNET-2012-TLOC-MENOS-2500-P
CALC-ENGASTO-CONSUMO-PISOS-0001	CONEX-INTERNET	CONSUMO	2012	TOTAL	TODOS	0.259765	0.247440	0.272242			58951	RESULT-ENGASTO-CONSUMO-PISOS-CONEX-INTERNET-2012-TOTAL-TODOS-P
CALC-ENGASTO-CONSUMO-PISOS-0001	FRUTA-EN-MERCADO-TIANGUIS-AMBULANTE	CONSUMO	2012	EDAD-JEFE	30-44	0.523913	0.502447	0.545796			18866	RESULT-ENGASTO-CONSUMO-PISOS-FRUTA-EN-MERCADO-TIANGUIS-AMBULANTE-2012-EDAD-JEFE-30-44-P
CALC-ENGASTO-CONSUMO-PISOS-0001	FRUTA-EN-MERCADO-TIANGUIS-AMBULANTE	CONSUMO	2012	EDAD-JEFE	45-59	0.510563	0.488653	0.533772			18496	RESULT-ENGASTO-CONSUMO-PISOS-FRUTA-EN-MERCADO-TIANGUIS-AMBULANTE-2012-EDAD-JEFE-45-59-P
CALC-ENGASTO-CONSUMO-PISOS-0001	FRUTA-EN-MERCADO-TIANGUIS-AMBULANTE	CONSUMO	2012	EDAD-JEFE	60-MAS	0.534439	0.512787	0.556949			13930	RESULT-ENGASTO-CONSUMO-PISOS-FRUTA-EN-MERCADO-TIANGUIS-AMBULANTE-2012-EDAD-JEFE-60-MAS-P
CALC-ENGASTO-CONSUMO-PISOS-0001	FRUTA-EN-MERCADO-TIANGUIS-AMBULANTE	CONSUMO	2012	EDAD-JEFE	HASTA-29	0.478151	0.449168	0.510071			6770	RESULT-ENGASTO-CONSUMO-PISOS-FRUTA-EN-MERCADO-TIANGUIS-AMBULANTE-2012-EDAD-JEFE-HASTA-29-P
CALC-ENGASTO-CONSUMO-PISOS-0001	FRUTA-EN-MERCADO-TIANGUIS-AMBULANTE	CONSUMO	2012	ESCOLARIDAD-JEFE	MEDIA-SUPERIOR-Y-SUPERIOR	0.442364	0.419715	0.465859			16877	RESULT-ENGASTO-CONSUMO-PISOS-FRUTA-EN-MERCADO-TIANGUIS-AMBULANTE-2012-ESCOLARIDAD-JEFE-MEDIA-SUPERIOR-Y-SUPERIOR-P
CALC-ENGASTO-CONSUMO-PISOS-0001	FRUTA-EN-MERCADO-TIANGUIS-AMBULANTE	CONSUMO	2012	ESCOLARIDAD-JEFE	PRIMARIA-COMPLETA	0.550132	0.529270	0.572641			12304	RESULT-ENGASTO-CONSUMO-PISOS-FRUTA-EN-MERCADO-TIANGUIS-AMBULANTE-2012-ESCOLARIDAD-JEFE-PRIMARIA-COMPLETA-P
CALC-ENGASTO-CONSUMO-PISOS-0001	FRUTA-EN-MERCADO-TIANGUIS-AMBULANTE	CONSUMO	2012	ESCOLARIDAD-JEFE	PRIMARIA-INCOMPLETA	0.568361	0.541159	0.597947			13520	RESULT-ENGASTO-CONSUMO-PISOS-FRUTA-EN-MERCADO-TIANGUIS-AMBULANTE-2012-ESCOLARIDAD-JEFE-PRIMARIA-INCOMPLETA-P
