ola	era	conducta	eje	segmento	unidad	punto	ic95_lo	ic95_hi	n	n_efectivo_kish	upm	calidad	resultado_id	calc_id	sello_sha256	calibracion
2005T1	clasica	empleo_informal	escolaridad	SECUNDARIA	proporcion	0.5317404477631964	0.5240111461415914	0.5388747778806067	52191	20188.24	15677	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	localidad	100K+	proporcion	0.45900201140821606	0.4531947347842826	0.46479088996503776	101510	34072.68	14587	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	localidad	15K-99K	proporcion	0.5903707913970152	0.5781257120799906	0.6017616291949569	17324	7648.89	1281	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	localidad	2K5-15K	proporcion	0.7229509617317231	0.7110524561841018	0.7321652478902972	18869	8402.64	1138	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	localidad	MENOS-2K5	proporcion	0.8381022763890902	0.8308522401935775	0.847486716758612	24796	14727.32	1008	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	01	proporcion	0.44648472122567845	0.42760039350934564	0.4663114587594605	4722	4395.67	487	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	02	proporcion	0.4110972558647075	0.396116602231541	0.42896936763489	5230	4544.82	669	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	03	proporcion	0.429929580740286	0.39503986187226553	0.4585867879437923	3801	2423.31	405	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	04	proporcion	0.6161918366691813	0.5979529792550325	0.637633673621335	4835	3652.9	471	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	05	proporcion	0.4025412874529754	0.3807274547115679	0.42421842295003	4747	2704.12	622	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	06	proporcion	0.5218724161063355	0.49623160587007337	0.5433741783863366	4739	3334.2	519	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	07	proporcion	0.7958554542420543	0.7827530706355398	0.8100668374524151	5746	3147.15	581	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	08	proporcion	0.38196661368311385	0.35588212280338144	0.4042871333930183	4042	1553.64	558	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	09	proporcion	0.493676809611826	0.47911832179044406	0.5114535851001344	4511	4081.54	641	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	10	proporcion	0.5662321613649047	0.5373142885024033	0.5957941466172374	4340	2408.67	513	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	11	proporcion	0.6117118563363036	0.5939248588745715	0.6294896754523225	6993	3298.03	743	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	12	proporcion	0.7694415275273632	0.755430213921101	0.7837950926136623	4595	2628.48	569	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	13	proporcion	0.7518382430980977	0.7290218671882998	0.7734310359562832	4566	2080.66	489	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	14	proporcion	0.5739821657101286	0.5574427556173486	0.5927344528928312	6492	4441.29	676	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	15	proporcion	0.5894217428146648	0.5700955445599727	0.6064376558821267	7407	4373.03	858	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	16	proporcion	0.7276441228187959	0.7100948470969871	0.7434001372103898	4956	1819.18	525	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	17	proporcion	0.6820383661199877	0.6654714037116836	0.6989024233836402	4546	3516.42	511	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	18	proporcion	0.6492156973781075	0.6291152704193818	0.6652165520964998	4967	3463.02	494	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	19	proporcion	0.38968700484664415	0.3719916152734387	0.4030047863778496	5981	5572.26	652	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	20	proporcion	0.8056533394036101	0.7879693710809037	0.8235561417168915	5509	2682.17	518	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	21	proporcion	0.7360209567643393	0.720082176218564	0.7530275989876775	6348	3567.67	685	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	22	proporcion	0.4952846104249697	0.4721504013790675	0.5150276062023867	4870	4344.87	494	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	23	proporcion	0.5080157038889669	0.49069382630313835	0.5248885763654764	4560	3459.39	527	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	24	proporcion	0.6355634265012163	0.619091680738583	0.655817544973404	4982	3926.28	516	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	25	proporcion	0.5751155610475658	0.550710009322279	0.604107367492682	5324	2755.65	539	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	26	proporcion	0.47419638301197625	0.44571965239655875	0.49751403158735374	4575	2118.11	549	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	27	proporcion	0.6408871437689042	0.6195636462176949	0.6614834264864707	4761	2697.73	481	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	28	proporcion	0.468190835036307	0.4479974736181257	0.4900648843346251	4945	2716.63	617	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	29	proporcion	0.7074825554608936	0.6880095894722963	0.7243653130104831	4581	4249.4	478	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	30	proporcion	0.6719721622824134	0.6533610097261175	0.6906700654422407	5344	2537.98	672	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	31	proporcion	0.620343053446041	0.6047084377297804	0.6383220455248749	4788	4076.16	483	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	empleo_informal	entidad	32	proporcion	0.6602197002338394	0.6393669196624334	0.682091873415831	4696	2542.89	472	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	nacional	NAC	proporcion	0.27964576642256983	0.2756874194814125	0.2845183608994548	162499	64487.81	18014	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	sexo	HOMBRE	proporcion	0.27564922499385963	0.2704652395009555	0.2810998866051507	101883	41386.35	17883	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	sexo	MUJER	proporcion	0.2868373475877585	0.28092723558371846	0.2942299746758692	60616	23101.75	16997	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	edad	15-29	proporcion	0.25746829546369826	0.2515321460789563	0.2645584282754301	55113	21993.83	15520	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	edad	30-44	proporcion	0.27270280700500543	0.26801043866131635	0.2781057574101745	60882	23631.11	16717	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	edad	45-59	proporcion	0.2991205093598836	0.291609318840779	0.3071471014965828	34680	13741.43	14000	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	edad	60+	proporcion	0.3533403983329721	0.3408504550423612	0.3652216499162136	11824	5122.51	6698	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	escolaridad	MEDIA-SUPERIOR	proporcion	0.14282712041938955	0.13794410002693294	0.14881038102297872	45067	15618.46	14453	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	escolaridad	PRIM-COMPLETA	proporcion	0.35478706794845494	0.346225651436887	0.36410022032317485	35777	14768.61	12650	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	escolaridad	PRIM-INCOMPLETA	proporcion	0.36568415258593084	0.35567209075690687	0.3757583301292466	29304	13852.12	9139	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	escolaridad	SECUNDARIA	proporcion	0.27169555284361613	0.26418323888344486	0.2779366157659246	52191	20188.24	15677	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	localidad	100K+	proporcion	0.260698273413329	0.25580522920578697	0.2668367880731885	101510	34072.68	14587	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	localidad	15K-99K	proporcion	0.3285996281756588	0.31867757375650685	0.3392298390577774	17324	7648.89	1281	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	localidad	2K5-15K	proporcion	0.35174590838198483	0.3394711415893333	0.363819271867644	18869	8402.64	1138	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	localidad	MENOS-2K5	proporcion	0.2467974095064431	0.23521705529996367	0.25865976123538725	24796	14727.32	1008	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	entidad	01	proporcion	0.22922909720170515	0.21503398000099366	0.24254964759232986	4722	4395.67	487	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	entidad	02	proporcion	0.19321342694327207	0.17724170516782123	0.2064448136897531	5230	4544.82	669	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	entidad	03	proporcion	0.17832724025339772	0.16068975808219033	0.19763559482257909	3801	2423.31	405	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	entidad	04	proporcion	0.24604914691106367	0.2258882010202825	0.2695392835236269	4835	3652.9	471	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	entidad	05	proporcion	0.23397352437446942	0.2160367257842314	0.2525824498741998	4747	2704.12	622	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	entidad	06	proporcion	0.17616499477370942	0.16368740982896607	0.19058681021727267	4739	3334.2	519	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	entidad	07	proporcion	0.2583686396663133	0.23995857595270909	0.27759428237544126	5746	3147.15	581	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	entidad	08	proporcion	0.16286181310608286	0.144701232232347	0.18550497151800158	4042	1553.64	558	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	entidad	09	proporcion	0.28723840459235483	0.2716738201462956	0.30528322684709014	4511	4081.54	641	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	entidad	10	proporcion	0.2509766403571713	0.22612121878850447	0.27270326774340486	4340	2408.67	513	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	entidad	11	proporcion	0.2939266716549895	0.2738346958551236	0.3150799568621503	6993	3298.03	743	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2005T1	clasica	sector_informal	entidad	12	proporcion	0.3710214744850737	0.3473195280960496	0.39828739103493693	4595	2628.48	569	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
