# canon/remapeo-shas-purga-2026-08-10.tsv
#
# Tabla old->new de TODOS los commits reescritos por PURGA-PRIVACIDAD
# (2026-08-10): filter-repo aplicado a un espejo fresco de origin para
# eliminar 1737 filas con datos personales del usuario, propagadas desde
# el censo T0 de raíces (raiz=downloads) a 7 archivos de curación.
#
# 603 commits procesados, 599 con SHA nuevo, 4 sin cambio. La inmensa
# mayoría cambia no por el contenido purgado en sí (solo 3 commits tocaban
# directamente los 7 archivos afectados) sino porque git-filter-repo
# descarta las firmas GPG al reescribir (323 de los 603 commits originales
# estaban firmados) -- una vez que cae la primera firma, cada commit
# descendiente hereda un hash nuevo por la cadena de padres, incluida la
# raíz del repo (9efa61f -> f8778be). Verificado contra el commit-map real
# de filter-repo, no asumido.
#
# Sin esta tabla, cualquier cita a un SHA anterior al 10/ago/2026 en este
# repo deja de resolver y la procedencia del proyecto se vuelve ilegible.
# Mesa decide si y cómo se actualizan las citas documentales (ver hallazgo
# aparte: 1,281 en forense/, ~25 en canon/, 1 en milpa/ -- no editadas en
# este acto).
#
sha_viejo	sha_nuevo	cambio
0579fedfbdb7d18444dde751edd917a6cf36ec72	09a48e17db075edc2b40f0b35cd18ba954a96105	SI
05e91df770c5b79ca72566a3c08cf26947ab4684	e3d9ed7bc2f261b69aaa16d809a3161f83d272e0	SI
062f7000f4552f631e0b2d8e220e7216acd6ade6	258c666cbd45334d30d40f6e2f51c7c1ac749fc8	SI
06385eb2075493543b5122e779dd0500675242cc	142b8d596339bcb5ef193886b64a5400fa7ff906	SI
068eb834ef99fd32d0fab9c61a00114e6c8f5ed2	d3156368049577469fba1dc69438c47e579d3fc0	SI
06d04be19f456f8f7051d4aa0730c668142d4a28	6730555395575348e0940deba95ae55df9b47077	SI
06d8ad295ed918e9b7b92c5422526865448f578b	1ff4b82ee1bb93afc7ad3761aaccf0aad3c4d8d9	SI
07aa541f0fe4d1d7a9a7e510300934e1797d1500	eaf885132e8eed12856cd9debdf565ee09bac686	SI
081781760dc34c8cdb07fb176e6d18dbb7cf58bc	0a2a78421e89c0b454ea28fe2a2994c0d8f5a0a5	SI
08b8b6c510d5114158c3ffd5b8ac6e29f17e12e1	080882b604e1a5fb4960320988b9837b66e1b3be	SI
090ee0f6b72f662d0361d205d4599d705d84dfd0	1accd6c6a659040d37f96cb39d0f4f5a5d07e998	SI
091ac5104dcc0055af4dc7fad7cb70f7feef5c60	2c0cb23c8f5adf68c7f2f3b642b204cbc29c49ef	SI
095a2a21e41ea0a96a56d1770fcf22ff34bc1fa8	e0cc0bdcb586f25072363024c1f55bf8b7bd2a7e	SI
0961914b7709cb3dde24452e8d84a4e3420f1be8	0e2a13844c3efa470ce2620c35330e10ac1c163f	SI
09bdae8c567989b5080e07afd3c3d09bfbb3ae77	b72980c5a5289edd933e72ed3483f3504efb5138	SI
09bfb0597648fc388adbd5432690fb146af9f08f	09bfb0597648fc388adbd5432690fb146af9f08f	NO
0a2f4911cf205deda19752286191ae078988c275	001b8ef3461526a6b1ccc252889f277ec4e253ef	SI
0a559039a871b01920e0a3e622e35acd6b86e43a	3ade3a2cfae2abbc5732591fb7f44622c5d082da	SI
0abcdb0fec0d5c686a06fecf28d5be8a12b87526	2420dffa5c3e719dfb70af1e4691cb3ea95aabfc	SI
0b61c52cb4588b35b79c674a7bacc982c99a61b7	543ebbdd1cc1e2cc33ab0053be1ca9224c47e508	SI
0b8166a74ae809779f4858e1c1cd7825c42b7bd8	01b54dd26d0d4e0f9ea5b959760dad85cb919751	SI
0ba2d02735a3e5bb68494c8e5cbaa096a6b84c1b	d99ca6cecd436a5bd785aea21a81f40fca9992c0	SI
0bd22d72ed990f414c9df5ca6a9ec67f682d5a06	021e49dffe3e6b643ab80684dfd336ff65941967	SI
0be9bb575a800d7296251e5359529370e0251252	7d58acf58f6e5cfae2767e4ffeac30df04a1359f	SI
0c64eaa84d0bfb197fb69ee84a784e4d2e4a871a	5f67f2a4962b7d97c285bfbe49dfae6f510063ca	SI
0da98b11434ee63b33d1c19e01ccb5a52f2e5bc8	6ff1c4ae1e1e26f770c9fe47991d5cf90808c9f8	SI
0db04e70911ee88254c1b49a41e31c394b8635e3	997d6f8d4242e5f24033653f5ecbeb763248c842	SI
0db6d1da9396003c13e51bb0dda38169c7503527	654f778a9e7254f06cf89a91d6e391f73929b6d6	SI
0f752ce756951bdf9ae128364822b1dafa5ea067	20cc83f443a3a3d2ca45031124e876e6c460d63b	SI
0fb04cbda8eb307621e27403deee27cad27e9aa1	b11e0bcadb13b3b3421ebfd5e6eaffdda1a19871	SI
10239cd5eef15d046786b2281676af463cd7feaa	f4cb182478e7de5b6e7a81fccb5367baddbf71a0	SI
10266d9a10c29568366b315641c6d9bf9e924e6b	731f782f004220895bbca9ba25aa02a220566b6e	SI
110d7615c6f11a7230aa1e25dea3ed94ccae1b2c	09c084a41800d3138e52305b4c4e0e0648fe0bf1	SI
117c8251f1c17607227bd2f862223850fabcc22f	fc84e6135649641f50f90d6eb81354def30440b4	SI
11a000a5498871efd44f4de4a137b8bc5364dcfe	557b05b17ca606364c0851a683b331820f9fbe61	SI
11d9415f0dff2f8bef02c49c9c470bba5d9cf0b4	6acdfce605876ffd1af597f609031a2be6ae3c0a	SI
12089a4ab68d5b2adc16a63513a1109edbb742a0	6b44846fa0e1e4f9a082972ebee2e6986d7f56a3	SI
12c5b84eb4d24b162030c2e1a3fd299548205094	2f5d68b439151480b7aae3ad42c0c072df5f8ba5	SI
131c96912281ea9a6bc9a787dbe7a31a41987c4a	810709a1dd3d38a82804262b6e4468c50b5dc9ac	SI
134739b57fc786bdf9b3d476267ceddb8eb98f65	49a7feed783208e45d2de3c6cb000325d1159441	SI
134f6120cf8081d0c145786da13c23127e66c60c	b0e41bd8586ba27b0e0b952d480ff463d6c172a8	SI
136525fc3e7ff6856536aa296cab886452910fd4	4f6db817729665a33516154651a23e9cd39901e1	SI
13c52d2c3d2b5ddeccbc601986d0b737e1a9f5ea	778df1334a56e8cfe0aee493e8247cd6befaa5dc	SI
13c7e3fc9a4a80c11755d569ac6964fc74c0d6e5	26da5eb36985fab471107a258fd25fdf5eb72c97	SI
13dd22ecbac1e21d536fd41902c770de91a4e2cb	d5fd5e13c0fbd879ab26cc176e7b1f07b07c4332	SI
144881b0dc9ee660d148a785b9e3084e31128458	59e6ccc556a0024747cbd476db90457955041b60	SI
1620a4d258e7cb0b4f80e88f907c81c23bd22efe	dc14e8e1fb1bf81fa2f3c8b22451ad49c0bf9dc6	SI
168af29e066174415e535ed860439a30013c7e47	455a97bb641278e8dd22182df9f2e0002c9be4ce	SI
16af08aa6b423befa62fea064cbe07cbe6a65d89	c5bb67f0b110e8f022e8feece8d6375775a21bfd	SI
16b2f1340bd50bd275e1ccff446ff27919306067	5573a7c44eadea71145008f39b26a336072ecc0c	SI
16d9dbdd2f32747fe779b2d486ea6092059aa6e1	58da239f72e3a0486b813c74453dc819e8a9e4bf	SI
17177ec1bdcdd4d78ed4b171a0d3e8b347fd5af7	d2835af6522aa4e1a372241b82d2916183f1e920	SI
1784dc0e57fc2d8160b8397cf0cf9cfd8e7f490a	3651687036859816aaf434b4c2f8ebdbae27f18c	SI
183b7af4814e44e9fbc6da111b1de0cc6e548c6f	15c5e17d58a5f867c57cd69783767b16879fe9cf	SI
18680451f7c5a6e253ae23a1814710d7c51fe803	c2b9b25f6e434a9a5b96b7ce3031a0cf198e1c41	SI
188dff3c5e6718f53b7377f68ebd1ac0c7b674fc	b31f8897d98afae47908db404d1ced18b24ccdb5	SI
198c540acf4a5bbb67c113d285c96e66f7d5425c	2603fcb2af8edf1d951f38a3ab941d2287478f4f	SI
19cc3607ff12694d941a7c51ff9ab7ea141eb581	2f28a1d25f066a957a1a9877f9156b1cd75b6efb	SI
1a56210c718908feb777ac9289be51ca27dcf11c	cee20ea71407507ab61253ea208c87b5a8b987e5	SI
1a878130f8ee797e37fa8bbe210429acf3e3dd52	481561c2b71ba53f72dbb6509f48800d2c16b031	SI
1adb5c4f085f51dd5556da2445dbc30be9ee100d	f5a3bd88b761f4d9678f7060d2cdb14f4c6ace77	SI
1b854bf15530cd974e1e4ec4cd544a01f7d39c2d	2c6e10175de5d4d8b303f2220a430f0c4d58debb	SI
1c09601ab6538b29fb3f3849f2787fe292e368a8	e2a9bb6cf1a794e19ff231f1cd04138d1c1a0412	SI
1c201f3805d11f017ae708480700d5a74040fcfe	63f357c5030bc424126908d335bb748ef68316bc	SI
1c8d14a8a2f99567989a49106062222905b54f03	1c1c542276afc54bda8c61c3eb5045a9559c89a4	SI
1da2e9bf659cb8b14fc4c57efd538ee898da2a08	10d3d5141bb3d49e6be2c787db1ba47b61253165	SI
1da4f0e224eb980a1121944ae6fdbc8c00d6346c	a8538ab559c92b71ac4aebf415323cf6c2ed6d6e	SI
1dd3ab9253f5a3b0109f5342d2b8fb4b5cdc36aa	03b75f0da060ca070d243b761f3e3eca87642e1e	SI
1e65182c5521fb25d280d73a3e8bde6769d96e1e	d341411b0652ca17dd09c8e39332d8b0ae86a6cc	SI
1e7b22dc59ee208be1081d5b69378030ec846df8	fb0097707a585b73abd9f3f02cbf70c7b1bcdc24	SI
1eadb15c44d3c601fc7a9715efb46805a60a95c6	f2ab6a7736ad84c39e3b52cb8a943bd7e4b7450b	SI
1ee9f29d2df59ffb7267d93c8338b64d9a23f21e	0c8cb68c326a489e53cf076c773195507694b488	SI
1fd4e0e21b99602c19dc0291c178825c61248d20	0d0e08c2dc9b43c468cd38d1c7ade5702ac69ace	SI
2114d93a51a9926f72ef56e2aad4243e827a3be9	24ad5f45695e3c8290aea32de44a1eb5b3f4d514	SI
215af442bb6117827047a6b1bef90477e2abf6e5	5c8c1f275d45f0ed7e78556352358d5a4915076c	SI
217262201197736e3aa574b4228b2aa3c7bb2e27	1d966a42bd38326c9f3560ad8eb706d28fbe8cb8	SI
21cf52168b5698a8527b049da89a8dfc84606a75	608d661bbf43ee35bc90e8ce5fe5f6942c7fda07	SI
22a7d9dcce2156557bbf70a164cee7679730faf1	3b907127d606eff1bf89f39a2e0613e4dcda06cf	SI
22ad6bc41596c0058e40d072a5186342262edfff	2ab13c6d05c9b334920ebfb0386ec0a82709a1f6	SI
231a4c6d9fb43950c3b6154e40fb0c50e1fca3e9	0aadbdd98ada5f36c82a88a4d1bdaa80ae1eef11	SI
231ea7b2384eddd47d2388dc4a5ef417529721f9	231ea7b2384eddd47d2388dc4a5ef417529721f9	NO
238888b27cc831d375ffcc80d65b3dc0f448b0d7	edd5f23cf912d1499aa126ad1f8fabf7abe06d04	SI
23fe021700b609b01b78e8efdb11c8b3cae3c9c1	fe3796b17f979b6dcd26f355133137dbe4a26dd4	SI
24df4b31434d70db0122a7ddb41ada0579a462cb	5a4ca66ab799b4d90eea917b6f03e362bef31446	SI
24f15bd2eb521e7779cb237226d24368166375fa	956413b6e75158b4f6c73fbeea08aa2acca76478	SI
2544e2ec4e576d33d545f9dbd6e771a367495f3c	3ade4bd0186b5a282be2ff8f0c08fbfe40b518b0	SI
25609db6775d03c5572117bea9251391c94b3b66	2d531602d4e12c1571ddeb08ed564ebb450b061d	SI
25abb8390ae0281242c1c2f18e880db56a6e1445	98f2eaed52f9432a1f9a2fd7c25c6b9b96d2a102	SI
25f611537a64be7dcdfe4a0b3b3296ddacbaf54a	3f65ab82cc2b83c0ea3a358e66629fb8a1505983	SI
2684158ac0d11eaa666ccd01b290149dde01985f	b597e23c2dbb9b6575cc658de1a4ecbf0067b0e2	SI
268d9dfc6b158849d2e49fe0824a8d2e93017850	18c9091b95412c49dec02593f73da75e58ec7596	SI
26c3ac80cc530eecfbd028c97baae4b7bd58f435	ebef5ccc94830be64fb53429dd86a67a6c2b9e8a	SI
26e7ef4bec9b9ec898d3b5f500613066b9635eb4	1afaea0fa8d469eb724aa47d3d9e0bf0ee00ef74	SI
26f173a83cb23ab222b0b81e6e239a6019872732	2c155f3ea5dfc44153e7445d89acf437adb39542	SI
27471824d8d82349de0dbb95906fa08cbc4235c4	4c92309fdd23688c1b31d3b8983ec14d3dcb4e9b	SI
27fbb939ea5a074384d32a2a1392a651664218be	670c95d471fabcdc023ca402ccdf4a02e02e9c9a	SI
2828ec7db595653faccff96f62de3f3d27ad1a0c	5a2f725d15e36ad158cb2457ef48651e6facb462	SI
288de4269a6af8278e92c613041f1c143bfeff63	59d6c40f19b44265f968e97928ddad7f4d12dfb7	SI
2895d5a36c7ddf8342616137be5905249a5437f7	2c90deb2689b30d44dce7925b9846dfa55b3b820	SI
28cbd66276a061a4d901890178954c9c7e053e6b	3c8b44bc67fbda98e36604671de99f28bf2a9572	SI
29ef6d484f5ea991cede4dbb918d86ed1f5c7b2c	7013ccf6c6e20cbc926188963b5986cc5f1866e1	SI
29f08b4f8c31c5b5c2a268734867d117710b8238	f2ca6ebd35e59d94899c43810d084f42880ede16	SI
2a218a1a3cd7287e82a525391ce740b5b7e8cdd0	cff3ccdf4e24c2dee9baece1dc43ef39cadbff89	SI
2afe6ca1fdf4201e1a5f48450636634fa1ad6bcc	42ff7b6291a79f35733b1279601122e5cfd0f265	SI
2bc613b8860c221a848ff8cab7730e2ce0088424	142fdb37c097d1dfe8b46e071200e0b196ff2787	SI
2bf50b24ced707dee31434c161b67d7d155f2f90	0412bcc2ce30613701f0b2bb16fa928c371d8f22	SI
2c157fac3d9a0cc54f9e6fc0b665b779cff9c1ae	d50fcfeb606d85881ea7a0da17b7ce2b0e69711a	SI
2c2443f17e1e24f39899165511f545af0106e6c5	440d14687dcc5749f177ca03e7075ee0831d9aa4	SI
2c8d920ba2e4a73b9b74b83eb42bdec3133e1495	6f66bc30fcf4b3d866a30b540db30e9ffbb4a15e	SI
2d0ca5e5044b5d0a85d6cee400fca436ea9037cd	3777d36549e0bc493faaf52258a38b20e6f43211	SI
2d1d866f6456b3a3aab7bf1e36dec48101ddcf21	29b15903e645f0e798decb7591256ec9410485b7	SI
2d59bb6ca524176eaf5f7fb033f5ed9e01e97ff1	da471073f6bfbddd53a6d8675315eaf7d0fb3f85	SI
2e12383372103d24bf6ea1007ac7d960fbe4753d	5b1575b2f28be39ba8fa2f684e65fc218ead146b	SI
2f9093b99a2d6ac972a46c82598e9d96dc607fbc	899e90dbc86da4cc8a2d822323753e856c39cb01	SI
302ac5a29cb1e469ad377cbdaaeb9d73c0b162c6	5f03bf1255433d6a22b2a1d369e7c59ff03a8ccc	SI
305c6c7c35a9ed6c59235b610c1d586e2ea58b4a	54066a10498708f60ffaca9334646026530c7b29	SI
30aaa69e96c1de47023fd574bcf0ece6a91fdf4d	622ae03261428dffc40f7156b124bfca37baa51f	SI
3131dbc024a93f045646435faa5005628aecbd82	e185cf26ea6f1964603bbccc8aaed228382ec9bf	SI
317cb58c593c34956c0e7965f847f048dba1b8ba	f37f92c92ccba8cbf207001eee8b792d9ec18a2c	SI
31fc67159f53fa4a359f37d12030034db8df19e7	a005ed27bfd8a2ebac5995b858baf598b0e9c3ce	SI
31fff96c3d432bfcabfdaf65dcd136ae2b4487cf	4ab3ddce65c902c8a2d89a0cbf3c635eb22cfc51	SI
3211a58b43550a7dcb093317fd706337ee01b8d3	9db257f5f51a8a6d6a2f6bd091abca32a4f76c43	SI
3236b9656241b2f9aabbcc37d765858db377c47b	cc10ccba252d1ed07c69a146e1f47fab06e2a16b	SI
3268ee9c14391bef8c5e59cc264c359fba8c190e	223e29805dfbfc61d8af46a05c03f71dbf77527e	SI
3287dd03b134f6fdc33b7f036ce875c225e8995c	4f3967bc3dc076ea9f8e38a390b68520f55526c0	SI
329333180c67a8318f91015bd3d1835fa29d64be	33847d35fa6a1aec49becab3783e64632cb03cc0	SI
32d9321a9af2df3218e30da66b00b1427ded9a16	e160ab0ef7ead52fd41e3fc45485b08702de3585	SI
3375a28899716c761b4318298ad79741d1e43ae6	b80ab2f75629edcddc69f212496ff363860059b6	SI
33b412f2656d68482bf99e76bd7f70d23730fc6c	39454f279c39f4448aca65e71903baeba37d19ec	SI
33c04bbb4ffed513bcca9e457bde8f3bab8f622f	a4415cf22691a0ca568b3d18fe6ab1618d6a89ab	SI
34093ab86606fcfba6e44435aee31c9b3cd2777a	8d64931fa138079c9a413bf5b036e02e1ec2f884	SI
343d589811b0434e12da5ca445d424775ff7143b	343d589811b0434e12da5ca445d424775ff7143b	NO
348b6aa5b068ff1028e356621252488374266b0b	8964198f1e4162818f6e52603f4f6d07907f7cf4	SI
34ca7647fdc568eacefc0a69cb9b82015da356ec	8c882e4921809361139477724c37e2d88b04f04e	SI
35314c94cdbdee1151804a2858c62e9243289e5a	93007bedd6d122f19ef0ae9f95f8cb287f98d566	SI
364c565f5b9b9825580216970d6c4a16601af0ab	a07f68a54a454679db19dbff9f570da23d156a58	SI
37950da928be62757955524ed33bd9a6273bcccf	1328071a875ddce247789eb1b0c3b16658cc6091	SI
37b809f8248ef1e25f8f61ef0afcb21e6191cd56	5780390be5f9b163a569b34e657a83919a5ed1fc	SI
38189e3b80662d799395dbc13a2bb28c4160384b	c0d380ad55e7a0bcd63a43724dffb25288858c31	SI
388e3a216dba49e3af1b00d1e2bc82249be9c097	8a341da5d4cf4838e5e4dbe711237a758ffe17c2	SI
39adb29124fe781c5ce01ac71daecd7a67bff74f	8e34849ff141063e3fa6cdde8486ae1d40064410	SI
39c238e52170da7defa35ea55266dfe031047de6	e078a94cb42da1de35fa130c77aba5ec9ac28af3	SI
3b07892de1ca18a796e3ca43128f0f76fd5b2ec3	418dad52bc3d2dd70300481c4a7e99903fba2225	SI
3c540d8fa2321b4f5f28addb70719260ae7fb74e	266ee7a09d20030dec2521e4fc30ae4f44552879	SI
3c5a8dc7e7053478d79eaad7e85c9376af2e7467	86155aa8d231d7de144d4d790b44520c464bb0bf	SI
3d43c8b3965065cf6fa870452baa63e753f6aae8	6050286442c9f8102d0865474c1390a0c769046e	SI
3d5f34c221f19932e96f71f22fc82fe279c20bf0	3f9cfe4e3759dec1068ee56a6e96c7172f205c47	SI
3de5a2853ad9b6f04ceace00f668848c62ae4e12	b686b163ca010919cf3756b40e02aedbb11cbd6a	SI
3f0784981b001dc3345039e3f664312ac74eed13	06dbf7b7a23c466835248fe02b991d5c2ef7cb34	SI
3f104651b0763427df1dc126a3fadb56154ccd1f	bfd4a374ac7b88bca15b2eb4121f65ecf24e5631	SI
3f73c29ed9265de128dc4eda4a95436bf1546ba4	fee87318cef40914f87dc6485053b175c85b0c47	SI
3fc46506b1e6f4d1843b9cfcd87018e7ccb2013a	34279feb2c3cde09334151f623994f4a9efd37cf	SI
4000d29ae0147467521b8735431b34178de337ca	a949a0e1d0f7ed2677c4e2c6f3c50dfd5cc14247	SI
4054c35a4ea549d42b676a9552024e75daad980b	5b1be658b5b40ca899da0ada05ea54faeb0b15d7	SI
4072680eaf1ff750e0de74fbe7f9c87c329e0707	1cb24e8396bad915e71d39ec4dd5545698a41154	SI
40e524818fedb1f03bc99e8791a45c633bb351d1	4404260827a937d82f732a1f664ee4fa7fb768e0	SI
410ccf3a09fcfb398a5a1b794b421984b30fcd54	99a59f7a4e2a77a577c0d095979944d678540b9b	SI
42399a1e61c73b731d30db8358d651dfba8313e7	ddfc68cfe32edab00a9269e87502aa36f2fc4c5f	SI
4356e83b5f13efac87776bb05e9886f0c75a2673	0137e39f3858a4fc85a9c2ae94c2590bc2a76be8	SI
43d531bf79d2755ecfde3d4add695bb6621b7e1b	7779b4b1cd826bf97460017a5da57938260b5e79	SI
44325b22a8c16ce25ab258520fa62a3cddc98b5a	3e82eb73d45bc7b62cb962b25732d1a231a87757	SI
44327482e37971cc536c61ebbce241d276d59729	d36ebd264e02677eb0c5942437cd72ab0e672774	SI
4440c2befda4560fad11a4097d1920b53d34ca62	c28b2116e45aafcad3a0a3f62d8012dfcea075d5	SI
447f3aa892cdc97253e263ef993aa42df21fc7a1	f804b0ebe24438898511be1ff956968dd558d167	SI
449d0dfd5fdfd4d2c1ac192919cfb39c5d9f4eed	4195f374e5f81978a1f109828527fd84cf5cab85	SI
44d8203f2f2c8d8a5f923c833a52e0e1f1ab6bd6	6fb7dd4a1708d34d995566590e60b873caa37dd0	SI
44ebded5c420e9b22f8dc3e1c0e8c6071844ff5d	6f81fe275442dddb6354b97718a86145cb44a1d3	SI
44f2367a3fa41c754fc369e335952154f6dd9b76	5bbea3e2e9eb6f57f42b35877b8c6b0addadb0e1	SI
4594765c88dcba48d9784e98f57a6d7fc6ff378e	8872612cb4444870ea947f6dee6563b544a0f4c2	SI
45be1755687eb410929c9f042b83e3b86443f311	55e3ecb96e16680784b353cc15c2d062cd01174a	SI
46e9cef024592e3894f5af4f48f9373f368195cf	6348889e5b3bd9ef608aed2df3f7fc924944944d	SI
47210dfc93e73417928c2bf8063ad4fe1f71c518	ed46c26abd8513f18a5c097822f32e6ced88d3d4	SI
477eadc6266ed9f1e10c8070845b6689fd0768aa	2f486218533c2b3b9d1202d68554e921dc83abc5	SI
482ab2053ceb5ba70367c81e068a6cd1a2d791b6	d58b4e0647bfb0d5ac5ac2cb1aae3b829529273b	SI
484ced5d9f57a9931d7ce3e3abb1a6fbf2617838	948af7d24f9739ebf8d8eaabcae99041f3c792d7	SI
48b978c42ea6eaf408cb8ab527cfbd96a1a6c299	f4770d133f9b0e2627522f812c0bc664ab9356ee	SI
48ea7c7fac88ce08eff5c0255349ae010e3e2eff	e846da3e071cc8a60a390cd1353b3f7e0f60cbc9	SI
4a583201e58625ac6005ba4b1750b7d9eaf49cd2	5e56a87c8f45d08877b7efdf46eb157d4184e74d	SI
4a71dc89cf24697e269bd0028e83b0dfe68ecae9	38a1471fa9f26e93da1215965758ca6eb8fe6c91	SI
4ab1e0abf11596baae10e67d96307fdb3b2b58b5	b828ea72322ddc371c9b1891a069c74ea774b03a	SI
4ad67d8a3a7d19c3f65b745421c7af085ffe9fb9	4b83141aa325935bd3c4d69114290216c577f3bb	SI
4b278699fe44c38142146429fc85ee875e0933ae	0f9b52a4328ce0a9b723c8efe30d5b5878655f87	SI
4b6597d47576825ea9b5b84d68839bb325fe694f	ace190945248c08acfb67b7c0b2fd4abf5620e13	SI
4c3f6a9a305e680569ffa8dd92d976e3c6129cac	e101ca4cc5a6486cc22f2fcfaba671339555bd87	SI
4c8137e4c3c8755a7fba0569aa859a6d1b9dfc1c	11bf357cf9d2065a1a2ce15332a6d9a6ca6b9a13	SI
4cf39a4218ef4d890c3a486908ff3797cc36a576	437794c0df70312b2dfc3d2c61446956389c1c2a	SI
4d6f01fc3da48b93989cb127c99dbb3061731541	4074dcfc5984eb9e012c1a1fcca6f6e74c7e0e86	SI
4da67597863d21404faa9067ba640ba571114d33	b6e603a3e60d4d0683a65d9bd64b13ceed71c7b6	SI
4dca34c6b7b65b057c03639021d08b7a651b472e	c62fab7b9f25760b3997d34f3d1697a989de8541	SI
4e174dd03dfbd2fb97f1e25584e077d387369b2f	c0de14c7dee8d094bdbfd3300838eb49401ddae7	SI
4e23383e6451502c5a32421e7ee1dae3dc1bd33a	13f45b1f303eb8b6f21b61209a2f12720389d3e1	SI
4f4cfc48b3ffab8681dfddd34b531667ab1ac3bf	24e06475eb9f2a1cab5c7d466d7de898cc08493c	SI
4fb796467e2ffa505aa1dba6df9d2a053beb68a6	7706e3cdf48461f28825bc6e156472dca3ad9c74	SI
4fda47e8e1bf581ee2d94fd1c2187c80b8647223	a12927d379ab5c2826735ac641a08bfb6e163761	SI
4fe6551625de972227e5b7c574348d20d075cc70	a892e6eb1970a94e2385d02b392615ea4b57914e	SI
5096c847df086602383b16070645caa141c9ac6b	45dabc86319d1b10794ef3f24de6d4caf6ad689b	SI
515642c24a35c4a9b47540bfa541d763bda83c56	3828ce9d666e45bcb45b4d5099f452ed3c203883	SI
5163d639895e99c7f562c704f65f6801cbaf67b6	2aa1189f475bdcea44fc91ef0fc7953513223dae	SI
518983dad89c94a089202d9d87d3a08d5fdd571f	bbb0c9a409e60fba632d815290a55bfede026aec	SI
51c8c9cff6f3b133aa49e47b78f9655d9dae60a1	437acd4a4a22f2c0a3bc3be65d75fdc923e58696	SI
51eab6c037862cb7b797df031a5c5919deabb41a	2938a4e0bac093a397ba412eff638e2a6ac61ff8	SI
538d76756560ec26f56ea48f66c12b276bbf14e0	ed483638f855b1b22303ad6fc9246abb59ee681b	SI
53bdd3a34dcec24ad4f396df88823a70945fba4e	5ca1b7d1db3e243c62bbf626b6c8b76c169e9f40	SI
53fb8107875274510e163fbce62f7f78a51f1a79	629b589abe301538d4f031675f202ed3a0733189	SI
5459c3c1e9c3e335c87cf24d306d2799c5970b12	a4ff0fa7e2f84b73a1887c815f57d73b584f3afc	SI
5564498939bb46f557d44cc858d0d7feebfacf6a	6d004f0ff14e01647d98b3df41b462d47a7938a2	SI
5709d6dc838a1044b91f8fdf93a7298706fd6ca0	bc01101b3848c61670473c0b11b1d336613dc041	SI
584f806f7a8ffb9c714dc8f6b3196d4c1ddea91b	b3e5ecaa4340edcfa6dda45a2a8bd57f49266ae2	SI
5854c6228d1d438f9e732ac730a06f92af458458	72c549b4d3a52567386ec48c2f30071edcc1f70f	SI
58a307c129ed6f6ee0e9847d647f43c5fb7d68db	db87057eed95385feb51d090ed6cc3b41248cbf5	SI
58c809cf3411a416595f5ffe194e9f969d10244e	5ed80faf0d3cfbadd2e733a16e86621e1e209c9d	SI
58f8a54362c7f6ea0a9cb08509c25e67d81ed0f4	1d8d4a4242e2c92f467e2b5ebfb97d0069b737c2	SI
