id_afirmacion	report	report_sha256	localizador	procedencias	texto_vigente	tier_report	clase	procedencia_evidencia	componente_contrastable	limite_inferencial	falsador	conducta_unidad_universo	instrumento_ola	documento_id_hash_pagina	pregunta_textual_codigo_respuestas	estado_verificacion	dictamen	dictamen_razon	datos_id_estado	reserva	gen2_existente	propietario	siguiente_operacion	prioridad	dominio	busqueda_a13	dictamen_v1_0	programa_id	ola_v1_1	variable_v1_1	texto_pregunta_v1_1	unidad_v1_1	estado_corpus_v1_1	reserva_v1_1
ASTRA5-U0-FAM-025	corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	188f152fdc415101316cac041a28102c753cc6b3757f42f3bab8f336fe629407	L69	INT-L69;FAMILIA-INTERNO-01	Los datos demográficos de INEGI sobre estructura de hogares (24.4% ampliados, 12.4% unipersonales)... provienen de censos y encuestas nacionales representativas.	FUERTE (L67 sec.3 'evidencia fuerte')	CIFRA-PUBLICADA	primaria Mexico	clasificacion de hogares por tipo (ampliado/unipersonal/nuclear) a nivel nacional	El report no declara el instrumento exacto (Censo 2020 vs. Encuesta Intercensal vs. ENIGH) ni el anio preciso.	Cambiaria si el tabulado Censo/Intercensal/ENIGH identificado no confirma 24.4% ampliados / 12.4% unipersonales para el anio que finalmente se identifique.	unidad=hogar; universo=nacional; ola=no declarada (candidato Censo 2020)	candidato: INEGI Censo de Poblacion y Vivienda 2020 / Encuesta Intercensal; corroborado como concepto medible en otras encuestas del corpus (ENASIC 2022, ENSAFI 2023 tienen variable HOG_UNI/FILTRO hogar unipersonal)	enasic2022_fd_xlsx|33c692e05bd7dbafb801a1594a819c7be0e7cf5c25822c66ea458dc9fe9c1370|hoja THOGAR fila 252 (HOG_UNI, corroborante); Censo 2020 no identificado con id propio en manifiesto	ENASIC2022 HOG_UNI 'HOGAR UNIPERSONAL' (corroborante de que el concepto es estandar); cifra nacional 24.4%/12.4% no atribuida a instrumento preciso por el report	CERRADA	MEDIBLE-CON-ADQUISICIÓN	El concepto 'hogar ampliado/unipersonal' es estandar y medible en instrumentos del corpus (ENASIC2022 HOG_UNI); la cifra nacional especifica 24.4%/12.4% no esta atribuida a instrumento preciso por el report. faltante: Censo 2020/Encuesta Intercensal (tabulados de tipo de hogar) -- no registrado en manifiesto con ese contenido especifico.	enasic2022_bd_csv_zip|8a5e8c5ed2dcda6e25dfe2dd630c0ac7273e0736e7b99662a15a4ef68c3ab36e|raiz data_raw (corroborante, no la fuente de 24.4%/12.4%)		ninguna corrida con SIN-ID-MANIFIESTO para Censo/Intercensal (u0mf --calc: no aplica)	ASTRA5-MESA-FAMILIA	Identificar tabulado exacto (Censo 2020 vs. Intercensal vs. ENIGH) para 24.4%/12.4%; registrar en manifiesto.	3	FAMILIA_CUIDADOS	u0busca -q 'hogares ampliados|hogar ampliado|hogar unipersonal' -> 21/113780 (ENASIC2022, ENSAFI2023)	MEDIBLE-CON-ADQUISICIÓN	CCPV	2020				PROGRAMA-Y-OLA-EN-CORPUS: texto de pregunta NO-VERIFICADO-AQUÍ (payload fuera de este clon; sin fila en inventarios del repo que la sostenga)	
ASTRA5-U0-FAM-026	corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	188f152fdc415101316cac041a28102c753cc6b3757f42f3bab8f336fe629407	L73	INT-L73;FAMILIA-INTERNO-01	Los efectos de la parentificación mediados por familismo provienen principalmente de disertaciones doctorales.	MEDIA (L71 sec.3 'evidencia media')	CONCLUSION-DE-ESTUDIO	(b) diaspora/mexicano-americana (presumible, no declarado con precision)	asociacion entre parentificacion (asumir roles adultos en la ninez) y familismo	El report no nombra las disertaciones especificas; sin autor/anio no se puede verificar identidad del documento mas alla de 'disertaciones doctorales' generico.	Cambiaria si, identificadas las disertaciones, estas no encuentran mediacion del familismo sobre el efecto de la parentificacion.	unidad=persona; universo=no declarado; ola=no declarada	NO-ENCONTRADO: el report no nombra las disertaciones	SIN-ID-MANIFIESTO	no aplica	CERRADA	MEDIBLE-CON-ADQUISICIÓN	El report dice solo 'disertaciones doctorales' sin autor, anio ni institucion (confirmado por lectura integra del texto en L69-L73). Sin ningun nombre que buscar y sin WebSearch disponible (presupuesto de sesion agotado), no hay URL que adivinar razonablemente para un documento generico. faltante: disertacion(es) doctoral(es) especifica(s) sobre parentificacion mediada por familismo, no identificadas por el report (solo dice 'disertaciones doctorales'). EXISTENCIA-NO-COMPROBADA tras 0 consultas web dedicadas: el propio report no da material suficiente para identificar el documento, y la herramienta de busqueda esta agotada.	SIN-ID-MANIFIESTO|no-aplica|raiz no-aplica		ninguna corrida con SIN-ID-MANIFIESTO (u0mf --calc: no aplica)	ASTRA5-MESA-FAMILIA	NO-ACCESIBLE-DESDE-SANDBOX (existencia no comprobada; no equivale a «no existe», A.4) → GEN2-ASTRA5-U5-ADQUISICION-1, con la receta forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md. Con WebSearch disponible, buscar 'parentification familism dissertation Mexican American mediation' en ProQuest Dissertations o Google Scholar; identificar autor/anio/institucion antes de registrar.	3	FAMILIA_CUIDADOS	Read integro del report: sin atribucion de autor para este parrafo especifico de L73 [fila original]. WebSearch no disponible (presupuesto de sesion agotado: 200/200); sin nombre no se intento WebFetch de una URL adivinada.	MEDIBLE-CON-ADQUISICIÓN						INSTRUMENTO-SIN-EQUIVALENCIA (ver equivalencias-v1_1.tsv)	
ASTRA5-U0-FAM-027	corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	188f152fdc415101316cac041a28102c753cc6b3757f42f3bab8f336fe629407	L73	INT-L73;FAMILIA-INTERNO-01	La investigación de Nolle et al. (2012) sobre sacrificio y suicidio en adolescentes latinas es cualitativa con muestra pequeña pero clínicamente significativa.	MEDIA (L71 sec.3 'evidencia media')	CONCLUSION-DE-ESTUDIO	(b) diaspora/mexicano-americana (adolescentes latinas, probablemente EE.UU.)	asociacion cualitativa entre sacrificio familiar percibido e ideacion/intento suicida en adolescentes latinas, muestra pequenia	Estudio cualitativo de muestra pequenia (segun el propio report); no generaliza a poblacion; distinto desenlace/universo que familia-024 (tasa de mortalidad EDR 15-19 anios en Mexico).	Cambiaria si el texto completo de Nolle et al. 2012 no vincula sacrificio familiar percibido con ideacion/intento suicida en su muestra.	unidad=adolescente latina; universo=muestra pequenia, pais no especificado por el report (candidato EE.UU.); ola=Nolle et al. (2012)	Nolle et al. (2012), estudio cualitativo academico -- no encuesta INEGI	Nolle AP, Gulbas L, Kuhlberg JA, Zayas LH (2012) 'Sacrifice for the sake of the family: expressions of familism by Latina teens in the context of suicide', American Journal of Orthopsychiatry (DOI/volumen/paginas no extraidos en esta consulta). Sin id en manifiesto.	no aplica	CERRADA	MEDIBLE-CON-ADQUISICIÓN	El articulo quedo identificado y comprobado por busqueda (PMC, 2026-09-24): Nolle, A.P., Gulbas, L., Kuhlberg, J.A., Zayas, L.H. (2012) 'Sacrifice for the sake of the family: expressions of familism by Latina teens in the context of suicide', American Journal of Orthopsychiatry. Confirma autor, titulo exacto y revista; DOI/volumen/paginas no extraidos en esta consulta (residual). Estudio cualitativo, muestra pequenia, adolescentes latinas (candidato EE.UU., no confirmado el pais exacto de la muestra en esta consulta) -- procedencia (b) diaspora se mantiene como estaba. No tiene id en manifiesto (estudio academico cualitativo, no reactivo de encuesta poblacional). faltante: texto completo del articulo con DOI.	SIN-ID-MANIFIESTO|no-aplica|raiz no-aplica		ninguna corrida con SIN-ID-MANIFIESTO (u0mf --calc: no aplica)	ASTRA5-MESA-SALUD	Registrar el articulo con DOI y pais/composicion exacta de la muestra en el manifiesto; mantener como estudio cualitativo acotado, no prevalencia poblacional; mantener separado de familia-024 (mortalidad EDR) y de ENSANUT ideacion/intento (dedup JUV-MENTAL-FAMILIA-SUICIDIO).	3	SALUD_MENTAL	dedup del paquete JUV-MENTAL-FAMILIA-SUICIDIO (lectura-juventud-v1_0.tsv, lectura-salud-mental-v1_0.tsv, lectura-familia-v1_0.tsv) [fila original]. WebFetch pmc.ncbi.nlm.nih.gov/search/?term=Nolle+sacrifice+suicide+Latina+adolescents (2026-09-24) -> confirma titulo, autores y revista (American Journal of Orthopsychiatry, 2012).	MEDIBLE-CON-ADQUISICIÓN						INSTRUMENTO-SIN-EQUIVALENCIA (ver equivalencias-v1_1.tsv)	
ASTRA5-U0-FAM-028	corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	188f152fdc415101316cac041a28102c753cc6b3757f42f3bab8f336fe629407	L77	INT-L77;FAMILIA-INTERNO-01	La mayoría de los estudios sobre familismo se realizaron con mexicoamericanos en Estados Unidos, no con mexicanos en México. Las escalas de Sabogal, Lugo Steidel y Knight fueron creadas y validadas en contextos migratorios.	DEBIL-TRANSFERIDA (L75 sec.3 'evidencia debil o transferida')	CONCLUSION-DE-ESTUDIO	(b) diaspora/mexicano-americana (caracterizacion de la base bibliografica, no una medicion nueva)	composicion de origen muestral (mexicoamericano vs. mexicano residente) de la literatura de familismo revisada	Es una caracterizacion bibliometrica de un cuerpo de literatura, no un estimando individual; el documento identificable que la sustenta es la revision sistematica ya citada por el report en L69/73.		unidad=estudio (no persona); universo=cuerpo de literatura sobre familismo; ola=revision de Valdivieso-Mora et al. (2016), 39 estudios	Valdivieso-Mora et al. (2016), revision sistematica -- ya citada por el propio report como fuente de 'evidencia fuerte' en L69	Valdivieso-Mora, Peet, Garnier-Villarreal, Salazar-Villanea, Johnson (2016), Frontiers in Psychology, PMCID PMC5078495. Sin id en manifiesto.	no aplica	CERRADA	MEDIBLE-CON-ADQUISICIÓN	El documento quedo identificado y comprobado por busqueda (PMC, 2026-09-24): Valdivieso-Mora, E., Peet, C.L., Garnier-Villarreal, M., Salazar-Villanea, M., Johnson, D.K. (2016) 'A Systematic Review of the Relationship between Familism and Mental Health Outcomes in Latino Population', Frontiers in Psychology, PMCID PMC5078495 -- revision sistematica de familismo y salud mental en poblacion latina (el propio report ya la nombra en L45/L69 como fuente de 'evidencia fuerte' de 39 estudios). No tiene id en manifiesto. faltante: texto completo -- registrar con PMCID/DOI y extraer la composicion muestral (mexicoamericana vs. mexicana) que sustenta L77.	SIN-ID-MANIFIESTO|no-aplica|raiz no-aplica		ninguna corrida con SIN-ID-MANIFIESTO (u0mf --calc: no aplica)	ASTRA5-MESA-FAMILIA	Registrar Valdivieso-Mora et al. 2016 (PMCID PMC5078495) en el manifiesto con DOI; extraer de su texto la tabla de composicion muestral de los 39 estudios (mexicoamericano vs. mexicano residente) para sustentar la caracterizacion de L77.	3	FAMILIA_CUIDADOS	Read integro del report: L45 y L69 ya nombran Valdivieso-Mora et al. 2016 como la revision de 39 estudios [fila original]. WebFetch pmc.ncbi.nlm.nih.gov/search/?term=Valdivieso-Mora+familism+depression+anxiety+systematic+review (2026-09-24) -> confirma titulo exacto, autores completos, revista y PMCID PMC5078495.	MEDIBLE-CON-ADQUISICIÓN						INSTRUMENTO-SIN-EQUIVALENCIA (ver equivalencias-v1_1.tsv)	
ASTRA5-U0-FAM-029	corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	188f152fdc415101316cac041a28102c753cc6b3757f42f3bab8f336fe629407	L77;L247 (Mito5)	INT-L77;FAMILIA-INTERNO-01	Los tres perfiles culturales identificados dentro de México (“igualitarios,” “individualistas flexibles,” “competidores basados en reglas”) provienen de un solo estudio de análisis de perfil latente. [Mito5, L247, mismo objeto]	DEBIL-TRANSFERIDA (L75 sec.3 'evidencia debil o transferida')	CONCLUSION-DE-ESTUDIO	primaria Mexico (un solo estudio, sin replicacion)	tipologia de perfiles culturales dentro de Mexico via analisis de perfil latente (LPA), un solo estudio sin nombre de autor dado por el report	Un solo estudio de LPA, sin replicacion; el report no nombra autor/anio para este estudio especifico.		unidad=persona; universo=muestra del estudio de LPA (no especificada); ola=no declarada	NO-ENCONTRADO: el report no nombra autor/anio del estudio de perfil latente	Candidato: Aschieri F, Quiroga Garza A, Pascarella G, Zambelli M, Tagliabue S (2023) 'Cultural differences in the measurement of self-curiosity within Mexico', F1000Research (DOI no extraido en esta consulta). Identificacion PROVISIONAL -- no se confirmo que sea el mismo estudio citado por el report (coincide en metodo y estructura, no en las etiquetas exactas de los perfiles). Sin id en manifiesto.	no aplica	CERRADA	MEDIBLE-CON-ADQUISICIÓN	La busqueda (PMC, 2026-09-24) identifico un candidato fuerte que coincide con la estructura descrita por el report (un solo estudio de analisis de perfil latente dentro de Mexico, sin replicacion): Aschieri, F., Quiroga Garza, A., Pascarella, G., Zambelli, M., Tagliabue, S. (2023) 'Cultural differences in the measurement of self-curiosity within Mexico', F1000Research -- usa latent profile analysis y reporta 'three groups featuring distinct cultural orientations' DENTRO de Mexico. Los nombres exactos de los tres perfiles ('igualitarios orientados al consenso', 'individualistas flexibles', 'competidores basados en reglas') NO se confirmaron en esta consulta (residual: verificar si es el mismo estudio o uno distinto con estructura similar). No tiene id en manifiesto. faltante: texto completo del articulo de Aschieri et al. 2023 con DOI, para confirmar que los 3 perfiles coinciden exactamente con los citados en L77/L247.	SIN-ID-MANIFIESTO|no-aplica|raiz no-aplica		ninguna corrida con SIN-ID-MANIFIESTO (u0mf --calc: no aplica)	ASTRA5-MESA-FAMILIA	NO-ACCESIBLE-DESDE-SANDBOX (existencia no comprobada; no equivale a «no existe», A.4) → GEN2-ASTRA5-U5-ADQUISICION-1, con la receta forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md. Leer el texto completo de Aschieri et al. 2023 (F1000Research) y confirmar si los tres perfiles reportados coinciden con 'igualitarios', 'individualistas flexibles' y 'competidores basados en reglas' citados en L77/L247; si no coincide, tratar como estudio distinto no identificado y volver a EXISTENCIA-NO-COMPROBADA.	3	FAMILIA_CUIDADOS	Read integro del report: sin atribucion de autor en L77 ni en L247 [fila original]. WebFetch pmc.ncbi.nlm.nih.gov/search/?term=latent+profile+analysis+cultural+orientation+Mexico+individualism+collectivism (2026-09-24) -> fallo de conexion (socket hang up). WebFetch pmc.ncbi.nlm.nih.gov/search/?term=latent+profile+analysis+cultural+profiles+Mexico (2026-09-24) -> candidato Aschieri et al. 2023, F1000Research.	MEDIBLE-CON-ADQUISICIÓN						INSTRUMENTO-SIN-EQUIVALENCIA (ver equivalencias-v1_1.tsv)	
ASTRA5-U0-FAM-030	corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	188f152fdc415101316cac041a28102c753cc6b3757f42f3bab8f336fe629407	L83-L87 (Patron 1)	INT-L83;FAMILIA-INTERNO-01	Las relaciones familiares mexicanas operan mediante un sistema tácito de créditos y débitos emocionales... Los hijos que no cumplen experimentan no solo presión externa sino autocastigo interno: la culpa no requiere un acusador visible porque está internalizada como identidad.	NO-EXPLICITO	INTERPRETACION-DEL-REPORT	mixta (Fuligni, Tseng y Lam 1999, (b) diaspora, mas sintesis teorica propia del report)	mecanismo interpretativo (deuda emocional intergeneracional, autocastigo interno) construido por el report; el unico fragmento con cita directa es Fuligni Tseng Lam (1999) sobre sacrificio personal por el bien familiar	Es mayormente narrativa interpretativa propia del report (sistema de 'creditos y debitos', 'autocastigo interno') sin instrumento que la mida directamente; solo la pieza de Fuligni et al. 1999 es una cita documental verificable.	Se acotaria con un instrumento que mida percepcion de deuda/obligacion de reciprocidad y su asociacion con culpa/autocastigo en la misma persona.	unidad=persona/hogar; universo=no declarado; sin ola (mecanismo)	Fuligni, Tseng y Lam (1999) para la pieza citada; el resto es interpretacion del report, NO-APLICA instrumento	SIN-ID-MANIFIESTO (para Fuligni et al. 1999)	no aplica	CERRADA	NO-MEDIBLE-POR-DISEÑO	El nucleo de este pasaje ('sistema de creditos y debitos emocionales', 'autocastigo interno') es sintesis interpretativa propia del report, no una medicion; ningun instrumento recorrido en este corpus mide 'deuda emocional' ni 'autocastigo interno' como construc directamente. La unica pieza documental verificable (Fuligni, Tseng y Lam 1999, sobre sacrificio personal en hijos de familias migrantes) es identificable pero es solo un fragmento de apoyo, no sustento del mecanismo completo. No se identifico instrumento tras este recorrido; no equivale a imposibilidad universal.	NO-APLICA; U0 no abrio microdato		ninguna corrida con SIN-ID-MANIFIESTO (u0mf --calc: no aplica)	ASTRA5-MESA-FAMILIA	Registrar Fuligni, Tseng y Lam 1999 como pieza de apoyo parcial; el mecanismo completo queda como marco interpretativo del report, no como medicion.	4	FAMILIA_CUIDADOS	Read integro del report: unica cita verificable en el parrafo es Fuligni, Tseng y Lam (1999)	NO-MEDIBLE-POR-DISEÑO						NO-REVISADO (NO-MEDIBLE-POR-DISEÑO, encargo P2)	
ASTRA5-U0-FAM-031	corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	188f152fdc415101316cac041a28102c753cc6b3757f42f3bab8f336fe629407	L109	INT-L109;FAMILIA-INTERNO-02	La autoconstrucción de vivienda —proceso familiar por excelencia— produce más de la mitad de las viviendas en Ciudad de México. [L223-225, sec.8: “crece más del 10% anual”]	NO-EXPLICITO	CIFRA-PUBLICADA	primaria Mexico	proporcion de viviendas autoconstruidas en CDMX y su tasa de crecimiento anual	El report no cita fuente ni anio; 'autoconstruccion' no aparece como termino en los inventarios de reactivos del corpus (0 aciertos), sugiriendo que es un indicador derivado de otra fuente (Censo de Vivienda, CONAVI, SHF) no un reactivo directo.		unidad=vivienda; universo=Ciudad de Mexico; ola=no declarada	candidato: INEGI Censo de Vivienda / CONAVI / SHF (no confirmado)	SIN-ID-MANIFIESTO	no aplica; u0busca -q 'autoconstruccion' -> 0/113780	CERRADA	MEDIBLE-CON-ADQUISICIÓN	Documento no identificado con precision por el report. faltante: tabulado de autoconstruccion de vivienda en CDMX (candidato CONAVI/SHF/Censo de Vivienda) -- no registrado en manifiesto.	SIN-ID-MANIFIESTO|no-aplica|raiz no-aplica		ninguna corrida con SIN-ID-MANIFIESTO (u0mf --calc: no aplica)	ASTRA5-U0	Identificar fuente de autoconstruccion de vivienda CDMX (CONAVI/SHF/Censo); registrar en manifiesto.	3	FAMILIA_CUIDADOS	u0busca -q 'autoconstruccion|autoconstruccion' -> 0/113780	MEDIBLE-CON-ADQUISICIÓN						INSTRUMENTO-SIN-EQUIVALENCIA (ver equivalencias-v1_1.tsv)	
ASTRA5-U0-FAM-032	corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	188f152fdc415101316cac041a28102c753cc6b3757f42f3bab8f336fe629407	L111;L141	INT-L111;FAMILIA-INTERNO-02	El ingreso promedio de un recién egresado (6,870 pesos) no cubre ni la renta mínima en la mayoría de las delegaciones de Ciudad de México. [L141: “renta mínima en Ciudad de México comienza en 5,655”]	NO-EXPLICITO	CIFRA-PUBLICADA	primaria Mexico	ingreso mensual promedio de recien egresados universitarios, y precio minimo de renta de vivienda en CDMX -- dos fuentes distintas	Ingreso de egreso (posible ENOE/observatorios laborales) y precio de renta (posible portal inmobiliario/INEGI) son series de fuente y universo distintos; el report no cita ninguna con precision.		unidad=persona egresada / unidad=vivienda en renta; universo=CDMX; ola=no declarada	candidato: ENOE (ingreso de egreso) + indice de rentas (portal inmobiliario o INEGI); no confirmado	SIN-ID-MANIFIESTO	no aplica	CERRADA	NO-CONSTRUIBLE-EN-CORPUS	v1.1: ENOE  en corpus; pregunta buscada «ingreso de personas recién egresadas Y renta mínima de vivienda en CDMX, como reactivo único comparable» no está; recorrido: cuestionario ENOE (bloque de ingreso por ocupación, ninguna ruptura por 'recién egresado'); no existe reactivo de renta de vivienda en ningún programa de este grupo -- la cifra de renta proviene de un índice inmobiliario ajeno al corpus	SIN-ID-MANIFIESTO|no-aplica|raiz no-aplica		ninguna corrida con SIN-ID-MANIFIESTO (u0mf --calc: no aplica)	ASTRA5-U0	NO-ACCESIBLE-DESDE-SANDBOX (existencia no comprobada; no equivale a «no existe», A.4) → GEN2-ASTRA5-U5-ADQUISICION-1, con la receta forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md. Con WebSearch disponible, identificar por separado: (1) fuente de ingreso promedio de recien egresado universitario (candidato ENOE/observatorio laboral de alguna universidad); (2) indice de renta minima CDMX (candidato portal inmobiliario tipo Inmuebles24/Lamudi, o INEGI); no fusionar ambas en un solo documento al registrar.	3	DINERO	no se ejecuto busqueda dedicada adicional (baja prioridad, NO-EXPLICITO); ver limite de 12 consultas web priorizadas [fila original]. WebSearch no disponible (presupuesto de sesion agotado: 200/200); sin nombre de fuente en el report, no se intento WebFetch de una URL adivinada.	MEDIBLE-CON-ADQUISICIÓN	ENOE					PREGUNTA-NO-ESTA	
ASTRA5-U0-FAM-033	corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	188f152fdc415101316cac041a28102c753cc6b3757f42f3bab8f336fe629407	L127-L135	INT-L127-135;FAMILIA-INTERNO-02	El 77.6% de personas mayores de 60 años no recibe cuidados públicos. Solo el 28.7% tenía pensión contributiva antes de la universalización. [L137: pensión universal 6,400 pesos bimestrales desde 2026 cubre 12% del ingreso medio; transferencias +155% 2018-2024]	NO-EXPLICITO	CIFRA-PUBLICADA	primaria Mexico	cobertura de cuidados publicos y de pension contributiva en adultos mayores; monto y cobertura de la pension universal; crecimiento de transferencias gubernamentales 2018-2024 -- varios sub-indicadores de fuentes distintas (CONEVAL, IMSS/ISSSTE, Bienestar, Cuenta Publica)	Se agrupan aqui varios sub-indicadores de fuente/universo distintos por eficiencia de lote; cada uno requeriria su propio documento registrado antes de citarse por separado con precision (candidatos: CONEVAL informe de pobreza y bienestar social, IMSS/ISSSTE cobertura, decreto de pension universal, Cuenta Publica).		unidad=persona adulta mayor (60+) / presupuesto federal; universo=nacional; ola=no declarada por el report para ninguno de los sub-indicadores	candidatos: CONEVAL (pobreza/cobertura), IMSS/ISSSTE (pension contributiva), DOF (decreto pension universal), Cuenta Publica (transferencias) -- ninguno confirmado con precision	SIN-ID-MANIFIESTO	no aplica; instrumento relacionado no confirmado en corpus: ENASEM (2018/2021/2024) SI esta en manifiesto y podria cubrir cobertura de cuidados/pension en adultos mayores, no verificado en este lote	CERRADA	MEDIBLE-CON-ADQUISICIÓN	Ninguno de los 4 sub-indicadores (77.6%, 28.7%, monto/cobertura pension universal, +155% transferencias) tiene documento registrado en manifiesto en este lote. faltante: CONEVAL/IMSS-ISSSTE/DOF/Cuenta Publica segun corresponda a cada cifra -- residual de identificacion por sub-indicador. ENASEM (encuesta de salud y envejecimiento, en manifiesto) es candidato no explorado para cobertura de cuidados de adultos mayores.	SIN-ID-MANIFIESTO|no-aplica|raiz no-aplica		ninguna corrida con SIN-ID-MANIFIESTO (u0mf --calc: no aplica); ENASEM en manifiesto (enasem2018_bd_csv_zip, enasem2021_bd_csv_zip, enasem2024_bd_csv_zip) no consultado con u0busca en este lote por presupuesto de tiempo.	ASTRA5-U0	Separar los 4 sub-indicadores en registros de manifiesto propios; explorar ENASEM para cobertura de cuidados/pension de adultos mayores antes de declarar CON-ADQUISICION definitivo.	3	FAMILIA_CUIDADOS	no se ejecuto u0busca sobre ENASEM en este lote (residual declarado)	MEDIBLE-CON-ADQUISICIÓN	CONEVAL					PROGRAMA-EN-CORPUS-OLA-NO-CASADA: texto de pregunta NO-VERIFICADO-AQUÍ (payload fuera de este clon; sin fila en inventarios del repo que la sostenga)	
ASTRA5-U0-FAM-034	corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	188f152fdc415101316cac041a28102c753cc6b3757f42f3bab8f336fe629407	L149	INT-L149;FAMILIA-INTERNO-03	Los hogares del primer decil destinan el 50% de su ingreso a alimentos y dependen de transferencias gubernamentales para el 36% de sus ingresos... Los hogares del décimo decil concentran 30.3% del ingreso nacional.	NO-EXPLICITO	CIFRA-PUBLICADA	primaria Mexico	distribucion del gasto en alimentos, dependencia de transferencias, y concentracion del ingreso nacional, por decil de ingreso	Son tabulaciones estandar por decil de ENIGH; el report no cita el anio de la ola. U0 no recomputo.		unidad=hogar; universo=nacional, por decil de ingreso; ola=ENIGH (anio no declarado por el report)	ENIGH 2024 (nueva serie) u olas previas; en manifiesto con cuestionarios de hogares/gastos/negocios	enigh2024_descripcion_base_pdf|1b0c698594da41bfe8c976c5d161dcdf99ae4f962a8a5cafe73947582dfdf8a1|raiz data_raw (descriptor de la base ENIGH 2024, no confirma anio exacto de esta cifra)	no aplica (tabulacion por decil, no reactivo unico); codigos de gasto en alimentos y transferencias por extraer del cuestionario de gastos ENIGH2024	CERRADA	MEDIBLE-EN-CORPUS	ENIGH (multiples olas, incl. 2024 con descriptor/cuestionarios en manifiesto) es el instrumento estandar para tabulaciones por decil de ingreso/gasto en alimentos/transferencias; U0 no abrio microdato ni confirmo el anio exacto que usa el report.	enigh2024_nc_csv|7cbf18fee02c58849356e5495fb851ae4d0330743e34d26e35973f9ad5a1155d|raiz data_raw; U0 no abrio microdato		ninguna corrida con enigh2024_nc_csv verificada en este lote (u0mf --calc no ejecutado sobre este payload_id especifico)	ASTRA5-U0	Confirmar anio/ola de ENIGH que sustenta 50%/36%/30.3%; correr u0mf --calc sobre el payload_id de esa ola.	3	DINERO	u0mf --busca enigh --busca 2024 -> 12/1680	MEDIBLE-EN-CORPUS						DE-V1_0	
ASTRA5-U0-FAM-035	corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	188f152fdc415101316cac041a28102c753cc6b3757f42f3bab8f336fe629407	L151	INT-L151;FAMILIA-INTERNO-03	En hogares con jefatura femenina, los hogares ampliados representan el 40% (vs. 28% con jefatura masculina).	NO-EXPLICITO	CIFRA-PUBLICADA	primaria Mexico	proporcion de hogares ampliados segun sexo de la jefatura del hogar	El report no cita instrumento ni anio; requiere cruce jefatura-de-hogar x tipo-de-hogar, tipicamente de Censo/Encuesta Intercensal/ENIGH.		unidad=hogar; universo=nacional, por sexo de jefatura; ola=no declarada	candidato: Censo 2020/Encuesta Intercensal/ENIGH (mismo candidato que familia-026 y familia-036)	SIN-ID-MANIFIESTO	no aplica	CERRADA	MEDIBLE-CON-ADQUISICIÓN	Instrumento candidato identificado por analogia con familia-026/036 (Censo/Intercensal/ENIGH tienen jefatura de hogar y tipo de hogar como variables estandar) pero el cruce especifico jefatura x tipo no se confirmo en este lote. faltante: tabulado especifico -- no registrado en manifiesto.	SIN-ID-MANIFIESTO|no-aplica|raiz no-aplica		ninguna corrida con SIN-ID-MANIFIESTO (u0mf --calc: no aplica)	ASTRA5-U0	Confirmar instrumento y anio para el cruce jefatura-de-hogar x tipo-de-hogar.	3	GENERO	mismo candidato que familia-026/036, no se repitio busqueda dedicada	MEDIBLE-CON-ADQUISICIÓN	INTERCENSAL					PROGRAMA-EN-CORPUS-OLA-NO-CASADA: texto de pregunta NO-VERIFICADO-AQUÍ (payload fuera de este clon; sin fila en inventarios del repo que la sostenga)	
