area_consulta	llave	dominio	conducta	instrumento_ola	segmento	universo_denominador	unidad_escala	punto	ic95_inf	ic95_sup	naturaleza_ic	estado_adopcion	result_punto	calc	sha256_resultados	sha256_sello	reserva
Tiempo, cuidado y vínculos	RESULT-EDER-UNION-A-P-DIRECTO	familia	matrimonio_directo	EDER 2017	familia.union.libre	Personas de EDER 2017 (unidad declarada por el FD seccion 1.1.2: persona de 20 a 54 anos del hogar). U_A = grupos (folioviv, foliohog, id_pobla) de historiavida.csv con al menos un edo_civil1 distinto de '0', cuyo primer codigo no-cero en orden de anio_retro cae en LIBRE o en DIRECTO o es 37, y que tienen factor_per finito y > 0 en antecedentes.csv. UNA SOLA OLA. Referencia del censo de ACTO MAESTRA35-L7, que esta corrida VUELVE A CONTAR en vez de heredar: 23831 personas en antecedentes.csv, 18689 con primer codigo no-cero, 18687 clasificables.	proporcion ponderada de personas cuya primera union fue matrimonio directo, CONTADA (nunca 1 - p)	0.518945786382282			SIN-IC-IDENTIFICADO	CONSUMO-GEN2-ACTIVO	RESULT-EDER-UNION-A-P-DIRECTO	CALC-EDER-0003	cc26fc6225c6a2a177166ad4c1c261f28e37540e99329be3ab27baf7819dfb48	9d6d0533c30a0d4241b52b5fcbe1798e354ef192646f1b64040c586bcf47c787	Revisar identidad estimando, oferta compatible y alcance de firma.
Tiempo, cuidado y vínculos	RESULT-EDER-UNION-A-P-LIBRE	familia	union_libre	EDER 2017	familia.union.libre	Personas de EDER 2017 (unidad declarada por el FD seccion 1.1.2: persona de 20 a 54 anos del hogar). U_A = grupos (folioviv, foliohog, id_pobla) de historiavida.csv con al menos un edo_civil1 distinto de '0', cuyo primer codigo no-cero en orden de anio_retro cae en LIBRE o en DIRECTO o es 37, y que tienen factor_per finito y > 0 en antecedentes.csv. UNA SOLA OLA. Referencia del censo de ACTO MAESTRA35-L7, que esta corrida VUELVE A CONTAR en vez de heredar: 23831 personas en antecedentes.csv, 18689 con primer codigo no-cero, 18687 clasificables.	proporcion ponderada de personas cuya primera union fue union libre	0.4809714298527631			SIN-IC-IDENTIFICADO	CONSUMO-GEN2-ACTIVO	RESULT-EDER-UNION-A-P-LIBRE	CALC-EDER-0003	cc26fc6225c6a2a177166ad4c1c261f28e37540e99329be3ab27baf7819dfb48	9d6d0533c30a0d4241b52b5fcbe1798e354ef192646f1b64040c586bcf47c787	Revisar identidad estimando, oferta compatible y alcance de firma.
Trámites y Estado	RESULT-ENCIG-MOR-A-P-SOL1	tramite	paga_mordida_encig2025	ENCIG 2025	tramite.mordida.discrecional	ENCIG 2025 (INEGI). Poblacion de 18 anos y mas residente en ciudades de 100 mil habitantes o mas -- 82 areas urbanas, estampa del manifiesto: NINGUN estimador de esta spec es nacional. Periodo de referencia 2025 (el reactivo 8.3 dice «Durante 2025»). U_A, unidad PERSONA: filas del archivo persona con P8_3_1 en {1,2} y FAC_P18 finito > 0. U_SOLANY: ademas, si ningun inciso de 8.3 es 1 y alguno es 9/blanco, la fila SALE (contada) -- un 9 no borra un 1 en otro inciso, pero impide afirmar el 0. U_B, unidad EVENTO DE TRAMITE: filas de sec_7 emparejadas con sec_8 por ID_TRA, con P8_4 en {0,1} y FAC_TRA finito > 0. Rama SD (PRIMARIA) sin deduplicar; rama CD deduplicando sec_7 por ID_TRA (primera fila en orden de archivo). Canal presencial = P7_3=1; digital = P7_3 en {3,4,5}; el residuo P7_3 en {2,6,7,8,9,blanco} se cuenta y se pesa, NO se reasigna. U_C, unidad TRAMITE tipo 01 (pago ordinario del servicio de luz): filas de sec_7 con N_TRA=1, P7_3 en {1,2,4,5,6} y FAC_TRA finito > 0, SIN deduplicar. Residuo P7_3 en {3,7,8,9,blanco} contado y pesado. U_X, familia de hallazgo: filas de sec_8 con P8_6 en {1..7} y FAC_P18 valido.	[SECUNDARIO · CELDA GEN1 · ADOPTABLE] proporcion ponderada de personas a las que un(a) servidor(a) publico(a) intento apropiarse o solicito de forma directa un beneficio (P8_3_1=1), unidad PERSONA, FAC_P18, escala [0,1], mas alto = mas solicitud	0.08511814556534456	0.08086657882961802	0.08902075774693383	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	CONSUMO-GEN2-ACTIVO	RESULT-ENCIG-MOR-A-P-SOL1	CALC-ENCIG-0001	958b377fbe4483e08973e1e07e3f65aac97309b8aa7481dc2e024713b2e23885	9db7e8f292dc4acd43ee1107b00fe7e1c6097d6abaa3b8c78444107b6cbf58d7	Revisar identidad estimando, oferta compatible y alcance de firma.
Trámites y Estado	RESULT-ENCIG-MOR-B-P-DIG-SD	tramite	paga_mordida_encig2025_digital_r2	ENCIG 2025	tramite.mordida.con_registro	ENCIG 2025 (INEGI). Poblacion de 18 anos y mas residente en ciudades de 100 mil habitantes o mas -- 82 areas urbanas, estampa del manifiesto: NINGUN estimador de esta spec es nacional. Periodo de referencia 2025 (el reactivo 8.3 dice «Durante 2025»). U_A, unidad PERSONA: filas del archivo persona con P8_3_1 en {1,2} y FAC_P18 finito > 0. U_SOLANY: ademas, si ningun inciso de 8.3 es 1 y alguno es 9/blanco, la fila SALE (contada) -- un 9 no borra un 1 en otro inciso, pero impide afirmar el 0. U_B, unidad EVENTO DE TRAMITE: filas de sec_7 emparejadas con sec_8 por ID_TRA, con P8_4 en {0,1} y FAC_TRA finito > 0. Rama SD (PRIMARIA) sin deduplicar; rama CD deduplicando sec_7 por ID_TRA (primera fila en orden de archivo). Canal presencial = P7_3=1; digital = P7_3 en {3,4,5}; el residuo P7_3 en {2,6,7,8,9,blanco} se cuenta y se pesa, NO se reasigna. U_C, unidad TRAMITE tipo 01 (pago ordinario del servicio de luz): filas de sec_7 con N_TRA=1, P7_3 en {1,2,4,5,6} y FAC_TRA finito > 0, SIN deduplicar. Residuo P7_3 en {3,7,8,9,blanco} contado y pesado. U_X, familia de hallazgo: filas de sec_8 con P8_6 en {1..7} y FAC_P18 valido.	[PRIMARIO · ADOPTABLE RES-0015] idem canal digital/registrado, rama SD	0.029867554626649372	0.02100933444093671	0.039849695421405075	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	CONSUMO-GEN2-ACTIVO	RESULT-ENCIG-MOR-B-P-DIG-SD	CALC-ENCIG-0001	958b377fbe4483e08973e1e07e3f65aac97309b8aa7481dc2e024713b2e23885	9db7e8f292dc4acd43ee1107b00fe7e1c6097d6abaa3b8c78444107b6cbf58d7	Revisar identidad estimando, oferta compatible y alcance de firma.
Trámites y Estado	RESULT-ENCIG-MOR-B-P-PRE-SD	tramite	paga_mordida_encig2025_presencial_r2	ENCIG 2025	tramite.mordida.con_registro	ENCIG 2025 (INEGI). Poblacion de 18 anos y mas residente en ciudades de 100 mil habitantes o mas -- 82 areas urbanas, estampa del manifiesto: NINGUN estimador de esta spec es nacional. Periodo de referencia 2025 (el reactivo 8.3 dice «Durante 2025»). U_A, unidad PERSONA: filas del archivo persona con P8_3_1 en {1,2} y FAC_P18 finito > 0. U_SOLANY: ademas, si ningun inciso de 8.3 es 1 y alguno es 9/blanco, la fila SALE (contada) -- un 9 no borra un 1 en otro inciso, pero impide afirmar el 0. U_B, unidad EVENTO DE TRAMITE: filas de sec_7 emparejadas con sec_8 por ID_TRA, con P8_4 en {0,1} y FAC_TRA finito > 0. Rama SD (PRIMARIA) sin deduplicar; rama CD deduplicando sec_7 por ID_TRA (primera fila en orden de archivo). Canal presencial = P7_3=1; digital = P7_3 en {3,4,5}; el residuo P7_3 en {2,6,7,8,9,blanco} se cuenta y se pesa, NO se reasigna. U_C, unidad TRAMITE tipo 01 (pago ordinario del servicio de luz): filas de sec_7 con N_TRA=1, P7_3 en {1,2,4,5,6} y FAC_TRA finito > 0, SIN deduplicar. Residuo P7_3 en {3,7,8,9,blanco} contado y pesado. U_X, familia de hallazgo: filas de sec_8 con P8_6 en {1..7} y FAC_P18 valido.	[PRIMARIO · ADOPTABLE RES-0013] proporcion ponderada de eventos presenciales con P8_4=1, FAC_TRA, escala [0,1], mas alto = mas mordida	0.1410407168724654	0.11638480925058145	0.1684784902533147	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	CONSUMO-GEN2-ACTIVO	RESULT-ENCIG-MOR-B-P-PRE-SD	CALC-ENCIG-0001	958b377fbe4483e08973e1e07e3f65aac97309b8aa7481dc2e024713b2e23885	9db7e8f292dc4acd43ee1107b00fe7e1c6097d6abaa3b8c78444107b6cbf58d7	Revisar identidad estimando, oferta compatible y alcance de firma.
Trámites y Estado	RESULT-ENCIG-MOR-C-P-ADOPTA	tramite	adopta_encig2025_luz	ENCIG 2025	tramite.gobierno_digital.util_sin_coercion	ENCIG 2025 (INEGI). Poblacion de 18 anos y mas residente en ciudades de 100 mil habitantes o mas -- 82 areas urbanas, estampa del manifiesto: NINGUN estimador de esta spec es nacional. Periodo de referencia 2025 (el reactivo 8.3 dice «Durante 2025»). U_A, unidad PERSONA: filas del archivo persona con P8_3_1 en {1,2} y FAC_P18 finito > 0. U_SOLANY: ademas, si ningun inciso de 8.3 es 1 y alguno es 9/blanco, la fila SALE (contada) -- un 9 no borra un 1 en otro inciso, pero impide afirmar el 0. U_B, unidad EVENTO DE TRAMITE: filas de sec_7 emparejadas con sec_8 por ID_TRA, con P8_4 en {0,1} y FAC_TRA finito > 0. Rama SD (PRIMARIA) sin deduplicar; rama CD deduplicando sec_7 por ID_TRA (primera fila en orden de archivo). Canal presencial = P7_3=1; digital = P7_3 en {3,4,5}; el residuo P7_3 en {2,6,7,8,9,blanco} se cuenta y se pesa, NO se reasigna. U_C, unidad TRAMITE tipo 01 (pago ordinario del servicio de luz): filas de sec_7 con N_TRA=1, P7_3 en {1,2,4,5,6} y FAC_TRA finito > 0, SIN deduplicar. Residuo P7_3 en {3,7,8,9,blanco} contado y pesado. U_X, familia de hallazgo: filas de sec_8 con P8_6 en {1..7} y FAC_P18 valido.	[PRIMARIO · ADOPTABLE RES-0021] proporcion ponderada de pagos de luz por canal digital/autoservicio (P7_3 en {4,5}) sobre U_C, FAC_TRA, escala [0,1], mas alto = mas uso de canal digital	0.6733930340661712	0.6628998002518585	0.6845298870846478	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	CONSUMO-GEN2-ACTIVO	RESULT-ENCIG-MOR-C-P-ADOPTA	CALC-ENCIG-0001	958b377fbe4483e08973e1e07e3f65aac97309b8aa7481dc2e024713b2e23885	9db7e8f292dc4acd43ee1107b00fe7e1c6097d6abaa3b8c78444107b6cbf58d7	Revisar identidad estimando, oferta compatible y alcance de firma.
Trámites y Estado	RESULT-ENCUCI-A-P-CUALQUIERA	tramite	solicitud_o_entrega_mordida_encuci2020	ENCUCI 2020	tramite.mordida.discrecional	ENCUCI 2020 (INEGI), UNA sola ola. Poblacion mexicana de 15 ANIOS Y MAS residente en viviendas seleccionadas; dominios de estimacion declarados por el descriptor: nacional urbano, nacional rural y seis regiones. Los estimadores de esta spec son NACIONALES. Ventana de referencia de los reactivos 5.16/5.17/5.18: «los ultimos 12 meses, es decir, de agosto de 2019 a la fecha» -- precede al confinamiento, aunque la entrevista ocurra dentro de el. AP7_3_5 es «alguna vez en su vida» y no tiene ventana. U_A, unidad PERSONA SELECCIONADA (tabla SEC_4_5): filas con FAC_SEL finito > 0, contacto declarado (_cod(AP5_16_k) == 1 para algun k en 1..10) y AP5_17 y AP5_18 AMBOS en {1,2}. U_A_POB, mismo archivo: filas con FAC_SEL finito > 0 que o bien NO declaran contacto (d = 0: 5.17 pregunta «DE ESOS contactos», asi que sin contacto no hay ocasion posible -- por eso el descriptor declara codigo `b` en 5.17/5.18 y NO en 5.16; el 0 es la logica del instrumento, no una imputacion) o bien estan en U_A. Las filas con contacto y 9/blanco NO entran como 0: salen, y su peso va en A-P-RESIDUO-POBLACION. Prevalencia sobre la poblacion completa, secundaria declarada, NO adoptable. U_B, unidad PERSONA SELECCIONADA (SEC_6_7_8 emparejada con SEC_4_5 por ID_PER): filas con pareja, FAC_SEL finito > 0, AP7_3_5 en {1,2}, AP4_3_2 en {1,2} y DOMINIO en {U,C,R}. Eje CONGELADO: urbano = {U, C} (el descriptor llama a C «Complemento urbano»), rural = {R}.	[CELDA ADOPTABLE] proporcion ponderada de U_A con AP5_17 = 1 O AP5_18 = 1 -- la codificacion GEN1 verbatim (desenlace 'AP5_17|AP5_18' de enmienda_encuci2020); escala [0,1]	0.12600561008991654	0.11666598421941615	0.13594165501253655	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	CONSUMO-GEN2-ACTIVO	RESULT-ENCUCI-A-P-CUALQUIERA	CALC-ENCUCI-0001	81bd129c52a4f96d60377e09b1e16b5c8dbb1df3d13a1b6b57ac1ac779c0f704	556d3ddc77213702e9147565a8771662087a8cf4f21ec1aabd75d7c1429269f0	Revisar identidad estimando, oferta compatible y alcance de firma.
Seguridad y norma	RESULT-ENCUCI-B-P-RUR-AGR	civico	protesta_alguna_vez_rural_con_agravio_encuci2020	ENCUCI 2020	civico.protesta.agravio_urbano_encuci2020	ENCUCI 2020 (INEGI), UNA sola ola. Poblacion mexicana de 15 ANIOS Y MAS residente en viviendas seleccionadas; dominios de estimacion declarados por el descriptor: nacional urbano, nacional rural y seis regiones. Los estimadores de esta spec son NACIONALES. Ventana de referencia de los reactivos 5.16/5.17/5.18: «los ultimos 12 meses, es decir, de agosto de 2019 a la fecha» -- precede al confinamiento, aunque la entrevista ocurra dentro de el. AP7_3_5 es «alguna vez en su vida» y no tiene ventana. U_A, unidad PERSONA SELECCIONADA (tabla SEC_4_5): filas con FAC_SEL finito > 0, contacto declarado (_cod(AP5_16_k) == 1 para algun k en 1..10) y AP5_17 y AP5_18 AMBOS en {1,2}. U_A_POB, mismo archivo: filas con FAC_SEL finito > 0 que o bien NO declaran contacto (d = 0: 5.17 pregunta «DE ESOS contactos», asi que sin contacto no hay ocasion posible -- por eso el descriptor declara codigo `b` en 5.17/5.18 y NO en 5.16; el 0 es la logica del instrumento, no una imputacion) o bien estan en U_A. Las filas con contacto y 9/blanco NO entran como 0: salen, y su peso va en A-P-RESIDUO-POBLACION. Prevalencia sobre la poblacion completa, secundaria declarada, NO adoptable. U_B, unidad PERSONA SELECCIONADA (SEC_6_7_8 emparejada con SEC_4_5 por ID_PER): filas con pareja, FAC_SEL finito > 0, AP7_3_5 en {1,2}, AP4_3_2 en {1,2} y DOMINIO en {U,C,R}. Eje CONGELADO: urbano = {U, C} (el descriptor llama a C «Complemento urbano»), rural = {R}.	[PRIMARIO · candidata de RES-0062] idem en rural({R}) con agravio, escala [0,1]	0.09191244410077362	0.07430562414558912	0.10981837467147468	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	CONSUMO-GEN2-ACTIVO	RESULT-ENCUCI-B-P-RUR-AGR	CALC-ENCUCI-0001	81bd129c52a4f96d60377e09b1e16b5c8dbb1df3d13a1b6b57ac1ac779c0f704	556d3ddc77213702e9147565a8771662087a8cf4f21ec1aabd75d7c1429269f0	Revisar identidad estimando, oferta compatible y alcance de firma.
Seguridad y norma	RESULT-ENCUCI-B-P-URB-AGR	civico	protesta_alguna_vez_urbano_con_agravio_encuci2020	ENCUCI 2020	civico.protesta.agravio_urbano_encuci2020	ENCUCI 2020 (INEGI), UNA sola ola. Poblacion mexicana de 15 ANIOS Y MAS residente en viviendas seleccionadas; dominios de estimacion declarados por el descriptor: nacional urbano, nacional rural y seis regiones. Los estimadores de esta spec son NACIONALES. Ventana de referencia de los reactivos 5.16/5.17/5.18: «los ultimos 12 meses, es decir, de agosto de 2019 a la fecha» -- precede al confinamiento, aunque la entrevista ocurra dentro de el. AP7_3_5 es «alguna vez en su vida» y no tiene ventana. U_A, unidad PERSONA SELECCIONADA (tabla SEC_4_5): filas con FAC_SEL finito > 0, contacto declarado (_cod(AP5_16_k) == 1 para algun k en 1..10) y AP5_17 y AP5_18 AMBOS en {1,2}. U_A_POB, mismo archivo: filas con FAC_SEL finito > 0 que o bien NO declaran contacto (d = 0: 5.17 pregunta «DE ESOS contactos», asi que sin contacto no hay ocasion posible -- por eso el descriptor declara codigo `b` en 5.17/5.18 y NO en 5.16; el 0 es la logica del instrumento, no una imputacion) o bien estan en U_A. Las filas con contacto y 9/blanco NO entran como 0: salen, y su peso va en A-P-RESIDUO-POBLACION. Prevalencia sobre la poblacion completa, secundaria declarada, NO adoptable. U_B, unidad PERSONA SELECCIONADA (SEC_6_7_8 emparejada con SEC_4_5 por ID_PER): filas con pareja, FAC_SEL finito > 0, AP7_3_5 en {1,2}, AP4_3_2 en {1,2} y DOMINIO en {U,C,R}. Eje CONGELADO: urbano = {U, C} (el descriptor llama a C «Complemento urbano»), rural = {R}.	[PRIMARIO · candidata de RES-0061] proporcion ponderada de protesta alguna vez en la vida en urbano({U,C}) con agravio (problemas declarados de pandillerismo, robos o delincuencia en la colonia), unidad PERSONA 15+, FAC_SEL, escala [0,1]	0.11219151313930475	0.10118827847801881	0.12339699390065945	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	CONSUMO-GEN2-ACTIVO	RESULT-ENCUCI-B-P-URB-AGR	CALC-ENCUCI-0001	81bd129c52a4f96d60377e09b1e16b5c8dbb1df3d13a1b6b57ac1ac779c0f704	556d3ddc77213702e9147565a8771662087a8cf4f21ec1aabd75d7c1429269f0	Revisar identidad estimando, oferta compatible y alcance de firma.
Dinero y crédito	RESULT-ENFIH-A-P	dinero	tiene_afore	enfih2019	dinero.planeacion.formal_estable	Hogares: TODAS las filas de TCONCENTRADORA.csv, miembro de enfih2019/enfih_2019_base_de_datos_csv.zip, llave FOLIO+VIV_SEL+HOGAR, SIN filtro adicional -- la regla no declara ninguno. Entran las filas con FAC_HOG finito y > 0. ENFIH 2019 es la UNICA ola de ENFIH en el corpus: no hay serie que promediar y no se construye ninguna. U_B (robustez, secundaria): U_A restringido a H_PPAL == 1.	proporcion ponderada de hogares con C_AFORE = 1	0.5385022873715912	0.5268249680027672	0.5502611821411664	IC-DE-DISENO	CONSUMO-GEN2-ACTIVO	RESULT-ENFIH-A-P	CALC-ENFIH-0001	471392e79276aebc0e74ec4a8fa65f3a63c3edfe1e47922e54edc931b48633be	dd2e92cca5de47a56acde02bebab3a56725d5c63fad15ceb09d4db929399a6a7	Revisar identidad estimando, oferta compatible y alcance de firma.
Dinero y crédito	RESULT-ENFIH-A-P-COMPLEMENTO	dinero	no_tiene_afore	enfih2019	dinero.planeacion.formal_estable	Hogares: TODAS las filas de TCONCENTRADORA.csv, miembro de enfih2019/enfih_2019_base_de_datos_csv.zip, llave FOLIO+VIV_SEL+HOGAR, SIN filtro adicional -- la regla no declara ninguno. Entran las filas con FAC_HOG finito y > 0. ENFIH 2019 es la UNICA ola de ENFIH en el corpus: no hay serie que promediar y no se construye ninguna. U_B (robustez, secundaria): U_A restringido a H_PPAL == 1.	proporcion ponderada de hogares con C_AFORE = 0, CONTADA (nunca 1 - p)	0.46149771262840883			SIN-IC-IDENTIFICADO	CONSUMO-GEN2-ACTIVO	RESULT-ENFIH-A-P-COMPLEMENTO	CALC-ENFIH-0001	471392e79276aebc0e74ec4a8fa65f3a63c3edfe1e47922e54edc931b48633be	dd2e92cca5de47a56acde02bebab3a56725d5c63fad15ceb09d4db929399a6a7	Revisar identidad estimando, oferta compatible y alcance de firma.
Dinero y crédito	RESULT-ENIF-AHO-A-P-CORTO-CON-P	dinero	horizonte_corto	ENIF 2024	dinero.ahorro.horizonte_no_corto_con_seguridad_social	personas 18+ con trabajo CON seguridad social (P3_13 in {1,2,3,4}) y P4_10 valido [RESULT:RESULT-ENIF-AHO-A-P-CORTO-CON-DENOMINADOR]	p (proporcion ponderada) sobre el denominador que declara su -DENOMINADOR	0.37313	0.349888	0.393834	IC-CON-ESTRATOS-DE-UPM-UNICA	CONSUMO-GEN2-ACTIVO	RESULT-ENIF-AHO-A-P-CORTO-CON-P	CALC-ENIF-0001	2a90c52e532e0c8f17ff87f31c70567f7810f337274f895f3a4623d08f4c57e6	0c90801873c91ac109219fbe3bf88632fc6aa8a6bcef637f9876398e95f76de6	Revisar identidad estimando, oferta compatible y alcance de firma.
Dinero y crédito	RESULT-ENIF-AHO-A-P-CORTO-SIN-P	dinero	horizonte_corto	ENIF 2024	dinero.ahorro.horizonte_corto	personas 18+ con trabajo SIN seguridad social (P3_13='7') y P4_10 valido [RESULT:RESULT-ENIF-AHO-A-P-CORTO-SIN-DENOMINADOR]	p (proporcion ponderada) sobre el denominador que declara su -DENOMINADOR	0.541343	0.521597	0.561928	IC-CON-ESTRATOS-DE-UPM-UNICA	CONSUMO-GEN2-ACTIVO	RESULT-ENIF-AHO-A-P-CORTO-SIN-P	CALC-ENIF-0001	2a90c52e532e0c8f17ff87f31c70567f7810f337274f895f3a4623d08f4c57e6	0c90801873c91ac109219fbe3bf88632fc6aa8a6bcef637f9876398e95f76de6	Revisar identidad estimando, oferta compatible y alcance de firma.
Dinero y crédito	RESULT-ENIF-AHO-A-P-NOCORTO-CON-P	dinero	horizonte_no_corto	ENIF 2024	dinero.ahorro.horizonte_no_corto_con_seguridad_social	personas 18+ con trabajo CON seguridad social (P3_13 in {1,2,3,4}) y P4_10 valido [RESULT:RESULT-ENIF-AHO-A-P-NOCORTO-CON-DENOMINADOR]	p (proporcion ponderada) sobre el denominador que declara su -DENOMINADOR	0.62687	0.606166	0.650112	IC-CON-ESTRATOS-DE-UPM-UNICA	CONSUMO-GEN2-ACTIVO	RESULT-ENIF-AHO-A-P-NOCORTO-CON-P	CALC-ENIF-0001	2a90c52e532e0c8f17ff87f31c70567f7810f337274f895f3a4623d08f4c57e6	0c90801873c91ac109219fbe3bf88632fc6aa8a6bcef637f9876398e95f76de6	Revisar identidad estimando, oferta compatible y alcance de firma.
Dinero y crédito	RESULT-ENIF-AHO-A-P-NOCORTO-SIN-P	dinero	horizonte_no_corto	ENIF 2024	dinero.ahorro.horizonte_corto	personas 18+ con trabajo SIN seguridad social (P3_13='7') y P4_10 valido [RESULT:RESULT-ENIF-AHO-A-P-NOCORTO-SIN-DENOMINADOR]	p (proporcion ponderada) sobre el denominador que declara su -DENOMINADOR	0.458657	0.438072	0.478403	IC-CON-ESTRATOS-DE-UPM-UNICA	CONSUMO-GEN2-ACTIVO	RESULT-ENIF-AHO-A-P-NOCORTO-SIN-P	CALC-ENIF-0001	2a90c52e532e0c8f17ff87f31c70567f7810f337274f895f3a4623d08f4c57e6	0c90801873c91ac109219fbe3bf88632fc6aa8a6bcef637f9876398e95f76de6	Revisar identidad estimando, oferta compatible y alcance de firma.
Dinero y crédito	RESULT-ENIF-AHO-B-P-FORMAL-P	dinero	formal_cualquiera	ENIF 2024	dinero.ahorro.via_informal	TODA la poblacion 18+ con FAC_PER valido (denominador COMPARTIDO) [RESULT:RESULT-ENIF-AHO-B-P-FORMAL-DENOMINADOR]	p (proporcion ponderada) sobre el denominador que declara su -DENOMINADOR	0.284927	0.274161	0.296777	BOOTSTRAP-UPM-EN-ESTRATO	CONSUMO-GEN2-ACTIVO	RESULT-ENIF-AHO-B-P-FORMAL-P	CALC-ENIF-0001	2a90c52e532e0c8f17ff87f31c70567f7810f337274f895f3a4623d08f4c57e6	0c90801873c91ac109219fbe3bf88632fc6aa8a6bcef637f9876398e95f76de6	Revisar identidad estimando, oferta compatible y alcance de firma.
Dinero y crédito	RESULT-ENIF-AHO-B-P-INFORMAL-P	dinero	informal_cualquiera	ENIF 2024	dinero.ahorro.via_informal	TODA la poblacion 18+ con FAC_PER valido (denominador COMPARTIDO) [RESULT:RESULT-ENIF-AHO-B-P-INFORMAL-DENOMINADOR]	p (proporcion ponderada) sobre el denominador que declara su -DENOMINADOR	0.56192	0.550248	0.573979	BOOTSTRAP-UPM-EN-ESTRATO	CONSUMO-GEN2-ACTIVO	RESULT-ENIF-AHO-B-P-INFORMAL-P	CALC-ENIF-0001	2a90c52e532e0c8f17ff87f31c70567f7810f337274f895f3a4623d08f4c57e6	0c90801873c91ac109219fbe3bf88632fc6aa8a6bcef637f9876398e95f76de6	Revisar identidad estimando, oferta compatible y alcance de firma.
Dinero y crédito	RESULT-ENIF-AHO-C-P-DESCONFIA-CONOCE-P	dinero	desconfianza_o_mal_servicio_como_razon_principal_conoce_proteccion_enif2024	ENIF 2024	dinero.ahorro.seguro_deposito_enif2024	personas 18+ SIN CUENTA que SI conocen la proteccion (P5_20 valido y P5_23='1') [RESULT:RESULT-ENIF-AHO-C-P-DESCONFIA-CONOCE-DENOMINADOR]	p (proporcion ponderada) sobre el denominador que declara su -DENOMINADOR	0.06078	0.037716	0.086727	IC-CON-ESTRATOS-DE-UPM-UNICA	CONSUMO-GEN2-ACTIVO	RESULT-ENIF-AHO-C-P-DESCONFIA-CONOCE-P	CALC-ENIF-0001	2a90c52e532e0c8f17ff87f31c70567f7810f337274f895f3a4623d08f4c57e6	0c90801873c91ac109219fbe3bf88632fc6aa8a6bcef637f9876398e95f76de6	Revisar identidad estimando, oferta compatible y alcance de firma.
Dinero y crédito	RESULT-ENIF-AHO-C-P-DESCONFIA-NOCONOCE-P	dinero	desconfianza_o_mal_servicio_como_razon_principal_no_conoce_enif2024	ENIF 2024	dinero.ahorro.seguro_deposito_enif2024	personas 18+ SIN CUENTA que NO conocen la proteccion (P5_20 valido y P5_23='2') [RESULT:RESULT-ENIF-AHO-C-P-DESCONFIA-NOCONOCE-DENOMINADOR]	p (proporcion ponderada) sobre el denominador que declara su -DENOMINADOR	0.054767	0.045718	0.064677	IC-CON-ESTRATOS-DE-UPM-UNICA	CONSUMO-GEN2-ACTIVO	RESULT-ENIF-AHO-C-P-DESCONFIA-NOCONOCE-P	CALC-ENIF-0001	2a90c52e532e0c8f17ff87f31c70567f7810f337274f895f3a4623d08f4c57e6	0c90801873c91ac109219fbe3bf88632fc6aa8a6bcef637f9876398e95f76de6	Revisar identidad estimando, oferta compatible y alcance de firma.
Dinero y crédito	RESULT-ENIF-POB-P-CORTO-NO-TRABAJA-P	dinero	horizonte_corto	ENIF 2024	dinero.ahorro.horizonte_no_trabajadores	ENIF 2024, personas elegidas de 18 anios y mas en viviendas particulares, TMODULO.csv. U_NT = (P3_8=8 o P3_9=7) y P4_10 en 1..5 y FAC_PER valido. Trabaja = P3_8 en 1/2 o P3_9 en 1..6. P3_13 nunca se imputa.	proporcion ponderada	0.632782	0.608904	0.656366	IC-CON-ESTRATOS-DE-UPM-UNICA	CONSUMO-GEN2-ACTIVO	RESULT-ENIF-POB-P-CORTO-NO-TRABAJA-P	CALC-ENIF-0002	2f9bdd564c9c460c2f775b9f1f08890e1c61414fca8222d33f400de051481dbb	2614029cbbb998787253c6dc92c1119c51f09aca74e12e4e7bd62b71c0cc02c1	Revisar identidad estimando, oferta compatible y alcance de firma.
Tiempo, cuidado y vínculos	RESULT-ENIGH-A-P-COMPLEMENTO	familia	no_recibe_remesas	ENIGH 2022	familia.seguro.volatilidad_ausencia_estado	Hogares: universo COMPLETO de concentradohogar de ENIGH 2022 Nueva Serie, llave folioviv + foliohog, SIN filtro adicional -- la regla no declara ninguno, y el SI de modelo 3.5 es CIRCULAR con el desenlace (incluye `hogar con remesas` entre sus disparadores para medir recibir remesas), de modo que lo que se mide es la TASA BASE, no la condicional. UNA SOLA OLA: 2012, 2014, 2016, 2018 y 2020 existen en corpus y quedan deliberadamente FUERA. Entran las filas con factor finito y > 0 y remesas no nula.	proporcion ponderada de hogares con remesas == 0, CONTADA (nunca 1 - p)	0.9543059004359491			SIN-IC-IDENTIFICADO	CONSUMO-GEN2-ACTIVO	RESULT-ENIGH-A-P-COMPLEMENTO	CALC-ENIGH-0001	26394edc6ae16808de8efa16c1be662cbe920fc9485863d0a7ababd4d9d23c34	4f8517e9b923b93b82573b8dedae5a24d887d0838bdc13eeef05778c26f3b71e	Revisar identidad estimando, oferta compatible y alcance de firma.
