id_celda	variante	indice	valor	estado	fragmento_citado
DIN-M-01	L-solo	6	0.2500	EXTRAIBLE	~25%
DIN-M-01	L-solo	7	0.2000	EXTRAIBLE	~20 %
DIN-M-01	L-solo	8	0.2500	EXTRAIBLE	~25 %
FAM-M-01	L+corpus	1	0.2500	EXTRAIBLE	≈ 25 %
FAM-M-01	L+corpus	2	0.2200	EXTRAIBLE	~22 %
FAM-M-01	L+corpus	3	0.1500	EXTRAIBLE	10–20 %
FAM-M-01	L+corpus	4	0.2000	EXTRAIBLE	≈ 20%
FAM-M-01	L+corpus	5	0.2000	EXTRAIBLE	~20 %
FAM-M-01	L+corpus	6	0.3000	EXTRAIBLE	30 %
FAM-M-01	L+corpus	7	0.2000	EXTRAIBLE	20 %
FAM-M-01	L+corpus	8	0.3000	EXTRAIBLE	0.30
FAM-M-01	L-solo	1	0.3000	EXTRAIBLE	≈ 30 %
FAM-M-01	L-solo	2	0.3000	EXTRAIBLE	~30%
FAM-M-01	L-solo	3	0.3000	EXTRAIBLE	~30 %
FAM-M-01	L-solo	4	0.3000	EXTRAIBLE	~30 %
FAM-M-01	L-solo	5	0.2000	EXTRAIBLE	≈ 20 %
FAM-M-01	L-solo	6	0.2000	EXTRAIBLE	~20 %
FAM-M-01	L-solo	7	0.3000	EXTRAIBLE	~30%
FAM-M-01	L-solo	8	0.2500	EXTRAIBLE	~25 %
FAM-M-05	L+corpus	1	0.0450	EXTRAIBLE	~4.5%
FAM-M-05	L+corpus	2	0.0500	EXTRAIBLE	~5 %
FAM-M-05	L+corpus	3	0.0450	EXTRAIBLE	≈ 4.5 %
FAM-M-05	L+corpus	4	0.0450	EXTRAIBLE	≈ 4.5 %
FAM-M-05	L+corpus	5	0.0460	EXTRAIBLE	~4.6%
FAM-M-05	L+corpus	6	0.0450	EXTRAIBLE	≈ 4.5 %
FAM-M-05	L+corpus	7	0.0450	EXTRAIBLE	~4.5 %
FAM-M-05	L+corpus	8	0.0460	EXTRAIBLE	~4.6%
FAM-M-05	L-solo	1	0.0480	EXTRAIBLE	0.048
FAM-M-05	L-solo	2	0.0500	EXTRAIBLE	~5%
FAM-M-05	L-solo	3	0.0450	EXTRAIBLE	≈ 4.5 %
FAM-M-05	L-solo	4	0.0450	EXTRAIBLE	≈ 4.5 %
FAM-M-05	L-solo	5	0.0450	EXTRAIBLE	~4.5 %
FAM-M-05	L-solo	6	0.0450	EXTRAIBLE	4.5 %
FAM-M-05	L-solo	7	0.0450	EXTRAIBLE	~4.5 %
FAM-M-05	L-solo	8	0.0460	EXTRAIBLE	4.6 %
FAM-M-06	L+corpus	1	0.0480	EXTRAIBLE	≈ 4.8 %
FAM-M-06	L+corpus	2	0.0480	EXTRAIBLE	≈ 4.8 %
FAM-M-06	L+corpus	3	0.0500	EXTRAIBLE	≈ 5 %
FAM-M-06	L+corpus	4	0.0460	EXTRAIBLE	≈ 4.6 %
FAM-M-06	L+corpus	5	0.0450	EXTRAIBLE	≈ 4.5 %
FAM-M-06	L+corpus	6	0.0480	EXTRAIBLE	≈ 4.8 %
FAM-M-06	L+corpus	7	0.0450	EXTRAIBLE	~4.5 %
FAM-M-06	L+corpus	8	0.0480	EXTRAIBLE	4.8 %
FAM-M-06	L-solo	1	0.0470	EXTRAIBLE	≈ 4.7 %
FAM-M-06	L-solo	2	0.0490	EXTRAIBLE	0.049
FAM-M-06	L-solo	3	0.0500	EXTRAIBLE	5 %
FAM-M-06	L-solo	4	0.0480	EXTRAIBLE	≈ 4.8 %
FAM-M-06	L-solo	5	0.0500	EXTRAIBLE	≈ 5 %
FAM-M-06	L-solo	6	0.0480	EXTRAIBLE	≈ 4.8 %
FAM-M-06	L-solo	7	0.0500	EXTRAIBLE	≈ 5 %
FAM-M-06	L-solo	8	0.0480	EXTRAIBLE	≈ 4.8 %
FAM-M-07	L+corpus	1	0.0500	EXTRAIBLE	≈ 5.0 %
FAM-M-07	L+corpus	2	0.0500	EXTRAIBLE	~5 %
FAM-M-07	L+corpus	3	0.0500	EXTRAIBLE	≈ 5 %
FAM-M-07	L+corpus	4	0.0550	EXTRAIBLE	5.5 %
FAM-M-07	L+corpus	5	0.0530	EXTRAIBLE	5.3 %
FAM-M-07	L+corpus	6	0.0520	EXTRAIBLE	≈ 5.2 %
FAM-M-07	L+corpus	7	0.0500	EXTRAIBLE	0.05
FAM-M-07	L+corpus	8	0.0530	EXTRAIBLE	5.3 %
FAM-M-07	L-solo	1	0.0500	EXTRAIBLE	≈ 5 %
FAM-M-07	L-solo	2	0.0550	EXTRAIBLE	≈ 5.5 %
FAM-M-07	L-solo	3	0.0550	EXTRAIBLE	≈ 5.5 %
FAM-M-07	L-solo	4	0.0500	EXTRAIBLE	~5 %
FAM-M-07	L-solo	5	0.0530	EXTRAIBLE	≈ 5.3 %
FAM-M-07	L-solo	6	0.0550	EXTRAIBLE	≈ 5.5 %
FAM-M-07	L-solo	7	0.0500	EXTRAIBLE	~5%
FAM-M-07	L-solo	8	0.0550	EXTRAIBLE	≈ 5.5 %
TRA-M-02	L+corpus	1	0.1500	EXTRAIBLE	~15%
TRA-M-02	L+corpus	2	0.1300	EXTRAIBLE	~13 %
TRA-M-02	L+corpus	3	0.2000	EXTRAIBLE	~20 %
TRA-M-02	L+corpus	4	0.1200	EXTRAIBLE	~12 %
TRA-M-02	L+corpus	5	0.1500	EXTRAIBLE	~15 %
TRA-M-02	L+corpus	6	0.1400	EXTRAIBLE	≈ 14 %
TRA-M-02	L+corpus	7	0.1700	EXTRAIBLE	~17 %
TRA-M-02	L+corpus	8	0.1400	EXTRAIBLE	~14 %
TRA-M-02	L-solo	1	0.1200	EXTRAIBLE	~12%
TRA-M-02	L-solo	2	0.1500	EXTRAIBLE	~15 %
TRA-M-02	L-solo	3	0.1500	EXTRAIBLE	~15 %
TRA-M-02	L-solo	4	0.1200	EXTRAIBLE	~12%
TRA-M-02	L-solo	5	0.1700	EXTRAIBLE	~17 %
TRA-M-02	L-solo	6	0.1500	EXTRAIBLE	≈ 15 %
TRA-M-02	L-solo	7	0.2000	EXTRAIBLE	~20 %
TRA-M-02	L-solo	8	0.1500	EXTRAIBLE	~15 %
TRA-M-03	L+corpus	1	0.1200	EXTRAIBLE	~12 %
TRA-M-03	L+corpus	2	0.1200	EXTRAIBLE	≈ 12 %
TRA-M-03	L+corpus	3	0.1250	EXTRAIBLE	12–13 %
TRA-M-03	L+corpus	4	0.1200	EXTRAIBLE	0.12
TRA-M-03	L+corpus	5	0.1200	EXTRAIBLE	≈ 12 %
TRA-M-03	L+corpus	6	0.1200	EXTRAIBLE	≈ 12 %
TRA-M-03	L+corpus	7	0.1200	EXTRAIBLE	~12 %
TRA-M-03	L+corpus	8	0.1250	EXTRAIBLE	~12.5 %
TRA-M-03	L-solo	1	0.1200	EXTRAIBLE	0.12
TRA-M-03	L-solo	2	0.1250	EXTRAIBLE	~12.5 %
TRA-M-03	L-solo	3	0.1200	EXTRAIBLE	~12%
TRA-M-03	L-solo	4	0.1200	EXTRAIBLE	~12%
TRA-M-03	L-solo	5	0.1250	EXTRAIBLE	12–13 %
TRA-M-03	L-solo	6	0.1250	EXTRAIBLE	12–13 %
TRA-M-03	L-solo	7	0.1200	EXTRAIBLE	~12 %
TRA-M-03	L-solo	8	0.1250	EXTRAIBLE	12–13 %
TRA-M-07	L+corpus	1	0.1450	EXTRAIBLE	14–15 %
TRA-M-07	L+corpus	2	0.1450	EXTRAIBLE	14–15 %
TRA-M-07	L+corpus	3	0.1500	EXTRAIBLE	~15 %
TRA-M-07	L+corpus	4	0.1450	EXTRAIBLE	14–15 %
TRA-M-07	L+corpus	5	0.1500	EXTRAIBLE	≈ 15 %
TRA-M-07	L+corpus	6	0.1470	EXTRAIBLE	0.147
TRA-M-07	L+corpus	7	0.1470	EXTRAIBLE	14.7 %
TRA-M-07	L+corpus	8	0.1470	EXTRAIBLE	≈ 14.7 %
TRA-M-07	L-solo	1	0.1500	EXTRAIBLE	0.15
TRA-M-07	L-solo	2	0.1400	EXTRAIBLE	≈ 14 %
TRA-M-07	L-solo	3	0.1450	EXTRAIBLE	14–15 %
TRA-M-07	L-solo	4	0.1470	EXTRAIBLE	14.7 %
TRA-M-07	L-solo	5	0.1400	EXTRAIBLE	~14 %
TRA-M-07	L-solo	6	0.1400	EXTRAIBLE	14 %
TRA-M-07	L-solo	7	0.1470	EXTRAIBLE	~14.7 %
TRA-M-07	L-solo	8	0.1450	EXTRAIBLE	14–15 %
