calc	conducta	dominio	ola	eje	categoria	p	ic_lo	ic_hi	icc_lo	icc_hi	n	result_id_p
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	APRUEBA-JUSTICIA-PROPIA-MANO	AUTORIDAD	2006	ESCOLARIDAD	SECUNDARIA	0.176056	0.135828	0.217801			426	RESULT-LAPOP-PISOS-CS-APRUEBA-JUSTICIA-PROPIA-MANO-2006-ESCOLARIDAD-SECUNDARIA-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	APRUEBA-JUSTICIA-PROPIA-MANO	AUTORIDAD	2004	ESCOLARIDAD	SUPERIOR	0.211823	0.150209	0.276596			203	RESULT-LAPOP-PISOS-CS-APRUEBA-JUSTICIA-PROPIA-MANO-2004-ESCOLARIDAD-SUPERIOR-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	APRUEBA-JUSTICIA-PROPIA-MANO	AUTORIDAD	2006	ESCOLARIDAD	SUPERIOR	0.162437	0.111111	0.219512			197	RESULT-LAPOP-PISOS-CS-APRUEBA-JUSTICIA-PROPIA-MANO-2006-ESCOLARIDAD-SUPERIOR-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	APRUEBA-JUSTICIA-PROPIA-MANO	AUTORIDAD	2004	SEXO	HOMBRE	0.286822	0.245185	0.331194			774	RESULT-LAPOP-PISOS-CS-APRUEBA-JUSTICIA-PROPIA-MANO-2004-SEXO-HOMBRE-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	APRUEBA-JUSTICIA-PROPIA-MANO	AUTORIDAD	2006	SEXO	HOMBRE	0.187831	0.157044	0.218837			756	RESULT-LAPOP-PISOS-CS-APRUEBA-JUSTICIA-PROPIA-MANO-2006-SEXO-HOMBRE-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	APRUEBA-JUSTICIA-PROPIA-MANO	AUTORIDAD	2004	SEXO	MUJER	0.275726	0.233975	0.319740			758	RESULT-LAPOP-PISOS-CS-APRUEBA-JUSTICIA-PROPIA-MANO-2004-SEXO-MUJER-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	APRUEBA-JUSTICIA-PROPIA-MANO	AUTORIDAD	2006	SEXO	MUJER	0.156250	0.127122	0.187659			768	RESULT-LAPOP-PISOS-CS-APRUEBA-JUSTICIA-PROPIA-MANO-2006-SEXO-MUJER-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	APRUEBA-JUSTICIA-PROPIA-MANO	AUTORIDAD	2004	TOTAL	TODOS	0.281332	0.245549	0.321173			1532	RESULT-LAPOP-PISOS-CS-APRUEBA-JUSTICIA-PROPIA-MANO-2004-TOTAL-TODOS-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	APRUEBA-JUSTICIA-PROPIA-MANO	AUTORIDAD	2006	TOTAL	TODOS	0.171916	0.147635	0.196430			1524	RESULT-LAPOP-PISOS-CS-APRUEBA-JUSTICIA-PROPIA-MANO-2006-TOTAL-TODOS-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	APRUEBA-JUSTICIA-PROPIA-MANO	AUTORIDAD	2004	UR	RURAL						0	RESULT-LAPOP-PISOS-CS-APRUEBA-JUSTICIA-PROPIA-MANO-2004-UR-RURAL-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	APRUEBA-JUSTICIA-PROPIA-MANO	AUTORIDAD	2006	UR	RURAL	0.168874	0.113198	0.234667			302	RESULT-LAPOP-PISOS-CS-APRUEBA-JUSTICIA-PROPIA-MANO-2006-UR-RURAL-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	APRUEBA-JUSTICIA-PROPIA-MANO	AUTORIDAD	2004	UR	URBANO						0	RESULT-LAPOP-PISOS-CS-APRUEBA-JUSTICIA-PROPIA-MANO-2004-UR-URBANO-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	APRUEBA-JUSTICIA-PROPIA-MANO	AUTORIDAD	2006	UR	URBANO	0.172668	0.146540	0.200338			1222	RESULT-LAPOP-PISOS-CS-APRUEBA-JUSTICIA-PROPIA-MANO-2006-UR-URBANO-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2004	EDAD	18-29	0.531183	0.481396	0.585109			465	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2004-EDAD-18-29-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2006	EDAD	18-29	0.569811	0.510556	0.627090			530	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2006-EDAD-18-29-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2019	EDAD	18-29	0.467213	0.400825	0.534194			244	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2019-EDAD-18-29-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2004	EDAD	30-44	0.510549	0.457625	0.564215			474	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2004-EDAD-30-44-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2006	EDAD	30-44	0.551587	0.500982	0.602688			504	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2006-EDAD-30-44-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2019	EDAD	30-44	0.510526	0.439560	0.581522			190	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2019-EDAD-30-44-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2004	EDAD	45-59	0.444776	0.388376	0.501579			335	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2004-EDAD-45-59-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2006	EDAD	45-59	0.455150	0.386131	0.523952			301	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2006-EDAD-45-59-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2019	EDAD	45-59	0.373626	0.305689	0.441882			182	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2019-EDAD-45-59-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2004	EDAD	60-MAS	0.430657	0.341463	0.526725			137	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2004-EDAD-60-MAS-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2006	EDAD	60-MAS	0.450382	0.365854	0.538477			131	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2006-EDAD-60-MAS-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2019	EDAD	60-MAS	0.298507	0.226394	0.376721			134	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2019-EDAD-60-MAS-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2004	ESCOLARIDAD	HASTA-PRIMARIA	0.456204	0.405075	0.507945			548	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2004-ESCOLARIDAD-HASTA-PRIMARIA-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2006	ESCOLARIDAD	HASTA-PRIMARIA	0.489484	0.433925	0.546574			523	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2006-ESCOLARIDAD-HASTA-PRIMARIA-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2019	ESCOLARIDAD	HASTA-PRIMARIA	0.456044	0.388519	0.524402			182	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2019-ESCOLARIDAD-HASTA-PRIMARIA-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2004	ESCOLARIDAD	MEDIA-SUPERIOR	0.557971	0.490479	0.626926			276	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2004-ESCOLARIDAD-MEDIA-SUPERIOR-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2006	ESCOLARIDAD	MEDIA-SUPERIOR	0.513433	0.444111	0.583333			335	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2006-ESCOLARIDAD-MEDIA-SUPERIOR-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2019	ESCOLARIDAD	MEDIA-SUPERIOR	0.410256	0.333333	0.495002			195	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2019-ESCOLARIDAD-MEDIA-SUPERIOR-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2004	ESCOLARIDAD	SECUNDARIA	0.519280	0.465345	0.578830			389	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2004-ESCOLARIDAD-SECUNDARIA-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2006	ESCOLARIDAD	SECUNDARIA	0.618357	0.556818	0.675950			414	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2006-ESCOLARIDAD-SECUNDARIA-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2019	ESCOLARIDAD	SECUNDARIA	0.447964	0.379143	0.516287			221	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2019-ESCOLARIDAD-SECUNDARIA-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2004	ESCOLARIDAD	SUPERIOR	0.456853	0.381818	0.534759			197	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2004-ESCOLARIDAD-SUPERIOR-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2006	ESCOLARIDAD	SUPERIOR	0.474227	0.404038	0.544045			194	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2006-ESCOLARIDAD-SUPERIOR-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2019	ESCOLARIDAD	SUPERIOR	0.375839	0.296499	0.458907			149	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2019-ESCOLARIDAD-SUPERIOR-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2004	SEXO	HOMBRE	0.515818	0.471565	0.564804			727	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2004-SEXO-HOMBRE-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2006	SEXO	HOMBRE	0.507565	0.459078	0.554065			727	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2006-SEXO-HOMBRE-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2019	SEXO	HOMBRE	0.413333	0.367119	0.461140			375	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2019-SEXO-HOMBRE-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2004	SEXO	MUJER	0.470760	0.422555	0.522183			684	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2004-SEXO-MUJER-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2006	SEXO	MUJER	0.550744	0.500000	0.600829			739	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2006-SEXO-MUJER-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2019	SEXO	MUJER	0.437333	0.391852	0.483877			375	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2019-SEXO-MUJER-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2004	TOTAL	TODOS	0.493976	0.454803	0.535765			1411	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2004-TOTAL-TODOS-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2006	TOTAL	TODOS	0.529332	0.484886	0.569770			1466	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2006-TOTAL-TODOS-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2019	TOTAL	TODOS	0.425333	0.391579	0.459311			750	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2019-TOTAL-TODOS-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2004	UR	RURAL						0	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2004-UR-RURAL-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2006	UR	RURAL	0.466899	0.358484	0.575360			287	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2006-UR-RURAL-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2019	UR	RURAL	0.430464	0.350993	0.516393			151	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2019-UR-RURAL-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2004	UR	URBANO						0	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2004-UR-URBANO-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2006	UR	URBANO	0.544529	0.499990	0.590762			1179	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2006-UR-URBANO-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-CORRUPCION	AUTORIDAD	2019	UR	URBANO	0.424040	0.386623	0.461155			599	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-CORRUPCION-2019-UR-URBANO-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-DELINCUENCIA	AUTORIDAD	2004	EDAD	18-29	0.529158	0.474357	0.585155			463	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-DELINCUENCIA-2004-EDAD-18-29-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-DELINCUENCIA	AUTORIDAD	2006	EDAD	18-29	0.647834	0.591827	0.703358			531	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-DELINCUENCIA-2006-EDAD-18-29-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-DELINCUENCIA	AUTORIDAD	2019	EDAD	18-29	0.515284	0.449142	0.579407			229	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-DELINCUENCIA-2019-EDAD-18-29-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-DELINCUENCIA	AUTORIDAD	2004	EDAD	30-44	0.491632	0.442148	0.546398			478	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-DELINCUENCIA-2004-EDAD-30-44-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-DELINCUENCIA	AUTORIDAD	2006	EDAD	30-44	0.652860	0.607831	0.701774			507	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-DELINCUENCIA-2006-EDAD-30-44-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-DELINCUENCIA	AUTORIDAD	2019	EDAD	30-44	0.468571	0.392040	0.543217			175	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-DELINCUENCIA-2019-EDAD-30-44-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-DELINCUENCIA	AUTORIDAD	2004	EDAD	45-59	0.436202	0.375713	0.496879			337	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-DELINCUENCIA-2004-EDAD-45-59-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-DELINCUENCIA	AUTORIDAD	2006	EDAD	45-59	0.587031	0.521034	0.649124			293	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-DELINCUENCIA-2006-EDAD-45-59-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-DELINCUENCIA	AUTORIDAD	2019	EDAD	45-59	0.411429	0.336897	0.487809			175	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-DELINCUENCIA-2019-EDAD-45-59-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-DELINCUENCIA	AUTORIDAD	2004	EDAD	60-MAS	0.489209	0.397050	0.582092			139	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-DELINCUENCIA-2004-EDAD-60-MAS-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-DELINCUENCIA	AUTORIDAD	2006	EDAD	60-MAS	0.575758	0.488876	0.661420			132	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-DELINCUENCIA-2006-EDAD-60-MAS-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-DELINCUENCIA	AUTORIDAD	2019	EDAD	60-MAS	0.328947	0.264516	0.401317			152	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-DELINCUENCIA-2019-EDAD-60-MAS-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-DELINCUENCIA	AUTORIDAD	2004	ESCOLARIDAD	HASTA-PRIMARIA	0.500904	0.444025	0.560292			553	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-DELINCUENCIA-2004-ESCOLARIDAD-HASTA-PRIMARIA-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-DELINCUENCIA	AUTORIDAD	2006	ESCOLARIDAD	HASTA-PRIMARIA	0.619691	0.560738	0.677805			518	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-DELINCUENCIA-2006-ESCOLARIDAD-HASTA-PRIMARIA-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-DELINCUENCIA	AUTORIDAD	2019	ESCOLARIDAD	HASTA-PRIMARIA	0.474747	0.408858	0.542062			198	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-DELINCUENCIA-2019-ESCOLARIDAD-HASTA-PRIMARIA-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-DELINCUENCIA	AUTORIDAD	2004	ESCOLARIDAD	MEDIA-SUPERIOR	0.518248	0.457031	0.582734			274	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-DELINCUENCIA-2004-ESCOLARIDAD-MEDIA-SUPERIOR-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-DELINCUENCIA	AUTORIDAD	2006	ESCOLARIDAD	MEDIA-SUPERIOR	0.630631	0.572755	0.687899			333	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-DELINCUENCIA-2006-ESCOLARIDAD-MEDIA-SUPERIOR-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-DELINCUENCIA	AUTORIDAD	2019	ESCOLARIDAD	MEDIA-SUPERIOR	0.461165	0.395927	0.530947			206	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-DELINCUENCIA-2019-ESCOLARIDAD-MEDIA-SUPERIOR-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-DELINCUENCIA	AUTORIDAD	2004	ESCOLARIDAD	SECUNDARIA	0.473008	0.411160	0.536000			389	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-DELINCUENCIA-2004-ESCOLARIDAD-SECUNDARIA-P
CALC-LAPOP-PISOS-CAPITAL-SOCIAL-0001	GOLPE-JUSTIFICADO-DELINCUENCIA	AUTORIDAD	2006	ESCOLARIDAD	SECUNDARIA	0.655422	0.594246	0.716798			415	RESULT-LAPOP-PISOS-CS-GOLPE-JUSTIFICADO-DELINCUENCIA-2006-ESCOLARIDAD-SECUNDARIA-P
