sexo,edad,categoria,n_expuesto,masa_expuesto,n_status_valido,masa_status_valido,n_desconocido,masa_desconocido,n_fuera_denominador,masa_fuera_denominador,n_denominador,masa_denominador,n_numerador,masa_numerador,punto,ee,ic95_lo,ic95_hi,gl,precision_estado
hombre,18_29,divorciada,32667,11807378.000000000000,32667,11807378.000000000000,0,0.000000000000,0,0.000000000000,32667,11807378.000000000000,68,23397.000000000000,0.001981557633,0.000339079514,0.001416757302,0.002770894831,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,18_29,viuda,32667,11807378.000000000000,32667,11807378.000000000000,0,0.000000000000,0,0.000000000000,32667,11807378.000000000000,13,4772.000000000000,0.000404154081,0.000159278668,0.000186644903,0.000874918727,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,18_29,casada,32667,11807378.000000000000,32667,11807378.000000000000,0,0.000000000000,0,0.000000000000,32667,11807378.000000000000,2718,948918.000000000000,0.080366530148,0.002142720514,0.076265427575,0.084667952022,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,18_29,soltera,32667,11807378.000000000000,32667,11807378.000000000000,0,0.000000000000,0,0.000000000000,32667,11807378.000000000000,22390,8139680.000000000000,0.689372356843,0.003805799752,0.681863730277,0.696782572338,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,30_44,union_libre,34863,12640993.000000000000,34863,12640993.000000000000,0,0.000000000000,0,0.000000000000,34863,12640993.000000000000,10308,3738980.000000000000,0.295782143064,0.003585023466,0.288803781456,0.302857318052,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,30_44,separada_union_libre,34863,12640993.000000000000,34863,12640993.000000000000,0,0.000000000000,0,0.000000000000,34863,12640993.000000000000,1717,584097.000000000000,0.046206575702,0.001524292580,0.043309020782,0.049288001736,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,30_44,separada_matrimonio,34863,12640993.000000000000,34863,12640993.000000000000,0,0.000000000000,0,0.000000000000,34863,12640993.000000000000,831,291363.000000000000,0.023049059516,0.001149358509,0.020900489526,0.025412769655,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,30_44,divorciada,34863,12640993.000000000000,34863,12640993.000000000000,0,0.000000000000,0,0.000000000000,34863,12640993.000000000000,659,222784.000000000000,0.017623931917,0.001010649499,0.015748488975,0.019718241687,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,30_44,viuda,34863,12640993.000000000000,34863,12640993.000000000000,0,0.000000000000,0,0.000000000000,34863,12640993.000000000000,121,43799.000000000000,0.003464838561,0.000505434650,0.002602837589,0.004610995010,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,30_44,casada,34863,12640993.000000000000,34863,12640993.000000000000,0,0.000000000000,0,0.000000000000,34863,12640993.000000000000,13735,4956054.000000000000,0.392062079300,0.003729728881,0.384776030302,0.399396528769,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,30_44,soltera,34863,12640993.000000000000,34863,12640993.000000000000,0,0.000000000000,0,0.000000000000,34863,12640993.000000000000,7492,2803916.000000000000,0.221811371939,0.003410721520,0.215198007717,0.228568782908,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,45_59,union_libre,30681,11082537.000000000000,30681,11082537.000000000000,0,0.000000000000,0,0.000000000000,30681,11082537.000000000000,5897,2138693.000000000000,0.192978647398,0.003165084512,0.186850441180,0.199258591292,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,45_59,separada_union_libre,30681,11082537.000000000000,30681,11082537.000000000000,0,0.000000000000,0,0.000000000000,30681,11082537.000000000000,1247,459620.000000000000,0.041472453464,0.001730487400,0.038210097063,0.045000315735,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,45_59,separada_matrimonio,30681,11082537.000000000000,30681,11082537.000000000000,0,0.000000000000,0,0.000000000000,30681,11082537.000000000000,1189,411553.000000000000,0.037135269659,0.001443116316,0.034407871029,0.040069888722,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,45_59,divorciada,30681,11082537.000000000000,30681,11082537.000000000000,0,0.000000000000,0,0.000000000000,30681,11082537.000000000000,1140,369754.000000000000,0.033363660324,0.001362106197,0.030794476738,0.036139198478,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,45_59,viuda,30681,11082537.000000000000,30681,11082537.000000000000,0,0.000000000000,0,0.000000000000,30681,11082537.000000000000,569,212593.000000000000,0.019182701578,0.001113938924,0.017116831704,0.021492453914,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,45_59,casada,30681,11082537.000000000000,30681,11082537.000000000000,0,0.000000000000,0,0.000000000000,30681,11082537.000000000000,17698,6401834.000000000000,0.577650586684,0.003916975377,0.569954646345,0.585309009113,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,45_59,soltera,30681,11082537.000000000000,30681,11082537.000000000000,0,0.000000000000,0,0.000000000000,30681,11082537.000000000000,2941,1088490.000000000000,0.098216680892,0.002475886217,0.093469330279,0.103177708310,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,60_mas,union_libre,24310,8565503.000000000000,24310,8565503.000000000000,0,0.000000000000,0,0.000000000000,24310,8565503.000000000000,2449,905522.000000000000,0.105717317477,0.002915020136,0.100138153916,0.111568782813,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,60_mas,separada_union_libre,24310,8565503.000000000000,24310,8565503.000000000000,0,0.000000000000,0,0.000000000000,24310,8565503.000000000000,534,172306.000000000000,0.020116273382,0.001181549339,0.017926284098,0.022567657702,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,60_mas,separada_matrimonio,24310,8565503.000000000000,24310,8565503.000000000000,0,0.000000000000,0,0.000000000000,24310,8565503.000000000000,895,304508.000000000000,0.035550509993,0.001686629976,0.032388553687,0.039008710008,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,60_mas,divorciada,24310,8565503.000000000000,24310,8565503.000000000000,0,0.000000000000,0,0.000000000000,24310,8565503.000000000000,669,207283.000000000000,0.024199746355,0.001372136395,0.021651057692,0.027040165749,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,60_mas,viuda,24310,8565503.000000000000,24310,8565503.000000000000,0,0.000000000000,0,0.000000000000,24310,8565503.000000000000,3111,1066505.000000000000,0.124511660319,0.002724767708,0.119268281522,0.129951540977,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,60_mas,casada,24310,8565503.000000000000,24310,8565503.000000000000,0,0.000000000000,0,0.000000000000,24310,8565503.000000000000,15368,5451898.000000000000,0.636494786121,0.004282424287,0.628059845706,0.644846606877,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,60_mas,soltera,24310,8565503.000000000000,24310,8565503.000000000000,0,0.000000000000,0,0.000000000000,24310,8565503.000000000000,1284,457481.000000000000,0.053409706353,0.002176490572,0.049300790647,0.057840240034,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,15_mas,union_libre,132114,47578958.000000000000,132114,47578958.000000000000,0,0.000000000000,0,0.000000000000,132114,47578958.000000000000,25352,9193984.000000000000,0.193236346202,0.001653448255,0.190016030877,0.196497998128,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,15_mas,separada_union_libre,132114,47578958.000000000000,132114,47578958.000000000000,0,0.000000000000,0,0.000000000000,132114,47578958.000000000000,4290,1494213.000000000000,0.031404912230,0.000691570611,0.030077289553,0.032789155575,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,15_mas,separada_matrimonio,132114,47578958.000000000000,132114,47578958.000000000000,0,0.000000000000,0,0.000000000000,132114,47578958.000000000000,3055,1063134.000000000000,0.022344625538,0.000569977919,0.021254269914,0.023489574558,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,15_mas,divorciada,132114,47578958.000000000000,132114,47578958.000000000000,0,0.000000000000,0,0.000000000000,132114,47578958.000000000000,2536,823218.000000000000,0.017302144364,0.000489739898,0.016367900533,0.018288721315,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,15_mas,viuda,132114,47578958.000000000000,132114,47578958.000000000000,0,0.000000000000,0,0.000000000000,132114,47578958.000000000000,3814,1327669.000000000000,0.027904541331,0.000617159150,0.026719966961,0.029140059030,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,15_mas,casada,132114,47578958.000000000000,132114,47578958.000000000000,0,0.000000000000,0,0.000000000000,132114,47578958.000000000000,49535,17765334.000000000000,0.373386361257,0.001921100334,0.369628499450,0.377159569366,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
hombre,15_mas,soltera,132114,47578958.000000000000,132114,47578958.000000000000,0,0.000000000000,0,0.000000000000,132114,47578958.000000000000,43532,15911406.000000000000,0.334421069078,0.001864325337,0.330776743371,0.338085262020,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,15_17,union_libre,9116,3281190.000000000000,9116,3281190.000000000000,0,0.000000000000,0,0.000000000000,9116,3281190.000000000000,521,190976.000000000000,0.058203273812,0.003170200550,0.052291677065,0.064737527277,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,15_17,separada_union_libre,9116,3281190.000000000000,9116,3281190.000000000000,0,0.000000000000,0,0.000000000000,9116,3281190.000000000000,71,22212.000000000000,0.006769495214,0.000995586920,0.005072802681,0.009028528172,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,15_17,separada_matrimonio,9116,3281190.000000000000,9116,3281190.000000000000,0,0.000000000000,0,0.000000000000,9116,3281190.000000000000,0,0.000000000000,0.000000000000,0.000000000000,,,14555,NO-DISPONIBLE:FRONTERA-LOGIT
mujer,15_17,divorciada,9116,3281190.000000000000,9116,3281190.000000000000,0,0.000000000000,0,0.000000000000,9116,3281190.000000000000,0,0.000000000000,0.000000000000,0.000000000000,,,14555,NO-DISPONIBLE:FRONTERA-LOGIT
mujer,15_17,viuda,9116,3281190.000000000000,9116,3281190.000000000000,0,0.000000000000,0,0.000000000000,9116,3281190.000000000000,1,546.000000000000,0.000166403043,0.000180620186,0.000019818364,0.001395674358,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,15_17,casada,9116,3281190.000000000000,9116,3281190.000000000000,0,0.000000000000,0,0.000000000000,9116,3281190.000000000000,15,6489.000000000000,0.001977636162,0.000589993313,0.001101696271,0.003547547506,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,15_17,soltera,9116,3281190.000000000000,9116,3281190.000000000000,0,0.000000000000,0,0.000000000000,9116,3281190.000000000000,8508,3060967.000000000000,0.932883191769,0.003341013204,0.926030354132,0.939142878501,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,18_29,union_libre,32840,11895015.000000000000,32840,11895015.000000000000,0,0.000000000000,0,0.000000000000,32840,11895015.000000000000,9156,3278107.000000000000,0.275586621791,0.003673165123,0.268445322822,0.282844445399,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,18_29,separada_union_libre,32840,11895015.000000000000,32840,11895015.000000000000,0,0.000000000000,0,0.000000000000,32840,11895015.000000000000,1821,632503.000000000000,0.053173787507,0.001712440613,0.049915458888,0.056632131727,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,18_29,separada_matrimonio,32840,11895015.000000000000,32840,11895015.000000000000,0,0.000000000000,0,0.000000000000,32840,11895015.000000000000,345,120668.000000000000,0.010144417640,0.000710031175,0.008843100388,0.011634983882,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,18_29,divorciada,32840,11895015.000000000000,32840,11895015.000000000000,0,0.000000000000,0,0.000000000000,32840,11895015.000000000000,127,44788.000000000000,0.003765274781,0.000559587021,0.002813319449,0.005037720130,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,18_29,viuda,32840,11895015.000000000000,32840,11895015.000000000000,0,0.000000000000,0,0.000000000000,32840,11895015.000000000000,107,32284.000000000000,0.002714078124,0.000309708043,0.002169975026,0.003394146457,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,18_29,casada,32840,11895015.000000000000,32840,11895015.000000000000,0,0.000000000000,0,0.000000000000,32840,11895015.000000000000,4246,1476295.000000000000,0.124110394144,0.002647508941,0.119013370446,0.129393648402,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,18_29,soltera,32840,11895015.000000000000,32840,11895015.000000000000,0,0.000000000000,0,0.000000000000,32840,11895015.000000000000,17038,6310370.000000000000,0.530505426012,0.004127164902,0.522408347831,0.538586476066,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,30_44,union_libre,38461,13967574.000000000000,38461,13967574.000000000000,0,0.000000000000,0,0.000000000000,38461,13967574.000000000000,10946,3941719.000000000000,0.282204984201,0.003262389513,0.275854476639,0.288643414511,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,30_44,separada_union_libre,38461,13967574.000000000000,38461,13967574.000000000000,0,0.000000000000,0,0.000000000000,38461,13967574.000000000000,2700,998301.000000000000,0.071472755398,0.001847645407,0.067934751650,0.075180154251,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,30_44,separada_matrimonio,38461,13967574.000000000000,38461,13967574.000000000000,0,0.000000000000,0,0.000000000000,38461,13967574.000000000000,1414,499404.000000000000,0.035754526878,0.001266275109,0.033353744324,0.038321265648,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,30_44,divorciada,38461,13967574.000000000000,38461,13967574.000000000000,0,0.000000000000,0,0.000000000000,38461,13967574.000000000000,1131,364011.000000000000,0.026061147054,0.001016879710,0.024140406426,0.028130306796,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,30_44,viuda,38461,13967574.000000000000,38461,13967574.000000000000,0,0.000000000000,0,0.000000000000,38461,13967574.000000000000,673,240873.000000000000,0.017245156532,0.000877360881,0.015607067455,0.019051848891,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,30_44,casada,38461,13967574.000000000000,38461,13967574.000000000000,0,0.000000000000,0,0.000000000000,38461,13967574.000000000000,15955,5797755.000000000000,0.415086757371,0.003602511262,0.408043269253,0.422165118996,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,30_44,soltera,38461,13967574.000000000000,38461,13967574.000000000000,0,0.000000000000,0,0.000000000000,38461,13967574.000000000000,5642,2125511.000000000000,0.152174672567,0.002784610519,0.146796425538,0.157713541310,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,45_59,union_libre,35388,12834803.000000000000,35388,12834803.000000000000,0,0.000000000000,0,0.000000000000,35388,12834803.000000000000,5292,1939309.000000000000,0.151097683385,0.002700904147,0.145879454872,0.156468377486,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,45_59,separada_union_libre,35388,12834803.000000000000,35388,12834803.000000000000,0,0.000000000000,0,0.000000000000,35388,12834803.000000000000,1829,694389.000000000000,0.054102038029,0.001761709607,0.050750962715,0.057660943319,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,45_59,separada_matrimonio,35388,12834803.000000000000,35388,12834803.000000000000,0,0.000000000000,0,0.000000000000,35388,12834803.000000000000,2042,727653.000000000000,0.056693741228,0.001696315132,0.053458946700,0.060111842148,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,45_59,divorciada,35388,12834803.000000000000,35388,12834803.000000000000,0,0.000000000000,0,0.000000000000,35388,12834803.000000000000,1846,602938.000000000000,0.046976802059,0.001650398334,0.043845670215,0.050319768499,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,45_59,viuda,35388,12834803.000000000000,35388,12834803.000000000000,0,0.000000000000,0,0.000000000000,35388,12834803.000000000000,2551,929893.000000000000,0.072450897766,0.001911723463,0.068791858225,0.076288617181,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,45_59,casada,35388,12834803.000000000000,35388,12834803.000000000000,0,0.000000000000,0,0.000000000000,35388,12834803.000000000000,18421,6610801.000000000000,0.515068365288,0.003925139237,0.507371630062,0.522757959486,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,45_59,soltera,35388,12834803.000000000000,35388,12834803.000000000000,0,0.000000000000,0,0.000000000000,35388,12834803.000000000000,3407,1329820.000000000000,0.103610472245,0.002474726768,0.098859140367,0.108562650198,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,60_mas,union_libre,28930,10424903.000000000000,28930,10424903.000000000000,0,0.000000000000,0,0.000000000000,28930,10424903.000000000000,1397,506616.000000000000,0.048596711164,0.001843748488,0.045107615893,0.052340896378,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,60_mas,separada_union_libre,28930,10424903.000000000000,28930,10424903.000000000000,0,0.000000000000,0,0.000000000000,28930,10424903.000000000000,822,308532.000000000000,0.029595671058,0.001365649023,0.027033037503,0.032393145094,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,60_mas,separada_matrimonio,28930,10424903.000000000000,28930,10424903.000000000000,0,0.000000000000,0,0.000000000000,28930,10424903.000000000000,1389,509358.000000000000,0.048859735194,0.001806171145,0.045438642191,0.052524230666,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,60_mas,divorciada,28930,10424903.000000000000,28930,10424903.000000000000,0,0.000000000000,0,0.000000000000,28930,10424903.000000000000,1051,352820.000000000000,0.033843959987,0.001555376746,0.030924239585,0.037028813250,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,60_mas,viuda,28930,10424903.000000000000,28930,10424903.000000000000,0,0.000000000000,0,0.000000000000,28930,10424903.000000000000,10088,3625151.000000000000,0.347739542517,0.003916703505,0.340102394776,0.355455809189,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,60_mas,casada,28930,10424903.000000000000,28930,10424903.000000000000,0,0.000000000000,0,0.000000000000,28930,10424903.000000000000,11998,4281640.000000000000,0.410712694401,0.004091366808,0.402717481559,0.418755351548,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,60_mas,soltera,28930,10424903.000000000000,28930,10424903.000000000000,0,0.000000000000,0,0.000000000000,28930,10424903.000000000000,2185,840786.000000000000,0.080651685680,0.002379980038,0.076108001409,0.085441543946,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,15_mas,union_libre,144735,52403485.000000000000,144735,52403485.000000000000,0,0.000000000000,0,0.000000000000,144735,52403485.000000000000,27312,9856727.000000000000,0.188092967481,0.001607245876,0.184962813363,0.191263662793,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,15_mas,separada_union_libre,144735,52403485.000000000000,144735,52403485.000000000000,0,0.000000000000,0,0.000000000000,144735,52403485.000000000000,7243,2655937.000000000000,0.050682449841,0.000864866931,0.049013790574,0.052404787593,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,15_mas,separada_matrimonio,144735,52403485.000000000000,144735,52403485.000000000000,0,0.000000000000,0,0.000000000000,144735,52403485.000000000000,5190,1857083.000000000000,0.035438158359,0.000686835289,0.034116232096,0.036809354222,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,15_mas,divorciada,144735,52403485.000000000000,144735,52403485.000000000000,0,0.000000000000,0,0.000000000000,144735,52403485.000000000000,4155,1364557.000000000000,0.026039432301,0.000590907598,0.024905911325,0.027223101944,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,15_mas,viuda,144735,52403485.000000000000,144735,52403485.000000000000,0,0.000000000000,0,0.000000000000,144735,52403485.000000000000,13420,4828747.000000000000,0.092145531924,0.001049107183,0.090109662349,0.094222635242,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,15_mas,casada,144735,52403485.000000000000,144735,52403485.000000000000,0,0.000000000000,0,0.000000000000,144735,52403485.000000000000,50635,18172980.000000000000,0.346789531269,0.001888957168,0.343096266391,0.350501339801,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
mujer,15_mas,soltera,144735,52403485.000000000000,144735,52403485.000000000000,0,0.000000000000,0,0.000000000000,144735,52403485.000000000000,36780,13667454.000000000000,0.260811928825,0.001651047840,0.257588682882,0.264061162085,14555,DISPONIBLE:RAO-WU-COMPARTIDO-LOGIT-T95:SINGLETON-APORTE-PROMEDIO=56
